a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.987978E+02   0.149873E-02   0.331850E-03   0.137066E-02   0.179549E-02   0.722387E-03   0.510055E-03   0.308759E-02   0.570380E-05   0.177306E+03   0.000000E+00   0.000000E+00   0.177306E+03  -0.354612E+03
   0.987978E+02   0.149873E-02   0.331850E-03   0.137066E-02   0.103289E-02   0.722387E-03   0.510055E-03   0.214696E-02   0.570380E-05   0.179675E+03   0.000000E+00   0.000000E+00   0.179675E+03  -0.359350E+03
   0.987978E+02   0.149873E-02   0.331850E-03   0.118326E-02   0.103289E-02   0.722387E-03   0.510055E-03   0.214696E-02   0.570380E-05   0.180058E+03   0.000000E+00   0.000000E+00   0.180058E+03  -0.360116E+03
   0.987978E+02   0.149873E-02   0.331850E-03   0.118326E-02   0.103289E-02   0.172014E-02   0.510055E-03   0.214696E-02   0.570380E-05   0.178571E+03   0.000000E+00   0.000000E+00   0.178571E+03  -0.357142E+03
   0.987978E+02   0.149873E-02   0.331850E-03   0.118326E-02   0.103289E-02   0.172014E-02   0.510055E-03   0.214696E-02   0.570380E-05   0.178571E+03   0.000000E+00   0.000000E+00   0.178571E+03  -0.357142E+03
   0.987978E+02   0.149873E-02   0.331850E-03   0.291588E-03   0.315212E-03   0.435992E-03   0.281053E-04   0.167984E-02   0.570380E-05   0.180281E+03   0.000000E+00   0.000000E+00   0.180281E+03  -0.360562E+03
   0.987978E+02   0.149873E-02   0.331850E-03   0.291588E-03   0.315212E-03   0.435992E-03   0.281053E-04   0.167984E-02   0.570380E-05   0.180281E+03   0.000000E+00   0.000000E+00   0.180281E+03  -0.360562E+03
   0.987978E+02   0.144865E-02   0.331850E-03   0.291588E-03   0.315212E-03   0.435992E-03   0.281053E-04   0.167984E-02   0.570380E-05   0.180380E+03   0.000000E+00   0.000000E+00   0.180380E+03  -0.360760E+03
   0.987978E+02   0.144865E-02   0.507382E-03   0.291588E-03   0.315212E-03   0.435992E-03   0.719553E-04   0.715864E-04   0.570380E-05   0.182376E+03   0.000000E+00   0.000000E+00   0.182376E+03  -0.364752E+03
   0.101028E+03   0.144865E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.435992E-03   0.719553E-04   0.715864E-04   0.570380E-05   0.181517E+03   0.000000E+00   0.000000E+00   0.181517E+03  -0.363034E+03
   0.101028E+03   0.144865E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.435992E-03   0.719553E-04   0.715864E-04   0.570380E-05   0.181517E+03   0.000000E+00   0.000000E+00   0.181517E+03  -0.363034E+03
   0.101028E+03   0.144865E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.334160E-03   0.719553E-04   0.715864E-04   0.570380E-05   0.181459E+03   0.000000E+00   0.000000E+00   0.181459E+03  -0.362918E+03
   0.101028E+03   0.144865E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.334160E-03   0.719553E-04   0.218530E-02   0.570380E-05   0.178256E+03   0.000000E+00   0.000000E+00   0.178256E+03  -0.356512E+03
   0.101028E+03   0.144865E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.334160E-03   0.719553E-04   0.218530E-02   0.570380E-05   0.178256E+03   0.000000E+00   0.000000E+00   0.178256E+03  -0.356512E+03
   0.101028E+03   0.144865E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.142351E-02   0.719553E-04   0.598872E-02   0.570380E-05   0.172905E+03   0.000000E+00   0.000000E+00   0.172905E+03  -0.345810E+03
   0.101028E+03   0.270263E-02   0.819875E-04   0.291588E-03   0.315212E-03   0.142351E-02   0.261607E-04   0.598872E-02   0.570380E-05   0.170722E+03   0.000000E+00   0.000000E+00   0.170722E+03  -0.341444E+03
   0.101028E+03   0.270263E-02   0.145900E-02   0.291588E-03   0.315212E-03   0.142351E-02   0.261607E-04   0.598872E-02   0.570380E-05   0.169148E+03   0.000000E+00   0.000000E+00   0.169148E+03  -0.338296E+03
   0.101028E+03   0.152600E-03   0.145900E-02   0.291588E-03   0.315212E-03   0.142351E-02   0.261607E-04   0.636469E-02   0.570380E-05   0.172581E+03   0.000000E+00   0.000000E+00   0.172581E+03  -0.345162E+03
   0.984216E+02   0.152600E-03   0.145900E-02   0.291588E-03   0.315212E-03   0.142351E-02   0.261607E-04   0.616786E-02   0.570380E-05   0.173425E+03   0.000000E+00   0.000000E+00   0.173425E+03  -0.346850E+03
   0.984216E+02   0.152600E-03   0.145900E-02   0.291588E-03   0.315212E-03   0.142351E-02   0.261607E-04   0.328161E-02   0.570380E-05   0.175821E+03   0.000000E+00   0.000000E+00   0.175821E+03  -0.351642E+03
   0.997339E+02   0.152600E-03   0.145900E-02   0.291588E-03   0.315212E-03   0.159986E-02   0.117056E-02   0.265012E-02   0.570380E-05   0.178846E+03   0.000000E+00   0.000000E+00   0.178846E+03  -0.357692E+03
   0.997339E+02   0.152600E-03   0.145900E-02   0.291588E-03   0.315212E-03   0.159986E-02   0.117056E-02   0.265012E-02   0.570380E-05   0.178846E+03   0.000000E+00   0.000000E+00   0.178846E+03  -0.357692E+03
   0.997339E+02   0.152600E-03   0.145900E-02   0.291588E-03   0.315212E-03   0.159986E-02   0.117056E-02   0.265012E-02   0.570380E-05   0.178846E+03   0.000000E+00   0.000000E+00   0.178846E+03  -0.357692E+03
   0.997339E+02   0.152600E-03   0.145900E-02   0.465809E-03   0.315212E-03   0.159986E-02   0.336709E-02   0.265012E-02   0.570380E-05   0.175786E+03   0.000000E+00   0.000000E+00   0.175786E+03  -0.351572E+03
   0.997339E+02   0.152600E-03   0.150694E-02   0.465809E-03   0.315212E-03   0.159986E-02   0.336709E-02   0.265012E-02   0.570380E-05   0.175687E+03   0.000000E+00   0.000000E+00   0.175687E+03  -0.351374E+03
   0.997339E+02   0.152600E-03   0.150694E-02   0.465809E-03   0.315212E-03   0.159986E-02   0.336709E-02   0.216352E-02   0.570380E-05   0.176396E+03   0.000000E+00   0.000000E+00   0.176396E+03  -0.352792E+03
   0.997339E+02   0.152600E-03   0.150694E-02   0.465809E-03   0.315212E-03   0.159986E-02   0.336709E-02   0.216352E-02   0.570380E-05   0.176396E+03   0.000000E+00   0.000000E+00   0.176396E+03  -0.352792E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.465809E-03   0.315212E-03   0.841523E-04   0.336709E-02   0.216352E-02   0.570380E-05   0.177806E+03   0.000000E+00   0.000000E+00   0.177806E+03  -0.355612E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.465809E-03   0.315212E-03   0.474920E-03   0.336709E-02   0.216352E-02   0.570380E-05   0.178248E+03   0.000000E+00   0.000000E+00   0.178248E+03  -0.356496E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.315212E-03   0.474920E-03   0.336709E-02   0.216352E-02   0.570380E-05   0.177339E+03   0.000000E+00   0.000000E+00   0.177339E+03  -0.354678E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.315212E-03   0.474920E-03   0.126281E-02   0.216352E-02   0.127586E-02   0.178359E+03   0.000000E+00   0.000000E+00   0.178359E+03  -0.356718E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.315212E-03   0.474920E-03   0.126281E-02   0.282435E-02   0.127586E-02   0.177421E+03   0.000000E+00   0.000000E+00   0.177421E+03  -0.354842E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.315212E-03   0.474920E-03   0.126281E-02   0.282435E-02   0.127586E-02   0.177421E+03   0.000000E+00   0.000000E+00   0.177421E+03  -0.354842E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.315212E-03   0.474920E-03   0.126281E-02   0.282435E-02   0.127586E-02   0.177421E+03   0.000000E+00   0.000000E+00   0.177421E+03  -0.354842E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.315212E-03   0.474920E-03   0.126281E-02   0.282435E-02   0.127586E-02   0.177421E+03   0.000000E+00   0.000000E+00   0.177421E+03  -0.354842E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.160577E-02   0.180959E-02   0.126281E-02   0.223769E-02   0.127586E-02   0.175458E+03   0.000000E+00   0.000000E+00   0.175458E+03  -0.350916E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.160577E-02   0.250818E-02   0.126281E-02   0.106662E-03   0.127586E-02   0.177638E+03   0.000000E+00   0.000000E+00   0.177638E+03  -0.355276E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.160577E-02   0.250818E-02   0.126281E-02   0.106662E-03   0.127586E-02   0.177638E+03   0.000000E+00   0.000000E+00   0.177638E+03  -0.355276E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.160577E-02   0.250818E-02   0.126281E-02   0.106662E-03   0.127586E-02   0.177638E+03   0.000000E+00   0.000000E+00   0.177638E+03  -0.355276E+03
   0.997339E+02   0.378339E-03   0.150694E-02   0.111926E-02   0.743704E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.127586E-02   0.181594E+03   0.000000E+00   0.000000E+00   0.181594E+03  -0.363188E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.111926E-02   0.743704E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.127586E-02   0.181878E+03   0.000000E+00   0.000000E+00   0.181878E+03  -0.363756E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.111926E-02   0.743704E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.127586E-02   0.181878E+03   0.000000E+00   0.000000E+00   0.181878E+03  -0.363756E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.111926E-02   0.950757E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.183758E+03   0.000000E+00   0.000000E+00   0.183758E+03  -0.367516E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.111926E-02   0.950757E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.183758E+03   0.000000E+00   0.000000E+00   0.183758E+03  -0.367516E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.111926E-02   0.950757E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.183758E+03   0.000000E+00   0.000000E+00   0.183758E+03  -0.367516E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.111926E-02   0.950757E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.183758E+03   0.000000E+00   0.000000E+00   0.183758E+03  -0.367516E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.435697E-03   0.950757E-03   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.184563E+03   0.000000E+00   0.000000E+00   0.184563E+03  -0.369126E+03
   0.100036E+03   0.378339E-03   0.150694E-02   0.435697E-03   0.111233E-02   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.184328E+03   0.000000E+00   0.000000E+00   0.184328E+03  -0.368656E+03
   0.100036E+03   0.378339E-03   0.869433E-03   0.435697E-03   0.111233E-02   0.876400E-04   0.126281E-02   0.106662E-03   0.324851E-04   0.185750E+03   0.000000E+00   0.000000E+00   0.185750E+03  -0.371500E+03
   0.100036E+03   0.378339E-03   0.869433E-03   0.435697E-03   0.111233E-02   0.419074E-03   0.126281E-02   0.106662E-03   0.324851E-04   0.186153E+03   0.000000E+00   0.000000E+00   0.186153E+03  -0.372306E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.435697E-03   0.111233E-02   0.419074E-03   0.126281E-02   0.106662E-03   0.324851E-04   0.185675E+03   0.000000E+00   0.000000E+00   0.185675E+03  -0.371350E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.111233E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.324851E-04   0.185351E+03   0.000000E+00   0.000000E+00   0.185351E+03  -0.370702E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.111233E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.324851E-04   0.185351E+03   0.000000E+00   0.000000E+00   0.185351E+03  -0.370702E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.123107E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.324851E-04   0.185159E+03   0.000000E+00   0.000000E+00   0.185159E+03  -0.370318E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.324851E-04   0.185103E+03   0.000000E+00   0.000000E+00   0.185103E+03  -0.370206E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.413798E-04   0.185104E+03   0.000000E+00   0.000000E+00   0.185104E+03  -0.370208E+03
   0.100036E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.413798E-04   0.185104E+03   0.000000E+00   0.000000E+00   0.185104E+03  -0.370208E+03
   0.101365E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.413798E-04   0.184072E+03   0.000000E+00   0.000000E+00   0.184072E+03  -0.368144E+03
   0.101507E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.126281E-02   0.378405E-03   0.413798E-04   0.183780E+03   0.000000E+00   0.000000E+00   0.183780E+03  -0.367560E+03
   0.101507E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.261434E-02   0.378405E-03   0.413798E-04   0.181693E+03   0.000000E+00   0.000000E+00   0.181693E+03  -0.363386E+03
   0.101507E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.126460E-02   0.419074E-03   0.261434E-02   0.378405E-03   0.413798E-04   0.181693E+03   0.000000E+00   0.000000E+00   0.181693E+03  -0.363386E+03
   0.101507E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.145688E-02   0.419074E-03   0.261434E-02   0.378405E-03   0.413798E-04   0.181367E+03   0.000000E+00   0.000000E+00   0.181367E+03  -0.362734E+03
   0.101507E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.145688E-02   0.419074E-03   0.261434E-02   0.378405E-03   0.413798E-04   0.181367E+03   0.000000E+00   0.000000E+00   0.181367E+03  -0.362734E+03
   0.101507E+03   0.378339E-03   0.107683E-02   0.899080E-03   0.145688E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.181130E+03   0.000000E+00   0.000000E+00   0.181130E+03  -0.362260E+03
   0.101507E+03   0.378339E-03   0.565850E-03   0.899080E-03   0.193085E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.181209E+03   0.000000E+00   0.000000E+00   0.181209E+03  -0.362418E+03
   0.101507E+03   0.378339E-03   0.565850E-03   0.899080E-03   0.193085E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.181209E+03   0.000000E+00   0.000000E+00   0.181209E+03  -0.362418E+03
   0.101507E+03   0.378339E-03   0.667926E-04   0.899080E-03   0.193085E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.180709E+03   0.000000E+00   0.000000E+00   0.180709E+03  -0.361418E+03
   0.993104E+02   0.378339E-03   0.667926E-04   0.369182E-02   0.197126E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.177563E+03   0.000000E+00   0.000000E+00   0.177563E+03  -0.355126E+03
   0.993104E+02   0.378339E-03   0.667926E-04   0.369182E-02   0.101143E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.179044E+03   0.000000E+00   0.000000E+00   0.179044E+03  -0.358088E+03
   0.102513E+03   0.407485E-03   0.667926E-04   0.369182E-02   0.109757E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.174482E+03   0.000000E+00   0.000000E+00   0.174482E+03  -0.348964E+03
   0.102513E+03   0.407485E-03   0.667926E-04   0.868394E-03   0.109757E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.177774E+03   0.000000E+00   0.000000E+00   0.177774E+03  -0.355548E+03
   0.102513E+03   0.407485E-03   0.667926E-04   0.868394E-03   0.109757E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.177774E+03   0.000000E+00   0.000000E+00   0.177774E+03  -0.355548E+03
   0.102513E+03   0.499153E-03   0.667926E-04   0.868394E-03   0.109757E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.177932E+03   0.000000E+00   0.000000E+00   0.177932E+03  -0.355864E+03
   0.100201E+03   0.499153E-03   0.648780E-04   0.868394E-03   0.109757E-02   0.419074E-03   0.261434E-02   0.411816E-05   0.413798E-04   0.184207E+03   0.000000E+00   0.000000E+00   0.184207E+03  -0.368414E+03
   0.100201E+03   0.499153E-03   0.648780E-04   0.868394E-03   0.109757E-02   0.419074E-03   0.272485E-02   0.891219E-03   0.413798E-04   0.183344E+03   0.000000E+00   0.000000E+00   0.183344E+03  -0.366688E+03
   0.100201E+03   0.499153E-03   0.648780E-04   0.868394E-03   0.109757E-02   0.419074E-03   0.272485E-02   0.891219E-03   0.413798E-04   0.183344E+03   0.000000E+00   0.000000E+00   0.183344E+03  -0.366688E+03
   0.100201E+03   0.499153E-03   0.648780E-04   0.868394E-03   0.113828E-02   0.419074E-03   0.152334E-02   0.891219E-03   0.413798E-04   0.185136E+03   0.000000E+00   0.000000E+00   0.185136E+03  -0.370272E+03
   0.100201E+03   0.657585E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.534898E-03   0.891219E-03   0.413798E-04   0.186159E+03   0.000000E+00   0.000000E+00   0.186159E+03  -0.372318E+03
   0.100201E+03   0.657585E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.534898E-03   0.891219E-03   0.413798E-04   0.186159E+03   0.000000E+00   0.000000E+00   0.186159E+03  -0.372318E+03
   0.100201E+03   0.657585E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.534898E-03   0.891219E-03   0.413798E-04   0.186159E+03   0.000000E+00   0.000000E+00   0.186159E+03  -0.372318E+03
   0.100201E+03   0.657585E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.534898E-03   0.891219E-03   0.413798E-04   0.186159E+03   0.000000E+00   0.000000E+00   0.186159E+03  -0.372318E+03
   0.100201E+03   0.657585E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.534898E-03   0.891219E-03   0.413798E-04   0.186159E+03   0.000000E+00   0.000000E+00   0.186159E+03  -0.372318E+03
   0.100201E+03   0.423991E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.534898E-03   0.760891E-03   0.413798E-04   0.186739E+03   0.000000E+00   0.000000E+00   0.186739E+03  -0.373478E+03
   0.100201E+03   0.423991E-03   0.549380E-03   0.868394E-03   0.113828E-02   0.419074E-03   0.193189E-02   0.760891E-03   0.413798E-04   0.184795E+03   0.000000E+00   0.000000E+00   0.184795E+03  -0.369590E+03
