a0_min        Y1_intercept  Y2_intercept  Y3_intercept  LogPost       
  0.100607E+03  0.263943E-02  0.104188E-03  0.957166E-04  0.142795E+03
  0.100607E+03  0.263943E-02  0.530765E-03  0.957166E-04  0.141400E+03
  0.100607E+03  0.146932E-02  0.530765E-03  0.957166E-04  0.145069E+03
  0.100607E+03  0.146932E-02  0.530765E-03  0.957166E-04  0.145069E+03
  0.100607E+03  0.146932E-02  0.530765E-03  0.957166E-04  0.145069E+03
  0.100607E+03  0.126837E-02  0.530765E-03  0.957166E-04  0.145822E+03
  0.100607E+03  0.126837E-02  0.530765E-03  0.957166E-04  0.145822E+03
  0.100607E+03  0.126837E-02  0.530765E-03  0.957166E-04  0.145822E+03
  0.100607E+03  0.126837E-02  0.530765E-03  0.957166E-04  0.145822E+03
  0.100607E+03  0.126837E-02  0.530765E-03  0.957166E-04  0.145822E+03
  0.100607E+03  0.126837E-02  0.944462E-04  0.957166E-04  0.147226E+03
  0.100607E+03  0.126837E-02  0.944462E-04  0.128101E-03  0.147126E+03
  0.100607E+03  0.134589E-02  0.944462E-04  0.128101E-03  0.146832E+03
  0.100607E+03  0.134589E-02  0.944462E-04  0.128101E-03  0.146832E+03
  0.100607E+03  0.134589E-02  0.944462E-04  0.128101E-03  0.146832E+03
  0.100607E+03  0.134589E-02  0.944462E-04  0.128101E-03  0.146832E+03
  0.100607E+03  0.134589E-02  0.944462E-04  0.128101E-03  0.146832E+03
  0.100607E+03  0.134589E-02  0.944462E-04  0.128101E-03  0.146832E+03
  0.100607E+03  0.144775E-02  0.944462E-04  0.128101E-03  0.146453E+03
  0.100607E+03  0.144775E-02  0.944462E-04  0.128101E-03  0.146453E+03
  0.100607E+03  0.144775E-02  0.944462E-04  0.125737E-03  0.146461E+03
  0.100607E+03  0.144775E-02  0.944462E-04  0.125737E-03  0.146461E+03
  0.100607E+03  0.144775E-02  0.944462E-04  0.125737E-03  0.146461E+03
  0.100607E+03  0.144775E-02  0.944462E-04  0.225193E-03  0.146009E+03
  0.102381E+03  0.144775E-02  0.944462E-04  0.225193E-03  0.144764E+03
  0.102381E+03  0.144775E-02  0.944462E-04  0.225193E-03  0.144764E+03
  0.100868E+03  0.144775E-02  0.944462E-04  0.225193E-03  0.146367E+03
  0.100868E+03  0.144775E-02  0.944462E-04  0.261830E-03  0.146162E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.944462E-04  0.261830E-03  0.150079E+03
  0.100868E+03  0.366387E-03  0.121944E-03  0.261830E-03  0.150039E+03
  0.100868E+03  0.366387E-03  0.121944E-03  0.261830E-03  0.150039E+03
  0.100868E+03  0.366387E-03  0.121944E-03  0.261830E-03  0.150039E+03
  0.100868E+03  0.366387E-03  0.121944E-03  0.261830E-03  0.150039E+03
  0.100868E+03  0.366387E-03  0.121944E-03  0.261830E-03  0.150039E+03
  0.100709E+03  0.366387E-03  0.121944E-03  0.261830E-03  0.149825E+03
  0.100709E+03  0.366387E-03  0.121944E-03  0.144535E-03  0.150413E+03
  0.100709E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150855E+03
  0.100709E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150855E+03
  0.100709E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150855E+03
  0.100709E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150855E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.101966E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.150073E+03
  0.102559E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.147882E+03
  0.102559E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.147882E+03
  0.102559E+03  0.893748E-04  0.121944E-03  0.144535E-03  0.147882E+03
  0.102559E+03  0.893748E-04  0.121944E-03  0.284443E-03  0.147751E+03
  0.999075E+02  0.893748E-04  0.121944E-03  0.284443E-03  0.147761E+03
  0.999075E+02  0.893748E-04  0.121944E-03  0.284443E-03  0.147761E+03
  0.999075E+02  0.893748E-04  0.121944E-03  0.284443E-03  0.147761E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.274524E-03  0.121944E-03  0.284443E-03  0.147553E+03
  0.999075E+02  0.594766E-03  0.121944E-03  0.284443E-03  0.146777E+03
  0.999075E+02  0.594766E-03  0.198480E-03  0.284443E-03  0.146771E+03
  0.999075E+02  0.594766E-03  0.198480E-03  0.284443E-03  0.146771E+03
  0.999075E+02  0.594766E-03  0.198480E-03  0.284443E-03  0.146771E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.594766E-03  0.198480E-03  0.284443E-03  0.149197E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.284443E-03  0.149333E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.284443E-03  0.149333E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.284443E-03  0.149333E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.238471E-04  0.150262E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.238471E-04  0.150262E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.238471E-04  0.150262E+03
  0.101058E+03  0.553957E-03  0.198480E-03  0.238471E-04  0.150262E+03
  0.100803E+03  0.553957E-03  0.198480E-03  0.238471E-04  0.150112E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.238471E-04  0.150359E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.238471E-04  0.150359E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.238471E-04  0.150359E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.238471E-04  0.150359E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.238471E-04  0.150359E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.238471E-04  0.150359E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.481563E-05  0.150367E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.481563E-05  0.150367E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.481563E-05  0.150367E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.481563E-05  0.150367E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.481563E-05  0.150367E+03
  0.100803E+03  0.553957E-03  0.213328E-04  0.115913E-03  0.150185E+03
  0.100803E+03  0.770404E-03  0.213328E-04  0.115913E-03  0.149420E+03
  0.100803E+03  0.770404E-03  0.213328E-04  0.115913E-03  0.149420E+03
  0.100803E+03  0.770404E-03  0.213328E-04  0.115913E-03  0.149420E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
  0.100803E+03  0.628177E-03  0.213328E-04  0.115913E-03  0.149935E+03
