a0_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100607E+03   0.134589E-02   0.944462E-04   0.128101E-03   0.146832E+03   0.000000E+00   0.000000E+00   0.146832E+03  -0.293664E+03
   0.100607E+03   0.134589E-02   0.944462E-04   0.128101E-03   0.146832E+03   0.000000E+00   0.000000E+00   0.146832E+03  -0.293664E+03
   0.100607E+03   0.134589E-02   0.944462E-04   0.128101E-03   0.146832E+03   0.000000E+00   0.000000E+00   0.146832E+03  -0.293664E+03
   0.100607E+03   0.144775E-02   0.944462E-04   0.128101E-03   0.146453E+03   0.000000E+00   0.000000E+00   0.146453E+03  -0.292906E+03
   0.100607E+03   0.144775E-02   0.944462E-04   0.125737E-03   0.146461E+03   0.000000E+00   0.000000E+00   0.146461E+03  -0.292922E+03
   0.100607E+03   0.144775E-02   0.944462E-04   0.225193E-03   0.146009E+03   0.000000E+00   0.000000E+00   0.146009E+03  -0.292018E+03
   0.102381E+03   0.144775E-02   0.944462E-04   0.225193E-03   0.144764E+03   0.000000E+00   0.000000E+00   0.144764E+03  -0.289528E+03
   0.100868E+03   0.144775E-02   0.944462E-04   0.261830E-03   0.146162E+03   0.000000E+00   0.000000E+00   0.146162E+03  -0.292324E+03
   0.100868E+03   0.366387E-03   0.944462E-04   0.261830E-03   0.150079E+03   0.000000E+00   0.000000E+00   0.150079E+03  -0.300158E+03
   0.100868E+03   0.366387E-03   0.944462E-04   0.261830E-03   0.150079E+03   0.000000E+00   0.000000E+00   0.150079E+03  -0.300158E+03
   0.100868E+03   0.366387E-03   0.944462E-04   0.261830E-03   0.150079E+03   0.000000E+00   0.000000E+00   0.150079E+03  -0.300158E+03
   0.100868E+03   0.366387E-03   0.121944E-03   0.261830E-03   0.150039E+03   0.000000E+00   0.000000E+00   0.150039E+03  -0.300078E+03
   0.100868E+03   0.366387E-03   0.121944E-03   0.261830E-03   0.150039E+03   0.000000E+00   0.000000E+00   0.150039E+03  -0.300078E+03
   0.100868E+03   0.366387E-03   0.121944E-03   0.261830E-03   0.150039E+03   0.000000E+00   0.000000E+00   0.150039E+03  -0.300078E+03
   0.100709E+03   0.366387E-03   0.121944E-03   0.144535E-03   0.150413E+03   0.000000E+00   0.000000E+00   0.150413E+03  -0.300826E+03
   0.100709E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.150855E+03   0.000000E+00   0.000000E+00   0.150855E+03  -0.301710E+03
   0.100709E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.150855E+03   0.000000E+00   0.000000E+00   0.150855E+03  -0.301710E+03
   0.101966E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.150073E+03   0.000000E+00   0.000000E+00   0.150073E+03  -0.300146E+03
   0.101966E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.150073E+03   0.000000E+00   0.000000E+00   0.150073E+03  -0.300146E+03
   0.101966E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.150073E+03   0.000000E+00   0.000000E+00   0.150073E+03  -0.300146E+03
   0.102559E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.147882E+03   0.000000E+00   0.000000E+00   0.147882E+03  -0.295764E+03
   0.102559E+03   0.893748E-04   0.121944E-03   0.144535E-03   0.147882E+03   0.000000E+00   0.000000E+00   0.147882E+03  -0.295764E+03
   0.999075E+02   0.893748E-04   0.121944E-03   0.284443E-03   0.147761E+03   0.000000E+00   0.000000E+00   0.147761E+03  -0.295522E+03
   0.999075E+02   0.893748E-04   0.121944E-03   0.284443E-03   0.147761E+03   0.000000E+00   0.000000E+00   0.147761E+03  -0.295522E+03
   0.999075E+02   0.274524E-03   0.121944E-03   0.284443E-03   0.147553E+03   0.000000E+00   0.000000E+00   0.147553E+03  -0.295106E+03
   0.999075E+02   0.274524E-03   0.121944E-03   0.284443E-03   0.147553E+03   0.000000E+00   0.000000E+00   0.147553E+03  -0.295106E+03
   0.999075E+02   0.274524E-03   0.121944E-03   0.284443E-03   0.147553E+03   0.000000E+00   0.000000E+00   0.147553E+03  -0.295106E+03
   0.999075E+02   0.274524E-03   0.121944E-03   0.284443E-03   0.147553E+03   0.000000E+00   0.000000E+00   0.147553E+03  -0.295106E+03
   0.999075E+02   0.274524E-03   0.121944E-03   0.284443E-03   0.147553E+03   0.000000E+00   0.000000E+00   0.147553E+03  -0.295106E+03
   0.999075E+02   0.594766E-03   0.121944E-03   0.284443E-03   0.146777E+03   0.000000E+00   0.000000E+00   0.146777E+03  -0.293554E+03
   0.999075E+02   0.594766E-03   0.198480E-03   0.284443E-03   0.146771E+03   0.000000E+00   0.000000E+00   0.146771E+03  -0.293542E+03
   0.101058E+03   0.594766E-03   0.198480E-03   0.284443E-03   0.149197E+03   0.000000E+00   0.000000E+00   0.149197E+03  -0.298394E+03
   0.101058E+03   0.594766E-03   0.198480E-03   0.284443E-03   0.149197E+03   0.000000E+00   0.000000E+00   0.149197E+03  -0.298394E+03
   0.101058E+03   0.594766E-03   0.198480E-03   0.284443E-03   0.149197E+03   0.000000E+00   0.000000E+00   0.149197E+03  -0.298394E+03
   0.101058E+03   0.594766E-03   0.198480E-03   0.284443E-03   0.149197E+03   0.000000E+00   0.000000E+00   0.149197E+03  -0.298394E+03
   0.101058E+03   0.594766E-03   0.198480E-03   0.284443E-03   0.149197E+03   0.000000E+00   0.000000E+00   0.149197E+03  -0.298394E+03
   0.101058E+03   0.594766E-03   0.198480E-03   0.284443E-03   0.149197E+03   0.000000E+00   0.000000E+00   0.149197E+03  -0.298394E+03
   0.101058E+03   0.553957E-03   0.198480E-03   0.284443E-03   0.149333E+03   0.000000E+00   0.000000E+00   0.149333E+03  -0.298666E+03
   0.101058E+03   0.553957E-03   0.198480E-03   0.238471E-04   0.150262E+03   0.000000E+00   0.000000E+00   0.150262E+03  -0.300524E+03
   0.101058E+03   0.553957E-03   0.198480E-03   0.238471E-04   0.150262E+03   0.000000E+00   0.000000E+00   0.150262E+03  -0.300524E+03
   0.100803E+03   0.553957E-03   0.198480E-03   0.238471E-04   0.150112E+03   0.000000E+00   0.000000E+00   0.150112E+03  -0.300224E+03
   0.100803E+03   0.553957E-03   0.213328E-04   0.238471E-04   0.150359E+03   0.000000E+00   0.000000E+00   0.150359E+03  -0.300718E+03
   0.100803E+03   0.553957E-03   0.213328E-04   0.238471E-04   0.150359E+03   0.000000E+00   0.000000E+00   0.150359E+03  -0.300718E+03
   0.100803E+03   0.553957E-03   0.213328E-04   0.238471E-04   0.150359E+03   0.000000E+00   0.000000E+00   0.150359E+03  -0.300718E+03
   0.100803E+03   0.553957E-03   0.213328E-04   0.481563E-05   0.150367E+03   0.000000E+00   0.000000E+00   0.150367E+03  -0.300734E+03
   0.100803E+03   0.553957E-03   0.213328E-04   0.481563E-05   0.150367E+03   0.000000E+00   0.000000E+00   0.150367E+03  -0.300734E+03
   0.100803E+03   0.553957E-03   0.213328E-04   0.115913E-03   0.150185E+03   0.000000E+00   0.000000E+00   0.150185E+03  -0.300370E+03
   0.100803E+03   0.770404E-03   0.213328E-04   0.115913E-03   0.149420E+03   0.000000E+00   0.000000E+00   0.149420E+03  -0.298840E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.100803E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.149935E+03   0.000000E+00   0.000000E+00   0.149935E+03  -0.299870E+03
   0.101221E+03   0.628177E-03   0.213328E-04   0.115913E-03   0.150160E+03   0.000000E+00   0.000000E+00   0.150160E+03  -0.300320E+03
   0.101221E+03   0.507021E-04   0.213328E-04   0.115913E-03   0.151414E+03   0.000000E+00   0.000000E+00   0.151414E+03  -0.302828E+03
   0.101221E+03   0.507021E-04   0.213328E-04   0.115913E-03   0.151414E+03   0.000000E+00   0.000000E+00   0.151414E+03  -0.302828E+03
   0.101221E+03   0.507021E-04   0.213328E-04   0.115913E-03   0.151414E+03   0.000000E+00   0.000000E+00   0.151414E+03  -0.302828E+03
   0.101221E+03   0.507021E-04   0.213328E-04   0.115913E-03   0.151414E+03   0.000000E+00   0.000000E+00   0.151414E+03  -0.302828E+03
   0.101221E+03   0.507021E-04   0.213328E-04   0.115913E-03   0.151414E+03   0.000000E+00   0.000000E+00   0.151414E+03  -0.302828E+03
   0.101221E+03   0.507021E-04   0.213328E-04   0.115913E-03   0.151414E+03   0.000000E+00   0.000000E+00   0.151414E+03  -0.302828E+03
   0.101566E+03   0.259050E-03   0.213328E-04   0.115913E-03   0.150899E+03   0.000000E+00   0.000000E+00   0.150899E+03  -0.301798E+03
   0.101566E+03   0.259050E-03   0.213328E-04   0.115913E-03   0.150899E+03   0.000000E+00   0.000000E+00   0.150899E+03  -0.301798E+03
   0.101566E+03   0.567423E-03   0.213328E-04   0.115913E-03   0.150105E+03   0.000000E+00   0.000000E+00   0.150105E+03  -0.300210E+03
   0.101566E+03   0.141697E-03   0.213328E-04   0.115913E-03   0.151063E+03   0.000000E+00   0.000000E+00   0.151063E+03  -0.302126E+03
   0.101566E+03   0.141697E-03   0.213328E-04   0.115913E-03   0.151063E+03   0.000000E+00   0.000000E+00   0.151063E+03  -0.302126E+03
   0.101566E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150886E+03   0.000000E+00   0.000000E+00   0.150886E+03  -0.301772E+03
   0.101566E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150886E+03   0.000000E+00   0.000000E+00   0.150886E+03  -0.301772E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.213328E-04   0.115913E-03   0.150942E+03   0.000000E+00   0.000000E+00   0.150942E+03  -0.301884E+03
   0.100803E+03   0.266477E-03   0.247270E-03   0.115913E-03   0.150558E+03   0.000000E+00   0.000000E+00   0.150558E+03  -0.301116E+03
   0.100803E+03   0.266477E-03   0.247270E-03   0.115913E-03   0.150558E+03   0.000000E+00   0.000000E+00   0.150558E+03  -0.301116E+03
   0.100803E+03   0.266477E-03   0.247270E-03   0.115913E-03   0.150558E+03   0.000000E+00   0.000000E+00   0.150558E+03  -0.301116E+03
   0.100898E+03   0.266477E-03   0.247270E-03   0.115913E-03   0.150640E+03   0.000000E+00   0.000000E+00   0.150640E+03  -0.301280E+03
   0.100593E+03   0.266477E-03   0.247270E-03   0.115913E-03   0.150280E+03   0.000000E+00   0.000000E+00   0.150280E+03  -0.300560E+03
   0.100593E+03   0.266477E-03   0.247270E-03   0.375197E-03   0.148811E+03   0.000000E+00   0.000000E+00   0.148811E+03  -0.297622E+03
   0.100593E+03   0.266477E-03   0.247270E-03   0.285806E-03   0.149430E+03   0.000000E+00   0.000000E+00   0.149430E+03  -0.298860E+03
   0.101438E+03   0.266477E-03   0.247270E-03   0.285806E-03   0.149852E+03   0.000000E+00   0.000000E+00   0.149852E+03  -0.299704E+03
   0.101438E+03   0.266477E-03   0.247270E-03   0.285806E-03   0.149852E+03   0.000000E+00   0.000000E+00   0.149852E+03  -0.299704E+03
   0.101438E+03   0.266477E-03   0.247270E-03   0.285806E-03   0.149852E+03   0.000000E+00   0.000000E+00   0.149852E+03  -0.299704E+03
   0.101438E+03   0.266477E-03   0.118527E-03   0.285806E-03   0.150247E+03   0.000000E+00   0.000000E+00   0.150247E+03  -0.300494E+03
   0.101438E+03   0.266477E-03   0.118527E-03   0.320782E-04   0.151048E+03   0.000000E+00   0.000000E+00   0.151048E+03  -0.302096E+03
   0.101438E+03   0.266477E-03   0.118527E-03   0.320782E-04   0.151048E+03   0.000000E+00   0.000000E+00   0.151048E+03  -0.302096E+03
   0.101438E+03   0.266477E-03   0.118527E-03   0.320782E-04   0.151048E+03   0.000000E+00   0.000000E+00   0.151048E+03  -0.302096E+03
   0.101438E+03   0.266477E-03   0.118527E-03   0.320782E-04   0.151048E+03   0.000000E+00   0.000000E+00   0.151048E+03  -0.302096E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.266477E-03   0.288666E-03   0.320782E-04   0.150477E+03   0.000000E+00   0.000000E+00   0.150477E+03  -0.300954E+03
   0.101438E+03   0.626063E-03   0.288666E-03   0.320782E-04   0.149491E+03   0.000000E+00   0.000000E+00   0.149491E+03  -0.298982E+03
   0.101438E+03   0.626063E-03   0.288666E-03   0.320782E-04   0.149491E+03   0.000000E+00   0.000000E+00   0.149491E+03  -0.298982E+03
   0.101438E+03   0.626063E-03   0.288666E-03   0.320782E-04   0.149491E+03   0.000000E+00   0.000000E+00   0.149491E+03  -0.298982E+03
   0.101438E+03   0.626063E-03   0.288666E-03   0.320782E-04   0.149491E+03   0.000000E+00   0.000000E+00   0.149491E+03  -0.298982E+03
   0.101438E+03   0.626063E-03   0.288666E-03   0.320782E-04   0.149491E+03   0.000000E+00   0.000000E+00   0.149491E+03  -0.298982E+03
   0.100392E+03   0.407429E-03   0.288666E-03   0.320782E-04   0.149653E+03   0.000000E+00   0.000000E+00   0.149653E+03  -0.299306E+03
   0.100392E+03   0.407429E-03   0.288666E-03   0.320782E-04   0.149653E+03   0.000000E+00   0.000000E+00   0.149653E+03  -0.299306E+03
   0.100392E+03   0.407429E-03   0.288666E-03   0.320782E-04   0.149653E+03   0.000000E+00   0.000000E+00   0.149653E+03  -0.299306E+03
   0.100392E+03   0.407429E-03   0.288666E-03   0.320782E-04   0.149653E+03   0.000000E+00   0.000000E+00   0.149653E+03  -0.299306E+03
   0.101298E+03   0.407429E-03   0.288666E-03   0.391370E-03   0.148789E+03   0.000000E+00   0.000000E+00   0.148789E+03  -0.297578E+03
   0.101298E+03   0.407429E-03   0.288666E-03   0.391370E-03   0.148789E+03   0.000000E+00   0.000000E+00   0.148789E+03  -0.297578E+03
   0.101298E+03   0.407429E-03   0.288666E-03   0.119330E-03   0.150144E+03   0.000000E+00   0.000000E+00   0.150144E+03  -0.300288E+03
   0.101298E+03   0.407429E-03   0.288666E-03   0.119330E-03   0.150144E+03   0.000000E+00   0.000000E+00   0.150144E+03  -0.300288E+03
   0.101298E+03   0.407429E-03   0.288666E-03   0.119330E-03   0.150144E+03   0.000000E+00   0.000000E+00   0.150144E+03  -0.300288E+03
   0.101298E+03   0.407429E-03   0.288666E-03   0.119330E-03   0.150144E+03   0.000000E+00   0.000000E+00   0.150144E+03  -0.300288E+03
   0.101298E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150652E+03   0.000000E+00   0.000000E+00   0.150652E+03  -0.301304E+03
   0.101298E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150652E+03   0.000000E+00   0.000000E+00   0.150652E+03  -0.301304E+03
   0.101298E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150652E+03   0.000000E+00   0.000000E+00   0.150652E+03  -0.301304E+03
   0.101298E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150652E+03   0.000000E+00   0.000000E+00   0.150652E+03  -0.301304E+03
   0.100986E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150650E+03   0.000000E+00   0.000000E+00   0.150650E+03  -0.301300E+03
   0.100986E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150650E+03   0.000000E+00   0.000000E+00   0.150650E+03  -0.301300E+03
   0.100986E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.150650E+03   0.000000E+00   0.000000E+00   0.150650E+03  -0.301300E+03
   0.101831E+03   0.407429E-03   0.138589E-03   0.119330E-03   0.149923E+03   0.000000E+00   0.000000E+00   0.149923E+03  -0.299846E+03
   0.101831E+03   0.635621E-03   0.138589E-03   0.119330E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.101831E+03   0.635621E-03   0.138589E-03   0.119330E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.101831E+03   0.635621E-03   0.138589E-03   0.119330E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.101831E+03   0.635621E-03   0.138589E-03   0.119330E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.101831E+03   0.635621E-03   0.138589E-03   0.119330E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.101619E+03   0.635621E-03   0.138589E-03   0.119330E-03   0.149631E+03   0.000000E+00   0.000000E+00   0.149631E+03  -0.299262E+03
   0.101902E+03   0.589970E-03   0.138589E-03   0.119330E-03   0.149241E+03   0.000000E+00   0.000000E+00   0.149241E+03  -0.298482E+03
   0.101902E+03   0.589970E-03   0.138589E-03   0.119330E-03   0.149241E+03   0.000000E+00   0.000000E+00   0.149241E+03  -0.298482E+03
   0.101902E+03   0.589970E-03   0.138589E-03   0.119330E-03   0.149241E+03   0.000000E+00   0.000000E+00   0.149241E+03  -0.298482E+03
   0.100438E+03   0.185684E-03   0.138589E-03   0.119330E-03   0.150292E+03   0.000000E+00   0.000000E+00   0.150292E+03  -0.300584E+03
   0.100438E+03   0.260660E-03   0.138589E-03   0.119330E-03   0.150177E+03   0.000000E+00   0.000000E+00   0.150177E+03  -0.300354E+03
   0.100438E+03   0.260660E-03   0.138589E-03   0.243661E-03   0.149590E+03   0.000000E+00   0.000000E+00   0.149590E+03  -0.299180E+03
   0.100438E+03   0.260660E-03   0.138589E-03   0.243661E-03   0.149590E+03   0.000000E+00   0.000000E+00   0.149590E+03  -0.299180E+03
   0.100438E+03   0.127118E-04   0.433393E-03   0.243661E-03   0.149054E+03   0.000000E+00   0.000000E+00   0.149054E+03  -0.298108E+03
   0.100438E+03   0.222946E-03   0.433393E-03   0.243661E-03   0.148879E+03   0.000000E+00   0.000000E+00   0.148879E+03  -0.297758E+03
   0.100438E+03   0.222946E-03   0.433393E-03   0.243661E-03   0.148879E+03   0.000000E+00   0.000000E+00   0.148879E+03  -0.297758E+03
   0.100438E+03   0.564407E-03   0.433393E-03   0.243661E-03   0.148038E+03   0.000000E+00   0.000000E+00   0.148038E+03  -0.296076E+03
   0.100438E+03   0.564407E-03   0.433393E-03   0.243661E-03   0.148038E+03   0.000000E+00   0.000000E+00   0.148038E+03  -0.296076E+03
   0.100366E+03   0.564407E-03   0.433393E-03   0.243661E-03   0.147919E+03   0.000000E+00   0.000000E+00   0.147919E+03  -0.295838E+03
   0.100366E+03   0.367377E-03   0.378395E-03   0.243661E-03   0.148667E+03   0.000000E+00   0.000000E+00   0.148667E+03  -0.297334E+03
   0.100366E+03   0.367377E-03   0.378395E-03   0.243661E-03   0.148667E+03   0.000000E+00   0.000000E+00   0.148667E+03  -0.297334E+03
   0.100366E+03   0.674094E-03   0.357211E-03   0.243661E-03   0.147818E+03   0.000000E+00   0.000000E+00   0.147818E+03  -0.295636E+03
   0.100366E+03   0.674094E-03   0.357211E-03   0.243661E-03   0.147818E+03   0.000000E+00   0.000000E+00   0.147818E+03  -0.295636E+03
   0.100724E+03   0.674094E-03   0.357211E-03   0.243661E-03   0.148341E+03   0.000000E+00   0.000000E+00   0.148341E+03  -0.296682E+03
   0.100724E+03   0.674094E-03   0.357211E-03   0.243661E-03   0.148341E+03   0.000000E+00   0.000000E+00   0.148341E+03  -0.296682E+03
   0.100724E+03   0.130899E-02   0.357211E-03   0.243661E-03   0.145907E+03   0.000000E+00   0.000000E+00   0.145907E+03  -0.291814E+03
   0.100621E+03   0.115016E-02   0.357211E-03   0.243661E-03   0.146409E+03   0.000000E+00   0.000000E+00   0.146409E+03  -0.292818E+03
   0.100325E+03   0.110231E-02   0.357211E-03   0.243661E-03   0.146138E+03   0.000000E+00   0.000000E+00   0.146138E+03  -0.292276E+03
   0.100325E+03   0.110231E-02   0.357211E-03   0.470076E-03   0.144526E+03   0.000000E+00   0.000000E+00   0.144526E+03  -0.289052E+03
   0.100325E+03   0.110231E-02   0.357211E-03   0.345131E-03   0.145466E+03   0.000000E+00   0.000000E+00   0.145466E+03  -0.290932E+03
   0.100325E+03   0.110231E-02   0.357211E-03   0.345131E-03   0.145466E+03   0.000000E+00   0.000000E+00   0.145466E+03  -0.290932E+03
   0.101939E+03   0.110231E-02   0.357211E-03   0.268001E-03   0.146007E+03   0.000000E+00   0.000000E+00   0.146007E+03  -0.292014E+03
   0.101939E+03   0.110231E-02   0.357211E-03   0.268001E-03   0.146007E+03   0.000000E+00   0.000000E+00   0.146007E+03  -0.292014E+03
   0.101698E+03   0.527703E-03   0.357211E-03   0.250654E-03   0.148546E+03   0.000000E+00   0.000000E+00   0.148546E+03  -0.297092E+03
   0.101698E+03   0.109791E-03   0.357211E-03   0.360023E-03   0.148853E+03   0.000000E+00   0.000000E+00   0.148853E+03  -0.297706E+03
   0.101984E+03   0.410883E-03   0.357211E-03   0.360023E-03   0.147869E+03   0.000000E+00   0.000000E+00   0.147869E+03  -0.295738E+03
   0.101984E+03   0.410883E-03   0.357211E-03   0.360023E-03   0.147869E+03   0.000000E+00   0.000000E+00   0.147869E+03  -0.295738E+03
   0.102118E+03   0.251048E-03   0.357211E-03   0.360023E-03   0.147877E+03   0.000000E+00   0.000000E+00   0.147877E+03  -0.295754E+03
   0.102118E+03   0.251048E-03   0.357211E-03   0.360023E-03   0.147877E+03   0.000000E+00   0.000000E+00   0.147877E+03  -0.295754E+03
   0.102118E+03   0.251048E-03   0.357211E-03   0.360023E-03   0.147877E+03   0.000000E+00   0.000000E+00   0.147877E+03  -0.295754E+03
   0.102118E+03   0.956533E-04   0.357211E-03   0.360023E-03   0.148046E+03   0.000000E+00   0.000000E+00   0.148046E+03  -0.296092E+03
   0.102118E+03   0.956533E-04   0.357211E-03   0.132388E-03   0.148706E+03   0.000000E+00   0.000000E+00   0.148706E+03  -0.297412E+03
   0.100378E+03   0.956533E-04   0.365173E-03   0.132388E-03   0.149698E+03   0.000000E+00   0.000000E+00   0.149698E+03  -0.299396E+03
   0.101862E+03   0.956533E-04   0.365173E-03   0.132388E-03   0.149394E+03   0.000000E+00   0.000000E+00   0.149394E+03  -0.298788E+03
   0.101862E+03   0.956533E-04   0.365173E-03   0.132388E-03   0.149394E+03   0.000000E+00   0.000000E+00   0.149394E+03  -0.298788E+03
