MNT_SURFAC;ZLIDAR;X;Y
225.57000;225.652;877826.09;6547889.29
225.56000;225.652;877825.07;6547887.79
225.54000;225.652;877824.04;6547886.28
225.61000;225.654;877823.02;6547884.77
225.62000;225.654;877821.99;6547883.26
225.63000;225.654;877820.96;6547881.75
225.64000;225.654;877819.94;6547880.25
225.65000;225.654;877818.91;6547878.74
225.63000;225.625;877817.89;6547877.23
225.55000;225.625;877817.10;6547875.62
225.49000;225.625;877816.31;6547874.01
225.44000;225.628;877815.52;6547872.40
225.44000;225.628;877814.73;6547870.79
225.43000;225.639;877813.94;6547869.18
225.43000;225.639;877813.15;6547867.57
225.43000;225.577;877812.36;6547865.96
225.43000;225.577;877811.57;6547864.36
225.47000;225.623;877810.80;6547862.79
225.49000;225.623;877810.04;6547861.22
225.54000;225.623;877809.34;6547859.80
225.56000;225.578;877808.40;6547858.05
225.60000;225.578;877807.46;6547856.30
225.63000;225.590;877806.52;6547854.54
225.58000;225.590;877805.58;6547852.79
225.57000;225.635;877804.64;6547851.04
225.55000;225.607;877803.70;6547849.28
225.52000;225.607;877802.76;6547847.53
225.50000;225.610;877801.82;6547845.78
225.49000;225.618;877800.88;6547844.03
225.49000;225.596;877799.94;6547842.27
225.48000;225.640;877799.00;6547840.52
225.47000;225.640;877798.06;6547838.77
225.48000;225.591;877797.12;6547837.01
225.51000;225.633;877796.19;6547835.26
225.54000;225.624;877795.25;6547833.51
225.57000;225.629;877794.31;6547831.75
225.60000;225.623;877793.37;6547830.00
225.63000;225.615;877792.43;6547828.25
225.62000;225.609;877791.49;6547826.49
225.59000;225.605;877790.55;6547824.74
225.55000;225.624;877789.61;6547822.99
225.52000;225.615;877788.67;6547821.24
225.48000;225.629;877787.73;6547819.48
225.46000;225.611;877786.79;6547817.73
225.47000;225.613;877785.85;6547815.98
225.47000;225.613;877784.91;6547814.22
225.48000;225.609;877783.97;6547812.47
225.50000;225.603;877783.03;6547810.72
225.55000;225.603;877782.09;6547808.96
225.58000;225.618;877781.15;6547807.21
225.56000;225.546;877780.21;6547805.46
225.54000;225.627;877779.27;6547803.70
225.51000;225.600;877778.33;6547801.95
225.50000;225.557;877777.39;6547800.20
225.48000;225.597;877776.45;6547798.45
225.51000;225.606;877775.51;6547796.69
225.54000;225.606;877774.57;6547794.94
225.56000;225.641;877773.63;6547793.19
225.58000;225.578;877772.69;6547791.43
225.59000;225.589;877771.76;6547789.68
225.59000;225.629;877770.82;6547787.93
225.59000;225.619;877769.88;6547786.17
225.56000;225.619;877768.94;6547784.42
225.54000;225.589;877768.00;6547782.67
225.52000;225.592;877767.06;6547780.91
225.51000;225.590;877766.12;6547779.16
225.48000;225.598;877765.18;6547777.41
225.46000;225.618;877764.21;6547775.81
225.45000;225.618;877763.24;6547774.22
225.48000;225.632;877762.27;6547772.62
225.51000;225.596;877761.30;6547771.03
225.57000;225.596;877760.33;6547769.43
225.60000;225.619;877759.36;6547767.84
225.58000;225.614;877758.39;6547766.24
225.53000;225.634;877757.48;6547764.48
225.48000;225.634;877756.58;6547762.71
225.50000;225.625;877755.67;6547760.94
225.50000;225.610;877754.76;6547759.18
225.47000;225.625;877753.85;6547757.41
225.46000;225.636;877752.95;6547755.65
225.46000;225.636;877752.04;6547753.88
225.49000;225.651;877751.13;6547752.12
225.54000;225.612;877750.22;6547750.35
225.52000;225.623;877749.32;6547748.59
225.47000;225.623;877748.41;6547746.82
225.47000;225.609;877747.50;6547745.06
225.46000;225.625;877746.59;6547743.29
225.46000;225.668;877745.69;6547741.53
225.48000;225.660;877744.78;6547739.76
225.49000;225.658;877743.87;6547738.00
225.50000;225.604;877742.96;6547736.23
225.47000;225.660;877742.06;6547734.47
225.46000;225.609;877741.15;6547732.70
225.47000;225.675;877740.24;6547730.94
225.47000;225.677;877739.33;6547729.17
225.47000;225.594;877738.43;6547727.41
225.47000;225.594;877737.52;6547725.64
225.46000;225.678;877736.61;6547723.87
225.47000;225.607;877735.70;6547722.11
225.50000;225.617;877734.80;6547720.34
225.53000;225.622;877733.89;6547718.58
225.57000;225.612;877732.98;6547716.81
225.56000;225.616;877732.08;6547715.05
225.60000;225.616;877731.17;6547713.28
225.55000;225.620;877730.26;6547711.52
225.57000;225.633;877729.35;6547709.75
225.59000;225.602;877728.45;6547707.99
225.59000;225.602;877727.54;6547706.22
225.59000;225.600;877726.63;6547704.46
225.58000;225.600;877725.72;6547702.69
225.57000;225.636;877724.82;6547700.93
225.55000;225.636;877723.91;6547699.16
225.58000;225.636;877723.00;6547697.40
225.61000;225.642;877722.09;6547695.63
225.62000;225.642;877721.19;6547693.87
225.62000;225.713;877720.28;6547692.10
225.63000;225.629;877719.37;6547690.34
225.64000;225.629;877718.46;6547688.57
225.65000;225.686;877717.56;6547686.81
225.60000;225.686;877716.65;6547685.04
225.53000;225.605;877715.74;6547683.27
225.47000;225.605;877714.83;6547681.51
225.42000;225.652;877713.93;6547679.74
225.38000;225.621;877713.02;6547677.98
225.39000;225.621;877712.11;6547676.21
225.39000;225.618;877711.20;6547674.45
225.38000;225.618;877710.30;6547672.68
225.47000;225.629;877709.39;6547670.92
225.52000;225.629;877708.48;6547669.15
225.54000;225.631;877707.57;6547667.39
225.53000;225.620;877706.67;6547665.62
225.52000;225.614;877705.76;6547663.86
225.51000;225.606;877704.85;6547662.09
225.50000;225.606;877703.94;6547660.33
225.52000;225.625;877703.04;6547658.56
225.54000;225.593;877702.13;6547656.80
225.55000;225.574;877701.22;6547655.03
225.58000;225.581;877700.32;6547653.27
225.61000;225.626;877699.41;6547651.50
225.61000;225.626;877698.50;6547649.74
225.61000;225.613;877697.59;6547647.97
225.61000;225.613;877696.69;6547646.20
225.61000;225.618;877695.78;6547644.44
225.61000;225.618;877694.87;6547642.67
225.61000;225.677;877694.00;6547641.11
225.61000;225.633;877693.13;6547639.54
225.61000;225.634;877692.26;6547637.97
225.60000;225.634;877691.39;6547636.40
225.61000;225.657;877690.51;6547634.83
225.61000;225.588;877689.64;6547633.26
225.61000;225.615;877688.77;6547631.70
225.60000;225.615;877687.93;6547629.89
225.60000;225.644;877687.09;6547628.09
225.59000;225.644;877686.25;6547626.29
225.58000;225.627;877685.40;6547624.48
225.58000;225.627;877684.56;6547622.68
225.57000;225.602;877683.72;6547620.87
225.56000;225.575;877682.88;6547619.07
225.55000;225.575;877682.04;6547617.27
225.54000;225.606;877681.20;6547615.46
225.53000;225.606;877680.35;6547613.66
225.52000;225.555;877679.51;6547611.86
225.52000;225.549;877678.67;6547610.05
225.51000;225.556;877677.83;6547608.25
225.51000;225.564;877676.99;6547606.45
225.50000;225.564;877676.15;6547604.64
225.50000;225.543;877675.30;6547602.84
225.50000;225.533;877674.46;6547601.04
225.51000;225.558;877673.62;6547599.23
225.51000;225.531;877672.78;6547597.43
225.52000;225.558;877671.98;6547595.71
225.53000;225.558;877671.17;6547593.99
225.53000;225.520;877670.37;6547592.27
225.54000;225.523;877669.57;6547590.55
225.54000;225.553;877668.77;6547588.83
225.54000;225.525;877667.96;6547587.11
225.54000;225.516;877667.16;6547585.39
225.54000;225.499;877666.36;6547583.67
225.54000;225.548;877665.56;6547581.95
225.54000;225.527;877664.76;6547580.23
225.53000;225.554;877663.95;6547578.51
225.53000;225.543;877663.15;6547576.79
225.52000;225.543;877662.35;6547575.07
225.51000;225.543;877661.55;6547573.35
225.51000;225.530;877660.74;6547571.63
225.51000;225.530;877659.94;6547569.92
225.51000;225.530;877659.14;6547568.20
225.51000;225.593;877657.95;6547566.59
225.50000;225.593;877656.77;6547564.98
225.50000;225.539;877655.58;6547563.37
225.49000;225.539;877654.40;6547561.76
225.48000;225.551;877653.21;6547560.15
225.47000;225.551;877652.03;6547558.54
225.46000;225.532;877650.84;6547556.93
225.46000;225.532;877649.66;6547555.33
225.46000;225.546;877648.47;6547553.72
225.46000;225.546;877647.28;6547552.11
225.46000;225.546;877646.10;6547550.50
225.46000;225.583;877644.91;6547548.89
225.46000;225.560;877643.73;6547547.28
225.47000;225.553;877642.54;6547545.67
225.47000;225.561;877641.36;6547544.07
225.47000;225.561;877640.17;6547542.46
225.47000;225.560;877638.99;6547540.85
225.47000;225.560;877637.80;6547539.24
225.47000;225.587;877636.62;6547537.63
225.47000;225.587;877635.43;6547536.02
225.47000;225.514;877634.25;6547534.41
225.46000;225.514;877633.06;6547532.80
225.46000;225.553;877631.88;6547531.20
225.46000;225.576;877630.69;6547529.59
225.46000;225.576;877629.50;6547527.98
225.45000;225.576;877628.32;6547526.37
225.43000;225.543;877627.13;6547524.76
225.41000;225.543;877625.95;6547523.15
225.40000;225.526;877624.76;6547521.54
225.39000;225.526;877623.58;6547519.94
225.40000;225.526;877622.39;6547518.33
225.41000;225.563;877621.21;6547516.72
225.42000;225.563;877620.02;6547515.11
225.44000;225.524;877618.84;6547513.50
225.46000;225.545;877617.65;6547511.89
225.47000;225.525;877616.47;6547510.28
225.48000;225.512;877615.28;6547508.67
225.48000;225.544;877614.10;6547507.07
225.49000;225.544;877612.91;6547505.46
225.49000;225.536;877611.72;6547503.85
225.49000;225.536;877610.54;6547502.24
225.49000;225.536;877609.35;6547500.63
225.49000;225.536;877608.17;6547499.02
225.49000;225.536;877606.98;6547497.41
225.49000;225.531;877605.80;6547495.81
225.49000;225.531;877604.61;6547494.20
225.48000;225.531;877603.43;6547492.59
225.48000;225.531;877602.24;6547490.98
225.47000;225.538;877601.06;6547489.37
225.47000;225.538;877599.87;6547487.76
225.46000;225.538;877598.65;6547486.18
225.45000;225.538;877597.44;6547484.61
225.44000;225.538;877596.22;6547483.03
225.43000;225.479;877595.00;6547481.45
225.44000;225.479;877593.79;6547479.87
225.44000;225.555;877592.57;6547478.30
225.44000;225.555;877591.35;6547476.72
225.44000;225.555;877590.13;6547475.14
225.41000;225.555;877588.92;6547473.56
225.40000;225.555;877587.70;6547471.98
225.39000;225.555;877586.48;6547470.41
225.39000;225.555;877585.27;6547468.83
225.38000;225.536;877584.05;6547467.25
225.37000;225.536;877582.83;6547465.67
225.37000;0.000;877581.62;6547464.10
225.38000;0.000;877580.40;6547462.52
225.38000;0.000;877579.18;6547460.94
225.38000;225.529;877577.96;6547459.36
225.37000;225.529;877576.75;6547457.78
225.37000;225.529;877575.53;6547456.21
225.37000;225.529;877574.32;6547454.64
225.36000;225.529;877573.11;6547453.06
225.36000;0.000;877571.89;6547451.49
225.36000;225.529;877570.68;6547449.92
225.36000;225.529;877569.47;6547448.34
225.36000;225.529;877568.25;6547446.77
225.36000;225.529;877567.04;6547445.20
225.35000;225.529;877565.82;6547443.62
225.35000;225.529;877564.61;6547442.05
225.35000;225.529;877563.40;6547440.48
225.36000;225.529;877562.18;6547438.90
225.36000;225.529;877560.97;6547437.33
225.36000;225.503;877559.76;6547435.76
225.36000;225.503;877558.54;6547434.18
225.37000;225.503;877557.33;6547432.61
225.37000;225.503;877556.11;6547431.03
225.38000;225.503;877554.75;6547429.60
225.39000;225.503;877553.39;6547428.16
225.41000;225.503;877552.02;6547426.73
225.42000;225.422;877550.66;6547425.29
225.43000;225.422;877549.30;6547423.86
225.43000;225.422;877547.93;6547422.42
225.42000;225.422;877546.57;6547420.99
225.42000;225.479;877545.21;6547419.55
225.42000;225.479;877543.84;6547418.11
225.43000;225.479;877542.48;6547416.68
225.43000;225.479;877541.12;6547415.24
225.41000;225.479;877539.75;6547413.81
225.41000;225.479;877538.39;6547412.37
225.40000;0.000;877537.03;6547410.94
225.41000;0.000;877535.66;6547409.50
225.42000;0.000;877534.30;6547408.06
225.43000;0.000;877532.94;6547406.63
225.44000;0.000;877531.57;6547405.19
225.46000;0.000;877530.21;6547403.76
225.47000;0.000;877528.85;6547402.32
225.49000;0.000;877527.48;6547400.89
225.50000;0.000;877526.12;6547399.45
225.50000;0.000;877524.76;6547398.02
225.50000;0.000;877523.39;6547396.58
225.49000;0.000;877522.03;6547395.14
225.46000;0.000;877520.67;6547393.71
225.44000;0.000;877519.30;6547392.27
225.41000;0.000;877517.94;6547390.84
225.40000;0.000;877516.58;6547389.40
225.39000;225.481;877515.21;6547387.97
225.39000;225.481;877513.85;6547386.53
225.39000;225.481;877512.49;6547385.10
225.38000;225.481;877511.12;6547383.66
225.37000;225.481;877509.76;6547382.22
225.38000;225.490;877508.40;6547380.79
225.38000;225.490;877507.03;6547379.35
225.41000;225.490;877505.67;6547377.92
225.43000;225.490;877504.30;6547376.48
225.47000;225.490;877502.94;6547375.05
225.45000;225.487;877501.58;6547373.61
225.44000;225.487;877500.21;6547372.17
225.41000;225.487;877498.85;6547370.74
225.39000;225.450;877497.49;6547369.30
225.38000;225.450;877496.12;6547367.87
225.43000;225.503;877494.76;6547366.43
225.46000;225.472;877493.42;6547365.02
225.50000;225.504;877492.08;6547363.61
225.46000;225.478;877490.74;6547362.19
225.46000;225.478;877489.39;6547360.78
225.46000;225.478;877488.05;6547359.37
225.43000;225.453;877486.71;6547357.96
225.42000;225.453;877485.37;6547356.54
225.40000;225.490;877484.03;6547355.13
225.36000;225.490;877482.69;6547353.72
225.37000;225.490;877481.34;6547352.31
225.40000;225.490;877480.00;6547350.89
225.40000;225.513;877478.66;6547349.48
225.38000;225.513;877477.32;6547348.07
225.36000;225.513;877475.98;6547346.65
225.34000;225.544;877474.64;6547345.24
225.33000;225.514;877473.29;6547343.83
225.32000;225.514;877472.20;6547342.18
225.34000;225.415;877471.10;6547340.53
225.34000;225.415;877470.00;6547338.88
225.34000;225.486;877468.90;6547337.24
225.36000;225.486;877467.80;6547335.59
225.37000;225.465;877466.70;6547333.94
225.37000;225.497;877465.60;6547332.29
225.35000;225.486;877464.50;6547330.64
225.31000;225.510;877463.41;6547329.00
225.29000;225.510;877462.31;6547327.35
225.31000;225.477;877461.21;6547325.70
225.31000;225.465;877460.11;6547324.05
225.36000;225.442;877459.01;6547322.40
225.44000;225.464;877457.91;6547320.76
225.43000;225.464;877456.81;6547319.11
225.40000;225.441;877455.72;6547317.46
225.36000;225.441;877454.62;6547315.81
225.34000;225.429;877453.52;6547314.16
225.31000;225.429;877452.42;6547312.52
225.31000;225.429;877451.32;6547310.87
225.31000;225.451;877450.22;6547309.22
225.31000;225.451;877449.12;6547307.57
225.31000;225.451;877448.03;6547305.93
225.31000;225.451;877446.93;6547304.28
225.31000;225.482;877445.83;6547302.63
225.32000;225.421;877444.73;6547300.98
225.32000;225.421;877443.63;6547299.33
225.32000;225.421;877442.53;6547297.69
225.32000;225.433;877441.43;6547296.04
225.34000;225.433;877440.33;6547294.39
225.39000;225.433;877439.24;6547292.74
225.38000;225.462;877438.14;6547291.09
225.37000;225.462;877437.04;6547289.45
225.36000;225.421;877435.94;6547287.80
225.35000;225.421;877434.84;6547286.15
225.35000;225.401;877433.74;6547284.50
225.34000;225.401;877432.64;6547282.85
225.33000;225.371;877431.55;6547281.21
225.33000;225.427;877430.45;6547279.56
225.33000;225.433;877429.35;6547277.91
225.33000;225.377;877428.25;6547276.26
225.33000;225.377;877427.15;6547274.61
225.29000;225.377;877426.05;6547272.97
225.25000;225.335;877424.95;6547271.32
225.24000;225.335;877423.86;6547269.67
225.25000;225.335;877422.76;6547268.02
225.28000;225.401;877421.73;6547266.48
225.27000;225.401;877420.70;6547264.94
225.26000;225.327;877419.67;6547263.40
225.25000;225.327;877418.59;6547261.77
225.25000;225.325;877417.50;6547260.14
225.25000;225.325;877416.42;6547258.51
225.24000;225.298;877415.33;6547256.89
225.23000;225.298;877414.25;6547255.26
225.22000;225.311;877413.16;6547253.63
225.21000;225.278;877412.07;6547252.00
225.19000;225.312;877410.99;6547250.37
225.19000;225.312;877409.90;6547248.74
225.17000;225.235;877408.82;6547247.11
225.17000;225.339;877407.73;6547245.49
225.17000;225.339;877406.65;6547243.86
225.16000;225.339;877405.56;6547242.23
225.16000;225.263;877404.38;6547240.89
225.16000;225.263;877403.21;6547239.55
225.15000;225.296;877402.03;6547238.21
225.16000;225.279;877400.86;6547236.87
225.15000;225.243;877399.68;6547235.53
225.15000;225.243;877398.51;6547234.19
225.16000;225.275;877397.33;6547232.85
225.16000;225.257;877396.02;6547231.37
225.17000;225.258;877394.72;6547229.88
225.17000;225.258;877393.41;6547228.39
225.18000;225.262;877392.10;6547226.90
225.18000;225.243;877390.79;6547225.41
225.19000;225.274;877389.49;6547223.92
225.18000;225.274;877388.18;6547222.43
225.17000;225.280;877386.87;6547220.95
225.17000;225.313;877385.57;6547219.46
225.17000;225.323;877384.26;6547217.97
225.16000;225.249;877382.95;6547216.48
225.15000;225.253;877381.64;6547214.99
225.15000;225.255;877380.34;6547213.50
225.14000;225.267;877379.03;6547212.01
225.13000;225.329;877377.72;6547210.52
225.13000;225.262;877376.42;6547209.04
225.12000;225.262;877375.11;6547207.55
225.12000;225.223;877373.80;6547206.06
225.11000;225.216;877372.49;6547204.57
225.11000;225.253;877371.19;6547203.08
225.10000;225.251;877369.88;6547201.59
225.10000;225.320;877368.57;6547200.10
225.11000;225.227;877367.27;6547198.62
225.11000;225.227;877365.96;6547197.13
225.11000;225.272;877364.65;6547195.64
225.10000;225.215;877363.35;6547194.15
225.09000;225.256;877362.04;6547192.66
225.08000;225.252;877360.73;6547191.17
225.06000;225.240;877359.42;6547189.68
225.06000;225.224;877358.12;6547188.20
225.04000;225.271;877356.81;6547186.71
225.03000;225.201;877355.50;6547185.22
225.02000;225.188;877354.20;6547183.73
225.01000;225.224;877352.89;6547182.24
225.00000;225.224;877351.58;6547180.75
225.00000;225.212;877350.27;6547179.26
224.98000;225.175;877348.97;6547177.77
224.97000;225.196;877347.66;6547176.29
224.96000;225.221;877346.35;6547174.80
224.96000;225.167;877345.05;6547173.31
224.95000;225.153;877343.74;6547171.82
224.95000;225.129;877342.43;6547170.33
224.94000;225.156;877341.12;6547168.84
224.93000;225.107;877339.82;6547167.35
224.92000;225.108;877338.51;6547165.87
224.92000;225.108;877337.20;6547164.38
224.94000;225.094;877335.90;6547162.89
224.96000;225.092;877334.59;6547161.40
224.97000;225.090;877333.28;6547159.91
224.97000;225.081;877331.97;6547158.42
224.97000;225.097;877330.67;6547156.93
224.97000;225.086;877329.36;6547155.44
224.97000;225.086;877328.11;6547154.03
224.97000;225.123;877326.86;6547152.62
224.97000;225.110;877325.61;6547151.21
225.00000;225.110;877324.36;6547149.80
225.01000;225.111;877323.11;6547148.39
225.00000;225.079;877321.86;6547146.98
225.00000;225.075;877320.61;6547145.57
225.00000;225.075;877319.36;6547144.16
225.00000;225.091;877318.11;6547142.75
224.99000;225.091;877316.86;6547141.34
224.99000;225.088;877315.57;6547139.87
224.99000;225.113;877314.27;6547138.41
224.98000;225.113;877312.98;6547136.95
224.99000;225.132;877311.68;6547135.48
224.99000;225.074;877310.39;6547134.02
225.00000;225.053;877309.09;6547132.56
225.00000;225.085;877307.79;6547131.10
225.00000;225.085;877306.50;6547129.63
225.00000;225.135;877305.20;6547128.17
225.01000;225.135;877303.91;6547126.71
225.02000;225.092;877302.61;6547125.24
225.01000;225.053;877301.32;6547123.78
225.01000;225.044;877300.02;6547122.32
225.00000;225.108;877298.73;6547120.86
225.00000;225.054;877297.43;6547119.39
225.00000;225.116;877296.13;6547117.93
225.01000;225.103;877294.84;6547116.47
225.01000;225.126;877293.54;6547115.01
225.01000;225.126;877292.25;6547113.54
225.02000;225.063;877290.95;6547112.08
225.02000;225.063;877289.66;6547110.62
225.02000;225.091;877288.36;6547109.15
225.02000;225.117;877287.06;6547107.69
225.01000;225.099;877285.77;6547106.23
225.01000;225.077;877284.47;6547104.77
225.01000;225.090;877283.18;6547103.30
225.01000;225.114;877281.88;6547101.84
225.01000;225.111;877280.59;6547100.38
225.01000;225.111;877279.29;6547098.91
225.01000;225.088;877278.00;6547097.45
225.01000;225.071;877276.70;6547095.99
225.01000;225.092;877275.40;6547094.53
225.02000;225.076;877274.11;6547093.06
225.02000;225.126;877272.81;6547091.60
225.02000;225.085;877271.52;6547090.14
225.02000;225.085;877270.22;6547088.68
225.02000;225.093;877268.93;6547087.21
225.02000;225.059;877267.63;6547085.75
225.02000;225.117;877266.33;6547084.29
225.03000;225.103;877265.04;6547082.82
225.03000;225.104;877263.74;6547081.36
225.03000;225.104;877262.41;6547079.87
225.03000;225.106;877261.08;6547078.39
225.03000;225.083;877259.75;6547076.90
225.03000;225.123;877258.42;6547075.41
225.03000;225.114;877257.09;6547073.92
225.02000;225.066;877255.76;6547072.43
225.02000;225.066;877254.43;6547070.95
225.02000;225.023;877253.09;6547069.46
225.02000;225.048;877251.76;6547067.97
225.02000;225.062;877250.43;6547066.48
225.02000;225.086;877249.10;6547065.00
225.02000;225.086;877247.77;6547063.51
225.02000;225.047;877246.44;6547062.02
225.02000;225.047;877245.11;6547060.53
225.01000;225.096;877243.78;6547059.04
225.03000;225.037;877242.44;6547057.56
225.03000;225.060;877241.11;6547056.07
225.03000;225.098;877239.78;6547054.58
225.03000;225.098;877238.45;6547053.09
225.02000;225.098;877237.12;6547051.61
225.01000;225.010;877235.79;6547050.12
225.00000;225.095;877234.46;6547048.63
225.00000;225.095;877233.13;6547047.14
225.00000;225.102;877231.80;6547045.65
225.00000;225.078;877230.46;6547044.17
225.00000;225.057;877229.13;6547042.68
224.99000;225.110;877227.80;6547041.19
224.99000;225.056;877226.47;6547039.70
224.99000;225.107;877225.14;6547038.21
224.99000;225.107;877223.81;6547036.73
224.99000;225.063;877222.48;6547035.24
224.99000;225.119;877221.15;6547033.75
224.99000;225.065;877219.81;6547032.26
224.99000;225.025;877218.48;6547030.78
225.00000;225.113;877217.15;6547029.29
225.00000;225.066;877215.82;6547027.80
225.01000;225.071;877214.49;6547026.31
225.01000;225.071;877213.16;6547024.82
225.01000;225.099;877211.83;6547023.34
225.00000;225.099;877210.50;6547021.85
225.00000;225.073;877209.17;6547020.36
225.01000;225.101;877207.83;6547018.87
225.01000;225.104;877206.50;6547017.39
225.00000;225.045;877205.17;6547015.90
225.01000;225.116;877203.84;6547014.41
225.01000;225.105;877202.54;6547012.96
225.01000;225.063;877201.24;6547011.51
225.00000;225.055;877199.94;6547010.06
225.00000;225.102;877198.65;6547008.60
225.00000;225.078;877197.35;6547007.15
225.00000;225.047;877196.05;6547005.70
224.99000;225.047;877194.75;6547004.25
225.00000;225.056;877193.45;6547002.80
225.00000;225.056;877192.15;6547001.35
224.99000;225.106;877190.85;6546999.90
224.99000;225.106;877189.56;6546998.45
224.99000;225.099;877188.26;6546996.99
224.99000;225.049;877186.96;6546995.54
224.99000;225.060;877185.66;6546994.09
225.00000;225.045;877184.36;6546992.64
225.00000;225.045;877183.06;6546991.19
225.00000;225.055;877181.76;6546989.74
225.01000;225.055;877180.47;6546988.29
225.02000;225.112;877179.17;6546986.83
225.02000;225.100;877177.87;6546985.38
225.04000;225.110;877176.57;6546983.93
225.04000;225.034;877175.27;6546982.48
225.04000;225.092;877173.97;6546981.03
225.03000;225.092;877172.67;6546979.58
225.03000;225.104;877171.38;6546978.13
225.02000;225.079;877170.08;6546976.68
225.02000;225.082;877168.78;6546975.22
225.02000;225.049;877167.48;6546973.77
225.02000;225.049;877166.18;6546972.32
225.01000;225.087;877164.88;6546970.87
225.00000;225.061;877163.58;6546969.42
225.00000;225.050;877162.29;6546967.97
225.00000;225.082;877160.99;6546966.52
225.00000;225.109;877159.69;6546965.07
225.01000;225.098;877158.39;6546963.61
225.01000;225.073;877157.09;6546962.16
225.00000;225.080;877155.79;6546960.71
225.00000;225.096;877154.64;6546959.32
225.00000;225.097;877153.48;6546957.93
225.00000;225.106;877152.33;6546956.54
225.00000;225.074;877151.17;6546955.14
225.00000;225.043;877150.02;6546953.75
225.00000;225.043;877148.87;6546952.36
225.00000;225.096;877147.60;6546950.84
225.00000;225.100;877146.34;6546949.32
224.99000;225.101;877145.08;6546947.80
224.97000;225.101;877143.82;6546946.29
224.96000;225.115;877142.56;6546944.77
224.97000;225.115;877141.30;6546943.25
224.98000;225.087;877140.04;6546941.73
224.99000;225.090;877138.78;6546940.21
225.00000;225.050;877137.52;6546938.69
225.00000;225.148;877136.26;6546937.17
225.00000;225.148;877135.00;6546935.65
225.00000;225.114;877133.74;6546934.13
225.00000;225.114;877132.48;6546932.62
225.00000;225.116;877131.22;6546931.10
225.00000;225.119;877129.96;6546929.58
225.00000;225.119;877128.70;6546928.06
225.00000;225.125;877127.44;6546926.54
225.00000;225.144;877126.18;6546925.02
225.01000;225.144;877124.92;6546923.50
225.02000;225.144;877123.66;6546921.98
225.01000;225.112;877122.40;6546920.46
225.00000;225.125;877121.14;6546918.95
224.99000;225.125;877119.88;6546917.43
224.98000;225.111;877118.62;6546915.91
224.97000;225.111;877117.36;6546914.39
224.96000;225.107;877116.10;6546912.87
224.97000;225.107;877114.84;6546911.35
224.95000;225.076;877113.57;6546909.83
224.95000;225.076;877112.31;6546908.31
224.94000;225.148;877111.05;6546906.79
224.95000;225.125;877109.79;6546905.28
224.94000;225.125;877108.53;6546903.76
224.95000;225.152;877107.27;6546902.24
224.95000;225.146;877106.01;6546900.72
224.97000;225.147;877104.75;6546899.20
224.97000;225.147;877103.49;6546897.68
224.98000;225.155;877102.23;6546896.16
224.97000;225.155;877100.97;6546894.64
224.96000;225.155;877099.71;6546893.12
224.97000;225.024;877098.45;6546891.61
224.99000;225.024;877097.19;6546890.09
225.02000;225.024;877095.93;6546888.57
225.03000;225.024;877094.67;6546887.05
225.04000;225.131;877093.41;6546885.53
225.04000;225.131;877092.15;6546884.01
225.04000;225.131;877090.89;6546882.49
225.05000;225.131;877089.63;6546880.97
225.05000;225.075;877088.37;6546879.45
224.99000;225.075;877087.11;6546877.94
224.96000;225.075;877085.85;6546876.42
224.93000;225.156;877084.59;6546874.90
224.99000;225.156;877083.33;6546873.38
225.05000;225.156;877082.07;6546871.86
225.09000;225.156;877080.81;6546870.34
225.08000;225.156;877079.55;6546868.82
225.07000;225.156;877078.28;6546867.30
225.06000;225.008;877077.02;6546865.78
225.06000;225.008;877075.76;6546864.27
225.05000;225.008;877074.50;6546862.75
225.05000;225.008;877073.24;6546861.23
225.05000;0.000;877071.80;6546859.96
225.04000;0.000;877070.37;6546858.70
225.03000;225.081;877068.93;6546857.43
225.02000;225.081;877067.49;6546856.17
225.02000;225.081;877066.05;6546854.91
225.03000;225.081;877064.61;6546853.64
225.04000;225.081;877063.17;6546852.38
225.06000;225.081;877061.73;6546851.11
225.07000;224.999;877060.29;6546849.85
225.07000;224.999;877058.86;6546848.58
225.06000;224.999;877057.42;6546847.32
225.06000;224.999;877055.98;6546846.05
225.04000;224.999;877054.54;6546844.79
225.03000;224.999;877053.10;6546843.53
225.03000;224.999;877051.66;6546842.26
225.04000;0.000;877050.20;6546840.98
225.06000;0.000;877048.74;6546839.69
225.08000;0.000;877047.27;6546838.41
225.07000;225.046;877045.81;6546837.12
225.06000;225.046;877044.35;6546835.83
225.06000;225.046;877042.89;6546834.55
225.06000;225.026;877041.42;6546833.26
225.06000;225.026;877039.96;6546831.98
225.06000;225.026;877038.50;6546830.69
225.06000;225.026;877037.03;6546829.41
225.06000;225.013;877035.57;6546828.12
225.07000;225.013;877034.11;6546826.84
225.06000;225.013;877032.65;6546825.55
225.06000;225.013;877031.18;6546824.27
225.06000;225.013;877029.72;6546822.98
225.06000;225.034;877028.26;6546821.70
225.06000;225.034;877026.80;6546820.41
225.06000;225.034;877025.33;6546819.12
225.07000;225.034;877023.87;6546817.84
225.07000;225.016;877022.41;6546816.55
225.08000;225.016;877020.95;6546815.27
225.07000;225.016;877019.48;6546813.98
225.05000;225.016;877018.02;6546812.70
225.03000;225.016;877016.56;6546811.41
225.02000;225.016;877015.09;6546810.13
225.02000;225.026;877013.63;6546808.84
225.02000;225.026;877012.17;6546807.56
225.02000;225.026;877010.71;6546806.27
225.02000;225.026;877009.24;6546804.99
