MNT_SURFAC;ZLIDAR;X;Y
243.07000;243.116;884133.19;6555047.81
243.07000;243.143;884133.34;6555045.83
243.06000;243.123;884133.49;6555043.84
243.05000;243.136;884133.64;6555041.85
243.04000;243.120;884133.79;6555039.86
243.07000;243.108;884133.94;6555037.87
243.08000;243.138;884134.09;6555035.88
243.07000;243.144;884134.24;6555033.89
243.06000;243.084;884134.38;6555031.90
243.06000;243.129;884134.53;6555029.92
243.07000;243.193;884134.68;6555027.93
243.07000;243.121;884134.83;6555025.94
243.07000;243.121;884134.98;6555023.95
243.06000;243.138;884135.13;6555021.96
243.05000;243.164;884134.98;6555019.98
243.05000;243.109;884134.83;6555018.00
243.05000;243.130;884134.68;6555016.01
243.04000;243.115;884134.52;6555014.03
243.04000;243.141;884134.37;6555012.05
243.03000;243.137;884134.22;6555010.07
243.03000;243.130;884134.07;6555008.09
243.02000;243.130;884133.92;6555006.11
243.03000;243.113;884133.77;6555004.12
243.05000;243.113;884133.62;6555002.14
243.05000;243.146;884133.47;6555000.16
243.04000;243.146;884133.32;6554998.18
243.03000;243.146;884133.17;6554996.20
243.02000;243.133;884133.02;6554994.22
243.03000;243.101;884132.87;6554992.23
243.03000;243.101;884132.72;6554990.25
243.05000;243.132;884132.56;6554988.27
243.07000;243.136;884132.41;6554986.29
243.06000;243.103;884132.26;6554984.31
243.07000;243.073;884132.11;6554982.33
243.08000;243.073;884131.96;6554980.34
243.05000;243.124;884131.81;6554978.36
243.05000;243.124;884131.66;6554976.38
243.06000;243.180;884131.51;6554974.40
243.07000;243.180;884131.36;6554972.42
243.06000;243.094;884131.21;6554970.44
243.05000;243.094;884131.06;6554968.45
243.05000;243.144;884130.91;6554966.47
243.04000;243.146;884130.76;6554964.49
243.04000;243.146;884130.60;6554962.51
243.05000;243.097;884130.45;6554960.53
243.05000;243.097;884130.30;6554958.55
243.06000;243.148;884130.15;6554956.56
243.05000;243.148;884130.00;6554954.58
243.04000;243.196;884129.85;6554952.60
243.04000;243.196;884129.70;6554950.62
243.03000;243.029;884129.55;6554948.64
243.03000;243.029;884129.40;6554946.66
243.02000;243.029;884129.25;6554944.67
243.03000;243.029;884129.10;6554942.69
243.03000;243.087;884128.95;6554940.71
243.03000;243.136;884128.79;6554938.73
243.03000;243.136;884128.64;6554936.75
243.03000;243.136;884128.49;6554934.77
243.04000;243.100;884128.34;6554932.78
243.05000;243.100;884128.19;6554930.80
243.04000;243.150;884128.04;6554928.82
243.04000;243.150;884127.89;6554926.84
243.05000;243.198;884127.74;6554924.86
243.05000;243.113;884127.59;6554922.88
243.05000;243.145;884127.44;6554920.89
243.04000;243.083;884127.29;6554918.91
243.04000;243.083;884127.14;6554916.93
243.04000;243.175;884126.99;6554914.95
243.05000;243.124;884126.83;6554912.97
243.07000;243.089;884126.68;6554910.98
243.07000;243.070;884126.53;6554909.00
243.08000;243.164;884126.38;6554907.02
243.09000;243.131;884126.23;6554905.04
243.09000;243.131;884126.08;6554903.06
243.09000;243.128;884125.93;6554901.08
243.09000;243.094;884125.78;6554899.09
243.09000;243.120;884125.63;6554897.11
243.09000;243.120;884125.48;6554895.13
243.09000;243.154;884125.33;6554893.15
243.09000;243.154;884125.18;6554891.17
243.10000;243.154;884125.03;6554889.19
243.10000;243.097;884124.87;6554887.20
243.09000;243.125;884124.72;6554885.22
243.09000;243.125;884124.57;6554883.24
243.09000;243.126;884124.42;6554881.26
243.10000;243.142;884124.27;6554879.28
243.10000;243.144;884124.12;6554877.30
243.09000;243.130;884123.97;6554875.31
243.10000;243.153;884123.82;6554873.33
243.10000;243.153;884123.67;6554871.35
243.10000;243.114;884123.52;6554869.37
243.10000;243.081;884123.37;6554867.39
243.10000;243.146;884123.22;6554865.41
243.10000;243.163;884123.07;6554863.42
243.10000;243.163;884122.91;6554861.44
243.10000;243.147;884122.76;6554859.46
243.10000;243.131;884122.61;6554857.48
243.09000;243.075;884122.46;6554855.50
243.09000;243.133;884122.31;6554853.52
243.09000;243.103;884122.16;6554851.53
243.09000;243.119;884122.01;6554849.55
243.09000;243.126;884121.86;6554847.57
243.09000;243.101;884121.71;6554845.59
243.10000;243.106;884121.56;6554843.61
243.10000;243.074;884121.41;6554841.63
243.11000;243.116;884121.26;6554839.64
243.10000;243.116;884121.11;6554837.66
243.10000;243.143;884120.95;6554835.68
243.09000;243.114;884120.80;6554833.70
243.09000;243.118;884120.65;6554831.72
243.10000;243.114;884120.50;6554829.74
243.09000;243.071;884120.35;6554827.75
243.09000;243.110;884120.20;6554825.77
243.09000;243.107;884120.05;6554823.79
243.09000;243.119;884119.90;6554821.81
243.10000;243.119;884119.75;6554819.83
243.09000;243.137;884119.60;6554817.85
243.08000;243.095;884119.45;6554815.86
243.10000;243.111;884119.30;6554813.88
243.10000;243.133;884119.14;6554811.90
243.09000;243.126;884118.99;6554809.92
243.09000;243.106;884118.49;6554807.99
243.08000;243.067;884117.98;6554806.07
243.09000;243.109;884117.47;6554804.15
243.09000;243.089;884116.96;6554802.22
243.09000;243.094;884116.46;6554800.30
243.09000;243.147;884115.95;6554798.37
243.09000;243.117;884115.44;6554796.45
243.08000;243.094;884114.93;6554794.52
243.08000;243.132;884114.43;6554792.60
243.08000;243.156;884113.92;6554790.68
243.07000;243.110;884113.41;6554788.75
243.07000;243.120;884112.90;6554786.83
243.07000;243.135;884112.40;6554784.90
243.07000;243.096;884111.89;6554782.98
243.08000;243.096;884111.38;6554781.06
243.08000;243.096;884110.87;6554779.13
243.08000;243.125;884110.37;6554777.21
243.07000;243.125;884109.86;6554775.28
243.07000;243.092;884109.35;6554773.36
243.08000;243.093;884108.84;6554771.43
243.08000;243.162;884108.34;6554769.51
243.08000;243.133;884107.83;6554767.59
243.09000;243.133;884107.32;6554765.66
243.09000;243.133;884106.81;6554763.74
243.09000;243.111;884106.31;6554761.81
243.09000;243.169;884105.80;6554759.89
243.08000;243.169;884105.29;6554757.97
243.08000;243.093;884104.78;6554756.04
243.08000;243.077;884104.28;6554754.12
243.07000;243.136;884103.77;6554752.19
243.07000;243.116;884103.26;6554750.27
243.06000;243.116;884102.75;6554748.34
243.08000;243.116;884102.25;6554746.42
243.08000;243.089;884101.74;6554744.50
243.08000;243.067;884101.23;6554742.57
243.07000;243.067;884100.72;6554740.65
243.07000;243.089;884100.22;6554738.72
243.07000;243.097;884099.71;6554736.80
243.07000;243.097;884099.20;6554734.88
243.08000;243.129;884098.70;6554732.95
243.08000;243.129;884098.19;6554731.03
243.09000;243.129;884097.68;6554729.10
243.09000;243.129;884097.17;6554727.18
243.10000;243.130;884096.67;6554725.25
243.10000;243.129;884096.16;6554723.33
243.10000;243.083;884095.65;6554721.41
243.09000;243.083;884095.14;6554719.48
243.09000;243.134;884094.64;6554717.56
243.09000;243.134;884094.13;6554715.63
243.10000;243.134;884093.62;6554713.71
243.09000;243.134;884093.11;6554711.78
243.09000;243.140;884092.61;6554709.86
243.09000;243.150;884092.10;6554707.94
243.10000;243.150;884091.59;6554706.01
243.10000;243.110;884091.08;6554704.09
243.10000;243.097;884090.58;6554702.16
243.10000;243.097;884090.07;6554700.24
243.11000;243.142;884089.56;6554698.32
243.10000;243.118;884089.05;6554696.39
243.08000;243.118;884088.55;6554694.47
243.06000;243.136;884088.04;6554692.54
243.06000;243.162;884087.53;6554690.62
243.07000;243.132;884087.02;6554688.69
243.07000;243.160;884086.52;6554686.77
243.08000;243.131;884086.01;6554684.85
243.08000;243.131;884085.50;6554682.92
243.09000;243.164;884084.99;6554681.00
243.09000;243.164;884084.49;6554679.07
243.08000;243.267;884083.98;6554677.15
243.07000;243.146;884083.47;6554675.23
243.07000;243.165;884082.96;6554673.30
243.07000;243.134;884082.46;6554671.38
243.10000;243.129;884081.95;6554669.45
243.09000;243.144;884081.44;6554667.53
243.06000;243.144;884080.93;6554665.60
243.05000;243.120;884080.43;6554663.68
243.07000;243.165;884079.92;6554661.76
243.08000;243.165;884079.41;6554659.83
243.09000;243.165;884078.90;6554657.91
243.07000;243.204;884078.40;6554655.98
243.07000;243.163;884077.89;6554654.06
243.05000;243.163;884077.38;6554652.14
243.03000;243.142;884076.87;6554650.21
243.06000;243.124;884076.37;6554648.29
243.07000;243.178;884075.86;6554646.36
243.08000;243.170;884075.35;6554644.44
243.08000;243.170;884074.84;6554642.51
243.08000;243.153;884074.34;6554640.59
243.06000;243.200;884073.83;6554638.67
243.08000;243.141;884073.32;6554636.74
243.09000;243.152;884072.81;6554634.82
243.09000;243.152;884072.31;6554632.89
243.08000;243.152;884071.80;6554630.97
243.08000;243.132;884071.29;6554629.04
243.08000;243.132;884070.78;6554627.12
243.07000;243.227;884070.28;6554625.20
243.06000;243.175;884069.77;6554623.27
243.07000;243.175;884069.26;6554621.35
243.08000;243.341;884068.75;6554619.42
243.09000;243.139;884068.25;6554617.50
243.07000;243.139;884067.74;6554615.58
243.08000;243.175;884067.23;6554613.65
243.08000;243.175;884066.72;6554611.73
243.08000;243.175;884066.22;6554609.80
243.08000;243.159;884065.71;6554607.88
243.08000;243.159;884065.20;6554605.95
243.08000;243.159;884064.69;6554604.03
243.07000;243.206;884064.19;6554602.11
243.07000;243.319;884063.68;6554600.18
243.07000;243.319;884062.72;6554598.44
243.08000;243.319;884061.75;6554596.69
243.08000;243.253;884060.79;6554594.95
243.08000;243.218;884059.83;6554593.20
243.07000;243.218;884058.87;6554591.46
243.07000;243.184;884057.91;6554589.71
243.06000;243.209;884056.94;6554587.96
243.06000;243.209;884055.98;6554586.22
243.07000;243.230;884055.02;6554584.47
243.07000;243.230;884054.06;6554582.73
243.08000;243.230;884053.09;6554580.98
243.09000;243.219;884052.13;6554579.24
243.09000;243.219;884051.17;6554577.49
243.08000;243.211;884050.21;6554575.75
243.09000;243.211;884049.25;6554574.00
243.09000;243.211;884048.28;6554572.26
243.06000;243.179;884047.32;6554570.51
243.04000;243.212;884046.36;6554568.77
243.05000;243.235;884045.40;6554567.02
243.07000;243.235;884044.44;6554565.27
243.09000;243.233;884043.47;6554563.53
243.08000;243.176;884042.51;6554561.78
243.08000;243.236;884041.55;6554560.04
243.08000;243.317;884040.59;6554558.29
243.07000;243.283;884039.62;6554556.55
243.07000;243.235;884038.66;6554554.80
243.07000;243.225;884037.70;6554553.06
243.07000;243.209;884036.74;6554551.31
243.06000;243.227;884035.78;6554549.57
243.07000;243.207;884034.81;6554547.82
243.06000;243.217;884033.85;6554546.08
243.03000;243.217;884032.89;6554544.33
243.02000;243.217;884031.93;6554542.58
243.03000;243.204;884030.96;6554540.84
243.04000;243.229;884030.00;6554539.09
243.03000;243.215;884029.04;6554537.35
243.04000;243.215;884028.08;6554535.60
243.04000;243.193;884027.12;6554533.86
243.05000;243.239;884026.15;6554532.11
243.06000;243.198;884025.19;6554530.37
243.08000;243.214;884024.23;6554528.62
243.09000;243.202;884023.27;6554526.88
243.09000;243.216;884022.30;6554525.13
243.08000;243.234;884021.34;6554523.39
243.08000;243.200;884020.38;6554521.64
243.08000;243.223;884019.42;6554519.89
243.08000;243.223;884018.46;6554518.15
243.08000;243.217;884017.49;6554516.40
243.07000;243.214;884016.53;6554514.66
243.05000;243.214;884015.57;6554512.91
243.05000;243.156;884014.61;6554511.17
243.04000;243.194;884013.64;6554509.42
243.03000;243.234;884012.68;6554507.68
243.06000;243.234;884011.72;6554505.93
243.09000;243.168;884010.76;6554504.19
243.09000;243.168;884009.80;6554502.44
243.08000;243.214;884008.83;6554500.70
243.07000;243.183;884007.87;6554498.95
243.06000;243.183;884006.91;6554497.20
243.06000;243.164;884005.95;6554495.46
243.08000;243.175;884004.99;6554493.71
243.10000;243.175;884004.02;6554491.97
243.10000;243.180;884003.06;6554490.22
243.10000;243.180;884002.10;6554488.48
243.09000;243.180;884001.14;6554486.73
243.07000;243.149;884000.17;6554484.99
243.07000;243.178;883999.21;6554483.24
243.05000;243.178;883998.25;6554481.50
243.06000;243.108;883997.29;6554479.75
243.06000;243.157;883996.33;6554478.01
243.07000;243.182;883995.36;6554476.26
243.07000;243.130;883994.40;6554474.51
243.08000;243.138;883993.44;6554472.77
243.08000;243.146;883992.48;6554471.02
243.09000;243.146;883991.51;6554469.28
243.09000;243.128;883990.55;6554467.53
243.10000;243.122;883989.59;6554465.79
243.10000;243.209;883988.63;6554464.04
243.10000;243.138;883987.67;6554462.30
243.09000;243.163;883986.70;6554460.55
243.09000;243.162;883985.74;6554458.81
243.09000;243.162;883984.78;6554457.06
243.09000;243.146;883983.82;6554455.32
243.09000;243.157;883982.85;6554453.57
243.10000;243.113;883981.89;6554451.82
243.10000;243.163;883980.93;6554450.08
243.10000;243.163;883979.97;6554448.33
243.09000;243.137;883979.01;6554446.59
243.08000;243.165;883978.04;6554444.84
243.08000;243.165;883977.08;6554443.10
243.07000;243.148;883976.12;6554441.35
243.08000;243.139;883975.16;6554439.61
243.08000;243.128;883974.19;6554437.86
243.08000;243.157;883973.23;6554436.12
243.08000;243.157;883972.27;6554434.37
243.09000;243.166;883971.31;6554432.63
243.09000;243.166;883970.35;6554430.88
243.08000;243.180;883969.38;6554429.13
243.08000;243.180;883968.42;6554427.39
243.08000;243.137;883967.46;6554425.64
243.08000;243.158;883966.50;6554423.90
243.09000;243.154;883965.53;6554422.15
243.09000;243.165;883964.57;6554420.41
243.09000;243.114;883963.50;6554418.73
243.09000;243.159;883962.43;6554417.04
243.09000;243.159;883961.35;6554415.36
243.09000;243.123;883960.28;6554413.68
243.09000;243.148;883959.21;6554412.00
243.09000;243.122;883958.14;6554410.32
243.09000;243.122;883957.06;6554408.63
243.10000;243.130;883955.99;6554406.95
243.10000;243.130;883954.92;6554405.27
243.10000;243.182;883953.84;6554403.59
243.10000;243.128;883952.77;6554401.91
243.10000;243.134;883951.70;6554400.22
243.10000;243.187;883950.63;6554398.54
243.09000;243.147;883949.55;6554396.86
243.09000;243.163;883948.48;6554395.18
243.09000;243.163;883947.41;6554393.50
243.10000;243.189;883946.33;6554391.81
243.10000;243.145;883945.26;6554390.13
243.10000;243.116;883944.19;6554388.45
243.10000;243.116;883943.12;6554386.77
243.09000;243.150;883942.04;6554385.09
243.09000;243.150;883940.97;6554383.40
243.09000;243.147;883939.90;6554381.72
243.09000;243.147;883938.82;6554380.04
243.09000;243.179;883937.75;6554378.36
243.08000;243.138;883936.68;6554376.68
243.08000;243.138;883935.60;6554374.99
243.09000;243.146;883934.53;6554373.31
243.09000;243.146;883933.46;6554371.63
243.09000;243.138;883932.39;6554369.95
243.09000;243.182;883931.31;6554368.27
243.10000;243.146;883930.24;6554366.58
243.10000;243.146;883929.17;6554364.90
243.10000;243.146;883928.09;6554363.22
243.09000;243.175;883927.02;6554361.54
243.08000;243.175;883925.95;6554359.85
243.08000;243.141;883924.88;6554358.17
243.09000;243.141;883923.80;6554356.49
243.10000;243.140;883922.73;6554354.81
243.10000;243.140;883921.66;6554353.13
243.08000;243.176;883920.58;6554351.44
243.09000;243.139;883919.51;6554349.76
243.10000;243.089;883918.44;6554348.08
243.10000;243.120;883917.37;6554346.40
243.09000;243.163;883916.29;6554344.72
243.09000;243.144;883915.22;6554343.03
243.08000;243.144;883914.15;6554341.35
243.08000;243.128;883913.07;6554339.67
243.09000;243.128;883912.00;6554337.99
243.10000;243.124;883910.93;6554336.31
243.09000;243.124;883909.86;6554334.62
243.09000;243.105;883908.78;6554332.94
243.09000;243.119;883907.71;6554331.26
243.09000;243.129;883906.64;6554329.58
243.08000;243.097;883905.56;6554327.90
243.08000;243.108;883904.49;6554326.21
243.08000;243.140;883903.42;6554324.53
243.08000;243.127;883902.35;6554322.85
243.09000;243.127;883901.27;6554321.17
243.09000;243.124;883900.20;6554319.49
243.10000;243.124;883899.13;6554317.80
243.10000;243.105;883898.05;6554316.12
243.10000;243.114;883896.98;6554314.44
243.10000;243.114;883895.91;6554312.76
243.10000;243.114;883894.84;6554311.08
243.10000;243.112;883893.76;6554309.39
243.11000;243.112;883892.69;6554307.71
243.11000;243.103;883891.62;6554306.03
243.10000;243.113;883890.54;6554304.35
243.09000;243.113;883889.47;6554302.67
243.08000;243.129;883888.40;6554300.98
243.08000;243.105;883887.33;6554299.30
243.09000;243.105;883886.25;6554297.62
243.09000;243.103;883885.18;6554295.94
243.08000;243.103;883884.11;6554294.26
243.08000;243.149;883883.03;6554292.57
243.08000;243.121;883881.96;6554290.89
243.08000;243.121;883880.89;6554289.21
243.07000;243.140;883879.82;6554287.53
243.07000;243.121;883878.74;6554285.85
243.07000;243.121;883877.67;6554284.16
243.06000;243.101;883876.60;6554282.48
243.06000;243.115;883875.52;6554280.80
243.06000;243.116;883874.45;6554279.12
243.06000;243.148;883873.38;6554277.44
243.05000;243.163;883872.30;6554275.75
243.06000;243.147;883871.23;6554274.07
243.05000;243.147;883870.16;6554272.39
243.05000;243.070;883869.09;6554270.71
243.05000;243.070;883868.01;6554269.03
243.07000;243.166;883866.94;6554267.34
243.08000;243.166;883865.87;6554265.66
243.10000;243.214;883864.79;6554263.98
243.10000;243.155;883863.72;6554262.30
243.09000;243.192;883862.65;6554260.62
243.09000;243.178;883861.58;6554258.93
243.09000;243.199;883860.50;6554257.25
243.08000;243.199;883859.43;6554255.57
243.06000;243.211;883858.36;6554253.89
243.06000;243.198;883857.28;6554252.21
243.05000;243.196;883856.21;6554250.52
243.05000;243.209;883855.14;6554248.84
243.06000;243.209;883854.07;6554247.16
243.08000;243.215;883852.99;6554245.48
243.09000;243.215;883851.92;6554243.80
243.09000;243.185;883850.85;6554242.11
243.09000;243.219;883849.77;6554240.43
243.09000;243.199;883848.70;6554238.75
243.09000;243.230;883847.63;6554237.07
243.09000;243.257;883846.56;6554235.39
243.09000;243.186;883845.48;6554233.70
243.09000;243.207;883844.41;6554232.02
243.09000;243.219;883843.34;6554230.34
243.10000;243.197;883842.26;6554228.66
243.10000;243.177;883841.19;6554226.98
243.09000;243.188;883840.12;6554225.29
243.09000;243.215;883839.05;6554223.61
243.10000;243.219;883837.97;6554221.93
243.10000;243.220;883836.90;6554220.25
243.09000;243.184;883835.83;6554218.56
243.09000;243.184;883834.75;6554216.88
243.09000;243.196;883833.68;6554215.20
243.09000;243.212;883832.61;6554213.52
243.08000;243.212;883831.54;6554211.84
243.08000;243.211;883830.46;6554210.15
243.08000;243.211;883829.39;6554208.47
243.08000;243.214;883828.32;6554206.79
243.08000;243.177;883827.53;6554204.96
243.08000;243.197;883826.74;6554203.13
243.09000;243.201;883825.95;6554201.30
243.10000;243.211;883825.17;6554199.48
243.10000;243.219;883824.38;6554197.65
243.10000;243.209;883823.59;6554195.82
243.10000;243.157;883822.80;6554193.99
243.09000;243.210;883822.02;6554192.16
243.09000;243.209;883821.23;6554190.33
243.10000;243.180;883820.44;6554188.50
243.10000;243.179;883819.65;6554186.67
243.10000;243.173;883818.87;6554184.84
243.10000;243.219;883818.08;6554183.02
243.10000;243.205;883817.29;6554181.19
243.10000;243.191;883816.50;6554179.36
243.11000;243.198;883815.71;6554177.53
243.11000;243.201;883814.93;6554175.70
243.10000;243.184;883814.14;6554173.87
243.11000;243.170;883813.35;6554172.04
243.09000;243.174;883812.56;6554170.21
243.08000;243.214;883811.78;6554168.39
243.10000;243.180;883810.99;6554166.56
243.10000;243.164;883810.20;6554164.73
243.09000;243.182;883809.41;6554162.90
243.08000;243.190;883808.63;6554161.07
243.07000;243.168;883807.84;6554159.24
243.08000;243.170;883807.05;6554157.41
243.08000;243.170;883806.26;6554155.58
243.09000;243.181;883805.48;6554153.75
243.08000;243.182;883804.69;6554151.93
243.09000;243.180;883803.90;6554150.10
243.10000;243.159;883803.11;6554148.27
243.11000;243.183;883802.33;6554146.44
243.11000;243.166;883801.54;6554144.61
243.10000;243.166;883800.75;6554142.78
243.09000;243.185;883799.96;6554140.95
243.09000;243.202;883799.17;6554139.12
243.09000;243.179;883798.39;6554137.30
243.09000;243.190;883797.60;6554135.47
243.09000;243.190;883796.81;6554133.64
243.08000;243.188;883796.02;6554131.81
243.10000;243.205;883795.24;6554129.98
243.10000;243.168;883794.45;6554128.15
243.09000;243.196;883793.66;6554126.32
243.09000;243.189;883792.87;6554124.49
243.09000;243.192;883792.09;6554122.66
243.08000;243.199;883791.30;6554120.84
243.09000;243.205;883790.51;6554119.01
243.09000;243.222;883789.72;6554117.18
243.10000;243.179;883788.94;6554115.35
243.10000;243.186;883788.15;6554113.52
243.09000;243.206;883787.36;6554111.69
243.09000;243.206;883786.57;6554109.86
243.09000;243.209;883785.79;6554108.03
243.10000;243.209;883785.00;6554106.21
243.09000;243.180;883784.21;6554104.38
243.10000;243.180;883783.42;6554102.55
243.10000;243.180;883782.63;6554100.72
243.10000;243.210;883781.85;6554098.89
243.10000;243.193;883781.06;6554097.06
243.10000;243.193;883780.27;6554095.23
243.11000;243.194;883779.48;6554093.40
243.11000;243.194;883778.70;6554091.57
243.10000;243.178;883777.91;6554089.75
243.10000;243.172;883777.12;6554087.92
243.10000;243.178;883776.33;6554086.09
243.11000;243.178;883775.55;6554084.26
243.09000;243.191;883774.76;6554082.43
243.10000;243.196;883773.97;6554080.60
243.10000;243.196;883773.18;6554078.77
243.09000;243.182;883772.40;6554076.94
243.08000;243.180;883771.61;6554075.11
243.07000;243.180;883770.82;6554073.29
243.07000;243.192;883770.03;6554071.46
243.08000;243.180;883769.25;6554069.63
243.08000;243.199;883768.46;6554067.80
243.09000;243.199;883767.67;6554065.97
243.10000;243.162;883766.88;6554064.14
243.10000;243.171;883766.09;6554062.31
243.10000;243.171;883765.31;6554060.48
243.09000;243.193;883764.52;6554058.66
243.09000;243.199;883763.73;6554056.83
243.08000;243.186;883762.94;6554055.00
243.08000;243.188;883762.16;6554053.17
243.08000;243.187;883761.37;6554051.34
243.07000;243.186;883760.58;6554049.51
243.08000;243.186;883759.79;6554047.68
243.10000;243.176;883759.01;6554045.85
243.12000;243.176;883758.22;6554044.02
243.14000;243.177;883757.43;6554042.20
243.15000;243.156;883756.64;6554040.37
243.16000;243.160;883755.86;6554038.54
243.15000;243.157;883755.07;6554036.71
243.12000;243.157;883754.28;6554034.88
243.11000;243.168;883753.49;6554033.05
243.09000;243.179;883752.71;6554031.22
243.08000;243.175;883751.92;6554029.39
243.07000;243.209;883751.13;6554027.57
243.09000;243.209;883750.34;6554025.74
243.11000;243.172;883749.56;6554023.91
243.10000;243.195;883748.77;6554022.08
243.09000;243.195;883747.98;6554020.25
243.09000;243.195;883747.19;6554018.42
243.11000;243.203;883746.40;6554016.59
243.14000;243.203;883745.62;6554014.76
243.15000;243.189;883744.82;6554012.96
243.14000;243.189;883744.02;6554011.16
243.14000;243.189;883743.23;6554009.36
243.18000;243.231;883742.43;6554007.56
243.18000;243.231;883741.64;6554005.75
243.18000;243.171;883740.84;6554003.95
243.18000;243.206;883740.04;6554002.15
243.15000;243.215;883739.25;6554000.35
243.13000;243.215;883738.45;6553998.55
243.11000;243.215;883737.65;6553996.74
243.09000;243.215;883736.86;6553994.94
243.09000;243.201;883736.06;6553993.14
243.08000;243.201;883735.27;6553991.34
243.08000;243.201;883734.47;6553989.54
243.08000;243.224;883733.67;6553987.73
243.08000;243.244;883732.88;6553985.93
243.09000;243.208;883732.08;6553984.13
243.09000;243.241;883731.29;6553982.33
243.10000;243.241;883730.49;6553980.53
243.11000;243.198;883729.69;6553978.72
243.13000;243.158;883728.90;6553976.92
243.15000;243.214;883728.10;6553975.12
243.17000;243.223;883727.30;6553973.32
243.19000;243.209;883726.51;6553971.52
243.16000;243.185;883725.71;6553969.72
243.13000;243.228;883724.92;6553967.91
243.13000;243.196;883724.12;6553966.11
243.10000;243.190;883723.32;6553964.31
243.10000;243.199;883722.53;6553962.51
243.10000;243.195;883721.73;6553960.71
243.10000;243.195;883720.93;6553958.90
243.10000;243.205;883720.14;6553957.10
243.17000;243.216;883719.34;6553955.30
243.20000;243.216;883718.55;6553953.50
243.24000;243.210;883717.75;6553951.70
243.22000;243.170;883716.95;6553949.89
243.20000;243.177;883716.16;6553948.09
243.20000;243.179;883715.36;6553946.29
243.20000;243.180;883714.57;6553944.49
243.18000;243.192;883713.77;6553942.69
243.15000;243.185;883712.97;6553940.88
243.14000;243.185;883712.18;6553939.08
243.11000;243.168;883711.38;6553937.28
243.09000;243.165;883710.58;6553935.48
243.10000;243.192;883709.79;6553933.68
243.09000;243.143;883708.99;6553931.87
243.09000;243.143;883708.20;6553930.07
243.09000;243.166;883707.40;6553928.27
243.09000;243.181;883706.60;6553926.47
243.09000;243.157;883705.81;6553924.67
243.09000;243.164;883705.01;6553922.86
243.09000;243.162;883704.21;6553921.06
243.09000;243.208;883703.42;6553919.26
243.10000;243.187;883702.62;6553917.46
243.10000;243.173;883701.83;6553915.66
243.11000;243.180;883701.38;6553913.76
243.12000;243.180;883700.93;6553911.87
243.14000;243.164;883700.48;6553909.97
243.15000;243.155;883700.03;6553908.08
243.16000;243.201;883699.58;6553906.18
243.17000;243.201;883699.13;6553904.29
243.20000;243.185;883698.68;6553902.40
243.23000;243.180;883698.23;6553900.50
243.27000;243.186;883697.78;6553898.61
243.26000;243.186;883697.33;6553896.71
243.25000;243.193;883696.88;6553894.82
243.23000;243.156;883696.43;6553892.92
243.22000;243.161;883695.98;6553891.03
243.21000;243.168;883695.53;6553889.13
243.18000;243.168;883695.08;6553887.24
243.14000;243.158;883694.63;6553885.34
243.10000;243.171;883694.18;6553883.45
243.10000;243.158;883693.73;6553881.56
243.12000;243.149;883693.28;6553879.66
243.12000;243.149;883692.84;6553877.77
243.05000;243.156;883692.39;6553875.87
243.01000;243.193;883691.94;6553873.98
242.96000;243.141;883691.49;6553872.08
242.89000;243.141;883691.04;6553870.19
242.94000;243.189;883690.59;6553868.29
242.92000;243.189;883690.14;6553866.40
242.97000;243.189;883689.69;6553864.50
242.89000;243.173;883689.24;6553862.61
242.89000;243.166;883688.79;6553860.72
242.81000;243.166;883688.34;6553858.82
242.80000;243.187;883687.89;6553856.93
242.76000;243.187;883687.44;6553855.03
242.76000;243.187;883686.99;6553853.14
242.68000;243.187;883686.54;6553851.24
242.63000;243.145;883686.09;6553849.35
242.69000;243.170;883685.64;6553847.45
242.67000;243.170;883685.88;6553845.48
242.56000;243.170;883686.11;6553843.51
242.49000;243.170;883686.34;6553841.54
242.43000;243.163;883686.58;6553839.57
242.38000;0.000;883686.81;6553837.60
242.24000;0.000;883687.05;6553835.64
242.19000;0.000;883687.28;6553833.67
242.13000;0.000;883687.51;6553831.70
242.05000;0.000;883687.75;6553829.73
242.03000;0.000;883687.98;6553827.76
241.90000;0.000;883688.22;6553825.79
241.88000;0.000;883688.45;6553823.82
241.86000;0.000;883688.68;6553821.85
241.83000;0.000;883688.92;6553819.88
241.70000;0.000;883689.15;6553817.91
241.74000;0.000;883689.39;6553815.94
241.77000;0.000;883689.62;6553813.97
241.81000;0.000;883689.85;6553812.00
241.64000;0.000;883690.09;6553810.03
241.51000;0.000;883690.32;6553808.06
241.38000;0.000;883690.56;6553806.09
241.30000;0.000;883690.79;6553804.12
241.09000;0.000;883691.02;6553802.15
240.98000;0.000;883691.26;6553800.18
240.87000;239.839;883691.49;6553798.21
240.77000;239.839;883691.72;6553796.24
240.69000;239.815;883691.96;6553794.27
240.39000;239.815;883692.19;6553792.30
240.34000;239.815;883692.43;6553790.33
240.31000;239.815;883692.66;6553788.36
240.18000;239.914;883692.89;6553786.39
239.85000;239.966;883693.13;6553784.42
239.83000;239.966;883693.36;6553782.45
239.82000;240.120;883693.60;6553780.48
239.81000;240.120;883693.83;6553778.51
239.74000;239.906;883694.06;6553776.54
239.77000;239.955;883694.30;6553774.57
239.81000;239.905;883694.53;6553772.60
239.84000;239.916;883694.77;6553770.63
239.86000;239.938;883695.00;6553768.66
239.88000;239.997;883695.23;6553766.69
239.92000;239.890;883695.47;6553764.72
