Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Km_SU2_Ai_a0   Km_SU2_Ai_a1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.391251E+02   0.130864E+00   0.870491E+00   0.448963E+01   0.366111E+01   0.391004E+02   0.977982E+01   0.232668E+02  -0.282349E+01  -0.446378E+01   0.400532E+01   0.111258E+02   0.139310E+02  -0.202241E+01   0.102737E+00   0.917854E-02   0.117982E-01   0.166778E-01   0.897060E-02  -0.268193E+03  -0.896591E+02   0.000000E+00  -0.178534E+03   0.357068E+03
   0.402964E+02   0.130864E+00   0.870491E+00   0.493226E+01   0.251962E+01   0.390471E+02   0.977982E+01   0.232668E+02  -0.282349E+01  -0.566618E+01   0.400532E+01   0.111258E+02   0.139310E+02  -0.161094E+01   0.103544E+00   0.103437E-01   0.111219E-01   0.154121E-01   0.872039E-02  -0.244742E+03  -0.910064E+02   0.000000E+00  -0.153736E+03   0.307471E+03
   0.402964E+02   0.130864E+00   0.870491E+00   0.493226E+01   0.251962E+01   0.390471E+02   0.977982E+01   0.236905E+02  -0.282349E+01  -0.804908E+01   0.355401E+01   0.117459E+02   0.145993E+02  -0.976002E+00   0.104845E+00   0.102981E-01   0.978717E-02   0.162142E-01   0.871183E-02  -0.219691E+03  -0.903735E+02   0.000000E+00  -0.129317E+03   0.258635E+03
   0.402964E+02   0.203645E+00   0.224618E+01   0.592228E+01   0.209770E+01   0.390471E+02   0.977982E+01   0.236905E+02  -0.827501E+01  -0.858625E+01   0.390409E+00   0.117459E+02   0.145993E+02  -0.976002E+00   0.104845E+00   0.896696E-02   0.106447E-01   0.152038E-01   0.957779E-02  -0.166300E+03  -0.101730E+03   0.000000E+00  -0.645705E+02   0.129141E+03
   0.402964E+02   0.203645E+00   0.224618E+01   0.592260E+01   0.419115E+01   0.370345E+02   0.735325E+01   0.236905E+02  -0.827501E+01  -0.858625E+01  -0.132514E+01   0.102254E+02   0.123301E+02  -0.114554E+01   0.104845E+00   0.936999E-02   0.108715E-01   0.144546E-01   0.802320E-02  -0.150005E+03  -0.101161E+03   0.000000E+00  -0.488445E+02   0.976890E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.592260E+01   0.419115E+01   0.370345E+02   0.832236E+01   0.226278E+02  -0.827501E+01  -0.131615E+02  -0.132514E+01   0.102254E+02   0.180541E+02  -0.114554E+01   0.104845E+00   0.918187E-02   0.970202E-02   0.145672E-01   0.803640E-02  -0.116411E+03  -0.995140E+02   0.000000E+00  -0.168970E+02   0.337941E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.592260E+01   0.419115E+01   0.370345E+02   0.832236E+01   0.226278E+02  -0.827501E+01  -0.131615E+02  -0.327390E+00   0.102254E+02   0.180541E+02  -0.114554E+01   0.105280E+00   0.856683E-02   0.971150E-02   0.136344E-01   0.745689E-02  -0.114327E+03  -0.974441E+02   0.000000E+00  -0.168829E+02   0.337659E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.673358E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.827501E+01  -0.131615E+02  -0.327390E+00   0.102254E+02   0.177292E+02  -0.114554E+01   0.105280E+00   0.856683E-02   0.111852E-01   0.130877E-01   0.518441E-02  -0.112538E+03  -0.945526E+02   0.000000E+00  -0.179854E+02   0.359709E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.673358E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.827501E+01  -0.131615E+02  -0.327390E+00   0.102254E+02   0.177292E+02   0.234211E+01   0.105141E+00   0.856683E-02   0.118183E-01   0.127485E-01   0.569876E-02  -0.114111E+03  -0.952296E+02   0.000000E+00  -0.188814E+02   0.377629E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.673358E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.827501E+01  -0.131615E+02  -0.870471E+00   0.102254E+02   0.177292E+02   0.539200E+00   0.105141E+00   0.945081E-02   0.133341E-01   0.112380E-01   0.637383E-02  -0.112861E+03  -0.956185E+02   0.000000E+00  -0.172425E+02   0.344850E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.673358E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.827501E+01  -0.131615E+02  -0.870471E+00   0.102254E+02   0.133004E+02   0.539200E+00   0.105766E+00   0.801246E-02   0.148285E-01   0.958327E-02   0.715315E-02  -0.108148E+03  -0.948851E+02   0.000000E+00  -0.132629E+02   0.265257E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.593151E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.827501E+01  -0.131615E+02  -0.870471E+00   0.102254E+02   0.132729E+02   0.539200E+00   0.105792E+00   0.663992E-02   0.166762E-01   0.112257E-01   0.584448E-02  -0.107279E+03  -0.937437E+02   0.000000E+00  -0.135353E+02   0.270706E+02
   0.402720E+02   0.203645E+00   0.224618E+01   0.593151E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.827501E+01  -0.131615E+02  -0.870471E+00   0.102254E+02   0.132729E+02  -0.909000E+00   0.107222E+00   0.542091E-02   0.178611E-01   0.122964E-01   0.407743E-02  -0.985460E+02  -0.937472E+02   0.000000E+00  -0.479883E+01   0.959766E+01
   0.402720E+02  -0.919819E+00   0.224618E+01   0.593151E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.141444E+00   0.102254E+02   0.142836E+02  -0.909000E+00   0.108487E+00   0.545618E-02   0.180900E-01   0.121701E-01   0.366392E-02  -0.919550E+02  -0.914275E+02   0.000000E+00  -0.527510E+00   0.105502E+01
   0.398749E+02  -0.919819E+00   0.224618E+01   0.593151E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.142836E+02  -0.909000E+00   0.108369E+00   0.432272E-02   0.175548E-01   0.118044E-01   0.458893E-02  -0.888972E+02  -0.896668E+02   0.000000E+00   0.769635E+00  -0.153927E+01
   0.398749E+02  -0.919819E+00   0.224618E+01   0.593151E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.142836E+02  -0.909000E+00   0.109843E+00   0.495411E-02   0.167315E-01   0.117071E-01   0.503267E-02  -0.807097E+02  -0.896823E+02   0.000000E+00   0.897259E+01  -0.179452E+02
   0.398749E+02  -0.919819E+00   0.224618E+01   0.650448E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.152439E+02  -0.909000E+00   0.109843E+00   0.658991E-02   0.173944E-01   0.984345E-02   0.549657E-02  -0.819218E+02  -0.904739E+02   0.000000E+00   0.855214E+01  -0.171043E+02
   0.398749E+02  -0.529052E+00   0.224618E+01   0.451423E+01   0.329947E+01   0.366039E+02   0.832236E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.152439E+02   0.100154E+01   0.111216E+00   0.570190E-02   0.168380E-01   0.942260E-02   0.411237E-02  -0.722206E+02  -0.880524E+02   0.000000E+00   0.158318E+02  -0.316636E+02
   0.398749E+02  -0.529052E+00   0.224618E+01   0.451423E+01   0.329947E+01   0.366039E+02   0.898319E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.152439E+02   0.100154E+01   0.111179E+00   0.655103E-02   0.174964E-01   0.928098E-02   0.457883E-02  -0.729544E+02  -0.893792E+02   0.000000E+00   0.164248E+02  -0.328497E+02
   0.398749E+02  -0.529052E+00   0.224618E+01   0.615817E+01   0.329947E+01   0.366039E+02   0.898319E+01   0.224832E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.190500E+02   0.100154E+01   0.111179E+00   0.730413E-02   0.178330E-01   0.789786E-02   0.387417E-02  -0.750499E+02  -0.935686E+02   0.000000E+00   0.185187E+02  -0.370373E+02
   0.398749E+02  -0.529052E+00   0.224618E+01   0.615817E+01   0.329947E+01   0.366039E+02   0.898319E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.190500E+02   0.100154E+01   0.112903E+00   0.801256E-02   0.164733E-01   0.805763E-02   0.428923E-02  -0.678981E+02  -0.940813E+02   0.000000E+00   0.261832E+02  -0.523664E+02
   0.398749E+02  -0.529052E+00   0.224618E+01   0.615817E+01   0.329947E+01   0.366039E+02   0.898319E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.190500E+02  -0.641305E-01   0.114678E+00   0.804989E-02   0.167120E-01   0.859494E-02   0.434179E-02  -0.595870E+02  -0.940252E+02   0.000000E+00   0.344382E+02  -0.688764E+02
   0.398749E+02  -0.529052E+00   0.224618E+01   0.615817E+01   0.329947E+01   0.366039E+02   0.898319E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.190500E+02   0.217271E+01   0.114918E+00   0.821634E-02   0.158949E-01   0.846529E-02   0.515976E-02  -0.591905E+02  -0.947027E+02   0.000000E+00   0.355122E+02  -0.710245E+02
   0.398749E+02  -0.529052E+00   0.968492E+00   0.615817E+01   0.329947E+01   0.366039E+02   0.898319E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.180367E+02  -0.375853E+00   0.116624E+00   0.741808E-02   0.153821E-01   0.824892E-02   0.384897E-02  -0.487687E+02  -0.898988E+02   0.000000E+00   0.411301E+02  -0.822602E+02
   0.398749E+02  -0.529052E+00   0.968492E+00   0.615817E+01   0.226738E+01   0.366039E+02   0.898319E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.180367E+02  -0.375853E+00   0.117482E+00   0.812207E-02   0.146449E-01   0.102662E-01   0.388487E-02  -0.453168E+02  -0.874183E+02   0.000000E+00   0.421015E+02  -0.842030E+02
   0.398749E+02  -0.529052E+00   0.968492E+00   0.466206E+01   0.226738E+01   0.366039E+02   0.898319E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.121622E+02  -0.375853E+00   0.119166E+00   0.766091E-02   0.158542E-01   0.118064E-01   0.522828E-02  -0.378293E+02  -0.858096E+02   0.000000E+00   0.479803E+02  -0.959605E+02
   0.398749E+02  -0.537360E+00   0.968492E+00   0.466206E+01   0.226738E+01   0.366039E+02   0.809265E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.123253E+02   0.294610E+01   0.120302E+00   0.733310E-02   0.164517E-01   0.120349E-01   0.644256E-02  -0.346571E+02  -0.855465E+02   0.000000E+00   0.508894E+02  -0.101779E+03
   0.398749E+02  -0.537360E+00   0.968492E+00   0.466206E+01   0.226738E+01   0.366039E+02   0.822459E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.122415E+02   0.294610E+01   0.120302E+00   0.556887E-02   0.163907E-01   0.126684E-01   0.541094E-02  -0.344599E+02  -0.856045E+02   0.000000E+00   0.511446E+02  -0.102289E+03
   0.394704E+02  -0.537360E+00   0.968492E+00   0.466206E+01   0.251996E+01   0.366039E+02   0.822459E+01   0.226928E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.155427E+02   0.158340E+01   0.121018E+00   0.399513E-02   0.167783E-01   0.111215E-01   0.571739E-02  -0.293105E+02  -0.818807E+02   0.000000E+00   0.525702E+02  -0.105140E+03
   0.394704E+02  -0.160051E+00   0.105584E+01   0.466206E+01   0.251996E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.155427E+02   0.158340E+01   0.122198E+00   0.441514E-02   0.170486E-01   0.117298E-01   0.530533E-02  -0.248247E+02  -0.818761E+02   0.000000E+00   0.570514E+02  -0.114103E+03
   0.394704E+02  -0.923026E+00   0.105584E+01   0.466206E+01   0.251996E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.131780E+02  -0.108177E+01   0.122198E+00   0.368439E-02   0.170486E-01   0.110600E-01   0.543568E-02  -0.240744E+02  -0.815377E+02   0.000000E+00   0.574633E+02  -0.114927E+03
   0.394704E+02  -0.923026E+00   0.105584E+01   0.466206E+01   0.251996E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.102254E+02   0.131780E+02  -0.164601E+01   0.122716E+00   0.302618E-02   0.169046E-01   0.100058E-01   0.583311E-02  -0.223632E+02  -0.816117E+02   0.000000E+00   0.592485E+02  -0.118497E+03
   0.394704E+02  -0.923026E+00   0.105584E+01   0.466206E+01   0.251996E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.997733E+01   0.131780E+02  -0.678371E+00   0.122873E+00   0.128102E-02   0.167448E-01   0.945118E-02   0.459715E-02  -0.214773E+02  -0.807727E+02   0.000000E+00   0.592954E+02  -0.118591E+03
   0.394704E+02  -0.878125E+00   0.105584E+01   0.466206E+01   0.157687E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.997733E+01   0.147476E+02  -0.678371E+00   0.122873E+00   0.127679E-02   0.154196E-01   0.988683E-02   0.546253E-02  -0.213395E+02  -0.780890E+02   0.000000E+00   0.567495E+02  -0.113499E+03
   0.394704E+02  -0.878125E+00   0.105584E+01   0.466206E+01   0.157687E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131615E+02  -0.542110E+00   0.997733E+01   0.147476E+02  -0.678371E+00   0.123758E+00   0.196756E-02   0.147537E-01   0.936025E-02   0.411462E-02  -0.181600E+02  -0.779041E+02   0.000000E+00   0.597441E+02  -0.119488E+03
   0.395458E+02  -0.878125E+00   0.867873E+00   0.466206E+01   0.157687E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131645E+02  -0.542110E+00   0.997733E+01   0.133967E+02  -0.224081E+01   0.123758E+00   0.196756E-02   0.159388E-01   0.112115E-01   0.531576E-02  -0.192785E+02  -0.794084E+02   0.000000E+00   0.601299E+02  -0.120260E+03
   0.395458E+02  -0.878125E+00   0.867873E+00   0.466206E+01   0.157687E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131645E+02  -0.542110E+00   0.909726E+01   0.138102E+02  -0.224081E+01   0.123758E+00   0.196756E-02   0.159388E-01   0.109445E-01   0.506672E-02  -0.195042E+02  -0.788099E+02   0.000000E+00   0.593057E+02  -0.118611E+03
   0.391985E+02  -0.878125E+00   0.867873E+00   0.466206E+01   0.128082E+01   0.366039E+02   0.822459E+01   0.224915E+02  -0.838504E+01  -0.131645E+02  -0.542110E+00   0.909726E+01   0.151630E+02  -0.224081E+01   0.124823E+00   0.279009E-02   0.159388E-01   0.120177E-01   0.685107E-02  -0.182670E+02  -0.765808E+02   0.000000E+00   0.583138E+02  -0.116628E+03
   0.391985E+02  -0.878125E+00   0.867873E+00   0.466206E+01   0.128082E+01   0.366039E+02   0.822459E+01   0.225017E+02  -0.838504E+01  -0.131645E+02  -0.542110E+00   0.909726E+01   0.151630E+02  -0.224081E+01   0.124530E+00   0.352007E-02   0.148189E-01   0.130723E-01   0.599379E-02  -0.192460E+02  -0.765837E+02   0.000000E+00   0.573377E+02  -0.114675E+03
   0.391985E+02  -0.878125E+00   0.547442E+00   0.466206E+01   0.128082E+01   0.366039E+02   0.822459E+01   0.224734E+02  -0.838504E+01  -0.131645E+02  -0.884101E+00   0.909726E+01   0.151630E+02  -0.209096E+00   0.124530E+00   0.447751E-02   0.133024E-01   0.113319E-01   0.470590E-02  -0.175271E+02  -0.755878E+02   0.000000E+00   0.580607E+02  -0.116121E+03
   0.391985E+02  -0.878125E+00   0.547442E+00   0.466206E+01   0.128082E+01   0.370229E+02   0.738171E+01   0.224734E+02  -0.838504E+01  -0.131645E+02  -0.884101E+00   0.909726E+01   0.151630E+02  -0.209096E+00   0.124530E+00   0.359771E-02   0.141229E-01   0.114496E-01   0.394054E-02  -0.184914E+02  -0.747726E+02   0.000000E+00   0.562812E+02  -0.112562E+03
   0.391985E+02  -0.878125E+00   0.547442E+00   0.466206E+01   0.128082E+01   0.368030E+02   0.738171E+01   0.224734E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.909726E+01   0.130920E+02  -0.209096E+00   0.125008E+00   0.454754E-02   0.133789E-01   0.132217E-01   0.245302E-02  -0.174151E+02  -0.744240E+02   0.000000E+00   0.570089E+02  -0.114018E+03
   0.391985E+02  -0.878125E+00   0.547442E+00   0.466206E+01   0.128082E+01   0.373331E+02   0.604224E+01   0.225641E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.110658E+02   0.134079E+02  -0.209096E+00   0.125310E+00   0.459325E-02   0.145349E-01   0.124982E-01   0.347136E-02  -0.189992E+02  -0.747607E+02   0.000000E+00   0.557615E+02  -0.111523E+03
   0.391985E+02  -0.878125E+00   0.547442E+00   0.466206E+01   0.200486E+01   0.366271E+02   0.604224E+01   0.225641E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.110658E+02   0.134079E+02  -0.209096E+00   0.125564E+00   0.400631E-02   0.135764E-01   0.119686E-01   0.460215E-02  -0.170921E+02  -0.752265E+02   0.000000E+00   0.581344E+02  -0.116269E+03
   0.391985E+02  -0.878125E+00   0.547442E+00   0.466206E+01   0.200486E+01   0.366271E+02   0.604224E+01   0.225641E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.110658E+02   0.119174E+02  -0.209096E+00   0.125646E+00   0.350985E-02   0.122171E-01   0.118482E-01   0.462105E-02  -0.176264E+02  -0.760262E+02   0.000000E+00   0.583998E+02  -0.116800E+03
   0.391985E+02  -0.878125E+00   0.337846E+00   0.466206E+01   0.340323E+01   0.366271E+02   0.604224E+01   0.225641E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.110658E+02   0.119174E+02   0.117145E+01   0.126229E+00   0.204852E-02   0.134268E-01   0.116646E-01   0.558852E-02  -0.169924E+02  -0.792006E+02   0.000000E+00   0.622082E+02  -0.124416E+03
   0.391985E+02  -0.878125E+00   0.337846E+00   0.466206E+01   0.340323E+01   0.366271E+02   0.604224E+01   0.225641E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.110658E+02   0.119174E+02   0.117145E+01   0.127120E+00   0.101772E-02   0.144513E-01   0.119399E-01   0.620403E-02  -0.143599E+02  -0.792891E+02   0.000000E+00   0.649292E+02  -0.129858E+03
   0.391985E+02  -0.878125E+00   0.337846E+00   0.466206E+01   0.340323E+01   0.361588E+02   0.604224E+01   0.225490E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.110658E+02   0.119174E+02   0.117145E+01   0.127120E+00   0.101772E-02   0.137245E-01   0.131956E-01   0.680912E-02  -0.151842E+02  -0.787637E+02   0.000000E+00   0.635795E+02  -0.127159E+03
   0.391985E+02  -0.878125E+00   0.337846E+00   0.466206E+01   0.340323E+01   0.361588E+02   0.604224E+01   0.225490E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.106220E+02   0.119174E+02  -0.829569E+00   0.128738E+00   0.217684E-02   0.144470E-01   0.134987E-01   0.676052E-02  -0.100992E+02  -0.785139E+02   0.000000E+00   0.684147E+02  -0.136829E+03
   0.391985E+02  -0.878125E+00   0.337846E+00   0.466206E+01   0.340323E+01   0.361588E+02   0.604224E+01   0.225490E+02  -0.838504E+01  -0.131645E+02  -0.554757E+00   0.106220E+02   0.162539E+02   0.832487E+00   0.128738E+00   0.617251E-03   0.138053E-01   0.123956E-01   0.770624E-02  -0.874407E+01  -0.771459E+02   0.000000E+00   0.684018E+02  -0.136804E+03
   0.391985E+02  -0.878125E+00  -0.176160E+00   0.463596E+01   0.340323E+01   0.361588E+02   0.604224E+01   0.225490E+02  -0.827147E+01  -0.131645E+02  -0.554757E+00   0.964625E+01   0.162539E+02   0.832487E+00   0.130762E+00   0.137513E-02   0.148515E-01   0.132744E-01   0.751986E-02  -0.567770E+01  -0.755281E+02   0.000000E+00   0.698504E+02  -0.139701E+03
   0.399480E+02  -0.878125E+00  -0.237629E-01   0.463596E+01   0.367045E+01   0.383894E+02   0.604224E+01   0.225238E+02  -0.827147E+01  -0.131645E+02  -0.554757E+00   0.964625E+01   0.162539E+02   0.832487E+00   0.131362E+00   0.137513E-02   0.164739E-01   0.132393E-01   0.720951E-02  -0.864401E+01  -0.838497E+02   0.000000E+00   0.752056E+02  -0.150411E+03
   0.399480E+02  -0.878125E+00  -0.520224E+00   0.463596E+01   0.295836E+01   0.362698E+02   0.604224E+01   0.225238E+02  -0.827147E+01  -0.131645E+02  -0.554757E+00   0.964625E+01   0.162539E+02   0.832487E+00   0.131362E+00   0.981776E-03   0.163296E-01   0.108894E-01   0.841153E-02  -0.564389E+01  -0.778964E+02   0.000000E+00   0.722525E+02  -0.144505E+03
   0.394972E+02  -0.878125E+00  -0.520224E+00   0.463596E+01   0.295836E+01   0.362698E+02   0.604224E+01   0.225238E+02  -0.827147E+01  -0.131645E+02  -0.801669E+00   0.964625E+01   0.162539E+02   0.580522E+01   0.131688E+00   0.206841E-03   0.168642E-01   0.114698E-01   0.941663E-02  -0.732853E+01  -0.807936E+02   0.000000E+00   0.734650E+02  -0.146930E+03
   0.394972E+02  -0.878125E+00  -0.520224E+00   0.463596E+01   0.295836E+01   0.362698E+02   0.604224E+01   0.225238E+02  -0.827147E+01  -0.131645E+02  -0.801669E+00   0.835285E+01   0.162539E+02  -0.226634E+01   0.132616E+00   0.206841E-03   0.154249E-01   0.922228E-02   0.974095E-02  -0.135492E+01  -0.760066E+02   0.000000E+00   0.746517E+02  -0.149303E+03
   0.394972E+02  -0.878125E+00  -0.520224E+00   0.463596E+01   0.295836E+01   0.362698E+02   0.604224E+01   0.225238E+02  -0.827147E+01  -0.131645E+02  -0.801669E+00   0.908017E+01   0.169911E+02  -0.673948E+00   0.132668E+00   0.100966E-02   0.146521E-01   0.953094E-02   0.862174E-02  -0.270212E+00  -0.757502E+02   0.000000E+00   0.754799E+02  -0.150960E+03
   0.394972E+02  -0.878125E+00  -0.438509E+00   0.463596E+01   0.120408E+01   0.362698E+02   0.604224E+01   0.225238E+02  -0.827147E+01  -0.131645E+02  -0.801669E+00   0.109224E+02   0.169911E+02  -0.673948E+00   0.132229E+00   0.238790E-02   0.140728E-01   0.943233E-02   0.710338E-02  -0.391437E+00  -0.731704E+02   0.000000E+00   0.727790E+02  -0.145558E+03
