a0_min        a1_min        a2_min        a3_min        a4_min        Y1_intercept  Y2_intercept  Y3_intercept  LogPost       
  0.103045E+03  0.145152E+02  0.155487E+02  0.258749E+02  0.118969E+02  0.348741E-03  0.373879E-03  0.294076E-03  0.146557E+03
  0.103045E+03  0.159124E+02  0.155487E+02  0.258749E+02  0.118969E+02  0.348741E-03  0.373879E-03  0.294076E-03  0.145334E+03
  0.103045E+03  0.159124E+02  0.171463E+02  0.300256E+02  0.136337E+02  0.348741E-03  0.373879E-03  0.294076E-03  0.145162E+03
  0.103045E+03  0.159124E+02  0.138511E+02  0.300256E+02  0.128561E+01  0.348741E-03  0.373879E-03  0.294076E-03  0.142693E+03
  0.103045E+03  0.159124E+02  0.138511E+02  0.283533E+02  0.470174E+01  0.348741E-03  0.373879E-03  0.556849E-03  0.143733E+03
  0.103045E+03  0.159124E+02  0.838725E+01  0.283533E+02  0.658653E+01  0.348741E-03  0.373879E-03  0.556849E-03  0.142824E+03
  0.103045E+03  0.588439E+01  0.838725E+01  0.283533E+02  0.441735E+01  0.348741E-03  0.373879E-03  0.556849E-03  0.143548E+03
  0.103505E+03  0.116250E+02  0.158853E+02  0.192821E+02  0.506846E+01  0.348741E-03  0.373879E-03  0.556849E-03  0.145699E+03
  0.103505E+03  0.116250E+02  0.158853E+02  0.192821E+02  0.721364E+01  0.348741E-03  0.373879E-03  0.556849E-03  0.146126E+03
  0.103505E+03  0.116250E+02  0.191747E+02  0.192821E+02  0.167068E+02  0.348741E-03  0.373879E-03  0.556849E-03  0.146881E+03
  0.103505E+03  0.116250E+02  0.171105E+02  0.197184E+02  0.247165E+02  0.348741E-03  0.373879E-03  0.556849E-03  0.147221E+03
  0.103505E+03  0.116250E+02  0.171105E+02  0.197184E+02  0.247165E+02  0.348741E-03  0.373879E-03  0.709920E-04  0.149115E+03
  0.103505E+03  0.116250E+02  0.171105E+02  0.197184E+02  0.247165E+02  0.348741E-03  0.373879E-03  0.709920E-04  0.149115E+03
  0.103505E+03  0.116250E+02  0.171105E+02  0.197184E+02  0.513500E+01  0.348741E-03  0.373879E-03  0.402426E-03  0.146242E+03
  0.103505E+03  0.116250E+02  0.171105E+02  0.912367E+01  0.720925E+01  0.633237E-03  0.373879E-03  0.402426E-03  0.143211E+03
  0.103505E+03  0.796435E+01  0.171105E+02  0.218175E+02  0.720925E+01  0.633237E-03  0.373879E-03  0.402426E-03  0.145884E+03
  0.103505E+03  0.796435E+01  0.171105E+02  0.233342E+02  0.720925E+01  0.633237E-03  0.373879E-03  0.402426E-03  0.145561E+03
  0.103505E+03  0.114386E+02  0.171105E+02  0.233342E+02  0.141671E+02  0.633237E-03  0.373879E-03  0.534362E-03  0.146311E+03
  0.103505E+03  0.114386E+02  0.119682E+02  0.233342E+02  0.138877E+02  0.633237E-03  0.373879E-03  0.571616E-03  0.146108E+03
  0.103505E+03  0.114386E+02  0.119682E+02  0.233342E+02  0.241852E+02  0.633237E-03  0.373879E-03  0.571616E-03  0.146045E+03
  0.103505E+03  0.119438E+02  0.119682E+02  0.213537E+02  0.241852E+02  0.633237E-03  0.373879E-03  0.571616E-03  0.145906E+03
  0.103505E+03  0.119438E+02  0.119682E+02  0.213537E+02  0.844776E+01  0.633237E-03  0.373879E-03  0.571616E-03  0.145341E+03
  0.103505E+03  0.119438E+02  0.127229E+02  0.215284E+02  0.844776E+01  0.633237E-03  0.373879E-03  0.571616E-03  0.145459E+03
  0.103505E+03  0.119438E+02  0.165389E+02  0.215284E+02  0.844776E+01  0.633237E-03  0.373879E-03  0.571616E-03  0.145431E+03
  0.103505E+03  0.146469E+02  0.165389E+02  0.215284E+02  0.844776E+01  0.633237E-03  0.373879E-03  0.571616E-03  0.144287E+03
  0.103505E+03  0.146469E+02  0.165389E+02  0.215284E+02  0.105916E+02  0.633237E-03  0.373879E-03  0.571616E-03  0.144597E+03
  0.103505E+03  0.676449E+01  0.112086E+02  0.161058E+02  0.328405E+01  0.633237E-03  0.373879E-03  0.571616E-03  0.144974E+03
  0.103505E+03  0.676449E+01  0.112086E+02  0.226281E+02  0.328405E+01  0.633237E-03  0.373879E-03  0.571616E-03  0.144439E+03
  0.103505E+03  0.676449E+01  0.112086E+02  0.197024E+02  0.328405E+01  0.125425E-03  0.373879E-03  0.571616E-03  0.145717E+03
  0.103505E+03  0.781777E+01  0.112086E+02  0.829007E+01  0.184227E+01  0.125425E-03  0.373879E-03  0.571616E-03  0.144857E+03
  0.103505E+03  0.385125E+01  0.150084E+02  0.829007E+01  0.118857E+02  0.125425E-03  0.150599E-03  0.571616E-03  0.147944E+03
  0.103505E+03  0.385125E+01  0.150084E+02  0.269102E+01  0.890271E+01  0.125425E-03  0.150599E-03  0.571616E-03  0.147200E+03
  0.103505E+03  0.385125E+01  0.531964E+01  0.616226E+00 -0.124417E+02  0.125425E-03  0.150599E-03  0.571616E-03  0.142679E+03
  0.102535E+03  0.385125E+01  0.531964E+01  0.982110E+01 -0.124417E+02  0.106362E-03  0.150599E-03  0.571616E-03  0.145330E+03
  0.102535E+03  0.385125E+01  0.531964E+01  0.982110E+01 -0.124417E+02  0.106362E-03  0.150599E-03  0.571616E-03  0.145330E+03
  0.102535E+03  0.385125E+01  0.531964E+01  0.694132E+01 -0.699458E+01  0.106362E-03  0.150599E-03  0.571616E-03  0.146669E+03
  0.102535E+03  0.385125E+01  0.538168E-01 -0.788576E+01 -0.671794E+01  0.106362E-03  0.150599E-03  0.571616E-03  0.146009E+03
  0.102535E+03  0.385125E+01  0.539268E+01 -0.788576E+01 -0.109629E+02  0.103736E-03  0.150599E-03  0.571616E-03  0.144940E+03
  0.102535E+03  0.385125E+01 -0.156558E+01  0.262065E+01  0.207409E+01  0.103736E-03  0.150599E-03  0.268805E-04  0.146367E+03
  0.102535E+03  0.385125E+01 -0.156558E+01  0.262065E+01  0.207409E+01  0.103736E-03  0.150599E-03  0.268805E-04  0.146367E+03
  0.102535E+03  0.385125E+01 -0.332572E+01  0.413681E+01  0.207409E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.145123E+03
  0.100132E+03  0.136082E+01 -0.448327E+01  0.413681E+01  0.207409E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.149579E+03
  0.100132E+03  0.136082E+01 -0.448327E+01  0.413681E+01  0.207409E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.149579E+03
  0.100132E+03  0.136082E+01 -0.448327E+01  0.413681E+01  0.207409E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.149579E+03
  0.100132E+03  0.136082E+01 -0.448327E+01  0.413681E+01  0.437865E+00  0.103736E-03  0.191306E-03  0.268805E-04  0.149715E+03
  0.100132E+03  0.136082E+01 -0.448327E+01  0.413681E+01 -0.277826E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.149803E+03
  0.100132E+03  0.136082E+01 -0.448327E+01  0.408445E+00 -0.348321E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.150266E+03
  0.100132E+03  0.136082E+01 -0.477288E+01  0.720062E+01 -0.423559E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.148928E+03
  0.100132E+03  0.136082E+01 -0.166845E+01  0.140663E+02  0.105961E+02  0.103736E-03  0.191306E-03  0.268805E-04  0.144069E+03
  0.100132E+03  0.727590E+01 -0.166845E+01  0.140663E+02 -0.681350E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.145096E+03
  0.100132E+03  0.620673E+01 -0.250191E+00  0.128572E+02 -0.681350E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.146561E+03
  0.100132E+03  0.620673E+01 -0.250191E+00  0.128572E+02  0.410927E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.147580E+03
  0.100132E+03  0.490196E+01 -0.250191E+00 -0.252946E+01 -0.348441E+01  0.103736E-03  0.191306E-03  0.268805E-04  0.147494E+03
  0.100132E+03  0.490196E+01 -0.250191E+00  0.248626E+01 -0.548002E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.148102E+03
  0.100132E+03  0.490196E+01 -0.292912E+01  0.315183E+01 -0.954165E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.147788E+03
  0.100132E+03  0.490196E+01 -0.292912E+01  0.535766E+01 -0.291774E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.148433E+03
  0.100132E+03  0.490196E+01 -0.292912E+01  0.535766E+01 -0.291774E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.148433E+03
  0.100132E+03  0.490196E+01 -0.292912E+01  0.535766E+01 -0.415439E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.148372E+03
  0.100132E+03  0.490196E+01 -0.566237E+01  0.535766E+01 -0.415439E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.147663E+03
  0.100132E+03  0.202041E+01 -0.188438E+01  0.535766E+01 -0.774403E+01  0.103736E-03  0.346760E-03  0.268805E-04  0.148924E+03
  0.100132E+03  0.283850E+01 -0.684896E+01 -0.959440E+01 -0.906805E+01  0.188776E-03  0.346760E-03  0.268805E-04  0.147691E+03
  0.100132E+03  0.283850E+01 -0.684896E+01 -0.959440E+01 -0.721059E+00  0.188776E-03  0.346760E-03  0.601879E-03  0.145776E+03
  0.100132E+03  0.283850E+01 -0.684896E+01 -0.655720E+01  0.568943E+01  0.188776E-03  0.346760E-03  0.601879E-03  0.145475E+03
  0.100132E+03  0.283850E+01 -0.684896E+01  0.136374E+02 -0.147726E+01  0.188776E-03  0.346760E-03  0.601879E-03  0.144354E+03
  0.100132E+03  0.283850E+01 -0.102790E+01  0.136374E+02 -0.108208E+02  0.188776E-03  0.346760E-03  0.601879E-03  0.143563E+03
  0.100132E+03  0.283850E+01 -0.102790E+01  0.136374E+02 -0.779265E+01  0.188776E-03  0.346760E-03  0.601879E-03  0.144112E+03
  0.100132E+03  0.283850E+01 -0.462426E+01  0.105277E+02 -0.129384E+02  0.188776E-03  0.301415E-03  0.601879E-03  0.144688E+03
  0.100132E+03  0.720344E+01 -0.462426E+01  0.105277E+02 -0.266228E+01  0.188776E-03  0.301415E-03  0.601879E-03  0.145189E+03
  0.100132E+03  0.720344E+01 -0.462426E+01  0.169488E+02 -0.266228E+01  0.188776E-03  0.301415E-03  0.601879E-03  0.143569E+03
  0.100132E+03  0.126483E+01 -0.462426E+01  0.169488E+02 -0.363849E+01  0.188776E-03  0.159902E-03  0.601879E-03  0.141886E+03
  0.100132E+03  0.126483E+01 -0.462426E+01  0.169488E+02 -0.417309E+01  0.188776E-03  0.159902E-03  0.601879E-03  0.141875E+03
  0.100132E+03  0.126483E+01 -0.462426E+01  0.135340E+02 -0.772021E+01  0.188776E-03  0.159902E-03  0.601879E-03  0.143545E+03
  0.100132E+03  0.523025E+01 -0.819237E+01  0.135340E+02 -0.569742E+01  0.188776E-03  0.159902E-03  0.601879E-03  0.144141E+03
  0.100132E+03  0.523025E+01 -0.819237E+01 -0.642905E+00 -0.603446E+01  0.188776E-03  0.159902E-03  0.601879E-03  0.146567E+03
  0.100132E+03  0.523025E+01 -0.819237E+01 -0.642905E+00 -0.603446E+01  0.188776E-03  0.159902E-03  0.601879E-03  0.146567E+03
  0.100132E+03  0.523025E+01 -0.819237E+01 -0.642905E+00 -0.328633E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.146063E+03
  0.100613E+03  0.523025E+01 -0.819237E+01 -0.827410E+00 -0.123974E+02  0.188776E-03  0.297060E-03  0.601879E-03  0.146364E+03
  0.100613E+03  0.523025E+01 -0.819237E+01 -0.827410E+00 -0.153622E+02  0.188776E-03  0.297060E-03  0.601879E-03  0.146118E+03
  0.100613E+03  0.439999E+01 -0.819237E+01  0.200068E+01 -0.118415E+02  0.188776E-03  0.297060E-03  0.601879E-03  0.146600E+03
  0.100613E+03  0.439999E+01 -0.819237E+01 -0.227066E+01 -0.118415E+02  0.188776E-03  0.297060E-03  0.601879E-03  0.146883E+03
  0.100613E+03  0.439999E+01 -0.196398E+01 -0.227066E+01 -0.910183E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.147024E+03
  0.100613E+03  0.439999E+01 -0.245781E+01 -0.227066E+01 -0.910183E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.147096E+03
  0.100613E+03  0.439999E+01 -0.245781E+01 -0.311140E+01 -0.910183E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.147011E+03
  0.100613E+03  0.439999E+01 -0.245781E+01 -0.311140E+01 -0.910183E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.147011E+03
  0.100613E+03  0.439999E+01 -0.245781E+01 -0.133547E+02 -0.132778E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.144183E+03
  0.100613E+03  0.439999E+01 -0.245781E+01  0.202522E+01 -0.789692E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.147404E+03
  0.100613E+03  0.439999E+01 -0.245781E+01  0.362532E+01 -0.519375E+01  0.188776E-03  0.297060E-03  0.601879E-03  0.147604E+03
  0.100613E+03  0.748659E+01 -0.245781E+01  0.362532E+01 -0.519375E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.145801E+03
  0.100613E+03  0.748659E+01 -0.383351E+01  0.362532E+01 -0.519375E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.145638E+03
  0.100613E+03  0.748659E+01 -0.383351E+01  0.254054E+01 -0.519375E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.145550E+03
  0.100613E+03  0.542118E+01 -0.383351E+01  0.254054E+01 -0.519375E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.147043E+03
  0.100613E+03  0.428660E+01 -0.383351E+01 -0.346955E+01 -0.519375E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.147191E+03
  0.100613E+03  0.428660E+01 -0.383351E+01  0.807613E+00 -0.126443E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.146848E+03
  0.100613E+03  0.428660E+01 -0.383351E+01  0.807613E+00 -0.126443E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.146848E+03
  0.100613E+03  0.428660E+01 -0.383351E+01  0.938877E-01 -0.126443E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.146857E+03
  0.100613E+03  0.428660E+01 -0.715062E+01 -0.106241E+01 -0.126443E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.146833E+03
  0.100613E+03  0.776836E+01 -0.424840E+01 -0.106241E+01 -0.126443E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.144419E+03
  0.100613E+03  0.776836E+01 -0.394030E+01  0.158485E+02  0.653028E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.144682E+03
  0.100613E+03  0.776836E+01 -0.394030E+01  0.146136E+02  0.117005E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.144190E+03
  0.100613E+03  0.776836E+01 -0.394030E+01  0.146136E+02  0.168652E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.142818E+03
  0.100613E+03  0.776836E+01 -0.394030E+01  0.168321E+02  0.168652E+02  0.262319E-03  0.297060E-03  0.601879E-03  0.142376E+03
  0.100613E+03  0.776836E+01  0.989110E+01  0.163969E+02  0.327711E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.143050E+03
  0.100613E+03  0.776836E+01  0.989110E+01  0.111970E+02 -0.184460E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.142931E+03
  0.100613E+03  0.776836E+01  0.989110E+01  0.104771E+02 -0.184460E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.142944E+03
  0.100613E+03  0.776836E+01  0.989110E+01  0.566043E+01  0.800797E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.143483E+03
  0.100613E+03  0.776836E+01  0.989110E+01  0.987005E+01  0.800797E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.144022E+03
  0.100613E+03  0.374303E+01 -0.416073E+01  0.987005E+01  0.800797E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.146351E+03
  0.100613E+03  0.374303E+01 -0.416073E+01  0.791479E+01  0.800797E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.146674E+03
  0.100613E+03  0.374303E+01  0.504912E+01  0.791479E+01  0.754761E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.146391E+03
  0.100613E+03  0.552559E+01 -0.164143E+00 -0.298796E+01  0.407565E+01  0.262319E-03  0.297060E-03  0.601879E-03  0.146000E+03
  0.100613E+03  0.552559E+01  0.626237E+00 -0.298796E+01  0.300110E+01  0.139697E-03  0.297060E-03  0.601879E-03  0.146204E+03
  0.100613E+03  0.552559E+01  0.178549E+01  0.157334E+01 -0.742417E+00  0.139697E-03  0.297060E-03  0.601879E-03  0.147011E+03
  0.100613E+03 -0.371050E-01  0.178549E+01 -0.112885E+02 -0.844815E+01  0.139697E-03  0.297060E-03  0.601879E-03  0.144894E+03
