a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100000E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.100000E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.100518E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181047E+03
  0.100518E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181047E+03
  0.100518E+03 -0.100623E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.140658E-02  0.180402E+03
  0.100518E+03  0.412990E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.140658E-02  0.180714E+03
  0.100518E+03 -0.117614E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.124155E-02  0.180642E+03
  0.100518E+03  0.127931E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.124155E-02  0.181103E+03
  0.100518E+03  0.127931E+01  0.100000E-02  0.100000E-02  0.886075E-03  0.124155E-02  0.181831E+03
  0.100518E+03 -0.664153E+00  0.100000E-02  0.100000E-02  0.727263E-03  0.124155E-02  0.182666E+03
  0.100518E+03 -0.664153E+00  0.100000E-02  0.100000E-02  0.727263E-03  0.124155E-02  0.182666E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.100000E-02  0.727263E-03  0.124155E-02  0.181793E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.184099E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.184099E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.184099E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.184099E+03
  0.100518E+03  0.293497E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185244E+03
  0.100518E+03  0.309279E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185226E+03
  0.100518E+03  0.309279E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185226E+03
  0.100518E+03  0.309279E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185226E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185114E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185114E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185114E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185114E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.185114E+03
  0.100518E+03 -0.117703E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.184934E+03
