x(m)	h1(mm)
0.504	27.4673911238872
0.604	26.8370384213341
0.704	26.6579493925574
0.804	26.3258916883339
0.904	26.1920969202243
1.004	26.2508362294441
1.104	26.2495669328884
1.204	26.3474076085583
1.304	26.8574819484447
1.404	27.0692611918886
1.504	26.8834237461128
1.604	26.7060385147761
1.704	26.3601128071135
1.804	26.0518019185569
1.904	25.9567406277799
2.004	25.7672359178911
2.104	25.7097669819989
2.204	25.6380316147768
2.304	25.3512319486685
2.404	25.7080215561116
2.504	25.9841758389991
2.604	26.1566970330018
2.704	26.3272021355537
2.804	26.3616952670008
2.904	26.6251349261112
3.004	26.8835559949993
3.104	27.344515810333
3.204	27.0603395580014
3.304	27.4243301609999
3.404	27.3567259998886
3.504	27.2231230504451
3.604	26.7290890197762
3.704	26.6208629001118
3.804	26.700632333778
3.904	26.5236138238889
4.004	26.3093773233323
4.104	26.1702229435564
4.204	26.4601154336651
4.304	26.4824425646675
4.404	26.4074310590017
4.504	26.3089043878898
4.604	26.3963200937787
4.704	27.0062269062228
4.804	26.735423060555
4.904	26.8481442222211
5.004	26.7549072085563
5.104	26.3696377666669
5.204	26.5075579018871
5.304	26.075291449667
5.404	26.2046971896681
5.504	26.4639239204432
5.604	26.4211648537768
5.704	26.7114102843318
5.804	26.8772294995549
5.904	26.9402110904452
6.004	26.9806246212236
6.104	27.3114948559999
6.204	26.3075139671104
6.304	26.3715493251125
6.404	25.8491973307771
6.504	25.9295011078883
6.604	26.1267190217789
6.704	25.9681987096662
6.804	25.9470639198912
6.904	25.8961409076663
7.004	25.9453623523344
7.104	26.2227557411122
7.204	26.3753155273317
7.304	26.6744928784469
7.404	26.8995627471111
7.504	26.8699496633337
7.604	27.0628374332222
7.704	26.7933301878898
7.804	26.7622705122219
7.904	26.5160682518884
8.004	26.4238157910015
8.104	26.3268105080014
8.204	26.3001752763326
8.304	26.2748890039998
8.404	26.2603447200008
8.504	26.0381147808899
8.604	25.8785712491135
8.704	26.2904135493333
8.804	26.2428707892246
8.904	25.9587230768894
9.004	26.262073992888
9.104	26.4498743136638
9.204	26.9420181245547
9.304	26.8960741481108
9.404	26.8427466058887
9.504	27.044848509445
9.604	26.8752617100014
9.704	26.8401323887785
9.804	26.794950880888
9.904	26.9937834314457
10.004	27.2282341994446
10.104	27.291329813891
10.204	27.4553609423344
10.304	27.4109286088904
10.404	27.6727926031099
10.504	27.9351447634428
10.604	28.125938358999
10.704	27.6573595782215
10.804	27.6230018718891
10.904	27.349984937333
11.004	27.2715652179996
11.104	27.1741616083315
11.204	27.169120303226
11.304	27.1443231409995
11.404	27.0823719113327
11.504	27.2394764318897
11.604	27.4149505704436
11.704	26.8835634383338
11.804	26.9760841509984
11.904	26.9785386319988
12.004	27.2464150305566
12.104	27.0140772809992
12.204	26.5932522205553
12.304	26.7525615439988
12.404	26.7793347193326
12.504	26.616792603667
12.604	26.902186381889
12.704	26.7856749033319
12.804	26.6708196864437
12.904	26.8483922756674
13.004	26.9184585405554
13.104	26.5180039864439
13.204	26.6968853200023
13.304	26.6589812680022
13.404	26.976731964777
13.504	27.1446836997771
13.604	27.1811177628894
13.704	26.6743036695561
13.804	26.7703934261115
13.904	26.3866322750014
14.004	26.7894164583327
14.104	26.7391427038888
14.204	26.6947600533348
14.304	26.9621655767799
14.404	26.5321504536658
14.504	26.4437454401128
14.604	26.6734013506643
14.704	27.1962428805548
14.804	27.5631695532207
14.904	27.2406976527779
15.004	27.5562238552214
15.104	27.7520366251109
15.204	28.0396310961099
15.304	27.6648229276673
15.404	27.798610391999
15.504	27.8342414848884
15.604	27.8827642075547
15.704	27.8395803348875
15.804	27.7223275054458
15.904	27.5941390153328
16.004	27.7773214275549
16.104	27.9585739690006
16.204	27.4646245597792
16.304	27.312118642113
16.404	27.2804247310007
16.504	27.4161429816672
