x(m)	h2(mm)
0.504	26.7037859113324
0.604	26.1015728075549
0.704	25.8931389475561
0.804	25.7524906473346
0.904	26.1252923052246
1.004	26.3537667138917
1.104	26.59413080178
1.204	26.8791602268891
1.304	26.9184311461116
1.404	27.0236184994458
1.504	27.3494694262216
1.604	27.3073562604447
1.704	27.0258640090006
1.804	26.7896388857786
1.904	26.5703240774463
2.004	26.1977596233363
2.104	25.9652546684449
2.204	25.792961333667
2.304	25.5284337413347
2.404	25.6824044931124
2.504	25.8999270724448
2.604	25.9558867601098
2.704	25.9406594842234
2.804	25.9519212221108
2.904	25.9831994365559
3.004	26.0939199464439
3.104	26.2136723211121
3.204	26.612681978223
3.304	26.64300712411
3.404	26.8545942432208
3.504	27.1409486421105
3.604	26.8522200266653
3.704	27.00013476689
3.804	26.8240633608892
3.904	26.479969776889
4.004	26.3007813874452
4.104	25.7736711341088
4.204	25.7168872934451
4.304	25.9745591001106
4.404	25.9248450673344
4.504	25.79752017289
4.604	25.8575326375575
4.704	26.7092815479994
4.804	26.4133063885558
4.904	26.4012236386665
5.004	26.1276365485556
5.104	25.7678109498889
5.204	25.9116264712208
5.304	25.8846790504446
5.404	26.3190663203333
5.504	26.5067574918893
5.604	26.5668900127766
5.704	26.6975060083315
5.804	26.9161779339968
5.904	26.9902255403321
6.004	27.0562851403326
6.104	27.1045088921103
6.204	26.6663181253347
6.304	26.9032126028858
6.404	26.4166321251129
6.504	26.459074412779
6.604	25.9679190476685
6.704	25.8564012202212
6.804	26.180352719001
6.904	25.9306939406658
7.004	26.2802548006674
7.104	26.4769086009987
7.204	26.7265170174421
7.304	27.1991357097775
7.404	27.340367573779
7.504	27.4573686925563
7.604	27.6033511069998
7.704	27.5241062202245
7.804	27.3772116733332
7.904	27.1853318487799
8.004	27.092717231223
8.104	27.0952713568897
8.204	26.9730745500016
8.304	26.850269944224
8.404	26.4908332134453
8.504	26.2234453574455
8.604	26.1067056398908
8.704	26.3499366358888
8.804	26.3232082488871
8.904	26.5828608497773
9.004	27.047715856223
9.104	27.1226780665555
9.204	27.4042821095561
9.304	26.3545152364428
9.404	26.997106128556
9.504	27.3216983072232
9.604	26.7496254594437
9.704	26.3488105089987
9.804	26.440021788002
9.904	26.9334461110022
10.004	27.0352124491087
10.104	27.1958402033342
10.204	27.4519364896663
10.304	28.0373808261131
10.404	27.8999352910004
10.504	27.8578402522211
10.604	28.5118750387786
10.704	27.8151921370019
10.804	27.6646962542222
10.904	27.448361891888
11.004	27.3655459091131
11.104	27.403996694888
11.204	27.3068587071141
11.304	27.3512945786686
11.404	26.9572260044433
11.504	26.977341313
11.604	26.7382350369995
11.704	26.6644329054459
11.804	26.8849429128892
11.904	26.9174475653359
12.004	26.7848808502225
12.104	26.2597700338894
12.204	26.1950354155517
12.304	26.632407843556
12.404	26.4745815561099
12.504	26.3926529504448
12.604	26.3435105811096
12.704	26.0857739962208
12.804	26.1623195444459
12.904	26.9200168168913
13.004	27.1311605779984
13.104	27.4026806753325
13.204	27.8906299475585
13.304	27.3087365755538
13.404	27.3530318718885
13.504	27.8571852815569
13.604	27.8298115998895
13.704	27.0612330586677
13.804	27.2344845012227
13.904	26.7876698379978
14.004	27.1241687356665
14.104	26.8269601888865
14.204	26.8390282767794
14.304	26.9757489602216
14.404	27.016799428
14.504	27.4560926377802
14.604	27.7175534936674
14.704	27.8012636140024
14.804	27.9628183173313
14.904	27.8397841190006
15.004	27.873907274998
15.104	27.8389271398879
15.204	28.1923557756666
15.304	28.1514955730028
15.404	28.1649732423359
15.504	28.1517958012236
15.604	28.0333792122212
15.704	27.830210305779
15.804	27.5988386471116
15.904	27.709395465556
16.004	27.6449168222242
16.104	27.6671741683318
16.204	27.8269760285567
16.304	27.6638841662246
16.404	27.7700662551107
16.504	27.2454332697764
