a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.989406E+02  -0.345292E+01   0.580453E+01  -0.160103E+02   0.587163E-03   0.928313E+01   0.108847E+02   0.146807E+02   0.159388E+02   0.173918E+03  -0.751970E+01   0.000000E+00   0.181438E+03  -0.362875E+03
   0.989406E+02  -0.547467E+01   0.568597E+01  -0.160103E+02   0.587163E-03   0.928313E+01   0.945258E+01   0.125948E+02   0.159388E+02   0.173413E+03  -0.755117E+01   0.000000E+00   0.180964E+03  -0.361928E+03
   0.989406E+02  -0.547467E+01   0.584890E+01  -0.160103E+02   0.587163E-03   0.928313E+01   0.769696E+01   0.125948E+02   0.159388E+02   0.172778E+03  -0.816257E+01   0.000000E+00   0.180941E+03  -0.361881E+03
   0.989406E+02  -0.154571E+01   0.506866E+01  -0.160103E+02   0.809264E-03   0.110218E+02   0.100386E+02   0.125948E+02   0.136606E+02   0.173197E+03  -0.770177E+01   0.000000E+00   0.180899E+03  -0.361798E+03
   0.983774E+02  -0.664461E+00   0.506866E+01  -0.161061E+02   0.809264E-03   0.110218E+02   0.116395E+02   0.171956E+02   0.154451E+02   0.172178E+03  -0.832460E+01   0.000000E+00   0.180503E+03  -0.361005E+03
   0.983774E+02  -0.664461E+00   0.672748E+01  -0.142985E+02   0.651324E-03   0.110218E+02   0.116395E+02   0.184916E+02   0.154451E+02   0.172357E+03  -0.871142E+01   0.000000E+00   0.181068E+03  -0.362137E+03
   0.983774E+02   0.371912E+00   0.672748E+01  -0.142985E+02   0.811110E-03   0.125590E+02   0.116395E+02   0.183293E+02   0.158730E+02   0.170799E+03  -0.937530E+01   0.000000E+00   0.180174E+03  -0.360349E+03
   0.983774E+02   0.191587E+01   0.672748E+01  -0.142985E+02   0.811110E-03   0.107501E+02   0.130800E+02   0.183293E+02   0.160916E+02   0.170105E+03  -0.940128E+01   0.000000E+00   0.179506E+03  -0.359013E+03
   0.983774E+02   0.191587E+01   0.672748E+01  -0.120056E+02   0.811110E-03   0.107501E+02   0.138336E+02   0.119622E+02   0.160916E+02   0.170511E+03  -0.958366E+01   0.000000E+00   0.180095E+03  -0.360189E+03
   0.991424E+02  -0.802455E+00   0.672748E+01  -0.120056E+02   0.811110E-03   0.107501E+02   0.146131E+02   0.129422E+02   0.160916E+02   0.171104E+03  -0.983154E+01   0.000000E+00   0.180936E+03  -0.361871E+03
   0.991424E+02  -0.802455E+00  -0.364620E+01  -0.120056E+02   0.811110E-03   0.120663E+02   0.146131E+02   0.129422E+02   0.139186E+02   0.170848E+03  -0.101859E+02   0.000000E+00   0.181034E+03  -0.362068E+03
   0.991424E+02  -0.391531E+00  -0.364620E+01  -0.732990E+01   0.692967E-03   0.110206E+02   0.146819E+02   0.178100E+02   0.139186E+02   0.171140E+03  -0.102375E+02   0.000000E+00   0.181377E+03  -0.362755E+03
   0.997194E+02  -0.391531E+00  -0.364620E+01  -0.732990E+01   0.692967E-03   0.110206E+02   0.987147E+01   0.103040E+02   0.139186E+02   0.170923E+03  -0.884598E+01   0.000000E+00   0.179769E+03  -0.359538E+03
   0.996188E+02  -0.391531E+00  -0.364620E+01  -0.732990E+01   0.692967E-03   0.110206E+02   0.936334E+01   0.107548E+02   0.164033E+02   0.171384E+03  -0.870313E+01   0.000000E+00   0.180087E+03  -0.360174E+03
   0.996188E+02  -0.477424E+01   0.344244E+01  -0.143833E+02   0.692967E-03   0.102542E+02   0.936334E+01   0.107548E+02   0.181065E+02   0.172025E+03  -0.896252E+01   0.000000E+00   0.180988E+03  -0.361975E+03
   0.996188E+02  -0.477424E+01   0.344244E+01  -0.143833E+02   0.692967E-03   0.102400E+02   0.936334E+01   0.107548E+02   0.181065E+02   0.172027E+03  -0.896029E+01   0.000000E+00   0.180987E+03  -0.361975E+03
   0.998820E+02  -0.477424E+01   0.344244E+01  -0.472414E+01   0.692967E-03   0.139976E+02   0.873930E+01   0.107548E+02   0.130407E+02   0.169316E+03  -0.102574E+02   0.000000E+00   0.179573E+03  -0.359147E+03
   0.998820E+02   0.262532E+01   0.677161E+01  -0.297378E+01   0.692967E-03   0.139976E+02   0.106407E+02   0.104100E+02   0.151466E+02   0.169709E+03  -0.104331E+02   0.000000E+00   0.180142E+03  -0.360284E+03
   0.998820E+02   0.262532E+01   0.677161E+01   0.260610E+01   0.692967E-03   0.131213E+02   0.106407E+02   0.132434E+02   0.147959E+02   0.172032E+03  -0.862167E+01   0.000000E+00   0.180654E+03  -0.361307E+03
   0.998820E+02   0.262532E+01   0.677161E+01   0.710926E+01   0.692967E-03   0.126138E+02   0.958934E+01   0.158060E+02   0.144150E+02   0.172753E+03  -0.821211E+01   0.000000E+00   0.180965E+03  -0.361930E+03
   0.998820E+02   0.262532E+01   0.128674E+02   0.710926E+01   0.692967E-03   0.126138E+02   0.872309E+01   0.125879E+02   0.192660E+02   0.171581E+03  -0.950439E+01   0.000000E+00   0.181085E+03  -0.362171E+03
   0.998820E+02   0.744955E+00   0.128674E+02   0.710926E+01   0.692967E-03   0.116769E+02   0.985380E+01   0.142127E+02   0.175339E+02   0.172728E+03  -0.814574E+01   0.000000E+00   0.180874E+03  -0.361747E+03
   0.998820E+02   0.744955E+00   0.128674E+02   0.330302E+01   0.692967E-03   0.117818E+02   0.108367E+02   0.142127E+02   0.133876E+02   0.172901E+03  -0.795074E+01   0.000000E+00   0.180852E+03  -0.361703E+03
   0.998820E+02   0.744955E+00   0.117612E+02   0.330302E+01   0.692967E-03   0.117818E+02   0.783105E+01   0.142127E+02   0.133876E+02   0.172658E+03  -0.829237E+01   0.000000E+00   0.180950E+03  -0.361901E+03
   0.998820E+02   0.744955E+00   0.117612E+02   0.357865E+01   0.692967E-03   0.125838E+02   0.783105E+01   0.100755E+02   0.118228E+02   0.170257E+03  -0.107037E+02   0.000000E+00   0.180961E+03  -0.361921E+03
   0.973430E+02   0.744955E+00   0.117612E+02   0.357865E+01   0.692967E-03   0.125838E+02   0.783105E+01   0.142614E+02   0.118228E+02   0.170233E+03  -0.910356E+01   0.000000E+00   0.179337E+03  -0.358673E+03
   0.973358E+02   0.744955E+00   0.117612E+02   0.357865E+01   0.798749E-03   0.121767E+02   0.783105E+01   0.142614E+02   0.167004E+02   0.170284E+03  -0.867662E+01   0.000000E+00   0.178961E+03  -0.357921E+03
   0.973358E+02   0.511915E+01   0.117612E+02   0.357865E+01   0.798749E-03   0.121767E+02   0.783105E+01   0.130300E+02   0.131165E+02   0.170122E+03  -0.864159E+01   0.000000E+00   0.178764E+03  -0.357527E+03
   0.982755E+02  -0.105758E+00   0.260167E+01   0.357865E+01   0.798749E-03   0.783312E+01   0.105033E+02   0.167581E+02   0.122493E+02   0.173881E+03  -0.841465E+01   0.000000E+00   0.182296E+03  -0.364591E+03
   0.982755E+02  -0.105758E+00   0.532126E+01   0.357865E+01   0.798749E-03   0.113410E+02   0.105033E+02   0.167581E+02   0.124647E+02   0.173930E+03  -0.817003E+01   0.000000E+00   0.182100E+03  -0.364200E+03
   0.982755E+02  -0.589078E+01   0.353438E+01   0.357865E+01   0.798749E-03   0.101073E+02   0.101373E+02   0.139170E+02   0.124647E+02   0.171534E+03  -0.752594E+01   0.000000E+00   0.179060E+03  -0.358120E+03
   0.982755E+02  -0.232806E+01   0.353438E+01   0.357865E+01   0.798749E-03   0.862143E+01   0.101373E+02   0.139170E+02   0.124647E+02   0.173860E+03  -0.764055E+01   0.000000E+00   0.181501E+03  -0.363001E+03
   0.982755E+02  -0.232806E+01  -0.114248E+02   0.357865E+01   0.798749E-03   0.878449E+01   0.101373E+02   0.160814E+02   0.124647E+02   0.171937E+03  -0.772912E+01   0.000000E+00   0.179666E+03  -0.359332E+03
   0.982755E+02   0.464375E+01   0.585322E+01   0.147340E+02   0.798749E-03   0.878449E+01   0.101373E+02   0.160814E+02   0.144289E+02   0.174557E+03  -0.746579E+01   0.000000E+00   0.182023E+03  -0.364046E+03
   0.982755E+02   0.464375E+01   0.585322E+01   0.128219E+02   0.798749E-03   0.878449E+01   0.910647E+01   0.153434E+02   0.144289E+02   0.174765E+03  -0.736459E+01   0.000000E+00   0.182130E+03  -0.364259E+03
   0.982755E+02   0.464375E+01   0.585322E+01   0.128219E+02   0.798749E-03   0.878449E+01   0.752967E+01   0.153434E+02   0.144930E+02   0.174058E+03  -0.807163E+01   0.000000E+00   0.182130E+03  -0.364259E+03
   0.982755E+02   0.534354E+01   0.585322E+01   0.128219E+02   0.798749E-03   0.878449E+01   0.752967E+01   0.125402E+02   0.126943E+02   0.173591E+03  -0.846538E+01   0.000000E+00   0.182056E+03  -0.364113E+03
   0.982755E+02   0.534354E+01   0.579268E+01   0.128219E+02   0.798749E-03   0.105192E+02   0.752967E+01   0.125402E+02   0.144922E+02   0.173794E+03  -0.826678E+01   0.000000E+00   0.182061E+03  -0.364122E+03
   0.982755E+02   0.534354E+01   0.579268E+01   0.128219E+02   0.543416E-03   0.908810E+01   0.997186E+01   0.125402E+02   0.160917E+02   0.175281E+03  -0.762907E+01   0.000000E+00   0.182910E+03  -0.365820E+03
   0.982755E+02   0.534354E+01   0.579268E+01   0.128219E+02   0.543416E-03   0.908810E+01   0.997186E+01   0.125402E+02   0.160917E+02   0.175281E+03  -0.762907E+01   0.000000E+00   0.182910E+03  -0.365820E+03
   0.982755E+02   0.534354E+01   0.579268E+01   0.116658E+02   0.543416E-03   0.896817E+01   0.997186E+01   0.129986E+02   0.161362E+02   0.175356E+03  -0.754871E+01   0.000000E+00   0.182905E+03  -0.365809E+03
   0.982755E+02   0.534354E+01   0.579268E+01   0.116658E+02   0.543416E-03   0.698120E+01   0.997186E+01   0.129986E+02   0.215177E+02   0.172292E+03  -0.106129E+02   0.000000E+00   0.182905E+03  -0.365810E+03
   0.982755E+02   0.534354E+01   0.579268E+01   0.121691E+02   0.543416E-03   0.805296E+01   0.106133E+02   0.129986E+02   0.159201E+02   0.174962E+03  -0.794967E+01   0.000000E+00   0.182912E+03  -0.365823E+03
   0.982755E+02   0.173193E+01   0.579268E+01   0.125823E+02   0.556948E-03   0.805296E+01   0.988938E+01   0.117291E+02   0.180581E+02   0.174036E+03  -0.874551E+01   0.000000E+00   0.182782E+03  -0.365563E+03
   0.982755E+02   0.173193E+01   0.803738E+01   0.125823E+02   0.556948E-03   0.832719E+01   0.101838E+02   0.118124E+02   0.144301E+02   0.174280E+03  -0.797199E+01   0.000000E+00   0.182252E+03  -0.364504E+03
   0.982755E+02   0.173193E+01  -0.880110E+00   0.125823E+02   0.556948E-03   0.832719E+01   0.929712E+01   0.161348E+02   0.151346E+02   0.175050E+03  -0.763795E+01   0.000000E+00   0.182688E+03  -0.365376E+03
   0.982755E+02   0.173193E+01   0.654470E+00   0.146858E+02   0.556948E-03   0.810020E+01   0.944966E+01   0.149196E+02   0.183829E+02   0.174295E+03  -0.830229E+01   0.000000E+00   0.182597E+03  -0.365195E+03
   0.982755E+02   0.173193E+01  -0.113601E+01   0.146858E+02   0.556948E-03   0.810020E+01   0.123164E+02   0.122408E+02   0.175738E+02   0.173195E+03  -0.913950E+01   0.000000E+00   0.182335E+03  -0.364669E+03
   0.984716E+02   0.173193E+01  -0.113601E+01   0.146858E+02   0.750475E-03   0.722838E+01   0.123164E+02   0.122408E+02   0.175738E+02   0.172177E+03  -0.978754E+01   0.000000E+00   0.181965E+03  -0.363929E+03
   0.990854E+02   0.173193E+01  -0.113601E+01   0.146858E+02   0.751420E-03   0.687481E+01   0.123164E+02   0.122408E+02   0.140205E+02   0.171551E+03  -0.969341E+01   0.000000E+00   0.181244E+03  -0.362489E+03
   0.977656E+02   0.201376E+01  -0.113601E+01  -0.784442E+01   0.751420E-03   0.687481E+01   0.123164E+02   0.122408E+02   0.137676E+02   0.172466E+03  -0.971008E+01   0.000000E+00   0.182176E+03  -0.364352E+03
   0.977656E+02   0.153298E+01  -0.113601E+01  -0.784442E+01   0.751420E-03   0.687481E+01   0.116986E+02   0.126163E+02   0.137676E+02   0.173014E+03  -0.931175E+01   0.000000E+00   0.182326E+03  -0.364651E+03
   0.973574E+02  -0.113156E+01  -0.195533E+01  -0.784442E+01   0.583223E-03   0.687481E+01   0.116986E+02   0.123002E+02   0.156893E+02   0.173428E+03  -0.946822E+01   0.000000E+00   0.182896E+03  -0.365792E+03
   0.973574E+02  -0.113156E+01  -0.490770E+01  -0.784442E+01   0.583223E-03   0.687481E+01   0.128179E+02   0.124191E+02   0.211057E+02   0.171013E+03  -0.117144E+02   0.000000E+00   0.182727E+03  -0.365455E+03
   0.973574E+02  -0.113156E+01  -0.490770E+01  -0.769833E+01   0.583223E-03   0.990394E+01   0.881201E+01   0.160017E+02   0.120590E+02   0.174924E+03  -0.781824E+01   0.000000E+00   0.182742E+03  -0.365484E+03
   0.973574E+02  -0.113156E+01  -0.490770E+01  -0.693962E+01   0.495625E-03   0.990394E+01   0.881201E+01   0.138963E+02   0.140884E+02   0.175122E+03  -0.730727E+01   0.000000E+00   0.182429E+03  -0.364859E+03
   0.973574E+02  -0.113156E+01  -0.490770E+01  -0.118231E+02   0.495625E-03   0.824358E+01   0.104808E+02   0.138963E+02   0.140884E+02   0.174080E+03  -0.759001E+01   0.000000E+00   0.181670E+03  -0.363340E+03
   0.973574E+02   0.213436E+01   0.498218E+01   0.127627E+02   0.495625E-03   0.824358E+01   0.101005E+02   0.138963E+02   0.142899E+02   0.174163E+03  -0.752120E+01   0.000000E+00   0.181684E+03  -0.363368E+03
   0.969979E+02   0.213436E+01   0.498218E+01   0.127627E+02   0.495625E-03   0.824358E+01   0.101005E+02   0.120086E+02   0.142899E+02   0.172777E+03  -0.792061E+01   0.000000E+00   0.180698E+03  -0.361395E+03
   0.969979E+02   0.213436E+01   0.498218E+01  -0.750014E+00   0.495625E-03   0.824358E+01   0.101005E+02   0.120086E+02   0.142899E+02   0.173515E+03  -0.792061E+01   0.000000E+00   0.181436E+03  -0.362871E+03
   0.969979E+02   0.213436E+01  -0.261351E+01  -0.750014E+00   0.597866E-03   0.113063E+02   0.107377E+02   0.120086E+02   0.142899E+02   0.175069E+03  -0.808187E+01   0.000000E+00   0.183151E+03  -0.366302E+03
   0.976515E+02   0.213436E+01   0.440883E-01  -0.750014E+00   0.566846E-03   0.113063E+02   0.107377E+02   0.138533E+02   0.145396E+02   0.175800E+03  -0.768547E+01   0.000000E+00   0.183485E+03  -0.366971E+03
   0.976515E+02   0.213436E+01   0.440883E-01  -0.750014E+00   0.566846E-03   0.117962E+02   0.107377E+02   0.146888E+02   0.174782E+02   0.175156E+03  -0.832975E+01   0.000000E+00   0.183486E+03  -0.366972E+03
   0.976515E+02   0.213436E+01   0.228506E+01  -0.750014E+00   0.566846E-03   0.117962E+02   0.750057E+01   0.131273E+02   0.126132E+02   0.174552E+03  -0.880301E+01   0.000000E+00   0.183355E+03  -0.366710E+03
   0.986389E+02   0.213436E+01   0.530603E+01  -0.750014E+00   0.566846E-03   0.124959E+02   0.750057E+01   0.128673E+02   0.128541E+02   0.173527E+03  -0.913322E+01   0.000000E+00   0.182660E+03  -0.365320E+03
   0.986389E+02  -0.917933E-02   0.530603E+01  -0.750014E+00   0.566846E-03   0.124959E+02   0.685582E+01   0.128673E+02   0.161023E+02   0.173106E+03  -0.978079E+01   0.000000E+00   0.182887E+03  -0.365774E+03
   0.986389E+02  -0.917933E-02   0.299317E+01  -0.750014E+00   0.566846E-03   0.132291E+02   0.685582E+01   0.158209E+02   0.161023E+02   0.172796E+03  -0.101442E+02   0.000000E+00   0.182940E+03  -0.365880E+03
   0.986389E+02  -0.294066E+01   0.299317E+01  -0.229759E+01   0.737164E-03   0.993865E+01   0.685582E+01   0.214577E+02   0.122375E+02   0.171056E+03  -0.109320E+02   0.000000E+00   0.181988E+03  -0.363976E+03
   0.986389E+02  -0.201274E+01   0.555957E+01  -0.229759E+01   0.737164E-03   0.834449E+01   0.790412E+01   0.214577E+02   0.174443E+02   0.171830E+03  -0.103402E+02   0.000000E+00   0.182170E+03  -0.364340E+03
   0.986389E+02  -0.201274E+01   0.555957E+01   0.418027E+01   0.737164E-03   0.118345E+02   0.790412E+01   0.214609E+02   0.174443E+02   0.171167E+03  -0.106363E+02   0.000000E+00   0.181803E+03  -0.363607E+03
   0.986389E+02  -0.201274E+01   0.555957E+01   0.153022E+01   0.737164E-03   0.123196E+02   0.658995E+01   0.204363E+02   0.174443E+02   0.170301E+03  -0.117095E+02   0.000000E+00   0.182010E+03  -0.364021E+03
   0.986389E+02  -0.201274E+01   0.555957E+01   0.333058E+01   0.737164E-03   0.123196E+02   0.658995E+01   0.160701E+02   0.173322E+02   0.171575E+03  -0.103027E+02   0.000000E+00   0.181878E+03  -0.363755E+03
   0.992674E+02  -0.201274E+01   0.555957E+01  -0.383187E+01   0.710367E-03   0.123196E+02   0.719023E+01   0.160701E+02   0.173322E+02   0.172171E+03  -0.957593E+01   0.000000E+00   0.181747E+03  -0.363494E+03
   0.976209E+02  -0.155503E+01   0.555957E+01  -0.383187E+01   0.710367E-03   0.123196E+02   0.908067E+01   0.167543E+02   0.135980E+02   0.173673E+03  -0.831741E+01   0.000000E+00   0.181990E+03  -0.363981E+03
   0.976209E+02  -0.270017E+00  -0.658357E+01  -0.122909E+02   0.465084E-03   0.121125E+02   0.908067E+01   0.127624E+02   0.146944E+02   0.173170E+03  -0.807926E+01   0.000000E+00   0.181249E+03  -0.362499E+03
   0.976209E+02  -0.201503E+01  -0.658357E+01  -0.122909E+02   0.465084E-03   0.717829E+01   0.908067E+01   0.136242E+02   0.157040E+02   0.172546E+03  -0.841306E+01   0.000000E+00   0.180959E+03  -0.361918E+03
   0.976209E+02  -0.201503E+01  -0.241022E+01  -0.122909E+02   0.465084E-03   0.103735E+02   0.114399E+02   0.139915E+02   0.129854E+02   0.173829E+03  -0.778021E+01   0.000000E+00   0.181609E+03  -0.363218E+03
   0.976209E+02  -0.201503E+01  -0.337736E+01  -0.122909E+02   0.465084E-03   0.838440E+01   0.111230E+02   0.157052E+02   0.129854E+02   0.173637E+03  -0.790733E+01   0.000000E+00   0.181544E+03  -0.363089E+03
   0.976209E+02  -0.201503E+01  -0.285950E+01   0.674255E+01   0.465084E-03   0.838440E+01   0.111230E+02   0.138352E+02   0.119824E+02   0.172974E+03  -0.812608E+01   0.000000E+00   0.181100E+03  -0.362200E+03
   0.973130E+02  -0.201503E+01  -0.285950E+01   0.674255E+01   0.465084E-03   0.796697E+01   0.113147E+02   0.138352E+02   0.119824E+02   0.172562E+03  -0.839878E+01   0.000000E+00   0.180961E+03  -0.361922E+03
   0.973130E+02  -0.201503E+01  -0.285950E+01   0.674255E+01   0.465084E-03   0.956209E+01   0.113147E+02   0.138352E+02   0.104288E+02   0.172119E+03  -0.884261E+01   0.000000E+00   0.180962E+03  -0.361923E+03
   0.975473E+02  -0.201503E+01  -0.285950E+01   0.674255E+01   0.465084E-03   0.956209E+01   0.739116E+01   0.138352E+02   0.113161E+02   0.172300E+03  -0.879140E+01   0.000000E+00   0.181091E+03  -0.362183E+03
   0.975473E+02  -0.178581E+01  -0.285950E+01   0.674255E+01   0.465084E-03   0.110015E+02   0.739116E+01   0.138000E+02   0.145718E+02   0.172997E+03  -0.829366E+01   0.000000E+00   0.181291E+03  -0.362581E+03
   0.975473E+02  -0.178581E+01  -0.285950E+01   0.193742E+01   0.465084E-03   0.110015E+02   0.692857E+01   0.138000E+02   0.161841E+02   0.173138E+03  -0.893631E+01   0.000000E+00   0.182074E+03  -0.364149E+03
   0.975473E+02  -0.178581E+01  -0.285950E+01   0.278514E+00   0.465084E-03   0.829391E+01   0.692857E+01   0.138000E+02   0.161841E+02   0.173261E+03  -0.897734E+01   0.000000E+00   0.182238E+03  -0.364477E+03
   0.975473E+02   0.508874E+01  -0.285950E+01   0.278514E+00   0.465084E-03   0.829391E+01   0.673651E+01   0.162054E+02   0.135619E+02   0.171458E+03  -0.924348E+01   0.000000E+00   0.180701E+03  -0.361403E+03
   0.975473E+02   0.508874E+01   0.441945E+01   0.278514E+00   0.465084E-03   0.829391E+01   0.578231E+01   0.158150E+02   0.119190E+02   0.169519E+03  -0.112314E+02   0.000000E+00   0.180750E+03  -0.361501E+03
   0.975473E+02   0.498359E+01   0.441945E+01   0.278514E+00   0.465084E-03   0.829391E+01   0.791071E+01   0.158150E+02   0.142404E+02   0.172813E+03  -0.803154E+01   0.000000E+00   0.180845E+03  -0.361689E+03
   0.975473E+02  -0.370034E+01   0.441945E+01  -0.756047E+01   0.465084E-03   0.829391E+01   0.100014E+02   0.158150E+02   0.131850E+02   0.172914E+03  -0.767661E+01   0.000000E+00   0.180591E+03  -0.361181E+03
   0.975473E+02  -0.370034E+01  -0.106786E+01   0.855249E+01   0.465084E-03   0.829391E+01   0.130556E+02   0.175184E+02   0.131850E+02   0.169567E+03  -0.920015E+01   0.000000E+00   0.178767E+03  -0.357534E+03
   0.975473E+02   0.199459E+01  -0.106786E+01   0.855249E+01   0.465084E-03   0.829391E+01   0.130556E+02   0.168444E+02   0.131850E+02   0.173886E+03  -0.902793E+01   0.000000E+00   0.182914E+03  -0.365828E+03
   0.975473E+02   0.199459E+01  -0.106786E+01   0.855249E+01   0.631330E-03   0.984603E+01   0.129068E+02   0.163276E+02   0.149942E+02   0.174934E+03  -0.849015E+01   0.000000E+00   0.183424E+03  -0.366848E+03
   0.975473E+02   0.199459E+01  -0.106786E+01   0.855249E+01   0.631330E-03   0.100829E+02   0.107639E+02   0.142369E+02   0.134205E+02   0.175989E+03  -0.743508E+01   0.000000E+00   0.183424E+03  -0.366848E+03
   0.975473E+02   0.199459E+01  -0.106786E+01   0.141054E+02   0.631330E-03   0.100829E+02   0.107639E+02   0.148241E+02   0.159720E+02   0.175097E+03  -0.751174E+01   0.000000E+00   0.182609E+03  -0.365217E+03
   0.975473E+02   0.199459E+01  -0.279927E+00   0.185974E+02   0.631330E-03   0.101967E+02   0.897722E+01   0.162635E+02   0.159720E+02   0.173802E+03  -0.759581E+01   0.000000E+00   0.181398E+03  -0.362796E+03
   0.975473E+02   0.199459E+01   0.549463E+01   0.185974E+02   0.631330E-03   0.834533E+01   0.115931E+02   0.162635E+02   0.159720E+02   0.172301E+03  -0.818304E+01   0.000000E+00   0.180484E+03  -0.360968E+03
   0.975473E+02   0.739226E+01   0.549463E+01   0.345412E+01   0.631330E-03   0.834533E+01   0.115931E+02   0.162635E+02   0.159720E+02   0.172345E+03  -0.818304E+01   0.000000E+00   0.180528E+03  -0.361056E+03
   0.975473E+02   0.170148E+01   0.811455E+01   0.345412E+01   0.631330E-03   0.107731E+02   0.115931E+02   0.158022E+02   0.159720E+02   0.174030E+03  -0.802213E+01   0.000000E+00   0.182052E+03  -0.364104E+03
   0.975473E+02   0.305829E+01   0.811455E+01   0.345412E+01   0.631330E-03   0.107731E+02   0.832210E+01   0.109569E+02   0.171422E+02   0.173072E+03  -0.891632E+01   0.000000E+00   0.181988E+03  -0.363977E+03
   0.975473E+02   0.305829E+01   0.207254E+01   0.345412E+01   0.631330E-03   0.107731E+02   0.949856E+01   0.109569E+02   0.171422E+02   0.174762E+03  -0.865995E+01   0.000000E+00   0.183422E+03  -0.366844E+03
