a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.961409E+02  -0.345549E+00  -0.423136E+01   0.574658E+01   0.843648E-03   0.795546E+01   0.884601E+01   0.149414E+02   0.124715E+02   0.171811E+03  -0.798747E+01   0.000000E+00   0.179798E+03  -0.359597E+03
   0.961409E+02  -0.345549E+00  -0.114871E+02   0.574658E+01   0.843648E-03   0.884124E+01   0.884601E+01   0.149414E+02   0.124715E+02   0.171115E+03  -0.762869E+01   0.000000E+00   0.178744E+03  -0.357487E+03
   0.961409E+02  -0.345549E+00   0.164845E+01  -0.281256E+01   0.843648E-03   0.884124E+01   0.884601E+01   0.146900E+02   0.179821E+02   0.171371E+03  -0.796792E+01   0.000000E+00   0.179339E+03  -0.358678E+03
   0.961409E+02  -0.345549E+00   0.164845E+01  -0.281256E+01   0.843648E-03   0.884124E+01   0.806102E+01   0.146900E+02   0.179821E+02   0.171071E+03  -0.826780E+01   0.000000E+00   0.179339E+03  -0.358678E+03
   0.967297E+02  -0.345549E+00   0.164845E+01  -0.848848E+01   0.843648E-03   0.100931E+02   0.786362E+01   0.146900E+02   0.205236E+02   0.170811E+03  -0.927812E+01   0.000000E+00   0.180089E+03  -0.360178E+03
   0.967297E+02  -0.345549E+00   0.164845E+01  -0.848848E+01   0.470033E-03   0.122266E+02   0.768507E+01   0.146900E+02   0.205236E+02   0.170289E+03  -0.100956E+02   0.000000E+00   0.180385E+03  -0.360769E+03
   0.967886E+02  -0.345549E+00   0.164845E+01  -0.848848E+01   0.470033E-03   0.118466E+02   0.929848E+01   0.146900E+02   0.168298E+02   0.172527E+03  -0.804634E+01   0.000000E+00   0.180573E+03  -0.361147E+03
   0.967886E+02  -0.345549E+00   0.310837E+00  -0.848848E+01   0.470033E-03   0.722110E+01   0.929848E+01   0.137304E+02   0.130307E+02   0.172580E+03  -0.836829E+01   0.000000E+00   0.180948E+03  -0.361897E+03
   0.967886E+02  -0.565617E+00   0.504267E+01  -0.977141E+00   0.470033E-03   0.820775E+01   0.929848E+01   0.137304E+02   0.145453E+02   0.172883E+03  -0.753316E+01   0.000000E+00   0.180416E+03  -0.360832E+03
   0.967886E+02   0.553535E+01   0.504267E+01   0.869963E+01   0.470033E-03   0.933721E+01   0.929848E+01   0.120998E+02   0.145453E+02   0.172606E+03  -0.758614E+01   0.000000E+00   0.180192E+03  -0.360384E+03
   0.967886E+02   0.463204E+01  -0.415009E+01   0.170205E+01   0.470033E-03   0.933721E+01   0.701426E+01   0.113198E+02   0.983107E+01   0.169928E+03  -0.109848E+02   0.000000E+00   0.180913E+03  -0.361826E+03
   0.967886E+02  -0.296565E+01  -0.418979E+00   0.170205E+01   0.470033E-03   0.896648E+01   0.701426E+01   0.108342E+02   0.100813E+02   0.169063E+03  -0.110906E+02   0.000000E+00   0.180154E+03  -0.360307E+03
   0.967886E+02   0.319140E+01  -0.418979E+00   0.170205E+01   0.470033E-03   0.881764E+01   0.701426E+01   0.110188E+02   0.100813E+02   0.171116E+03  -0.110060E+02   0.000000E+00   0.182122E+03  -0.364244E+03
   0.967886E+02   0.319140E+01  -0.418979E+00   0.170205E+01   0.470033E-03   0.112746E+02   0.119564E+02   0.955016E+01   0.155965E+02   0.171831E+03  -0.102915E+02   0.000000E+00   0.182122E+03  -0.364245E+03
   0.967886E+02   0.319140E+01  -0.401905E+01   0.170205E+01   0.470033E-03   0.112746E+02   0.119564E+02   0.154950E+02   0.156226E+02   0.173728E+03  -0.824390E+01   0.000000E+00   0.181972E+03  -0.363944E+03
   0.967886E+02   0.156740E+01  -0.401905E+01   0.170205E+01   0.470033E-03   0.112746E+02   0.126062E+02   0.154950E+02   0.165162E+02   0.173753E+03  -0.871909E+01   0.000000E+00   0.182472E+03  -0.364944E+03
   0.967886E+02   0.156740E+01  -0.401905E+01   0.170205E+01   0.470033E-03   0.112746E+02   0.126062E+02   0.154950E+02   0.165162E+02   0.173753E+03  -0.871909E+01   0.000000E+00   0.182472E+03  -0.364944E+03
   0.967886E+02   0.156740E+01  -0.401905E+01  -0.245129E-01   0.470033E-03   0.164208E+02   0.106303E+02   0.211706E+02   0.142785E+02   0.169677E+03  -0.127475E+02   0.000000E+00   0.182425E+03  -0.364849E+03
   0.967886E+02  -0.200479E+00  -0.248380E+01  -0.245129E-01   0.470033E-03   0.164208E+02   0.127867E+02   0.121528E+02   0.127627E+02   0.170032E+03  -0.123391E+02   0.000000E+00   0.182371E+03  -0.364742E+03
   0.967886E+02  -0.200479E+00  -0.248380E+01   0.333242E+01   0.470033E-03   0.148964E+02   0.748589E+01   0.121528E+02   0.142907E+02   0.171475E+03  -0.107259E+02   0.000000E+00   0.182201E+03  -0.364402E+03
   0.967886E+02   0.521860E+01  -0.248380E+01   0.333242E+01   0.470033E-03   0.148964E+02   0.143340E+02   0.121528E+02   0.142907E+02   0.168881E+03  -0.119479E+02   0.000000E+00   0.180829E+03  -0.361658E+03
   0.967886E+02   0.521860E+01   0.268951E+00   0.333242E+01   0.470033E-03   0.157696E+02   0.143340E+02   0.121528E+02   0.142907E+02   0.168322E+03  -0.126130E+02   0.000000E+00   0.180935E+03  -0.361870E+03
   0.967886E+02   0.521860E+01   0.607175E+01   0.333242E+01   0.835561E-03   0.146746E+02   0.143340E+02   0.121528E+02   0.217478E+02   0.165780E+03  -0.139016E+02   0.000000E+00   0.179682E+03  -0.359363E+03
   0.991299E+02   0.521860E+01   0.607175E+01   0.196273E+02   0.835561E-03   0.117100E+02   0.143340E+02   0.121528E+02   0.217478E+02   0.169175E+03  -0.121487E+02   0.000000E+00   0.181324E+03  -0.362647E+03
   0.991299E+02   0.521860E+01   0.607175E+01   0.196273E+02   0.835561E-03   0.767301E+01   0.139629E+02   0.121528E+02   0.223812E+02   0.168980E+03  -0.123434E+02   0.000000E+00   0.181323E+03  -0.362647E+03
   0.991299E+02   0.521860E+01   0.532690E+01   0.196273E+02   0.835561E-03   0.782770E+01   0.967230E+01   0.166084E+02   0.223812E+02   0.170930E+03  -0.103781E+02   0.000000E+00   0.181308E+03  -0.362616E+03
   0.991299E+02   0.407694E+01   0.507165E+01   0.196273E+02   0.835561E-03   0.782770E+01   0.967230E+01   0.158844E+02   0.216722E+02   0.171336E+03  -0.990362E+01   0.000000E+00   0.181240E+03  -0.362479E+03
   0.991299E+02   0.521097E+01   0.144670E+02   0.196273E+02   0.835561E-03   0.943411E+01   0.967230E+01   0.173360E+02   0.217736E+02   0.170125E+03  -0.973906E+01   0.000000E+00   0.179864E+03  -0.359728E+03
   0.991299E+02   0.521097E+01   0.144670E+02   0.196244E+02   0.540625E-03   0.943411E+01   0.100541E+02   0.173360E+02   0.217736E+02   0.170459E+03  -0.976427E+01   0.000000E+00   0.180223E+03  -0.360447E+03
   0.991299E+02   0.521097E+01   0.144670E+02   0.134722E+02   0.540625E-03   0.943411E+01   0.100541E+02   0.173360E+02   0.181055E+02   0.172594E+03  -0.828653E+01   0.000000E+00   0.180881E+03  -0.361761E+03
   0.991299E+02   0.521097E+01   0.144670E+02   0.134722E+02   0.661728E-03   0.943411E+01   0.100541E+02   0.157486E+02   0.154087E+02   0.173865E+03  -0.736346E+01   0.000000E+00   0.181228E+03  -0.362457E+03
   0.991299E+02   0.524786E+01   0.567426E+01  -0.724779E+01   0.661728E-03   0.986248E+01   0.911021E+01   0.157486E+02   0.154087E+02   0.171849E+03  -0.737745E+01   0.000000E+00   0.179226E+03  -0.358453E+03
   0.991299E+02   0.766787E+01   0.567426E+01  -0.724779E+01   0.661728E-03   0.986248E+01   0.911021E+01   0.202030E+02   0.128364E+02   0.167885E+03  -0.881691E+01   0.000000E+00   0.176702E+03  -0.353404E+03
   0.991299E+02  -0.566231E+01   0.651878E+01  -0.244319E+02   0.661728E-03   0.891688E+01   0.911021E+01   0.203266E+02   0.154730E+02   0.170757E+03  -0.882554E+01   0.000000E+00   0.179583E+03  -0.359165E+03
   0.991299E+02  -0.566231E+01   0.651878E+01  -0.244319E+02   0.661728E-03   0.891688E+01   0.110490E+02   0.219326E+02   0.154730E+02   0.169822E+03  -0.976035E+01   0.000000E+00   0.179582E+03  -0.359165E+03
   0.991299E+02  -0.566231E+01   0.651878E+01  -0.962553E+01   0.661728E-03   0.921262E+01   0.110490E+02   0.219326E+02   0.115207E+02   0.170649E+03  -0.102763E+02   0.000000E+00   0.180925E+03  -0.361851E+03
   0.991299E+02  -0.566231E+01   0.651878E+01  -0.962553E+01   0.661728E-03   0.921262E+01   0.976584E+01   0.219326E+02   0.115207E+02   0.170890E+03  -0.100355E+02   0.000000E+00   0.180926E+03  -0.361851E+03
   0.991299E+02  -0.566231E+01   0.160321E+01  -0.285242E+01   0.661728E-03   0.107344E+02   0.903205E+01   0.219326E+02   0.136087E+02   0.170423E+03  -0.962597E+01   0.000000E+00   0.180049E+03  -0.360098E+03
   0.991299E+02  -0.566231E+01   0.160321E+01  -0.683052E+01   0.661728E-03   0.107344E+02   0.873876E+01   0.134974E+02   0.121017E+02   0.172676E+03  -0.788053E+01   0.000000E+00   0.180557E+03  -0.361113E+03
   0.991299E+02   0.191719E+01   0.351098E-01   0.520006E+01   0.661728E-03   0.107344E+02   0.873876E+01   0.134974E+02   0.164551E+02   0.174058E+03  -0.771875E+01   0.000000E+00   0.181777E+03  -0.363553E+03
   0.991299E+02   0.311153E+01   0.351098E-01   0.163066E+01   0.828491E-03   0.107344E+02   0.873876E+01   0.148972E+02   0.199851E+02   0.172019E+03  -0.879511E+01   0.000000E+00   0.180814E+03  -0.361628E+03
   0.991299E+02   0.227828E+01   0.351098E-01   0.107706E+02   0.828491E-03   0.107344E+02   0.662411E+01   0.132637E+02   0.199851E+02   0.170599E+03  -0.104838E+02   0.000000E+00   0.181083E+03  -0.362166E+03
   0.991299E+02   0.227828E+01   0.895130E+01   0.107706E+02   0.828491E-03   0.134127E+02   0.647565E+01   0.147835E+02   0.199851E+02   0.169542E+03  -0.118605E+02   0.000000E+00   0.181402E+03  -0.362805E+03
   0.988294E+02   0.540403E+01   0.895130E+01   0.107706E+02   0.828491E-03   0.134127E+02   0.118936E+02   0.129302E+02   0.250575E+02   0.168373E+03  -0.131113E+02   0.000000E+00   0.181484E+03  -0.362969E+03
   0.988294E+02   0.390660E-01   0.345109E+01   0.553312E+01   0.828491E-03   0.134127E+02   0.118936E+02   0.129302E+02   0.197159E+02   0.171121E+03  -0.105145E+02   0.000000E+00   0.181636E+03  -0.363271E+03
   0.988294E+02   0.390660E-01   0.827775E+01   0.553312E+01   0.828491E-03   0.116258E+02   0.118936E+02   0.129302E+02   0.221415E+02   0.170712E+03  -0.106549E+02   0.000000E+00   0.181367E+03  -0.362734E+03
   0.988294E+02   0.390660E-01   0.827775E+01   0.553312E+01   0.828491E-03   0.126387E+02   0.118936E+02   0.165931E+02   0.221415E+02   0.170125E+03  -0.112414E+02   0.000000E+00   0.181366E+03  -0.362733E+03
   0.988294E+02  -0.236634E+01   0.827775E+01   0.742598E+01   0.828491E-03   0.134374E+02   0.118936E+02   0.160613E+02   0.221415E+02   0.168689E+03  -0.116069E+02   0.000000E+00   0.180296E+03  -0.360592E+03
   0.988294E+02  -0.292850E+01   0.827775E+01   0.742598E+01   0.636056E-03   0.108550E+02   0.137351E+02   0.160613E+02   0.221415E+02   0.169196E+03  -0.114135E+02   0.000000E+00   0.180609E+03  -0.361219E+03
   0.989605E+02  -0.281642E+01   0.827775E+01  -0.539602E+01   0.636056E-03   0.108550E+02   0.131228E+02   0.160613E+02   0.114232E+02   0.172425E+03  -0.940235E+01   0.000000E+00   0.181827E+03  -0.363655E+03
   0.989605E+02  -0.281642E+01   0.137062E+01  -0.144660E+02   0.611500E-03   0.108550E+02   0.691835E+01   0.160613E+02   0.114232E+02   0.172543E+03  -0.953552E+01   0.000000E+00   0.182079E+03  -0.364157E+03
   0.989605E+02  -0.330369E+01   0.137062E+01  -0.144660E+02   0.611500E-03   0.108550E+02   0.103956E+02   0.160613E+02   0.114232E+02   0.173749E+03  -0.826498E+01   0.000000E+00   0.182014E+03  -0.364028E+03
   0.989605E+02  -0.330369E+01  -0.656949E+00  -0.144660E+02   0.611500E-03   0.108550E+02   0.103956E+02   0.153480E+02   0.114232E+02   0.173769E+03  -0.816771E+01   0.000000E+00   0.181937E+03  -0.363873E+03
   0.989605E+02  -0.330369E+01   0.129668E+01  -0.218375E+02   0.611500E-03   0.644179E+01   0.103956E+02   0.131265E+02   0.114232E+02   0.171061E+03  -0.100389E+02   0.000000E+00   0.181100E+03  -0.362200E+03
   0.996185E+02  -0.330369E+01   0.129668E+01  -0.129314E+02   0.611500E-03   0.644179E+01   0.103956E+02   0.131265E+02   0.114232E+02   0.170887E+03  -0.100389E+02   0.000000E+00   0.180926E+03  -0.361852E+03
   0.996185E+02  -0.330369E+01  -0.186507E+01  -0.121793E+02   0.611500E-03   0.644434E+01   0.103956E+02   0.133960E+02   0.114232E+02   0.170447E+03  -0.999265E+01   0.000000E+00   0.180440E+03  -0.360879E+03
   0.996185E+02  -0.330369E+01  -0.186507E+01  -0.241553E+02   0.611500E-03   0.759382E+01   0.103956E+02   0.133960E+02   0.114232E+02   0.171962E+03  -0.869060E+01   0.000000E+00   0.180653E+03  -0.361305E+03
   0.996185E+02  -0.330369E+01  -0.186507E+01  -0.241553E+02   0.694081E-03   0.914385E+01   0.895654E+01   0.171084E+02   0.114232E+02   0.172469E+03  -0.831439E+01   0.000000E+00   0.180783E+03  -0.361567E+03
   0.996185E+02  -0.330369E+01  -0.186507E+01  -0.227349E+02   0.694081E-03   0.914385E+01   0.884404E+01   0.182342E+02   0.170027E+02   0.172602E+03  -0.832911E+01   0.000000E+00   0.180931E+03  -0.361862E+03
   0.996185E+02  -0.330369E+01  -0.186507E+01  -0.227349E+02   0.694081E-03   0.914385E+01   0.931203E+01   0.134146E+02   0.205460E+02   0.172073E+03  -0.885831E+01   0.000000E+00   0.180931E+03  -0.361863E+03
   0.100088E+03  -0.330369E+01  -0.144261E+01  -0.227349E+02   0.694081E-03   0.914385E+01   0.998853E+01   0.134146E+02   0.176720E+02   0.172645E+03  -0.781290E+01   0.000000E+00   0.180458E+03  -0.360916E+03
   0.100088E+03  -0.330369E+01   0.720144E+01  -0.227349E+02   0.694081E-03   0.914385E+01   0.998853E+01   0.134146E+02   0.176720E+02   0.172185E+03  -0.781290E+01   0.000000E+00   0.179998E+03  -0.359996E+03
   0.100088E+03  -0.330369E+01   0.369143E+00  -0.177720E+02   0.694081E-03   0.914385E+01   0.998853E+01   0.166041E+02   0.127102E+02   0.172643E+03  -0.767674E+01   0.000000E+00   0.180320E+03  -0.360639E+03
   0.100088E+03  -0.330369E+01   0.369143E+00  -0.177720E+02   0.694081E-03   0.914385E+01   0.104751E+02   0.166041E+02   0.127102E+02   0.172569E+03  -0.775122E+01   0.000000E+00   0.180320E+03  -0.360640E+03
   0.100088E+03  -0.490888E+01   0.369143E+00  -0.298845E+02   0.694081E-03   0.900336E+01   0.978025E+01   0.155953E+02   0.127102E+02   0.172057E+03  -0.751120E+01   0.000000E+00   0.179568E+03  -0.359136E+03
   0.100088E+03  -0.490888E+01   0.369143E+00  -0.298845E+02   0.694081E-03   0.909487E+01   0.860416E+01   0.118734E+02   0.127102E+02   0.171533E+03  -0.803567E+01   0.000000E+00   0.179569E+03  -0.359137E+03
   0.100088E+03  -0.490888E+01  -0.250492E+01  -0.100467E+02   0.694081E-03   0.909487E+01   0.126210E+02   0.185434E+02   0.127102E+02   0.169438E+03  -0.913854E+01   0.000000E+00   0.178577E+03  -0.357153E+03
   0.100088E+03  -0.490888E+01  -0.250492E+01  -0.100467E+02   0.912429E-03   0.909487E+01   0.114794E+02   0.185434E+02   0.136574E+02   0.169712E+03  -0.844317E+01   0.000000E+00   0.178155E+03  -0.356310E+03
   0.100088E+03  -0.490888E+01   0.141830E+02  -0.100467E+02   0.912429E-03   0.909487E+01   0.114686E+02   0.162668E+02   0.136574E+02   0.170795E+03  -0.782803E+01   0.000000E+00   0.178623E+03  -0.357246E+03
   0.100088E+03  -0.688347E+01   0.141830E+02  -0.100467E+02   0.912429E-03   0.909487E+01   0.115990E+02   0.115368E+02   0.136574E+02   0.169814E+03  -0.831530E+01   0.000000E+00   0.178129E+03  -0.356259E+03
   0.100088E+03  -0.688347E+01   0.141830E+02  -0.100467E+02   0.912429E-03   0.122743E+02   0.900427E+01   0.115368E+02   0.136574E+02   0.169493E+03  -0.863675E+01   0.000000E+00   0.178130E+03  -0.356260E+03
   0.100088E+03  -0.688347E+01   0.133616E+02  -0.107416E+02   0.912429E-03   0.122743E+02   0.900427E+01   0.141534E+02   0.136574E+02   0.170250E+03  -0.802197E+01   0.000000E+00   0.178272E+03  -0.356544E+03
   0.100088E+03  -0.688347E+01   0.214993E+02  -0.780670E+01   0.912429E-03   0.128338E+02   0.879207E+01   0.141534E+02   0.121686E+02   0.167315E+03  -0.868722E+01   0.000000E+00   0.176002E+03  -0.352004E+03
   0.100088E+03  -0.688347E+01   0.604454E+00  -0.219072E+02   0.912429E-03   0.128338E+02   0.975497E+01   0.141534E+02   0.110716E+02   0.169667E+03  -0.910286E+01   0.000000E+00   0.178770E+03  -0.357540E+03
   0.974697E+02  -0.612267E+01   0.604454E+00  -0.219072E+02   0.797889E-03   0.128338E+02   0.975497E+01   0.141534E+02   0.166531E+02   0.168123E+03  -0.849503E+01   0.000000E+00   0.176618E+03  -0.353236E+03
   0.974697E+02   0.137874E+01   0.604454E+00  -0.219072E+02   0.797889E-03   0.128338E+02   0.975497E+01   0.141534E+02   0.166531E+02   0.168964E+03  -0.849503E+01   0.000000E+00   0.177459E+03  -0.354918E+03
   0.974697E+02   0.137874E+01   0.604454E+00  -0.219072E+02   0.797889E-03   0.128338E+02   0.975497E+01   0.141534E+02   0.105658E+02   0.168020E+03  -0.943843E+01   0.000000E+00   0.177458E+03  -0.354917E+03
   0.974697E+02   0.137874E+01  -0.538316E+01  -0.219072E+02   0.842139E-03   0.128338E+02   0.975497E+01   0.141534E+02   0.186229E+02   0.169068E+03  -0.905525E+01   0.000000E+00   0.178123E+03  -0.356246E+03
   0.974697E+02   0.343967E+00  -0.538316E+01  -0.196548E+02   0.842139E-03   0.723306E+01   0.125560E+02   0.203979E+02   0.186229E+02   0.167826E+03  -0.114120E+02   0.000000E+00   0.179238E+03  -0.358476E+03
   0.974697E+02   0.226054E+01  -0.538316E+01  -0.196548E+02   0.842139E-03   0.863043E+01   0.808261E+01   0.184882E+02   0.186229E+02   0.169356E+03  -0.929363E+01   0.000000E+00   0.178650E+03  -0.357299E+03
   0.974697E+02   0.226054E+01  -0.538316E+01  -0.196548E+02   0.842139E-03   0.863043E+01   0.966809E+01   0.184882E+02   0.141150E+02   0.170545E+03  -0.810459E+01   0.000000E+00   0.178650E+03  -0.357299E+03
   0.978316E+02   0.261020E+01  -0.538316E+01   0.141473E+00   0.842139E-03   0.105248E+02   0.966809E+01   0.177491E+02   0.119479E+02   0.173334E+03  -0.826532E+01   0.000000E+00   0.181599E+03  -0.363199E+03
   0.978316E+02   0.261020E+01  -0.643509E+01   0.933350E+01   0.842139E-03   0.105248E+02   0.966809E+01   0.177491E+02   0.114157E+02   0.172681E+03  -0.850486E+01   0.000000E+00   0.181186E+03  -0.362372E+03
   0.978316E+02   0.261020E+01  -0.643509E+01   0.143170E+02   0.842139E-03   0.943217E+01   0.966809E+01   0.177491E+02   0.115783E+02   0.172324E+03  -0.832536E+01   0.000000E+00   0.180649E+03  -0.361299E+03
   0.978316E+02   0.261020E+01  -0.643509E+01   0.143170E+02   0.842139E-03   0.943217E+01   0.966809E+01   0.177491E+02   0.115783E+02   0.172324E+03  -0.832536E+01   0.000000E+00   0.180649E+03  -0.361299E+03
   0.960238E+02   0.261020E+01  -0.643509E+01  -0.237609E+01   0.842139E-03   0.943217E+01   0.966809E+01   0.214874E+02   0.115783E+02   0.170141E+03  -0.977725E+01   0.000000E+00   0.179918E+03  -0.359837E+03
   0.978322E+02   0.693000E+01  -0.259719E+01  -0.237609E+01   0.842139E-03   0.830811E+01   0.121476E+02   0.214874E+02   0.115783E+02   0.168772E+03  -0.107242E+02   0.000000E+00   0.179496E+03  -0.358992E+03
   0.978322E+02  -0.129743E+01   0.594159E+01   0.732198E+01   0.842139E-03   0.830811E+01   0.121476E+02   0.214874E+02   0.188850E+02   0.169593E+03  -0.110386E+02   0.000000E+00   0.180632E+03  -0.361263E+03
   0.978322E+02  -0.129743E+01   0.594159E+01   0.458095E+01   0.842139E-03   0.917324E+01   0.800715E+01   0.200213E+02   0.188945E+02   0.171046E+03  -0.988898E+01   0.000000E+00   0.180935E+03  -0.361870E+03
   0.978322E+02   0.749724E+01   0.594159E+01   0.458095E+01   0.842139E-03   0.917324E+01   0.800715E+01   0.118556E+02   0.188945E+02   0.171158E+03  -0.901458E+01   0.000000E+00   0.180173E+03  -0.360345E+03
   0.978322E+02   0.749724E+01   0.594159E+01   0.103959E+02   0.842139E-03   0.917324E+01   0.800715E+01   0.118556E+02   0.188945E+02   0.171753E+03  -0.901458E+01   0.000000E+00   0.180768E+03  -0.361535E+03
   0.978322E+02   0.749724E+01   0.594159E+01   0.103959E+02   0.573614E-03   0.124705E+02   0.800715E+01   0.152057E+02   0.177438E+02   0.172629E+03  -0.902121E+01   0.000000E+00   0.181650E+03  -0.363300E+03
   0.978322E+02   0.749724E+01   0.594159E+01   0.103959E+02   0.573614E-03   0.124705E+02   0.800715E+01   0.152057E+02   0.177438E+02   0.172629E+03  -0.902121E+01   0.000000E+00   0.181650E+03  -0.363300E+03
   0.978322E+02   0.749724E+01   0.594159E+01   0.103959E+02   0.573614E-03   0.124705E+02   0.130457E+02   0.152057E+02   0.177438E+02   0.171875E+03  -0.977550E+01   0.000000E+00   0.181651E+03  -0.363301E+03
   0.978322E+02   0.640177E+01   0.594159E+01   0.103959E+02   0.700644E-03   0.762913E+01   0.102027E+02   0.135752E+02   0.190923E+02   0.173268E+03  -0.892252E+01   0.000000E+00   0.182191E+03  -0.364381E+03
   0.978322E+02   0.640177E+01   0.594159E+01   0.921800E+01   0.700644E-03   0.896213E+01   0.145033E+02   0.135752E+02   0.122418E+02   0.172395E+03  -0.973705E+01   0.000000E+00   0.182132E+03  -0.364264E+03
   0.978322E+02   0.640177E+01  -0.246860E+01   0.141347E+02   0.700644E-03   0.896213E+01   0.127871E+02   0.135752E+02   0.122418E+02   0.172830E+03  -0.863879E+01   0.000000E+00   0.181469E+03  -0.362938E+03
   0.978322E+02   0.640177E+01  -0.246860E+01   0.141347E+02   0.700644E-03   0.910906E+01   0.125952E+02   0.142859E+02   0.122418E+02   0.173004E+03  -0.846486E+01   0.000000E+00   0.181469E+03  -0.362938E+03
   0.978322E+02   0.815855E+00  -0.246860E+01   0.981942E+01   0.652565E-03   0.885960E+01   0.125952E+02   0.142859E+02   0.184890E+02   0.173958E+03  -0.895440E+01   0.000000E+00   0.182912E+03  -0.365825E+03
   0.978322E+02   0.815855E+00  -0.246860E+01   0.417924E+01   0.652565E-03   0.897222E+01   0.125952E+02   0.142859E+02   0.184890E+02   0.174448E+03  -0.893079E+01   0.000000E+00   0.183379E+03  -0.366758E+03
   0.978322E+02  -0.275094E+00  -0.246860E+01   0.417924E+01   0.652565E-03   0.945411E+01   0.738537E+01   0.137066E+02   0.153370E+02   0.175035E+03  -0.812755E+01   0.000000E+00   0.183163E+03  -0.366325E+03
   0.978322E+02  -0.275094E+00  -0.246860E+01   0.417924E+01   0.652565E-03   0.132004E+02   0.765812E+01   0.137066E+02   0.178749E+02   0.173467E+03  -0.969487E+01   0.000000E+00   0.183162E+03  -0.366324E+03
   0.978322E+02  -0.275094E+00  -0.269096E+01  -0.996543E+01   0.652565E-03   0.130170E+02   0.140485E+02   0.157831E+02   0.178749E+02   0.172076E+03  -0.108193E+02   0.000000E+00   0.182895E+03  -0.365791E+03
   0.978322E+02  -0.275094E+00  -0.269096E+01  -0.996543E+01   0.652565E-03   0.979324E+01   0.773380E+01   0.166903E+02   0.178749E+02   0.174274E+03  -0.862134E+01   0.000000E+00   0.182895E+03  -0.365791E+03
   0.978322E+02   0.296753E+00  -0.269096E+01  -0.832673E+01   0.652565E-03   0.979324E+01   0.773380E+01   0.166903E+02   0.178749E+02   0.174402E+03  -0.862134E+01   0.000000E+00   0.183023E+03  -0.366047E+03
   0.978322E+02   0.296753E+00  -0.269096E+01   0.110943E+02   0.652565E-03   0.896469E+01   0.773380E+01   0.137890E+02   0.178749E+02   0.174105E+03  -0.843190E+01   0.000000E+00   0.182537E+03  -0.365074E+03
   0.978322E+02   0.296753E+00  -0.269096E+01  -0.183785E+01   0.652565E-03   0.896469E+01   0.893478E+01   0.137890E+02   0.117611E+02   0.175556E+03  -0.784603E+01   0.000000E+00   0.183402E+03  -0.366804E+03
   0.978322E+02   0.296753E+00   0.639616E+01   0.165036E+02   0.652565E-03   0.896469E+01   0.893478E+01   0.137890E+02   0.116123E+02   0.172502E+03  -0.791275E+01   0.000000E+00   0.180415E+03  -0.360830E+03
   0.985854E+02   0.296753E+00   0.943156E+01   0.510665E+01   0.652565E-03   0.896469E+01   0.106384E+02   0.154014E+02   0.126137E+02   0.174649E+03  -0.764617E+01   0.000000E+00   0.182295E+03  -0.364590E+03
   0.985854E+02   0.263296E+01   0.943156E+01   0.510665E+01   0.652565E-03   0.896469E+01   0.106384E+02   0.200221E+02   0.202500E+02   0.172388E+03  -0.101662E+02   0.000000E+00   0.182554E+03  -0.365108E+03
   0.985854E+02   0.263296E+01   0.614188E+01   0.510665E+01   0.652565E-03   0.896469E+01   0.862128E+01   0.216450E+02   0.189364E+02   0.172685E+03  -0.103857E+02   0.000000E+00   0.183071E+03  -0.366141E+03
   0.985854E+02   0.263296E+01   0.605115E+01   0.510665E+01   0.652565E-03   0.114571E+02   0.862128E+01   0.217889E+02   0.159588E+02   0.173099E+03  -0.997901E+01   0.000000E+00   0.183078E+03  -0.366156E+03
   0.985854E+02   0.425312E+01   0.605115E+01   0.510665E+01   0.652565E-03   0.117915E+02   0.810967E+01   0.105853E+02   0.159588E+02   0.173376E+03  -0.938303E+01   0.000000E+00   0.182759E+03  -0.365518E+03
   0.985854E+02   0.425312E+01   0.416758E+01   0.510665E+01   0.652565E-03   0.117915E+02   0.101150E+02   0.105853E+02   0.159588E+02   0.173731E+03  -0.905685E+01   0.000000E+00   0.182788E+03  -0.365576E+03
   0.985854E+02   0.361524E+01   0.494582E+01   0.510665E+01   0.652565E-03   0.117915E+02   0.101363E+02   0.854808E+01   0.172024E+02   0.171432E+03  -0.115415E+02   0.000000E+00   0.182973E+03  -0.365947E+03
   0.985854E+02   0.361524E+01   0.494582E+01   0.510665E+01   0.652565E-03   0.117915E+02   0.101363E+02   0.122263E+02   0.170188E+02   0.174550E+03  -0.842302E+01   0.000000E+00   0.182973E+03  -0.365946E+03
   0.985854E+02   0.361524E+01   0.494582E+01   0.510665E+01   0.652565E-03   0.105490E+02   0.101363E+02   0.122263E+02   0.170188E+02   0.174966E+03  -0.800791E+01   0.000000E+00   0.182974E+03  -0.365948E+03
   0.985854E+02   0.361524E+01   0.494582E+01   0.510665E+01   0.652565E-03   0.105490E+02   0.101363E+02   0.122263E+02   0.143596E+02   0.175311E+03  -0.766251E+01   0.000000E+00   0.182974E+03  -0.365947E+03
   0.985854E+02   0.361524E+01   0.494582E+01   0.510665E+01   0.652565E-03   0.105490E+02   0.101363E+02   0.122263E+02   0.115585E+02   0.174703E+03  -0.827081E+01   0.000000E+00   0.182974E+03  -0.365948E+03
