a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.994317E+02   0.204446E+01   0.537170E+01   0.270792E+01   0.235799E-04   0.164941E-03   0.824962E-03   0.182266E-02   0.105892E-02   0.414386E-03   0.339578E-04   0.797942E-03   0.183628E+03   0.000000E+00   0.000000E+00   0.183628E+03  -0.367256E+03
   0.994317E+02   0.204446E+01   0.123375E+01   0.782959E+01   0.235799E-04   0.408091E-03   0.824962E-03   0.182266E-02   0.105892E-02   0.414386E-03   0.339578E-04   0.797942E-03   0.183746E+03   0.000000E+00   0.000000E+00   0.183746E+03  -0.367492E+03
   0.994317E+02   0.491336E+01   0.123375E+01   0.782959E+01   0.235799E-04   0.408091E-03   0.783583E-03   0.182266E-02   0.105892E-02   0.414386E-03   0.339578E-04   0.202941E-03   0.184267E+03   0.000000E+00   0.000000E+00   0.184267E+03  -0.368534E+03
   0.101032E+03   0.491336E+01   0.123375E+01   0.379189E+01   0.235799E-04   0.408091E-03   0.783583E-03   0.182266E-02   0.105892E-02   0.110498E-02   0.422016E-03   0.284161E-03   0.184208E+03   0.000000E+00   0.000000E+00   0.184208E+03  -0.368416E+03
   0.101032E+03   0.491336E+01  -0.167412E+01   0.722876E+01   0.235799E-04   0.274142E-03   0.783583E-03   0.984393E-03   0.105892E-02   0.110498E-02   0.422016E-03   0.284161E-03   0.185821E+03   0.000000E+00   0.000000E+00   0.185821E+03  -0.371642E+03
   0.101032E+03   0.491336E+01  -0.167412E+01   0.722876E+01   0.235799E-04   0.274142E-03   0.783583E-03   0.843813E-03   0.114018E-02   0.412200E-03   0.422016E-03   0.284161E-03   0.185373E+03   0.000000E+00   0.000000E+00   0.185373E+03  -0.370746E+03
   0.101032E+03   0.491336E+01  -0.167412E+01   0.177312E+02   0.748316E-03   0.274142E-03   0.783583E-03   0.518364E-03   0.114018E-02   0.412200E-03   0.422016E-03   0.284161E-03   0.184481E+03   0.000000E+00   0.000000E+00   0.184481E+03  -0.368962E+03
   0.101032E+03   0.461895E+01   0.724899E+01   0.540906E+01   0.748316E-03   0.274142E-03   0.783583E-03   0.518364E-03   0.114018E-02   0.412200E-03   0.422016E-03   0.284161E-03   0.185774E+03   0.000000E+00   0.000000E+00   0.185774E+03  -0.371548E+03
   0.101032E+03   0.443602E+01   0.724899E+01   0.126433E+02   0.748316E-03   0.274142E-03   0.783583E-03   0.235033E-04   0.114018E-02   0.412200E-03   0.422016E-03   0.284161E-03   0.184728E+03   0.000000E+00   0.000000E+00   0.184728E+03  -0.369456E+03
   0.101032E+03   0.443602E+01   0.663681E+01   0.153429E+02   0.748316E-03   0.274142E-03   0.946253E-03   0.235033E-04   0.388491E-03   0.412200E-03   0.422016E-03   0.284161E-03   0.185052E+03   0.000000E+00   0.000000E+00   0.185052E+03  -0.370104E+03
   0.101032E+03   0.545013E+01   0.664778E+01   0.151545E+02   0.748316E-03   0.274142E-03   0.946253E-03   0.235033E-04   0.388491E-03   0.412200E-03   0.422016E-03   0.284161E-03   0.185338E+03   0.000000E+00   0.000000E+00   0.185338E+03  -0.370676E+03
   0.101355E+03   0.795699E+01   0.664778E+01   0.144690E+02   0.748316E-03   0.274142E-03   0.138458E-02   0.235033E-04   0.388491E-03   0.412200E-03   0.422016E-03   0.284161E-03   0.183780E+03   0.000000E+00   0.000000E+00   0.183780E+03  -0.367560E+03
   0.101355E+03   0.854227E+01   0.892460E+01   0.233073E+02   0.124983E-02   0.274142E-03   0.138458E-02   0.235033E-04   0.388491E-03   0.412200E-03   0.422016E-03   0.284161E-03   0.182500E+03   0.000000E+00   0.000000E+00   0.182500E+03  -0.365000E+03
   0.101355E+03   0.107402E+02   0.892460E+01   0.185914E+02   0.124983E-02   0.274142E-03   0.138458E-02   0.127071E-02   0.388491E-03   0.412200E-03   0.422016E-03   0.330397E-03   0.183022E+03   0.000000E+00   0.000000E+00   0.183022E+03  -0.366044E+03
   0.101745E+03   0.985017E+01   0.892460E+01   0.230414E+02   0.124983E-02   0.274142E-03   0.345746E-02   0.127071E-02   0.388491E-03   0.412200E-03   0.422016E-03   0.330397E-03   0.180958E+03   0.000000E+00   0.000000E+00   0.180958E+03  -0.361916E+03
   0.101745E+03   0.985017E+01   0.665063E+01   0.265796E+02   0.409167E-03   0.274142E-03   0.256650E-02   0.127071E-02   0.388491E-03   0.412200E-03   0.422016E-03   0.330397E-03   0.183129E+03   0.000000E+00   0.000000E+00   0.183129E+03  -0.366258E+03
   0.101745E+03   0.985017E+01   0.912785E+01   0.256058E+02   0.409167E-03   0.274142E-03   0.227548E-02   0.127071E-02   0.103962E-02   0.412200E-03   0.422016E-03   0.330397E-03   0.182751E+03   0.000000E+00   0.000000E+00   0.182751E+03  -0.365502E+03
   0.101745E+03   0.985017E+01   0.115651E+02   0.256058E+02   0.409167E-03   0.274142E-03   0.227548E-02   0.127071E-02   0.879726E-03   0.963950E-03   0.422016E-03   0.695613E-03   0.182315E+03   0.000000E+00   0.000000E+00   0.182315E+03  -0.364630E+03
   0.101745E+03   0.985017E+01   0.403878E+01   0.262017E+02   0.409167E-03   0.421488E-03   0.227548E-02   0.127071E-02   0.879726E-03   0.963950E-03   0.422016E-03   0.695613E-03   0.181938E+03   0.000000E+00   0.000000E+00   0.181938E+03  -0.363876E+03
   0.102044E+03   0.985017E+01   0.403878E+01   0.262017E+02   0.409167E-03   0.421488E-03   0.227548E-02   0.127071E-02   0.145506E-02   0.564539E-03   0.422016E-03   0.695613E-03   0.181453E+03   0.000000E+00   0.000000E+00   0.181453E+03  -0.362906E+03
   0.102044E+03   0.749866E+01   0.562279E+01   0.246558E+02   0.409167E-03   0.235904E-03   0.227548E-02   0.127071E-02   0.145506E-02   0.564539E-03   0.422016E-03   0.695613E-03   0.182419E+03   0.000000E+00   0.000000E+00   0.182419E+03  -0.364838E+03
   0.101424E+03   0.102197E+02   0.562279E+01   0.170980E+02   0.409167E-03   0.235904E-03   0.227548E-02   0.127071E-02   0.145506E-02   0.669740E-03   0.422016E-03   0.118189E-03   0.179853E+03   0.000000E+00   0.000000E+00   0.179853E+03  -0.359706E+03
   0.101424E+03   0.537235E+01   0.102072E+02   0.237025E+02   0.409167E-03   0.235904E-03   0.227548E-02   0.127071E-02   0.145506E-02   0.669740E-03   0.422016E-03   0.118189E-03   0.181543E+03   0.000000E+00   0.000000E+00   0.181543E+03  -0.363086E+03
   0.101349E+03   0.537235E+01   0.102072E+02   0.237025E+02   0.853692E-03   0.908787E-03   0.979163E-03   0.517337E-03   0.154254E-02   0.669740E-03   0.422016E-03   0.118189E-03   0.182342E+03   0.000000E+00   0.000000E+00   0.182342E+03  -0.364684E+03
   0.101349E+03   0.537235E+01   0.699150E+01   0.154452E+02   0.853692E-03   0.908787E-03   0.979163E-03   0.517337E-03   0.209250E-02   0.669740E-03   0.422016E-03   0.118189E-03   0.182601E+03   0.000000E+00   0.000000E+00   0.182601E+03  -0.365202E+03
   0.101349E+03   0.537235E+01   0.706307E+01   0.199220E+02   0.853692E-03   0.908787E-03   0.979163E-03   0.517337E-03   0.209250E-02   0.669740E-03   0.422016E-03   0.118189E-03   0.182421E+03   0.000000E+00   0.000000E+00   0.182421E+03  -0.364842E+03
   0.100152E+03   0.537235E+01   0.706307E+01   0.709917E+01   0.853692E-03   0.908787E-03   0.162075E-03   0.517337E-03   0.210689E-02   0.669740E-03   0.633693E-03   0.927809E-03   0.182444E+03   0.000000E+00   0.000000E+00   0.182444E+03  -0.364888E+03
   0.101080E+03   0.537235E+01   0.141214E+02   0.709917E+01   0.164486E-03   0.908787E-03   0.162075E-03   0.154282E-02   0.967385E-03   0.669740E-03   0.633693E-03   0.927809E-03   0.183150E+03   0.000000E+00   0.000000E+00   0.183150E+03  -0.366300E+03
   0.101080E+03   0.439896E+01   0.165620E+02   0.219223E+01   0.373398E-03   0.908787E-03   0.362565E-02   0.186628E-02   0.967385E-03   0.669740E-03   0.633693E-03   0.927809E-03   0.177450E+03   0.000000E+00   0.000000E+00   0.177450E+03  -0.354900E+03
   0.101080E+03   0.439896E+01   0.165620E+02   0.721735E+01   0.373398E-03   0.908787E-03   0.362565E-02   0.355978E-02   0.967385E-03   0.624103E-03   0.633693E-03   0.116937E-02   0.175212E+03   0.000000E+00   0.000000E+00   0.175212E+03  -0.350424E+03
   0.103079E+03   0.883573E+01   0.165620E+02   0.232109E+02   0.373398E-03   0.908787E-03   0.532607E-02   0.208577E-03   0.421549E-03   0.624103E-03   0.633693E-03   0.833751E-03   0.178370E+03   0.000000E+00   0.000000E+00   0.178370E+03  -0.356740E+03
   0.102804E+03   0.962015E+01   0.673101E+01   0.232109E+02   0.373398E-03   0.218905E-03   0.696328E-02   0.263922E-02   0.542447E-03   0.127944E-02   0.633693E-03   0.833751E-03   0.176042E+03   0.000000E+00   0.000000E+00   0.176042E+03  -0.352084E+03
   0.101789E+03   0.962015E+01   0.673101E+01   0.148994E+02   0.373398E-03   0.345747E-03   0.478502E-02   0.470796E-03   0.542447E-03   0.127944E-02   0.633693E-03   0.958715E-03   0.179982E+03   0.000000E+00   0.000000E+00   0.179982E+03  -0.359964E+03
   0.101951E+03   0.787981E+01   0.673101E+01   0.173796E+02   0.817576E-04   0.304516E-03   0.161854E-02   0.470796E-03   0.609172E-03   0.127944E-02   0.633693E-03   0.958715E-03   0.183809E+03   0.000000E+00   0.000000E+00   0.183809E+03  -0.367618E+03
   0.101951E+03   0.787981E+01   0.673101E+01   0.893351E+01   0.817576E-04   0.814806E-03   0.161854E-02   0.470796E-03   0.609172E-03   0.273695E-02   0.633693E-03   0.958715E-03   0.180649E+03   0.000000E+00   0.000000E+00   0.180649E+03  -0.361298E+03
   0.101884E+03   0.787981E+01   0.673101E+01   0.301677E+00   0.817576E-04   0.814806E-03   0.123795E-02   0.470796E-03   0.336658E-03   0.273695E-02   0.633693E-03   0.100993E-02   0.180837E+03   0.000000E+00   0.000000E+00   0.180837E+03  -0.361674E+03
   0.101884E+03   0.542303E+00   0.673101E+01   0.201534E+01   0.661488E-03   0.104076E-03   0.123795E-02   0.443134E-03   0.336658E-03   0.273695E-02   0.633693E-03   0.100993E-02   0.180016E+03   0.000000E+00   0.000000E+00   0.180016E+03  -0.360032E+03
   0.101884E+03   0.542303E+00   0.673101E+01  -0.159128E+02   0.661488E-03   0.104076E-03   0.123795E-02   0.443134E-03   0.336658E-03   0.269254E-02   0.633693E-03   0.179156E-02   0.179308E+03   0.000000E+00   0.000000E+00   0.179308E+03  -0.358616E+03
   0.101884E+03   0.416115E+01  -0.235133E+01   0.372002E+01   0.661488E-03   0.104076E-03   0.123795E-02   0.175003E-02   0.336658E-03   0.269254E-02   0.633693E-03   0.179156E-02   0.177236E+03   0.000000E+00   0.000000E+00   0.177236E+03  -0.354472E+03
   0.101884E+03   0.416115E+01  -0.380612E+01   0.163497E+00   0.661488E-03   0.104076E-03   0.995731E-03   0.175003E-02   0.336658E-03   0.269254E-02   0.633693E-03   0.179156E-02   0.177262E+03   0.000000E+00   0.000000E+00   0.177262E+03  -0.354524E+03
   0.101884E+03   0.966301E+01   0.850144E+01   0.288030E+01   0.661488E-03   0.104076E-03   0.962802E-04   0.175003E-02   0.336658E-03   0.269254E-02   0.633693E-03   0.179156E-02   0.179477E+03   0.000000E+00   0.000000E+00   0.179477E+03  -0.358954E+03
   0.101884E+03   0.610939E+01   0.116402E+02  -0.394750E+00   0.661488E-03   0.214858E-03   0.962802E-04   0.175003E-02   0.336658E-03   0.289314E-02   0.633693E-03   0.224628E-02   0.178762E+03   0.000000E+00   0.000000E+00   0.178762E+03  -0.357524E+03
   0.101884E+03   0.610939E+01   0.105493E+02  -0.982701E+01   0.661488E-03   0.214858E-03   0.962802E-04   0.175003E-02   0.336658E-03   0.191485E-02   0.633693E-03   0.877869E-03   0.180499E+03   0.000000E+00   0.000000E+00   0.180499E+03  -0.360998E+03
   0.101884E+03   0.610939E+01   0.105493E+02   0.154879E+02   0.661488E-03   0.214858E-03   0.962802E-04   0.175003E-02   0.697841E-03   0.191485E-02   0.633693E-03   0.877869E-03   0.180180E+03   0.000000E+00   0.000000E+00   0.180180E+03  -0.360360E+03
   0.101884E+03   0.610939E+01   0.105493E+02   0.154879E+02   0.661488E-03   0.214858E-03   0.962802E-04   0.175003E-02   0.777402E-03   0.191485E-02   0.633693E-03   0.877869E-03   0.180059E+03   0.000000E+00   0.000000E+00   0.180059E+03  -0.360118E+03
   0.994205E+02   0.609850E+01   0.116641E+01   0.859501E+00   0.661488E-03   0.214858E-03   0.625189E-03   0.104373E-02   0.777402E-03   0.126021E-02   0.633693E-03   0.877869E-03   0.183680E+03   0.000000E+00   0.000000E+00   0.183680E+03  -0.367360E+03
   0.100464E+03   0.609850E+01  -0.461908E+01   0.859501E+00   0.661488E-03   0.214858E-03   0.625189E-03   0.104373E-02   0.777402E-03   0.126021E-02   0.633693E-03   0.877869E-03   0.184358E+03   0.000000E+00   0.000000E+00   0.184358E+03  -0.368716E+03
   0.994535E+02   0.609850E+01   0.584067E+01   0.259522E+01   0.661488E-03   0.214858E-03   0.625189E-03   0.199604E-02   0.102655E-02   0.126021E-02   0.633693E-03   0.877869E-03   0.181298E+03   0.000000E+00   0.000000E+00   0.181298E+03  -0.362596E+03
   0.994535E+02   0.420808E+01   0.653221E+01   0.259522E+01   0.661488E-03   0.214858E-03   0.214128E-03   0.148630E-02   0.102655E-02   0.794619E-03   0.633693E-03   0.877869E-03   0.183493E+03   0.000000E+00   0.000000E+00   0.183493E+03  -0.366986E+03
   0.994535E+02   0.420808E+01   0.653221E+01   0.780640E+01   0.661488E-03   0.214858E-03   0.214128E-03   0.934355E-03   0.102655E-02   0.794619E-03   0.633693E-03   0.877869E-03   0.184265E+03   0.000000E+00   0.000000E+00   0.184265E+03  -0.368530E+03
   0.993102E+02   0.737193E+01   0.653221E+01   0.780640E+01   0.661488E-03   0.214858E-03   0.214128E-03   0.934355E-03   0.102655E-02   0.794619E-03   0.633693E-03   0.877869E-03   0.183131E+03   0.000000E+00   0.000000E+00   0.183131E+03  -0.366262E+03
   0.993102E+02   0.737193E+01   0.653221E+01   0.114379E+02   0.661488E-03   0.214858E-03   0.447416E-03   0.934355E-03   0.102655E-02   0.794619E-03   0.191258E-03   0.877869E-03   0.183913E+03   0.000000E+00   0.000000E+00   0.183913E+03  -0.367826E+03
   0.993102E+02   0.737193E+01   0.404899E+01   0.108901E+02   0.661488E-03   0.214858E-03   0.447416E-03   0.934355E-03   0.102655E-02   0.794619E-03   0.131543E-02   0.877869E-03   0.182326E+03   0.000000E+00   0.000000E+00   0.182326E+03  -0.364652E+03
   0.993102E+02   0.737193E+01  -0.697093E+00   0.472890E+01   0.914442E-03   0.214858E-03   0.447416E-03   0.934355E-03   0.111418E-02   0.794619E-03   0.770985E-03   0.877869E-03   0.183083E+03   0.000000E+00   0.000000E+00   0.183083E+03  -0.366166E+03
   0.100809E+03   0.585745E+01  -0.697509E+01   0.366998E+01   0.118176E-02   0.214858E-03   0.447416E-03   0.934355E-03   0.111418E-02   0.794619E-03   0.770985E-03   0.315047E-03   0.182903E+03   0.000000E+00   0.000000E+00   0.182903E+03  -0.365806E+03
   0.100809E+03   0.779272E+01  -0.697509E+01   0.170437E+02   0.118176E-02   0.214858E-03   0.447416E-03   0.135537E-02   0.111418E-02   0.823454E-03   0.793138E-03   0.315047E-03   0.181177E+03   0.000000E+00   0.000000E+00   0.181177E+03  -0.362354E+03
   0.100816E+03   0.655348E+01   0.666660E+01   0.117010E+02   0.118176E-02   0.214858E-03   0.447416E-03   0.135537E-02   0.111418E-02   0.823454E-03   0.793138E-03   0.116182E-02   0.182893E+03   0.000000E+00   0.000000E+00   0.182893E+03  -0.365786E+03
   0.100816E+03   0.682679E+01   0.801607E+01   0.194433E+01   0.118176E-02   0.214858E-03   0.447416E-03   0.135537E-02   0.111418E-02   0.823454E-03   0.793138E-03   0.116182E-02   0.182394E+03   0.000000E+00   0.000000E+00   0.182394E+03  -0.364788E+03
   0.100816E+03   0.682679E+01   0.801607E+01  -0.610805E+00   0.118176E-02   0.214858E-03   0.447416E-03   0.135537E-02   0.111418E-02   0.823454E-03   0.793138E-03   0.116182E-02   0.181944E+03   0.000000E+00   0.000000E+00   0.181944E+03  -0.363888E+03
   0.100816E+03   0.682679E+01   0.104890E+01   0.116826E+02   0.118176E-02   0.214858E-03   0.447416E-03   0.154317E-02   0.111418E-02   0.549487E-03   0.793138E-03   0.116182E-02   0.182109E+03   0.000000E+00   0.000000E+00   0.182109E+03  -0.364218E+03
   0.100816E+03   0.682679E+01   0.104890E+01   0.832374E+01   0.118176E-02   0.270685E-03   0.447416E-03   0.154317E-02   0.111418E-02   0.549487E-03   0.843249E-03   0.116182E-02   0.181954E+03   0.000000E+00   0.000000E+00   0.181954E+03  -0.363908E+03
   0.100816E+03   0.558772E+01   0.118662E+02   0.964959E+01   0.118176E-02   0.119890E-02   0.447416E-03   0.154317E-02   0.111418E-02   0.549487E-03   0.843249E-03   0.116182E-02   0.180875E+03   0.000000E+00   0.000000E+00   0.180875E+03  -0.361750E+03
   0.100816E+03   0.793246E+01   0.118662E+02   0.964959E+01   0.118176E-02   0.119890E-02   0.447416E-03   0.525153E-04   0.136749E-02   0.549487E-03   0.843249E-03   0.686149E-03   0.180909E+03   0.000000E+00   0.000000E+00   0.180909E+03  -0.361818E+03
   0.101570E+03   0.105022E+02   0.118662E+02   0.197541E+02   0.164839E-03   0.119890E-02   0.447416E-03   0.525153E-04   0.136749E-02   0.549487E-03   0.396540E-03   0.253743E-02   0.179917E+03   0.000000E+00   0.000000E+00   0.179917E+03  -0.359834E+03
   0.101570E+03   0.105022E+02   0.118662E+02   0.193549E+02   0.164839E-03   0.172085E-02   0.447416E-03   0.525153E-04   0.169928E-02   0.549487E-03   0.399860E-03   0.253743E-02   0.178282E+03   0.000000E+00   0.000000E+00   0.178282E+03  -0.356564E+03
   0.101570E+03   0.105022E+02   0.156814E+02   0.168661E+02   0.164839E-03   0.172085E-02   0.447416E-03   0.525153E-04   0.621890E-03   0.549487E-03   0.830953E-03   0.253743E-02   0.179290E+03   0.000000E+00   0.000000E+00   0.179290E+03  -0.358580E+03
   0.101570E+03   0.109721E+02   0.160201E+02   0.168661E+02   0.405080E-03   0.466521E-02   0.447416E-03   0.525153E-04   0.134471E-02   0.549487E-03   0.830953E-03   0.339901E-03   0.175378E+03   0.000000E+00   0.000000E+00   0.175378E+03  -0.350756E+03
   0.102489E+03   0.102463E+02   0.160201E+02   0.168661E+02   0.405080E-03   0.466521E-02   0.447416E-03   0.166051E-02   0.799298E-03   0.549487E-03   0.830953E-03   0.305092E-02   0.175185E+03   0.000000E+00   0.000000E+00   0.175185E+03  -0.350370E+03
   0.102489E+03   0.106483E+02   0.224374E+02   0.157671E+02   0.405080E-03   0.466521E-02   0.447416E-03   0.605933E-03   0.588149E-03   0.255170E-02   0.124156E-02   0.118476E-02   0.172698E+03   0.000000E+00   0.000000E+00   0.172698E+03  -0.345396E+03
   0.102489E+03   0.106483E+02   0.219493E+02   0.923599E+01   0.405080E-03   0.238216E-02   0.204804E-03   0.103709E-02   0.588149E-03   0.255170E-02   0.124156E-02   0.118476E-02   0.175053E+03   0.000000E+00   0.000000E+00   0.175053E+03  -0.350106E+03
   0.102489E+03   0.127215E+02   0.139650E+02   0.211840E+02   0.405080E-03   0.136804E-02   0.204804E-03   0.103709E-02   0.127236E-02   0.255170E-02   0.124156E-02   0.257356E-02   0.174819E+03   0.000000E+00   0.000000E+00   0.174819E+03  -0.349638E+03
   0.102489E+03   0.127215E+02   0.132245E+02   0.103844E+02   0.405080E-03   0.136804E-02   0.204804E-03   0.593166E-03   0.127236E-02   0.255170E-02   0.124156E-02   0.276031E-02   0.176276E+03   0.000000E+00   0.000000E+00   0.176276E+03  -0.352552E+03
   0.102489E+03   0.968113E+01   0.132245E+02   0.527490E+01   0.405080E-03   0.130890E-02   0.605525E-03   0.593166E-03   0.176756E-02   0.676812E-03   0.133863E-02   0.185239E-02   0.179089E+03   0.000000E+00   0.000000E+00   0.179089E+03  -0.358178E+03
   0.102489E+03   0.968113E+01   0.807115E+01   0.204073E+02   0.405080E-03   0.964181E-03   0.605525E-03   0.593166E-03   0.176756E-02   0.676812E-03   0.133863E-02   0.185239E-02   0.178843E+03   0.000000E+00   0.000000E+00   0.178843E+03  -0.357686E+03
   0.102489E+03   0.968113E+01   0.108460E+02   0.204073E+02   0.405080E-03   0.964181E-03   0.605525E-03   0.593166E-03   0.176756E-02   0.676812E-03   0.299459E-02   0.100881E-02   0.178146E+03   0.000000E+00   0.000000E+00   0.178146E+03  -0.356292E+03
   0.102489E+03   0.968113E+01   0.123956E+02   0.137063E+02   0.405080E-03   0.964181E-03   0.605525E-03   0.593166E-03   0.193072E-02   0.676812E-03   0.299459E-02   0.100881E-02   0.178247E+03   0.000000E+00   0.000000E+00   0.178247E+03  -0.356494E+03
   0.102489E+03   0.927625E+01   0.123956E+02   0.114694E+02   0.637618E-03   0.964181E-03   0.605525E-03   0.593166E-03   0.193072E-02   0.676812E-03   0.299459E-02   0.100881E-02   0.177862E+03   0.000000E+00   0.000000E+00   0.177862E+03  -0.355724E+03
   0.100321E+03   0.927625E+01   0.247925E+01   0.114694E+02   0.637618E-03   0.964181E-03   0.605525E-03   0.593166E-03   0.431928E-03   0.676812E-03   0.442634E-03   0.100881E-02   0.184899E+03   0.000000E+00   0.000000E+00   0.184899E+03  -0.369798E+03
   0.100938E+03   0.230998E+01   0.247925E+01   0.114694E+02   0.531081E-04   0.699631E-03   0.605525E-03   0.593166E-03   0.431928E-03   0.919195E-03   0.442634E-03   0.973610E-03   0.185406E+03   0.000000E+00   0.000000E+00   0.185406E+03  -0.370812E+03
   0.100938E+03   0.179510E+01   0.247925E+01   0.114694E+02   0.531081E-04   0.181251E-03   0.129963E-02   0.593166E-03   0.431928E-03   0.919195E-03   0.120655E-03   0.948764E-03   0.184823E+03   0.000000E+00   0.000000E+00   0.184823E+03  -0.369646E+03
   0.100938E+03   0.179510E+01   0.449145E+01  -0.156364E+01   0.531081E-04   0.181251E-03   0.622916E-03   0.593166E-03   0.431928E-03   0.919195E-03   0.325165E-03   0.948764E-03   0.186603E+03   0.000000E+00   0.000000E+00   0.186603E+03  -0.373206E+03
   0.100938E+03   0.179510E+01   0.449145E+01  -0.447004E+01   0.531081E-04   0.181251E-03   0.622916E-03   0.593166E-03   0.431928E-03   0.919195E-03   0.922186E-03   0.149697E-02   0.184685E+03   0.000000E+00   0.000000E+00   0.184685E+03  -0.369370E+03
   0.100938E+03   0.564981E+01   0.449145E+01   0.137046E+02   0.159066E-02   0.181251E-03   0.622916E-03   0.593166E-03   0.431928E-03   0.919195E-03   0.922186E-03   0.149697E-02   0.182420E+03   0.000000E+00   0.000000E+00   0.182420E+03  -0.364840E+03
   0.100938E+03   0.564981E+01   0.667574E+01   0.196847E+01   0.159066E-02   0.181251E-03   0.622916E-03   0.153055E-02   0.431928E-03   0.919195E-03   0.922186E-03   0.149697E-02   0.181637E+03   0.000000E+00   0.000000E+00   0.181637E+03  -0.363274E+03
   0.100938E+03   0.564981E+01   0.572753E+01   0.196847E+01   0.159066E-02   0.181251E-03   0.622916E-03   0.156198E-02   0.431928E-03   0.919195E-03   0.922186E-03   0.146021E-02   0.181671E+03   0.000000E+00   0.000000E+00   0.181671E+03  -0.363342E+03
   0.100777E+03   0.917358E+01   0.572753E+01  -0.914277E+01   0.159066E-02   0.181251E-03   0.622916E-03   0.156198E-02   0.431928E-03   0.919195E-03   0.922186E-03   0.158286E-02   0.176816E+03   0.000000E+00   0.000000E+00   0.176816E+03  -0.353632E+03
   0.100777E+03   0.917358E+01   0.572753E+01   0.435122E+01   0.289612E-02   0.123616E-02   0.622916E-03   0.156198E-02   0.431928E-03   0.919195E-03   0.106946E-02   0.165041E-02   0.176917E+03   0.000000E+00   0.000000E+00   0.176917E+03  -0.353834E+03
   0.101679E+03   0.917358E+01   0.528641E+01   0.254344E+02   0.609985E-03   0.123616E-02   0.622916E-03   0.156198E-02   0.847500E-03   0.919195E-03   0.106946E-02   0.165041E-02   0.178873E+03   0.000000E+00   0.000000E+00   0.178873E+03  -0.357746E+03
   0.101679E+03   0.917358E+01   0.943622E+01   0.260036E+01   0.609985E-03   0.123616E-02   0.622916E-03   0.156198E-02   0.847500E-03   0.800020E-03   0.106946E-02   0.337963E-03   0.178796E+03   0.000000E+00   0.000000E+00   0.178796E+03  -0.357592E+03
   0.101679E+03   0.917358E+01   0.902884E+01   0.112274E+02   0.609985E-03   0.123616E-02   0.622916E-03   0.156198E-02   0.794059E-03   0.800020E-03   0.128233E-02   0.337963E-03   0.180347E+03   0.000000E+00   0.000000E+00   0.180347E+03  -0.360694E+03
   0.101679E+03   0.917358E+01   0.902884E+01   0.209955E+02   0.609985E-03   0.123616E-02   0.588148E-03   0.156198E-02   0.891502E-04   0.800020E-03   0.167457E-02   0.337963E-03   0.180485E+03   0.000000E+00   0.000000E+00   0.180485E+03  -0.360970E+03
   0.101679E+03   0.119606E+02   0.149713E+02   0.209955E+02   0.609985E-03   0.123616E-02   0.588148E-03   0.156198E-02   0.891502E-04   0.800020E-03   0.124584E-02   0.136952E-02   0.179910E+03   0.000000E+00   0.000000E+00   0.179910E+03  -0.359820E+03
   0.103114E+03   0.136469E+02   0.149713E+02   0.175494E+02   0.609985E-03   0.123616E-02   0.588148E-03   0.156198E-02   0.891502E-04   0.800020E-03   0.124584E-02   0.136952E-02   0.180597E+03   0.000000E+00   0.000000E+00   0.180597E+03  -0.361194E+03
   0.103114E+03   0.136469E+02   0.160488E+02   0.175494E+02   0.609985E-03   0.123616E-02   0.588148E-03   0.156198E-02   0.891502E-04   0.800020E-03   0.563928E-03   0.136952E-02   0.181838E+03   0.000000E+00   0.000000E+00   0.181838E+03  -0.363676E+03
   0.103233E+03   0.136469E+02   0.160488E+02   0.290618E+02   0.300027E-03   0.678161E-03   0.588148E-03   0.149931E-02   0.891502E-04   0.777251E-03   0.563928E-03   0.136952E-02   0.183078E+03   0.000000E+00   0.000000E+00   0.183078E+03  -0.366156E+03
   0.103195E+03   0.136469E+02   0.160488E+02   0.290618E+02   0.300027E-03   0.678161E-03   0.588148E-03   0.149931E-02   0.891502E-04   0.777251E-03   0.563928E-03   0.101197E-02   0.183390E+03   0.000000E+00   0.000000E+00   0.183390E+03  -0.366780E+03
   0.103195E+03   0.157793E+02   0.160488E+02   0.290618E+02   0.300027E-03   0.273202E-03   0.588148E-03   0.149931E-02   0.567259E-03   0.777251E-03   0.563928E-03   0.101197E-02   0.183409E+03   0.000000E+00   0.000000E+00   0.183409E+03  -0.366818E+03
   0.103195E+03   0.157793E+02   0.160488E+02   0.290618E+02   0.300027E-03   0.273202E-03   0.588148E-03   0.189235E-02   0.567259E-03   0.777251E-03   0.563928E-03   0.111659E-02   0.182729E+03   0.000000E+00   0.000000E+00   0.182729E+03  -0.365458E+03
   0.103195E+03   0.115250E+02   0.198580E+02   0.290618E+02   0.300027E-03   0.273202E-03   0.588148E-03   0.197575E-02   0.567259E-03   0.777251E-03   0.563928E-03   0.111659E-02   0.182137E+03   0.000000E+00   0.000000E+00   0.182137E+03  -0.364274E+03
   0.103195E+03   0.113875E+02   0.767243E+01   0.290618E+02   0.300027E-03   0.273202E-03   0.588148E-03   0.178468E-02   0.567259E-03   0.928121E-03   0.563928E-03   0.111659E-02   0.181632E+03   0.000000E+00   0.000000E+00   0.181632E+03  -0.363264E+03
