x(m)	h1(mm)
0.504	62.0061987605552
0.604	60.8460772632221
0.704	60.6541622366659
0.804	60.1117395119991
0.904	59.8957521925566
1.004	59.8740078523331
1.104	60.0283864654451
1.204	60.3166202337782
1.304	60.3242990390008
1.404	60.7296948988886
1.504	60.7013644152214
1.604	60.5779571691089
1.704	60.0669714877777
1.804	59.9682733447775
1.904	59.9040843641114
2.004	60.0150594429998
2.104	59.475367348223
2.204	59.4704282398876
2.304	59.2657762197777
2.404	59.8563964342229
2.504	59.9750429854444
2.604	60.4354702863321
2.704	60.7458446461102
2.804	60.7270640957784
2.904	61.0005729093346
3.004	61.183932661224
3.104	61.3865290270007
3.204	61.1725227015557
3.304	61.2450555156655
3.404	61.2025654349998
3.504	61.0017428765562
3.604	60.3414035663334
3.704	60.5620088051124
3.804	60.1807560284449
3.904	60.0992815812229
4.004	59.697363935001
4.104	60.0249528273336
4.204	60.0166687932224
4.304	60.0460505355546
4.404	59.8237088344447
4.504	59.8281144012219
4.604	59.9352009464442
4.704	60.7752558798894
4.804	60.4302025957776
4.904	60.5322183962228
5.004	60.2043683384454
5.104	60.0419663858901
5.204	59.6702049925543
5.304	59.4953561732218
5.404	59.8545377424454
5.504	59.9650171666667
5.604	60.1638924858904
5.704	60.4444208825552
5.804	60.653015867778
5.904	60.6559446985555
6.004	60.8639738155561
6.104	61.029913307
6.204	59.9294356493335
6.304	59.8080149492222
6.404	59.5750063361106
6.504	59.4579668778883
6.604	59.7051977894447
6.704	59.3787012545548
6.804	59.6923920864448
6.904	59.3385613985555
7.004	59.3952035194451
7.104	59.8099020725555
7.204	60.1273933594442
7.304	60.2977960843343
7.404	60.454626271999
7.504	60.629013216777
7.604	60.8330675996657
7.704	60.3789370938912
7.804	59.9658226923319
7.904	59.8927628475546
8.004	59.7147491484441
8.104	59.6570012223338
8.204	59.6430310073317
8.304	59.7432385696662
8.404	59.5139339212233
8.504	59.2673925152215
8.604	59.3688454178892
8.704	59.2512826162229
8.804	59.2952206573326
8.904	59.2410655232223
9.004	59.4683876376665
9.104	59.4275885199982
9.204	60.2062600507787
9.304	60.0486094798881
9.404	60.2356447171113
9.504	60.2072332345559
9.604	60.2151817940013
9.704	60.1889235647773
9.804	60.1929060425553
9.904	60.089803787444
10.004	60.5496242788892
10.104	60.6145301757791
10.204	60.8673007177788
10.304	61.0320066894433
10.404	61.1405686111124
10.504	61.3600730273313
10.604	61.6240309721109
10.704	61.0097542551111
10.804	60.7124327302207
10.904	60.6338628703326
11.004	60.3627893172231
11.104	60.2229094784436
11.204	59.8084858510014
11.304	59.9438843676684
11.404	59.7858372332237
11.504	60.1867331672228
11.604	60.0645532372241
11.704	60.2516307368896
11.804	59.7756840706666
11.904	60.1601360179989
12.004	59.857325327224
12.104	60.2467928992203
12.204	59.4730432516671
12.304	59.9584023052213
12.404	59.5769378257771
12.504	59.8646104438898
12.604	59.2809850603327
12.704	59.3276714574452
12.804	59.1114914916655
12.904	59.1173008613341
13.004	59.3860005342222
13.104	59.3392824512227
13.204	59.6575075345572
13.304	59.3884554317803
13.404	59.7541333271117
13.504	59.6989567067776
13.604	59.8976173120015
13.704	59.1890322248885
13.804	59.0532905092221
13.904	59.2478963784461
14.004	59.148426663445
14.104	59.1926970346655
14.204	58.8216625126677
14.304	59.1401049724455
14.404	58.8255779707788
14.504	58.838199712889
14.604	59.2529215701107
14.704	59.7414033644447
14.804	59.8028876277767
14.904	60.1477621477767
15.004	59.9805644348895
15.104	60.1632896048901
15.204	59.8471359127782
15.304	60.0136509584443
15.404	60.0715149289999
15.504	60.1686871278867
15.604	60.0037799181109
15.704	60.0277707548899
15.804	59.8457742216681
15.904	59.8399194893328
16.004	59.8446470567771
16.104	59.699965945444
16.204	59.7789906839981
16.304	59.4336343658893
16.404	59.5771291742227
16.504	59.1476956792213
