a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.987911E+02  0.356899E+01 -0.150538E+02  0.413447E-03  0.116371E+02  0.934329E+01  0.121601E+02  0.199048E+02  0.380091E+02
  0.987911E+02  0.356899E+01 -0.150538E+02  0.337017E-03  0.106392E+02  0.934329E+01  0.122714E+02  0.229738E+02  0.371622E+02
  0.987911E+02  0.356899E+01 -0.127894E+02  0.337017E-03  0.956982E+01  0.956452E+01  0.144418E+02  0.215526E+02  0.384703E+02
  0.987911E+02  0.356899E+01 -0.201786E+02  0.337017E-03  0.103472E+02  0.930992E+01  0.142174E+02  0.204717E+02  0.381712E+02
  0.987911E+02  0.356899E+01 -0.787472E+01  0.337017E-03  0.967871E+01  0.106510E+02  0.125171E+02  0.191727E+02  0.392745E+02
  0.987911E+02 -0.775699E+00 -0.114456E+02  0.337017E-03  0.100290E+02  0.107077E+02  0.138418E+02  0.178976E+02  0.393744E+02
  0.987911E+02 -0.775699E+00 -0.114456E+02  0.337017E-03  0.100470E+02  0.107077E+02  0.132629E+02  0.174383E+02  0.394389E+02
  0.987911E+02 -0.775699E+00 -0.374323E+01  0.337017E-03  0.104523E+02  0.989290E+01  0.125395E+02  0.174383E+02  0.394915E+02
  0.987911E+02 -0.164352E+01 -0.374323E+01  0.337017E-03  0.108742E+02  0.934704E+01  0.114755E+02  0.165080E+02  0.390156E+02
  0.100239E+03 -0.240945E+01 -0.103747E+02  0.140529E-03  0.116896E+02  0.116608E+02  0.110831E+02  0.183336E+02  0.372847E+02
  0.100239E+03 -0.787559E+00 -0.246030E+01  0.140529E-03  0.124415E+02  0.119415E+02  0.125641E+02  0.189751E+02  0.377107E+02
  0.100239E+03 -0.787559E+00 -0.200760E+01  0.140529E-03  0.120426E+02  0.121116E+02  0.112260E+02  0.189751E+02  0.372897E+02
  0.100239E+03 -0.787559E+00  0.248897E+00  0.140529E-03  0.130205E+02  0.119463E+02  0.113289E+02  0.191008E+02  0.368725E+02
  0.100239E+03  0.256310E+01 -0.636250E+01  0.140529E-03  0.130205E+02  0.123950E+02  0.113289E+02  0.189273E+02  0.367304E+02
  0.100239E+03  0.256310E+01 -0.636250E+01  0.140529E-03  0.129513E+02  0.127780E+02  0.118078E+02  0.173161E+02  0.373002E+02
  0.100239E+03  0.256310E+01  0.390520E+01  0.140529E-03  0.129513E+02  0.128119E+02  0.143444E+02  0.201923E+02  0.368875E+02
  0.100239E+03  0.256310E+01  0.914465E+01  0.140529E-03  0.134663E+02  0.119918E+02  0.141592E+02  0.209678E+02  0.364012E+02
  0.100239E+03  0.488503E+01  0.914465E+01  0.140529E-03  0.140869E+02  0.133231E+02  0.140038E+02  0.205625E+02  0.353469E+02
  0.100239E+03  0.488503E+01  0.798132E+01  0.140529E-03  0.150899E+02  0.133231E+02  0.135329E+02  0.199037E+02  0.349444E+02
  0.100239E+03  0.488503E+01  0.126028E+01  0.140529E-03  0.147491E+02  0.130828E+02  0.137042E+02  0.186814E+02  0.359747E+02
  0.100239E+03 -0.636081E+01  0.724378E+01  0.140529E-03  0.147491E+02  0.110983E+02  0.141451E+02  0.182247E+02  0.355365E+02
  0.100239E+03  0.772202E+01 -0.184586E+01  0.375422E-03  0.139350E+02  0.114541E+02  0.139565E+02  0.188075E+02  0.364327E+02
  0.100239E+03  0.772202E+01  0.942202E+01  0.375422E-03  0.144678E+02  0.114541E+02  0.139565E+02  0.178478E+02  0.363034E+02
  0.983240E+02  0.565067E+01  0.743806E+01  0.375422E-03  0.144678E+02  0.118751E+02  0.139565E+02  0.179324E+02  0.360073E+02
  0.983240E+02  0.188205E+01  0.389577E+01  0.375422E-03  0.125355E+02  0.118751E+02  0.133364E+02  0.204974E+02  0.367255E+02
  0.983240E+02  0.188205E+01  0.766263E+01  0.375422E-03  0.112753E+02  0.122874E+02  0.154345E+02  0.223293E+02  0.356589E+02
  0.983240E+02  0.103465E+02  0.238212E+01  0.375422E-03  0.963047E+01  0.122414E+02  0.143144E+02  0.229829E+02  0.356183E+02
  0.983240E+02  0.119151E+02 -0.220555E+01  0.375422E-03  0.824169E+01  0.122999E+02  0.130292E+02  0.247095E+02  0.339126E+02
  0.983240E+02  0.119151E+02 -0.151002E+01  0.664766E-04  0.813424E+01  0.122699E+02  0.125274E+02  0.219496E+02  0.354313E+02
  0.983240E+02  0.128160E+02 -0.151002E+01  0.604965E-03  0.813424E+01  0.122699E+02  0.114897E+02  0.260922E+02  0.318282E+02
  0.983240E+02  0.128160E+02 -0.117995E+02  0.604965E-03  0.741573E+01  0.112815E+02  0.114897E+02  0.262576E+02  0.311917E+02
  0.983240E+02  0.950879E+01  0.616961E+00  0.604965E-03  0.741573E+01  0.106261E+02  0.962524E+01  0.237014E+02  0.327743E+02
  0.983240E+02  0.490775E+01 -0.268120E+01  0.961507E-03  0.690387E+01  0.125684E+02  0.907225E+01  0.237014E+02  0.301874E+02
