a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100897E+03  -0.285468E+00   0.499681E-03   0.903350E+01   0.954343E+01   0.184378E+03  -0.231528E+01   0.000000E+00   0.186693E+03  -0.373387E+03
   0.100897E+03  -0.285468E+00   0.499681E-03   0.103972E+02   0.954343E+01   0.184678E+03  -0.201515E+01   0.000000E+00   0.186693E+03  -0.373386E+03
   0.100897E+03  -0.285468E+00   0.499681E-03   0.100681E+02   0.107925E+02   0.184479E+03  -0.221406E+01   0.000000E+00   0.186693E+03  -0.373386E+03
   0.100897E+03  -0.285468E+00   0.499681E-03   0.107719E+02   0.928519E+01   0.184304E+03  -0.238953E+01   0.000000E+00   0.186694E+03  -0.373387E+03
   0.995210E+02  -0.285468E+00   0.499681E-03   0.107719E+02   0.928519E+01   0.184686E+03  -0.238953E+01   0.000000E+00   0.187076E+03  -0.374151E+03
   0.100148E+03  -0.285468E+00   0.499681E-03   0.870536E+01   0.103713E+02   0.184704E+03  -0.276328E+01   0.000000E+00   0.187467E+03  -0.374935E+03
   0.100148E+03   0.339695E+01   0.499681E-03   0.927371E+01   0.103713E+02   0.185771E+03  -0.214966E+01   0.000000E+00   0.187921E+03  -0.375841E+03
   0.100148E+03   0.339695E+01   0.499681E-03   0.860384E+01   0.103713E+02   0.185000E+03  -0.292107E+01   0.000000E+00   0.187921E+03  -0.375842E+03
   0.100148E+03   0.339695E+01   0.458217E-03   0.860384E+01   0.103713E+02   0.185047E+03  -0.292107E+01   0.000000E+00   0.187968E+03  -0.375936E+03
   0.997158E+02   0.339695E+01   0.458217E-03   0.104005E+02   0.103713E+02   0.185839E+03  -0.205716E+01   0.000000E+00   0.187896E+03  -0.375792E+03
   0.997158E+02   0.339695E+01   0.458217E-03   0.100144E+02   0.103713E+02   0.185954E+03  -0.194233E+01   0.000000E+00   0.187896E+03  -0.375793E+03
   0.997158E+02   0.339695E+01   0.415525E-03   0.100144E+02   0.972375E+01   0.185995E+03  -0.185064E+01   0.000000E+00   0.187846E+03  -0.375691E+03
   0.997158E+02   0.339695E+01   0.415525E-03   0.992522E+01   0.102064E+02   0.185971E+03  -0.187449E+01   0.000000E+00   0.187845E+03  -0.375691E+03
   0.997158E+02   0.339695E+01   0.415525E-03   0.965715E+01   0.102064E+02   0.185941E+03  -0.190514E+01   0.000000E+00   0.187846E+03  -0.375692E+03
   0.997158E+02   0.339695E+01   0.415525E-03   0.965715E+01   0.102064E+02   0.185941E+03  -0.190514E+01   0.000000E+00   0.187846E+03  -0.375692E+03
   0.997158E+02   0.339695E+01   0.539765E-03   0.965715E+01   0.102064E+02   0.185757E+03  -0.190514E+01   0.000000E+00   0.187662E+03  -0.375324E+03
   0.997158E+02   0.339695E+01   0.539765E-03   0.965715E+01   0.102064E+02   0.185757E+03  -0.190514E+01   0.000000E+00   0.187662E+03  -0.375324E+03
   0.997158E+02   0.339695E+01   0.539765E-03   0.965715E+01   0.102064E+02   0.185757E+03  -0.190514E+01   0.000000E+00   0.187662E+03  -0.375324E+03
   0.997158E+02   0.339695E+01   0.539765E-03   0.120590E+02   0.102064E+02   0.183843E+03  -0.381909E+01   0.000000E+00   0.187662E+03  -0.375324E+03
   0.997158E+02   0.339695E+01   0.423301E-03   0.120590E+02   0.102064E+02   0.184045E+03  -0.381909E+01   0.000000E+00   0.187864E+03  -0.375728E+03
   0.997158E+02  -0.350500E+00   0.423301E-03   0.100797E+02   0.100600E+02   0.185439E+03  -0.185674E+01   0.000000E+00   0.187296E+03  -0.374591E+03
   0.997158E+02   0.321367E+01   0.423301E-03   0.103056E+02   0.100600E+02   0.185997E+03  -0.192106E+01   0.000000E+00   0.187918E+03  -0.375836E+03
   0.997158E+02   0.321367E+01   0.423301E-03   0.934993E+01   0.100600E+02   0.185914E+03  -0.200433E+01   0.000000E+00   0.187918E+03  -0.375837E+03
   0.997158E+02   0.321367E+01   0.539448E-03   0.102196E+02   0.103141E+02   0.185741E+03  -0.196194E+01   0.000000E+00   0.187703E+03  -0.375406E+03
   0.100015E+03   0.321367E+01   0.435141E-03   0.111121E+02   0.103141E+02   0.185452E+03  -0.257806E+01   0.000000E+00   0.188030E+03  -0.376060E+03
   0.100015E+03   0.321367E+01   0.435141E-03   0.114731E+02   0.103141E+02   0.185032E+03  -0.299826E+01   0.000000E+00   0.188030E+03  -0.376061E+03
   0.100015E+03   0.321367E+01   0.435141E-03   0.114731E+02   0.105895E+02   0.184889E+03  -0.314083E+01   0.000000E+00   0.188030E+03  -0.376060E+03
   0.100015E+03   0.321367E+01   0.435141E-03   0.114731E+02   0.105895E+02   0.184889E+03  -0.314083E+01   0.000000E+00   0.188030E+03  -0.376060E+03
   0.100015E+03   0.321367E+01   0.435141E-03   0.112645E+02   0.105895E+02   0.185143E+03  -0.288716E+01   0.000000E+00   0.188030E+03  -0.376060E+03
   0.100015E+03   0.202995E+01   0.435141E-03   0.112645E+02   0.105895E+02   0.185287E+03  -0.288716E+01   0.000000E+00   0.188174E+03  -0.376348E+03
   0.100015E+03   0.202995E+01   0.435141E-03   0.112023E+02   0.105895E+02   0.185357E+03  -0.281723E+01   0.000000E+00   0.188174E+03  -0.376348E+03
   0.100015E+03   0.202995E+01   0.428879E-03   0.112023E+02   0.105895E+02   0.185349E+03  -0.281723E+01   0.000000E+00   0.188166E+03  -0.376332E+03
   0.100015E+03   0.202995E+01   0.428879E-03   0.112023E+02   0.871625E+01   0.184764E+03  -0.340240E+01   0.000000E+00   0.188166E+03  -0.376333E+03
   0.100015E+03   0.202995E+01   0.428879E-03   0.112023E+02   0.871625E+01   0.184764E+03  -0.340240E+01   0.000000E+00   0.188166E+03  -0.376333E+03
   0.100015E+03   0.202995E+01   0.544374E-03   0.112023E+02   0.105665E+02   0.185087E+03  -0.280283E+01   0.000000E+00   0.187890E+03  -0.375780E+03
   0.100015E+03   0.202995E+01   0.544374E-03   0.112023E+02   0.921478E+01   0.185041E+03  -0.284850E+01   0.000000E+00   0.187890E+03  -0.375779E+03
   0.100015E+03   0.202995E+01   0.544374E-03   0.112578E+02   0.921478E+01   0.184979E+03  -0.291078E+01   0.000000E+00   0.187890E+03  -0.375780E+03
   0.100015E+03   0.315311E+01   0.544374E-03   0.119605E+02   0.921478E+01   0.183936E+03  -0.387198E+01   0.000000E+00   0.187808E+03  -0.375616E+03
   0.100015E+03   0.315311E+01   0.454010E-03   0.119766E+02   0.921478E+01   0.184163E+03  -0.389750E+01   0.000000E+00   0.188061E+03  -0.376121E+03
   0.100015E+03   0.460218E+00   0.454010E-03   0.106339E+02   0.922010E+01   0.185528E+03  -0.233668E+01   0.000000E+00   0.187865E+03  -0.375729E+03
   0.100015E+03   0.460218E+00   0.454010E-03   0.101421E+02   0.922010E+01   0.185755E+03  -0.211041E+01   0.000000E+00   0.187865E+03  -0.375731E+03
   0.100015E+03   0.460218E+00   0.454010E-03   0.103561E+02   0.922010E+01   0.185682E+03  -0.218255E+01   0.000000E+00   0.187865E+03  -0.375729E+03
   0.100015E+03   0.110108E+01   0.454010E-03   0.103561E+02   0.922010E+01   0.185878E+03  -0.218255E+01   0.000000E+00   0.188061E+03  -0.376121E+03
   0.100015E+03   0.110108E+01   0.454010E-03   0.108992E+02   0.101167E+02   0.185748E+03  -0.231301E+01   0.000000E+00   0.188061E+03  -0.376122E+03
   0.100015E+03   0.110108E+01   0.454010E-03   0.926368E+01   0.101167E+02   0.185989E+03  -0.207221E+01   0.000000E+00   0.188061E+03  -0.376122E+03
   0.100015E+03   0.110108E+01   0.454010E-03   0.926368E+01   0.101167E+02   0.185989E+03  -0.207221E+01   0.000000E+00   0.188061E+03  -0.376122E+03
   0.100015E+03   0.110108E+01   0.454010E-03   0.113529E+02   0.101167E+02   0.185273E+03  -0.278813E+01   0.000000E+00   0.188061E+03  -0.376122E+03
   0.100015E+03   0.110108E+01   0.454010E-03   0.113529E+02   0.101167E+02   0.185273E+03  -0.278813E+01   0.000000E+00   0.188061E+03  -0.376122E+03
   0.100015E+03   0.110108E+01   0.382838E-03   0.113529E+02   0.108766E+02   0.184701E+03  -0.320687E+01   0.000000E+00   0.187908E+03  -0.375816E+03
   0.100015E+03   0.110108E+01   0.373524E-03   0.116097E+02   0.108766E+02   0.184323E+03  -0.353807E+01   0.000000E+00   0.187861E+03  -0.375722E+03
   0.997280E+02   0.110108E+01   0.373524E-03   0.116959E+02   0.128820E+02   0.181101E+03  -0.668147E+01   0.000000E+00   0.187782E+03  -0.375565E+03
   0.997280E+02   0.110108E+01   0.373524E-03   0.116959E+02   0.128820E+02   0.181101E+03  -0.668147E+01   0.000000E+00   0.187782E+03  -0.375565E+03
   0.997280E+02   0.203605E+01   0.373524E-03   0.114344E+02   0.105741E+02   0.184830E+03  -0.308190E+01   0.000000E+00   0.187912E+03  -0.375824E+03
   0.996937E+02   0.203605E+01   0.373524E-03   0.114344E+02   0.105741E+02   0.184806E+03  -0.308190E+01   0.000000E+00   0.187888E+03  -0.375776E+03
   0.100487E+03   0.203605E+01   0.373524E-03   0.114344E+02   0.943662E+01   0.184573E+03  -0.298041E+01   0.000000E+00   0.187553E+03  -0.375107E+03
   0.100487E+03   0.203605E+01   0.373524E-03   0.877520E+01   0.943662E+01   0.184883E+03  -0.267090E+01   0.000000E+00   0.187554E+03  -0.375108E+03
   0.100487E+03   0.294643E+01   0.373524E-03   0.877520E+01   0.977711E+01   0.184874E+03  -0.256363E+01   0.000000E+00   0.187438E+03  -0.374875E+03
   0.100487E+03   0.294643E+01   0.373524E-03   0.877520E+01   0.956197E+01   0.184822E+03  -0.261629E+01   0.000000E+00   0.187438E+03  -0.374877E+03
   0.101413E+03   0.294643E+01   0.365697E-03   0.877520E+01   0.118350E+02   0.180467E+03  -0.414845E+01   0.000000E+00   0.184615E+03  -0.369231E+03
   0.100800E+03   0.246227E+01   0.365697E-03   0.100418E+02   0.117381E+02   0.183524E+03  -0.328726E+01   0.000000E+00   0.186811E+03  -0.373623E+03
   0.100730E+03   0.246227E+01   0.392140E-03   0.929060E+01   0.117381E+02   0.183720E+03  -0.347935E+01   0.000000E+00   0.187199E+03  -0.374399E+03
   0.100730E+03   0.246227E+01   0.392140E-03   0.929060E+01   0.978495E+01   0.185162E+03  -0.203690E+01   0.000000E+00   0.187199E+03  -0.374398E+03
   0.100730E+03   0.246227E+01   0.563907E-03   0.793051E+01   0.978495E+01   0.183000E+03  -0.429603E+01   0.000000E+00   0.187296E+03  -0.374592E+03
   0.100730E+03   0.246227E+01   0.594489E-03   0.793051E+01   0.978495E+01   0.182817E+03  -0.429603E+01   0.000000E+00   0.187113E+03  -0.374226E+03
   0.100730E+03   0.246227E+01   0.594489E-03   0.105761E+02   0.990438E+01   0.185068E+03  -0.204576E+01   0.000000E+00   0.187114E+03  -0.374228E+03
   0.100730E+03   0.246227E+01   0.594489E-03   0.105761E+02   0.990438E+01   0.185068E+03  -0.204576E+01   0.000000E+00   0.187114E+03  -0.374228E+03
   0.100730E+03  -0.119337E+00   0.520954E-03   0.105761E+02   0.113214E+02   0.184077E+03  -0.294503E+01   0.000000E+00   0.187022E+03  -0.374044E+03
   0.100730E+03  -0.119337E+00   0.520954E-03   0.105761E+02   0.113214E+02   0.184077E+03  -0.294503E+01   0.000000E+00   0.187022E+03  -0.374044E+03
   0.100730E+03  -0.119337E+00   0.520954E-03   0.928974E+01   0.113214E+02   0.184092E+03  -0.292987E+01   0.000000E+00   0.187022E+03  -0.374044E+03
   0.100730E+03   0.490906E+01   0.520954E-03   0.110167E+02   0.111007E+02   0.183676E+03  -0.305311E+01   0.000000E+00   0.186729E+03  -0.373458E+03
   0.100730E+03   0.527949E+01   0.520954E-03   0.803842E+01   0.111007E+02   0.181865E+03  -0.465305E+01   0.000000E+00   0.186518E+03  -0.373036E+03
   0.100730E+03   0.619732E+01   0.520954E-03   0.803842E+01   0.105306E+02   0.181693E+03  -0.418876E+01   0.000000E+00   0.185882E+03  -0.371764E+03
   0.100730E+03   0.619732E+01   0.520954E-03   0.105997E+02   0.105306E+02   0.183631E+03  -0.225106E+01   0.000000E+00   0.185882E+03  -0.371764E+03
   0.100730E+03   0.619732E+01   0.520954E-03   0.105997E+02   0.105306E+02   0.183631E+03  -0.225106E+01   0.000000E+00   0.185882E+03  -0.371764E+03
   0.100730E+03   0.619732E+01   0.531124E-03   0.105997E+02   0.105306E+02   0.183636E+03  -0.225106E+01   0.000000E+00   0.185887E+03  -0.371774E+03
   0.100730E+03   0.316885E+01   0.531124E-03   0.934698E+01   0.105306E+02   0.185158E+03  -0.218372E+01   0.000000E+00   0.187342E+03  -0.374683E+03
   0.100730E+03   0.239654E+01   0.531124E-03   0.106648E+02   0.105306E+02   0.185144E+03  -0.229472E+01   0.000000E+00   0.187439E+03  -0.374877E+03
   0.100730E+03   0.239654E+01   0.531124E-03   0.995140E+01   0.105306E+02   0.185419E+03  -0.201954E+01   0.000000E+00   0.187439E+03  -0.374877E+03
   0.100730E+03   0.239654E+01   0.373478E-03   0.995140E+01   0.104557E+02   0.185081E+03  -0.197804E+01   0.000000E+00   0.187059E+03  -0.374118E+03
   0.100730E+03   0.366079E+01   0.373478E-03   0.883465E+01   0.908919E+01   0.183886E+03  -0.284208E+01   0.000000E+00   0.186728E+03  -0.373456E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.883465E+01   0.908919E+01   0.184537E+03  -0.284208E+01   0.000000E+00   0.187379E+03  -0.374758E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.105341E+02   0.909497E+01   0.184999E+03  -0.238037E+01   0.000000E+00   0.187379E+03  -0.374759E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.105341E+02   0.909497E+01   0.184999E+03  -0.238037E+01   0.000000E+00   0.187379E+03  -0.374759E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.105341E+02   0.103332E+02   0.185267E+03  -0.211177E+01   0.000000E+00   0.187379E+03  -0.374758E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.105341E+02   0.104912E+02   0.185191E+03  -0.218820E+01   0.000000E+00   0.187379E+03  -0.374758E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.105341E+02   0.102405E+02   0.185302E+03  -0.207728E+01   0.000000E+00   0.187379E+03  -0.374759E+03
   0.100362E+03   0.366079E+01   0.373478E-03   0.984384E+01   0.106479E+02   0.185285E+03  -0.209435E+01   0.000000E+00   0.187379E+03  -0.374759E+03
   0.999691E+02   0.462812E+01   0.373478E-03   0.984384E+01   0.110047E+02   0.184710E+03  -0.238854E+01   0.000000E+00   0.187099E+03  -0.374197E+03
   0.999691E+02   0.242329E+01   0.423862E-03   0.984384E+01   0.110047E+02   0.185759E+03  -0.238854E+01   0.000000E+00   0.188148E+03  -0.376295E+03
   0.999691E+02   0.242329E+01   0.446546E-03   0.984384E+01   0.116554E+02   0.185009E+03  -0.316098E+01   0.000000E+00   0.188170E+03  -0.376340E+03
   0.999691E+02   0.242329E+01   0.446546E-03   0.984384E+01   0.116554E+02   0.185009E+03  -0.316098E+01   0.000000E+00   0.188170E+03  -0.376340E+03
   0.100500E+03   0.573643E+01   0.446546E-03   0.984384E+01   0.114239E+02   0.183498E+03  -0.285373E+01   0.000000E+00   0.186352E+03  -0.372703E+03
   0.100500E+03   0.573643E+01   0.523601E-03   0.106546E+02   0.101792E+02   0.184374E+03  -0.213584E+01   0.000000E+00   0.186510E+03  -0.373020E+03
   0.100500E+03   0.573643E+01   0.523601E-03   0.106546E+02   0.938288E+01   0.184268E+03  -0.224148E+01   0.000000E+00   0.186509E+03  -0.373019E+03
   0.100693E+03   0.697974E+01   0.523601E-03   0.106546E+02   0.109036E+02   0.182703E+03  -0.256299E+01   0.000000E+00   0.185266E+03  -0.370532E+03
   0.994227E+02   0.355162E+01   0.523601E-03   0.101282E+02   0.109036E+02   0.185066E+03  -0.231942E+01   0.000000E+00   0.187385E+03  -0.374771E+03
   0.994227E+02   0.355162E+01   0.523601E-03   0.806095E+01   0.104013E+02   0.183323E+03  -0.406224E+01   0.000000E+00   0.187385E+03  -0.374770E+03
   0.994227E+02   0.355162E+01   0.523601E-03   0.997217E+01   0.104013E+02   0.185433E+03  -0.195223E+01   0.000000E+00   0.187385E+03  -0.374770E+03
   0.994227E+02   0.355162E+01   0.596905E-03   0.781911E+01   0.995706E+01   0.182331E+03  -0.461464E+01   0.000000E+00   0.186946E+03  -0.373891E+03
   0.100983E+03   0.355162E+01   0.596905E-03   0.853437E+01   0.995706E+01   0.183621E+03  -0.293187E+01   0.000000E+00   0.186553E+03  -0.373106E+03
   0.100983E+03   0.355162E+01   0.596905E-03   0.853437E+01   0.968293E+01   0.183598E+03  -0.295493E+01   0.000000E+00   0.186553E+03  -0.373106E+03
   0.100983E+03   0.355162E+01   0.714821E-03   0.853437E+01   0.961818E+01   0.182603E+03  -0.297209E+01   0.000000E+00   0.185575E+03  -0.371150E+03
   0.999111E+02   0.121251E+01   0.388963E-03   0.853437E+01   0.101507E+02   0.184997E+03  -0.296139E+01   0.000000E+00   0.187958E+03  -0.375917E+03
   0.999111E+02   0.121251E+01   0.388963E-03   0.853437E+01   0.101507E+02   0.184997E+03  -0.296139E+01   0.000000E+00   0.187958E+03  -0.375917E+03
   0.999111E+02   0.121251E+01   0.388963E-03   0.853437E+01   0.994393E+01   0.185027E+03  -0.293120E+01   0.000000E+00   0.187958E+03  -0.375916E+03
   0.999111E+02   0.121251E+01   0.683957E-03   0.914164E+01   0.994393E+01   0.184368E+03  -0.214680E+01   0.000000E+00   0.186515E+03  -0.373030E+03
   0.999111E+02   0.121251E+01   0.118049E-03   0.854836E+01   0.994393E+01   0.181966E+03  -0.290702E+01   0.000000E+00   0.184873E+03  -0.369746E+03
   0.999111E+02   0.121251E+01   0.156858E-03   0.854836E+01   0.876657E+01   0.181752E+03  -0.364586E+01   0.000000E+00   0.185398E+03  -0.370796E+03
   0.999111E+02   0.121251E+01   0.143479E-03   0.975077E+01   0.968799E+01   0.183346E+03  -0.186303E+01   0.000000E+00   0.185209E+03  -0.370418E+03
   0.999111E+02   0.121251E+01   0.354740E-03   0.975077E+01   0.103157E+02   0.185854E+03  -0.192387E+01   0.000000E+00   0.187778E+03  -0.375556E+03
   0.999111E+02   0.121251E+01   0.428733E-03   0.975077E+01   0.103157E+02   0.186139E+03  -0.192387E+01   0.000000E+00   0.188063E+03  -0.376126E+03
   0.999111E+02   0.121251E+01   0.428733E-03   0.975077E+01   0.103157E+02   0.186139E+03  -0.192387E+01   0.000000E+00   0.188063E+03  -0.376126E+03
   0.999111E+02   0.121251E+01   0.428733E-03   0.975077E+01   0.947974E+01   0.186129E+03  -0.193379E+01   0.000000E+00   0.188063E+03  -0.376126E+03
   0.999111E+02   0.121251E+01   0.417624E-03   0.975077E+01   0.947974E+01   0.186111E+03  -0.193379E+01   0.000000E+00   0.188045E+03  -0.376090E+03
   0.999111E+02   0.392832E+01   0.417624E-03   0.835608E+01   0.114715E+02   0.183380E+03  -0.435059E+01   0.000000E+00   0.187731E+03  -0.375461E+03
   0.999111E+02   0.392832E+01   0.417624E-03   0.834151E+01   0.118787E+02   0.182776E+03  -0.495491E+01   0.000000E+00   0.187731E+03  -0.375462E+03
   0.999111E+02   0.392832E+01   0.417624E-03   0.834151E+01   0.107007E+02   0.184133E+03  -0.359781E+01   0.000000E+00   0.187731E+03  -0.375462E+03
   0.999111E+02   0.392832E+01   0.417624E-03   0.974822E+01   0.107007E+02   0.185589E+03  -0.214194E+01   0.000000E+00   0.187731E+03  -0.375462E+03
   0.999111E+02   0.254729E+01   0.417624E-03   0.906577E+01   0.107007E+02   0.185600E+03  -0.251783E+01   0.000000E+00   0.188118E+03  -0.376236E+03
   0.999111E+02   0.254729E+01   0.417624E-03   0.906577E+01   0.111621E+02   0.185183E+03  -0.293504E+01   0.000000E+00   0.188118E+03  -0.376236E+03
   0.999111E+02   0.254729E+01   0.417624E-03   0.906577E+01   0.111621E+02   0.185183E+03  -0.293504E+01   0.000000E+00   0.188118E+03  -0.376236E+03
   0.999111E+02   0.254729E+01   0.587079E-03   0.105702E+02   0.110478E+02   0.184924E+03  -0.264320E+01   0.000000E+00   0.187567E+03  -0.375134E+03
   0.999111E+02   0.254729E+01   0.587079E-03   0.105702E+02   0.103624E+02   0.185421E+03  -0.214605E+01   0.000000E+00   0.187567E+03  -0.375134E+03
   0.100228E+03   0.254729E+01   0.587079E-03   0.105702E+02   0.103624E+02   0.185425E+03  -0.214605E+01   0.000000E+00   0.187571E+03  -0.375142E+03
   0.100228E+03   0.254729E+01   0.462242E-03   0.105702E+02   0.113616E+02   0.185103E+03  -0.298952E+01   0.000000E+00   0.188093E+03  -0.376185E+03
   0.100561E+03   0.254729E+01   0.265028E-03   0.105702E+02   0.918528E+01   0.183766E+03  -0.232321E+01   0.000000E+00   0.186089E+03  -0.372178E+03
   0.100561E+03   0.392119E+00   0.626549E-03   0.105702E+02   0.939671E+01   0.184617E+03  -0.217846E+01   0.000000E+00   0.186795E+03  -0.373591E+03
   0.100561E+03   0.392119E+00   0.504302E-03   0.105702E+02   0.939671E+01   0.185292E+03  -0.217846E+01   0.000000E+00   0.187470E+03  -0.374941E+03
   0.100561E+03   0.351330E+00   0.399717E-03   0.105702E+02   0.939671E+01   0.185102E+03  -0.217846E+01   0.000000E+00   0.187280E+03  -0.374561E+03
   0.992149E+02   0.351330E+00   0.401113E-03   0.105702E+02   0.939671E+01   0.184659E+03  -0.217846E+01   0.000000E+00   0.186837E+03  -0.373675E+03
   0.992149E+02   0.188013E+01   0.401113E-03   0.105702E+02   0.119194E+02   0.183518E+03  -0.376413E+01   0.000000E+00   0.187282E+03  -0.374564E+03
   0.992149E+02   0.188013E+01   0.401113E-03   0.105702E+02   0.119194E+02   0.183518E+03  -0.376413E+01   0.000000E+00   0.187282E+03  -0.374564E+03
   0.992149E+02   0.181459E+01   0.401113E-03   0.105825E+02   0.119194E+02   0.183504E+03  -0.377181E+01   0.000000E+00   0.187276E+03  -0.374552E+03
   0.992149E+02   0.181459E+01   0.401113E-03   0.105825E+02   0.991504E+01   0.185226E+03  -0.204987E+01   0.000000E+00   0.187276E+03  -0.374552E+03
   0.992149E+02   0.502658E+01   0.401113E-03   0.105825E+02   0.991504E+01   0.184138E+03  -0.204987E+01   0.000000E+00   0.186188E+03  -0.372376E+03
   0.100258E+03   0.502658E+01   0.401113E-03   0.916845E+01   0.991504E+01   0.184765E+03  -0.212303E+01   0.000000E+00   0.186888E+03  -0.373776E+03
   0.100258E+03   0.502658E+01   0.401113E-03   0.916845E+01   0.991504E+01   0.184765E+03  -0.212303E+01   0.000000E+00   0.186888E+03  -0.373776E+03
   0.100258E+03   0.502658E+01   0.424743E-03   0.117005E+02   0.959034E+01   0.183752E+03  -0.327376E+01   0.000000E+00   0.187026E+03  -0.374052E+03
   0.100258E+03  -0.202529E+00   0.424743E-03   0.121297E+02   0.959034E+01   0.183521E+03  -0.394044E+01   0.000000E+00   0.187461E+03  -0.374923E+03
   0.100258E+03   0.743509E+01   0.424743E-03   0.121297E+02   0.959034E+01   0.180689E+03  -0.394044E+01   0.000000E+00   0.184629E+03  -0.369259E+03
   0.100258E+03   0.155756E+01   0.424317E-03   0.784481E+01   0.959034E+01   0.183442E+03  -0.458676E+01   0.000000E+00   0.188029E+03  -0.376058E+03
   0.100258E+03   0.155756E+01   0.424317E-03   0.784481E+01   0.102901E+02   0.183418E+03  -0.461059E+01   0.000000E+00   0.188029E+03  -0.376057E+03
   0.100258E+03   0.155756E+01   0.424317E-03   0.784481E+01   0.910057E+01   0.183138E+03  -0.489099E+01   0.000000E+00   0.188029E+03  -0.376058E+03
   0.100258E+03   0.155756E+01   0.424317E-03   0.111476E+02   0.910057E+01   0.185142E+03  -0.288653E+01   0.000000E+00   0.188029E+03  -0.376057E+03
   0.989084E+02   0.155756E+01   0.170283E-03   0.111476E+02   0.918390E+01   0.181238E+03  -0.281389E+01   0.000000E+00   0.184052E+03  -0.368104E+03
   0.998218E+02   0.237375E+01   0.170283E-03   0.111476E+02   0.909794E+01   0.182750E+03  -0.288897E+01   0.000000E+00   0.185639E+03  -0.371278E+03
   0.998218E+02   0.237375E+01   0.170283E-03   0.111476E+02   0.909794E+01   0.182750E+03  -0.288897E+01   0.000000E+00   0.185639E+03  -0.371278E+03
   0.998218E+02   0.237375E+01   0.170283E-03   0.111476E+02   0.114166E+02   0.182092E+03  -0.354672E+01   0.000000E+00   0.185639E+03  -0.371277E+03
   0.998218E+02   0.237375E+01   0.170283E-03   0.986404E+01   0.114166E+02   0.182795E+03  -0.284363E+01   0.000000E+00   0.185639E+03  -0.371277E+03
   0.998218E+02   0.237375E+01   0.429946E-03   0.941916E+01   0.106468E+02   0.185910E+03  -0.221615E+01   0.000000E+00   0.188126E+03  -0.376252E+03
   0.998218E+02   0.237375E+01   0.429946E-03   0.101750E+02   0.106468E+02   0.185996E+03  -0.212935E+01   0.000000E+00   0.188125E+03  -0.376251E+03
   0.995580E+02   0.237375E+01   0.464436E-03   0.101750E+02   0.114353E+02   0.185007E+03  -0.290380E+01   0.000000E+00   0.187911E+03  -0.375822E+03
   0.995580E+02   0.237375E+01   0.464436E-03   0.101750E+02   0.862615E+01   0.185096E+03  -0.281453E+01   0.000000E+00   0.187911E+03  -0.375821E+03
   0.995580E+02   0.368001E+01   0.464436E-03   0.101750E+02   0.881803E+01   0.185122E+03  -0.253560E+01   0.000000E+00   0.187658E+03  -0.375315E+03
   0.995580E+02   0.159811E+01   0.402953E-03   0.921763E+01   0.100417E+02   0.185739E+03  -0.209328E+01   0.000000E+00   0.187832E+03  -0.375665E+03
   0.995580E+02   0.159811E+01   0.402953E-03   0.931661E+01   0.954548E+01   0.185753E+03  -0.207930E+01   0.000000E+00   0.187832E+03  -0.375665E+03
   0.100054E+03   0.159811E+01   0.402953E-03   0.931661E+01   0.106941E+02   0.185761E+03  -0.230990E+01   0.000000E+00   0.188071E+03  -0.376142E+03
   0.100054E+03   0.159811E+01   0.402953E-03   0.104937E+02   0.106941E+02   0.185777E+03  -0.229446E+01   0.000000E+00   0.188071E+03  -0.376143E+03
   0.994260E+02   0.159811E+01   0.402953E-03   0.104937E+02   0.106941E+02   0.185356E+03  -0.229446E+01   0.000000E+00   0.187650E+03  -0.375301E+03
   0.994260E+02  -0.116935E+01   0.402953E-03   0.958863E+01   0.880341E+01   0.183658E+03  -0.256878E+01   0.000000E+00   0.186227E+03  -0.372454E+03
   0.994260E+02   0.374809E+01   0.402953E-03   0.114999E+02   0.852422E+01   0.183284E+03  -0.406929E+01   0.000000E+00   0.187353E+03  -0.374707E+03
   0.994260E+02   0.374809E+01   0.417309E-03   0.114999E+02   0.852422E+01   0.183333E+03  -0.406929E+01   0.000000E+00   0.187402E+03  -0.374805E+03
   0.100073E+03   0.374809E+01   0.414425E-03   0.105483E+02   0.852422E+01   0.184639E+03  -0.314883E+01   0.000000E+00   0.187788E+03  -0.375576E+03
   0.100073E+03   0.374809E+01   0.414425E-03   0.105483E+02   0.852422E+01   0.184639E+03  -0.314883E+01   0.000000E+00   0.187788E+03  -0.375576E+03
   0.100073E+03   0.374809E+01   0.568363E-03   0.105148E+02   0.872789E+01   0.184724E+03  -0.280364E+01   0.000000E+00   0.187528E+03  -0.375055E+03
   0.100073E+03   0.374809E+01   0.327848E-03   0.105148E+02   0.955444E+01   0.185113E+03  -0.207236E+01   0.000000E+00   0.187185E+03  -0.374371E+03
   0.100073E+03   0.374809E+01   0.327848E-03   0.891371E+01   0.101871E+02   0.184765E+03  -0.241979E+01   0.000000E+00   0.187185E+03  -0.374370E+03
