a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.997360E+02   0.747118E+01   0.760990E-03   0.927977E+01   0.108447E+02   0.181328E+03  -0.245238E+01   0.000000E+00   0.183780E+03  -0.367561E+03
   0.101038E+03   0.747118E+01   0.760990E-03   0.927977E+01   0.108447E+02   0.180963E+03  -0.245238E+01   0.000000E+00   0.183415E+03  -0.366831E+03
   0.101038E+03   0.747118E+01   0.760990E-03   0.927977E+01   0.108447E+02   0.180963E+03  -0.245238E+01   0.000000E+00   0.183415E+03  -0.366831E+03
   0.101710E+03   0.747118E+01   0.760990E-03   0.927977E+01   0.100649E+02   0.180198E+03  -0.205106E+01   0.000000E+00   0.182249E+03  -0.364498E+03
   0.993332E+02   0.747118E+01   0.760990E-03   0.849547E+01   0.932546E+01   0.180191E+03  -0.317814E+01   0.000000E+00   0.183369E+03  -0.366738E+03
   0.993332E+02  -0.393748E+00   0.760990E-03   0.849547E+01   0.932546E+01   0.181381E+03  -0.317814E+01   0.000000E+00   0.184559E+03  -0.369118E+03
   0.994292E+02   0.595297E+01   0.720262E-03   0.849547E+01   0.116891E+02   0.180487E+03  -0.437811E+01   0.000000E+00   0.184865E+03  -0.369730E+03
   0.994292E+02   0.595297E+01   0.346799E-03   0.849547E+01   0.116891E+02   0.180846E+03  -0.437811E+01   0.000000E+00   0.185224E+03  -0.370448E+03
   0.994292E+02   0.595297E+01   0.346799E-03   0.836206E+01   0.851537E+01   0.180835E+03  -0.438961E+01   0.000000E+00   0.185225E+03  -0.370449E+03
   0.994292E+02   0.595297E+01   0.346799E-03   0.107639E+02   0.121463E+02   0.180957E+03  -0.426721E+01   0.000000E+00   0.185224E+03  -0.370448E+03
   0.994292E+02   0.595297E+01   0.346799E-03   0.977693E+01   0.102711E+02   0.183321E+03  -0.190329E+01   0.000000E+00   0.185224E+03  -0.370449E+03
   0.994292E+02   0.595297E+01   0.346799E-03   0.978755E+01   0.102711E+02   0.183323E+03  -0.190198E+01   0.000000E+00   0.185225E+03  -0.370450E+03
   0.994292E+02   0.595297E+01   0.346799E-03   0.978755E+01   0.113165E+02   0.182497E+03  -0.272793E+01   0.000000E+00   0.185225E+03  -0.370450E+03
   0.996936E+02   0.595297E+01   0.346799E-03   0.981364E+01   0.107150E+02   0.183404E+03  -0.214428E+01   0.000000E+00   0.185548E+03  -0.371097E+03
   0.996936E+02   0.595297E+01   0.346799E-03   0.877823E+01   0.964410E+01   0.182963E+03  -0.258603E+01   0.000000E+00   0.185549E+03  -0.371098E+03
   0.996936E+02   0.595297E+01   0.323351E-03   0.978603E+01   0.964410E+01   0.183382E+03  -0.186906E+01   0.000000E+00   0.185251E+03  -0.370502E+03
   0.996936E+02   0.203748E+01   0.323351E-03   0.103567E+02   0.953781E+01   0.185551E+03  -0.199899E+01   0.000000E+00   0.187550E+03  -0.375100E+03
   0.996936E+02   0.203748E+01   0.323351E-03   0.970209E+01   0.953781E+01   0.185632E+03  -0.191801E+01   0.000000E+00   0.187550E+03  -0.375100E+03
   0.996936E+02   0.203748E+01   0.323351E-03   0.970209E+01   0.948338E+01   0.185609E+03  -0.194101E+01   0.000000E+00   0.187550E+03  -0.375100E+03
   0.996936E+02   0.203748E+01   0.323351E-03   0.970209E+01   0.948338E+01   0.185609E+03  -0.194101E+01   0.000000E+00   0.187550E+03  -0.375100E+03
   0.996936E+02   0.203748E+01   0.332979E-03   0.970209E+01   0.108963E+02   0.185321E+03  -0.230762E+01   0.000000E+00   0.187629E+03  -0.375257E+03
   0.996936E+02   0.203748E+01   0.332979E-03   0.970209E+01   0.850414E+01   0.184625E+03  -0.300405E+01   0.000000E+00   0.187629E+03  -0.375258E+03
   0.996936E+02   0.203748E+01   0.332979E-03   0.970209E+01   0.850414E+01   0.184625E+03  -0.300405E+01   0.000000E+00   0.187629E+03  -0.375258E+03
   0.996936E+02   0.203748E+01   0.311916E-04   0.926051E+01   0.850414E+01   0.181019E+03  -0.320685E+01   0.000000E+00   0.184226E+03  -0.368452E+03
   0.996936E+02   0.203748E+01   0.311916E-04   0.965960E+01   0.105325E+02   0.182176E+03  -0.204968E+01   0.000000E+00   0.184226E+03  -0.368451E+03
   0.992985E+02   0.203748E+01   0.311916E-04   0.965960E+01   0.105325E+02   0.181753E+03  -0.204968E+01   0.000000E+00   0.183803E+03  -0.367605E+03
   0.992985E+02   0.203748E+01   0.311916E-04   0.965960E+01   0.105325E+02   0.181753E+03  -0.204968E+01   0.000000E+00   0.183803E+03  -0.367605E+03
   0.992985E+02   0.203748E+01   0.311916E-04   0.965960E+01   0.105325E+02   0.181753E+03  -0.204968E+01   0.000000E+00   0.183803E+03  -0.367605E+03
   0.992985E+02   0.229138E+01   0.110883E-03   0.109172E+02   0.105325E+02   0.181901E+03  -0.249714E+01   0.000000E+00   0.184398E+03  -0.368796E+03
   0.998689E+02   0.255351E+01   0.110883E-03   0.109172E+02   0.952542E+01   0.182388E+03  -0.238025E+01   0.000000E+00   0.184768E+03  -0.369537E+03
   0.988853E+02   0.255351E+01   0.110883E-03   0.104119E+02   0.952542E+01   0.181127E+03  -0.202928E+01   0.000000E+00   0.183156E+03  -0.366313E+03
   0.988853E+02   0.255351E+01   0.468772E-03   0.104119E+02   0.952542E+01   0.184511E+03  -0.202928E+01   0.000000E+00   0.186540E+03  -0.373081E+03
   0.988853E+02   0.255351E+01   0.428389E-03   0.104119E+02   0.952542E+01   0.184469E+03  -0.202928E+01   0.000000E+00   0.186498E+03  -0.372997E+03
   0.988853E+02   0.255351E+01   0.438086E-03   0.104119E+02   0.111516E+02   0.183855E+03  -0.266273E+01   0.000000E+00   0.186518E+03  -0.373035E+03
   0.988853E+02   0.255351E+01   0.438086E-03   0.104119E+02   0.111516E+02   0.183855E+03  -0.266273E+01   0.000000E+00   0.186518E+03  -0.373035E+03
   0.988853E+02   0.214741E+01   0.438086E-03   0.104119E+02   0.111516E+02   0.183862E+03  -0.266273E+01   0.000000E+00   0.186525E+03  -0.373049E+03
   0.988853E+02   0.214741E+01   0.438086E-03   0.104119E+02   0.111516E+02   0.183862E+03  -0.266273E+01   0.000000E+00   0.186525E+03  -0.373049E+03
   0.988853E+02   0.214741E+01   0.679259E-03   0.104119E+02   0.111516E+02   0.182673E+03  -0.266273E+01   0.000000E+00   0.185336E+03  -0.370671E+03
   0.988853E+02   0.214741E+01   0.679259E-03   0.100281E+02   0.895440E+01   0.182996E+03  -0.234049E+01   0.000000E+00   0.185336E+03  -0.370673E+03
   0.988853E+02   0.214741E+01   0.383620E-03   0.906156E+01   0.895440E+01   0.183617E+03  -0.272429E+01   0.000000E+00   0.186341E+03  -0.372683E+03
   0.988853E+02  -0.197032E+01   0.383620E-03   0.906156E+01   0.895440E+01   0.181079E+03  -0.272429E+01   0.000000E+00   0.183803E+03  -0.367607E+03
   0.988853E+02  -0.197032E+01   0.383620E-03   0.906156E+01   0.895440E+01   0.181079E+03  -0.272429E+01   0.000000E+00   0.183803E+03  -0.367607E+03
   0.988853E+02  -0.197032E+01   0.383620E-03   0.964286E+01   0.895440E+01   0.181437E+03  -0.236705E+01   0.000000E+00   0.183804E+03  -0.367608E+03
   0.988853E+02   0.289336E+01   0.383620E-03   0.994352E+01   0.111738E+02   0.183714E+03  -0.256071E+01   0.000000E+00   0.186275E+03  -0.372549E+03
   0.988853E+02   0.289336E+01   0.383620E-03   0.993983E+01   0.111738E+02   0.183715E+03  -0.256055E+01   0.000000E+00   0.186276E+03  -0.372551E+03
   0.988853E+02   0.341075E+01   0.383620E-03   0.993983E+01   0.973905E+01   0.184292E+03  -0.184218E+01   0.000000E+00   0.186134E+03  -0.372268E+03
   0.988853E+02   0.341075E+01   0.383620E-03   0.102833E+02   0.973905E+01   0.184220E+03  -0.191335E+01   0.000000E+00   0.186133E+03  -0.372267E+03
   0.988853E+02   0.341075E+01   0.383620E-03   0.996542E+01   0.973905E+01   0.184290E+03  -0.184353E+01   0.000000E+00   0.186134E+03  -0.372267E+03
   0.988853E+02   0.341075E+01   0.619154E-03   0.106492E+02   0.973905E+01   0.183697E+03  -0.210711E+01   0.000000E+00   0.185804E+03  -0.371608E+03
   0.988853E+02   0.341075E+01   0.623042E-03   0.106492E+02   0.973905E+01   0.183667E+03  -0.210711E+01   0.000000E+00   0.185774E+03  -0.371548E+03
   0.989601E+02   0.341075E+01   0.623042E-03   0.100690E+02   0.973905E+01   0.184090E+03  -0.185563E+01   0.000000E+00   0.185946E+03  -0.371891E+03
   0.989601E+02  -0.152252E+01   0.623042E-03   0.100690E+02   0.973905E+01   0.182673E+03  -0.185563E+01   0.000000E+00   0.184529E+03  -0.369057E+03
   0.989601E+02  -0.152252E+01   0.623042E-03   0.971420E+01   0.973905E+01   0.182669E+03  -0.185944E+01   0.000000E+00   0.184528E+03  -0.369057E+03
   0.100266E+03  -0.152252E+01   0.347916E-03   0.971420E+01   0.973905E+01   0.184157E+03  -0.185944E+01   0.000000E+00   0.186016E+03  -0.372033E+03
   0.100266E+03  -0.152252E+01   0.347916E-03   0.971420E+01   0.973905E+01   0.184157E+03  -0.185944E+01   0.000000E+00   0.186016E+03  -0.372033E+03
   0.100266E+03  -0.152252E+01   0.347916E-03   0.971420E+01   0.821324E+01   0.182425E+03  -0.359133E+01   0.000000E+00   0.186016E+03  -0.372033E+03
   0.100266E+03  -0.152252E+01   0.347916E-03   0.971420E+01   0.985294E+01   0.184170E+03  -0.184708E+01   0.000000E+00   0.186017E+03  -0.372034E+03
   0.100266E+03   0.210054E+00   0.347916E-03   0.971420E+01   0.985294E+01   0.185384E+03  -0.184708E+01   0.000000E+00   0.187231E+03  -0.374462E+03
   0.100266E+03   0.210054E+00   0.347916E-03   0.971420E+01   0.985294E+01   0.185384E+03  -0.184708E+01   0.000000E+00   0.187231E+03  -0.374462E+03
   0.100266E+03   0.210054E+00   0.347916E-03   0.971420E+01   0.934913E+01   0.185221E+03  -0.201009E+01   0.000000E+00   0.187231E+03  -0.374462E+03
   0.100266E+03   0.210054E+00   0.308875E-03   0.828592E+01   0.106678E+02   0.183154E+03  -0.369116E+01   0.000000E+00   0.186845E+03  -0.373690E+03
   0.100266E+03   0.210054E+00   0.308875E-03   0.946712E+01   0.106678E+02   0.184639E+03  -0.220664E+01   0.000000E+00   0.186846E+03  -0.373691E+03
   0.999764E+02   0.260918E+01   0.308875E-03   0.946712E+01   0.106678E+02   0.185215E+03  -0.220664E+01   0.000000E+00   0.187422E+03  -0.374843E+03
   0.999764E+02   0.260918E+01   0.280630E-03   0.946712E+01   0.106678E+02   0.184897E+03  -0.220664E+01   0.000000E+00   0.187104E+03  -0.374207E+03
   0.999764E+02   0.164627E+01   0.280630E-03   0.946712E+01   0.999689E+01   0.185225E+03  -0.193274E+01   0.000000E+00   0.187158E+03  -0.374315E+03
   0.999764E+02   0.164627E+01   0.280630E-03   0.946712E+01   0.999689E+01   0.185225E+03  -0.193274E+01   0.000000E+00   0.187158E+03  -0.374315E+03
   0.999764E+02   0.164627E+01   0.280630E-03   0.946712E+01   0.999689E+01   0.185225E+03  -0.193274E+01   0.000000E+00   0.187158E+03  -0.374315E+03
   0.999764E+02   0.398180E+01   0.280630E-03   0.946712E+01   0.105689E+02   0.184389E+03  -0.214146E+01   0.000000E+00   0.186530E+03  -0.373061E+03
   0.999764E+02   0.549338E+00   0.280630E-03   0.117292E+02   0.109012E+02   0.183144E+03  -0.372790E+01   0.000000E+00   0.186872E+03  -0.373744E+03
   0.999764E+02   0.239145E+00   0.414224E-03   0.941243E+01   0.109012E+02   0.185302E+03  -0.241923E+01   0.000000E+00   0.187721E+03  -0.375442E+03
   0.999764E+02   0.228193E+01   0.414224E-03   0.941243E+01   0.109012E+02   0.185717E+03  -0.241923E+01   0.000000E+00   0.188136E+03  -0.376272E+03
   0.999764E+02   0.228193E+01   0.537098E-03   0.941243E+01   0.109012E+02   0.185509E+03  -0.241923E+01   0.000000E+00   0.187928E+03  -0.375856E+03
   0.999764E+02   0.228193E+01   0.537098E-03   0.941243E+01   0.109012E+02   0.185509E+03  -0.241923E+01   0.000000E+00   0.187928E+03  -0.375856E+03
   0.999764E+02   0.228193E+01   0.537098E-03   0.941243E+01   0.112690E+02   0.185135E+03  -0.279379E+01   0.000000E+00   0.187929E+03  -0.375858E+03
   0.999764E+02   0.505929E+01   0.497931E-03   0.985048E+01   0.112690E+02   0.184547E+03  -0.266729E+01   0.000000E+00   0.187214E+03  -0.374429E+03
   0.999764E+02   0.505929E+01   0.497931E-03   0.985048E+01   0.112690E+02   0.184547E+03  -0.266729E+01   0.000000E+00   0.187214E+03  -0.374429E+03
   0.999764E+02   0.505929E+01   0.497931E-03   0.985048E+01   0.852326E+01   0.184263E+03  -0.295095E+01   0.000000E+00   0.187214E+03  -0.374428E+03
   0.999764E+02   0.505929E+01   0.639954E-03   0.985048E+01   0.852326E+01   0.183533E+03  -0.295095E+01   0.000000E+00   0.186484E+03  -0.372968E+03
   0.999764E+02   0.505929E+01   0.639954E-03   0.985048E+01   0.852326E+01   0.183533E+03  -0.295095E+01   0.000000E+00   0.186484E+03  -0.372968E+03
   0.999764E+02   0.505929E+01   0.320359E-03   0.985048E+01   0.805054E+01   0.182254E+03  -0.396842E+01   0.000000E+00   0.186222E+03  -0.372445E+03
   0.999764E+02   0.505929E+01   0.320359E-03   0.112335E+02   0.949158E+01   0.183508E+03  -0.271461E+01   0.000000E+00   0.186223E+03  -0.372445E+03
   0.999764E+02   0.505929E+01   0.611120E-03   0.115722E+02   0.995736E+01   0.183669E+03  -0.304664E+01   0.000000E+00   0.186716E+03  -0.373431E+03
   0.999764E+02  -0.721063E+00   0.228385E-03   0.115722E+02   0.102249E+02   0.182259E+03  -0.309697E+01   0.000000E+00   0.185356E+03  -0.370712E+03
   0.999764E+02  -0.721063E+00   0.228385E-03   0.115722E+02   0.966749E+01   0.182282E+03  -0.307336E+01   0.000000E+00   0.185355E+03  -0.370711E+03
   0.999764E+02  -0.721063E+00   0.228385E-03   0.112913E+02   0.966749E+01   0.182636E+03  -0.272016E+01   0.000000E+00   0.185356E+03  -0.370712E+03
   0.999764E+02  -0.721063E+00   0.268455E-03   0.112913E+02   0.966749E+01   0.183205E+03  -0.272016E+01   0.000000E+00   0.185925E+03  -0.371850E+03
   0.999764E+02  -0.721063E+00   0.287975E-03   0.103891E+02   0.966749E+01   0.184202E+03  -0.197227E+01   0.000000E+00   0.186174E+03  -0.372349E+03
   0.999764E+02  -0.721063E+00   0.287975E-03   0.103891E+02   0.966749E+01   0.184202E+03  -0.197227E+01   0.000000E+00   0.186174E+03  -0.372349E+03
   0.100138E+03  -0.721063E+00   0.287975E-03   0.119874E+02   0.966749E+01   0.182428E+03  -0.368547E+01   0.000000E+00   0.186113E+03  -0.372227E+03
   0.100136E+03  -0.721063E+00   0.287975E-03   0.119874E+02   0.108524E+02   0.182036E+03  -0.407848E+01   0.000000E+00   0.186114E+03  -0.372229E+03
   0.100523E+03   0.425629E+01   0.572188E-03   0.112534E+02   0.108524E+02   0.184047E+03  -0.306954E+01   0.000000E+00   0.187117E+03  -0.374233E+03
   0.100523E+03   0.425629E+01   0.572188E-03   0.960431E+01   0.882824E+01   0.184585E+03  -0.253100E+01   0.000000E+00   0.187116E+03  -0.374232E+03
   0.100523E+03   0.425629E+01   0.572188E-03   0.960431E+01   0.882824E+01   0.184585E+03  -0.253100E+01   0.000000E+00   0.187116E+03  -0.374232E+03
   0.100523E+03   0.425629E+01   0.701765E-03   0.960431E+01   0.882824E+01   0.183503E+03  -0.253100E+01   0.000000E+00   0.186034E+03  -0.372068E+03
   0.100523E+03   0.425629E+01   0.701765E-03   0.960431E+01   0.761017E+01   0.180699E+03  -0.533507E+01   0.000000E+00   0.186034E+03  -0.372068E+03
   0.997934E+02   0.425629E+01   0.701765E-03   0.943024E+01   0.784920E+01   0.181440E+03  -0.464151E+01   0.000000E+00   0.186082E+03  -0.372163E+03
   0.997934E+02   0.425629E+01   0.420086E-03   0.112375E+02   0.767382E+01   0.181663E+03  -0.587556E+01   0.000000E+00   0.187539E+03  -0.375077E+03
   0.997934E+02   0.425629E+01   0.420086E-03   0.125316E+02   0.767382E+01   0.179688E+03  -0.785026E+01   0.000000E+00   0.187538E+03  -0.375077E+03
   0.997934E+02   0.425629E+01   0.420086E-03   0.125316E+02   0.767382E+01   0.179688E+03  -0.785026E+01   0.000000E+00   0.187538E+03  -0.375077E+03
   0.997934E+02   0.425629E+01   0.420086E-03   0.982613E+01   0.926121E+01   0.185485E+03  -0.205350E+01   0.000000E+00   0.187538E+03  -0.375077E+03
   0.995505E+02  -0.656949E-01   0.420086E-03   0.982613E+01   0.926121E+01   0.185219E+03  -0.205350E+01   0.000000E+00   0.187272E+03  -0.374545E+03
   0.998177E+02  -0.656949E-01   0.420086E-03   0.982613E+01   0.926121E+01   0.185475E+03  -0.205350E+01   0.000000E+00   0.187528E+03  -0.375057E+03
   0.998177E+02  -0.656949E-01   0.555954E-03   0.982613E+01   0.926121E+01   0.185183E+03  -0.205350E+01   0.000000E+00   0.187236E+03  -0.374473E+03
   0.998177E+02  -0.656949E-01   0.555954E-03   0.982613E+01   0.926121E+01   0.185183E+03  -0.205350E+01   0.000000E+00   0.187236E+03  -0.374473E+03
   0.100752E+03   0.228578E+01   0.555954E-03   0.982613E+01   0.926121E+01   0.185259E+03  -0.205350E+01   0.000000E+00   0.187312E+03  -0.374625E+03
   0.997941E+02   0.228578E+01   0.555954E-03   0.982613E+01   0.926121E+01   0.185693E+03  -0.205350E+01   0.000000E+00   0.187746E+03  -0.375493E+03
   0.997941E+02   0.448204E+00   0.555954E-03   0.982613E+01   0.926121E+01   0.185374E+03  -0.205350E+01   0.000000E+00   0.187427E+03  -0.374855E+03
   0.997941E+02   0.315049E+01   0.555954E-03   0.898061E+01   0.926121E+01   0.185143E+03  -0.252614E+01   0.000000E+00   0.187669E+03  -0.375338E+03
   0.997941E+02   0.315049E+01   0.329196E-03   0.898061E+01   0.105434E+02   0.184967E+03  -0.250127E+01   0.000000E+00   0.187468E+03  -0.374937E+03
   0.100561E+03   0.315049E+01   0.329196E-03   0.888256E+01   0.105434E+02   0.184201E+03  -0.261435E+01   0.000000E+00   0.186815E+03  -0.373631E+03
   0.998425E+02   0.168251E+01   0.532558E-03   0.888256E+01   0.105434E+02   0.185266E+03  -0.261435E+01   0.000000E+00   0.187880E+03  -0.375761E+03
   0.998425E+02   0.481547E+01   0.532558E-03   0.888256E+01   0.105434E+02   0.184617E+03  -0.261435E+01   0.000000E+00   0.187231E+03  -0.374463E+03
   0.998425E+02   0.481547E+01   0.532558E-03   0.888256E+01   0.105434E+02   0.184617E+03  -0.261435E+01   0.000000E+00   0.187231E+03  -0.374463E+03
   0.998425E+02   0.481547E+01   0.532558E-03   0.888256E+01   0.105434E+02   0.184617E+03  -0.261435E+01   0.000000E+00   0.187231E+03  -0.374463E+03
   0.998425E+02   0.410833E+01   0.418430E-03   0.800501E+01   0.105434E+02   0.183346E+03  -0.428397E+01   0.000000E+00   0.187630E+03  -0.375260E+03
   0.998425E+02   0.410833E+01   0.418430E-03   0.102140E+02   0.105434E+02   0.185556E+03  -0.207438E+01   0.000000E+00   0.187630E+03  -0.375261E+03
   0.998425E+02   0.214838E+01   0.418430E-03   0.965409E+01   0.105434E+02   0.186067E+03  -0.205755E+01   0.000000E+00   0.188125E+03  -0.376249E+03
   0.998425E+02   0.214838E+01   0.418430E-03   0.965409E+01   0.101843E+02   0.186225E+03  -0.189958E+01   0.000000E+00   0.188125E+03  -0.376249E+03
   0.998425E+02   0.214838E+01   0.418430E-03   0.992682E+01   0.101843E+02   0.186256E+03  -0.186817E+01   0.000000E+00   0.188124E+03  -0.376248E+03
   0.998425E+02   0.214838E+01   0.418430E-03   0.992682E+01   0.101843E+02   0.186256E+03  -0.186817E+01   0.000000E+00   0.188124E+03  -0.376248E+03
   0.998425E+02   0.214838E+01   0.418430E-03   0.992682E+01   0.101843E+02   0.186256E+03  -0.186817E+01   0.000000E+00   0.188124E+03  -0.376248E+03
   0.998425E+02   0.214838E+01   0.418430E-03   0.992682E+01   0.101843E+02   0.186256E+03  -0.186817E+01   0.000000E+00   0.188124E+03  -0.376248E+03
   0.100700E+03   0.214838E+01   0.418430E-03   0.992682E+01   0.101843E+02   0.185571E+03  -0.186817E+01   0.000000E+00   0.187439E+03  -0.374878E+03
   0.100419E+03   0.214838E+01   0.418430E-03   0.102127E+02   0.101843E+02   0.185968E+03  -0.191601E+01   0.000000E+00   0.187884E+03  -0.375768E+03
   0.100419E+03   0.214838E+01   0.419811E-03   0.102127E+02   0.101843E+02   0.185972E+03  -0.191601E+01   0.000000E+00   0.187888E+03  -0.375776E+03
   0.996291E+02   0.214838E+01   0.419811E-03   0.102127E+02   0.101843E+02   0.186068E+03  -0.191601E+01   0.000000E+00   0.187984E+03  -0.375968E+03
   0.996291E+02   0.214838E+01   0.419811E-03   0.936080E+01   0.111522E+02   0.185290E+03  -0.269365E+01   0.000000E+00   0.187984E+03  -0.375967E+03
   0.996291E+02   0.214838E+01   0.419811E-03   0.979720E+01   0.111522E+02   0.185442E+03  -0.254204E+01   0.000000E+00   0.187984E+03  -0.375968E+03
   0.996291E+02   0.214838E+01   0.528614E-03   0.979720E+01   0.111522E+02   0.185236E+03  -0.254204E+01   0.000000E+00   0.187778E+03  -0.375556E+03
   0.996291E+02   0.214838E+01   0.528614E-03   0.979720E+01   0.114284E+02   0.184915E+03  -0.286323E+01   0.000000E+00   0.187778E+03  -0.375556E+03
   0.996291E+02  -0.276779E+01   0.528614E-03   0.979720E+01   0.114284E+02   0.182290E+03  -0.286323E+01   0.000000E+00   0.185153E+03  -0.370306E+03
   0.996291E+02   0.272627E+01   0.528614E-03   0.979720E+01   0.114284E+02   0.184894E+03  -0.286323E+01   0.000000E+00   0.187757E+03  -0.375514E+03
   0.996291E+02   0.272627E+01   0.528614E-03   0.976290E+01   0.114284E+02   0.184890E+03  -0.286752E+01   0.000000E+00   0.187758E+03  -0.375515E+03
   0.996291E+02   0.812157E+00   0.637200E-03   0.976290E+01   0.101728E+02   0.184863E+03  -0.187448E+01   0.000000E+00   0.186737E+03  -0.373475E+03
   0.996291E+02   0.812157E+00   0.730828E-03   0.976290E+01   0.111428E+02   0.183141E+03  -0.253633E+01   0.000000E+00   0.185677E+03  -0.371355E+03
   0.101997E+03   0.812157E+00   0.730828E-03   0.113824E+02   0.908014E+01   0.180106E+03  -0.317473E+01   0.000000E+00   0.183281E+03  -0.366561E+03
   0.100293E+03   0.406290E+01   0.574188E-03   0.113824E+02   0.908014E+01   0.184163E+03  -0.317473E+01   0.000000E+00   0.187338E+03  -0.374675E+03
   0.100293E+03   0.406290E+01   0.574188E-03   0.113824E+02   0.908014E+01   0.184163E+03  -0.317473E+01   0.000000E+00   0.187338E+03  -0.374675E+03
   0.100293E+03   0.526209E+01   0.574188E-03   0.113824E+02   0.908014E+01   0.183630E+03  -0.317473E+01   0.000000E+00   0.186805E+03  -0.373609E+03
   0.100293E+03   0.526209E+01   0.574188E-03   0.113824E+02   0.908014E+01   0.183630E+03  -0.317473E+01   0.000000E+00   0.186805E+03  -0.373609E+03
   0.100293E+03   0.526209E+01   0.574188E-03   0.113824E+02   0.111474E+02   0.183301E+03  -0.350421E+01   0.000000E+00   0.186805E+03  -0.373610E+03
   0.100293E+03   0.397691E+01   0.450013E-03   0.113824E+02   0.111474E+02   0.184167E+03  -0.350421E+01   0.000000E+00   0.187671E+03  -0.375342E+03
   0.100293E+03   0.509600E+01   0.450013E-03   0.113824E+02   0.111653E+02   0.183529E+03  -0.352337E+01   0.000000E+00   0.187052E+03  -0.374105E+03
   0.997691E+02   0.509600E+01   0.450013E-03   0.113824E+02   0.111653E+02   0.183564E+03  -0.352337E+01   0.000000E+00   0.187087E+03  -0.374175E+03
   0.100437E+03   0.509600E+01   0.450013E-03   0.110321E+02   0.111653E+02   0.183783E+03  -0.313621E+01   0.000000E+00   0.186919E+03  -0.373838E+03
   0.100437E+03   0.509600E+01   0.450013E-03   0.110321E+02   0.110126E+02   0.183939E+03  -0.298013E+01   0.000000E+00   0.186919E+03  -0.373838E+03
   0.100437E+03   0.509600E+01   0.450013E-03   0.115716E+02   0.110126E+02   0.183309E+03  -0.361082E+01   0.000000E+00   0.186920E+03  -0.373840E+03
   0.100437E+03   0.509600E+01   0.450013E-03   0.109830E+02   0.103797E+02   0.184441E+03  -0.247793E+01   0.000000E+00   0.186919E+03  -0.373838E+03
   0.100437E+03   0.385174E+01   0.576061E-03   0.109830E+02   0.103797E+02   0.184825E+03  -0.247793E+01   0.000000E+00   0.187303E+03  -0.374606E+03
   0.100437E+03  -0.525086E+00   0.576061E-03   0.109830E+02   0.105930E+02   0.184314E+03  -0.259477E+01   0.000000E+00   0.186909E+03  -0.373818E+03
   0.100437E+03  -0.525086E+00   0.576061E-03   0.859532E+01   0.899111E+01   0.183618E+03  -0.329126E+01   0.000000E+00   0.186909E+03  -0.373819E+03
   0.100437E+03  -0.525086E+00   0.576061E-03   0.940844E+01   0.899111E+01   0.184487E+03  -0.242197E+01   0.000000E+00   0.186909E+03  -0.373818E+03
   0.100025E+03  -0.525086E+00   0.680249E-03   0.102405E+02   0.899111E+01   0.183716E+03  -0.234904E+01   0.000000E+00   0.186065E+03  -0.372130E+03
   0.100025E+03  -0.525086E+00   0.680249E-03   0.913057E+01   0.118758E+02   0.182255E+03  -0.381028E+01   0.000000E+00   0.186065E+03  -0.372131E+03
   0.100025E+03   0.773621E+00   0.680249E-03   0.936001E+01   0.118758E+02   0.182863E+03  -0.364016E+01   0.000000E+00   0.186503E+03  -0.373006E+03
   0.101284E+03   0.773621E+00   0.680249E-03   0.936001E+01   0.118758E+02   0.181766E+03  -0.364016E+01   0.000000E+00   0.185406E+03  -0.370812E+03
   0.100579E+03   0.773621E+00   0.636207E-03   0.874793E+01   0.117770E+02   0.182692E+03  -0.410002E+01   0.000000E+00   0.186792E+03  -0.373584E+03
   0.100731E+03   0.448068E+01   0.636207E-03   0.874793E+01   0.117770E+02   0.182291E+03  -0.410002E+01   0.000000E+00   0.186391E+03  -0.372782E+03
   0.100731E+03   0.448068E+01   0.545886E-03   0.876012E+01   0.115359E+02   0.183141E+03  -0.374526E+01   0.000000E+00   0.186886E+03  -0.373773E+03
   0.100396E+03   0.381007E+01   0.545886E-03   0.876012E+01   0.957223E+01   0.184873E+03  -0.263351E+01   0.000000E+00   0.187507E+03  -0.375013E+03
   0.100396E+03   0.381007E+01   0.545886E-03   0.876012E+01   0.957223E+01   0.184873E+03  -0.263351E+01   0.000000E+00   0.187507E+03  -0.375013E+03
   0.100396E+03   0.381007E+01   0.591746E-03   0.876012E+01   0.118248E+02   0.183089E+03  -0.415400E+01   0.000000E+00   0.187243E+03  -0.374486E+03
   0.100396E+03   0.412671E+01   0.591746E-03   0.100728E+02   0.126021E+02   0.182392E+03  -0.475353E+01   0.000000E+00   0.187146E+03  -0.374291E+03
   0.100396E+03   0.412671E+01   0.389359E-03   0.909630E+01   0.126021E+02   0.182135E+03  -0.509749E+01   0.000000E+00   0.187232E+03  -0.374465E+03
   0.100396E+03   0.412671E+01   0.389359E-03   0.909630E+01   0.126021E+02   0.182135E+03  -0.509749E+01   0.000000E+00   0.187232E+03  -0.374465E+03
   0.100163E+03   0.412671E+01   0.389359E-03   0.890535E+01   0.105913E+02   0.184832E+03  -0.261643E+01   0.000000E+00   0.187448E+03  -0.374897E+03
   0.100559E+03   0.121411E+01   0.376360E-03   0.888631E+01   0.105913E+02   0.184743E+03  -0.263933E+01   0.000000E+00   0.187382E+03  -0.374765E+03
