X1_obs         X2_obs         X3_obs         X4_obs         X1_true        X2_true        X3_true        X4_true        Y1_obs         Y2_obs         Y3_obs         Y1_unbiased    Y2_unbiased    Y3_unbiased    Y1_sim         Y2_sim         Y3_sim         Y1_res         Y2_res         Y3_res         Y1_stdres      Y2_stdres      Y3_stdres      
   0.300000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.499854E-01  -0.999900E+04  -0.999900E+04   0.499854E-01  -0.999900E+04  -0.999900E+04   0.495834E-01   0.300000E-01  -0.100000E+10   0.401949E-03  -0.999900E+04  -0.999900E+04   0.647356E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.476209E-01  -0.999900E+04  -0.999900E+04   0.476209E-01  -0.999900E+04  -0.999900E+04   0.474612E-01   0.300000E-01  -0.100000E+10   0.159638E-03  -0.999900E+04  -0.999900E+04   0.257105E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.300000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.456141E-01  -0.999900E+04  -0.999900E+04   0.456141E-01  -0.999900E+04  -0.999900E+04   0.453645E-01   0.300000E-01  -0.100000E+10   0.249592E-03  -0.999900E+04  -0.999900E+04   0.401978E+00  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.400000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.435692E-01  -0.999900E+04  -0.999900E+04   0.435692E-01  -0.999900E+04  -0.999900E+04   0.428537E-01   0.140000E-01  -0.100000E+10   0.715439E-03  -0.999900E+04  -0.999900E+04   0.118100E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.400000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.429556E-01  -0.999900E+04  -0.999900E+04   0.429556E-01  -0.999900E+04  -0.999900E+04   0.422303E-01   0.140000E-01  -0.100000E+10   0.725263E-03  -0.999900E+04  -0.999900E+04   0.119721E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.400000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.422574E-01  -0.999900E+04  -0.999900E+04   0.422574E-01  -0.999900E+04  -0.999900E+04   0.411777E-01   0.140000E-01  -0.100000E+10   0.107967E-02  -0.999900E+04  -0.999900E+04   0.178225E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.400000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.402545E-01  -0.999900E+04  -0.999900E+04   0.402545E-01  -0.999900E+04  -0.999900E+04   0.390917E-01   0.140000E-01  -0.100000E+10   0.116285E-02  -0.999900E+04  -0.999900E+04   0.191955E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.400000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.379333E-01  -0.999900E+04  -0.999900E+04   0.379333E-01  -0.999900E+04  -0.999900E+04   0.370404E-01   0.140000E-01  -0.100000E+10   0.892914E-03  -0.999900E+04  -0.999900E+04   0.147396E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.400000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.363895E-01  -0.999900E+04  -0.999900E+04   0.363895E-01  -0.999900E+04  -0.999900E+04   0.350382E-01   0.140000E-01  -0.100000E+10   0.135126E-02  -0.999900E+04  -0.999900E+04   0.223056E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.400000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.339301E-01  -0.999900E+04  -0.999900E+04   0.339301E-01  -0.999900E+04  -0.999900E+04   0.331042E-01   0.140000E-01  -0.100000E+10   0.825890E-03  -0.999900E+04  -0.999900E+04   0.136332E+01  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.400000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.320205E-01  -0.999900E+04  -0.999900E+04   0.320205E-01  -0.999900E+04  -0.999900E+04   0.312618E-01   0.140000E-01  -0.100000E+10   0.758752E-03  -0.999900E+04  -0.999900E+04   0.125249E+01  -0.999900E+04  -0.999900E+04
