a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101234E+03   0.183021E-03   0.266996E-03   0.124289E-03   0.970287E-03   0.217734E+03   0.000000E+00   0.000000E+00   0.217734E+03  -0.435468E+03
   0.100249E+03   0.183021E-03   0.266996E-03   0.124289E-03   0.970287E-03   0.217645E+03   0.000000E+00   0.000000E+00   0.217645E+03  -0.435290E+03
   0.100249E+03   0.183021E-03   0.266996E-03   0.124289E-03   0.970287E-03   0.217645E+03   0.000000E+00   0.000000E+00   0.217645E+03  -0.435290E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.124289E-03   0.970287E-03   0.217915E+03   0.000000E+00   0.000000E+00   0.217915E+03  -0.435830E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.124289E-03   0.970287E-03   0.217915E+03   0.000000E+00   0.000000E+00   0.217915E+03  -0.435830E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.124289E-03   0.970287E-03   0.217915E+03   0.000000E+00   0.000000E+00   0.217915E+03  -0.435830E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.124289E-03   0.814216E-03   0.217907E+03   0.000000E+00   0.000000E+00   0.217907E+03  -0.435814E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.124289E-03   0.814216E-03   0.217907E+03   0.000000E+00   0.000000E+00   0.217907E+03  -0.435814E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.546869E-03   0.814216E-03   0.214918E+03   0.000000E+00   0.000000E+00   0.214918E+03  -0.429836E+03
   0.100249E+03   0.183021E-03   0.100244E-03   0.546869E-03   0.814216E-03   0.214918E+03   0.000000E+00   0.000000E+00   0.214918E+03  -0.429836E+03
   0.101113E+03   0.411213E-03   0.100244E-03   0.546869E-03   0.814216E-03   0.214906E+03   0.000000E+00   0.000000E+00   0.214906E+03  -0.429812E+03
   0.101113E+03   0.411213E-03   0.100244E-03   0.546869E-03   0.814216E-03   0.214906E+03   0.000000E+00   0.000000E+00   0.214906E+03  -0.429812E+03
   0.101113E+03   0.411213E-03   0.100244E-03   0.156725E-03   0.814216E-03   0.217521E+03   0.000000E+00   0.000000E+00   0.217521E+03  -0.435042E+03
   0.994627E+02   0.411213E-03   0.100244E-03   0.156725E-03   0.814216E-03   0.214756E+03   0.000000E+00   0.000000E+00   0.214756E+03  -0.429512E+03
   0.994627E+02   0.411213E-03   0.100244E-03   0.156725E-03   0.955412E-03   0.214568E+03   0.000000E+00   0.000000E+00   0.214568E+03  -0.429136E+03
   0.994627E+02   0.411213E-03   0.100244E-03   0.156725E-03   0.955412E-03   0.214568E+03   0.000000E+00   0.000000E+00   0.214568E+03  -0.429136E+03
   0.994627E+02   0.411213E-03   0.100244E-03   0.156725E-03   0.955412E-03   0.214568E+03   0.000000E+00   0.000000E+00   0.214568E+03  -0.429136E+03
   0.994627E+02   0.411213E-03   0.100244E-03   0.156725E-03   0.955412E-03   0.214568E+03   0.000000E+00   0.000000E+00   0.214568E+03  -0.429136E+03
   0.100576E+03   0.411213E-03   0.100244E-03   0.156725E-03   0.109356E-02   0.217661E+03   0.000000E+00   0.000000E+00   0.217661E+03  -0.435322E+03
   0.100576E+03   0.411213E-03   0.100244E-03   0.156725E-03   0.109356E-02   0.217661E+03   0.000000E+00   0.000000E+00   0.217661E+03  -0.435322E+03
   0.100576E+03   0.411213E-03   0.100244E-03   0.156725E-03   0.142112E-02   0.216851E+03   0.000000E+00   0.000000E+00   0.216851E+03  -0.433702E+03
   0.100576E+03   0.541678E-03   0.100244E-03   0.366960E-03   0.142112E-02   0.215095E+03   0.000000E+00   0.000000E+00   0.215095E+03  -0.430190E+03
   0.100576E+03   0.541678E-03   0.296051E-03   0.366960E-03   0.142112E-02   0.214599E+03   0.000000E+00   0.000000E+00   0.214599E+03  -0.429198E+03
   0.100576E+03   0.883139E-03   0.296051E-03   0.366960E-03   0.142112E-02   0.213242E+03   0.000000E+00   0.000000E+00   0.213242E+03  -0.426484E+03
   0.997750E+02   0.847105E-03   0.296051E-03   0.366960E-03   0.142112E-02   0.211721E+03   0.000000E+00   0.000000E+00   0.211721E+03  -0.423442E+03
   0.997750E+02   0.847105E-03   0.234942E-03   0.366960E-03   0.142112E-02   0.211773E+03   0.000000E+00   0.000000E+00   0.211773E+03  -0.423546E+03
   0.997750E+02   0.847105E-03   0.234942E-03   0.366960E-03   0.142112E-02   0.211773E+03   0.000000E+00   0.000000E+00   0.211773E+03  -0.423546E+03
   0.997750E+02   0.847105E-03   0.234942E-03   0.343422E-03   0.142112E-02   0.211952E+03   0.000000E+00   0.000000E+00   0.211952E+03  -0.423904E+03
   0.102598E+03   0.847105E-03   0.234942E-03   0.522301E-03   0.142112E-02   0.210066E+03   0.000000E+00   0.000000E+00   0.210066E+03  -0.420132E+03
   0.102598E+03   0.847105E-03   0.234942E-03   0.522301E-03   0.142112E-02   0.210066E+03   0.000000E+00   0.000000E+00   0.210066E+03  -0.420132E+03
   0.102598E+03   0.795750E-03   0.234942E-03   0.522301E-03   0.205601E-02   0.208772E+03   0.000000E+00   0.000000E+00   0.208772E+03  -0.417544E+03
   0.101661E+03   0.636920E-03   0.234942E-03   0.522301E-03   0.190781E-02   0.211818E+03   0.000000E+00   0.000000E+00   0.211818E+03  -0.423636E+03
   0.102165E+03   0.636920E-03   0.234942E-03   0.522301E-03   0.190781E-02   0.210953E+03   0.000000E+00   0.000000E+00   0.210953E+03  -0.421906E+03
   0.102165E+03   0.636920E-03   0.234942E-03   0.522301E-03   0.176898E-02   0.211329E+03   0.000000E+00   0.000000E+00   0.211329E+03  -0.422658E+03
   0.102165E+03   0.636920E-03   0.417710E-03   0.522301E-03   0.176898E-02   0.210308E+03   0.000000E+00   0.000000E+00   0.210308E+03  -0.420616E+03
   0.101993E+03   0.636920E-03   0.417710E-03   0.501040E-04   0.176898E-02   0.212546E+03   0.000000E+00   0.000000E+00   0.212546E+03  -0.425092E+03
   0.101993E+03   0.277070E-03   0.417710E-03   0.501040E-04   0.176898E-02   0.213577E+03   0.000000E+00   0.000000E+00   0.213577E+03  -0.427154E+03
   0.101993E+03   0.398592E-03   0.398436E-03   0.501040E-04   0.143119E-02   0.214258E+03   0.000000E+00   0.000000E+00   0.214258E+03  -0.428516E+03
   0.101993E+03   0.398592E-03   0.398436E-03   0.501040E-04   0.147057E-02   0.214174E+03   0.000000E+00   0.000000E+00   0.214174E+03  -0.428348E+03
   0.101993E+03   0.238757E-03   0.398436E-03   0.501040E-04   0.663248E-03   0.212972E+03   0.000000E+00   0.000000E+00   0.212972E+03  -0.425944E+03
   0.101993E+03   0.238757E-03   0.398436E-03   0.501040E-04   0.663248E-03   0.212972E+03   0.000000E+00   0.000000E+00   0.212972E+03  -0.425944E+03
   0.101993E+03   0.238757E-03   0.398436E-03   0.501040E-04   0.199665E-02   0.213135E+03   0.000000E+00   0.000000E+00   0.213135E+03  -0.426270E+03
   0.101993E+03   0.238757E-03   0.398436E-03   0.501040E-04   0.199665E-02   0.213135E+03   0.000000E+00   0.000000E+00   0.213135E+03  -0.426270E+03
   0.101993E+03   0.238757E-03   0.398436E-03   0.501040E-04   0.199665E-02   0.213135E+03   0.000000E+00   0.000000E+00   0.213135E+03  -0.426270E+03
   0.101993E+03   0.238757E-03   0.407282E-03   0.501040E-04   0.199665E-02   0.213078E+03   0.000000E+00   0.000000E+00   0.213078E+03  -0.426156E+03
   0.101993E+03   0.238757E-03   0.407282E-03   0.291923E-03   0.199665E-02   0.212507E+03   0.000000E+00   0.000000E+00   0.212507E+03  -0.425014E+03
   0.101993E+03   0.238757E-03   0.117965E-03   0.291923E-03   0.940334E-03   0.215539E+03   0.000000E+00   0.000000E+00   0.215539E+03  -0.431078E+03
   0.101993E+03   0.238757E-03   0.117965E-03   0.291923E-03   0.940334E-03   0.215539E+03   0.000000E+00   0.000000E+00   0.215539E+03  -0.431078E+03
   0.101993E+03   0.238757E-03   0.117965E-03   0.291923E-03   0.131790E-02   0.215563E+03   0.000000E+00   0.000000E+00   0.215563E+03  -0.431126E+03
   0.101993E+03   0.238757E-03   0.117965E-03   0.291923E-03   0.963657E-03   0.215595E+03   0.000000E+00   0.000000E+00   0.215595E+03  -0.431190E+03
   0.101993E+03   0.238757E-03   0.117965E-03   0.228720E-03   0.963657E-03   0.215834E+03   0.000000E+00   0.000000E+00   0.215834E+03  -0.431668E+03
   0.101993E+03   0.238757E-03   0.265150E-03   0.228720E-03   0.963657E-03   0.215276E+03   0.000000E+00   0.000000E+00   0.215276E+03  -0.430552E+03
   0.101993E+03   0.238757E-03   0.265150E-03   0.228720E-03   0.963657E-03   0.215276E+03   0.000000E+00   0.000000E+00   0.215276E+03  -0.430552E+03
   0.101993E+03   0.238757E-03   0.265150E-03   0.228720E-03   0.963657E-03   0.215276E+03   0.000000E+00   0.000000E+00   0.215276E+03  -0.430552E+03
   0.101993E+03   0.238757E-03   0.265150E-03   0.228720E-03   0.963657E-03   0.215276E+03   0.000000E+00   0.000000E+00   0.215276E+03  -0.430552E+03
   0.101993E+03   0.238757E-03   0.265150E-03   0.129633E-03   0.963657E-03   0.215520E+03   0.000000E+00   0.000000E+00   0.215520E+03  -0.431040E+03
   0.100458E+03   0.238757E-03   0.265150E-03   0.129633E-03   0.963657E-03   0.217837E+03   0.000000E+00   0.000000E+00   0.217837E+03  -0.435674E+03
   0.100458E+03   0.238757E-03   0.265150E-03   0.129633E-03   0.963657E-03   0.217837E+03   0.000000E+00   0.000000E+00   0.217837E+03  -0.435674E+03
   0.100458E+03   0.238757E-03   0.265150E-03   0.129633E-03   0.963657E-03   0.217837E+03   0.000000E+00   0.000000E+00   0.217837E+03  -0.435674E+03
   0.100458E+03   0.238757E-03   0.265150E-03   0.418539E-04   0.963657E-03   0.218058E+03   0.000000E+00   0.000000E+00   0.218058E+03  -0.436116E+03
   0.100458E+03   0.238757E-03   0.265150E-03   0.418539E-04   0.963657E-03   0.218058E+03   0.000000E+00   0.000000E+00   0.218058E+03  -0.436116E+03
   0.100458E+03   0.238757E-03   0.265150E-03   0.418539E-04   0.963657E-03   0.218058E+03   0.000000E+00   0.000000E+00   0.218058E+03  -0.436116E+03
   0.100458E+03   0.238757E-03   0.192262E-03   0.418539E-04   0.963657E-03   0.218251E+03   0.000000E+00   0.000000E+00   0.218251E+03  -0.436502E+03
   0.100458E+03   0.238757E-03   0.192262E-03   0.418539E-04   0.963657E-03   0.218251E+03   0.000000E+00   0.000000E+00   0.218251E+03  -0.436502E+03
   0.100458E+03   0.238757E-03   0.192262E-03   0.418539E-04   0.963657E-03   0.218251E+03   0.000000E+00   0.000000E+00   0.218251E+03  -0.436502E+03
   0.100458E+03   0.238757E-03   0.192262E-03   0.418539E-04   0.963657E-03   0.218251E+03   0.000000E+00   0.000000E+00   0.218251E+03  -0.436502E+03
   0.100458E+03   0.238757E-03   0.192262E-03   0.418539E-04   0.963657E-03   0.218251E+03   0.000000E+00   0.000000E+00   0.218251E+03  -0.436502E+03
   0.100458E+03   0.955957E-04   0.192262E-03   0.418539E-04   0.963657E-03   0.218436E+03   0.000000E+00   0.000000E+00   0.218436E+03  -0.436872E+03
   0.100458E+03   0.955957E-04   0.192262E-03   0.418539E-04   0.119294E-02   0.218067E+03   0.000000E+00   0.000000E+00   0.218067E+03  -0.436134E+03
   0.100458E+03   0.955957E-04   0.192262E-03   0.418539E-04   0.119294E-02   0.218067E+03   0.000000E+00   0.000000E+00   0.218067E+03  -0.436134E+03
   0.100458E+03   0.955957E-04   0.192262E-03   0.418539E-04   0.119294E-02   0.218067E+03   0.000000E+00   0.000000E+00   0.218067E+03  -0.436134E+03
   0.100458E+03   0.955957E-04   0.322627E-03   0.418539E-04   0.119294E-02   0.217677E+03   0.000000E+00   0.000000E+00   0.217677E+03  -0.435354E+03
   0.100475E+03   0.955957E-04   0.322627E-03   0.418539E-04   0.119294E-02   0.217688E+03   0.000000E+00   0.000000E+00   0.217688E+03  -0.435376E+03
   0.100475E+03   0.955957E-04   0.322627E-03   0.418539E-04   0.119294E-02   0.217688E+03   0.000000E+00   0.000000E+00   0.217688E+03  -0.435376E+03
   0.100475E+03   0.762458E-04   0.322627E-03   0.589123E-04   0.119294E-02   0.217676E+03   0.000000E+00   0.000000E+00   0.217676E+03  -0.435352E+03
   0.100475E+03   0.762458E-04   0.322627E-03   0.589123E-04   0.119294E-02   0.217676E+03   0.000000E+00   0.000000E+00   0.217676E+03  -0.435352E+03
   0.100475E+03   0.762458E-04   0.322627E-03   0.589123E-04   0.119294E-02   0.217676E+03   0.000000E+00   0.000000E+00   0.217676E+03  -0.435352E+03
   0.100754E+03   0.762458E-04   0.322627E-03   0.589123E-04   0.119294E-02   0.217861E+03   0.000000E+00   0.000000E+00   0.217861E+03  -0.435722E+03
   0.100505E+03   0.762458E-04   0.322627E-03   0.563993E-04   0.119294E-02   0.217723E+03   0.000000E+00   0.000000E+00   0.217723E+03  -0.435446E+03
   0.100505E+03   0.762458E-04   0.322627E-03   0.563993E-04   0.119294E-02   0.217723E+03   0.000000E+00   0.000000E+00   0.217723E+03  -0.435446E+03
   0.100505E+03   0.762458E-04   0.322627E-03   0.563993E-04   0.139982E-02   0.217161E+03   0.000000E+00   0.000000E+00   0.217161E+03  -0.434322E+03
