a0_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.100000E+03  0.500000E-03  0.100000E+02  0.100000E+02  0.150000E+02  0.150000E+02  0.169585E+03
  0.100000E+03  0.105535E-02  0.793096E+01  0.932965E+01  0.150777E+02  0.140997E+02  0.169671E+03
  0.100000E+03  0.105535E-02  0.793039E+01  0.998625E+01  0.140147E+02  0.161155E+02  0.169528E+03
  0.100000E+03  0.105535E-02  0.866737E+01  0.988563E+01  0.151581E+02  0.185872E+02  0.169189E+03
  0.100000E+03  0.105535E-02  0.867984E+01  0.988563E+01  0.123568E+02  0.185872E+02  0.168929E+03
  0.100000E+03  0.100762E-02  0.867984E+01  0.102146E+02  0.132040E+02  0.163717E+02  0.170173E+03
  0.100000E+03  0.815487E-03  0.731668E+01  0.105301E+02  0.120731E+02  0.197249E+02  0.169317E+03
  0.100000E+03  0.815487E-03  0.883195E+01  0.105073E+02  0.115439E+02  0.197977E+02  0.169908E+03
  0.100000E+03  0.815487E-03  0.108891E+02  0.104755E+02  0.118801E+02  0.196306E+02  0.170023E+03
  0.100000E+03  0.815487E-03  0.980100E+01  0.100737E+02  0.120619E+02  0.168607E+02  0.171236E+03
  0.100000E+03  0.815487E-03  0.109527E+02  0.100737E+02  0.137309E+02  0.168607E+02  0.171393E+03
  0.991718E+02  0.815487E-03  0.990468E+01  0.105105E+02  0.144005E+02  0.168607E+02  0.173537E+03
  0.991718E+02  0.815487E-03  0.932344E+01  0.915429E+01  0.124838E+02  0.173501E+02  0.173229E+03
  0.991718E+02  0.815487E-03  0.992456E+01  0.932349E+01  0.124838E+02  0.173501E+02  0.173245E+03
  0.991718E+02  0.815487E-03  0.935872E+01  0.898023E+01  0.133193E+02  0.156061E+02  0.173735E+03
  0.991718E+02  0.815487E-03  0.111423E+02  0.979847E+01  0.129478E+02  0.170455E+02  0.173183E+03
  0.991718E+02  0.815487E-03  0.111423E+02  0.946573E+01  0.132883E+02  0.132508E+02  0.173510E+03
  0.991718E+02  0.815487E-03  0.111423E+02  0.833371E+01  0.132883E+02  0.145445E+02  0.173347E+03
  0.991718E+02  0.815487E-03  0.111870E+02  0.930309E+01  0.126250E+02  0.159531E+02  0.173307E+03
  0.991718E+02  0.815487E-03  0.108491E+02  0.814796E+01  0.123789E+02  0.139039E+02  0.173128E+03
  0.991718E+02  0.815487E-03  0.906089E+01  0.862672E+01  0.135735E+02  0.133823E+02  0.173656E+03
  0.991718E+02  0.815487E-03  0.919362E+01  0.912857E+01  0.130292E+02  0.133823E+02  0.173705E+03
  0.984742E+02  0.815487E-03  0.890761E+01  0.815562E+01  0.129293E+02  0.135498E+02  0.174297E+03
  0.984742E+02  0.815487E-03  0.971734E+01  0.786151E+01  0.121474E+02  0.135498E+02  0.173981E+03
  0.984742E+02  0.815487E-03  0.103978E+02  0.766084E+01  0.129351E+02  0.119380E+02  0.173590E+03
  0.984742E+02  0.815487E-03  0.924941E+01  0.766084E+01  0.124384E+02  0.119380E+02  0.173525E+03
  0.984742E+02  0.815487E-03  0.102126E+02  0.766084E+01  0.150765E+02  0.122824E+02  0.173866E+03
  0.984742E+02  0.815487E-03  0.895432E+01  0.794948E+01  0.145683E+02  0.123186E+02  0.174079E+03
  0.984742E+02  0.870547E-03  0.895432E+01  0.674399E+01  0.140150E+02  0.123186E+02  0.172406E+03
  0.984742E+02  0.870547E-03  0.915846E+01  0.674399E+01  0.136169E+02  0.126193E+02  0.172497E+03
  0.984742E+02  0.919505E-03  0.834479E+01  0.566409E+01  0.162949E+02  0.154890E+02  0.169813E+03
  0.984742E+02  0.919505E-03  0.103983E+02  0.566409E+01  0.162000E+02  0.168109E+02  0.169769E+03
  0.984742E+02  0.588140E-03  0.110070E+02  0.566409E+01  0.162000E+02  0.168109E+02  0.171707E+03
  0.984742E+02  0.978576E-03  0.123419E+02  0.566409E+01  0.163327E+02  0.164685E+02  0.168394E+03
  0.982965E+02  0.978576E-03  0.130040E+02  0.566409E+01  0.191904E+02  0.151988E+02  0.167474E+03
