a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.973984E+02   0.828599E-03   0.111997E+02   0.750315E+01   0.195694E+02   0.200783E+02   0.171256E+03  -0.107815E+02   0.000000E+00   0.182037E+03  -0.364075E+03
   0.973984E+02   0.828599E-03   0.111997E+02   0.961943E+01   0.195694E+02   0.134196E+02   0.173331E+03  -0.870648E+01   0.000000E+00   0.182037E+03  -0.364075E+03
   0.973984E+02   0.828599E-03   0.111997E+02   0.125921E+02   0.181771E+02   0.134196E+02   0.172913E+03  -0.912462E+01   0.000000E+00   0.182038E+03  -0.364075E+03
   0.973984E+02   0.828599E-03   0.111997E+02   0.107373E+02   0.181771E+02   0.134196E+02   0.173673E+03  -0.836450E+01   0.000000E+00   0.182037E+03  -0.364075E+03
   0.973984E+02   0.828599E-03   0.100805E+02   0.113442E+02   0.178135E+02   0.134196E+02   0.173860E+03  -0.817796E+01   0.000000E+00   0.182038E+03  -0.364076E+03
   0.973984E+02   0.828599E-03   0.100805E+02   0.113442E+02   0.178135E+02   0.134196E+02   0.173860E+03  -0.817796E+01   0.000000E+00   0.182038E+03  -0.364076E+03
   0.968089E+02   0.828599E-03   0.969677E+01   0.113442E+02   0.104275E+02   0.134196E+02   0.172480E+03  -0.889789E+01   0.000000E+00   0.181378E+03  -0.362756E+03
   0.968089E+02   0.828599E-03   0.969677E+01   0.113442E+02   0.218349E+02   0.134196E+02   0.171632E+03  -0.974648E+01   0.000000E+00   0.181378E+03  -0.362757E+03
   0.968089E+02   0.828599E-03   0.969677E+01   0.113442E+02   0.154510E+02   0.134196E+02   0.173729E+03  -0.764949E+01   0.000000E+00   0.181378E+03  -0.362757E+03
   0.968089E+02   0.828599E-03   0.969677E+01   0.126616E+02   0.154510E+02   0.134196E+02   0.173122E+03  -0.825665E+01   0.000000E+00   0.181379E+03  -0.362757E+03
   0.995481E+02   0.828599E-03   0.969677E+01   0.757402E+01   0.154510E+02   0.134196E+02   0.172254E+03  -0.801176E+01   0.000000E+00   0.180266E+03  -0.360532E+03
   0.995481E+02   0.828599E-03   0.969677E+01   0.757402E+01   0.154510E+02   0.134196E+02   0.172254E+03  -0.801176E+01   0.000000E+00   0.180266E+03  -0.360532E+03
   0.971729E+02   0.828599E-03   0.969677E+01   0.746448E+01   0.154510E+02   0.134196E+02   0.173740E+03  -0.810104E+01   0.000000E+00   0.181841E+03  -0.363682E+03
   0.971729E+02   0.600946E-03   0.969677E+01   0.107507E+02   0.154510E+02   0.134196E+02   0.175847E+03  -0.746241E+01   0.000000E+00   0.183309E+03  -0.366619E+03
   0.987236E+02   0.523475E-03   0.925217E+01   0.107507E+02   0.154510E+02   0.165959E+02   0.174584E+03  -0.766442E+01   0.000000E+00   0.182248E+03  -0.364497E+03
   0.987236E+02   0.523475E-03   0.925217E+01   0.107507E+02   0.154510E+02   0.165959E+02   0.174584E+03  -0.766442E+01   0.000000E+00   0.182248E+03  -0.364497E+03
   0.987236E+02   0.523475E-03   0.925217E+01   0.142550E+02   0.154510E+02   0.113021E+02   0.172307E+03  -0.994175E+01   0.000000E+00   0.182249E+03  -0.364497E+03
   0.987236E+02   0.523475E-03   0.925217E+01   0.756093E+01   0.171600E+02   0.113021E+02   0.173215E+03  -0.903386E+01   0.000000E+00   0.182249E+03  -0.364498E+03
   0.987236E+02   0.732158E-03   0.812305E+01   0.756093E+01   0.171600E+02   0.146402E+02   0.173779E+03  -0.863297E+01   0.000000E+00   0.182412E+03  -0.364824E+03
   0.987236E+02   0.732158E-03   0.812305E+01   0.130143E+02   0.171600E+02   0.146402E+02   0.173345E+03  -0.906655E+01   0.000000E+00   0.182412E+03  -0.364823E+03
   0.971680E+02   0.732158E-03   0.812305E+01   0.130143E+02   0.182576E+02   0.212116E+02   0.171456E+03  -0.112493E+02   0.000000E+00   0.182705E+03  -0.365411E+03
   0.986921E+02   0.732158E-03   0.812305E+01   0.134533E+02   0.182576E+02   0.212116E+02   0.170940E+03  -0.115147E+02   0.000000E+00   0.182455E+03  -0.364909E+03
   0.986921E+02   0.732158E-03   0.812305E+01   0.134533E+02   0.134132E+02   0.177772E+02   0.172891E+03  -0.956315E+01   0.000000E+00   0.182454E+03  -0.364908E+03
   0.986921E+02   0.732158E-03   0.702025E+01   0.947506E+01   0.134132E+02   0.177772E+02   0.173427E+03  -0.902748E+01   0.000000E+00   0.182454E+03  -0.364909E+03
   0.986921E+02   0.499679E-03   0.702025E+01   0.947506E+01   0.134132E+02   0.177772E+02   0.173065E+03  -0.902748E+01   0.000000E+00   0.182092E+03  -0.364185E+03
   0.986921E+02   0.499679E-03   0.817405E+01   0.947506E+01   0.134132E+02   0.120082E+02   0.174103E+03  -0.798882E+01   0.000000E+00   0.182092E+03  -0.364184E+03
   0.966963E+02   0.499679E-03   0.817405E+01   0.947506E+01   0.134132E+02   0.120082E+02   0.174278E+03  -0.798882E+01   0.000000E+00   0.182267E+03  -0.364534E+03
   0.965941E+02   0.602994E-03   0.817405E+01   0.106659E+02   0.134132E+02   0.174476E+02   0.174100E+03  -0.816340E+01   0.000000E+00   0.182263E+03  -0.364527E+03
   0.965941E+02   0.873276E-03   0.974782E+01   0.106659E+02   0.134132E+02   0.174476E+02   0.172718E+03  -0.783950E+01   0.000000E+00   0.180558E+03  -0.361115E+03
   0.965941E+02   0.722820E-03   0.974782E+01   0.106659E+02   0.134132E+02   0.174476E+02   0.173997E+03  -0.783950E+01   0.000000E+00   0.181837E+03  -0.363673E+03
   0.965941E+02   0.967192E-03   0.974782E+01   0.937531E+01   0.134132E+02   0.174476E+02   0.171790E+03  -0.771059E+01   0.000000E+00   0.179501E+03  -0.359001E+03
   0.965941E+02   0.647172E-03   0.113319E+02   0.820968E+01   0.134132E+02   0.174476E+02   0.173835E+03  -0.835011E+01   0.000000E+00   0.182185E+03  -0.364370E+03
   0.965665E+02   0.647172E-03   0.878295E+01   0.112256E+02   0.134132E+02   0.176391E+02   0.173981E+03  -0.815755E+01   0.000000E+00   0.182139E+03  -0.364277E+03
   0.965665E+02   0.647172E-03   0.100215E+02   0.112256E+02   0.134132E+02   0.194117E+02   0.173461E+03  -0.867738E+01   0.000000E+00   0.182138E+03  -0.364277E+03
   0.968797E+02   0.566003E-03   0.100215E+02   0.106318E+02   0.134132E+02   0.135694E+02   0.175438E+03  -0.743947E+01   0.000000E+00   0.182877E+03  -0.365755E+03
   0.968797E+02   0.566003E-03   0.100215E+02   0.106318E+02   0.134132E+02   0.135694E+02   0.175438E+03  -0.743947E+01   0.000000E+00   0.182877E+03  -0.365755E+03
   0.968797E+02   0.566003E-03   0.100215E+02   0.101441E+02   0.138295E+02   0.135694E+02   0.175572E+03  -0.730496E+01   0.000000E+00   0.182877E+03  -0.365754E+03
   0.968797E+02   0.566003E-03   0.100215E+02   0.101441E+02   0.138295E+02   0.152246E+02   0.175580E+03  -0.729723E+01   0.000000E+00   0.182877E+03  -0.365754E+03
   0.968797E+02   0.566003E-03   0.131150E+02   0.101441E+02   0.138295E+02   0.152246E+02   0.174392E+03  -0.848537E+01   0.000000E+00   0.182877E+03  -0.365755E+03
   0.968797E+02   0.566003E-03   0.129359E+02   0.101441E+02   0.138295E+02   0.206957E+02   0.172897E+03  -0.998007E+01   0.000000E+00   0.182877E+03  -0.365754E+03
   0.968797E+02   0.566003E-03   0.776448E+01   0.101441E+02   0.163653E+02   0.160647E+02   0.174744E+03  -0.813271E+01   0.000000E+00   0.182877E+03  -0.365753E+03
   0.968797E+02   0.566003E-03   0.776448E+01   0.101441E+02   0.163653E+02   0.183626E+02   0.174158E+03  -0.871902E+01   0.000000E+00   0.182877E+03  -0.365754E+03
   0.968797E+02   0.566003E-03   0.776448E+01   0.101441E+02   0.163653E+02   0.184029E+02   0.174145E+03  -0.873236E+01   0.000000E+00   0.182877E+03  -0.365755E+03
   0.968797E+02   0.566003E-03   0.776448E+01   0.101441E+02   0.161444E+02   0.173976E+02   0.174489E+03  -0.838761E+01   0.000000E+00   0.182877E+03  -0.365753E+03
   0.968797E+02   0.409481E-03   0.776448E+01   0.101441E+02   0.161444E+02   0.173976E+02   0.173427E+03  -0.838761E+01   0.000000E+00   0.181815E+03  -0.363629E+03
   0.968797E+02   0.409481E-03   0.776448E+01   0.101441E+02   0.190225E+02   0.180934E+02   0.172421E+03  -0.939340E+01   0.000000E+00   0.181814E+03  -0.363629E+03
   0.968797E+02   0.476657E-03   0.899539E+01   0.101441E+02   0.190225E+02   0.180934E+02   0.173624E+03  -0.888040E+01   0.000000E+00   0.182504E+03  -0.365009E+03
   0.968797E+02   0.476657E-03   0.899539E+01   0.125603E+02   0.145787E+02   0.207480E+02   0.172712E+03  -0.979251E+01   0.000000E+00   0.182505E+03  -0.365009E+03
   0.973067E+02   0.476657E-03   0.899539E+01   0.125603E+02   0.145787E+02   0.207480E+02   0.173309E+03  -0.979251E+01   0.000000E+00   0.183102E+03  -0.366203E+03
   0.973067E+02   0.476657E-03   0.899539E+01   0.125603E+02   0.165427E+02   0.207480E+02   0.173073E+03  -0.100285E+02   0.000000E+00   0.183102E+03  -0.366203E+03
   0.973067E+02   0.476657E-03   0.899539E+01   0.125603E+02   0.171012E+02   0.162485E+02   0.174425E+03  -0.867680E+01   0.000000E+00   0.183102E+03  -0.366204E+03
   0.973067E+02   0.476657E-03   0.104507E+02   0.125603E+02   0.171012E+02   0.134713E+02   0.174513E+03  -0.858802E+01   0.000000E+00   0.183101E+03  -0.366202E+03
   0.973067E+02   0.531451E-03   0.104507E+02   0.820245E+01   0.171012E+02   0.134713E+02   0.175391E+03  -0.800317E+01   0.000000E+00   0.183394E+03  -0.366788E+03
   0.973067E+02   0.531451E-03   0.127464E+02   0.820245E+01   0.173057E+02   0.134713E+02   0.174428E+03  -0.896614E+01   0.000000E+00   0.183394E+03  -0.366788E+03
   0.973067E+02   0.358662E-03   0.127464E+02   0.783854E+01   0.142529E+02   0.134713E+02   0.172851E+03  -0.875430E+01   0.000000E+00   0.181605E+03  -0.363211E+03
   0.973067E+02   0.358662E-03   0.121757E+02   0.783854E+01   0.142529E+02   0.134713E+02   0.173148E+03  -0.845683E+01   0.000000E+00   0.181605E+03  -0.363210E+03
   0.973067E+02   0.358662E-03   0.122873E+02   0.783854E+01   0.142529E+02   0.134713E+02   0.173093E+03  -0.851190E+01   0.000000E+00   0.181605E+03  -0.363210E+03
   0.973067E+02   0.358662E-03   0.714751E+01   0.783854E+01   0.158776E+02   0.136571E+02   0.172661E+03  -0.894441E+01   0.000000E+00   0.181605E+03  -0.363211E+03
   0.973067E+02   0.358662E-03   0.714751E+01   0.100534E+02   0.158776E+02   0.136571E+02   0.173153E+03  -0.845227E+01   0.000000E+00   0.181605E+03  -0.363211E+03
   0.973067E+02   0.358662E-03   0.714751E+01   0.100534E+02   0.158776E+02   0.967180E+01   0.171201E+03  -0.104045E+02   0.000000E+00   0.181605E+03  -0.363211E+03
   0.973067E+02   0.358662E-03   0.714751E+01   0.100534E+02   0.158776E+02   0.132306E+02   0.173098E+03  -0.850752E+01   0.000000E+00   0.181606E+03  -0.363211E+03
   0.973067E+02   0.358662E-03   0.714751E+01   0.872171E+01   0.164503E+02   0.149505E+02   0.172979E+03  -0.862580E+01   0.000000E+00   0.181605E+03  -0.363210E+03
   0.973067E+02   0.358662E-03   0.919655E+01   0.972281E+01   0.120922E+02   0.149505E+02   0.173998E+03  -0.760676E+01   0.000000E+00   0.181605E+03  -0.363210E+03
   0.977650E+02   0.721578E-03   0.919655E+01   0.104672E+02   0.120922E+02   0.149505E+02   0.175441E+03  -0.769672E+01   0.000000E+00   0.183138E+03  -0.366275E+03
   0.977650E+02   0.721578E-03   0.919655E+01   0.961534E+01   0.176138E+02   0.139009E+02   0.175415E+03  -0.772267E+01   0.000000E+00   0.183138E+03  -0.366275E+03
   0.977650E+02   0.721578E-03   0.919655E+01   0.961534E+01   0.176138E+02   0.139009E+02   0.175415E+03  -0.772267E+01   0.000000E+00   0.183138E+03  -0.366275E+03
   0.977650E+02   0.721578E-03   0.962039E+01   0.961534E+01   0.176138E+02   0.128874E+02   0.175299E+03  -0.783871E+01   0.000000E+00   0.183138E+03  -0.366275E+03
   0.974306E+02   0.721578E-03   0.962039E+01   0.961534E+01   0.176138E+02   0.128874E+02   0.175173E+03  -0.783871E+01   0.000000E+00   0.183012E+03  -0.366023E+03
   0.974306E+02   0.721578E-03   0.771731E+01   0.961534E+01   0.176138E+02   0.128874E+02   0.174573E+03  -0.843885E+01   0.000000E+00   0.183012E+03  -0.366024E+03
   0.974306E+02   0.721578E-03   0.126323E+02   0.961534E+01   0.155091E+02   0.128874E+02   0.174673E+03  -0.833903E+01   0.000000E+00   0.183012E+03  -0.366024E+03
   0.974306E+02   0.721578E-03   0.126323E+02   0.961534E+01   0.155091E+02   0.128874E+02   0.174673E+03  -0.833903E+01   0.000000E+00   0.183012E+03  -0.366024E+03
   0.974306E+02   0.776980E-03   0.126323E+02   0.961534E+01   0.155091E+02   0.128874E+02   0.174223E+03  -0.833903E+01   0.000000E+00   0.182562E+03  -0.365124E+03
   0.974306E+02   0.916953E-03   0.126323E+02   0.961534E+01   0.218583E+02   0.187089E+02   0.169916E+03  -0.111354E+02   0.000000E+00   0.181051E+03  -0.362103E+03
   0.983505E+02   0.809594E-03   0.177308E+02   0.961534E+01   0.218583E+02   0.187089E+02   0.167333E+03  -0.148920E+02   0.000000E+00   0.182225E+03  -0.364450E+03
   0.983505E+02   0.389165E-03   0.144733E+02   0.961534E+01   0.218583E+02   0.187089E+02   0.168937E+03  -0.122976E+02   0.000000E+00   0.181235E+03  -0.362469E+03
   0.983505E+02   0.594131E-03   0.115332E+02   0.961534E+01   0.116126E+02   0.187089E+02   0.174223E+03  -0.903043E+01   0.000000E+00   0.183253E+03  -0.366507E+03
   0.983505E+02   0.727091E-03   0.932308E+01   0.961534E+01   0.116126E+02   0.204823E+02   0.173553E+03  -0.931808E+01   0.000000E+00   0.182871E+03  -0.365742E+03
   0.983505E+02   0.727091E-03   0.932308E+01   0.811425E+01   0.165033E+02   0.204823E+02   0.173550E+03  -0.932149E+01   0.000000E+00   0.182871E+03  -0.365743E+03
   0.979175E+02   0.727091E-03   0.114399E+02   0.811425E+01   0.148739E+02   0.121039E+02   0.174784E+03  -0.831003E+01   0.000000E+00   0.183094E+03  -0.366188E+03
   0.979175E+02   0.727091E-03   0.960232E+01   0.811425E+01   0.141519E+02   0.121039E+02   0.175173E+03  -0.792100E+01   0.000000E+00   0.183094E+03  -0.366188E+03
   0.979175E+02   0.452363E-03   0.960232E+01   0.827001E+01   0.141519E+02   0.121039E+02   0.175037E+03  -0.784520E+01   0.000000E+00   0.182882E+03  -0.365764E+03
   0.979175E+02   0.431058E-03   0.960232E+01   0.827001E+01   0.141519E+02   0.121039E+02   0.174778E+03  -0.784520E+01   0.000000E+00   0.182623E+03  -0.365246E+03
   0.979175E+02   0.431058E-03   0.960232E+01   0.681363E+01   0.141519E+02   0.121039E+02   0.173582E+03  -0.904042E+01   0.000000E+00   0.182622E+03  -0.365245E+03
   0.979175E+02   0.431058E-03   0.960232E+01   0.703450E+01   0.138235E+02   0.121039E+02   0.173826E+03  -0.879664E+01   0.000000E+00   0.182623E+03  -0.365245E+03
   0.979175E+02   0.431058E-03   0.960232E+01   0.112854E+02   0.138235E+02   0.191569E+02   0.174086E+03  -0.853726E+01   0.000000E+00   0.182623E+03  -0.365247E+03
   0.979175E+02   0.431058E-03   0.960232E+01   0.112854E+02   0.178255E+02   0.133848E+02   0.174487E+03  -0.813619E+01   0.000000E+00   0.182623E+03  -0.365246E+03
   0.979175E+02   0.654099E-03   0.960232E+01   0.112854E+02   0.164107E+02   0.133848E+02   0.175710E+03  -0.778218E+01   0.000000E+00   0.183492E+03  -0.366984E+03
   0.985593E+02   0.654099E-03   0.960232E+01   0.112854E+02   0.164107E+02   0.133848E+02   0.175156E+03  -0.778218E+01   0.000000E+00   0.182938E+03  -0.365876E+03
   0.982930E+02   0.279912E-03   0.960232E+01   0.981255E+01   0.157142E+02   0.133848E+02   0.171298E+03  -0.734671E+01   0.000000E+00   0.178645E+03  -0.357289E+03
   0.971415E+02   0.279912E-03   0.960232E+01   0.106289E+02   0.157142E+02   0.139736E+02   0.172402E+03  -0.741225E+01   0.000000E+00   0.179814E+03  -0.359628E+03
   0.971415E+02   0.279912E-03   0.960232E+01   0.815118E+01   0.157142E+02   0.139736E+02   0.172192E+03  -0.762269E+01   0.000000E+00   0.179815E+03  -0.359629E+03
   0.971415E+02   0.279912E-03   0.102061E+02   0.815118E+01   0.127283E+02   0.139736E+02   0.172047E+03  -0.776762E+01   0.000000E+00   0.179815E+03  -0.359629E+03
   0.971415E+02   0.279912E-03   0.103441E+02   0.815118E+01   0.112431E+02   0.139736E+02   0.171446E+03  -0.836790E+01   0.000000E+00   0.179814E+03  -0.359628E+03
   0.971415E+02   0.841129E-03   0.103441E+02   0.106601E+02   0.186925E+02   0.139736E+02   0.173440E+03  -0.823980E+01   0.000000E+00   0.181680E+03  -0.363360E+03
   0.971415E+02   0.841129E-03   0.118722E+02   0.139786E+02   0.186925E+02   0.214180E+02   0.169376E+03  -0.123038E+02   0.000000E+00   0.181680E+03  -0.363360E+03
   0.971415E+02   0.724027E-03   0.873195E+01   0.934415E+01   0.186925E+02   0.186446E+02   0.173752E+03  -0.897753E+01   0.000000E+00   0.182730E+03  -0.365459E+03
   0.972276E+02   0.724027E-03   0.107743E+02   0.900716E+01   0.186925E+02   0.186446E+02   0.173758E+03  -0.906982E+01   0.000000E+00   0.182828E+03  -0.365656E+03
   0.972276E+02   0.724027E-03   0.938727E+01   0.992260E+01   0.147686E+02   0.186446E+02   0.174792E+03  -0.803535E+01   0.000000E+00   0.182827E+03  -0.365655E+03
   0.972276E+02   0.724027E-03   0.102484E+02   0.992260E+01   0.151215E+02   0.186446E+02   0.174725E+03  -0.810207E+01   0.000000E+00   0.182827E+03  -0.365654E+03
   0.972276E+02   0.724027E-03   0.129998E+02   0.883656E+01   0.175963E+02   0.160589E+02   0.173773E+03  -0.905407E+01   0.000000E+00   0.182827E+03  -0.365654E+03
   0.972276E+02   0.724027E-03   0.129998E+02   0.883656E+01   0.175963E+02   0.160589E+02   0.173773E+03  -0.905407E+01   0.000000E+00   0.182827E+03  -0.365654E+03
   0.974862E+02   0.724027E-03   0.123042E+02   0.883656E+01   0.101080E+02   0.160589E+02   0.173280E+03  -0.975086E+01   0.000000E+00   0.183031E+03  -0.366062E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.207535E+02   0.160589E+02   0.173514E+03  -0.995809E+01   0.000000E+00   0.183472E+03  -0.366944E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.198117E+02   0.160589E+02   0.173910E+03  -0.956165E+01   0.000000E+00   0.183472E+03  -0.366943E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.214397E+02   0.136079E+02   0.173309E+03  -0.101627E+02   0.000000E+00   0.183472E+03  -0.366943E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.152063E+02   0.126221E+02   0.175066E+03  -0.840524E+01   0.000000E+00   0.183471E+03  -0.366942E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.152063E+02   0.126221E+02   0.175066E+03  -0.840524E+01   0.000000E+00   0.183471E+03  -0.366942E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.150582E+02   0.126221E+02   0.175078E+03  -0.839331E+01   0.000000E+00   0.183471E+03  -0.366943E+03
   0.974862E+02   0.520852E-03   0.736587E+01   0.883656E+01   0.140476E+02   0.980636E+01   0.173461E+03  -0.100106E+02   0.000000E+00   0.183472E+03  -0.366943E+03
   0.974862E+02   0.841694E-03   0.736587E+01   0.883656E+01   0.140476E+02   0.100493E+02   0.172172E+03  -0.978258E+01   0.000000E+00   0.181955E+03  -0.363909E+03
   0.974862E+02   0.841694E-03   0.736587E+01   0.883656E+01   0.173181E+02   0.992170E+01   0.171641E+03  -0.103134E+02   0.000000E+00   0.181954E+03  -0.363909E+03
   0.974862E+02   0.841694E-03   0.736587E+01   0.729320E+01   0.173181E+02   0.992170E+01   0.170779E+03  -0.111756E+02   0.000000E+00   0.181955E+03  -0.363909E+03
   0.969427E+02   0.718978E-03   0.736587E+01   0.729320E+01   0.173181E+02   0.992170E+01   0.171322E+03  -0.111756E+02   0.000000E+00   0.182498E+03  -0.364995E+03
   0.969427E+02   0.718978E-03   0.736587E+01   0.729320E+01   0.173181E+02   0.182392E+02   0.172371E+03  -0.101269E+02   0.000000E+00   0.182498E+03  -0.364996E+03
   0.969427E+02   0.718978E-03   0.736587E+01   0.729320E+01   0.173181E+02   0.200815E+02   0.171688E+03  -0.108092E+02   0.000000E+00   0.182497E+03  -0.364994E+03
   0.969427E+02   0.477709E-03   0.736587E+01   0.120294E+02   0.173181E+02   0.209914E+02   0.171741E+03  -0.108830E+02   0.000000E+00   0.182624E+03  -0.365248E+03
   0.969427E+02   0.477709E-03   0.942043E+01   0.104030E+02   0.124480E+02   0.120010E+02   0.174674E+03  -0.795028E+01   0.000000E+00   0.182624E+03  -0.365249E+03
   0.969427E+02   0.477709E-03   0.851550E+01   0.882798E+01   0.146806E+02   0.168802E+02   0.174857E+03  -0.776764E+01   0.000000E+00   0.182625E+03  -0.365249E+03
   0.969427E+02   0.477709E-03   0.851550E+01   0.108592E+02   0.146806E+02   0.175007E+02   0.174600E+03  -0.802437E+01   0.000000E+00   0.182624E+03  -0.365249E+03
   0.969427E+02   0.477709E-03   0.851550E+01   0.108592E+02   0.138874E+02   0.207898E+02   0.173380E+03  -0.924413E+01   0.000000E+00   0.182624E+03  -0.365248E+03
   0.988102E+02   0.644369E-03   0.851550E+01   0.108592E+02   0.138874E+02   0.194788E+02   0.173824E+03  -0.870050E+01   0.000000E+00   0.182524E+03  -0.365049E+03
   0.988102E+02   0.644369E-03   0.712606E+01   0.604505E+01   0.138874E+02   0.194788E+02   0.170393E+03  -0.121309E+02   0.000000E+00   0.182524E+03  -0.365048E+03
   0.988102E+02   0.644369E-03   0.127175E+02   0.604505E+01   0.138874E+02   0.197153E+02   0.170434E+03  -0.120901E+02   0.000000E+00   0.182524E+03  -0.365048E+03
   0.988102E+02   0.644369E-03   0.137498E+02   0.646256E+01   0.138874E+02   0.197153E+02   0.170529E+03  -0.119955E+02   0.000000E+00   0.182524E+03  -0.365049E+03
   0.983891E+02   0.644369E-03   0.971350E+01   0.646256E+01   0.138874E+02   0.157044E+02   0.173925E+03  -0.925590E+01   0.000000E+00   0.183181E+03  -0.366362E+03
   0.983891E+02   0.644369E-03   0.971350E+01   0.683847E+01   0.142533E+02   0.157044E+02   0.174461E+03  -0.871969E+01   0.000000E+00   0.183181E+03  -0.366361E+03
   0.983891E+02   0.644369E-03   0.789845E+01   0.844082E+01   0.142533E+02   0.183534E+02   0.174580E+03  -0.860088E+01   0.000000E+00   0.183181E+03  -0.366362E+03
   0.979461E+02   0.644369E-03   0.838524E+01   0.844082E+01   0.142533E+02   0.183534E+02   0.175163E+03  -0.835266E+01   0.000000E+00   0.183516E+03  -0.367031E+03
   0.979461E+02   0.644369E-03   0.131874E+02   0.844082E+01   0.142533E+02   0.183534E+02   0.174141E+03  -0.937463E+01   0.000000E+00   0.183516E+03  -0.367031E+03
   0.979461E+02   0.644369E-03   0.131874E+02   0.844082E+01   0.142533E+02   0.145314E+02   0.174871E+03  -0.864485E+01   0.000000E+00   0.183516E+03  -0.367032E+03
   0.979461E+02   0.403770E-03   0.161546E+02   0.844082E+01   0.142533E+02   0.147706E+02   0.171420E+03  -0.107731E+02   0.000000E+00   0.182193E+03  -0.364386E+03
   0.979461E+02   0.403770E-03   0.161546E+02   0.838481E+01   0.142533E+02   0.147706E+02   0.171398E+03  -0.107952E+02   0.000000E+00   0.182193E+03  -0.364386E+03
   0.979461E+02   0.403770E-03   0.161546E+02   0.838481E+01   0.168684E+02   0.163076E+02   0.170906E+03  -0.112866E+02   0.000000E+00   0.182193E+03  -0.364385E+03
   0.979461E+02   0.403770E-03   0.161546E+02   0.133630E+02   0.168684E+02   0.163076E+02   0.169778E+03  -0.124154E+02   0.000000E+00   0.182193E+03  -0.364387E+03
   0.979461E+02   0.643436E-03   0.161546E+02   0.133630E+02   0.114236E+02   0.112787E+02   0.170178E+03  -0.133409E+02   0.000000E+00   0.183519E+03  -0.367038E+03
   0.979461E+02   0.643436E-03   0.549856E+01   0.605592E+01   0.174785E+02   0.112787E+02   0.168567E+03  -0.149519E+02   0.000000E+00   0.183519E+03  -0.367038E+03
   0.979461E+02   0.643436E-03   0.108913E+02   0.921666E+01   0.174785E+02   0.125426E+02   0.175415E+03  -0.810384E+01   0.000000E+00   0.183519E+03  -0.367038E+03
   0.974883E+02   0.643436E-03   0.108913E+02   0.921666E+01   0.174785E+02   0.212868E+02   0.173712E+03  -0.976422E+01   0.000000E+00   0.183476E+03  -0.366952E+03
   0.978317E+02   0.433695E-03   0.108913E+02   0.906718E+01   0.174785E+02   0.212868E+02   0.172943E+03  -0.978456E+01   0.000000E+00   0.182728E+03  -0.365455E+03
   0.974740E+02   0.433695E-03   0.108913E+02   0.103169E+02   0.170914E+02   0.212868E+02   0.173084E+03  -0.970423E+01   0.000000E+00   0.182788E+03  -0.365576E+03
   0.974740E+02   0.733100E-03   0.108913E+02   0.103169E+02   0.170914E+02   0.212868E+02   0.173248E+03  -0.970423E+01   0.000000E+00   0.182952E+03  -0.365904E+03
   0.974740E+02   0.733100E-03   0.108913E+02   0.875954E+01   0.170914E+02   0.224267E+02   0.172662E+03  -0.102904E+02   0.000000E+00   0.182952E+03  -0.365905E+03
   0.974740E+02   0.733100E-03   0.108913E+02   0.104535E+02   0.170914E+02   0.177928E+02   0.174569E+03  -0.838336E+01   0.000000E+00   0.182952E+03  -0.365905E+03
   0.970673E+02   0.442158E-03   0.795626E+01   0.104535E+02   0.170914E+02   0.177928E+02   0.173892E+03  -0.863161E+01   0.000000E+00   0.182524E+03  -0.365047E+03
   0.970673E+02   0.551235E-03   0.795626E+01   0.104535E+02   0.170914E+02   0.177928E+02   0.174536E+03  -0.863161E+01   0.000000E+00   0.183168E+03  -0.366335E+03
   0.970673E+02   0.551235E-03   0.795626E+01   0.104535E+02   0.170914E+02   0.177928E+02   0.174536E+03  -0.863161E+01   0.000000E+00   0.183168E+03  -0.366335E+03
   0.970673E+02   0.592206E-03   0.103732E+02   0.115302E+02   0.178340E+02   0.200272E+02   0.173600E+03  -0.958926E+01   0.000000E+00   0.183189E+03  -0.366379E+03
   0.970673E+02   0.592206E-03   0.946607E+01   0.115302E+02   0.178340E+02   0.200272E+02   0.173671E+03  -0.951860E+01   0.000000E+00   0.183190E+03  -0.366379E+03
   0.970673E+02   0.592206E-03   0.946607E+01   0.115302E+02   0.178340E+02   0.200272E+02   0.173671E+03  -0.951860E+01   0.000000E+00   0.183190E+03  -0.366379E+03
   0.970673E+02   0.592206E-03   0.946607E+01   0.115302E+02   0.223752E+02   0.163658E+02   0.172971E+03  -0.102188E+02   0.000000E+00   0.183190E+03  -0.366380E+03
   0.970673E+02   0.592206E-03   0.779798E+01   0.115302E+02   0.163985E+02   0.163658E+02   0.174639E+03  -0.855016E+01   0.000000E+00   0.183189E+03  -0.366378E+03
   0.970673E+02   0.592206E-03   0.779798E+01   0.115302E+02   0.141213E+02   0.116979E+02   0.174500E+03  -0.868895E+01   0.000000E+00   0.183189E+03  -0.366378E+03
   0.970673E+02   0.592206E-03   0.779798E+01   0.143682E+02   0.141213E+02   0.116979E+02   0.172892E+03  -0.102975E+02   0.000000E+00   0.183190E+03  -0.366379E+03
