a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.983556E+02   0.499417E-03   0.933452E+01   0.770240E+01   0.123231E+02   0.177365E+02   0.174140E+03  -0.864553E+01   0.000000E+00   0.182786E+03  -0.365571E+03
   0.983556E+02   0.746592E-03   0.903564E+01   0.770240E+01   0.174371E+02   0.116532E+02   0.173878E+03  -0.885537E+01   0.000000E+00   0.182733E+03  -0.365467E+03
   0.983556E+02   0.539780E-03   0.903564E+01   0.834028E+01   0.169242E+02   0.116532E+02   0.174705E+03  -0.836372E+01   0.000000E+00   0.183069E+03  -0.366137E+03
   0.983556E+02   0.539780E-03   0.901001E+01   0.834028E+01   0.169242E+02   0.129140E+02   0.175114E+03  -0.795442E+01   0.000000E+00   0.183068E+03  -0.366137E+03
   0.983556E+02   0.539780E-03   0.901001E+01   0.859692E+01   0.169242E+02   0.129140E+02   0.175210E+03  -0.785870E+01   0.000000E+00   0.183069E+03  -0.366137E+03
   0.983556E+02   0.539780E-03   0.943111E+01   0.101420E+02   0.169242E+02   0.164380E+02   0.175310E+03  -0.775926E+01   0.000000E+00   0.183069E+03  -0.366139E+03
   0.985678E+02   0.743404E-03   0.943111E+01   0.101420E+02   0.169242E+02   0.164380E+02   0.174783E+03  -0.775926E+01   0.000000E+00   0.182542E+03  -0.365085E+03
   0.985678E+02   0.743404E-03   0.943111E+01   0.101420E+02   0.129222E+02   0.164380E+02   0.174957E+03  -0.758527E+01   0.000000E+00   0.182542E+03  -0.365085E+03
   0.985678E+02   0.743404E-03   0.113232E+02   0.101420E+02   0.129222E+02   0.164380E+02   0.174624E+03  -0.791826E+01   0.000000E+00   0.182542E+03  -0.365085E+03
   0.985678E+02   0.946382E-03   0.113232E+02   0.734163E+01   0.152362E+02   0.189621E+02   0.171194E+03  -0.940106E+01   0.000000E+00   0.180595E+03  -0.361190E+03
   0.973603E+02   0.946382E-03   0.897913E+01   0.104144E+02   0.179418E+02   0.102240E+02   0.171249E+03  -0.939101E+01   0.000000E+00   0.180640E+03  -0.361280E+03
   0.973603E+02   0.946382E-03   0.115790E+02   0.904366E+01   0.179418E+02   0.125469E+02   0.172140E+03  -0.850035E+01   0.000000E+00   0.180640E+03  -0.361281E+03
   0.973603E+02   0.946382E-03   0.115790E+02   0.901113E+01   0.179418E+02   0.125469E+02   0.172134E+03  -0.850596E+01   0.000000E+00   0.180640E+03  -0.361280E+03
   0.973603E+02   0.946382E-03   0.115790E+02   0.901113E+01   0.144364E+02   0.116923E+02   0.172428E+03  -0.821263E+01   0.000000E+00   0.180641E+03  -0.361281E+03
   0.973603E+02   0.946382E-03   0.115790E+02   0.901113E+01   0.144364E+02   0.116923E+02   0.172428E+03  -0.821263E+01   0.000000E+00   0.180641E+03  -0.361281E+03
   0.973603E+02   0.946382E-03   0.115790E+02   0.901113E+01   0.144364E+02   0.116923E+02   0.172428E+03  -0.821263E+01   0.000000E+00   0.180641E+03  -0.361281E+03
   0.974432E+02   0.692646E-03   0.115790E+02   0.102773E+02   0.144364E+02   0.116923E+02   0.174990E+03  -0.821793E+01   0.000000E+00   0.183208E+03  -0.366416E+03
   0.974432E+02   0.513601E-03   0.115790E+02   0.925401E+01   0.144364E+02   0.116923E+02   0.175236E+03  -0.817883E+01   0.000000E+00   0.183415E+03  -0.366830E+03
   0.974432E+02   0.679814E-03   0.115790E+02   0.925401E+01   0.144364E+02   0.929182E+01   0.173241E+03  -0.100403E+02   0.000000E+00   0.183281E+03  -0.366563E+03
   0.974432E+02   0.679814E-03   0.115790E+02   0.925401E+01   0.144364E+02   0.204710E+02   0.174109E+03  -0.917185E+01   0.000000E+00   0.183281E+03  -0.366562E+03
   0.974432E+02   0.679814E-03   0.115790E+02   0.925401E+01   0.144364E+02   0.203953E+02   0.174142E+03  -0.913951E+01   0.000000E+00   0.183282E+03  -0.366563E+03
   0.973378E+02   0.469557E-03   0.115790E+02   0.925401E+01   0.119650E+02   0.203953E+02   0.173497E+03  -0.957223E+01   0.000000E+00   0.183069E+03  -0.366138E+03
   0.973378E+02   0.469557E-03   0.830843E+01   0.108837E+02   0.161828E+02   0.203953E+02   0.173757E+03  -0.931277E+01   0.000000E+00   0.183070E+03  -0.366140E+03
   0.973378E+02   0.469557E-03   0.830843E+01   0.947799E+01   0.161828E+02   0.203953E+02   0.173949E+03  -0.912077E+01   0.000000E+00   0.183070E+03  -0.366140E+03
   0.973378E+02   0.494087E-03   0.830843E+01   0.947799E+01   0.161828E+02   0.203953E+02   0.174123E+03  -0.912077E+01   0.000000E+00   0.183244E+03  -0.366488E+03
   0.970547E+02   0.494087E-03   0.830843E+01   0.105652E+02   0.161828E+02   0.203953E+02   0.173684E+03  -0.923122E+01   0.000000E+00   0.182915E+03  -0.365830E+03
   0.984416E+02   0.494087E-03   0.114197E+02   0.105652E+02   0.197197E+02   0.203953E+02   0.172188E+03  -0.104015E+02   0.000000E+00   0.182589E+03  -0.365179E+03
   0.984416E+02   0.494087E-03   0.123990E+02   0.105652E+02   0.197197E+02   0.250529E+02   0.169434E+03  -0.131559E+02   0.000000E+00   0.182590E+03  -0.365180E+03
   0.984416E+02   0.589565E-03   0.124686E+02   0.111332E+02   0.197197E+02   0.247489E+02   0.169940E+03  -0.131837E+02   0.000000E+00   0.183124E+03  -0.366247E+03
   0.984416E+02   0.589565E-03   0.997123E+01   0.111332E+02   0.197197E+02   0.151239E+02   0.174397E+03  -0.872602E+01   0.000000E+00   0.183123E+03  -0.366246E+03
   0.984416E+02   0.589565E-03   0.940048E+01   0.121333E+02   0.197197E+02   0.151239E+02   0.173999E+03  -0.912412E+01   0.000000E+00   0.183123E+03  -0.366246E+03
   0.984416E+02   0.589565E-03   0.940048E+01   0.121333E+02   0.184298E+02   0.151239E+02   0.174472E+03  -0.865101E+01   0.000000E+00   0.183123E+03  -0.366246E+03
   0.984416E+02   0.589565E-03   0.940048E+01   0.137092E+02   0.184298E+02   0.118314E+02   0.173116E+03  -0.100073E+02   0.000000E+00   0.183123E+03  -0.366247E+03
   0.975622E+02   0.589565E-03   0.940048E+01   0.146699E+02   0.164076E+02   0.204285E+02   0.172465E+03  -0.111558E+02   0.000000E+00   0.183621E+03  -0.367242E+03
   0.975622E+02   0.589565E-03   0.940048E+01   0.146699E+02   0.164076E+02   0.204285E+02   0.172465E+03  -0.111558E+02   0.000000E+00   0.183621E+03  -0.367242E+03
   0.975622E+02   0.570258E-03   0.113672E+02   0.131809E+02   0.217878E+02   0.204285E+02   0.171180E+03  -0.124390E+02   0.000000E+00   0.183619E+03  -0.367238E+03
   0.975622E+02   0.570258E-03   0.102372E+02   0.131809E+02   0.217878E+02   0.174764E+02   0.172540E+03  -0.110791E+02   0.000000E+00   0.183619E+03  -0.367238E+03
   0.975622E+02   0.570258E-03   0.103385E+02   0.131809E+02   0.217878E+02   0.149207E+02   0.172973E+03  -0.106463E+02   0.000000E+00   0.183619E+03  -0.367239E+03
   0.968029E+02   0.570258E-03   0.103385E+02   0.131809E+02   0.184596E+02   0.197973E+02   0.172204E+03  -0.105220E+02   0.000000E+00   0.182726E+03  -0.365452E+03
   0.968029E+02   0.570258E-03   0.109150E+02   0.140218E+02   0.184596E+02   0.222663E+02   0.170426E+03  -0.123005E+02   0.000000E+00   0.182726E+03  -0.365453E+03
   0.967696E+02   0.570258E-03   0.109150E+02   0.144223E+02   0.169796E+02   0.260495E+02   0.168503E+03  -0.141611E+02   0.000000E+00   0.182664E+03  -0.365328E+03
   0.978783E+02   0.570258E-03   0.109150E+02   0.148920E+02   0.169796E+02   0.266047E+02   0.168797E+03  -0.148170E+02   0.000000E+00   0.183614E+03  -0.367228E+03
   0.978783E+02   0.570258E-03   0.109150E+02   0.161726E+02   0.169796E+02   0.122839E+02   0.172187E+03  -0.114273E+02   0.000000E+00   0.183614E+03  -0.367229E+03
   0.978783E+02   0.570258E-03   0.112966E+02   0.101557E+02   0.163230E+02   0.122839E+02   0.175556E+03  -0.805829E+01   0.000000E+00   0.183614E+03  -0.367229E+03
   0.968671E+02   0.570258E-03   0.112966E+02   0.101557E+02   0.163230E+02   0.211558E+02   0.173281E+03  -0.958114E+01   0.000000E+00   0.182862E+03  -0.365724E+03
   0.968671E+02   0.570258E-03   0.112966E+02   0.101557E+02   0.180785E+02   0.211558E+02   0.172833E+03  -0.100296E+02   0.000000E+00   0.182863E+03  -0.365725E+03
   0.976737E+02   0.570258E-03   0.112966E+02   0.121017E+02   0.180785E+02   0.211558E+02   0.172986E+03  -0.106568E+02   0.000000E+00   0.183643E+03  -0.367286E+03
   0.976737E+02   0.570258E-03   0.112966E+02   0.121017E+02   0.127407E+02   0.212423E+02   0.173399E+03  -0.102438E+02   0.000000E+00   0.183643E+03  -0.367286E+03
   0.976737E+02   0.570258E-03   0.112966E+02   0.111694E+02   0.127407E+02   0.112676E+02   0.174905E+03  -0.873752E+01   0.000000E+00   0.183643E+03  -0.367285E+03
   0.984103E+02   0.570258E-03   0.112966E+02   0.111694E+02   0.127407E+02   0.195096E+02   0.173994E+03  -0.912687E+01   0.000000E+00   0.183121E+03  -0.366242E+03
   0.984103E+02   0.570258E-03   0.112966E+02   0.982825E+01   0.127407E+02   0.195096E+02   0.174271E+03  -0.884982E+01   0.000000E+00   0.183121E+03  -0.366242E+03
   0.984103E+02   0.717603E-03   0.834994E+01   0.982825E+01   0.127407E+02   0.195096E+02   0.174104E+03  -0.876826E+01   0.000000E+00   0.182872E+03  -0.365745E+03
   0.984103E+02   0.717603E-03   0.834994E+01   0.990303E+01   0.127407E+02   0.195096E+02   0.174099E+03  -0.877328E+01   0.000000E+00   0.182872E+03  -0.365745E+03
   0.984103E+02   0.661811E-03   0.834994E+01   0.552503E+01   0.127407E+02   0.123562E+02   0.171377E+03  -0.117381E+02   0.000000E+00   0.183115E+03  -0.366230E+03
   0.984103E+02   0.661811E-03   0.834994E+01   0.132419E+02   0.127407E+02   0.123562E+02   0.173917E+03  -0.919776E+01   0.000000E+00   0.183115E+03  -0.366230E+03
   0.984103E+02   0.661811E-03   0.834994E+01   0.141761E+02   0.127094E+02   0.123562E+02   0.173305E+03  -0.981024E+01   0.000000E+00   0.183115E+03  -0.366230E+03
   0.984103E+02   0.661811E-03   0.834994E+01   0.141761E+02   0.127094E+02   0.175676E+02   0.173111E+03  -0.100043E+02   0.000000E+00   0.183115E+03  -0.366231E+03
   0.974874E+02   0.661811E-03   0.834994E+01   0.695123E+01   0.126736E+02   0.175676E+02   0.173969E+03  -0.943151E+01   0.000000E+00   0.183401E+03  -0.366801E+03
   0.974874E+02   0.661811E-03   0.730349E+01   0.695123E+01   0.118575E+02   0.175676E+02   0.173006E+03  -0.103946E+02   0.000000E+00   0.183401E+03  -0.366801E+03
   0.974874E+02   0.661811E-03   0.123611E+02   0.695123E+01   0.118575E+02   0.175676E+02   0.173152E+03  -0.102482E+02   0.000000E+00   0.183400E+03  -0.366800E+03
   0.970570E+02   0.632386E-03   0.123611E+02   0.748825E+01   0.146796E+02   0.175676E+02   0.173856E+03  -0.924377E+01   0.000000E+00   0.183100E+03  -0.366200E+03
   0.970570E+02   0.632386E-03   0.124846E+02   0.748825E+01   0.173420E+02   0.137512E+02   0.173831E+03  -0.926902E+01   0.000000E+00   0.183100E+03  -0.366200E+03
   0.970570E+02   0.632386E-03   0.104261E+02   0.748825E+01   0.128578E+02   0.166113E+02   0.174646E+03  -0.845424E+01   0.000000E+00   0.183100E+03  -0.366200E+03
   0.970570E+02   0.632386E-03   0.854285E+01   0.748825E+01   0.150875E+02   0.166113E+02   0.174693E+03  -0.840680E+01   0.000000E+00   0.183100E+03  -0.366200E+03
   0.970570E+02   0.632386E-03   0.854285E+01   0.748825E+01   0.150875E+02   0.166113E+02   0.174693E+03  -0.840680E+01   0.000000E+00   0.183100E+03  -0.366200E+03
   0.970570E+02   0.632386E-03   0.854285E+01   0.748825E+01   0.176497E+02   0.166113E+02   0.174206E+03  -0.889399E+01   0.000000E+00   0.183100E+03  -0.366200E+03
   0.970570E+02   0.632386E-03   0.109171E+02   0.107657E+02   0.176497E+02   0.166113E+02   0.174789E+03  -0.831068E+01   0.000000E+00   0.183100E+03  -0.366199E+03
   0.992269E+02   0.632386E-03   0.109171E+02   0.107657E+02   0.176497E+02   0.166113E+02   0.173206E+03  -0.831068E+01   0.000000E+00   0.181517E+03  -0.363033E+03
   0.971921E+02   0.887384E-03   0.109171E+02   0.107657E+02   0.176497E+02   0.167659E+02   0.172872E+03  -0.834465E+01   0.000000E+00   0.181217E+03  -0.362433E+03
   0.971921E+02   0.312257E-03   0.125157E+02   0.107657E+02   0.110079E+02   0.167659E+02   0.171185E+03  -0.940852E+01   0.000000E+00   0.180594E+03  -0.361187E+03
   0.971921E+02   0.312257E-03   0.122007E+02   0.107657E+02   0.118610E+02   0.138450E+02   0.172045E+03  -0.854900E+01   0.000000E+00   0.180594E+03  -0.361188E+03
   0.971921E+02   0.312257E-03   0.121433E+02   0.107657E+02   0.118610E+02   0.138450E+02   0.172073E+03  -0.852111E+01   0.000000E+00   0.180594E+03  -0.361188E+03
   0.971921E+02   0.949378E-03   0.119659E+02   0.107657E+02   0.120689E+02   0.138450E+02   0.172112E+03  -0.835681E+01   0.000000E+00   0.180469E+03  -0.360938E+03
   0.986648E+02   0.949378E-03   0.119659E+02   0.873568E+01   0.120016E+02   0.215239E+02   0.170163E+03  -0.103244E+02   0.000000E+00   0.180487E+03  -0.360975E+03
   0.986648E+02   0.949378E-03   0.983007E+01   0.937227E+01   0.120016E+02   0.989457E+01   0.171108E+03  -0.937997E+01   0.000000E+00   0.180488E+03  -0.360976E+03
   0.986648E+02   0.658998E-03   0.944992E+01   0.937227E+01   0.980918E+01   0.989457E+01   0.171967E+03  -0.108084E+02   0.000000E+00   0.182775E+03  -0.365551E+03
   0.986648E+02   0.658998E-03   0.944992E+01   0.937227E+01   0.135172E+02   0.989457E+01   0.173766E+03  -0.900956E+01   0.000000E+00   0.182776E+03  -0.365551E+03
   0.986648E+02   0.658998E-03   0.944992E+01   0.937227E+01   0.135172E+02   0.989457E+01   0.173766E+03  -0.900956E+01   0.000000E+00   0.182776E+03  -0.365551E+03
   0.986648E+02   0.658998E-03   0.944992E+01   0.937227E+01   0.135172E+02   0.989457E+01   0.173766E+03  -0.900956E+01   0.000000E+00   0.182776E+03  -0.365551E+03
   0.986648E+02   0.658998E-03   0.963389E+01   0.930248E+01   0.135172E+02   0.989457E+01   0.173764E+03  -0.901155E+01   0.000000E+00   0.182776E+03  -0.365551E+03
   0.986648E+02   0.658998E-03   0.963389E+01   0.930248E+01   0.135172E+02   0.140364E+02   0.175523E+03  -0.725246E+01   0.000000E+00   0.182775E+03  -0.365551E+03
   0.986648E+02   0.687421E-03   0.110829E+02   0.954708E+01   0.135172E+02   0.140364E+02   0.175205E+03  -0.749479E+01   0.000000E+00   0.182700E+03  -0.365400E+03
   0.986648E+02   0.651503E-03   0.110829E+02   0.954708E+01   0.161052E+02   0.140364E+02   0.175190E+03  -0.759772E+01   0.000000E+00   0.182788E+03  -0.365575E+03
   0.986648E+02   0.651503E-03   0.110829E+02   0.954708E+01   0.161052E+02   0.140364E+02   0.175190E+03  -0.759772E+01   0.000000E+00   0.182788E+03  -0.365575E+03
   0.986648E+02   0.651503E-03   0.162306E+02   0.107464E+02   0.112488E+02   0.149037E+02   0.171234E+03  -0.115539E+02   0.000000E+00   0.182788E+03  -0.365576E+03
   0.980304E+02   0.651503E-03   0.162306E+02   0.107464E+02   0.112488E+02   0.149037E+02   0.171906E+03  -0.115539E+02   0.000000E+00   0.183460E+03  -0.366920E+03
   0.978987E+02   0.651503E-03   0.135054E+02   0.107464E+02   0.184086E+02   0.130926E+02   0.173857E+03  -0.964942E+01   0.000000E+00   0.183506E+03  -0.367013E+03
   0.978987E+02   0.651503E-03   0.131698E+02   0.107464E+02   0.184086E+02   0.130926E+02   0.174063E+03  -0.944313E+01   0.000000E+00   0.183506E+03  -0.367012E+03
   0.978987E+02   0.651503E-03   0.131698E+02   0.126664E+02   0.184086E+02   0.130926E+02   0.173265E+03  -0.102411E+02   0.000000E+00   0.183506E+03  -0.367012E+03
   0.978987E+02   0.651503E-03   0.131698E+02   0.105852E+02   0.179560E+02   0.130926E+02   0.174247E+03  -0.925909E+01   0.000000E+00   0.183506E+03  -0.367012E+03
   0.978987E+02   0.651503E-03   0.990963E+01   0.105852E+02   0.179560E+02   0.130926E+02   0.175478E+03  -0.802804E+01   0.000000E+00   0.183506E+03  -0.367012E+03
   0.991617E+02   0.651503E-03   0.868218E+01   0.810632E+01   0.200143E+02   0.175449E+02   0.172238E+03  -0.950033E+01   0.000000E+00   0.181738E+03  -0.363477E+03
   0.973120E+02   0.651503E-03   0.878491E+01   0.810632E+01   0.200143E+02   0.175449E+02   0.173844E+03  -0.947227E+01   0.000000E+00   0.183316E+03  -0.366633E+03
   0.973120E+02   0.651246E-03   0.878491E+01   0.810632E+01   0.207507E+02   0.175449E+02   0.173532E+03  -0.978524E+01   0.000000E+00   0.183317E+03  -0.366634E+03
   0.973120E+02   0.651246E-03   0.878491E+01   0.810632E+01   0.207507E+02   0.175449E+02   0.173532E+03  -0.978524E+01   0.000000E+00   0.183317E+03  -0.366634E+03
   0.973120E+02   0.651246E-03   0.112726E+02   0.897916E+01   0.219970E+02   0.130435E+02   0.173402E+03  -0.991518E+01   0.000000E+00   0.183317E+03  -0.366634E+03
   0.983465E+02   0.651246E-03   0.112726E+02   0.799258E+01   0.219970E+02   0.130435E+02   0.172929E+03  -0.102815E+02   0.000000E+00   0.183210E+03  -0.366421E+03
   0.978923E+02   0.651246E-03   0.101894E+02   0.799258E+01   0.185550E+02   0.130435E+02   0.174941E+03  -0.856851E+01   0.000000E+00   0.183510E+03  -0.367019E+03
   0.978923E+02   0.651246E-03   0.101894E+02   0.105765E+02   0.167164E+02   0.130435E+02   0.175772E+03  -0.773722E+01   0.000000E+00   0.183509E+03  -0.367018E+03
   0.978923E+02   0.651246E-03   0.101894E+02   0.105765E+02   0.136317E+02   0.130435E+02   0.176009E+03  -0.750087E+01   0.000000E+00   0.183510E+03  -0.367020E+03
   0.978923E+02   0.651246E-03   0.101894E+02   0.101723E+02   0.129214E+02   0.130435E+02   0.175973E+03  -0.753653E+01   0.000000E+00   0.183510E+03  -0.367019E+03
   0.978923E+02   0.651246E-03   0.112599E+02   0.101723E+02   0.129214E+02   0.147878E+02   0.175818E+03  -0.769193E+01   0.000000E+00   0.183510E+03  -0.367020E+03
   0.978923E+02   0.731955E-03   0.112599E+02   0.823029E+01   0.143807E+02   0.147878E+02   0.175261E+03  -0.780169E+01   0.000000E+00   0.183063E+03  -0.366125E+03
   0.978923E+02   0.731955E-03   0.818119E+01   0.823029E+01   0.143807E+02   0.147878E+02   0.175253E+03  -0.781002E+01   0.000000E+00   0.183063E+03  -0.366126E+03
   0.978923E+02   0.731955E-03   0.818119E+01   0.861690E+01   0.143807E+02   0.186128E+02   0.174594E+03  -0.846838E+01   0.000000E+00   0.183062E+03  -0.366125E+03
   0.978923E+02   0.731955E-03   0.889211E+01   0.861690E+01   0.143807E+02   0.112157E+02   0.174874E+03  -0.818824E+01   0.000000E+00   0.183062E+03  -0.366124E+03
   0.978923E+02   0.667705E-03   0.889211E+01   0.861690E+01   0.181504E+02   0.112157E+02   0.174590E+03  -0.885313E+01   0.000000E+00   0.183443E+03  -0.366886E+03
   0.978923E+02   0.667705E-03   0.889211E+01   0.103494E+02   0.181504E+02   0.112157E+02   0.174669E+03  -0.877409E+01   0.000000E+00   0.183443E+03  -0.366886E+03
   0.978923E+02   0.667705E-03   0.101165E+02   0.103494E+02   0.134181E+02   0.112801E+02   0.175347E+03  -0.809580E+01   0.000000E+00   0.183443E+03  -0.366886E+03
   0.978923E+02   0.667705E-03   0.101165E+02   0.115696E+02   0.151468E+02   0.112801E+02   0.175018E+03  -0.842533E+01   0.000000E+00   0.183443E+03  -0.366887E+03
   0.978923E+02   0.667705E-03   0.101966E+02   0.115696E+02   0.151468E+02   0.116295E+02   0.175182E+03  -0.826106E+01   0.000000E+00   0.183443E+03  -0.366886E+03
   0.978293E+02   0.667705E-03   0.101966E+02   0.115696E+02   0.148318E+02   0.193039E+02   0.174719E+03  -0.873297E+01   0.000000E+00   0.183452E+03  -0.366904E+03
   0.978293E+02   0.667705E-03   0.998600E+01   0.115696E+02   0.148318E+02   0.193039E+02   0.174744E+03  -0.870739E+01   0.000000E+00   0.183451E+03  -0.366903E+03
   0.972082E+02   0.667705E-03   0.835200E+01   0.115696E+02   0.148318E+02   0.193039E+02   0.174212E+03  -0.893406E+01   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.119339E+02   0.115696E+02   0.148318E+02   0.161551E+02   0.174775E+03  -0.837158E+01   0.000000E+00   0.183147E+03  -0.366293E+03
   0.972082E+02   0.667705E-03   0.119339E+02   0.115696E+02   0.148318E+02   0.155576E+02   0.174864E+03  -0.828176E+01   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.685181E+01   0.115696E+02   0.148318E+02   0.155576E+02   0.174023E+03  -0.912290E+01   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.685181E+01   0.115696E+02   0.148318E+02   0.155576E+02   0.174023E+03  -0.912290E+01   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.677088E+01   0.815671E+01   0.147500E+02   0.127717E+02   0.173912E+03  -0.923446E+01   0.000000E+00   0.183146E+03  -0.366293E+03
   0.972082E+02   0.667705E-03   0.677088E+01   0.808749E+01   0.147500E+02   0.205922E+02   0.172467E+03  -0.106797E+02   0.000000E+00   0.183147E+03  -0.366293E+03
   0.972082E+02   0.667705E-03   0.674618E+01   0.992877E+01   0.147500E+02   0.205922E+02   0.172792E+03  -0.103544E+02   0.000000E+00   0.183146E+03  -0.366293E+03
   0.972082E+02   0.667705E-03   0.674618E+01   0.992877E+01   0.146772E+02   0.205922E+02   0.172794E+03  -0.103518E+02   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.163999E+02   0.983960E+01   0.146772E+02   0.205922E+02   0.170790E+03  -0.123561E+02   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.163999E+02   0.983960E+01   0.124798E+02   0.205922E+02   0.170535E+03  -0.126109E+02   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.148920E+02   0.983960E+01   0.124798E+02   0.205922E+02   0.171708E+03  -0.114379E+02   0.000000E+00   0.183146E+03  -0.366292E+03
   0.972082E+02   0.667705E-03   0.154188E+02   0.983960E+01   0.124798E+02   0.205922E+02   0.171312E+03  -0.118339E+02   0.000000E+00   0.183146E+03  -0.366292E+03
   0.971116E+02   0.667705E-03   0.157282E+02   0.983960E+01   0.124798E+02   0.205922E+02   0.170956E+03  -0.120737E+02   0.000000E+00   0.183030E+03  -0.366059E+03
   0.983584E+02   0.667705E-03   0.157282E+02   0.734610E+01   0.165727E+02   0.218741E+02   0.169615E+03  -0.135366E+02   0.000000E+00   0.183152E+03  -0.366303E+03
   0.983584E+02   0.667705E-03   0.122689E+02   0.143382E+02   0.165727E+02   0.218741E+02   0.170801E+03  -0.123501E+02   0.000000E+00   0.183151E+03  -0.366302E+03
   0.983584E+02   0.667705E-03   0.122689E+02   0.143382E+02   0.223570E+02   0.184523E+02   0.170048E+03  -0.131033E+02   0.000000E+00   0.183151E+03  -0.366303E+03
   0.984229E+02   0.667705E-03   0.122689E+02   0.100906E+02   0.224470E+02   0.128405E+02   0.172508E+03  -0.105773E+02   0.000000E+00   0.183085E+03  -0.366171E+03
   0.984229E+02   0.667705E-03   0.102843E+02   0.100906E+02   0.186084E+02   0.235035E+02   0.172012E+03  -0.110738E+02   0.000000E+00   0.183086E+03  -0.366172E+03
   0.981921E+02   0.667705E-03   0.103151E+02   0.100906E+02   0.186084E+02   0.235035E+02   0.172224E+03  -0.110790E+02   0.000000E+00   0.183303E+03  -0.366606E+03
   0.981921E+02   0.653183E-03   0.967583E+01   0.100906E+02   0.186084E+02   0.235035E+02   0.172337E+03  -0.110166E+02   0.000000E+00   0.183354E+03  -0.366707E+03
   0.981921E+02   0.653183E-03   0.967583E+01   0.100906E+02   0.214506E+02   0.235035E+02   0.171176E+03  -0.121772E+02   0.000000E+00   0.183353E+03  -0.366706E+03
   0.981921E+02   0.653183E-03   0.967583E+01   0.100906E+02   0.222648E+02   0.242082E+02   0.170416E+03  -0.129371E+02   0.000000E+00   0.183353E+03  -0.366706E+03
   0.981921E+02   0.653183E-03   0.964723E+01   0.107632E+02   0.222648E+02   0.173153E+02   0.173227E+03  -0.101266E+02   0.000000E+00   0.183354E+03  -0.366707E+03
   0.981921E+02   0.653183E-03   0.964723E+01   0.107632E+02   0.231677E+02   0.173153E+02   0.172775E+03  -0.105786E+02   0.000000E+00   0.183354E+03  -0.366707E+03
   0.981921E+02   0.653183E-03   0.632593E+01   0.105675E+02   0.188761E+02   0.173153E+02   0.172546E+03  -0.108072E+02   0.000000E+00   0.183353E+03  -0.366706E+03
   0.981921E+02   0.653183E-03   0.625212E+01   0.133149E+02   0.124543E+02   0.173153E+02   0.171848E+03  -0.115053E+02   0.000000E+00   0.183353E+03  -0.366707E+03
   0.981921E+02   0.396862E-03   0.625212E+01   0.102314E+02   0.124543E+02   0.173153E+02   0.171494E+03  -0.102238E+02   0.000000E+00   0.181718E+03  -0.363436E+03
   0.981921E+02   0.396862E-03   0.102581E+02   0.766021E+01   0.124543E+02   0.174470E+02   0.173121E+03  -0.859738E+01   0.000000E+00   0.181718E+03  -0.363437E+03
   0.981921E+02   0.663049E-03   0.978377E+01   0.631552E+01   0.126295E+02   0.174470E+02   0.173262E+03  -0.100583E+02   0.000000E+00   0.183320E+03  -0.366641E+03
   0.981921E+02   0.570035E-03   0.127725E+02   0.631552E+01   0.126295E+02   0.162580E+02   0.172605E+03  -0.107925E+02   0.000000E+00   0.183398E+03  -0.366795E+03
   0.981921E+02   0.570035E-03   0.909158E+01   0.631552E+01   0.151890E+02   0.162580E+02   0.173764E+03  -0.963404E+01   0.000000E+00   0.183398E+03  -0.366796E+03
   0.981921E+02   0.570035E-03   0.909158E+01   0.631552E+01   0.151890E+02   0.162580E+02   0.173764E+03  -0.963404E+01   0.000000E+00   0.183398E+03  -0.366796E+03
   0.981921E+02   0.570035E-03   0.909158E+01   0.631552E+01   0.151890E+02   0.162580E+02   0.173764E+03  -0.963404E+01   0.000000E+00   0.183398E+03  -0.366796E+03
   0.981921E+02   0.570035E-03   0.909158E+01   0.631552E+01   0.980565E+01   0.162580E+02   0.171945E+03  -0.114533E+02   0.000000E+00   0.183398E+03  -0.366797E+03
   0.981921E+02   0.570035E-03   0.979883E+01   0.631552E+01   0.207906E+02   0.141511E+02   0.172331E+03  -0.110674E+02   0.000000E+00   0.183398E+03  -0.366797E+03
   0.959745E+02   0.570035E-03   0.636587E+01   0.631552E+01   0.207906E+02   0.141511E+02   0.167075E+03  -0.131806E+02   0.000000E+00   0.180256E+03  -0.360511E+03
   0.959745E+02   0.570035E-03   0.636587E+01   0.105050E+02   0.207906E+02   0.141511E+02   0.169176E+03  -0.110797E+02   0.000000E+00   0.180256E+03  -0.360511E+03
   0.959745E+02   0.570035E-03   0.636587E+01   0.105050E+02   0.207906E+02   0.140119E+02   0.169171E+03  -0.110854E+02   0.000000E+00   0.180256E+03  -0.360513E+03
   0.959745E+02   0.570035E-03   0.560948E+01   0.112023E+02   0.207906E+02   0.137836E+02   0.167459E+03  -0.127971E+02   0.000000E+00   0.180256E+03  -0.360512E+03
