a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.119573E+03   0.331866E+02   0.522822E-03   0.881756E+01   0.874034E+01   0.178231E+02   0.208859E-03   0.381279E+02   0.378645E+00   0.000000E+00   0.377493E+02  -0.754985E+02
   0.121459E+03   0.331866E+02   0.522822E-03   0.935191E+01   0.100275E+02   0.176262E+02   0.208859E-03   0.361109E+02   0.608203E+00   0.000000E+00   0.355027E+02  -0.710054E+02
   0.121459E+03   0.331866E+02   0.522822E-03   0.100074E+02   0.885668E+01   0.208288E+02   0.208859E-03   0.348505E+02  -0.652172E+00   0.000000E+00   0.355027E+02  -0.710053E+02
   0.121459E+03   0.331866E+02   0.522822E-03   0.964491E+01   0.907446E+01   0.187914E+02   0.177171E-02   0.346532E+02  -0.849508E+00   0.000000E+00   0.355027E+02  -0.710054E+02
   0.118873E+03   0.331866E+02   0.522822E-03   0.964491E+01   0.889051E+01   0.193551E+02   0.177171E-02   0.366867E+02  -0.109099E+01   0.000000E+00   0.377777E+02  -0.755554E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.106261E+02   0.828948E+01   0.175764E+02   0.177171E-02   0.367439E+02  -0.820115E+00   0.000000E+00   0.375640E+02  -0.751280E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.107763E+02   0.793143E+01   0.175764E+02   0.177171E-02   0.365188E+02  -0.104522E+01   0.000000E+00   0.375640E+02  -0.751280E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.108269E+02   0.856290E+01   0.188136E+02   0.177171E-02   0.364036E+02  -0.116047E+01   0.000000E+00   0.375641E+02  -0.751281E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.108269E+02   0.856290E+01   0.162806E+02   0.177171E-02   0.371057E+02  -0.458313E+00   0.000000E+00   0.375640E+02  -0.751280E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.122214E+02   0.980297E+01   0.155926E+02   0.177171E-02   0.368295E+02  -0.734599E+00   0.000000E+00   0.375641E+02  -0.751282E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.125902E+02   0.911453E+01   0.134043E+02   0.177171E-02   0.366218E+02  -0.942308E+00   0.000000E+00   0.375641E+02  -0.751282E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.125902E+02   0.987068E+01   0.131537E+02   0.728369E-03   0.376110E+02   0.469055E-01   0.000000E+00   0.375641E+02  -0.751282E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.133646E+02   0.987068E+01   0.164821E+02   0.836086E-03   0.369384E+02  -0.625662E+00   0.000000E+00   0.375641E+02  -0.751281E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.130354E+02   0.952364E+01   0.194373E+02   0.836086E-03   0.362511E+02  -0.131291E+01   0.000000E+00   0.375640E+02  -0.751280E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.124612E+02   0.736968E+01   0.187700E+02   0.836086E-03   0.359371E+02  -0.162693E+01   0.000000E+00   0.375640E+02  -0.751281E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.139389E+02   0.736968E+01   0.187673E+02   0.836086E-03   0.350526E+02  -0.251147E+01   0.000000E+00   0.375641E+02  -0.751281E+02
   0.118873E+03   0.337121E+02   0.522822E-03   0.133219E+02   0.736968E+01   0.194324E+02   0.114501E-02   0.348955E+02  -0.266857E+01   0.000000E+00   0.375641E+02  -0.751281E+02
   0.118873E+03   0.337121E+02   0.101312E-03   0.123326E+02   0.753651E+01   0.178101E+02   0.114501E-02   0.382679E+02  -0.141397E+01   0.000000E+00   0.396819E+02  -0.793637E+02
   0.118873E+03   0.337121E+02   0.101312E-03   0.127148E+02   0.945523E+01   0.178101E+02   0.114501E-02   0.387997E+02  -0.882259E+00   0.000000E+00   0.396820E+02  -0.793639E+02
   0.118873E+03   0.339760E+02   0.101312E-03   0.127148E+02   0.945523E+01   0.178101E+02   0.106120E-02   0.384846E+02  -0.798842E+00   0.000000E+00   0.392834E+02  -0.785669E+02
   0.118873E+03   0.339760E+02   0.101312E-03   0.129963E+02   0.945523E+01   0.167282E+02   0.106120E-02   0.386078E+02  -0.675611E+00   0.000000E+00   0.392834E+02  -0.785668E+02
   0.118873E+03   0.323886E+02   0.101312E-03   0.108874E+02   0.960858E+01   0.171550E+02   0.106779E-02   0.387505E+02   0.164481E+00   0.000000E+00   0.385860E+02  -0.771720E+02
   0.118873E+03   0.323886E+02   0.101312E-03   0.108874E+02   0.923610E+01   0.171550E+02   0.250173E-03   0.392244E+02   0.638410E+00   0.000000E+00   0.385860E+02  -0.771720E+02
   0.118873E+03   0.323886E+02   0.101312E-03   0.918572E+01   0.957320E+01   0.147546E+02   0.476558E-03   0.398273E+02   0.124129E+01   0.000000E+00   0.385860E+02  -0.771720E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.837751E+01   0.990572E+01   0.158247E+02   0.476558E-03   0.399706E+02   0.917889E+00   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.976501E+01   0.112036E+02   0.158247E+02   0.128748E-02   0.391675E+02   0.114760E+00   0.000000E+00   0.390527E+02  -0.781055E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.107825E+02   0.112036E+02   0.155374E+02   0.128748E-02   0.390431E+02  -0.959916E-02   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.107825E+02   0.112501E+02   0.162651E+02   0.128748E-02   0.389147E+02  -0.137962E+00   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.112858E+02   0.118077E+02   0.146780E+02   0.128748E-02   0.387158E+02  -0.336865E+00   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.115714E+02   0.101403E+02   0.162524E+02   0.128748E-02   0.389260E+02  -0.126672E+00   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.104051E+02   0.984772E+01   0.146520E+02   0.948934E-03   0.398204E+02   0.767701E+00   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.105210E+02   0.936187E+01   0.129401E+02   0.555722E-03   0.400182E+02   0.965526E+00   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.117694E+02   0.892555E+01   0.135671E+02   0.555722E-03   0.396465E+02   0.593874E+00   0.000000E+00   0.390526E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.116021E+02   0.838777E+01   0.129738E+02   0.398959E-02   0.367055E+02  -0.234720E+01   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.108994E+02   0.838777E+01   0.150494E+02   0.524956E-02   0.363741E+02  -0.267859E+01   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.929139E+01   0.875451E+01   0.148717E+02   0.257374E-02   0.383331E+02  -0.719626E+00   0.000000E+00   0.390527E+02  -0.781055E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.930018E+01   0.824500E+01   0.149032E+02   0.257374E-02   0.381477E+02  -0.904942E+00   0.000000E+00   0.390526E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.874914E+01   0.862665E+01   0.137530E+02   0.257374E-02   0.381855E+02  -0.867139E+00   0.000000E+00   0.390526E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.874914E+01   0.703742E+01   0.153855E+02   0.257374E-02   0.370929E+02  -0.195981E+01   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.734290E+01   0.703742E+01   0.142103E+02   0.257374E-02   0.363499E+02  -0.270279E+01   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.649224E+01   0.672342E+01   0.136195E+02   0.207227E-02   0.353121E+02  -0.374057E+01   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.614851E+01   0.672342E+01   0.136195E+02   0.207227E-02   0.347421E+02  -0.431063E+01   0.000000E+00   0.390527E+02  -0.781055E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.617552E+01   0.694027E+01   0.125335E+02   0.207227E-02   0.348577E+02  -0.419503E+01   0.000000E+00   0.390527E+02  -0.781055E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.617552E+01   0.750902E+01   0.132590E+02   0.207227E-02   0.355774E+02  -0.347527E+01   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.618547E+01   0.960975E+01   0.128185E+02   0.132514E-02   0.369428E+02  -0.210984E+01   0.000000E+00   0.390526E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.618547E+01   0.954462E+01   0.143307E+02   0.666176E-03   0.377583E+02  -0.129435E+01   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.582647E+01   0.100406E+02   0.168171E+02   0.666176E-03   0.367343E+02  -0.231842E+01   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.778925E+01   0.905501E+01   0.183659E+02   0.666176E-03   0.388544E+02  -0.198272E+00   0.000000E+00   0.390527E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.762563E+01   0.100847E+02   0.186772E+02   0.666176E-03   0.386466E+02  -0.406099E+00   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.762563E+01   0.991988E+01   0.174232E+02   0.141337E-02   0.383237E+02  -0.728990E+00   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.724264E+01   0.990045E+01   0.168319E+02   0.141337E-02   0.381432E+02  -0.909446E+00   0.000000E+00   0.390526E+02  -0.781053E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.721078E+01   0.105797E+02   0.167190E+02   0.141337E-02   0.380326E+02  -0.102009E+01   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.832666E+01   0.109212E+02   0.177489E+02   0.141337E-02   0.384505E+02  -0.602193E+00   0.000000E+00   0.390527E+02  -0.781054E+02
   0.119109E+03   0.323886E+02   0.101312E-03   0.947811E+01   0.115718E+02   0.172625E+02   0.141337E-02   0.386120E+02  -0.440621E+00   0.000000E+00   0.390526E+02  -0.781052E+02
   0.119109E+03   0.330784E+02   0.101312E-03   0.101153E+02   0.134567E+02   0.153970E+02   0.109262E-02   0.391529E+02  -0.791869E+00   0.000000E+00   0.399448E+02  -0.798895E+02
