a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.100000E+03   0.330000E+02   0.500000E-03   0.100000E+02   0.100000E+02   0.150000E+02   0.100000E-02  -0.164624E+03
   0.111932E+03   0.385535E+02   0.500000E-03   0.975932E+01   0.799930E+01   0.144004E+02   0.146076E-02   0.198127E+02
   0.113584E+03   0.385535E+02   0.500000E-03   0.104159E+02   0.729067E+01   0.164161E+02   0.146076E-02   0.214728E+02
   0.113584E+03   0.385535E+02   0.500000E-03   0.103153E+02   0.805292E+01   0.188878E+02   0.768352E-04   0.210758E+02
   0.113584E+03   0.385535E+02   0.500000E-03   0.116385E+02   0.805292E+01   0.193476E+02   0.768352E-04   0.205094E+02
   0.112868E+03   0.385535E+02   0.500000E-03   0.122033E+02   0.805292E+01   0.173259E+02   0.768352E-04   0.201881E+02
   0.116551E+03   0.325146E+02   0.500000E-03   0.114494E+02   0.102884E+02   0.189014E+02   0.301572E-02   0.303742E+02
   0.116551E+03   0.322868E+02   0.500000E-03   0.120818E+02   0.100941E+02   0.209056E+02   0.301572E-02   0.284575E+02
   0.116551E+03   0.345280E+02   0.165762E-03   0.132101E+02   0.100941E+02   0.192733E+02   0.181028E-02   0.347090E+02
   0.118370E+03   0.345280E+02   0.165762E-03   0.132101E+02   0.112458E+02   0.192733E+02   0.181028E-02   0.358325E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.121620E+02   0.116826E+02   0.192733E+02   0.181028E-02   0.373043E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.108058E+02   0.104048E+02   0.197627E+02   0.181028E-02   0.380347E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.114695E+02   0.116540E+02   0.203580E+02   0.112766E-03   0.377538E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.114695E+02   0.124782E+02   0.203580E+02   0.160113E-03   0.377187E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.123546E+02   0.124782E+02   0.203580E+02   0.160113E-03   0.373205E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.118219E+02   0.124782E+02   0.203580E+02   0.160113E-03   0.375733E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.118905E+02   0.124782E+02   0.204251E+02   0.160113E-03   0.375143E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.127592E+02   0.121403E+02   0.186924E+02   0.160113E-03   0.379210E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.120422E+02   0.103522E+02   0.186924E+02   0.160113E-03   0.389039E+02
   0.118370E+03   0.336999E+02   0.165762E-03   0.121749E+02   0.108540E+02   0.181481E+02   0.160113E-03   0.389054E+02
   0.118370E+03   0.341954E+02   0.165762E-03   0.108873E+02   0.110660E+02   0.187237E+02   0.160113E-03   0.387395E+02
   0.118370E+03   0.341954E+02   0.165762E-03   0.105932E+02   0.105447E+02   0.169132E+02   0.160113E-03   0.394932E+02
   0.118370E+03   0.341954E+02   0.165762E-03   0.103925E+02   0.110699E+02   0.153015E+02   0.160113E-03   0.396681E+02
   0.118370E+03   0.341954E+02   0.165762E-03   0.109908E+02   0.845304E+01   0.162917E+02   0.160113E-03   0.394218E+02
   0.118370E+03   0.341954E+02   0.165762E-03   0.112204E+02   0.713752E+01   0.183529E+02   0.160113E-03   0.379052E+02
   0.118370E+03   0.341954E+02   0.165762E-03   0.112445E+02   0.789425E+01   0.184355E+02   0.160113E-03   0.384912E+02
   0.118370E+03   0.341954E+02   0.399172E-03   0.115944E+02   0.796391E+01   0.183976E+02   0.160113E-03   0.372860E+02
   0.118370E+03   0.341954E+02   0.399172E-03   0.122390E+02   0.801287E+01   0.171771E+02   0.160113E-03   0.373836E+02
   0.118370E+03   0.341954E+02   0.399172E-03   0.109127E+02   0.100664E+02   0.164758E+02   0.160113E-03   0.384591E+02
   0.118370E+03   0.341954E+02   0.399172E-03   0.105813E+02   0.106751E+02   0.157372E+02   0.160113E-03   0.385611E+02
   0.118370E+03   0.341954E+02   0.157048E-02   0.119163E+02   0.891303E+01   0.158700E+02   0.160113E-03   0.305761E+02
   0.118370E+03   0.341954E+02   0.157048E-02   0.112572E+02   0.108182E+02   0.146003E+02   0.160113E-03   0.308504E+02
   0.118370E+03   0.341954E+02   0.147360E-02   0.115023E+02   0.110237E+02   0.124741E+02   0.160113E-03   0.309392E+02
   0.118370E+03   0.341954E+02   0.147360E-02   0.113214E+02   0.104917E+02   0.120733E+02   0.160113E-03   0.310156E+02
   0.118370E+03   0.332710E+02   0.147360E-02   0.944603E+01   0.109184E+02   0.126972E+02   0.189681E-03   0.321914E+02
   0.118370E+03   0.332710E+02   0.147360E-02   0.940038E+01   0.958363E+01   0.139004E+02   0.163999E-03   0.324706E+02
   0.118370E+03   0.334166E+02   0.147360E-02   0.959838E+01   0.949925E+01   0.139004E+02   0.163999E-03   0.324427E+02
   0.118370E+03   0.334166E+02   0.115130E-02   0.896566E+01   0.949925E+01   0.156475E+02   0.163999E-03   0.341410E+02
   0.118370E+03   0.334166E+02   0.115130E-02   0.705905E+01   0.938318E+01   0.134541E+02   0.163999E-03   0.330330E+02
   0.118370E+03   0.334166E+02   0.115149E-02   0.747774E+01   0.871230E+01   0.127261E+02   0.163999E-03   0.331874E+02
   0.118370E+03   0.334166E+02   0.122241E-02   0.815185E+01   0.881883E+01   0.116472E+02   0.163999E-03   0.328626E+02
   0.118370E+03   0.334166E+02   0.122241E-02   0.815185E+01   0.726424E+01   0.116349E+02   0.163999E-03   0.319715E+02
   0.118370E+03   0.334166E+02   0.122241E-02   0.864520E+01   0.821573E+01   0.119257E+02   0.163999E-03   0.329652E+02
   0.118370E+03   0.334166E+02   0.122241E-02   0.879599E+01   0.101237E+02   0.116969E+02   0.163999E-03   0.331828E+02
   0.118370E+03   0.317811E+02   0.122241E-02   0.963255E+01   0.110119E+02   0.116407E+02   0.163999E-03   0.318066E+02
   0.118370E+03   0.317811E+02   0.122241E-02   0.106928E+02   0.110119E+02   0.127619E+02   0.597558E-03   0.322575E+02
   0.118370E+03   0.337766E+02   0.122241E-02   0.106928E+02   0.110119E+02   0.134150E+02   0.597558E-03   0.334496E+02
   0.118370E+03   0.337766E+02   0.122241E-02   0.101133E+02   0.104191E+02   0.149766E+02   0.597558E-03   0.337560E+02
   0.118370E+03   0.337766E+02   0.121078E-02   0.909147E+01   0.121247E+02   0.142559E+02   0.597558E-03   0.332428E+02
   0.118370E+03   0.326934E+02   0.121078E-02   0.909147E+01   0.121247E+02   0.164663E+02   0.597558E-03   0.330615E+02
   0.118370E+03   0.326934E+02   0.117739E-02   0.890521E+01   0.121247E+02   0.163989E+02   0.597558E-03   0.332324E+02
   0.118370E+03   0.326934E+02   0.117739E-02   0.100869E+02   0.121637E+02   0.190428E+02   0.597558E-03   0.324941E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.100869E+02   0.124116E+02   0.196612E+02   0.313961E-03   0.376249E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.109960E+02   0.114305E+02   0.183890E+02   0.289465E-02   0.362175E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.109960E+02   0.117105E+02   0.178482E+02   0.788596E-03   0.381128E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.109757E+02   0.111042E+02   0.195476E+02   0.788596E-03   0.377571E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.112970E+02   0.922552E+01   0.201817E+02   0.788596E-03   0.376359E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.112970E+02   0.922552E+01   0.178336E+02   0.788596E-03   0.384859E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.124645E+02   0.902695E+01   0.181604E+02   0.307352E-03   0.381125E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.110003E+02   0.105142E+02   0.196048E+02   0.307352E-03   0.381620E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.106001E+02   0.107107E+02   0.201148E+02   0.307352E-03   0.380184E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.108387E+02   0.107107E+02   0.202222E+02   0.307352E-03   0.379128E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.109139E+02   0.105915E+02   0.202222E+02   0.307352E-03   0.379202E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.914688E+01   0.112239E+02   0.198851E+02   0.307352E-03   0.380485E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.853602E+01   0.106467E+02   0.210467E+02   0.744768E-03   0.373444E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.844469E+01   0.107076E+02   0.210467E+02   0.744768E-03   0.372961E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.769715E+01   0.107076E+02   0.210467E+02   0.368429E-02   0.344840E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.769715E+01   0.935512E+01   0.209247E+02   0.674244E-02   0.331014E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.800096E+01   0.938997E+01   0.206229E+02   0.674244E-02   0.334324E+02
   0.118370E+03   0.327811E+02   0.212435E-03   0.800096E+01   0.897360E+01   0.192827E+02   0.316625E-02   0.358389E+02
   0.118370E+03   0.342368E+02   0.212435E-03   0.800096E+01   0.889960E+01   0.188420E+02   0.946189E-03   0.383305E+02
   0.118370E+03   0.342368E+02   0.212435E-03   0.742520E+01   0.889960E+01   0.190139E+02   0.946189E-03   0.378572E+02
   0.118370E+03   0.342368E+02   0.212435E-03   0.748094E+01   0.838817E+01   0.196565E+02   0.946189E-03   0.375035E+02
   0.118370E+03   0.342368E+02   0.212435E-03   0.705597E+01   0.838817E+01   0.186971E+02   0.946189E-03   0.374518E+02
   0.118370E+03   0.342368E+02   0.212435E-03   0.702667E+01   0.923108E+01   0.205988E+02   0.133826E-02   0.364946E+02
   0.118370E+03   0.342368E+02   0.212435E-03   0.847714E+01   0.961318E+01   0.205988E+02   0.133826E-02   0.375423E+02
   0.118370E+03   0.331866E+02   0.522822E-03   0.878762E+01   0.101371E+02   0.195747E+02   0.156116E-03   0.371590E+02
   0.118370E+03   0.331866E+02   0.522822E-03   0.893300E+01   0.106173E+02   0.195747E+02   0.156116E-03   0.371034E+02
