a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        
   0.100758E+03   0.182287E+01   0.150635E-03   0.290730E-04   0.111400E-03   0.320245E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.119261E-02   0.149005E+03
   0.101371E+03   0.168764E+01   0.150635E-03   0.888303E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.119261E-02   0.149218E+03
   0.101371E+03   0.168764E+01   0.128968E-03   0.888303E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.227690E-02   0.147623E+03
   0.101371E+03   0.168764E+01   0.128968E-03   0.888303E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.227690E-02   0.147623E+03
   0.101371E+03   0.168764E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.127506E-02   0.149088E+03
   0.101371E+03   0.168764E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.134490E-02   0.148965E+03
   0.101371E+03   0.381640E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.447976E-04   0.134490E-02   0.148316E+03
   0.101371E+03   0.381640E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.151173E-03   0.134490E-02   0.148277E+03
   0.101371E+03   0.269699E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.151173E-03   0.134490E-02   0.148736E+03
   0.101371E+03   0.269699E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.151173E-03   0.138646E-02   0.148665E+03
   0.101371E+03   0.269699E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.151173E-03   0.138646E-02   0.148665E+03
   0.101371E+03   0.269699E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.113757E-03   0.318193E-03   0.735036E-04   0.151173E-03   0.152763E-02   0.148432E+03
   0.101371E+03   0.269699E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.196099E-03   0.318193E-03   0.735036E-04   0.151173E-03   0.152763E-02   0.148370E+03
   0.101371E+03   0.269699E+01   0.128968E-03   0.934349E-04   0.111400E-03   0.196099E-03   0.318193E-03   0.735036E-04   0.235933E-03   0.152763E-02   0.148290E+03
   0.100968E+03   0.416266E+01   0.128968E-03   0.102965E-02   0.111400E-03   0.196099E-03   0.318193E-03   0.757135E-03   0.235933E-03   0.152763E-02   0.145518E+03
   0.100968E+03   0.416266E+01   0.128968E-03   0.102965E-02   0.111400E-03   0.196099E-03   0.318193E-03   0.757135E-03   0.235933E-03   0.118347E-02   0.146102E+03
   0.100968E+03   0.590773E+01   0.128968E-03   0.102965E-02   0.339468E-03   0.196099E-03   0.760280E-03   0.757135E-03   0.235933E-03   0.118347E-02   0.143874E+03
   0.100968E+03   0.590773E+01   0.128968E-03   0.102965E-02   0.339468E-03   0.196099E-03   0.760280E-03   0.757135E-03   0.235933E-03   0.118347E-02   0.143874E+03
   0.100968E+03  -0.217524E+01   0.128968E-03   0.176667E-02   0.339468E-03   0.196099E-03   0.760280E-03   0.757135E-03   0.235933E-03   0.118347E-02   0.142538E+03
   0.100968E+03  -0.288438E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.196099E-03   0.760280E-03   0.757135E-03   0.235933E-03   0.214881E-03   0.143934E+03
   0.100968E+03   0.275838E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.196099E-03   0.760280E-03   0.757135E-03   0.235933E-03   0.214881E-03   0.146155E+03
   0.996428E+02   0.275838E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.196099E-03   0.760280E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.144381E+03
   0.996428E+02  -0.257203E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.989658E-03   0.760280E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.140902E+03
   0.996428E+02   0.378865E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.989658E-03   0.760280E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.143195E+03
   0.998658E+02   0.378865E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.989658E-03   0.974286E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.143336E+03
   0.998658E+02   0.378865E+01   0.128968E-03   0.146834E-02   0.339468E-03   0.989658E-03   0.107076E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.144698E+03
   0.998658E+02   0.401984E+01   0.436045E-03   0.148675E-02   0.339468E-03   0.103996E-02   0.107076E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.144579E+03
   0.998658E+02   0.628286E+00   0.436045E-03   0.184385E-02   0.339468E-03   0.835061E-03   0.107076E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.143849E+03
   0.998658E+02   0.619810E+01   0.436045E-03   0.184385E-02   0.339468E-03   0.188665E-03   0.107076E-03   0.431523E-03   0.235933E-03   0.214881E-03   0.144229E+03
   0.998658E+02   0.527207E+01   0.436045E-03   0.639621E-03   0.339468E-03   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.214881E-03   0.145547E+03
   0.102473E+03   0.527207E+01   0.112844E-02   0.639621E-03   0.339468E-03   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.214881E-03   0.143181E+03
   0.999961E+02   0.432191E+01   0.112844E-02   0.753874E-03   0.105669E-02   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.321042E-03   0.143619E+03
   0.999961E+02   0.432191E+01   0.112844E-02   0.841145E-03   0.105669E-02   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.321042E-03   0.143476E+03
   0.100627E+03   0.432191E+01   0.112844E-02   0.537351E-03   0.105669E-02   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.321042E-03   0.144770E+03
   0.100627E+03   0.595466E+00   0.112844E-02   0.537351E-03   0.801883E-03   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.321042E-03   0.145271E+03
   0.100627E+03   0.218535E+00   0.179549E-02   0.537351E-03   0.132352E-02   0.188665E-03   0.107076E-03   0.431523E-03   0.749580E-03   0.321042E-03   0.142969E+03
   0.100627E+03   0.218535E+00   0.179549E-02   0.113330E-02   0.132352E-02   0.188665E-03   0.107076E-03   0.431523E-03   0.122803E-02   0.321042E-03   0.140791E+03
   0.101981E+03   0.218535E+00   0.179549E-02   0.113330E-02   0.141042E-02   0.188665E-03   0.117476E-02   0.431523E-03   0.122803E-02   0.321042E-03   0.138955E+03
   0.101981E+03   0.218535E+00   0.261876E-02   0.113330E-02   0.141042E-02   0.434448E-03   0.191986E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.140900E+03
   0.101981E+03   0.218535E+00   0.261876E-02   0.113330E-02   0.144918E-02   0.434448E-03   0.191986E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.140841E+03
   0.101981E+03   0.218535E+00   0.226739E-02   0.400421E-03   0.141363E-02   0.434448E-03   0.191986E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.142769E+03
   0.101981E+03  -0.115661E+01   0.200065E-02   0.148003E-02   0.134543E-02   0.434448E-03   0.191986E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.140980E+03
   0.101981E+03  -0.115661E+01   0.200065E-02   0.761293E-03   0.134543E-02   0.434448E-03   0.191986E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.142266E+03
   0.101981E+03  -0.115661E+01   0.291990E-02   0.761293E-03   0.855767E-03   0.434448E-03   0.663582E-04   0.431523E-03   0.612388E-03   0.321042E-03   0.142143E+03
   0.101981E+03  -0.155004E+01   0.324646E-02   0.502336E-03   0.855767E-03   0.427728E-04   0.750363E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.141403E+03
   0.101981E+03  -0.155004E+01   0.240469E-03   0.658199E-04   0.855767E-03   0.427728E-04   0.750363E-03   0.431523E-03   0.612388E-03   0.321042E-03   0.146169E+03
   0.101981E+03  -0.155004E+01   0.240469E-03   0.658199E-04   0.855767E-03   0.427728E-04   0.860431E-04   0.960524E-03   0.612388E-03   0.321042E-03   0.146353E+03
   0.100047E+03   0.173995E+01   0.240469E-03   0.658199E-04   0.855767E-03   0.427728E-04   0.860431E-04   0.960524E-03   0.360101E-03   0.321042E-03   0.146138E+03
   0.100047E+03   0.254136E+01   0.240469E-03   0.658199E-04   0.895114E-03   0.427728E-04   0.415810E-03   0.960524E-03   0.360101E-03   0.321042E-03   0.145673E+03
   0.100047E+03   0.254136E+01   0.238219E-03   0.658199E-04   0.895114E-03   0.427728E-04   0.415810E-03   0.141034E-02   0.360101E-03   0.321042E-03   0.144846E+03
   0.100047E+03   0.254136E+01   0.238219E-03   0.658199E-04   0.895114E-03   0.402357E-04   0.415810E-03   0.562653E-03   0.360101E-03   0.321042E-03   0.146485E+03
   0.100047E+03   0.254136E+01   0.238219E-03   0.658199E-04   0.895114E-03   0.402357E-04   0.240340E-03   0.562653E-03   0.862534E-04   0.321042E-03   0.147022E+03
   0.100047E+03   0.254136E+01   0.888251E-03   0.658199E-04   0.895114E-03   0.402357E-04   0.240340E-03   0.562653E-03   0.862534E-04   0.321042E-03   0.146096E+03
   0.100047E+03   0.522024E+01   0.275023E-03   0.658199E-04   0.895114E-03   0.402357E-04   0.240340E-03   0.515705E-03   0.862534E-04   0.321042E-03   0.145702E+03
   0.100047E+03   0.533315E+01   0.746279E-03   0.658199E-04   0.895114E-03   0.402357E-04   0.240340E-03   0.515705E-03   0.862534E-04   0.321042E-03   0.145474E+03
   0.100047E+03   0.533315E+01   0.746279E-03   0.124259E-02   0.895114E-03   0.402357E-04   0.102553E-03   0.515705E-03   0.862534E-04   0.321042E-03   0.144558E+03
   0.100047E+03   0.533315E+01   0.746279E-03   0.264053E-03   0.895114E-03   0.402357E-04   0.102553E-03   0.480167E-03   0.862534E-04   0.321042E-03   0.145748E+03
   0.100047E+03   0.533315E+01   0.746279E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.102553E-03   0.131067E-02   0.862534E-04   0.321042E-03   0.145575E+03
   0.100047E+03  -0.473745E+00   0.746279E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.102553E-03   0.131067E-02   0.862534E-04   0.131745E-02   0.143310E+03
   0.100047E+03  -0.473745E+00   0.746279E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.223414E-04   0.131067E-02   0.532693E-03   0.131745E-02   0.142948E+03
   0.100047E+03   0.400082E+01   0.746279E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.223414E-04   0.131067E-02   0.532693E-03   0.131745E-02   0.143575E+03
   0.100047E+03   0.400082E+01   0.746279E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.223414E-04   0.131067E-02   0.532693E-03   0.131745E-02   0.143575E+03
   0.100047E+03   0.400082E+01   0.647929E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.223414E-04   0.106358E-02   0.532693E-03   0.131745E-02   0.144163E+03
   0.100047E+03   0.400082E+01   0.647929E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.223414E-04   0.106358E-02   0.532693E-03   0.131745E-02   0.144163E+03
   0.100047E+03   0.400082E+01   0.647929E-03   0.264053E-03   0.272104E-03   0.402357E-04   0.223414E-04   0.106358E-02   0.532693E-03   0.220620E-05   0.146343E+03
   0.101771E+03   0.400082E+01   0.647929E-03   0.264053E-03   0.377713E-04   0.402357E-04   0.269561E-03   0.106358E-02   0.532693E-03   0.220620E-05   0.147366E+03
   0.101976E+03   0.365324E+01   0.128584E-02   0.264053E-03   0.377713E-04   0.402357E-04   0.269561E-03   0.106358E-02   0.532693E-03   0.220620E-05   0.145760E+03
   0.101976E+03   0.114079E+01   0.128584E-02   0.264053E-03   0.377713E-04   0.410267E-03   0.269561E-03   0.106358E-02   0.532693E-03   0.220620E-05   0.145583E+03
   0.101976E+03   0.114079E+01   0.128584E-02   0.264053E-03   0.421481E-03   0.408466E-02   0.269561E-03   0.106358E-02   0.532693E-03   0.220620E-05   0.140592E+03
   0.101976E+03   0.114079E+01   0.128584E-02   0.264053E-03   0.421481E-03   0.253801E-02   0.269561E-03   0.107840E-03   0.378505E-03   0.178061E-03   0.143293E+03
   0.101111E+03  -0.979708E+00   0.128584E-02   0.264053E-03   0.421481E-03   0.111307E-02   0.269561E-03   0.107840E-03   0.378505E-03   0.178061E-03   0.145681E+03
   0.101396E+03  -0.979708E+00   0.131279E-02   0.264053E-03   0.421481E-03   0.812013E-03   0.269561E-03   0.123119E-04   0.378505E-03   0.178061E-03   0.146233E+03
   0.101141E+03  -0.979708E+00   0.143427E-02   0.264053E-03   0.421481E-03   0.812013E-03   0.242805E-03   0.123119E-04   0.378505E-03   0.178061E-03   0.146053E+03
   0.101141E+03   0.187613E+01   0.143427E-02   0.264053E-03   0.175686E-02   0.812013E-03   0.581368E-03   0.123119E-04   0.378505E-03   0.178061E-03   0.143467E+03
   0.101141E+03   0.187613E+01   0.229299E-03   0.264053E-03   0.115508E-03   0.812013E-03   0.100092E-02   0.866029E-04   0.378505E-03   0.178061E-03   0.147995E+03
   0.101141E+03  -0.139719E+01   0.229299E-03   0.264053E-03   0.115508E-03   0.812013E-03   0.100092E-02   0.511108E-05   0.378505E-03   0.178061E-03   0.147323E+03
   0.101141E+03   0.206608E+01   0.229299E-03   0.264053E-03   0.115508E-03   0.812013E-03   0.141414E-02   0.120151E-02   0.378505E-03   0.178061E-03   0.145580E+03
   0.101141E+03   0.206608E+01   0.229299E-03   0.264053E-03   0.115508E-03   0.812013E-03   0.323206E-03   0.809237E-03   0.378505E-03   0.178061E-03   0.148500E+03
   0.101141E+03   0.206608E+01   0.229299E-03   0.264053E-03   0.115508E-03   0.812013E-03   0.323206E-03   0.809237E-03   0.378505E-03   0.178061E-03   0.148500E+03
   0.101141E+03   0.206608E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.809237E-03   0.378505E-03   0.178061E-03   0.148473E+03
   0.101141E+03   0.502826E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.809237E-03   0.378505E-03   0.141458E-03   0.147226E+03
   0.101141E+03  -0.451317E+00   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.809237E-03   0.378505E-03   0.141458E-03   0.148006E+03
   0.101141E+03  -0.451317E+00   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.102807E-02   0.378505E-03   0.141458E-03   0.147568E+03
   0.101141E+03   0.569198E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.102807E-02   0.378505E-03   0.141458E-03   0.146322E+03
   0.101141E+03   0.560923E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.102807E-02   0.378505E-03   0.683913E-02   0.140266E+03
   0.101321E+03   0.560923E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.812013E-03   0.323206E-03   0.759231E-03   0.378505E-03   0.169377E-02   0.144663E+03
   0.101085E+03  -0.427585E+00   0.138407E-04   0.264053E-03   0.287716E-03   0.575694E-04   0.323206E-03   0.759231E-03   0.378505E-03   0.169377E-02   0.146474E+03
   0.101085E+03  -0.427585E+00   0.138407E-04   0.264053E-03   0.287716E-03   0.575694E-04   0.323206E-03   0.759231E-03   0.631023E-03   0.169377E-02   0.146030E+03
   0.101085E+03   0.293070E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.575694E-04   0.323206E-03   0.842600E-04   0.631023E-03   0.671801E-03   0.148943E+03
   0.101085E+03   0.293070E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.575694E-04   0.323206E-03   0.842600E-04   0.631023E-03   0.671801E-03   0.148943E+03
   0.101085E+03   0.293070E+01   0.138407E-04   0.264053E-03   0.287716E-03   0.575694E-04   0.323206E-03   0.842600E-04   0.631023E-03   0.671801E-03   0.148943E+03
   0.101085E+03   0.293070E+01   0.138407E-04   0.264053E-03   0.347168E-03   0.575694E-04   0.323206E-03   0.842600E-04   0.230186E-03   0.671801E-03   0.149545E+03
   0.101085E+03   0.268985E+01   0.145603E-03   0.264053E-03   0.347168E-03   0.575694E-04   0.323206E-03   0.842600E-04   0.230186E-03   0.315123E-03   0.150224E+03
   0.100279E+03   0.343038E+01   0.145603E-03   0.268538E-03   0.283488E-03   0.575694E-04   0.323206E-03   0.842600E-04   0.230186E-03   0.315123E-03   0.149066E+03
   0.100279E+03   0.343038E+01   0.145603E-03   0.268538E-03   0.283488E-03   0.237004E-03   0.323206E-03   0.842600E-04   0.230186E-03   0.315123E-03   0.148967E+03
   0.100279E+03   0.401517E+01   0.145603E-03   0.623584E-03   0.283488E-03   0.237004E-03   0.323206E-03   0.842600E-04   0.230186E-03   0.315123E-03   0.148173E+03
   0.100279E+03   0.401517E+01   0.145603E-03   0.623584E-03   0.283488E-03   0.643227E-03   0.323206E-03   0.842600E-04   0.230186E-03   0.315123E-03   0.147593E+03
   0.100279E+03   0.274178E+01   0.145603E-03   0.623584E-03   0.283488E-03   0.153340E-02   0.323206E-03   0.842600E-04   0.230186E-03   0.315123E-03   0.146621E+03
