a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        
   0.100297E+03   0.162998E+01  -0.157553E+02  -0.198388E+02   0.925248E-03   0.540473E-03   0.155906E-03   0.284664E-03   0.317565E-03   0.583181E-03   0.520769E-04   0.535884E-03   0.141667E+03
   0.100297E+03   0.162998E+01  -0.157553E+02  -0.198388E+02   0.416790E-02   0.540473E-03   0.155906E-03   0.821017E-03   0.311155E-03   0.583181E-03   0.520769E-04   0.535884E-03   0.137576E+03
   0.100512E+03   0.162998E+01  -0.157553E+02  -0.128254E+02   0.294281E-02   0.474253E-03   0.155906E-03   0.255653E-02   0.311155E-03   0.583181E-03   0.520769E-04   0.121267E-02   0.137661E+03
   0.100512E+03  -0.148560E+01  -0.587147E+01  -0.157616E+02   0.394313E-02   0.474253E-03   0.155906E-03   0.868896E-03   0.311155E-03   0.583181E-03   0.875342E-03   0.121267E-02   0.138868E+03
   0.100512E+03  -0.148560E+01  -0.757837E+01  -0.157616E+02   0.551372E-02   0.442259E-03   0.155906E-03   0.868896E-03   0.349912E-03   0.583181E-03   0.875342E-03   0.121267E-02   0.137922E+03
   0.100512E+03  -0.226642E+01  -0.136356E+02  -0.961000E+01   0.191499E-02   0.442259E-03   0.155906E-03   0.640111E-03   0.349912E-03   0.583181E-03   0.875342E-03   0.541660E-03   0.141181E+03
   0.100512E+03  -0.226642E+01  -0.136356E+02  -0.140307E+02   0.311121E-03   0.297685E-02   0.155906E-03   0.640111E-03   0.349912E-03   0.583181E-03   0.875342E-03   0.541660E-03   0.139832E+03
   0.100512E+03  -0.226642E+01  -0.136356E+02  -0.139855E+02   0.125803E-02   0.398187E-02   0.155906E-03   0.640111E-03   0.349912E-03   0.160457E-02   0.875342E-03   0.541660E-03   0.135460E+03
   0.100512E+03  -0.226642E+01  -0.136356E+02  -0.143274E+02   0.125803E-02   0.597972E-02   0.155906E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.875342E-03   0.159955E-02   0.133037E+03
   0.100512E+03  -0.226642E+01  -0.136356E+02  -0.722660E+01   0.156791E-02   0.920839E-02   0.155906E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.875342E-03   0.159955E-02   0.131095E+03
   0.101570E+03  -0.261971E+01  -0.107283E+02  -0.142208E+02   0.821317E-03   0.296862E-02   0.155906E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.875342E-03   0.140626E-02   0.136758E+03
   0.101570E+03   0.180711E+01  -0.124151E+02  -0.258451E+02   0.821317E-03   0.296862E-02   0.155906E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.875342E-03   0.140626E-02   0.135365E+03
   0.102469E+03   0.180711E+01  -0.124151E+02  -0.292694E+02   0.821317E-03   0.935648E-02   0.153369E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.875342E-03   0.140626E-02   0.132281E+03
   0.102469E+03  -0.382648E+01  -0.475057E+01  -0.300876E+02   0.821317E-03   0.190241E-02   0.153369E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.634164E-03   0.140626E-02   0.136767E+03
   0.102469E+03  -0.382648E+01  -0.298505E+01  -0.300876E+02   0.277848E-02   0.190241E-02   0.153369E-03   0.322854E-03   0.110992E-02   0.160457E-02   0.320661E-03   0.140626E-02   0.134025E+03
   0.102469E+03  -0.382648E+01  -0.298505E+01  -0.300876E+02   0.277848E-02   0.190241E-02   0.153369E-03   0.140780E-02   0.110992E-02   0.160457E-02   0.320661E-03   0.140626E-02   0.133386E+03
   0.104251E+03  -0.112419E+01  -0.945863E+01  -0.305450E+02   0.277848E-02   0.338268E-03   0.153369E-03   0.140780E-02   0.110992E-02   0.160457E-02   0.320661E-03   0.140626E-02   0.136302E+03
   0.104251E+03  -0.151146E+01  -0.854468E+01  -0.362779E+02   0.493753E-02   0.338268E-03   0.153369E-03   0.140780E-02   0.110992E-02   0.160457E-02   0.281175E-03   0.140626E-02   0.134476E+03
   0.103129E+03  -0.151146E+01  -0.559424E+01  -0.362779E+02   0.401835E-02   0.338268E-03   0.153369E-03   0.140780E-02   0.110992E-02   0.160457E-02   0.281175E-03   0.140626E-02   0.133388E+03
   0.105122E+03  -0.555182E+01  -0.134205E+02  -0.362779E+02   0.168907E-03   0.338268E-03   0.153369E-03   0.140780E-02   0.136937E-03   0.215573E-02   0.281175E-03   0.140626E-02   0.139661E+03
   0.105122E+03   0.181824E+00  -0.135150E+02  -0.362779E+02   0.168907E-03   0.249144E-03   0.153369E-03   0.140780E-02   0.894067E-03   0.444118E-02   0.281175E-03   0.140626E-02   0.138228E+03
   0.105122E+03  -0.416243E+01  -0.973096E+01  -0.366765E+02   0.168907E-03   0.249144E-03   0.153369E-03   0.140780E-02   0.634600E-04   0.820122E-03   0.281175E-03   0.140626E-02   0.142078E+03
   0.105015E+03  -0.416243E+01  -0.414508E+01  -0.389925E+02   0.104845E-02   0.249144E-03   0.153369E-03   0.140780E-02   0.634600E-04   0.820122E-03   0.281175E-03   0.140626E-02   0.141165E+03
   0.105015E+03  -0.416243E+01   0.897971E+00  -0.365351E+02   0.104845E-02   0.249144E-03   0.153369E-03   0.140780E-02   0.634600E-04   0.820122E-03   0.820810E-03   0.140626E-02   0.140348E+03
   0.105015E+03  -0.416243E+01  -0.515727E+00  -0.395401E+02   0.104845E-02   0.102492E-02   0.153369E-03   0.140780E-02   0.634600E-04   0.559753E-03   0.820810E-03   0.143726E-02   0.138206E+03
   0.105015E+03  -0.393489E+01  -0.515727E+00  -0.402523E+02   0.473997E-03   0.739033E-03   0.153369E-03   0.140780E-02   0.634600E-04   0.559753E-03   0.820810E-03   0.306652E-03   0.141558E+03
   0.105015E+03  -0.393489E+01   0.204285E+01  -0.420588E+02   0.762731E-03   0.739033E-03   0.153369E-03   0.270696E-02   0.634600E-04   0.364350E-02   0.820810E-03   0.306652E-03   0.137448E+03
   0.105015E+03  -0.393489E+01   0.204285E+01  -0.420588E+02   0.762731E-03   0.739033E-03   0.140701E-03   0.256034E-02   0.634600E-04   0.364350E-02   0.820810E-03   0.306652E-03   0.137585E+03
   0.105015E+03  -0.393489E+01   0.712984E+00  -0.366161E+02   0.762731E-03   0.739033E-03   0.838226E-04   0.197313E-02   0.634600E-04   0.364350E-02   0.820810E-03   0.719389E-03   0.138090E+03
   0.105015E+03  -0.393489E+01   0.387210E+01  -0.361524E+02   0.762731E-03   0.419495E-04   0.838226E-04   0.197313E-02   0.634600E-04   0.364350E-02   0.383372E-03   0.719389E-03   0.139178E+03
   0.105015E+03  -0.393489E+01  -0.557502E+01  -0.361524E+02   0.762731E-03   0.419495E-04   0.838226E-04   0.160550E-02   0.634600E-04   0.390786E-02   0.383372E-03   0.719389E-03   0.139813E+03
   0.105015E+03  -0.772860E+01  -0.114380E+02  -0.361524E+02   0.762731E-03   0.419495E-04   0.838226E-04   0.173303E-02   0.634600E-04   0.448338E-02   0.465918E-03   0.205477E-02   0.135751E+03
   0.105015E+03  -0.379495E+01  -0.220285E+01  -0.361524E+02   0.681239E-03   0.419495E-04   0.838226E-04   0.347055E-02   0.634600E-04   0.141268E-02   0.465918E-03   0.567822E-03   0.140451E+03
   0.105015E+03   0.328090E+00  -0.531201E+01  -0.370461E+02   0.681239E-03   0.419495E-04   0.593965E-03   0.136113E-02   0.634600E-04   0.141268E-02   0.179525E-02   0.126026E-03   0.139772E+03
   0.105015E+03   0.328090E+00  -0.860426E+01  -0.382181E+02   0.681239E-03   0.419495E-04   0.593965E-03   0.136113E-02   0.634600E-04   0.141268E-02   0.198559E-02   0.126026E-03   0.139163E+03
   0.105015E+03   0.328090E+00   0.353845E+00  -0.344785E+02   0.681239E-03   0.419495E-04   0.593965E-03   0.136113E-02   0.634600E-04   0.141268E-02   0.355378E-02   0.126026E-03   0.137798E+03
   0.105015E+03   0.328090E+00   0.304787E+01  -0.344785E+02   0.681239E-03   0.419495E-04   0.553295E-03   0.136113E-02   0.634600E-04   0.141268E-02   0.169745E-02   0.126026E-03   0.139253E+03
   0.105015E+03   0.328090E+00  -0.297967E+01  -0.344785E+02   0.681239E-03   0.419495E-04   0.553295E-03   0.136113E-02   0.634600E-04   0.878560E-03   0.117690E-02   0.126026E-03   0.139915E+03
   0.105015E+03  -0.753899E+01   0.717282E+01  -0.344785E+02   0.681239E-03   0.419495E-04   0.553295E-03   0.136113E-02   0.634600E-04   0.878560E-03   0.163226E-02   0.126026E-03   0.141019E+03
   0.105015E+03  -0.753899E+01   0.136844E+02  -0.345786E+02   0.681239E-03   0.419495E-04   0.553295E-03   0.766126E-03   0.634600E-04   0.878560E-03   0.788425E-03   0.721863E-02   0.134806E+03
   0.105015E+03  -0.753899E+01   0.129886E+01  -0.376646E+02   0.191202E-02   0.419495E-04   0.553295E-03   0.766126E-03   0.412713E-03   0.978831E-03   0.788425E-03   0.202077E-02   0.138554E+03
   0.104802E+03  -0.103687E+02   0.971431E+00  -0.376646E+02   0.123302E-02   0.419495E-04   0.553295E-03   0.766126E-03   0.412713E-03   0.978831E-03   0.788425E-03   0.123132E-03   0.138877E+03
   0.104802E+03  -0.100828E+02   0.971431E+00  -0.288529E+02   0.982404E-03   0.115084E-03   0.553295E-03   0.280047E-03   0.412713E-03   0.978831E-03   0.788425E-03   0.123132E-03   0.140066E+03
   0.104802E+03  -0.604988E+01  -0.720567E+00  -0.296405E+02   0.982404E-03   0.115084E-03   0.553295E-03   0.280047E-03   0.412713E-03   0.978831E-03   0.788425E-03   0.123132E-03   0.142589E+03
   0.104802E+03  -0.604988E+01   0.764020E+01  -0.296405E+02   0.982404E-03   0.115084E-03   0.553295E-03   0.280047E-03   0.412713E-03   0.740161E-03   0.118738E-02   0.123132E-03   0.141920E+03
   0.104117E+03  -0.704405E+01   0.263546E+01  -0.296405E+02   0.982404E-03   0.115084E-03   0.553295E-03   0.280047E-03   0.412713E-03   0.740161E-03   0.124683E-02   0.123132E-03   0.142584E+03
   0.104117E+03  -0.704405E+01  -0.195183E+01  -0.322954E+02   0.305888E-03   0.115084E-03   0.150370E-03   0.280047E-03   0.412713E-03   0.745144E-03   0.118315E-02   0.123132E-03   0.143257E+03
   0.104117E+03  -0.899373E+01   0.438888E+00  -0.381361E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.280047E-03   0.412713E-03   0.745144E-03   0.118315E-02   0.123132E-03   0.139544E+03
   0.104117E+03  -0.341381E+01  -0.603049E+01  -0.302197E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.714551E-04   0.412713E-03   0.745144E-03   0.157765E-02   0.123132E-03   0.143980E+03
   0.104117E+03  -0.247955E+01   0.192515E+01  -0.329464E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.745144E-03   0.157765E-02   0.123132E-03   0.142308E+03
   0.104117E+03  -0.247955E+01   0.192515E+01  -0.329464E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.745144E-03   0.157765E-02   0.123132E-03   0.142308E+03
   0.104117E+03  -0.247955E+01   0.742293E+01  -0.379412E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.163817E-02   0.157765E-02   0.123132E-03   0.138385E+03
   0.104117E+03  -0.247955E+01   0.892852E+01  -0.252383E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.225258E-02   0.157765E-02   0.123132E-03   0.139728E+03
   0.103646E+03  -0.681249E+01   0.105202E+02  -0.252383E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.225258E-02   0.157765E-02   0.123132E-03   0.139610E+03
   0.103646E+03  -0.681249E+01   0.117340E+02  -0.252383E+02   0.305888E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.225258E-02   0.157765E-02   0.568867E-03   0.138779E+03
   0.103911E+03  -0.681249E+01   0.805133E+01  -0.252383E+02   0.492944E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.271297E-02   0.657290E-03   0.136707E-03   0.140752E+03
   0.103264E+03  -0.236148E+01  -0.622195E+00  -0.252383E+02   0.492944E-03   0.276575E-03   0.150370E-03   0.787232E-03   0.818936E-03   0.492431E-03   0.300033E-03   0.114420E-02   0.143079E+03
   0.103264E+03  -0.236148E+01   0.264630E+01  -0.157454E+02   0.148400E-03   0.276575E-03   0.150370E-03   0.316840E-03   0.818936E-03   0.492431E-03   0.300033E-03   0.114420E-02   0.143763E+03
   0.103264E+03  -0.236148E+01  -0.643190E+01  -0.181567E+02   0.578791E-03   0.276575E-03   0.150370E-03   0.179045E-02   0.818936E-03   0.492431E-03   0.300033E-03   0.114420E-02   0.140304E+03
   0.103264E+03  -0.809735E+01  -0.165739E+01  -0.228497E+02   0.211323E-02   0.276575E-03   0.105192E-02   0.179045E-02   0.818936E-03   0.492431E-03   0.387509E-03   0.114420E-02   0.137266E+03
   0.101531E+03  -0.739546E+01  -0.455249E+01  -0.203763E+02   0.211323E-02   0.636640E-03   0.165751E-02   0.740432E-03   0.140903E-03   0.976214E-03   0.387509E-03   0.114420E-02   0.136069E+03
   0.101531E+03   0.122680E+01  -0.128362E+02  -0.176060E+02   0.211323E-02   0.636640E-03   0.990556E-03   0.740432E-03   0.140903E-03   0.110350E-02   0.387509E-03   0.114420E-02   0.139038E+03
   0.101531E+03   0.128595E+01  -0.426125E+01  -0.149282E+02   0.211323E-02   0.636640E-03   0.990556E-03   0.740432E-03   0.140903E-03   0.110350E-02   0.387509E-03   0.114420E-02   0.139907E+03
   0.102819E+03  -0.164231E+01   0.215544E+01  -0.149282E+02   0.433443E-02   0.636640E-03   0.527388E-03   0.740432E-03   0.140903E-03   0.110350E-02   0.578018E-03   0.179627E-02   0.137528E+03
   0.102819E+03   0.463895E+01   0.108471E+01  -0.312940E+01   0.604275E-03   0.247602E-03   0.527388E-03   0.740432E-03   0.135495E-02   0.214321E-02   0.578018E-03   0.179627E-02   0.138195E+03
   0.102819E+03   0.463895E+01   0.636125E+01  -0.302196E+01   0.604275E-03   0.247602E-03   0.333288E-02   0.226458E-02   0.135495E-02   0.214321E-02   0.578018E-03   0.206467E-02   0.131872E+03
   0.102819E+03   0.416148E+01   0.191560E+02   0.115176E+02   0.604275E-03   0.247602E-03   0.333288E-02   0.226458E-02   0.135495E-02   0.209758E-02   0.578018E-03   0.169176E-02   0.132371E+03
   0.102819E+03   0.472184E+01   0.191560E+02   0.205207E+02   0.604275E-03   0.247602E-03   0.275659E-02   0.226458E-02   0.456301E-02   0.149109E-02   0.303834E-02   0.482203E-03   0.129070E+03
   0.102819E+03   0.434347E+01   0.526327E+01   0.205207E+02   0.604275E-03   0.247602E-03   0.275659E-02   0.237874E-02   0.456424E-02   0.231239E-03   0.315924E-02   0.107200E-02   0.130258E+03
   0.102819E+03   0.465203E+01   0.422226E+01   0.554944E+01   0.604275E-03   0.247602E-03   0.567997E-03   0.237874E-02   0.279862E-02   0.231239E-03   0.334913E-02   0.107200E-02   0.133452E+03
   0.102819E+03   0.565400E+01   0.207479E+02   0.344363E+01   0.604275E-03   0.247602E-03   0.567997E-03   0.237874E-02   0.279862E-02   0.231239E-03   0.385942E-02   0.107200E-02   0.134226E+03
   0.102819E+03   0.218507E+01   0.179416E+02   0.939874E+01   0.604275E-03   0.247602E-03   0.567997E-03   0.210950E-02   0.592950E-02   0.231239E-03   0.842046E-03   0.107200E-02   0.136033E+03
   0.102329E+03   0.218507E+01   0.179416E+02   0.175100E+02   0.604275E-03   0.247602E-03   0.567997E-03   0.210950E-02   0.558183E-02   0.782019E-03   0.842046E-03   0.104434E-02   0.134409E+03
   0.102329E+03   0.751182E+01   0.822845E+01   0.878331E+01   0.604275E-03   0.247602E-03   0.567997E-03   0.210950E-02   0.338241E-02   0.136175E-02   0.131315E-03   0.104434E-02   0.137123E+03
