a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  LogPost       
  0.100183E+03 -0.292878E+01 -0.113607E+01 -0.138929E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.576039E-03  0.142574E-02  0.107946E-02  0.916633E-03  0.128091E-02  0.141202E+03
  0.100183E+03 -0.292878E+01 -0.581399E+01 -0.138929E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.576039E-03  0.142574E-02  0.107946E-02  0.916633E-03  0.595186E-02  0.137414E+03
  0.100183E+03 -0.292878E+01  0.236907E+00 -0.138929E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.576039E-03  0.142574E-02  0.107946E-02  0.916633E-03  0.595186E-02  0.137038E+03
  0.100183E+03 -0.292878E+01  0.236907E+00 -0.138929E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.576039E-03  0.142574E-02  0.107946E-02  0.916633E-03  0.595186E-02  0.137038E+03
  0.100183E+03  0.120341E+00  0.277824E+01 -0.138929E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.576039E-03  0.142574E-02  0.107946E-02  0.916633E-03  0.492765E-02  0.137555E+03
  0.100183E+03  0.120341E+00 -0.789878E+00 -0.138929E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.576039E-03  0.142574E-02  0.107946E-02  0.916633E-03  0.492765E-02  0.138096E+03
  0.100183E+03  0.120341E+00 -0.109628E+01  0.941267E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.142574E-02  0.478265E-02  0.916633E-03  0.492765E-02  0.133461E+03
  0.100183E+03  0.120341E+00 -0.109628E+01  0.980498E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.142574E-02  0.478265E-02  0.106903E-02  0.653978E-02  0.132406E+03
  0.100664E+03  0.755588E+01 -0.109628E+01  0.962047E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.142574E-02  0.478265E-02  0.106903E-02  0.653978E-02  0.131064E+03
  0.100664E+03  0.720470E+01 -0.109628E+01  0.375459E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.713652E-03  0.125002E-02  0.106903E-02  0.814011E-02  0.135648E+03
  0.100664E+03  0.720470E+01 -0.109628E+01  0.861649E+01  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.713652E-03  0.125002E-02  0.106903E-02  0.984595E-02  0.135129E+03
  0.100664E+03  0.720470E+01 -0.109628E+01  0.113561E+02  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.713652E-03  0.125002E-02  0.822118E-03  0.984595E-02  0.135452E+03
  0.100664E+03  0.720470E+01 -0.109628E+01  0.113561E+02  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.713652E-03  0.125002E-02  0.822118E-03  0.984595E-02  0.135452E+03
  0.100664E+03  0.395681E+01 -0.109628E+01  0.113561E+02  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.713652E-03  0.125002E-02  0.822118E-03  0.445778E-02  0.138954E+03
  0.100664E+03  0.395681E+01 -0.109628E+01  0.149237E+02  0.402552E-03  0.107404E-04  0.475482E-03  0.689612E-03  0.713652E-03  0.125002E-02  0.822118E-03  0.141908E-02  0.141482E+03
  0.100664E+03  0.395681E+01 -0.109628E+01  0.149237E+02  0.402552E-03  0.665330E-03  0.170419E-02  0.689612E-03  0.971495E-03  0.125002E-02  0.822118E-03  0.141908E-02  0.137924E+03
  0.103442E+03  0.395681E+01 -0.109628E+01  0.149237E+02  0.476095E-03  0.665330E-03  0.170419E-02  0.689612E-03  0.971495E-03  0.125002E-02  0.134268E-03  0.141908E-02  0.137604E+03
  0.103442E+03  0.395681E+01  0.258808E+01  0.677561E+01  0.476095E-03  0.665330E-03  0.170419E-02  0.689612E-03  0.971495E-03  0.335116E-02  0.134268E-03  0.141908E-02  0.135542E+03
  0.996255E+02  0.395681E+01  0.522662E+00  0.677561E+01  0.476095E-03  0.273663E-03  0.170419E-02  0.689612E-03  0.971495E-03  0.335116E-02  0.134268E-03  0.141908E-02  0.135787E+03
  0.996255E+02  0.395681E+01 -0.108549E+02  0.880297E+01  0.476095E-03  0.273663E-03  0.170419E-02  0.689612E-03  0.971495E-03  0.335116E-02  0.134268E-03  0.512614E-03  0.135605E+03
  0.996255E+02  0.278997E+01 -0.108549E+02  0.880297E+01  0.476095E-03  0.191077E-03  0.170419E-02  0.689612E-03  0.120200E-03  0.292423E-02  0.134268E-03  0.512614E-03  0.137803E+03
  0.996255E+02  0.214113E+01 -0.108549E+02  0.993128E+01  0.195839E-02  0.141335E-02  0.170419E-02  0.689612E-03  0.120200E-03  0.292423E-02  0.134268E-03  0.512614E-03  0.134416E+03
  0.996255E+02  0.214113E+01 -0.114846E+02  0.137612E+02  0.195839E-02  0.141335E-02  0.170419E-02  0.689612E-03  0.120200E-03  0.292423E-02  0.134268E-03  0.512614E-03  0.133243E+03
  0.100879E+03  0.244923E+01  0.388902E+01  0.137612E+02  0.195839E-02  0.141335E-02  0.170419E-02  0.831435E-04  0.120200E-03  0.292423E-02  0.914174E-03  0.512614E-03  0.134891E+03
  0.100879E+03  0.650835E+01  0.388902E+01  0.137612E+02  0.656814E-03  0.141335E-02  0.170419E-02  0.831435E-04  0.120200E-03  0.527183E-02  0.914174E-03  0.512614E-03  0.136207E+03
  0.100879E+03  0.650835E+01  0.388902E+01  0.795042E+01  0.656814E-03  0.141335E-02  0.170419E-02  0.831435E-04  0.120200E-03  0.527183E-02  0.914174E-03  0.512614E-03  0.136422E+03
  0.100879E+03  0.611266E+01  0.388902E+01  0.998111E+01  0.656814E-03  0.141335E-02  0.170419E-02  0.831435E-04  0.120200E-03  0.527183E-02  0.914174E-03  0.512614E-03  0.136445E+03
  0.100879E+03  0.611266E+01  0.388902E+01  0.116642E+02  0.656814E-03  0.141335E-02  0.170419E-02  0.831435E-04  0.120200E-03  0.494462E-02  0.914174E-03  0.512614E-03  0.136560E+03
  0.100879E+03  0.611266E+01  0.388902E+01  0.685311E+01  0.656814E-03  0.141335E-02  0.170419E-02  0.831435E-04  0.120200E-03  0.376772E-02  0.914174E-03  0.512614E-03  0.137448E+03
