a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.119331E+03   0.330000E+02   0.450372E-03   0.122420E+02   0.125716E+02   0.119371E+02   0.311413E-03   0.646655E+02
   0.119331E+03   0.330000E+02   0.450372E-03   0.122420E+02   0.120935E+02   0.115157E+02   0.311413E-03   0.647219E+02
   0.119331E+03   0.330000E+02   0.464470E-03   0.102493E+02   0.131216E+02   0.115497E+02   0.311413E-03   0.647562E+02
   0.119331E+03   0.330000E+02   0.464470E-03   0.824852E+01   0.131216E+02   0.115497E+02   0.311413E-03   0.645175E+02
   0.119331E+03   0.330000E+02   0.498232E-03   0.782810E+01   0.116331E+02   0.139471E+02   0.311413E-03   0.653508E+02
   0.119331E+03   0.330000E+02   0.498232E-03   0.100228E+02   0.128180E+02   0.143792E+02   0.907650E-03   0.638214E+02
   0.119331E+03   0.330000E+02   0.498232E-03   0.116440E+02   0.128180E+02   0.143792E+02   0.112706E-03   0.651761E+02
   0.119422E+03   0.330000E+02   0.498232E-03   0.830139E+01   0.100322E+02   0.160930E+02   0.200210E-02   0.626197E+02
   0.119419E+03   0.330000E+02   0.498232E-03   0.830139E+01   0.100322E+02   0.160930E+02   0.200210E-02   0.626197E+02
   0.119419E+03   0.330000E+02   0.345648E-03   0.830139E+01   0.106134E+02   0.158318E+02   0.211249E-02   0.632551E+02
   0.119419E+03   0.330000E+02   0.345648E-03   0.817652E+01   0.100345E+02   0.160454E+02   0.198284E-02   0.634354E+02
   0.119419E+03   0.330000E+02   0.345648E-03   0.817652E+01   0.924631E+01   0.160454E+02   0.198284E-02   0.634406E+02
   0.119419E+03   0.330000E+02   0.345648E-03   0.107956E+02   0.119924E+02   0.119871E+02   0.271597E-02   0.618260E+02
   0.118962E+03   0.330000E+02   0.345648E-03   0.107956E+02   0.124087E+02   0.119871E+02   0.329485E-02   0.607325E+02
   0.118962E+03   0.330000E+02   0.345648E-03   0.125686E+02   0.142575E+02   0.119871E+02   0.311347E-02   0.590502E+02
   0.118962E+03   0.330000E+02   0.345648E-03   0.125385E+02   0.129041E+02   0.119871E+02   0.160056E-02   0.617911E+02
   0.118962E+03   0.330000E+02   0.345648E-03   0.121697E+02   0.129041E+02   0.119871E+02   0.160056E-02   0.619786E+02
   0.118962E+03   0.330000E+02   0.345648E-03   0.131625E+02   0.990894E+01   0.119871E+02   0.146897E-02   0.627222E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.134643E+02   0.901031E+01   0.137261E+02   0.242418E-02   0.615610E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.116224E+02   0.829537E+01   0.115474E+02   0.106927E-02   0.637562E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.120023E+02   0.123739E+02   0.124567E+02   0.106927E-02   0.634079E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.111181E+02   0.136669E+02   0.145308E+02   0.808783E-03   0.638112E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.110953E+02   0.136669E+02   0.188000E+02   0.762392E-03   0.630402E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.105033E+02   0.127894E+02   0.220048E+02   0.762392E-03   0.623739E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.120138E+02   0.127894E+02   0.212423E+02   0.490517E-03   0.628716E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.120138E+02   0.127894E+02   0.212423E+02   0.324672E-03   0.633178E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.122865E+02   0.127894E+02   0.212423E+02   0.324672E-03   0.631861E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.136681E+02   0.109208E+02   0.170262E+02   0.324672E-03   0.647405E+02
   0.118962E+03   0.330000E+02   0.342240E-03   0.126903E+02   0.127690E+02   0.153388E+02   0.324672E-03   0.648183E+02
   0.120576E+03   0.330000E+02   0.342240E-03   0.126903E+02   0.148117E+02   0.123447E+02   0.324672E-03   0.608108E+02
   0.120576E+03   0.330000E+02   0.342240E-03   0.126903E+02   0.130954E+02   0.145754E+02   0.324672E-03   0.622519E+02
   0.120576E+03   0.330000E+02   0.326197E-03   0.989750E+01   0.130954E+02   0.163537E+02   0.278956E-03   0.628038E+02
   0.120576E+03   0.330000E+02   0.326197E-03   0.832064E+01   0.111081E+02   0.209630E+02   0.278956E-03   0.619364E+02
   0.120576E+03   0.330000E+02   0.326197E-03   0.832064E+01   0.902521E+01   0.218096E+02   0.278956E-03   0.617601E+02
   0.120576E+03   0.330000E+02   0.784901E-03   0.103335E+02   0.902521E+01   0.222240E+02   0.278956E-03   0.607193E+02
   0.120576E+03   0.330000E+02   0.784901E-03   0.108702E+02   0.866319E+01   0.224626E+02   0.278956E-03   0.603931E+02
   0.120576E+03   0.330000E+02   0.650343E-03   0.108702E+02   0.960287E+01   0.229893E+02   0.278956E-03   0.613009E+02
