a0_min_r_1     a0_flood_r_1   a1_flood_r_1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.111458E+03   0.476121E+02  -0.519590E+01   0.292759E-03   0.871123E+01   0.973451E+01   0.174048E+02   0.130694E+02   0.491214E+02  -0.786598E+01   0.000000E+00   0.569874E+02  -0.113975E+03
   0.111458E+03   0.476121E+02  -0.553861E+01   0.292759E-03   0.871123E+01   0.973451E+01   0.174048E+02   0.188714E+02   0.480645E+02  -0.865501E+01   0.000000E+00   0.567195E+02  -0.113439E+03
   0.111458E+03   0.475993E+02  -0.553861E+01   0.292759E-03   0.871123E+01   0.973451E+01   0.174048E+02   0.171128E+02   0.485976E+02  -0.811531E+01   0.000000E+00   0.567129E+02  -0.113426E+03
   0.111458E+03   0.475993E+02  -0.553861E+01   0.292759E-03   0.116253E+02   0.973451E+01   0.174048E+02   0.171128E+02   0.482635E+02  -0.844943E+01   0.000000E+00   0.567129E+02  -0.113426E+03
   0.111458E+03   0.475993E+02  -0.440472E+01   0.292759E-03   0.116705E+02   0.973451E+01   0.174048E+02   0.171128E+02   0.485545E+02  -0.846811E+01   0.000000E+00   0.570226E+02  -0.114045E+03
   0.110978E+03   0.475993E+02  -0.440472E+01   0.292759E-03   0.116705E+02   0.973451E+01   0.174048E+02   0.129558E+02   0.489164E+02  -0.824106E+01   0.000000E+00   0.571575E+02  -0.114315E+03
   0.110978E+03   0.475993E+02  -0.440472E+01   0.292759E-03   0.753584E+01   0.973451E+01   0.174048E+02   0.129558E+02   0.486516E+02  -0.850588E+01   0.000000E+00   0.571575E+02  -0.114315E+03
   0.110978E+03   0.467644E+02  -0.440472E+01   0.312064E-04   0.753584E+01   0.112512E+02   0.174048E+02   0.129558E+02   0.484394E+02  -0.881535E+01   0.000000E+00   0.572548E+02  -0.114510E+03
   0.110978E+03   0.467644E+02  -0.440472E+01   0.312064E-04   0.753584E+01   0.144885E+02   0.128122E+02   0.129558E+02   0.469139E+02  -0.103408E+02   0.000000E+00   0.572547E+02  -0.114509E+03
   0.110978E+03   0.467644E+02  -0.429050E+01   0.312064E-04   0.753584E+01   0.144885E+02   0.196025E+02   0.135013E+02   0.461566E+02  -0.112620E+02   0.000000E+00   0.574186E+02  -0.114837E+03
   0.111284E+03   0.467644E+02  -0.440832E+01   0.312064E-04   0.753584E+01   0.621041E+01   0.185756E+02   0.135013E+02   0.464494E+02  -0.111554E+02   0.000000E+00   0.576048E+02  -0.115210E+03
   0.111284E+03   0.467644E+02  -0.440832E+01   0.725355E-04   0.108334E+02   0.102901E+02   0.143436E+02   0.135013E+02   0.501077E+02  -0.747176E+01   0.000000E+00   0.575795E+02  -0.115159E+03
   0.112079E+03   0.467644E+02  -0.346514E+01   0.725355E-04   0.108334E+02   0.102901E+02   0.143436E+02   0.135013E+02   0.488383E+02  -0.747176E+01   0.000000E+00   0.563101E+02  -0.112620E+03
   0.112079E+03   0.467644E+02  -0.270727E+01   0.725355E-04   0.941093E+01   0.126450E+02   0.143436E+02   0.135013E+02   0.459501E+02  -0.818125E+01   0.000000E+00   0.541314E+02  -0.108263E+03
   0.112079E+03   0.425929E+02  -0.278728E+01   0.725355E-04   0.941093E+01   0.898289E+01   0.143436E+02   0.135013E+02   0.483778E+02  -0.729472E+01   0.000000E+00   0.556725E+02  -0.111345E+03
   0.112079E+03   0.425929E+02  -0.236145E+01   0.725355E-04   0.880842E+01   0.767136E+01   0.146769E+02   0.135013E+02   0.488411E+02  -0.796434E+01   0.000000E+00   0.568054E+02  -0.113611E+03
   0.112079E+03   0.425929E+02  -0.236145E+01   0.725355E-04   0.880842E+01   0.746140E+01   0.122282E+02   0.135013E+02   0.483420E+02  -0.846343E+01   0.000000E+00   0.568054E+02  -0.113611E+03
   0.112079E+03   0.425929E+02  -0.236145E+01   0.301025E-04   0.880842E+01   0.888516E+01   0.122282E+02   0.135013E+02   0.490745E+02  -0.774076E+01   0.000000E+00   0.568153E+02  -0.113631E+03
   0.114191E+03   0.425929E+02  -0.236145E+01   0.301025E-04   0.880842E+01   0.888516E+01   0.122282E+02   0.135013E+02   0.492138E+02  -0.774076E+01   0.000000E+00   0.569546E+02  -0.113909E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.301025E-04   0.107787E+02   0.881677E+01   0.122282E+02   0.135013E+02   0.500970E+02  -0.782754E+01   0.000000E+00   0.579245E+02  -0.115849E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.114476E+02   0.881677E+01   0.121979E+02   0.135013E+02   0.497413E+02  -0.805620E+01   0.000000E+00   0.577975E+02  -0.115595E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.114476E+02   0.136140E+02   0.121979E+02   0.135013E+02   0.483153E+02  -0.948217E+01   0.000000E+00   0.577975E+02  -0.115595E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.131186E+02   0.133466E+02   0.184810E+02   0.135013E+02   0.472290E+02  -0.105685E+02   0.000000E+00   0.577975E+02  -0.115595E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.106410E+02   0.107359E+02   0.184810E+02   0.135013E+02   0.495075E+02  -0.829003E+01   0.000000E+00   0.577975E+02  -0.115595E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.766963E+01   0.107359E+02   0.184810E+02   0.135013E+02   0.490032E+02  -0.879425E+01   0.000000E+00   0.577974E+02  -0.115595E+03
   0.114076E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.766963E+01   0.107359E+02   0.156388E+02   0.124265E+02   0.494715E+02  -0.832596E+01   0.000000E+00   0.577975E+02  -0.115595E+03
   0.112910E+03   0.425929E+02  -0.313491E+01   0.133338E-03   0.735108E+01   0.105355E+02   0.156388E+02   0.109778E+02   0.476471E+02  -0.919094E+01   0.000000E+00   0.568380E+02  -0.113676E+03
   0.112910E+03   0.425929E+02  -0.238168E+01   0.133338E-03   0.735108E+01   0.105355E+02   0.156388E+02   0.109778E+02   0.486556E+02  -0.919094E+01   0.000000E+00   0.578465E+02  -0.115693E+03
   0.112910E+03   0.425929E+02  -0.238168E+01   0.133338E-03   0.764560E+01   0.118885E+02   0.156388E+02   0.109778E+02   0.484384E+02  -0.940815E+01   0.000000E+00   0.578465E+02  -0.115693E+03
   0.112066E+03   0.436645E+02  -0.238168E+01   0.133338E-03   0.764560E+01   0.118885E+02   0.156388E+02   0.132091E+02   0.492956E+02  -0.857708E+01   0.000000E+00   0.578727E+02  -0.115745E+03
   0.111932E+03   0.436645E+02  -0.238168E+01   0.133338E-03   0.764560E+01   0.932278E+01   0.156388E+02   0.132091E+02   0.497676E+02  -0.802138E+01   0.000000E+00   0.577890E+02  -0.115578E+03
   0.111932E+03   0.436645E+02  -0.238168E+01   0.133338E-03   0.927577E+01   0.101571E+02   0.156388E+02   0.157031E+02   0.503802E+02  -0.740885E+01   0.000000E+00   0.577891E+02  -0.115578E+03
   0.111932E+03   0.436645E+02  -0.178151E+01   0.133338E-03   0.941454E+01   0.101571E+02   0.156388E+02   0.157031E+02   0.505477E+02  -0.739855E+01   0.000000E+00   0.579462E+02  -0.115892E+03
   0.111932E+03   0.436645E+02  -0.178151E+01   0.133338E-03   0.117729E+02   0.104669E+02   0.156388E+02   0.995099E+01   0.483609E+02  -0.958534E+01   0.000000E+00   0.579462E+02  -0.115892E+03
   0.111932E+03   0.418809E+02  -0.178151E+01   0.133338E-03   0.117729E+02   0.104669E+02   0.156388E+02   0.117093E+02   0.479934E+02  -0.840966E+01   0.000000E+00   0.564031E+02  -0.112806E+03
   0.111932E+03   0.418809E+02  -0.178151E+01   0.133338E-03   0.117729E+02   0.722049E+01   0.156388E+02   0.886075E+01   0.446466E+02  -0.117565E+02   0.000000E+00   0.564031E+02  -0.112806E+03
   0.111932E+03   0.418809E+02  -0.565455E+00   0.133338E-03   0.117729E+02   0.722049E+01   0.161211E+02   0.886075E+01   0.462129E+02  -0.118301E+02   0.000000E+00   0.580430E+02  -0.116086E+03
   0.111932E+03   0.418809E+02  -0.565455E+00   0.133338E-03   0.117729E+02   0.722049E+01   0.161211E+02   0.886075E+01   0.462129E+02  -0.118301E+02   0.000000E+00   0.580430E+02  -0.116086E+03
   0.111932E+03   0.418809E+02  -0.565455E+00   0.133338E-03   0.117729E+02   0.722049E+01   0.161211E+02   0.886075E+01   0.462129E+02  -0.118301E+02   0.000000E+00   0.580430E+02  -0.116086E+03
   0.111932E+03   0.418809E+02  -0.565455E+00   0.133338E-03   0.713156E+01   0.945636E+01   0.161211E+02   0.230592E+02   0.468316E+02  -0.112113E+02   0.000000E+00   0.580429E+02  -0.116086E+03
   0.111932E+03   0.417739E+02  -0.565455E+00   0.133338E-03   0.926229E+01   0.932554E+01   0.179892E+02   0.197238E+02   0.489688E+02  -0.905237E+01   0.000000E+00   0.580212E+02  -0.116042E+03
   0.111932E+03   0.417739E+02  -0.186943E+00   0.133338E-03   0.104554E+02   0.932554E+01   0.127936E+02   0.171342E+02   0.502017E+02  -0.783127E+01   0.000000E+00   0.580330E+02  -0.116066E+03
   0.111932E+03   0.417739E+02  -0.186943E+00   0.133338E-03   0.104554E+02   0.932554E+01   0.124371E+02   0.199656E+02   0.491537E+02  -0.887931E+01   0.000000E+00   0.580330E+02  -0.116066E+03
   0.111932E+03   0.417739E+02  -0.186943E+00   0.133338E-03   0.127350E+02   0.932554E+01   0.124371E+02   0.146823E+02   0.495743E+02  -0.845860E+01   0.000000E+00   0.580329E+02  -0.116066E+03
   0.111932E+03   0.417739E+02  -0.945602E+00   0.133338E-03   0.127350E+02   0.932554E+01   0.158051E+02   0.146823E+02   0.494454E+02  -0.829359E+01   0.000000E+00   0.577390E+02  -0.115478E+03
   0.111932E+03   0.441112E+02  -0.945602E+00   0.133338E-03   0.127350E+02   0.932554E+01   0.161703E+02   0.146823E+02   0.479411E+02  -0.835281E+01   0.000000E+00   0.562939E+02  -0.112588E+03
   0.111932E+03   0.441112E+02  -0.842988E+00   0.133338E-03   0.881915E+01   0.932554E+01   0.129667E+02   0.146823E+02   0.486237E+02  -0.742600E+01   0.000000E+00   0.560497E+02  -0.112099E+03
   0.109802E+03   0.453377E+02  -0.842988E+00   0.133338E-03   0.881915E+01   0.132582E+02   0.129667E+02   0.146823E+02   0.493015E+02  -0.871118E+01   0.000000E+00   0.580127E+02  -0.116025E+03
   0.109802E+03   0.453377E+02  -0.113561E+01   0.133338E-03   0.102608E+02   0.901365E+01   0.129667E+02   0.141140E+02   0.506033E+02  -0.742927E+01   0.000000E+00   0.580326E+02  -0.116065E+03
   0.109802E+03   0.453377E+02  -0.113561E+01   0.133338E-03   0.115059E+02   0.901365E+01   0.129667E+02   0.141140E+02   0.502511E+02  -0.778148E+01   0.000000E+00   0.580326E+02  -0.116065E+03
   0.109419E+03   0.453377E+02  -0.113561E+01   0.133338E-03   0.910164E+01   0.104308E+02   0.202492E+02   0.110362E+02   0.482009E+02  -0.963611E+01   0.000000E+00   0.578370E+02  -0.115674E+03
   0.109419E+03   0.453377E+02  -0.113561E+01   0.417437E-03   0.818904E+01   0.109036E+02   0.202492E+02   0.110362E+02   0.465529E+02  -0.100343E+02   0.000000E+00   0.565872E+02  -0.113174E+03
   0.108887E+03   0.468165E+02  -0.113561E+01   0.568815E-03   0.136262E+02   0.109036E+02   0.133450E+02   0.120019E+02   0.462425E+02  -0.939789E+01   0.000000E+00   0.556404E+02  -0.111281E+03
   0.108887E+03   0.468165E+02  -0.113561E+01   0.568815E-03   0.158542E+02   0.113531E+02   0.133450E+02   0.120019E+02   0.444847E+02  -0.111556E+02   0.000000E+00   0.556403E+02  -0.111281E+03
   0.108887E+03   0.450697E+02  -0.113561E+01   0.568815E-03   0.158542E+02   0.676065E+01   0.133450E+02   0.120019E+02   0.426864E+02  -0.123515E+02   0.000000E+00   0.550379E+02  -0.110076E+03
   0.108887E+03   0.450697E+02  -0.171070E+01   0.568815E-03   0.545529E+01   0.113954E+02   0.133450E+02   0.120019E+02   0.423517E+02  -0.120401E+02   0.000000E+00   0.543918E+02  -0.108784E+03
   0.108887E+03   0.450697E+02  -0.171070E+01   0.568815E-03   0.545529E+01   0.749619E+01   0.133450E+02   0.120019E+02   0.419457E+02  -0.124462E+02   0.000000E+00   0.543919E+02  -0.108784E+03
   0.110698E+03   0.450697E+02  -0.171070E+01   0.568815E-03   0.125254E+02   0.749619E+01   0.133450E+02   0.145208E+02   0.467189E+02  -0.890286E+01   0.000000E+00   0.556218E+02  -0.111244E+03
   0.110698E+03   0.450697E+02  -0.171070E+01   0.178683E-03   0.125254E+02   0.749619E+01   0.140523E+02   0.161405E+02   0.488606E+02  -0.899660E+01   0.000000E+00   0.578572E+02  -0.115714E+03
   0.110826E+03   0.450697E+02  -0.171070E+01   0.178683E-03   0.125254E+02   0.749619E+01   0.140523E+02   0.151606E+02   0.489406E+02  -0.886826E+01   0.000000E+00   0.578089E+02  -0.115618E+03
   0.110826E+03   0.450697E+02  -0.171070E+01   0.178683E-03   0.125254E+02   0.749619E+01   0.140523E+02   0.151606E+02   0.489406E+02  -0.886826E+01   0.000000E+00   0.578089E+02  -0.115618E+03
   0.110826E+03   0.450697E+02  -0.171070E+01   0.178683E-03   0.110739E+02   0.810255E+01   0.140523E+02   0.151606E+02   0.499745E+02  -0.783437E+01   0.000000E+00   0.578089E+02  -0.115618E+03
   0.110826E+03   0.450697E+02  -0.171070E+01   0.178683E-03   0.902289E+01   0.111261E+02   0.122661E+02   0.109279E+02   0.490291E+02  -0.877976E+01   0.000000E+00   0.578089E+02  -0.115618E+03
   0.110826E+03   0.450697E+02  -0.263513E+01   0.178683E-03   0.902289E+01   0.915042E+01   0.163130E+02   0.182579E+02   0.493251E+02  -0.814972E+01   0.000000E+00   0.574748E+02  -0.114950E+03
   0.110826E+03   0.450697E+02  -0.263513E+01   0.178683E-03   0.902289E+01   0.821655E+01   0.190877E+02   0.158923E+02   0.488338E+02  -0.864099E+01   0.000000E+00   0.574748E+02  -0.114950E+03
   0.110826E+03   0.450697E+02  -0.273181E+01   0.178683E-03   0.902289E+01   0.818930E+01   0.190877E+02   0.158923E+02   0.487060E+02  -0.865412E+01   0.000000E+00   0.573601E+02  -0.114720E+03
   0.110826E+03   0.446989E+02  -0.273181E+01   0.178683E-03   0.902289E+01   0.100072E+02   0.199381E+02   0.158923E+02   0.482220E+02  -0.868577E+01   0.000000E+00   0.569078E+02  -0.113816E+03
   0.110826E+03   0.446989E+02  -0.273181E+01   0.178683E-03   0.902289E+01   0.885752E+01   0.206353E+02   0.158923E+02   0.478664E+02  -0.904137E+01   0.000000E+00   0.569078E+02  -0.113816E+03
   0.110826E+03   0.446989E+02  -0.273181E+01   0.178683E-03   0.856827E+01   0.955534E+01   0.161519E+02   0.200330E+02   0.480460E+02  -0.886173E+01   0.000000E+00   0.569077E+02  -0.113815E+03
   0.110826E+03   0.446989E+02  -0.840181E+00   0.206909E-03   0.117883E+02   0.955534E+01   0.930898E+01   0.200330E+02   0.458635E+02  -0.114461E+02   0.000000E+00   0.573096E+02  -0.114619E+03
   0.110826E+03   0.446989E+02  -0.972175E+00   0.206909E-03   0.117883E+02   0.955534E+01   0.153977E+02   0.177890E+02   0.491393E+02  -0.831128E+01   0.000000E+00   0.574506E+02  -0.114901E+03
   0.110826E+03   0.446989E+02  -0.972175E+00   0.206909E-03   0.117883E+02   0.955534E+01   0.153977E+02   0.177890E+02   0.491393E+02  -0.831128E+01   0.000000E+00   0.574506E+02  -0.114901E+03
   0.110826E+03   0.446989E+02  -0.972175E+00   0.206909E-03   0.117883E+02   0.949591E+01   0.153977E+02   0.175444E+02   0.492084E+02  -0.824215E+01   0.000000E+00   0.574505E+02  -0.114901E+03
   0.109545E+03   0.443083E+02  -0.738684E+00   0.206909E-03   0.117883E+02   0.769091E+01   0.132273E+02   0.121102E+02   0.485253E+02  -0.879163E+01   0.000000E+00   0.573169E+02  -0.114634E+03
   0.109545E+03   0.443083E+02   0.129566E+00   0.206909E-03   0.726482E+01   0.769091E+01   0.132273E+02   0.135200E+02   0.489291E+02  -0.891811E+01   0.000000E+00   0.578472E+02  -0.115694E+03
   0.109545E+03   0.443083E+02   0.348712E+00   0.206909E-03   0.955208E+01   0.769091E+01   0.132273E+02   0.135200E+02   0.498604E+02  -0.794174E+01   0.000000E+00   0.578021E+02  -0.115604E+03
   0.108710E+03   0.443083E+02   0.714055E+00   0.206909E-03   0.955208E+01   0.120506E+02   0.132273E+02   0.135200E+02   0.497866E+02  -0.796410E+01   0.000000E+00   0.577507E+02  -0.115501E+03
   0.108129E+03   0.443083E+02   0.176521E+01   0.206909E-03   0.955208E+01   0.861887E+01   0.132273E+02   0.135200E+02   0.503488E+02  -0.747017E+01   0.000000E+00   0.578190E+02  -0.115638E+03
   0.107789E+03   0.443083E+02   0.537710E+00   0.319194E-03   0.910984E+01   0.861887E+01   0.155984E+02   0.135200E+02   0.483326E+02  -0.749145E+01   0.000000E+00   0.558241E+02  -0.111648E+03
   0.107789E+03   0.443083E+02   0.766738E+00   0.176575E-03   0.136299E+02   0.861887E+01   0.169506E+02   0.135200E+02   0.472764E+02  -0.923532E+01   0.000000E+00   0.565117E+02  -0.113023E+03
   0.107789E+03   0.443083E+02   0.175561E+01   0.176575E-03   0.788586E+01   0.861887E+01   0.169506E+02   0.132154E+02   0.495524E+02  -0.823739E+01   0.000000E+00   0.577898E+02  -0.115580E+03
   0.107789E+03   0.443083E+02   0.240375E+01   0.176575E-03   0.788586E+01   0.958742E+01   0.139730E+02   0.152508E+02   0.501379E+02  -0.771895E+01   0.000000E+00   0.578568E+02  -0.115714E+03
   0.107789E+03   0.443083E+02   0.240375E+01   0.176575E-03   0.126547E+02   0.764823E+01   0.166157E+02   0.152508E+02   0.487856E+02  -0.907120E+01   0.000000E+00   0.578568E+02  -0.115714E+03
   0.107789E+03   0.443083E+02   0.248025E+01   0.176575E-03   0.939208E+01   0.107634E+02   0.166157E+02   0.152508E+02   0.501830E+02  -0.764007E+01   0.000000E+00   0.578231E+02  -0.115646E+03
   0.107789E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.939208E+01   0.107634E+02   0.122787E+02   0.169727E+02   0.498934E+02  -0.800206E+01   0.000000E+00   0.578955E+02  -0.115791E+03
   0.107789E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.101145E+02   0.891453E+01   0.122787E+02   0.151277E+02   0.502629E+02  -0.763252E+01   0.000000E+00   0.578954E+02  -0.115791E+03
   0.107789E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.874782E+01   0.891453E+01   0.122787E+02   0.102532E+02   0.487664E+02  -0.912899E+01   0.000000E+00   0.578954E+02  -0.115791E+03
   0.107457E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.874782E+01   0.102249E+02   0.122787E+02   0.118608E+02   0.496620E+02  -0.813276E+01   0.000000E+00   0.577948E+02  -0.115590E+03
   0.107457E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.874782E+01   0.102249E+02   0.122787E+02   0.170825E+02   0.497751E+02  -0.801964E+01   0.000000E+00   0.577947E+02  -0.115589E+03
   0.107457E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.902358E+01   0.102249E+02   0.141797E+02   0.133420E+02   0.504402E+02  -0.735457E+01   0.000000E+00   0.577948E+02  -0.115590E+03
   0.107457E+03   0.443083E+02   0.221320E+01   0.176575E-03   0.103386E+02   0.114150E+02   0.141797E+02   0.133420E+02   0.500994E+02  -0.769538E+01   0.000000E+00   0.577948E+02  -0.115590E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.103386E+02   0.109647E+02   0.130621E+02   0.104457E+02   0.487073E+02  -0.888034E+01   0.000000E+00   0.575876E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.100429E+02   0.109647E+02   0.122066E+02   0.104457E+02   0.485261E+02  -0.906158E+01   0.000000E+00   0.575877E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.100429E+02   0.109647E+02   0.122066E+02   0.117970E+02   0.493200E+02  -0.826768E+01   0.000000E+00   0.575877E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.889431E+01   0.109647E+02   0.122066E+02   0.117970E+02   0.492701E+02  -0.831762E+01   0.000000E+00   0.575877E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.889431E+01   0.691164E+01   0.122066E+02   0.117970E+02   0.481321E+02  -0.945562E+01   0.000000E+00   0.575877E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.889431E+01   0.103406E+02   0.213835E+02   0.117970E+02   0.478194E+02  -0.976832E+01   0.000000E+00   0.575877E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.299360E+01   0.221338E-03   0.107281E+02   0.103406E+02   0.198162E+02   0.117970E+02   0.484202E+02  -0.916746E+01   0.000000E+00   0.575877E+02  -0.115175E+03
   0.107457E+03   0.443083E+02   0.393121E+01   0.245016E-05   0.812707E+01   0.103406E+02   0.198162E+02   0.135880E+02   0.476762E+02  -0.890795E+01   0.000000E+00   0.565841E+02  -0.113168E+03
   0.107457E+03   0.443083E+02   0.172661E+01   0.245016E-05   0.998825E+01   0.103406E+02   0.198162E+02   0.121406E+02   0.486889E+02  -0.890089E+01   0.000000E+00   0.575898E+02  -0.115180E+03
   0.107457E+03   0.443083E+02   0.172661E+01   0.245016E-05   0.998825E+01   0.944874E+01   0.198162E+02   0.145727E+02   0.491190E+02  -0.847077E+01   0.000000E+00   0.575898E+02  -0.115180E+03
   0.107457E+03   0.443083E+02   0.330390E+01   0.245016E-05   0.998825E+01   0.944874E+01   0.149542E+02   0.197813E+02   0.492034E+02  -0.847229E+01   0.000000E+00   0.576757E+02  -0.115351E+03
   0.107457E+03   0.443083E+02   0.290887E+01   0.245016E-05   0.911531E+01   0.944874E+01   0.149542E+02   0.197813E+02   0.495478E+02  -0.848808E+01   0.000000E+00   0.580359E+02  -0.116072E+03
   0.108254E+03   0.443083E+02   0.288272E+01   0.245016E-05   0.841625E+01   0.944874E+01   0.153225E+02   0.186115E+02   0.485698E+02  -0.826635E+01   0.000000E+00   0.568361E+02  -0.113672E+03
   0.108254E+03   0.440065E+02   0.637463E+00   0.245016E-05   0.841625E+01   0.923090E+01   0.153225E+02   0.117943E+02   0.489492E+02  -0.796759E+01   0.000000E+00   0.569168E+02  -0.113834E+03
   0.108254E+03   0.440065E+02   0.637463E+00   0.245016E-05   0.841625E+01   0.123092E+02   0.153225E+02   0.216437E+02   0.466369E+02  -0.102799E+02   0.000000E+00   0.569168E+02  -0.113834E+03
   0.108254E+03   0.440065E+02   0.637463E+00   0.245016E-05   0.841625E+01   0.959051E+01   0.153225E+02   0.216437E+02   0.474042E+02  -0.951263E+01   0.000000E+00   0.569168E+02  -0.113834E+03
   0.108254E+03   0.440065E+02   0.637463E+00   0.245016E-05   0.841625E+01   0.101678E+02   0.153225E+02   0.216437E+02   0.473641E+02  -0.955269E+01   0.000000E+00   0.569168E+02  -0.113834E+03
   0.108254E+03   0.440065E+02   0.637463E+00   0.245016E-05   0.841625E+01   0.101678E+02   0.153225E+02   0.216437E+02   0.473641E+02  -0.955269E+01   0.000000E+00   0.569168E+02  -0.113834E+03
   0.108254E+03   0.440065E+02   0.294598E+01   0.245016E-05   0.841625E+01   0.868190E+01   0.153225E+02   0.195444E+02   0.484623E+02  -0.873383E+01   0.000000E+00   0.571961E+02  -0.114392E+03
   0.108254E+03   0.440065E+02   0.294598E+01   0.245016E-05   0.841625E+01   0.850119E+01   0.150963E+02   0.195444E+02   0.484235E+02  -0.877264E+01   0.000000E+00   0.571961E+02  -0.114392E+03
   0.107217E+03   0.440065E+02   0.294598E+01   0.245016E-05   0.814449E+01   0.667097E+01   0.141240E+02   0.195444E+02   0.477292E+02  -0.103494E+02   0.000000E+00   0.580786E+02  -0.116157E+03
   0.107217E+03   0.440065E+02   0.315804E+01   0.245016E-05   0.814449E+01   0.667097E+01   0.141240E+02   0.128592E+02   0.487446E+02  -0.935177E+01   0.000000E+00   0.580964E+02  -0.116193E+03
   0.107217E+03   0.440065E+02   0.308296E+01   0.245016E-05   0.814449E+01   0.159119E+02   0.141240E+02   0.128592E+02   0.472232E+02  -0.108694E+02   0.000000E+00   0.580926E+02  -0.116185E+03
   0.107217E+03   0.440065E+02   0.278181E+01   0.245016E-05   0.106952E+02   0.161577E+02   0.856358E+01   0.128592E+02   0.437664E+02  -0.142498E+02   0.000000E+00   0.580162E+02  -0.116032E+03
   0.107217E+03   0.440065E+02   0.278181E+01   0.245016E-05   0.103506E+02   0.161577E+02   0.856358E+01   0.128777E+02   0.438449E+02  -0.141714E+02   0.000000E+00   0.580163E+02  -0.116033E+03
   0.107217E+03   0.440065E+02   0.278181E+01   0.245016E-05   0.104231E+02   0.161577E+02   0.856358E+01   0.128777E+02   0.438313E+02  -0.141850E+02   0.000000E+00   0.580163E+02  -0.116033E+03
   0.107217E+03   0.440065E+02   0.278181E+01   0.245016E-05   0.104231E+02   0.932179E+01   0.856358E+01   0.128777E+02   0.471975E+02  -0.108189E+02   0.000000E+00   0.580164E+02  -0.116033E+03
   0.107217E+03   0.440065E+02   0.278181E+01   0.245016E-05   0.104231E+02   0.110056E+02   0.198142E+02   0.128777E+02   0.490984E+02  -0.891794E+01   0.000000E+00   0.580163E+02  -0.116033E+03
   0.107217E+03   0.440065E+02   0.315451E+01   0.245016E-05   0.104231E+02   0.110056E+02   0.169250E+02   0.128777E+02   0.501178E+02  -0.797409E+01   0.000000E+00   0.580919E+02  -0.116184E+03
   0.107217E+03   0.437584E+02   0.315451E+01   0.245016E-05   0.113967E+02   0.110056E+02   0.158114E+02   0.128777E+02   0.500126E+02  -0.803998E+01   0.000000E+00   0.580526E+02  -0.116105E+03
   0.107217E+03   0.457994E+02   0.197729E+00   0.245016E-05   0.113967E+02   0.801956E+01   0.193704E+02   0.121941E+02   0.472794E+02  -0.939381E+01   0.000000E+00   0.566732E+02  -0.113346E+03
   0.108289E+03   0.457994E+02   0.837019E+00   0.245016E-05   0.114650E+02   0.801956E+01   0.177869E+02   0.121941E+02   0.491107E+02  -0.888022E+01   0.000000E+00   0.579909E+02  -0.115982E+03
   0.108289E+03   0.451428E+02   0.837019E+00   0.245016E-05   0.114650E+02   0.708932E+01   0.177869E+02   0.141797E+02   0.489452E+02  -0.928150E+01   0.000000E+00   0.582267E+02  -0.116453E+03
   0.107313E+03   0.451428E+02   0.172003E+01   0.341930E-03   0.114650E+02   0.708932E+01   0.177869E+02   0.141798E+02   0.478313E+02  -0.928150E+01   0.000000E+00   0.571128E+02  -0.114226E+03
   0.107313E+03   0.472424E+02   0.172003E+01   0.345277E-03   0.114650E+02   0.708932E+01   0.992497E+01   0.142638E+02   0.456591E+02  -0.104652E+02   0.000000E+00   0.561243E+02  -0.112249E+03
   0.107313E+03   0.472424E+02   0.862712E+00   0.345277E-03   0.114650E+02   0.708932E+01   0.992497E+01   0.160172E+02   0.463904E+02  -0.106033E+02   0.000000E+00   0.569937E+02  -0.113987E+03
   0.107313E+03   0.488392E+02   0.637262E+00   0.345277E-03   0.110474E+02   0.729085E+01   0.992497E+01   0.160172E+02   0.454610E+02  -0.102534E+02   0.000000E+00   0.557144E+02  -0.111429E+03
   0.105363E+03   0.488392E+02   0.637262E+00   0.345277E-03   0.877552E+01   0.883414E+01   0.134772E+02   0.160172E+02   0.493708E+02  -0.756566E+01   0.000000E+00   0.569365E+02  -0.113873E+03
