a0_min_r_1     a0_flood_r_1   a1_flood_r_1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.112531E+03   0.403403E+02   0.204094E+00   0.943588E-04   0.876120E+01   0.105622E+02   0.179332E+02   0.130809E+02   0.500382E+02  -0.811245E+01   0.000000E+00   0.581507E+02  -0.116301E+03
   0.112531E+03   0.413634E+02  -0.257429E+00   0.943588E-04   0.108240E+02   0.102621E+02   0.179332E+02   0.126076E+02   0.497591E+02  -0.823202E+01   0.000000E+00   0.579911E+02  -0.115982E+03
   0.112531E+03   0.413634E+02  -0.257429E+00   0.943588E-04   0.109253E+02   0.127248E+02   0.156507E+02   0.137866E+02   0.495091E+02  -0.848205E+01   0.000000E+00   0.579911E+02  -0.115982E+03
   0.112531E+03   0.413634E+02  -0.144505E+01   0.943588E-04   0.104152E+02   0.127248E+02   0.156507E+02   0.137866E+02   0.491178E+02  -0.835702E+01   0.000000E+00   0.574748E+02  -0.114950E+03
   0.112531E+03   0.413634E+02  -0.144505E+01   0.943588E-04   0.104152E+02   0.127248E+02   0.169380E+02   0.137866E+02   0.488767E+02  -0.859808E+01   0.000000E+00   0.574748E+02  -0.114950E+03
   0.113108E+03   0.413634E+02  -0.144505E+01   0.943588E-04   0.104152E+02   0.127248E+02   0.172297E+02   0.137866E+02   0.493724E+02  -0.867067E+01   0.000000E+00   0.580431E+02  -0.116086E+03
   0.113108E+03   0.413634E+02  -0.144505E+01   0.943588E-04   0.928067E+01   0.127956E+02   0.166033E+02   0.137866E+02   0.495476E+02  -0.849548E+01   0.000000E+00   0.580431E+02  -0.116086E+03
   0.113108E+03   0.413634E+02  -0.174736E+01   0.943588E-04   0.928067E+01   0.124681E+02   0.158065E+02   0.137866E+02   0.496460E+02  -0.817436E+01   0.000000E+00   0.578204E+02  -0.115641E+03
   0.113108E+03   0.413634E+02  -0.174736E+01   0.193262E-03   0.928067E+01   0.124681E+02   0.162295E+02   0.154631E+02   0.493225E+02  -0.828143E+01   0.000000E+00   0.576039E+02  -0.115208E+03
   0.113108E+03   0.413634E+02  -0.548288E+00   0.193262E-03   0.928067E+01   0.124681E+02   0.162295E+02   0.169985E+02   0.488862E+02  -0.856009E+01   0.000000E+00   0.574463E+02  -0.114893E+03
   0.113108E+03   0.413634E+02  -0.548288E+00   0.193262E-03   0.928067E+01   0.124681E+02   0.162295E+02   0.234510E+02   0.462638E+02  -0.111824E+02   0.000000E+00   0.574462E+02  -0.114892E+03
   0.113108E+03   0.413634E+02  -0.548288E+00   0.313716E-04   0.928067E+01   0.933266E+01   0.146467E+02   0.234510E+02   0.475217E+02  -0.101711E+02   0.000000E+00   0.576928E+02  -0.115386E+03
   0.113108E+03   0.413634E+02  -0.548288E+00   0.313716E-04   0.105391E+02   0.933266E+01   0.137623E+02   0.234510E+02   0.474065E+02  -0.102863E+02   0.000000E+00   0.576928E+02  -0.115386E+03
   0.113108E+03   0.413634E+02  -0.548288E+00   0.313716E-04   0.105391E+02   0.742150E+01   0.137623E+02   0.267637E+02   0.447571E+02  -0.129356E+02   0.000000E+00   0.576927E+02  -0.115385E+03
   0.113108E+03   0.413634E+02  -0.187666E+01   0.313716E-04   0.105391E+02   0.775599E+01   0.166770E+02   0.267637E+02   0.447971E+02  -0.129152E+02   0.000000E+00   0.577123E+02  -0.115425E+03
   0.113108E+03   0.413634E+02  -0.187666E+01   0.313716E-04   0.105391E+02   0.775599E+01   0.166770E+02   0.265708E+02   0.449084E+02  -0.128039E+02   0.000000E+00   0.577123E+02  -0.115425E+03
   0.113108E+03   0.413634E+02  -0.187666E+01   0.876275E-04   0.803133E+01   0.775599E+01   0.167543E+02   0.204239E+02   0.477122E+02  -0.995696E+01   0.000000E+00   0.576692E+02  -0.115338E+03
   0.113108E+03   0.413634E+02  -0.187666E+01   0.876275E-04   0.803133E+01   0.775599E+01   0.167543E+02   0.204239E+02   0.477122E+02  -0.995696E+01   0.000000E+00   0.576692E+02  -0.115338E+03
   0.113108E+03   0.413634E+02  -0.187666E+01   0.876275E-04   0.803133E+01   0.775599E+01   0.167543E+02   0.204239E+02   0.477122E+02  -0.995696E+01   0.000000E+00   0.576692E+02  -0.115338E+03
   0.113108E+03   0.413634E+02  -0.187666E+01   0.876275E-04   0.113892E+02   0.775599E+01   0.187120E+02   0.203086E+02   0.472324E+02  -0.104368E+02   0.000000E+00   0.576692E+02  -0.115338E+03
   0.113108E+03   0.418891E+02  -0.187666E+01   0.876275E-04   0.117369E+02   0.775599E+01   0.155435E+02   0.135472E+02   0.496577E+02  -0.837240E+01   0.000000E+00   0.580301E+02  -0.116060E+03
   0.113108E+03   0.418891E+02  -0.154976E+01   0.876275E-04   0.117369E+02   0.144428E+02   0.151745E+02   0.149247E+02   0.482501E+02  -0.980539E+01   0.000000E+00   0.580555E+02  -0.116111E+03
   0.113108E+03   0.418891E+02  -0.154976E+01   0.876275E-04   0.117369E+02   0.118577E+02   0.183335E+02   0.138639E+02   0.490792E+02  -0.897621E+01   0.000000E+00   0.580554E+02  -0.116111E+03
   0.113500E+03   0.418891E+02  -0.154976E+01   0.876275E-04   0.117369E+02   0.118577E+02   0.183335E+02   0.138639E+02   0.488004E+02  -0.897621E+01   0.000000E+00   0.577766E+02  -0.115553E+03
   0.113500E+03   0.418891E+02  -0.154976E+01   0.876275E-04   0.117369E+02   0.118577E+02   0.183335E+02   0.138639E+02   0.488004E+02  -0.897621E+01   0.000000E+00   0.577766E+02  -0.115553E+03
   0.113500E+03   0.418891E+02  -0.154976E+01   0.876275E-04   0.116438E+02   0.118672E+02   0.183335E+02   0.135912E+02   0.488111E+02  -0.896556E+01   0.000000E+00   0.577767E+02  -0.115553E+03
   0.113500E+03   0.418891E+02  -0.115544E+01   0.876275E-04   0.795716E+01   0.115619E+02   0.183335E+02   0.135912E+02   0.484129E+02  -0.881895E+01   0.000000E+00   0.572319E+02  -0.114464E+03
   0.111759E+03   0.418891E+02  -0.134419E+01   0.876275E-04   0.795716E+01   0.100633E+02   0.199554E+02   0.168491E+02   0.477635E+02  -0.927943E+01   0.000000E+00   0.570429E+02  -0.114086E+03
   0.111759E+03   0.446570E+02  -0.130679E+01   0.876275E-04   0.795716E+01   0.103889E+02   0.230982E+02   0.168491E+02   0.457147E+02  -0.107863E+02   0.000000E+00   0.565010E+02  -0.113002E+03
   0.111759E+03   0.446570E+02  -0.350337E+01   0.876275E-04   0.686572E+01   0.104171E+02   0.230982E+02   0.152363E+02   0.457298E+02  -0.114926E+02   0.000000E+00   0.572224E+02  -0.114445E+03
   0.111759E+03   0.450250E+02  -0.350337E+01   0.876275E-04   0.768360E+01   0.104171E+02   0.240627E+02   0.152363E+02   0.464071E+02  -0.112087E+02   0.000000E+00   0.576158E+02  -0.115232E+03
   0.111759E+03   0.450250E+02  -0.350337E+01   0.876275E-04   0.768360E+01   0.104171E+02   0.862087E+01   0.123282E+02   0.461249E+02  -0.114909E+02   0.000000E+00   0.576158E+02  -0.115232E+03
   0.111759E+03   0.450250E+02  -0.244639E+01   0.157494E-03   0.118880E+02   0.104171E+02   0.183006E+02   0.117690E+02   0.485821E+02  -0.905413E+01   0.000000E+00   0.576362E+02  -0.115272E+03
   0.111759E+03   0.450250E+02  -0.244639E+01   0.157494E-03   0.118880E+02   0.104171E+02   0.159370E+02   0.117690E+02   0.491690E+02  -0.846730E+01   0.000000E+00   0.576363E+02  -0.115273E+03
   0.111759E+03   0.450250E+02  -0.244639E+01   0.157494E-03   0.765312E+01   0.104171E+02   0.166025E+02   0.135183E+02   0.494269E+02  -0.820930E+01   0.000000E+00   0.576362E+02  -0.115272E+03
   0.111759E+03   0.442755E+02  -0.244639E+01   0.157494E-03   0.825810E+01   0.876716E+01   0.166025E+02   0.135183E+02   0.499781E+02  -0.787208E+01   0.000000E+00   0.578502E+02  -0.115700E+03
   0.111759E+03   0.442755E+02  -0.171856E+01   0.318202E-03   0.969201E+01   0.101008E+02   0.166025E+02   0.137427E+02   0.495450E+02  -0.749005E+01   0.000000E+00   0.570351E+02  -0.114070E+03
   0.111759E+03   0.442755E+02  -0.171856E+01   0.318202E-03   0.969201E+01   0.101008E+02   0.166025E+02   0.137427E+02   0.495450E+02  -0.749005E+01   0.000000E+00   0.570351E+02  -0.114070E+03
   0.111759E+03   0.442755E+02  -0.189372E+01   0.242141E-03   0.707514E+01   0.101008E+02   0.166025E+02   0.143942E+02   0.488554E+02  -0.863130E+01   0.000000E+00   0.574867E+02  -0.114973E+03
   0.111759E+03   0.442755E+02  -0.186206E+01   0.242141E-03   0.707514E+01   0.101008E+02   0.166025E+02   0.143942E+02   0.488370E+02  -0.863130E+01   0.000000E+00   0.574683E+02  -0.114937E+03
   0.111759E+03   0.442755E+02  -0.186206E+01   0.242141E-03   0.127454E+02   0.101008E+02   0.133465E+02   0.143942E+02   0.491858E+02  -0.828248E+01   0.000000E+00   0.574683E+02  -0.114937E+03
   0.111759E+03   0.447024E+02  -0.303050E+01   0.242141E-03   0.130584E+02   0.101008E+02   0.133465E+02   0.143942E+02   0.489815E+02  -0.846123E+01   0.000000E+00   0.574427E+02  -0.114885E+03
   0.111759E+03   0.447024E+02  -0.195978E+01   0.242141E-03   0.132638E+02   0.101008E+02   0.115086E+02   0.148840E+02   0.480789E+02  -0.915582E+01   0.000000E+00   0.572347E+02  -0.114469E+03
   0.111759E+03   0.447024E+02  -0.195978E+01   0.242141E-03   0.132638E+02   0.101008E+02   0.129961E+02   0.148840E+02   0.485778E+02  -0.865690E+01   0.000000E+00   0.572347E+02  -0.114469E+03
   0.111759E+03   0.447024E+02  -0.304587E+01   0.242141E-03   0.120625E+02   0.899969E+01   0.129961E+02   0.148840E+02   0.494041E+02  -0.802641E+01   0.000000E+00   0.574305E+02  -0.114861E+03
   0.111759E+03   0.447024E+02  -0.367213E+01   0.242141E-03   0.120625E+02   0.624452E+01   0.129961E+02   0.148840E+02   0.464577E+02  -0.102937E+02   0.000000E+00   0.567514E+02  -0.113503E+03
   0.111759E+03   0.447024E+02  -0.367213E+01   0.242141E-03   0.120625E+02   0.624452E+01   0.154547E+02   0.148840E+02   0.465303E+02  -0.102210E+02   0.000000E+00   0.567513E+02  -0.113503E+03
   0.111759E+03   0.447024E+02  -0.367213E+01   0.242141E-03   0.120219E+02   0.624452E+01   0.158314E+02   0.148840E+02   0.465000E+02  -0.102513E+02   0.000000E+00   0.567513E+02  -0.113503E+03
   0.111759E+03   0.446843E+02  -0.344300E+01   0.649601E-03   0.120219E+02   0.685939E+01   0.155797E+02   0.148840E+02   0.454706E+02  -0.931550E+01   0.000000E+00   0.547861E+02  -0.109572E+03
   0.113002E+03   0.427901E+02  -0.215558E+01   0.649601E-03   0.120219E+02   0.875839E+01   0.223858E+02   0.148840E+02   0.446541E+02  -0.103515E+02   0.000000E+00   0.550056E+02  -0.110011E+03
   0.113002E+03   0.427901E+02  -0.173497E+01   0.649601E-03   0.120219E+02   0.103723E+02   0.212964E+02   0.148840E+02   0.451038E+02  -0.979954E+01   0.000000E+00   0.549033E+02  -0.109807E+03
   0.113002E+03   0.437776E+02  -0.173497E+01   0.649601E-03   0.120219E+02   0.103723E+02   0.212964E+02   0.148840E+02   0.445386E+02  -0.979954E+01   0.000000E+00   0.543381E+02  -0.108676E+03
   0.113098E+03   0.437776E+02  -0.731897E+00   0.649601E-03   0.120219E+02   0.103723E+02   0.240668E+02   0.170237E+02   0.414038E+02  -0.115141E+02   0.000000E+00   0.529179E+02  -0.105836E+03
   0.113098E+03   0.440415E+02  -0.235260E+01   0.361741E-03   0.126754E+02   0.868987E+01   0.240668E+02   0.170237E+02   0.442436E+02  -0.118986E+02   0.000000E+00   0.561422E+02  -0.112284E+03
   0.112730E+03   0.440415E+02  -0.235260E+01   0.361741E-03   0.126754E+02   0.868987E+01   0.215282E+02   0.170237E+02   0.459771E+02  -0.106249E+02   0.000000E+00   0.566020E+02  -0.113204E+03
   0.112730E+03   0.440415E+02  -0.297274E+01   0.361741E-03   0.101167E+02   0.868987E+01   0.215282E+02   0.170237E+02   0.472170E+02  -0.969855E+01   0.000000E+00   0.569155E+02  -0.113831E+03
   0.112730E+03   0.450241E+02  -0.508412E+01   0.361741E-03   0.101167E+02   0.856049E+01   0.181016E+02   0.170237E+02   0.476296E+02  -0.837538E+01   0.000000E+00   0.560050E+02  -0.112010E+03
   0.112730E+03   0.450241E+02  -0.508412E+01   0.361741E-03   0.101167E+02   0.856049E+01   0.181016E+02   0.138680E+02   0.479579E+02  -0.804711E+01   0.000000E+00   0.560050E+02  -0.112010E+03
   0.112730E+03   0.450241E+02  -0.480897E+01   0.361741E-03   0.101167E+02   0.856049E+01   0.125001E+02   0.169074E+02   0.484052E+02  -0.795107E+01   0.000000E+00   0.563563E+02  -0.112713E+03
   0.113761E+03   0.450241E+02  -0.480897E+01   0.361741E-03   0.101167E+02   0.104768E+02   0.201886E+02   0.169074E+02   0.476510E+02  -0.904525E+01   0.000000E+00   0.566962E+02  -0.113392E+03
   0.113761E+03   0.450241E+02  -0.369033E+01   0.361741E-03   0.101167E+02   0.885880E+01   0.112808E+02   0.169074E+02   0.473869E+02  -0.836372E+01   0.000000E+00   0.557506E+02  -0.111501E+03
   0.111818E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.110791E+02   0.885880E+01   0.133213E+02   0.169074E+02   0.482571E+02  -0.791158E+01   0.000000E+00   0.561687E+02  -0.112337E+03
   0.111818E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.964354E+01   0.885880E+01   0.133213E+02   0.213266E+02   0.469096E+02  -0.925907E+01   0.000000E+00   0.561687E+02  -0.112337E+03
   0.111818E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.778292E+01   0.885880E+01   0.122189E+02   0.153061E+02   0.479664E+02  -0.820221E+01   0.000000E+00   0.561686E+02  -0.112337E+03
   0.111818E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.976012E+01   0.103615E+02   0.122189E+02   0.227004E+02   0.459942E+02  -0.101744E+02   0.000000E+00   0.561686E+02  -0.112337E+03
   0.111818E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.976012E+01   0.103615E+02   0.232225E+02   0.227004E+02   0.434898E+02  -0.126788E+02   0.000000E+00   0.561686E+02  -0.112337E+03
   0.111818E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.882091E+01   0.103615E+02   0.232225E+02   0.187868E+02   0.451034E+02  -0.110653E+02   0.000000E+00   0.561687E+02  -0.112337E+03
   0.110552E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.882091E+01   0.103615E+02   0.271841E+02   0.187868E+02   0.437560E+02  -0.132540E+02   0.000000E+00   0.570100E+02  -0.114020E+03
   0.110684E+03   0.450241E+02  -0.180804E+01   0.361741E-03   0.882091E+01   0.716317E+01   0.261989E+02   0.180188E+02   0.435866E+02  -0.134370E+02   0.000000E+00   0.570236E+02  -0.114047E+03
   0.110684E+03   0.450241E+02  -0.333598E+01   0.292257E-03   0.882091E+01   0.867349E+01   0.261989E+02   0.105607E+02   0.426786E+02  -0.130748E+02   0.000000E+00   0.557534E+02  -0.111507E+03
   0.110684E+03   0.464725E+02  -0.280006E+01   0.650158E-04   0.882091E+01   0.867349E+01   0.261989E+02   0.105607E+02   0.448864E+02  -0.130748E+02   0.000000E+00   0.579612E+02  -0.115922E+03
   0.110684E+03   0.464725E+02  -0.250065E+01   0.650158E-04   0.882091E+01   0.867349E+01   0.255113E+02   0.202371E+02   0.448757E+02  -0.129184E+02   0.000000E+00   0.577941E+02  -0.115588E+03
   0.110684E+03   0.464725E+02  -0.359686E+01   0.650158E-04   0.882091E+01   0.133553E+02   0.255113E+02   0.148953E+02   0.449229E+02  -0.127164E+02   0.000000E+00   0.576393E+02  -0.115279E+03
   0.111477E+03   0.464725E+02  -0.228092E+01   0.650158E-04   0.813554E+01   0.133553E+02   0.255113E+02   0.148953E+02   0.427815E+02  -0.129710E+02   0.000000E+00   0.557525E+02  -0.111505E+03
   0.111477E+03   0.464725E+02  -0.228092E+01   0.650158E-04   0.813554E+01   0.133553E+02   0.255113E+02   0.126876E+02   0.425922E+02  -0.131604E+02   0.000000E+00   0.557526E+02  -0.111505E+03
   0.111477E+03   0.464725E+02  -0.460921E+01   0.650158E-04   0.844331E+01   0.133553E+02   0.255113E+02   0.192870E+02   0.434186E+02  -0.138815E+02   0.000000E+00   0.573001E+02  -0.114600E+03
   0.111273E+03   0.464725E+02  -0.460921E+01   0.650158E-04   0.844331E+01   0.133553E+02   0.172202E+02   0.192870E+02   0.467806E+02  -0.102012E+02   0.000000E+00   0.569818E+02  -0.113964E+03
   0.111273E+03   0.460166E+02  -0.460921E+01   0.650158E-04   0.844331E+01   0.852431E+01   0.172202E+02   0.121558E+02   0.478746E+02  -0.832544E+01   0.000000E+00   0.562000E+02  -0.112400E+03
   0.111273E+03   0.460166E+02  -0.460921E+01   0.340600E-04   0.844331E+01   0.852431E+01   0.172202E+02   0.121558E+02   0.478727E+02  -0.832544E+01   0.000000E+00   0.561981E+02  -0.112396E+03
   0.111273E+03   0.460166E+02  -0.277389E+01   0.340600E-04   0.844331E+01   0.852431E+01   0.166873E+02   0.121558E+02   0.495958E+02  -0.819788E+01   0.000000E+00   0.577937E+02  -0.115587E+03
   0.111273E+03   0.460166E+02  -0.277389E+01   0.340600E-04   0.104445E+02   0.895771E+01   0.166873E+02   0.121558E+02   0.498350E+02  -0.795870E+01   0.000000E+00   0.577937E+02  -0.115587E+03
   0.111394E+03   0.460166E+02  -0.457892E+01   0.340600E-04   0.882237E+01   0.895771E+01   0.166873E+02   0.121558E+02   0.485933E+02  -0.796251E+01   0.000000E+00   0.565558E+02  -0.113112E+03
   0.111394E+03   0.460166E+02  -0.457892E+01   0.340600E-04   0.882237E+01   0.121733E+02   0.166873E+02   0.121558E+02   0.479546E+02  -0.860123E+01   0.000000E+00   0.565558E+02  -0.113112E+03
   0.112668E+03   0.460166E+02  -0.345082E+01   0.340600E-04   0.108903E+02   0.121733E+02   0.159689E+02   0.121558E+02   0.477028E+02  -0.856944E+01   0.000000E+00   0.562722E+02  -0.112544E+03
   0.112668E+03   0.460166E+02  -0.397429E+01   0.210306E-03   0.123241E+02   0.123208E+02   0.159689E+02   0.110564E+02   0.472777E+02  -0.973693E+01   0.000000E+00   0.570146E+02  -0.114029E+03
   0.112668E+03   0.460166E+02  -0.397429E+01   0.210306E-03   0.810028E+01   0.123208E+02   0.159689E+02   0.110564E+02   0.476883E+02  -0.932626E+01   0.000000E+00   0.570146E+02  -0.114029E+03
   0.112497E+03   0.460166E+02  -0.397429E+01   0.210306E-03   0.810028E+01   0.122199E+02   0.102010E+02   0.110564E+02   0.465788E+02  -0.106371E+02   0.000000E+00   0.572159E+02  -0.114432E+03
   0.112211E+03   0.460166E+02  -0.397429E+01   0.210306E-03   0.810028E+01   0.976827E+01   0.133359E+02   0.110938E+02   0.489672E+02  -0.847798E+01   0.000000E+00   0.574452E+02  -0.114890E+03
   0.112211E+03   0.460166E+02  -0.527153E+01   0.210306E-03   0.810028E+01   0.116805E+02   0.133359E+02   0.110938E+02   0.476511E+02  -0.895150E+01   0.000000E+00   0.566026E+02  -0.113205E+03
   0.112211E+03   0.460166E+02  -0.527153E+01   0.132480E-04   0.810028E+01   0.116805E+02   0.133359E+02   0.110938E+02   0.477871E+02  -0.895150E+01   0.000000E+00   0.567386E+02  -0.113477E+03
   0.112211E+03   0.460166E+02  -0.499707E+01   0.132480E-04   0.953959E+01   0.950468E+01   0.133359E+02   0.104160E+02   0.486445E+02  -0.857456E+01   0.000000E+00   0.572191E+02  -0.114438E+03
   0.112211E+03   0.460166E+02  -0.499707E+01   0.132480E-04   0.831633E+01   0.950468E+01   0.133359E+02   0.156772E+02   0.496140E+02  -0.760503E+01   0.000000E+00   0.572190E+02  -0.114438E+03
   0.112211E+03   0.460166E+02  -0.499707E+01   0.132480E-04   0.831633E+01   0.950468E+01   0.133359E+02   0.156772E+02   0.496140E+02  -0.760503E+01   0.000000E+00   0.572190E+02  -0.114438E+03
   0.112211E+03   0.460166E+02  -0.419105E+01   0.132480E-04   0.831633E+01   0.106100E+02   0.141354E+02   0.156772E+02   0.501475E+02  -0.765604E+01   0.000000E+00   0.578035E+02  -0.115607E+03
   0.112211E+03   0.460166E+02  -0.419105E+01   0.132480E-04   0.831633E+01   0.106100E+02   0.141354E+02   0.156772E+02   0.501475E+02  -0.765604E+01   0.000000E+00   0.578035E+02  -0.115607E+03
   0.112211E+03   0.460166E+02  -0.476339E+01   0.132480E-04   0.108700E+02   0.106100E+02   0.141354E+02   0.156772E+02   0.499242E+02  -0.758594E+01   0.000000E+00   0.575101E+02  -0.115020E+03
   0.112211E+03   0.464314E+02  -0.476339E+01   0.132480E-04   0.108700E+02   0.939667E+01   0.141354E+02   0.161119E+02   0.501673E+02  -0.753598E+01   0.000000E+00   0.577033E+02  -0.115407E+03
   0.113005E+03   0.464314E+02  -0.476339E+01   0.132480E-04   0.824005E+01   0.939667E+01   0.181622E+02   0.168791E+02   0.487298E+02  -0.846113E+01   0.000000E+00   0.571909E+02  -0.114382E+03
   0.113005E+03   0.464314E+02  -0.466699E+01   0.132480E-04   0.102264E+02   0.939667E+01   0.181622E+02   0.165721E+02   0.489277E+02  -0.814665E+01   0.000000E+00   0.570744E+02  -0.114149E+03
   0.113005E+03   0.464314E+02  -0.466699E+01   0.132480E-04   0.884870E+01   0.137248E+02   0.149860E+02   0.165721E+02   0.479577E+02  -0.911661E+01   0.000000E+00   0.570743E+02  -0.114149E+03
   0.111702E+03   0.464314E+02  -0.466699E+01   0.132480E-04   0.705593E+01   0.137248E+02   0.149860E+02   0.165721E+02   0.472398E+02  -0.102232E+02   0.000000E+00   0.574630E+02  -0.114926E+03
   0.111228E+03   0.464314E+02  -0.412925E+01   0.132480E-04   0.705593E+01   0.137554E+02   0.135477E+02   0.165721E+02   0.473297E+02  -0.102719E+02   0.000000E+00   0.576016E+02  -0.115203E+03
   0.111228E+03   0.464314E+02  -0.412925E+01   0.132480E-04   0.728231E+01   0.756089E+01   0.135477E+02   0.169071E+02   0.483781E+02  -0.922344E+01   0.000000E+00   0.576015E+02  -0.115203E+03
   0.111228E+03   0.464314E+02  -0.355087E+01   0.132480E-04   0.728231E+01   0.922635E+01   0.135477E+02   0.137536E+02   0.496963E+02  -0.823497E+01   0.000000E+00   0.579313E+02  -0.115863E+03
   0.111228E+03   0.464314E+02  -0.355087E+01   0.132480E-04   0.842240E+01   0.904513E+01   0.135477E+02   0.186081E+02   0.496255E+02  -0.830569E+01   0.000000E+00   0.579312E+02  -0.115862E+03
   0.111228E+03   0.466605E+02  -0.355087E+01   0.209977E-03   0.955432E+01   0.904513E+01   0.135477E+02   0.134427E+02   0.502141E+02  -0.733357E+01   0.000000E+00   0.575477E+02  -0.115095E+03
   0.111228E+03   0.466605E+02  -0.449415E+01   0.209977E-03   0.955432E+01   0.904513E+01   0.135477E+02   0.135299E+02   0.497965E+02  -0.732284E+01   0.000000E+00   0.571193E+02  -0.114239E+03
   0.111228E+03   0.466605E+02  -0.449415E+01   0.209977E-03   0.948146E+01   0.965926E+01   0.135477E+02   0.135299E+02   0.498399E+02  -0.727946E+01   0.000000E+00   0.571194E+02  -0.114239E+03
   0.111228E+03   0.466605E+02  -0.302901E+01   0.209977E-03   0.692403E+01   0.965926E+01   0.135477E+02   0.135299E+02   0.485974E+02  -0.861868E+01   0.000000E+00   0.572161E+02  -0.114432E+03
   0.111228E+03   0.471719E+02  -0.275376E+01   0.209977E-03   0.692403E+01   0.965926E+01   0.135477E+02   0.135299E+02   0.474637E+02  -0.861868E+01   0.000000E+00   0.560824E+02  -0.112165E+03
   0.111224E+03   0.471719E+02  -0.275376E+01   0.209977E-03   0.692403E+01   0.965926E+01   0.135477E+02   0.135299E+02   0.474875E+02  -0.861868E+01   0.000000E+00   0.561062E+02  -0.112212E+03
   0.111224E+03   0.471719E+02  -0.442350E+01   0.209977E-03   0.692403E+01   0.965926E+01   0.217340E+02   0.135299E+02   0.467725E+02  -0.106806E+02   0.000000E+00   0.574531E+02  -0.114906E+03
   0.111224E+03   0.471719E+02  -0.419062E+01   0.162435E-03   0.111237E+02   0.965926E+01   0.191840E+02   0.135299E+02   0.491218E+02  -0.852037E+01   0.000000E+00   0.576422E+02  -0.115284E+03
   0.111224E+03   0.471719E+02  -0.419062E+01   0.162435E-03   0.122515E+02   0.965926E+01   0.131703E+02   0.135299E+02   0.495727E+02  -0.806941E+01   0.000000E+00   0.576421E+02  -0.115284E+03
   0.111224E+03   0.471719E+02  -0.419062E+01   0.162435E-03   0.150625E+02   0.139898E+02   0.131703E+02   0.135299E+02   0.460198E+02  -0.116224E+02   0.000000E+00   0.576422E+02  -0.115284E+03
   0.111224E+03   0.471719E+02  -0.419062E+01   0.162435E-03   0.115174E+02   0.103397E+02   0.131703E+02   0.135299E+02   0.498335E+02  -0.780867E+01   0.000000E+00   0.576422E+02  -0.115284E+03
   0.111978E+03   0.471719E+02  -0.419062E+01   0.162435E-03   0.115174E+02   0.987213E+01   0.131703E+02   0.135299E+02   0.492877E+02  -0.775052E+01   0.000000E+00   0.570382E+02  -0.114076E+03
   0.111978E+03   0.472156E+02  -0.419062E+01   0.582271E-03   0.120825E+02   0.911066E+01   0.131703E+02   0.135299E+02   0.471065E+02  -0.802236E+01   0.000000E+00   0.551289E+02  -0.110258E+03
   0.112115E+03   0.472156E+02  -0.419062E+01   0.582271E-03   0.101594E+02   0.911066E+01   0.162556E+02   0.133915E+02   0.475328E+02  -0.750207E+01   0.000000E+00   0.550349E+02  -0.110070E+03
   0.112115E+03   0.472156E+02  -0.419062E+01   0.582271E-03   0.776857E+01   0.911066E+01   0.162556E+02   0.133915E+02   0.470073E+02  -0.802758E+01   0.000000E+00   0.550349E+02  -0.110070E+03
   0.112115E+03   0.472156E+02  -0.520206E+01   0.582271E-03   0.804559E+01   0.911066E+01   0.162556E+02   0.133915E+02   0.474739E+02  -0.785679E+01   0.000000E+00   0.553307E+02  -0.110661E+03
   0.112115E+03   0.472156E+02  -0.520206E+01   0.582271E-03   0.804559E+01   0.879436E+01   0.162556E+02   0.135964E+02   0.474364E+02  -0.789434E+01   0.000000E+00   0.553307E+02  -0.110661E+03
   0.112115E+03   0.467971E+02  -0.520206E+01   0.582271E-03   0.804559E+01   0.861348E+01   0.147707E+02   0.127709E+02   0.473811E+02  -0.791236E+01   0.000000E+00   0.552935E+02  -0.110587E+03
   0.112115E+03   0.467971E+02  -0.520206E+01   0.582271E-03   0.108436E+02   0.861348E+01   0.147707E+02   0.127709E+02   0.475918E+02  -0.770168E+01   0.000000E+00   0.552935E+02  -0.110587E+03
   0.112115E+03   0.464275E+02  -0.602393E+01   0.582271E-03   0.108436E+02   0.861348E+01   0.147707E+02   0.127709E+02   0.467863E+02  -0.770168E+01   0.000000E+00   0.544880E+02  -0.108976E+03
   0.114589E+03   0.464275E+02  -0.602393E+01   0.582271E-03   0.121458E+02   0.861437E+01   0.147707E+02   0.201556E+02   0.453780E+02  -0.942898E+01   0.000000E+00   0.548070E+02  -0.109614E+03
   0.113304E+03   0.464275E+02  -0.602393E+01   0.582271E-03   0.720932E+01   0.112288E+02   0.147707E+02   0.207928E+02   0.450266E+02  -0.102013E+02   0.000000E+00   0.552279E+02  -0.110456E+03
   0.113304E+03   0.464275E+02  -0.602393E+01   0.582271E-03   0.720932E+01   0.108100E+02   0.147707E+02   0.175738E+02   0.463444E+02  -0.888350E+01   0.000000E+00   0.552279E+02  -0.110456E+03
