a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.100000E+03   0.330000E+02   0.500000E-03   0.100000E+02   0.100000E+02   0.150000E+02   0.100000E-02  -0.169221E+03
   0.111932E+03   0.385535E+02   0.500000E-03   0.975932E+01   0.799930E+01   0.144004E+02   0.146076E-02   0.250844E+02
   0.113584E+03   0.385535E+02   0.500000E-03   0.104159E+02   0.729067E+01   0.164161E+02   0.146076E-02   0.267445E+02
   0.113584E+03   0.385535E+02   0.500000E-03   0.103153E+02   0.805292E+01   0.188878E+02   0.768352E-04   0.263474E+02
   0.113584E+03   0.386782E+02   0.500000E-03   0.116385E+02   0.805292E+01   0.193476E+02   0.768352E-04   0.255962E+02
   0.112868E+03   0.386782E+02   0.500000E-03   0.122033E+02   0.805292E+01   0.173259E+02   0.768352E-04   0.253543E+02
   0.116551E+03   0.326394E+02   0.500000E-03   0.114494E+02   0.102884E+02   0.189014E+02   0.301572E-02   0.262762E+02
   0.116551E+03   0.324115E+02   0.500000E-03   0.120818E+02   0.100941E+02   0.209056E+02   0.301572E-02   0.244545E+02
   0.116551E+03   0.346528E+02   0.165762E-03   0.132101E+02   0.100941E+02   0.192733E+02   0.181028E-02   0.310566E+02
   0.118370E+03   0.346528E+02   0.165762E-03   0.132101E+02   0.112458E+02   0.192733E+02   0.181028E-02   0.317934E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.121620E+02   0.116826E+02   0.192733E+02   0.181028E-02   0.328820E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.108058E+02   0.104048E+02   0.197627E+02   0.181028E-02   0.336125E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.114695E+02   0.116540E+02   0.203580E+02   0.112766E-03   0.333316E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.114695E+02   0.124782E+02   0.203580E+02   0.160113E-03   0.332965E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.123546E+02   0.124782E+02   0.203580E+02   0.160113E-03   0.328983E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.118219E+02   0.124782E+02   0.203580E+02   0.160113E-03   0.331511E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.118905E+02   0.124782E+02   0.204251E+02   0.160113E-03   0.330921E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.127592E+02   0.121403E+02   0.186924E+02   0.160113E-03   0.334988E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.120422E+02   0.103522E+02   0.186924E+02   0.160113E-03   0.344817E+02
   0.118370E+03   0.338246E+02   0.165762E-03   0.121749E+02   0.108540E+02   0.181481E+02   0.160113E-03   0.344832E+02
   0.118370E+03   0.343202E+02   0.165762E-03   0.108873E+02   0.110660E+02   0.187237E+02   0.160113E-03   0.344919E+02
   0.118370E+03   0.343202E+02   0.165762E-03   0.105932E+02   0.105447E+02   0.169132E+02   0.160113E-03   0.352456E+02
   0.118370E+03   0.343202E+02   0.165762E-03   0.103925E+02   0.110699E+02   0.153015E+02   0.160113E-03   0.354204E+02
   0.118370E+03   0.343202E+02   0.165762E-03   0.109908E+02   0.845304E+01   0.162917E+02   0.160113E-03   0.351742E+02
   0.118370E+03   0.343202E+02   0.165762E-03   0.112204E+02   0.713752E+01   0.183529E+02   0.160113E-03   0.336575E+02
   0.118370E+03   0.343202E+02   0.165762E-03   0.112445E+02   0.789425E+01   0.184355E+02   0.160113E-03   0.342435E+02
   0.118370E+03   0.343202E+02   0.399172E-03   0.115944E+02   0.796391E+01   0.183976E+02   0.160113E-03   0.330565E+02
   0.118370E+03   0.343202E+02   0.399172E-03   0.122390E+02   0.801287E+01   0.171771E+02   0.160113E-03   0.331541E+02
   0.118370E+03   0.343202E+02   0.399172E-03   0.109127E+02   0.100664E+02   0.164758E+02   0.160113E-03   0.342296E+02
   0.118370E+03   0.343202E+02   0.399172E-03   0.105813E+02   0.106751E+02   0.157372E+02   0.160113E-03   0.343316E+02
   0.118370E+03   0.343202E+02   0.157048E-02   0.119163E+02   0.891303E+01   0.158700E+02   0.160113E-03   0.263749E+02
   0.118370E+03   0.343202E+02   0.157048E-02   0.112572E+02   0.108182E+02   0.146003E+02   0.160113E-03   0.266492E+02
   0.118370E+03   0.343202E+02   0.147360E-02   0.115023E+02   0.110237E+02   0.124741E+02   0.160113E-03   0.267375E+02
   0.118370E+03   0.343202E+02   0.147360E-02   0.113214E+02   0.104917E+02   0.120733E+02   0.160113E-03   0.268138E+02
   0.118370E+03   0.333958E+02   0.147360E-02   0.944603E+01   0.109184E+02   0.126972E+02   0.189681E-03   0.276181E+02
   0.118370E+03   0.333958E+02   0.147360E-02   0.940038E+01   0.958363E+01   0.139004E+02   0.163999E-03   0.278973E+02
   0.118370E+03   0.335413E+02   0.147360E-02   0.959838E+01   0.949925E+01   0.139004E+02   0.163999E-03   0.278905E+02
   0.118370E+03   0.335413E+02   0.115130E-02   0.896566E+01   0.949925E+01   0.156475E+02   0.163999E-03   0.295950E+02
   0.118370E+03   0.335413E+02   0.115130E-02   0.705905E+01   0.938318E+01   0.134541E+02   0.163999E-03   0.284870E+02
   0.118370E+03   0.335413E+02   0.115149E-02   0.747774E+01   0.871230E+01   0.127261E+02   0.163999E-03   0.286414E+02
   0.118370E+03   0.327260E+02   0.122241E-02   0.815185E+01   0.881883E+01   0.116472E+02   0.163999E-03   0.281764E+02
   0.118370E+03   0.327260E+02   0.122241E-02   0.815185E+01   0.726424E+01   0.116349E+02   0.163999E-03   0.272852E+02
   0.118370E+03   0.327260E+02   0.122241E-02   0.864520E+01   0.821573E+01   0.119257E+02   0.163999E-03   0.282790E+02
   0.118370E+03   0.327260E+02   0.122241E-02   0.879599E+01   0.101237E+02   0.116969E+02   0.163999E-03   0.284966E+02
   0.118370E+03   0.310904E+02   0.122241E-02   0.963255E+01   0.110119E+02   0.116407E+02   0.163999E-03   0.268214E+02
   0.118370E+03   0.310904E+02   0.122241E-02   0.106928E+02   0.110119E+02   0.127619E+02   0.597558E-03   0.272723E+02
