a0_min         a1_min         a2_min         a3_min         a4_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        
   0.103287E+03   0.133345E+02   0.916544E+01   0.253444E+02   0.279685E+02   0.138835E-02   0.296098E-03   0.390494E-04   0.360630E-02   0.903986E-02   0.885832E-03   0.655556E-04   0.998653E-05   0.174316E+03
   0.103287E+03   0.149396E+02   0.198602E+02   0.317765E+02   0.279685E+02   0.138835E-02   0.296098E-03   0.390494E-04   0.360630E-02   0.234889E-02   0.128759E-03   0.655556E-04   0.998653E-05   0.177931E+03
   0.103287E+03   0.131379E+02   0.115919E+02   0.296128E+02   0.255227E+02   0.138835E-02   0.296098E-03   0.121582E-02   0.110169E-02   0.234889E-02   0.128759E-03   0.647354E-03   0.998653E-05   0.180225E+03
   0.103287E+03   0.116699E+02   0.246732E+02   0.296128E+02   0.255227E+02   0.135281E-02   0.296098E-03   0.121582E-02   0.908053E-03   0.234889E-02   0.128759E-03   0.293788E-03   0.998653E-05   0.179551E+03
   0.103287E+03   0.116699E+02   0.120703E+02   0.288171E+02   0.110280E+02   0.135281E-02   0.296098E-03   0.121582E-02   0.193336E-02   0.136891E-02   0.128759E-03   0.293788E-03   0.998653E-05   0.180694E+03
   0.103287E+03   0.899494E+01   0.120703E+02   0.288171E+02   0.135590E+02   0.135281E-02   0.296098E-03   0.121582E-02   0.153034E-02   0.136891E-02   0.128759E-03   0.844948E-03   0.998653E-05   0.181184E+03
   0.103287E+03   0.899494E+01   0.145193E+02   0.337840E+02   0.135590E+02   0.135281E-02   0.186069E-03   0.121582E-02   0.153034E-02   0.136891E-02   0.128759E-03   0.654131E-03   0.998653E-05   0.180503E+03
   0.103287E+03   0.899494E+01   0.179593E+02   0.230541E+02   0.214772E+02   0.135281E-02   0.186069E-03   0.121582E-02   0.607439E-03   0.136891E-02   0.128759E-03   0.654131E-03   0.998653E-05   0.183489E+03
   0.103287E+03   0.899494E+01   0.179593E+02   0.305528E+02   0.108925E+02   0.135281E-02   0.186069E-03   0.121582E-02   0.607439E-03   0.136891E-02   0.128759E-03   0.654131E-03   0.998653E-05   0.181275E+03
   0.103287E+03   0.899494E+01   0.136469E+02   0.319439E+02   0.306022E+02   0.135281E-02   0.785664E-03   0.121582E-02   0.607439E-03   0.136891E-02   0.128759E-03   0.166961E-02   0.998653E-05   0.178443E+03
   0.103287E+03   0.847421E+01   0.158044E+02   0.244120E+02   0.306022E+02   0.135281E-02   0.785664E-03   0.950936E-03   0.607439E-03   0.215646E-02   0.128759E-03   0.262736E-02   0.998653E-05   0.178198E+03
   0.103287E+03   0.889110E+01   0.158044E+02   0.237291E+02   0.206896E+02   0.364512E-03   0.785664E-03   0.391019E-03   0.607439E-03   0.215646E-02   0.128759E-03   0.262736E-02   0.702870E-03   0.179686E+03
   0.103287E+03   0.115951E+02   0.207726E+02   0.237291E+02   0.216385E+02   0.709851E-03   0.178457E-02   0.183453E-02   0.607439E-03   0.524021E-02   0.128759E-03   0.262736E-02   0.702870E-03   0.172114E+03
   0.103287E+03   0.957507E+01   0.186725E+02   0.225567E+02   0.262878E+02   0.555663E-03   0.200167E-02   0.183453E-02   0.163976E-02   0.319834E-02   0.128759E-03   0.184154E-02   0.702870E-03   0.173580E+03
   0.102162E+03   0.812518E+01   0.104066E+02   0.283797E+02   0.164258E+02   0.555663E-03   0.200167E-02   0.183453E-02   0.179808E-02   0.319834E-02   0.128759E-03   0.184154E-02   0.702870E-03   0.172984E+03
   0.102162E+03   0.812518E+01   0.187439E+01   0.197582E+02  -0.254582E+01   0.555663E-03   0.200167E-02   0.139302E-02   0.179808E-02   0.319834E-02   0.128759E-03   0.169959E-02   0.702870E-03   0.171644E+03
   0.102162E+03   0.812518E+01   0.133701E+02   0.342018E+02   0.242735E+02   0.683192E-03   0.200167E-02   0.191099E-02   0.188980E-02   0.114061E-02   0.161251E-02   0.257177E-02   0.107905E-02   0.171177E+03
   0.101999E+03   0.812518E+01   0.759032E+01   0.712476E+01   0.114579E+02   0.683192E-03   0.349513E-03   0.277039E-03   0.188980E-02   0.114061E-02   0.161251E-02   0.217131E-05   0.107905E-02   0.181845E+03
   0.101999E+03   0.812518E+01   0.110143E+02   0.127468E+02   0.153898E+02   0.683192E-03   0.349513E-03   0.277039E-03   0.550394E-03   0.434535E-03   0.161251E-02   0.217131E-05   0.153818E-02   0.185351E+03
   0.101999E+03   0.812518E+01   0.114373E+02   0.207023E+02   0.153898E+02   0.683192E-03   0.349513E-03   0.277039E-03   0.550394E-03   0.434535E-03   0.161251E-02   0.217131E-05   0.153818E-02   0.184126E+03
   0.101999E+03   0.850786E+01   0.114373E+02   0.647775E+01   0.153898E+02   0.683192E-03   0.349513E-03   0.277039E-03   0.550394E-03   0.434535E-03   0.161251E-02   0.217131E-05   0.153818E-02   0.184538E+03
   0.101999E+03   0.660027E+01   0.113469E+02   0.647775E+01   0.131655E+02   0.683192E-03   0.349513E-03   0.277039E-03   0.550394E-03   0.434535E-03   0.123649E-02   0.217131E-05   0.438012E-03   0.187452E+03
   0.101999E+03   0.329537E+01   0.713525E+01   0.647775E+01   0.187108E+02   0.683192E-03   0.619680E-03   0.277039E-03   0.550394E-03   0.434535E-03   0.123649E-02   0.217131E-05   0.438012E-03   0.187165E+03
   0.101999E+03   0.616427E+01   0.622389E+01   0.124000E+02   0.247940E+02   0.683192E-03   0.578301E-03   0.277039E-03   0.870497E-03   0.434535E-03   0.123649E-02   0.217131E-05   0.438012E-03   0.186760E+03
   0.101999E+03   0.616427E+01   0.622389E+01   0.124000E+02   0.213993E+02   0.683192E-03   0.578301E-03   0.277039E-03   0.870497E-03   0.434535E-03   0.123649E-02   0.102443E-03   0.438012E-03   0.187060E+03
   0.101999E+03   0.586661E+01   0.194641E+02   0.101685E+02   0.213993E+02   0.683192E-03   0.578301E-03   0.277039E-03   0.870497E-03   0.434535E-03   0.123649E-02   0.102443E-03   0.331595E-03   0.186804E+03
   0.101999E+03   0.586661E+01   0.194641E+02   0.101685E+02   0.198019E+02   0.683192E-03   0.578301E-03   0.277039E-03   0.870497E-03   0.434535E-03   0.128881E-03   0.245369E-03   0.331595E-03   0.187106E+03
   0.101999E+03   0.586661E+01   0.177975E+02   0.101685E+02   0.164432E+02   0.683192E-03   0.578301E-03   0.277039E-03   0.870497E-03   0.434535E-03   0.128881E-03   0.245369E-03   0.331595E-03   0.187405E+03
   0.101999E+03   0.143012E+01   0.177975E+02   0.687455E+01   0.164974E+02   0.683192E-03   0.578301E-03   0.277039E-03   0.375637E-03   0.434535E-03   0.128881E-03   0.245369E-03   0.331595E-03   0.185944E+03
   0.101999E+03   0.576708E+01   0.177975E+02   0.141088E+02   0.121691E+02   0.683192E-03   0.457877E-03   0.277039E-03   0.375637E-03   0.434535E-03   0.128881E-03   0.245369E-03   0.331595E-03   0.186727E+03
   0.101999E+03   0.234315E+01   0.177975E+02   0.141088E+02   0.121691E+02   0.683192E-03   0.457877E-03   0.277039E-03   0.375637E-03   0.434535E-03   0.635935E-03   0.250353E-03   0.274284E-03   0.184497E+03
   0.101999E+03   0.393470E+00   0.177975E+02   0.768406E+01   0.121691E+02   0.683192E-03   0.457877E-03   0.452711E-04   0.375637E-03   0.434535E-03   0.107426E-02   0.250353E-03   0.274284E-03   0.183895E+03
   0.101999E+03   0.222798E+01   0.177975E+02   0.439504E+01   0.121691E+02   0.683192E-03   0.457877E-03   0.452711E-04   0.375637E-03   0.434535E-03   0.107426E-02   0.250353E-03   0.274284E-03   0.185738E+03
   0.101999E+03   0.222798E+01   0.120673E+02   0.730603E+01   0.121691E+02   0.683192E-03   0.457877E-03   0.452711E-04   0.375637E-03   0.491616E-03   0.134149E-02   0.250353E-03   0.274284E-03   0.185980E+03
   0.101999E+03   0.222798E+01   0.120673E+02   0.161154E+01   0.171763E+02   0.683192E-03   0.457877E-03   0.452711E-04   0.375637E-03   0.491616E-03   0.896462E-03   0.250353E-03   0.274284E-03   0.188108E+03
   0.101999E+03   0.222798E+01   0.120673E+02   0.428973E+01   0.203435E+02   0.318393E-03   0.457877E-03   0.452711E-04   0.375637E-03   0.491616E-03   0.896462E-03   0.250353E-03   0.274284E-03   0.188295E+03
   0.101528E+03   0.222798E+01   0.135142E+02  -0.221622E+01   0.274601E+02   0.318393E-03   0.495960E-03   0.452711E-04   0.139928E-02   0.491616E-03   0.896462E-03   0.250353E-03   0.274284E-03   0.185470E+03
   0.101528E+03  -0.340044E+01   0.137741E+02  -0.727984E+01   0.274601E+02   0.110331E-02   0.495960E-03   0.192618E-03   0.189454E-02   0.491616E-03   0.896462E-03   0.839167E-03   0.274284E-03   0.181988E+03
   0.101528E+03  -0.340044E+01   0.297071E+01  -0.641833E+01   0.286856E+02   0.274990E-03   0.589021E-03   0.634909E-03   0.262179E-04   0.491616E-03   0.896462E-03   0.839167E-03   0.461340E-03   0.182022E+03
   0.101528E+03  -0.201142E+01   0.112522E+02  -0.287542E+01   0.316655E+02   0.274990E-03   0.589021E-03   0.634909E-03   0.262179E-04   0.491616E-03   0.896462E-03   0.839167E-03   0.294172E-03   0.182418E+03
   0.101528E+03  -0.120576E+01   0.112522E+02  -0.287542E+01   0.207916E+02   0.397344E-03   0.589021E-03   0.634909E-03   0.262179E-04   0.491616E-03   0.896462E-03   0.839167E-03   0.294172E-03   0.185400E+03
   0.101528E+03  -0.120576E+01   0.551636E+01   0.648717E+00   0.245405E+02   0.397344E-03   0.589021E-03   0.634909E-03   0.262179E-04   0.491616E-03   0.896462E-03   0.839167E-03   0.294172E-03   0.183920E+03
   0.101528E+03  -0.110788E+01   0.720909E+01  -0.451360E+01   0.947902E+01   0.397344E-03   0.133667E-02   0.634909E-03   0.262179E-04   0.491616E-03   0.993657E-03   0.839167E-03   0.294172E-03   0.183746E+03
   0.101528E+03  -0.110788E+01   0.115746E+02  -0.451360E+01   0.241148E+02   0.397344E-03   0.479595E-03   0.749470E-03   0.510001E-03   0.491616E-03   0.722456E-03   0.839167E-03   0.294172E-03   0.186363E+03
   0.101802E+03  -0.110788E+01   0.133173E+02  -0.451360E+01   0.241148E+02   0.397344E-03   0.479595E-03   0.749470E-03   0.274007E-02   0.491616E-03   0.722456E-03   0.868741E-03   0.294172E-03   0.183672E+03
   0.100479E+03   0.584515E+00   0.963402E+01  -0.395011E+01   0.256503E+02   0.104150E-02   0.479595E-03   0.749470E-03   0.274007E-02   0.491616E-03   0.722456E-03   0.868741E-03   0.294172E-03   0.180689E+03
   0.102325E+03   0.488173E+01   0.963402E+01   0.973521E+00   0.229965E+02   0.518631E-03   0.148811E-02   0.749470E-03   0.294898E-02   0.491616E-03   0.722456E-03   0.122815E-02   0.294172E-03   0.179947E+03
   0.102325E+03   0.488173E+01   0.203628E+02   0.183859E+01   0.229965E+02   0.518631E-03   0.148811E-02   0.749470E-03   0.483064E-02   0.491616E-03   0.722456E-03   0.122815E-02   0.535735E-03   0.178643E+03
   0.102325E+03  -0.325152E-01   0.203628E+02   0.183859E+01   0.117356E+02   0.518631E-03   0.148811E-02   0.749470E-03   0.483064E-02   0.445979E-03   0.722456E-03   0.101042E-02   0.164656E-02   0.175223E+03
   0.103634E+03   0.963925E+01   0.189397E+02   0.169081E+02   0.182353E+01   0.273790E-04   0.148811E-02   0.749470E-03   0.388560E-02   0.838186E-03   0.100264E-02   0.101042E-02   0.371445E-02   0.173367E+03
   0.103636E+03   0.963925E+01   0.164200E+02   0.172657E+02   0.356803E+01   0.273790E-04   0.148811E-02   0.111651E-02   0.388560E-02   0.838186E-03   0.100264E-02   0.101042E-02   0.381720E-02   0.172920E+03
   0.103636E+03   0.100612E+02   0.318112E+01   0.122111E+02  -0.130153E+02   0.273790E-04   0.617942E-03   0.111651E-02   0.127963E-02   0.838186E-03   0.100264E-02   0.101042E-02   0.381720E-02   0.175370E+03
   0.103636E+03   0.100612E+02   0.178607E+02   0.122111E+02   0.233676E+01   0.273790E-04   0.617942E-03   0.817356E-03   0.127963E-02   0.838186E-03   0.100264E-02   0.157741E-02   0.487972E-02   0.176694E+03
   0.101793E+03   0.996922E+01   0.898624E+01   0.357932E+01  -0.680376E+01   0.273790E-04   0.617942E-03   0.817356E-03   0.976832E-03   0.838186E-03   0.100264E-02   0.157741E-02   0.492581E-02   0.177718E+03
   0.100710E+03   0.996922E+01   0.440073E+01   0.147713E+01   0.184373E+01   0.273790E-04   0.587206E-03   0.817356E-03   0.976832E-03   0.838186E-03   0.100264E-02   0.157741E-02   0.279278E-02   0.177908E+03
   0.100710E+03   0.996922E+01   0.108890E+02   0.117606E+02   0.128836E+01   0.472739E-03   0.587206E-03   0.168583E-02   0.976832E-03   0.838186E-03   0.100264E-02   0.157741E-02   0.250761E-03   0.178965E+03
   0.100710E+03   0.831089E+01   0.137932E+02   0.159976E+02   0.188550E+02   0.472739E-03   0.587206E-03   0.168583E-02   0.976832E-03   0.838186E-03   0.100264E-02   0.173860E-02   0.250761E-03   0.181199E+03
   0.101882E+03   0.831089E+01   0.284297E+01   0.106317E+02   0.216736E+02   0.472739E-03   0.587206E-03   0.168583E-02   0.976832E-03   0.838186E-03   0.100264E-02   0.145738E-03   0.250761E-03   0.183826E+03
   0.101882E+03   0.259671E+01   0.936690E+00   0.490485E+01   0.200098E+02   0.472739E-03   0.587206E-03   0.166123E-02   0.976832E-03   0.961278E-03   0.100264E-02   0.145738E-03   0.250761E-03   0.184361E+03
   0.102174E+03   0.259671E+01   0.110537E+02   0.490485E+01   0.188303E+02   0.472739E-03   0.587206E-03   0.108916E-02   0.183168E-03   0.961278E-03   0.100264E-02   0.145738E-03   0.250761E-03   0.185836E+03
   0.101460E+03  -0.127910E+01   0.110537E+02   0.490485E+01   0.188303E+02   0.531161E-04   0.587206E-03   0.108916E-02   0.584483E-03   0.961278E-03   0.173278E-02   0.145738E-03   0.250761E-03   0.181715E+03
   0.101460E+03   0.122877E+01   0.114581E+02   0.490485E+01   0.188303E+02   0.531161E-04   0.587206E-03   0.108916E-02   0.584483E-03   0.961278E-03   0.173278E-02   0.609712E-03   0.250761E-03   0.184101E+03
   0.101460E+03   0.122877E+01   0.114581E+02   0.490485E+01   0.198905E+02   0.531161E-04   0.209670E-04   0.108916E-02   0.584483E-03   0.961278E-03   0.374585E-04   0.609712E-03   0.250761E-03   0.184423E+03
   0.101460E+03   0.228659E+01   0.672353E+01   0.490485E+01   0.217967E+02   0.531161E-04   0.209670E-04   0.108916E-02   0.584483E-03   0.961278E-03   0.374585E-04   0.609712E-03   0.250761E-03   0.183984E+03
   0.101460E+03   0.228659E+01   0.533664E+01   0.490485E+01   0.213894E+02   0.907996E-03   0.209670E-04   0.454073E-03   0.584483E-03   0.201941E-02   0.117901E-02   0.609712E-03   0.452572E-03   0.184226E+03
   0.101460E+03   0.228659E+01   0.102723E+02  -0.272015E+01   0.247326E+02   0.575037E-03   0.209670E-04   0.454073E-03   0.584483E-03   0.475869E-03   0.117901E-02   0.609712E-03   0.455357E-03   0.186435E+03
   0.101460E+03   0.228659E+01   0.800408E+01   0.257672E+01   0.152292E+02   0.575037E-03   0.209670E-04   0.454073E-03   0.584483E-03   0.475869E-03   0.117901E-02   0.609712E-03   0.455357E-03   0.187925E+03
