a0_min         a0_flood       a1_flood       a2_flood       a3_flood       a4_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.992896E+02   0.236604E+03   0.282431E+01   0.418179E+02   0.283404E+02  -0.255296E+03   0.133231E-02   0.915443E+01   0.878064E+01   0.795046E+01   0.989000E+01   0.725879E+02
   0.992896E+02   0.236604E+03   0.239578E+01   0.414385E+02   0.248856E+02  -0.257809E+03   0.133231E-02   0.121476E+02   0.853841E+01   0.795046E+01   0.102548E+02   0.718281E+02
   0.131015E+03   0.236604E+03   0.239578E+01   0.414385E+02   0.248856E+02  -0.257809E+03   0.133231E-02   0.121476E+02   0.853841E+01   0.795046E+01   0.918467E+01   0.717342E+02
   0.131015E+03   0.233837E+03   0.239578E+01   0.450484E+02   0.248856E+02  -0.260376E+03   0.133231E-02   0.125106E+02   0.886696E+01   0.795046E+01   0.918467E+01   0.716812E+02
   0.164326E+03   0.233837E+03   0.239578E+01   0.434019E+02   0.253800E+02  -0.258390E+03   0.133231E-02   0.125106E+02   0.609499E+01   0.795046E+01   0.918467E+01   0.691389E+02
   0.192161E+03   0.233837E+03  -0.480498E+01   0.434019E+02   0.268887E+02  -0.258390E+03   0.602890E-02   0.125106E+02   0.609499E+01   0.795046E+01   0.995189E+01   0.682497E+02
   0.123524E+03   0.233837E+03  -0.621636E+01   0.406849E+02   0.268887E+02  -0.262659E+03   0.644308E-02   0.926864E+01   0.741189E+01   0.105804E+02   0.847678E+01   0.706437E+02
   0.624902E+02   0.233837E+03  -0.412851E+01   0.452761E+02   0.233110E+02  -0.259596E+03   0.644308E-02   0.926864E+01   0.677254E+01   0.105804E+02   0.831343E+01   0.704303E+02
   0.624902E+02   0.233837E+03  -0.328688E+01   0.374471E+02   0.164398E+02  -0.259596E+03   0.644308E-02   0.926864E+01   0.804212E+01   0.119920E+02   0.902776E+01   0.704548E+02
   0.115192E+03   0.233837E+03  -0.298100E+01   0.354829E+02   0.188912E+02  -0.259596E+03   0.566301E-02   0.926864E+01   0.111690E+02   0.119920E+02   0.902776E+01   0.706224E+02
   0.176632E+03   0.224668E+03  -0.385683E+01   0.420418E+02   0.149734E+02  -0.263155E+03   0.386705E-02   0.926864E+01   0.111690E+02   0.105831E+02   0.902776E+01   0.702939E+02
   0.195401E+03   0.224668E+03  -0.199036E+01   0.398967E+02   0.213687E+02  -0.267748E+03   0.386705E-02   0.100392E+02   0.131870E+02   0.105831E+02   0.891538E+01   0.696584E+02
   0.178271E+03   0.224668E+03   0.165347E+01   0.406270E+02   0.204470E+02  -0.271922E+03   0.386705E-02   0.100392E+02   0.131870E+02   0.105831E+02   0.891538E+01   0.694777E+02
   0.216117E+03   0.224668E+03  -0.715834E+00   0.431446E+02   0.204470E+02  -0.272591E+03   0.480864E-02   0.100392E+02   0.131870E+02   0.105831E+02   0.109331E+02   0.693421E+02
   0.181048E+03   0.224668E+03  -0.715834E+00   0.431446E+02   0.187918E+02  -0.269700E+03   0.676773E-02   0.100392E+02   0.180945E+02   0.105831E+02   0.109331E+02   0.650662E+02
   0.399703E+03   0.224668E+03  -0.805708E+01   0.431311E+02   0.187918E+02  -0.273471E+03   0.265140E-02   0.100392E+02   0.195524E+02   0.105831E+02   0.109331E+02   0.646608E+02
   0.479491E+03   0.224668E+03  -0.723497E+01   0.435292E+02   0.213195E+02  -0.269173E+03   0.265140E-02   0.100392E+02   0.131964E+02   0.105831E+02   0.125972E+02   0.701676E+02
   0.447637E+03   0.225877E+03  -0.723497E+01   0.474789E+02   0.258120E+02  -0.261193E+03   0.265140E-02   0.100392E+02   0.131964E+02   0.105831E+02   0.127852E+02   0.705535E+02
   0.560807E+03   0.225877E+03  -0.621982E+01   0.469984E+02   0.264625E+02  -0.261193E+03   0.144936E-02   0.100392E+02   0.717187E+01   0.105831E+02   0.127852E+02   0.708679E+02
   0.383944E+03   0.225877E+03  -0.150985E+01   0.452061E+02   0.213832E+02  -0.252898E+03   0.144936E-02   0.102544E+02   0.110978E+02   0.103961E+02   0.755824E+01   0.719636E+02
   0.201917E+03   0.225877E+03  -0.150985E+01   0.452061E+02   0.213832E+02  -0.253273E+03   0.144936E-02   0.102544E+02   0.110978E+02   0.103961E+02   0.123861E+02   0.718121E+02
   0.182551E+03   0.223410E+03   0.652500E+00   0.397563E+02   0.213832E+02  -0.257878E+03   0.144936E-02   0.102544E+02   0.125670E+02   0.103961E+02   0.123861E+02   0.706830E+02
   0.154811E+03   0.223410E+03   0.638424E+00   0.426925E+02   0.219883E+02  -0.254109E+03   0.380009E-02   0.102544E+02   0.946368E+01   0.853093E+01   0.123861E+02   0.715669E+02
   0.996292E+02   0.223410E+03   0.236907E+01   0.462154E+02   0.288812E+02  -0.252222E+03   0.380009E-02   0.737944E+01   0.946368E+01   0.853093E+01   0.123861E+02   0.711212E+02
   0.996292E+02   0.223410E+03  -0.186322E+01   0.490675E+02   0.288812E+02  -0.252222E+03   0.251244E-02   0.737944E+01   0.946368E+01   0.853093E+01   0.123861E+02   0.713281E+02
   0.967296E+02   0.223410E+03   0.129847E+01   0.406234E+02   0.240496E+02  -0.251408E+03   0.166330E-02   0.124394E+02   0.946368E+01   0.853093E+01   0.814194E+01   0.717493E+02
   0.967296E+02   0.223410E+03  -0.307494E+01   0.419960E+02   0.220841E+02  -0.250331E+03   0.761906E-04   0.124394E+02   0.946368E+01   0.853093E+01   0.814194E+01   0.716700E+02
   0.948344E+02   0.175057E+03  -0.511815E+01   0.416978E+02   0.235211E+02  -0.248060E+03   0.761906E-04   0.124790E+02   0.946368E+01   0.853093E+01   0.978681E+01   0.724813E+02
   0.948344E+02   0.151610E+03  -0.440461E+01   0.416978E+02   0.235211E+02  -0.248060E+03   0.761906E-04   0.124790E+02   0.757320E+01   0.101146E+02   0.535443E+01   0.674341E+02
   0.911887E+02   0.151610E+03  -0.918682E+01   0.444722E+02   0.250358E+02  -0.248597E+03   0.761906E-04   0.124790E+02   0.757320E+01   0.825203E+01   0.175788E+02   0.671581E+02
   0.911887E+02   0.151610E+03  -0.515126E+01   0.444722E+02   0.225605E+02  -0.248127E+03   0.761906E-04   0.124790E+02   0.759777E+01   0.113077E+02   0.169930E+02   0.676227E+02
   0.911887E+02   0.207953E+03  -0.491872E+01   0.462347E+02   0.226509E+02  -0.243139E+03   0.761906E-04   0.124790E+02   0.759777E+01   0.113077E+02   0.169930E+02   0.668467E+02
   0.116067E+03   0.207953E+03  -0.735426E+01   0.462347E+02   0.282117E+02  -0.242821E+03   0.761906E-04   0.120946E+02   0.759777E+01   0.123902E+02   0.759190E+01   0.701512E+02
   0.115056E+03   0.207953E+03  -0.114435E+02   0.462347E+02   0.282117E+02  -0.242821E+03   0.761906E-04   0.120946E+02   0.695594E+01   0.123902E+02   0.759190E+01   0.692589E+02
   0.221938E+03   0.207953E+03  -0.150102E+02   0.462347E+02   0.339335E+02  -0.246227E+03   0.761906E-04   0.120946E+02   0.703032E+01   0.123902E+02   0.988457E+01   0.701938E+02
   0.356649E+03   0.214570E+03  -0.107451E+02   0.418595E+02   0.313712E+02  -0.247547E+03   0.761906E-04   0.103429E+02   0.156121E+02   0.123056E+02   0.988457E+01   0.693476E+02
   0.356546E+03   0.214570E+03  -0.779689E+01   0.421685E+02   0.354028E+02  -0.250415E+03   0.761906E-04   0.103429E+02   0.156121E+02   0.123056E+02   0.988457E+01   0.694313E+02
   0.259508E+03   0.214570E+03  -0.135301E+02   0.420635E+02   0.440454E+02  -0.253428E+03   0.761906E-04   0.103429E+02   0.114171E+02   0.123056E+02   0.988457E+01   0.719722E+02
   0.293638E+03   0.214570E+03  -0.101430E+02   0.444690E+02   0.434367E+02  -0.259788E+03   0.761906E-04   0.103429E+02   0.114171E+02   0.123056E+02   0.988457E+01   0.719951E+02
   0.304926E+03   0.222359E+03  -0.973420E+01   0.446530E+02   0.419660E+02  -0.261916E+03   0.761906E-04   0.107710E+02   0.760267E+01   0.178027E+02   0.960918E+01   0.676321E+02
   0.160501E+03   0.222359E+03  -0.486824E+01   0.480008E+02   0.369826E+02  -0.266119E+03   0.761906E-04   0.107710E+02   0.760267E+01   0.178027E+02   0.960918E+01   0.675175E+02
   0.432901E+02   0.226217E+03  -0.964468E+01   0.467319E+02   0.394951E+02  -0.265673E+03   0.761906E-04   0.107710E+02   0.683158E+01   0.178027E+02   0.960918E+01   0.658467E+02
   0.195536E+03   0.225783E+03  -0.105369E+02   0.488236E+02   0.388869E+02  -0.264024E+03   0.761906E-04   0.106049E+02   0.683158E+01   0.170880E+02   0.960918E+01   0.674569E+02
   0.289453E+03   0.237710E+03  -0.105369E+02   0.488236E+02   0.386507E+02  -0.268744E+03   0.761906E-04   0.101820E+02   0.687616E+01   0.159447E+02   0.960918E+01   0.685506E+02
   0.230739E+03   0.227108E+03  -0.111601E+02   0.490882E+02   0.447063E+02  -0.274518E+03   0.761906E-04   0.909480E+01   0.687616E+01   0.128841E+02   0.108896E+02   0.704375E+02
   0.279624E+03   0.217749E+03  -0.140218E+02   0.467385E+02   0.483297E+02  -0.271366E+03   0.761906E-04   0.997181E+01   0.107494E+02   0.823074E+01   0.108896E+02   0.723796E+02
   0.323456E+03   0.192105E+03  -0.140218E+02   0.467385E+02   0.572697E+02  -0.268910E+03   0.761906E-04   0.997181E+01   0.988217E+01   0.991068E+01   0.108896E+02   0.725231E+02
   0.283242E+03   0.192105E+03  -0.163807E+02   0.445935E+02   0.571292E+02  -0.268927E+03   0.761906E-04   0.997181E+01   0.115815E+02   0.991068E+01   0.108896E+02   0.712749E+02
   0.301324E+03   0.193980E+03  -0.163807E+02   0.531896E+02   0.595285E+02  -0.265924E+03   0.761906E-04   0.997181E+01   0.115815E+02   0.991068E+01   0.104757E+02   0.727461E+02
   0.301324E+03   0.212000E+03  -0.286124E+02   0.612110E+02   0.579981E+02  -0.269940E+03   0.761906E-04   0.997181E+01   0.115815E+02   0.991068E+01   0.947312E+01   0.729354E+02
   0.282404E+03   0.212000E+03  -0.237371E+02   0.568642E+02   0.642866E+02  -0.270354E+03   0.761906E-04   0.997181E+01   0.827427E+01   0.991068E+01   0.995029E+01   0.731002E+02
   0.358599E+03   0.212000E+03  -0.237371E+02   0.568642E+02   0.642866E+02  -0.272450E+03   0.181488E-03   0.997181E+01   0.130343E+02   0.991068E+01   0.995029E+01   0.721967E+02
   0.307369E+03   0.212000E+03  -0.237371E+02   0.516358E+02   0.689530E+02  -0.270404E+03   0.222587E-02   0.997181E+01   0.119810E+02   0.991068E+01   0.152291E+02   0.700159E+02
   0.251454E+03   0.212000E+03  -0.311853E+02   0.505169E+02   0.749591E+02  -0.270178E+03   0.222587E-02   0.997181E+01   0.852441E+01   0.991068E+01   0.132569E+02   0.718165E+02
   0.317744E+03   0.212000E+03  -0.372504E+02   0.415026E+02   0.721739E+02  -0.262908E+03   0.222587E-02   0.997181E+01   0.852441E+01   0.991068E+01   0.132569E+02   0.715909E+02
   0.317744E+03   0.212000E+03  -0.371070E+02   0.486055E+02   0.731403E+02  -0.257257E+03   0.222587E-02   0.997181E+01   0.852441E+01   0.991068E+01   0.132569E+02   0.718734E+02
   0.419058E+03   0.212000E+03  -0.371070E+02   0.486556E+02   0.746900E+02  -0.257257E+03   0.222587E-02   0.997181E+01   0.852441E+01   0.980380E+01   0.132569E+02   0.718403E+02
   0.419058E+03   0.209251E+03  -0.371070E+02   0.486556E+02   0.746900E+02  -0.255464E+03   0.222587E-02   0.672953E+01   0.129468E+02   0.980380E+01   0.132569E+02   0.693501E+02
   0.346217E+03   0.209251E+03  -0.371070E+02   0.466980E+02   0.770751E+02  -0.253341E+03   0.263446E-02   0.679062E+01   0.129468E+02   0.980380E+01   0.107302E+02   0.705411E+02
   0.253041E+03   0.209251E+03  -0.367791E+02   0.457898E+02   0.820704E+02  -0.253341E+03   0.263446E-02   0.679062E+01   0.129468E+02   0.110055E+02   0.107302E+02   0.703039E+02
   0.246579E+03   0.209251E+03  -0.420919E+02   0.457898E+02   0.820229E+02  -0.258566E+03   0.263446E-02   0.679062E+01   0.105495E+02   0.118317E+02   0.107302E+02   0.710051E+02
   0.289884E+03   0.197254E+03  -0.478142E+02   0.419989E+02   0.820229E+02  -0.259478E+03   0.263446E-02   0.152191E+02   0.105495E+02   0.156279E+02   0.781050E+01   0.662171E+02
   0.116796E+03   0.197254E+03  -0.503830E+02   0.419989E+02   0.863679E+02  -0.258906E+03   0.591171E-02   0.967632E+01   0.112714E+02   0.105127E+02   0.781050E+01   0.696332E+02
   0.116796E+03   0.196362E+03  -0.503830E+02   0.509257E+02   0.888765E+02  -0.266531E+03   0.591171E-02   0.969350E+01   0.863957E+01   0.105127E+02   0.781050E+01   0.704357E+02
   0.177026E+03   0.196362E+03  -0.502826E+02   0.509257E+02   0.875127E+02  -0.267476E+03   0.186069E-02   0.969350E+01   0.989594E+01   0.105127E+02   0.112005E+02   0.718275E+02
   0.142822E+03   0.185883E+03  -0.520594E+02   0.516392E+02   0.939929E+02  -0.267476E+03   0.339005E-02   0.969350E+01   0.989594E+01   0.105127E+02   0.167448E+02   0.670389E+02
   0.138560E+03   0.185883E+03  -0.486865E+02   0.585070E+02   0.967598E+02  -0.270019E+03   0.251762E-02   0.969350E+01   0.989594E+01   0.105127E+02   0.167448E+02   0.688403E+02
   0.510701E+03   0.185883E+03  -0.514818E+02   0.536813E+02   0.100102E+03  -0.265835E+03   0.170782E-03   0.115902E+02   0.989594E+01   0.105127E+02   0.167448E+02   0.692548E+02
   0.651420E+03   0.185883E+03  -0.514818E+02   0.456357E+02   0.959322E+02  -0.269600E+03   0.107603E-02   0.115902E+02   0.989594E+01   0.105127E+02   0.167448E+02   0.692259E+02
   0.562335E+03   0.185883E+03  -0.531401E+02   0.446569E+02   0.100713E+03  -0.268857E+03   0.107603E-02   0.115902E+02   0.949115E+01   0.105127E+02   0.119315E+02   0.724841E+02
   0.630355E+03   0.185883E+03  -0.568337E+02   0.467251E+02   0.100713E+03  -0.258359E+03   0.107603E-02   0.759924E+01   0.949115E+01   0.777365E+01   0.119315E+02   0.718787E+02
   0.593980E+03   0.185883E+03  -0.530486E+02   0.485262E+02   0.937638E+02  -0.259894E+03   0.107603E-02   0.759924E+01   0.109146E+02   0.115696E+02   0.751749E+01   0.716175E+02
   0.604570E+03   0.185883E+03  -0.509653E+02   0.432598E+02   0.892468E+02  -0.250698E+03   0.107603E-02   0.125576E+02   0.109146E+02   0.730402E+01   0.879452E+01   0.715510E+02
   0.673284E+03   0.185883E+03  -0.543512E+02   0.432828E+02   0.889088E+02  -0.250698E+03   0.107603E-02   0.125576E+02   0.109146E+02   0.730402E+01   0.879452E+01   0.715667E+02
   0.683254E+03   0.185883E+03  -0.527636E+02   0.410896E+02   0.883553E+02  -0.243840E+03   0.454058E-02   0.125576E+02   0.109146E+02   0.730402E+01   0.879452E+01   0.710192E+02
   0.784363E+03   0.185883E+03  -0.541513E+02   0.311639E+02   0.862142E+02  -0.247258E+03   0.454058E-02   0.125576E+02   0.109146E+02   0.730402E+01   0.879452E+01   0.709477E+02
   0.663057E+03   0.185883E+03  -0.431789E+02   0.273520E+02   0.907854E+02  -0.246558E+03   0.454058E-02   0.125576E+02   0.109146E+02   0.878004E+01   0.952259E+01   0.719354E+02
   0.601449E+03   0.185883E+03  -0.390361E+02   0.306624E+02   0.907854E+02  -0.246558E+03   0.454058E-02   0.125576E+02   0.109146E+02   0.104080E+02   0.952259E+01   0.719339E+02
   0.417189E+03   0.199358E+03  -0.386916E+02   0.262318E+02   0.846434E+02  -0.240255E+03   0.454058E-02   0.101999E+02   0.125426E+02   0.104080E+02   0.851144E+01   0.718499E+02
   0.339890E+03   0.199358E+03  -0.369925E+02   0.349957E+02   0.846434E+02  -0.243595E+03   0.488677E-02   0.101999E+02   0.125426E+02   0.156910E+02   0.851144E+01   0.688413E+02
   0.305195E+03   0.199358E+03  -0.366872E+02   0.386529E+02   0.785471E+02  -0.245446E+03   0.488677E-02   0.101999E+02   0.125426E+02   0.139903E+02   0.851144E+01   0.700475E+02
   0.258107E+03   0.199358E+03  -0.311447E+02   0.359619E+02   0.823813E+02  -0.240501E+03   0.357990E-02   0.101999E+02   0.127413E+02   0.132078E+02   0.851144E+01   0.706836E+02
   0.258107E+03   0.199358E+03  -0.278466E+02   0.359619E+02   0.823813E+02  -0.240501E+03   0.357990E-02   0.101999E+02   0.104747E+02   0.110948E+02   0.919259E+01   0.726857E+02
   0.188078E+03   0.199358E+03  -0.373103E+02   0.357860E+02   0.815778E+02  -0.238058E+03   0.369336E-04   0.101999E+02   0.104747E+02   0.110948E+02   0.919259E+01   0.730738E+02
   0.188078E+03   0.199358E+03  -0.407100E+02   0.298971E+02   0.839564E+02  -0.238058E+03   0.134622E-02   0.101999E+02   0.104747E+02   0.110948E+02   0.729360E+01   0.719248E+02
   0.249444E+03   0.199358E+03  -0.328094E+02   0.265643E+02   0.771449E+02  -0.230665E+03   0.134622E-02   0.101999E+02   0.104747E+02   0.115559E+02   0.562442E+01   0.692778E+02
   0.243306E+03   0.199358E+03  -0.399335E+02   0.297829E+02   0.843030E+02  -0.233156E+03   0.134622E-02   0.101999E+02   0.104747E+02   0.702472E+01   0.666337E+01   0.704502E+02
   0.285714E+03   0.194910E+03  -0.321883E+02   0.369287E+02   0.843030E+02  -0.233376E+03   0.134622E-02   0.797357E+01   0.104747E+02   0.774650E+01   0.139808E+02   0.704930E+02
   0.285714E+03   0.194910E+03  -0.321883E+02   0.369287E+02   0.843030E+02  -0.233376E+03   0.134622E-02   0.993873E+01   0.104747E+02   0.774650E+01   0.137908E+02   0.710393E+02
   0.285714E+03   0.194910E+03  -0.431003E+02   0.410363E+02   0.847899E+02  -0.240145E+03   0.134622E-02   0.993873E+01   0.104747E+02   0.778111E+01   0.147458E+02   0.706245E+02
   0.316500E+03   0.194910E+03  -0.437668E+02   0.388332E+02   0.820321E+02  -0.237414E+03   0.134622E-02   0.993873E+01   0.104747E+02   0.944124E+01   0.146926E+02   0.712076E+02
   0.306928E+03   0.170243E+03  -0.367883E+02   0.359941E+02   0.795845E+02  -0.238707E+03   0.134622E-02   0.993873E+01   0.689165E+01   0.121309E+02   0.146926E+02   0.684459E+02
   0.344292E+03   0.200557E+03  -0.366528E+02   0.297153E+02   0.789528E+02  -0.238707E+03   0.446257E-02   0.993873E+01   0.689165E+01   0.926875E+01   0.901291E+01   0.715526E+02
   0.355187E+03   0.205058E+03  -0.442131E+02   0.230112E+02   0.759635E+02  -0.242071E+03   0.247243E-02   0.930267E+01   0.689165E+01   0.926875E+01   0.139158E+02   0.695823E+02
   0.324362E+03   0.205058E+03  -0.410100E+02   0.230112E+02   0.783625E+02  -0.237740E+03   0.598772E-02   0.930267E+01   0.689165E+01   0.737934E+01   0.113536E+02   0.697605E+02
   0.407803E+03   0.205058E+03  -0.396524E+02   0.241374E+02   0.878717E+02  -0.237740E+03   0.598772E-02   0.930267E+01   0.668057E+01   0.846156E+01   0.113536E+02   0.704365E+02
   0.361570E+03   0.184439E+03  -0.373961E+02   0.211432E+02   0.867384E+02  -0.228328E+03   0.417838E-02   0.930267E+01   0.668057E+01   0.846156E+01   0.113536E+02   0.708980E+02
   0.482837E+03   0.184439E+03  -0.373961E+02   0.214459E+02   0.867384E+02  -0.235874E+03   0.417838E-02   0.930267E+01   0.668057E+01   0.745626E+01   0.788511E+01   0.701695E+02
   0.511427E+03   0.195234E+03  -0.373961E+02   0.233484E+02   0.853132E+02  -0.237713E+03   0.417838E-02   0.950933E+01   0.668057E+01   0.693532E+01   0.788511E+01   0.696785E+02
   0.511427E+03   0.195234E+03  -0.410329E+02   0.233484E+02   0.853132E+02  -0.245962E+03   0.417838E-02   0.950933E+01   0.668057E+01   0.797900E+01   0.788511E+01   0.704560E+02
   0.492357E+03   0.195234E+03  -0.365132E+02   0.244725E+02   0.851797E+02  -0.237453E+03   0.332398E-02   0.950933E+01   0.668057E+01   0.797900E+01   0.788511E+01   0.707354E+02
   0.497540E+03   0.197132E+03  -0.389467E+02   0.246831E+02   0.851797E+02  -0.237453E+03   0.134875E-01   0.950933E+01   0.668057E+01   0.797900E+01   0.788511E+01   0.668799E+02
   0.369856E+03   0.197132E+03  -0.358082E+02   0.179319E+02   0.811981E+02  -0.232896E+03   0.120922E-01   0.950933E+01   0.668057E+01   0.797900E+01   0.788511E+01   0.674611E+02
   0.271075E+03   0.179979E+03  -0.360155E+02   0.155962E+02   0.861552E+02  -0.232896E+03   0.124175E-01   0.950933E+01   0.668057E+01   0.797900E+01   0.112810E+02   0.666372E+02
   0.271075E+03   0.179979E+03  -0.320880E+02   0.135542E+02   0.934574E+02  -0.232751E+03   0.152758E-01   0.127939E+02   0.668057E+01   0.797900E+01   0.112810E+02   0.647513E+02
   0.312013E+03   0.179979E+03  -0.354903E+02   0.182062E+02   0.900249E+02  -0.234814E+03   0.104788E-01   0.112663E+02   0.668057E+01   0.797900E+01   0.787653E+01   0.676706E+02
   0.253392E+03   0.179979E+03  -0.422827E+02   0.127917E+02   0.868188E+02  -0.233369E+03   0.806862E-02   0.112663E+02   0.668057E+01   0.797900E+01   0.787653E+01   0.662543E+02
   0.285874E+03   0.179979E+03  -0.447670E+02   0.127917E+02   0.931249E+02  -0.237756E+03   0.806862E-02   0.110470E+02   0.109214E+02   0.797900E+01   0.113612E+02   0.683214E+02
   0.285874E+03   0.179979E+03  -0.462330E+02   0.122649E+02   0.931249E+02  -0.236815E+03   0.806862E-02   0.110470E+02   0.109214E+02   0.797900E+01   0.118991E+02   0.678184E+02
   0.286268E+03   0.180172E+03  -0.462330E+02   0.121271E+02   0.976262E+02  -0.242918E+03   0.806862E-02   0.110470E+02   0.820882E+01   0.696631E+01   0.118991E+02   0.663531E+02
   0.329440E+03   0.222588E+03  -0.483676E+02   0.107459E+02   0.976262E+02  -0.241887E+03   0.108700E-01   0.110470E+02   0.820882E+01   0.101158E+02   0.937149E+01   0.700369E+02
   0.319847E+03   0.222588E+03  -0.533787E+02   0.391221E+01   0.976262E+02  -0.235570E+03   0.311883E-02   0.110470E+02   0.111393E+02   0.102352E+02   0.929591E+01   0.724246E+02
   0.158660E+03   0.222588E+03  -0.486093E+02   0.301709E+00   0.102853E+03  -0.236580E+03   0.311883E-02   0.125914E+02   0.730114E+01   0.102352E+02   0.929591E+01   0.708454E+02
   0.158660E+03   0.222588E+03  -0.496814E+02   0.665471E+01   0.102853E+03  -0.244315E+03   0.311883E-02   0.121753E+02   0.730114E+01   0.115660E+02   0.929591E+01   0.706603E+02
   0.344651E+03   0.231790E+03  -0.615244E+02   0.905060E+01   0.102148E+03  -0.243519E+03   0.311883E-02   0.125802E+02   0.730114E+01   0.587563E+01   0.116005E+02   0.677894E+02
   0.261826E+03   0.231790E+03  -0.620472E+02   0.104514E+02   0.102148E+03  -0.235082E+03   0.311883E-02   0.125802E+02   0.110111E+02   0.112002E+02   0.824854E+01   0.713656E+02
   0.286360E+03   0.226931E+03  -0.577822E+02   0.118809E+02   0.106527E+03  -0.236004E+03   0.311883E-02   0.125802E+02   0.110111E+02   0.112002E+02   0.824854E+01   0.714670E+02
   0.286360E+03   0.226931E+03  -0.599321E+02   0.163870E+02   0.101194E+03  -0.236004E+03   0.162037E-02   0.756006E+01   0.110111E+02   0.112969E+02   0.841402E+01   0.718880E+02
   0.370181E+03   0.226931E+03  -0.672042E+02   0.123947E+02   0.103092E+03  -0.237672E+03   0.162037E-02   0.756006E+01   0.128254E+02   0.111083E+02   0.841402E+01   0.711617E+02
   0.322891E+03   0.226931E+03  -0.695478E+02   0.123947E+02   0.103092E+03  -0.235797E+03   0.460629E-02   0.756006E+01   0.128254E+02   0.111083E+02   0.841402E+01   0.705904E+02
   0.468376E+03   0.226931E+03  -0.645717E+02   0.146147E+02   0.103606E+03  -0.235797E+03   0.521279E-02   0.756006E+01   0.112695E+02   0.903761E+01   0.841402E+01   0.716010E+02
   0.381459E+03   0.226931E+03  -0.608589E+02   0.790182E+01   0.107277E+03  -0.237931E+03   0.521279E-02   0.838872E+01   0.112695E+02   0.986944E+01   0.841402E+01   0.720574E+02
   0.406211E+03   0.224010E+03  -0.608589E+02   0.674906E+01   0.106723E+03  -0.229751E+03   0.521279E-02   0.838872E+01   0.905533E+01   0.795522E+01   0.841402E+01   0.719238E+02
   0.302347E+03   0.224010E+03  -0.608589E+02   0.445554E+00   0.107476E+03  -0.229751E+03   0.279165E-02   0.838872E+01   0.905533E+01   0.115108E+02   0.841402E+01   0.722659E+02
   0.330975E+03   0.224010E+03  -0.568316E+02   0.445554E+00   0.112470E+03  -0.229751E+03   0.363891E-02   0.838872E+01   0.905533E+01   0.132909E+02   0.941515E+01   0.715468E+02
   0.330975E+03   0.216807E+03  -0.577403E+02   0.230892E+01   0.103953E+03  -0.228246E+03   0.363891E-02   0.838872E+01   0.522883E+01   0.132909E+02   0.941515E+01   0.668848E+02
   0.211451E+03   0.216807E+03  -0.545980E+02   0.230892E+01   0.108219E+03  -0.228246E+03   0.363891E-02   0.930552E+01   0.522883E+01   0.998539E+01   0.941515E+01   0.682930E+02
   0.279395E+03   0.200621E+03  -0.410270E+02   0.937667E+01   0.104351E+03  -0.228246E+03   0.363891E-02   0.102011E+02   0.493940E+01   0.998539E+01   0.941515E+01   0.676129E+02
   0.207264E+03   0.200621E+03  -0.374415E+02   0.288453E+01   0.104315E+03  -0.235240E+03   0.363891E-02   0.102011E+02   0.493940E+01   0.898256E+01   0.941515E+01   0.672596E+02
   0.279726E+03   0.198885E+03  -0.387493E+02   0.150867E+02   0.966911E+02  -0.229145E+03   0.363891E-02   0.120758E+02   0.779949E+01   0.856295E+01   0.981793E+01   0.718465E+02
   0.179918E+03   0.198885E+03  -0.458518E+02   0.137970E+02   0.104893E+03  -0.230314E+03   0.363891E-02   0.128576E+02   0.779949E+01   0.856295E+01   0.981793E+01   0.713060E+02
   0.247068E+03   0.198885E+03  -0.556980E+02   0.137970E+02   0.106295E+03  -0.236491E+03   0.247625E-02   0.128576E+02   0.956345E+01   0.856295E+01   0.981793E+01   0.717517E+02
   0.247068E+03   0.198885E+03  -0.465985E+02   0.137748E+02   0.112026E+03  -0.233858E+03   0.247625E-02   0.128576E+02   0.956345E+01   0.989331E+01   0.981793E+01   0.723692E+02
   0.292250E+03   0.198885E+03  -0.524587E+02   0.107320E+02   0.112129E+03  -0.238985E+03   0.247625E-02   0.128576E+02   0.105900E+02   0.989331E+01   0.981793E+01   0.720993E+02
   0.375937E+03   0.177398E+03  -0.500556E+02   0.107320E+02   0.113228E+03  -0.248179E+03   0.521182E-03   0.117801E+02   0.105900E+02   0.130663E+02   0.855762E+01   0.701823E+02
   0.380337E+03   0.177398E+03  -0.516381E+02   0.107320E+02   0.119786E+03  -0.238783E+03   0.167127E-02   0.782839E+01   0.105900E+02   0.130663E+02   0.855762E+01   0.714735E+02
   0.380337E+03   0.177398E+03  -0.516138E+02   0.674347E+01   0.112284E+03  -0.240541E+03   0.167127E-02   0.782839E+01   0.105900E+02   0.130663E+02   0.855762E+01   0.702503E+02
   0.380337E+03   0.187236E+03  -0.516138E+02   0.674347E+01   0.115934E+03  -0.232798E+03   0.787677E-03   0.782839E+01   0.105900E+02   0.130663E+02   0.102313E+02   0.717452E+02
   0.380337E+03   0.187236E+03  -0.486817E+02   0.556113E+01   0.111280E+03  -0.235035E+03   0.632761E-03   0.885993E+01   0.105900E+02   0.857664E+01   0.102313E+02   0.729939E+02
   0.430831E+03   0.187236E+03  -0.477946E+02   0.225799E+01   0.106177E+03  -0.235605E+03   0.888312E-03   0.100038E+02   0.110583E+02   0.122647E+02   0.109453E+02   0.718474E+02
