a0_min         a0_flood       a1_flood       a2_flood       a3_flood       a4_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.199922E+03   0.194876E+02  -0.133643E+01  -0.198183E+01   0.225133E+01  -0.474744E+01   0.277662E-02   0.145780E+02   0.645239E+01   0.722792E+01   0.866989E+01   0.682938E+02
   0.214281E+03   0.215049E+02  -0.888495E+00  -0.187577E+01   0.193436E+01  -0.510506E+01   0.204739E-02   0.148311E+02   0.645239E+01   0.654176E+01   0.763712E+01   0.665810E+02
   0.209153E+03   0.215049E+02  -0.764998E+00  -0.143508E+01   0.148943E+01  -0.541318E+01   0.382369E-02   0.147575E+02   0.533762E+01   0.817162E+01   0.745409E+01   0.654839E+02
   0.209468E+03   0.222047E+02  -0.706010E+00  -0.147477E+01   0.206383E+01  -0.550626E+01   0.644170E-03   0.139603E+02   0.718674E+01   0.900460E+01   0.899107E+01   0.706598E+02
   0.176878E+03   0.271828E+02  -0.282361E+00  -0.177274E+01   0.221760E+01  -0.578352E+01   0.644170E-03   0.143023E+02   0.660693E+01   0.900460E+01   0.931393E+01   0.700088E+02
   0.166691E+03   0.255244E+02  -0.537105E+00  -0.200217E+01   0.159921E+01  -0.578243E+01   0.644170E-03   0.146656E+02   0.660693E+01   0.900460E+01   0.992595E+01   0.697745E+02
   0.134233E+03   0.243797E+02  -0.264068E+00  -0.243972E+01   0.133428E+01  -0.571047E+01   0.644170E-03   0.146656E+02   0.660693E+01   0.900460E+01   0.105902E+02   0.687921E+02
   0.137323E+03   0.284644E+02   0.537327E+00  -0.273852E+01   0.892661E+00  -0.515730E+01   0.126704E-02   0.151195E+02   0.701356E+01   0.888991E+01   0.108375E+02   0.693974E+02
   0.141384E+03   0.226930E+02   0.113515E+00  -0.324452E+01   0.480360E+00  -0.515405E+01   0.126704E-02   0.159260E+02   0.701356E+01   0.800967E+01   0.933528E+01   0.680782E+02
   0.156073E+03   0.191069E+02   0.851100E-01  -0.296242E+01   0.147078E+00  -0.507254E+01   0.126704E-02   0.145978E+02   0.701356E+01   0.873798E+01   0.933528E+01   0.695719E+02
   0.154803E+03   0.191069E+02   0.600478E+00  -0.336341E+01   0.359552E+00  -0.505013E+01   0.262533E-02   0.127050E+02   0.632143E+01   0.873798E+01   0.917786E+01   0.696789E+02
   0.168441E+03   0.191069E+02   0.932171E+00  -0.297318E+01   0.455890E+00  -0.546956E+01   0.544519E-04   0.127050E+02   0.838012E+01   0.873798E+01   0.917786E+01   0.722373E+02
   0.160022E+03   0.191069E+02   0.109705E+01  -0.245710E+01   0.644979E+00  -0.579900E+01   0.544519E-04   0.118643E+02   0.838012E+01   0.885531E+01   0.103341E+02   0.725733E+02
   0.160022E+03   0.256741E+02   0.899489E+00  -0.244567E+01   0.543127E+00  -0.602488E+01   0.192761E-02   0.102329E+02   0.838012E+01   0.980875E+01   0.104666E+02   0.732844E+02
   0.168188E+03   0.290776E+02   0.614180E+00  -0.273739E+01   0.911997E+00  -0.637930E+01   0.720150E-02   0.114718E+02   0.904897E+01   0.997136E+01   0.111953E+02   0.716964E+02
   0.176510E+03   0.277103E+02   0.916012E+00  -0.255436E+01   0.104799E+01  -0.712467E+01   0.428671E-02   0.114922E+02   0.981384E+01   0.845660E+01   0.129390E+02   0.715503E+02
   0.151185E+03   0.277103E+02   0.265631E+00  -0.247848E+01   0.444115E+00  -0.748492E+01   0.428671E-02   0.114922E+02   0.127654E+02   0.845660E+01   0.122514E+02   0.707821E+02
   0.148120E+03   0.277103E+02   0.331251E+00  -0.249813E+01   0.471100E+00  -0.739894E+01   0.685314E-02   0.106674E+02   0.137855E+02   0.835760E+01   0.107590E+02   0.702054E+02
   0.162891E+03   0.325653E+02   0.477352E+00  -0.288785E+01   0.382115E+00  -0.711266E+01   0.685314E-02   0.741127E+01   0.127169E+02   0.835760E+01   0.111171E+02   0.702103E+02
   0.140505E+03   0.288875E+02   0.851981E-01  -0.274465E+01   0.650709E+00  -0.662529E+01   0.755811E-02   0.741127E+01   0.134244E+02   0.102709E+02   0.875285E+01   0.696274E+02
   0.140505E+03   0.255266E+02  -0.900170E-01  -0.266508E+01   0.231114E+00  -0.618251E+01   0.755811E-02   0.741127E+01   0.149902E+02   0.124195E+02   0.107763E+02   0.674733E+02
   0.144427E+03   0.266627E+02   0.376247E+00  -0.237923E+01   0.537550E+00  -0.626293E+01   0.755811E-02   0.741127E+01   0.132744E+02   0.100371E+02   0.105383E+02   0.698059E+02
   0.141737E+03   0.314919E+02   0.921169E+00  -0.256384E+01   0.348570E+00  -0.618380E+01   0.755811E-02   0.693400E+01   0.132744E+02   0.977336E+01   0.932772E+01   0.695964E+02
   0.135097E+03   0.383237E+02   0.106592E+01  -0.249944E+01   0.425144E+00  -0.635613E+01   0.739208E-02   0.725770E+01   0.129727E+02   0.955843E+01   0.992321E+01   0.702718E+02
   0.113292E+03   0.385245E+02   0.879668E+00  -0.240770E+01   0.259611E+00  -0.535996E+01   0.739208E-02   0.725770E+01   0.116219E+02   0.955843E+01   0.869841E+01   0.703725E+02
   0.128125E+03   0.516530E+02   0.946993E+00  -0.204877E+01   0.191330E+00  -0.512041E+01   0.739208E-02   0.715417E+01   0.112877E+02   0.906308E+01   0.990444E+01   0.709770E+02
   0.141783E+03   0.581238E+02   0.109558E+01  -0.179938E+01   0.361860E+00  -0.496131E+01   0.653121E-02   0.682188E+01   0.109717E+02   0.100435E+02   0.105175E+02   0.705583E+02
   0.171167E+03   0.581238E+02   0.126478E+01  -0.211827E+01  -0.972171E-01  -0.442531E+01   0.743190E-02   0.697583E+01   0.131341E+02   0.110916E+02   0.966731E+01   0.683383E+02
   0.162130E+03   0.593670E+02   0.112302E+01  -0.223658E+01  -0.406800E+00  -0.489690E+01   0.325711E-02   0.939144E+01   0.145007E+02   0.105396E+02   0.107106E+02   0.700918E+02
   0.155779E+03   0.546558E+02   0.561503E+00  -0.218089E+01  -0.386832E+00  -0.466629E+01   0.325711E-02   0.927343E+01   0.145007E+02   0.897366E+01   0.872240E+01   0.706151E+02
   0.155779E+03   0.514587E+02   0.729396E+00  -0.208723E+01   0.238335E+00  -0.439795E+01   0.316045E-02   0.769699E+01   0.145007E+02   0.964288E+01   0.866652E+01   0.701626E+02
   0.144300E+03   0.535650E+02   0.646926E+00  -0.226525E+01   0.139792E-01  -0.405105E+01   0.303672E-03   0.835211E+01   0.146500E+02   0.911037E+01   0.782587E+01   0.704838E+02
   0.144300E+03   0.444641E+02   0.102724E+01  -0.250130E+01   0.273019E-01  -0.445833E+01   0.172440E-02   0.961295E+01   0.135896E+02   0.110223E+02   0.782587E+01   0.713912E+02
   0.151668E+03   0.454639E+02   0.986365E+00  -0.248334E+01   0.242627E+00  -0.388112E+01   0.240871E-02   0.934271E+01   0.101796E+02   0.115527E+02   0.802406E+01   0.725308E+02
   0.151668E+03   0.435260E+02   0.130074E+01  -0.250121E+01  -0.968522E-01  -0.356015E+01   0.240871E-02   0.111169E+02   0.877908E+01   0.118268E+02   0.946091E+01   0.725322E+02
   0.157144E+03   0.468077E+02   0.161128E+01  -0.271363E+01   0.859846E-01  -0.379301E+01   0.262226E-03   0.115928E+02   0.832041E+01   0.118268E+02   0.812331E+01   0.717514E+02
   0.172461E+03   0.525402E+02   0.137126E+01  -0.185869E+01   0.519599E+00  -0.353431E+01   0.788946E-03   0.115928E+02   0.919839E+01   0.118268E+02   0.101321E+02   0.714569E+02
   0.175434E+03   0.570953E+02   0.970441E+00  -0.124573E+01   0.633347E+00  -0.350371E+01   0.574274E-02   0.115928E+02   0.103653E+02   0.118268E+02   0.994398E+01   0.703017E+02
   0.171798E+03   0.515830E+02   0.117352E+01  -0.884448E+00   0.666117E+00  -0.311446E+01   0.574274E-02   0.116029E+02   0.101451E+02   0.118268E+02   0.994398E+01   0.707116E+02
   0.171798E+03   0.605167E+02   0.122961E+01  -0.766289E+00   0.183392E+00  -0.312971E+01   0.633541E-02   0.107744E+02   0.101451E+02   0.118268E+02   0.888712E+01   0.702849E+02
   0.160722E+03   0.612777E+02   0.140009E+01  -0.550354E+00   0.169259E+00  -0.307702E+01   0.633541E-02   0.121017E+02   0.101784E+02   0.128836E+02   0.888712E+01   0.696508E+02
   0.158645E+03   0.601756E+02   0.136688E+01  -0.840963E+00   0.597130E+00  -0.302692E+01   0.523187E-02   0.900306E+01   0.815716E+01   0.132241E+02   0.812893E+01   0.699292E+02
   0.129003E+03   0.557278E+02   0.118604E+01  -0.105963E+01   0.150678E+00  -0.320261E+01   0.523187E-02   0.800328E+01   0.798422E+01   0.121909E+02   0.843401E+01   0.712848E+02
   0.133699E+03   0.550208E+02   0.552148E+00  -0.130343E+01   0.369219E+00  -0.332791E+01   0.523187E-02   0.845449E+01   0.817437E+01   0.121909E+02   0.856352E+01   0.715899E+02
   0.111473E+03   0.567649E+02   0.178686E+00  -0.113246E+01   0.100304E+01  -0.287069E+01   0.434461E-02   0.796223E+01   0.804540E+01   0.118454E+02   0.850778E+01   0.718482E+02
   0.112109E+03   0.585560E+02  -0.240280E+00  -0.906436E+00   0.967638E+00  -0.308371E+01   0.434461E-02   0.897138E+01   0.823019E+01   0.108323E+02   0.936471E+01   0.728772E+02
   0.105352E+03   0.547603E+02  -0.179823E+00  -0.102602E+01   0.106059E+01  -0.312973E+01   0.434461E-02   0.876808E+01   0.801791E+01   0.965662E+01   0.936471E+01   0.727947E+02
   0.916087E+02   0.550533E+02  -0.618518E+00  -0.113220E+01   0.620723E+00  -0.298154E+01   0.566084E-02   0.876808E+01   0.915795E+01   0.906399E+01   0.881352E+01   0.721915E+02
   0.954594E+02   0.528146E+02  -0.900365E+00  -0.722197E+00   0.952269E+00  -0.268123E+01   0.536698E-02   0.876808E+01   0.100716E+02   0.895620E+01   0.767851E+01   0.718317E+02
   0.971244E+02   0.514073E+02  -0.907978E+00  -0.724347E+00   0.110574E+01  -0.248568E+01   0.536698E-02   0.872652E+01   0.100716E+02   0.900012E+01   0.865047E+01   0.723428E+02
   0.971244E+02   0.553128E+02  -0.112089E+01  -0.117726E+00   0.124202E+01  -0.294709E+01   0.156686E-02   0.978600E+01   0.832670E+01   0.813909E+01   0.104594E+02   0.728393E+02
   0.971244E+02   0.647688E+02  -0.129412E+01  -0.501578E+00   0.101656E+01  -0.290569E+01   0.156686E-02   0.855227E+01   0.832670E+01   0.827509E+01   0.785907E+01   0.725516E+02
   0.835603E+02   0.703230E+02  -0.110062E+01  -0.341185E+00   0.102578E+01  -0.279657E+01   0.207244E-02   0.857912E+01   0.832670E+01   0.827509E+01   0.785907E+01   0.722234E+02
   0.958522E+02   0.607045E+02  -0.955775E+00  -0.627144E+00   0.743843E+00  -0.238939E+01   0.207244E-02   0.857912E+01   0.920465E+01   0.827509E+01   0.785907E+01   0.726274E+02
   0.946733E+02   0.608318E+02  -0.113926E+01  -0.519600E+00   0.869467E+00  -0.248524E+01   0.207244E-02   0.985763E+01   0.894664E+01   0.928329E+01   0.785907E+01   0.729668E+02
   0.107419E+03   0.583670E+02  -0.103785E+01  -0.861653E+00   0.135544E+01  -0.283572E+01   0.361078E-02   0.787655E+01   0.894664E+01   0.942534E+01   0.785907E+01   0.724814E+02
   0.113862E+03   0.493151E+02  -0.100465E+01  -0.101417E+01   0.110127E+01  -0.273546E+01   0.109877E-02   0.937544E+01   0.107759E+02   0.942534E+01   0.746687E+01   0.728393E+02
   0.123758E+03   0.514801E+02  -0.490197E+00  -0.819624E+00   0.137896E+01  -0.221904E+01   0.128456E-02   0.110046E+02   0.107759E+02   0.103917E+02   0.103093E+02   0.733424E+02
   0.101617E+03   0.547694E+02  -0.218036E+00  -0.110620E+01   0.131980E+01  -0.215647E+01   0.903538E-02   0.103711E+02   0.107759E+02   0.867206E+01   0.103093E+02   0.712772E+02
   0.119778E+03   0.547694E+02   0.176107E+00  -0.102711E+01   0.172321E+01  -0.190959E+01   0.105660E-01   0.880570E+01   0.969324E+01   0.103245E+02   0.103093E+02   0.709486E+02
   0.142938E+03   0.574785E+02   0.487695E+00  -0.561118E+00   0.218507E+01  -0.248207E+01   0.105660E-01   0.880570E+01   0.102432E+02   0.950798E+01   0.103093E+02   0.704884E+02
   0.122427E+03   0.613118E+02   0.428162E+00  -0.834645E+00   0.155387E+01  -0.256946E+01   0.609336E-02   0.995840E+01   0.102782E+02   0.895263E+01   0.952688E+01   0.727012E+02
   0.113621E+03   0.635140E+02   0.212629E+00  -0.955439E+00   0.178655E+01  -0.250137E+01   0.715299E-03   0.107961E+02   0.114614E+02   0.895263E+01   0.103075E+02   0.732108E+02
   0.131271E+03   0.571591E+02   0.769564E-01  -0.911518E+00   0.154813E+01  -0.229920E+01   0.131663E-02   0.106860E+02   0.108324E+02   0.100761E+02   0.117035E+02   0.728253E+02
   0.114204E+03   0.544908E+02   0.821791E+00  -0.127085E+01   0.131776E+01  -0.193312E+01   0.131663E-02   0.124274E+02   0.100235E+02   0.101848E+02   0.113169E+02   0.726559E+02
   0.889809E+02   0.549797E+02   0.789914E+00  -0.155269E+01   0.199169E+01  -0.191730E+01   0.335525E-04   0.138474E+02   0.100235E+02   0.745804E+01   0.113169E+02   0.704176E+02
   0.931812E+02   0.622690E+02   0.920204E+00  -0.135209E+01   0.243942E+01  -0.244013E+01   0.335525E-04   0.138474E+02   0.105844E+02   0.724295E+01   0.113169E+02   0.706228E+02
   0.821736E+02   0.667595E+02   0.108305E+01  -0.980930E+00   0.261276E+01  -0.244256E+01   0.739098E-03   0.139411E+02   0.110844E+02   0.724295E+01   0.102813E+02   0.703744E+02
   0.836380E+02   0.743747E+02   0.712215E+00  -0.764696E+00   0.269854E+01  -0.265850E+01   0.739098E-03   0.139411E+02   0.916673E+01   0.735658E+01   0.103107E+02   0.709967E+02
   0.638389E+02   0.772346E+02   0.451431E+00  -0.853526E+00   0.267911E+01  -0.229016E+01   0.739098E-03   0.143059E+02   0.936895E+01   0.104978E+02   0.988653E+01   0.702919E+02
   0.718347E+02   0.809077E+02   0.862749E+00  -0.931404E+00   0.263406E+01  -0.250382E+01   0.739098E-03   0.145682E+02   0.850415E+01   0.893848E+01   0.116913E+02   0.704216E+02
   0.785456E+02   0.807807E+02   0.685979E+00  -0.940121E+00   0.302176E+01  -0.255291E+01   0.739098E-03   0.131330E+02   0.798943E+01   0.978469E+01   0.119827E+02   0.714049E+02
   0.723715E+02   0.849549E+02   0.490523E+00  -0.116592E+01   0.303164E+01  -0.228776E+01   0.130517E-03   0.131330E+02   0.996818E+01   0.104921E+02   0.122062E+02   0.714408E+02
   0.615065E+02   0.808314E+02   0.668810E+00  -0.120757E+01   0.312998E+01  -0.203307E+01   0.277337E-02   0.129573E+02   0.949231E+01   0.117532E+02   0.102484E+02   0.704997E+02
   0.746850E+02   0.711737E+02   0.467801E+00  -0.162054E+01   0.308118E+01  -0.167846E+01   0.166502E-02   0.129573E+02   0.822735E+01   0.115906E+02   0.104606E+02   0.710821E+02
   0.746850E+02   0.706646E+02   0.364326E+00  -0.169675E+01   0.283843E+01  -0.151341E+01   0.166502E-02   0.140152E+02   0.687191E+01   0.105628E+02   0.945563E+01   0.696964E+02
   0.623144E+02   0.735500E+02   0.581905E+00  -0.182666E+01   0.343512E+01  -0.152203E+01   0.205443E-02   0.140152E+02   0.783794E+01   0.977659E+01   0.946642E+01   0.695208E+02
   0.725886E+02   0.773068E+02   0.329744E+00  -0.209867E+01   0.342976E+01  -0.133410E+01   0.635492E-05   0.145171E+02   0.951192E+01   0.117245E+02   0.932152E+01   0.705829E+02
   0.725886E+02   0.819706E+02   0.836882E+00  -0.216284E+01   0.355676E+01  -0.894543E+00   0.239367E-02   0.139934E+02   0.103334E+02   0.116893E+02   0.905339E+01   0.709088E+02
   0.111829E+03   0.779615E+02   0.437415E+00  -0.214732E+01   0.318862E+01  -0.325366E+00   0.466532E-03   0.133217E+02   0.907054E+01   0.122238E+02   0.100055E+02   0.715697E+02
   0.994143E+02   0.720431E+02   0.557562E+00  -0.250055E+01   0.321247E+01  -0.895763E+00   0.466532E-03   0.129684E+02   0.880152E+01   0.122238E+02   0.986129E+01   0.719670E+02
   0.114924E+03   0.725821E+02   0.557883E+00  -0.250511E+01   0.351365E+01  -0.109974E+01   0.466532E-03   0.133184E+02   0.101760E+02   0.102915E+02   0.951038E+01   0.722845E+02
   0.101896E+03   0.700786E+02   0.274502E+00  -0.232742E+01   0.320364E+01  -0.163957E+01   0.334822E-02   0.995332E+01   0.102402E+02   0.106953E+02   0.951038E+01   0.734150E+02
   0.101896E+03   0.700786E+02   0.166219E+00  -0.246290E+01   0.299812E+01  -0.115422E+01   0.334822E-02   0.110401E+02   0.934228E+01   0.885131E+01   0.942743E+01   0.732808E+02
   0.981842E+02   0.621609E+02   0.319891E-01  -0.155143E+01   0.331455E+01  -0.134366E+01   0.334822E-02   0.116591E+02   0.934228E+01   0.963612E+01   0.942743E+01   0.730776E+02
   0.950189E+02   0.655628E+02  -0.129782E+00  -0.153499E+01   0.366191E+01  -0.125361E+01   0.373911E-02   0.117534E+02   0.964533E+01   0.992075E+01   0.958897E+01   0.729584E+02
   0.126774E+03   0.655628E+02  -0.264301E+00  -0.161237E+01   0.369061E+01  -0.976426E+00   0.373911E-02   0.102653E+02   0.964533E+01   0.941823E+01   0.958897E+01   0.731603E+02
   0.101030E+03   0.712292E+02  -0.143980E+00  -0.135179E+01   0.326620E+01  -0.667056E+00   0.373911E-02   0.102653E+02   0.872247E+01   0.662338E+01   0.958897E+01   0.716669E+02
   0.107137E+03   0.703227E+02   0.280317E+00  -0.134812E+01   0.328341E+01  -0.228969E+00   0.373911E-02   0.113590E+02   0.872247E+01   0.906243E+01   0.917565E+01   0.729929E+02
   0.993415E+02   0.657118E+02   0.229801E+00  -0.217508E+01   0.276102E+01  -0.691484E+00   0.105873E-03   0.108712E+02   0.111813E+02   0.101434E+02   0.116999E+02   0.728988E+02
   0.102596E+03   0.674702E+02  -0.314467E+00  -0.163318E+01   0.286183E+01  -0.900432E+00   0.105873E-03   0.111589E+02   0.958128E+01   0.101434E+02   0.103807E+02   0.735422E+02
   0.120090E+03   0.669915E+02  -0.810883E-01  -0.114422E+01   0.266478E+01  -0.960965E+00   0.527307E-03   0.108881E+02   0.999927E+01   0.101434E+02   0.865523E+01   0.733331E+02
   0.114749E+03   0.654675E+02   0.550431E+00  -0.110338E+01   0.238740E+01  -0.114590E+01   0.112102E-02   0.116613E+02   0.772235E+01   0.912280E+01   0.913698E+01   0.726902E+02
   0.921980E+02   0.669531E+02   0.467950E+00  -0.134280E+01   0.287693E+01  -0.126979E+01   0.112102E-02   0.116613E+02   0.914974E+01   0.842498E+01   0.103465E+02   0.730034E+02
   0.116791E+03   0.582492E+02   0.640171E+00  -0.109278E+01   0.287938E+01  -0.940960E+00   0.112102E-02   0.100197E+02   0.746468E+01   0.968522E+01   0.962969E+01   0.730623E+02
   0.118243E+03   0.538078E+02   0.110770E+01  -0.103035E+01   0.235663E+01  -0.880270E+00   0.550806E-03   0.939789E+01   0.765434E+01   0.103199E+02   0.897188E+01   0.731528E+02
   0.116347E+03   0.534666E+02   0.985162E+00  -0.917360E+00   0.200172E+01  -0.869723E+00   0.587242E-02   0.109943E+02   0.765434E+01   0.103199E+02   0.982899E+01   0.720947E+02
   0.129306E+03   0.582984E+02   0.100601E+01  -0.887702E+00   0.193584E+01  -0.472467E+00   0.587242E-02   0.103926E+02   0.711516E+01   0.128864E+02   0.990337E+01   0.704645E+02
   0.148992E+03   0.628012E+02   0.658031E+00  -0.111562E+01   0.207689E+01  -0.256298E+00   0.596235E-02   0.105508E+02   0.711516E+01   0.129525E+02   0.102030E+02   0.695118E+02
   0.164842E+03   0.656766E+02   0.489079E+00  -0.708004E+00   0.216263E+01  -0.184184E+00   0.557639E-02   0.112677E+02   0.668856E+01   0.101431E+02   0.870474E+01   0.689963E+02
   0.163744E+03   0.692537E+02   0.346032E+00  -0.733576E+00   0.230842E+01  -0.135542E+00   0.557639E-02   0.108324E+02   0.861970E+01   0.790335E+01   0.907836E+01   0.701418E+02
   0.161873E+03   0.692537E+02   0.371982E+00  -0.521587E+00   0.171313E+01  -0.132863E+00   0.572236E-02   0.959660E+01   0.981652E+01   0.790335E+01   0.907836E+01   0.705378E+02
   0.161873E+03   0.692537E+02   0.209161E+00  -0.995705E+00   0.142810E+01  -0.722015E+00   0.173494E-02   0.927566E+01   0.102547E+02   0.626208E+01   0.907836E+01   0.694258E+02
   0.146484E+03   0.661223E+02   0.157853E+00  -0.920623E+00   0.128835E+01  -0.767938E+00   0.173494E-02   0.118966E+02   0.998767E+01   0.730501E+01   0.882900E+01   0.711251E+02
   0.122523E+03   0.571646E+02  -0.142326E+00  -0.134002E+01   0.878424E+00  -0.751788E+00   0.173494E-02   0.125067E+02   0.114165E+02   0.811852E+01   0.951112E+01   0.721630E+02
   0.111625E+03   0.555260E+02  -0.601382E-01  -0.113331E+01   0.114894E+01  -0.697264E+00   0.173494E-02   0.127675E+02   0.114165E+02   0.847703E+01   0.115498E+02   0.718370E+02
   0.980125E+02   0.629716E+02  -0.185580E+00  -0.126604E+01   0.114560E+01  -0.964689E+00   0.272257E-02   0.127675E+02   0.115597E+02   0.871785E+01   0.111323E+02   0.718117E+02
   0.980125E+02   0.548047E+02  -0.799094E+00  -0.166240E+01   0.643374E+00  -0.856379E+00   0.272257E-02   0.128237E+02   0.115597E+02   0.883564E+01   0.111323E+02   0.715520E+02
   0.899869E+02   0.548047E+02  -0.102375E+01  -0.128619E+01   0.564709E+00  -0.481866E+00   0.320711E-02   0.128237E+02   0.126732E+02   0.932768E+01   0.108562E+02   0.707259E+02
   0.903969E+02   0.548047E+02  -0.130406E+01  -0.117367E+01   0.111265E+01  -0.896250E+00   0.320711E-02   0.122981E+02   0.126732E+02   0.932768E+01   0.103471E+02   0.711442E+02
   0.903969E+02   0.610688E+02  -0.127135E+01  -0.994910E+00   0.111455E+01  -0.787911E+00   0.337105E-02   0.111822E+02   0.134794E+02   0.932768E+01   0.769482E+01   0.708739E+02
   0.103111E+03   0.622235E+02  -0.133464E+01  -0.173063E+01   0.125731E+01  -0.727556E+00   0.337105E-02   0.109190E+02   0.134794E+02   0.982125E+01   0.769482E+01   0.713026E+02
   0.102635E+03   0.659059E+02  -0.624273E+00  -0.180130E+01   0.169145E+01  -0.839939E+00   0.593691E-02   0.107348E+02   0.137520E+02   0.873449E+01   0.776300E+01   0.705384E+02
   0.104969E+03   0.667512E+02  -0.542696E+00  -0.161340E+01   0.122533E+01  -0.663283E+00   0.593691E-02   0.102907E+02   0.115177E+02   0.873449E+01   0.913057E+01   0.723719E+02
   0.110505E+03   0.720313E+02  -0.867554E+00  -0.185633E+01   0.123941E+01  -0.159824E+00   0.593691E-02   0.102907E+02   0.109381E+02   0.873449E+01   0.601214E+01   0.697795E+02
   0.997926E+02   0.738053E+02  -0.221162E+00  -0.216941E+01   0.550631E+00  -0.364836E+00   0.736396E-02   0.102907E+02   0.105915E+02   0.873449E+01   0.821414E+01   0.719045E+02
   0.104483E+03   0.691930E+02  -0.458733E+00  -0.185062E+01  -0.157299E+00  -0.953712E+00   0.736396E-02   0.945500E+01   0.937079E+01   0.972803E+01   0.932105E+01   0.724702E+02
   0.828980E+02   0.717424E+02  -0.337125E+00  -0.198081E+01  -0.117902E+00  -0.832494E+00   0.102847E-01   0.763794E+01   0.946685E+01   0.972803E+01   0.852961E+01   0.701471E+02
   0.101631E+03   0.756774E+02  -0.156232E+00  -0.249255E+01  -0.723199E-01  -0.196321E+00   0.102406E-01   0.684001E+01   0.990858E+01   0.104426E+02   0.131769E+02   0.685029E+02
   0.120983E+03   0.767089E+02  -0.609638E+00  -0.216634E+01  -0.239747E+00   0.315912E-01   0.984025E-02   0.684001E+01   0.835040E+01   0.104426E+02   0.131769E+02   0.681211E+02
   0.113418E+03   0.785164E+02  -0.849511E+00  -0.220541E+01  -0.637986E+00  -0.171017E-01   0.774248E-02   0.684001E+01   0.101351E+02   0.104426E+02   0.123288E+02   0.698094E+02
   0.105649E+03   0.732218E+02  -0.142988E+01  -0.202931E+01  -0.544787E+00   0.418732E+00   0.755967E-02   0.696634E+01   0.882660E+01   0.853534E+01   0.110972E+02   0.705788E+02
   0.951289E+02   0.848122E+02  -0.113595E+01  -0.164177E+01  -0.738307E+00   0.597085E+00   0.688706E-02   0.939000E+01   0.112892E+02   0.120265E+02   0.119333E+02   0.711171E+02
   0.955828E+02   0.848138E+02  -0.520912E+00  -0.118284E+01  -0.631491E+00   0.460143E+00   0.458709E-02   0.789528E+01   0.112892E+02   0.117839E+02   0.110630E+02   0.717664E+02
   0.955828E+02   0.824968E+02  -0.676124E+00  -0.160926E+01  -0.759051E+00   0.227331E-01   0.458709E-02   0.789528E+01   0.824878E+01   0.117839E+02   0.109690E+02   0.718309E+02
   0.954353E+02   0.807840E+02  -0.338101E+00  -0.160449E+01  -0.975250E+00   0.257534E+00   0.515216E-02   0.761499E+01   0.726955E+01   0.120840E+02   0.767515E+01   0.702674E+02
   0.904264E+02   0.822021E+02  -0.158692E-01  -0.197230E+01  -0.888072E+00   0.682017E+00   0.688002E-02   0.806163E+01   0.681012E+01   0.107907E+02   0.860008E+01   0.704825E+02
   0.904264E+02   0.819987E+02   0.188772E+00  -0.155147E+01  -0.100846E+01   0.597095E+00   0.424153E-02   0.107019E+02   0.681012E+01   0.790459E+01   0.908360E+01   0.712849E+02
   0.796274E+02   0.866394E+02  -0.237779E+00  -0.166320E+01  -0.109064E+01   0.755620E+00   0.424153E-02   0.103625E+02   0.855266E+01   0.914961E+01   0.946439E+01   0.730344E+02
   0.689670E+02   0.820247E+02   0.112743E+00  -0.135424E+01  -0.201656E-01   0.537600E+00   0.424153E-02   0.925647E+01   0.952390E+01   0.914961E+01   0.791139E+01   0.721749E+02
   0.689670E+02   0.911793E+02   0.182009E+00  -0.177903E+01  -0.680158E-01   0.126223E+01   0.146583E-02   0.105391E+02   0.952390E+01   0.862782E+01   0.801423E+01   0.727532E+02
   0.806245E+02   0.944596E+02   0.562907E+00  -0.163129E+01  -0.256508E+00   0.155649E+01   0.208789E-02   0.107258E+02   0.926954E+01   0.967416E+01   0.879392E+01   0.735194E+02
   0.859892E+02   0.841571E+02   0.330604E+00  -0.158956E+01   0.179503E+00   0.138288E+01   0.285990E-02   0.116803E+02   0.926954E+01   0.960696E+01   0.897102E+01   0.731213E+02
   0.919122E+02   0.851828E+02  -0.367019E+00  -0.188173E+01  -0.202055E+00   0.949017E+00   0.197592E-02   0.122620E+02   0.103378E+02   0.937155E+01   0.877962E+01   0.728865E+02
   0.111828E+03   0.884041E+02  -0.856265E+00  -0.186196E+01  -0.524961E+00   0.107921E+01   0.117469E-02   0.122620E+02   0.969767E+01   0.114971E+02   0.701451E+01   0.710866E+02
   0.883481E+02   0.900013E+02  -0.775132E+00  -0.138685E+01  -0.636696E+00   0.612330E+00   0.117469E-02   0.127297E+02   0.102104E+02   0.101482E+02   0.701451E+01   0.715709E+02
   0.101214E+03   0.912375E+02  -0.112966E+01  -0.137647E+01  -0.950741E+00   0.701687E+00   0.940632E-03   0.143940E+02   0.101131E+02   0.101482E+02   0.701451E+01   0.703879E+02
   0.111070E+03   0.867034E+02  -0.116839E+01  -0.147908E+01  -0.330896E+00   0.753430E+00   0.940632E-03   0.114071E+02   0.700597E+01   0.887850E+01   0.698981E+01   0.705959E+02
   0.111070E+03   0.734630E+02  -0.885277E+00  -0.167936E+01  -0.481457E-01   0.690328E+00   0.150043E-02   0.124356E+02   0.700597E+01   0.799620E+01   0.787589E+01   0.707372E+02
