"P0_Reach_1" "P1_Reach_1" "P2_Reach_1" "P3_Reach_1" "P4_Reach_1"
1 -1 1 -1 1
1 -0.97979797979798 0.940006121824304 -0.881828178736657 0.807018977728213
1 -0.95959595959596 0.881236608509336 -0.769654508558702 0.63154791783905
1 -0.939393939393939 0.823691460055097 -0.663355316247879 0.47274734151769
1 -0.919191919191919 0.767370676461586 -0.562806928585931 0.329795259091281
1 -0.898989898989899 0.712274257728803 -0.467885672354604 0.201887170028949
1 -0.878787878787879 0.658402203856749 -0.378467874335643 0.0882360629417977
1 -0.858585858585859 0.605754514845424 -0.294429861310792 -0.0119275844170955
1 -0.838383838383838 0.554331190694827 -0.215647960061795 -0.0993558051526781
1 -0.818181818181818 0.504132231404958 -0.141998497370398 -0.174783143227922
1 -0.797979797979798 0.455157636975819 -0.073357800018345 -0.238926653463822
1 -0.777777777777778 0.407407407407407 -0.00960219478737997 -0.2924859015394
1 -0.757575757575758 0.360881542699724 0.049391991540752 -0.336142963991699
1 -0.737373737373737 0.31558004285277 0.103748432184306 -0.370562428215791
1 -0.717171717171717 0.271502907866544 0.153590800361538 -0.396391392464768
1 -0.696969696969697 0.228650137741047 0.199042769290703 -0.414259465849749
1 -0.676767676767677 0.187021732476278 0.240228012190057 -0.424778768339877
1 -0.656565656565657 0.146617692072238 0.277270202277855 -0.428543930762319
1 -0.636363636363636 0.107438016528926 0.310293012772352 -0.426132094802268
1 -0.616161616161616 0.0694827058463422 0.339420116891803 -0.418102913002939
1 -0.595959595959596 0.0327517600244872 0.364775187854466 -0.404998548765573
1 -0.575757575757576 -0.00275482093663926 0.386481898878593 -0.387343676349436
1 -0.555555555555556 -0.037037037037037 0.404663923182442 -0.365645480871818
1 -0.535353535353535 -0.0700948882767065 0.419444933984267 -0.340393658308033
1 -0.515151515151515 -0.101928374655647 0.430948604502323 -0.31206041549142
1 -0.494949494949495 -0.13253749617386 0.439298607954868 -0.281100470113341
1 -0.474747474747475 -0.161922252831344 0.444618617560154 -0.247951050723186
1 -0.454545454545455 -0.190082644628099 0.447032306536439 -0.213031896728366
1 -0.434343434343434 -0.217018671564126 0.446663348101977 -0.176745258394317
1 -0.414141414141414 -0.242730333639425 0.443635415475024 -0.139475896844502
1 -0.393939393939394 -0.267217630853995 0.438072181873835 -0.101591084060405
1 -0.373737373737374 -0.290480563207836 0.430097320516665 -0.063440602881538
1 -0.353535353535353 -0.312519130700949 0.419834504621771 -0.0253567470054346
1 -0.333333333333333 -0.333333333333333 0.407407407407407 0.0123456790123457
1 -0.313131313131313 -0.352923171104989 0.392939702091829 0.0493693597582192
1 -0.292929292929293 -0.371288644015917 0.376555061893293 0.0854344689605781
1 -0.272727272727273 -0.388429752066116 0.358377160030053 0.120278669489789
1 -0.252525252525252 -0.404346495255586 0.338529669720365 0.153657113358195
1 -0.232323232323232 -0.419038873584328 0.317136264182484 0.185342441720115
1 -0.212121212121212 -0.432506887052342 0.294320616634666 0.215124784871842
1 -0.191919191919192 -0.444750535659627 0.270206400295167 0.242811762251646
1 -0.171717171717172 -0.455769819406183 0.244917288382241 0.268228482439772
1 -0.151515151515151 -0.465564738292011 0.218576954114144 0.29121754315844
1 -0.131313131313131 -0.47413529231711 0.191309070709132 0.311639031271846
1 -0.111111111111111 -0.481481481481481 0.16323731138546 0.329370522786161
1 -0.0909090909090909 -0.487603305785124 0.134485349361382 0.344307082849532
1 -0.0707070707070707 -0.492500765228038 0.105176857855156 0.356361265752082
1 -0.0505050505050506 -0.496173859810223 0.0754355100850358 0.365463114925909
1 -0.0303030303030304 -0.49862258953168 0.0453849792692769 0.371560162945087
1 -0.0101010101010099 -0.499846954392409 0.0151489386261346 0.374617431525663
1 0.0101010101010102 -0.499846954392409 -0.0151489386261349 0.374617431525663
1 0.0303030303030303 -0.49862258953168 -0.0453849792692768 0.371560162945087
1 0.0505050505050506 -0.496173859810223 -0.0754355100850358 0.365463114925909
1 0.0707070707070707 -0.492500765228038 -0.105176857855156 0.356361265752082
1 0.0909090909090908 -0.487603305785124 -0.134485349361382 0.344307082849532
1 0.111111111111111 -0.481481481481481 -0.16323731138546 0.329370522786161
1 0.131313131313131 -0.47413529231711 -0.191309070709132 0.311639031271846
1 0.151515151515151 -0.465564738292011 -0.218576954114144 0.29121754315844
1 0.171717171717172 -0.455769819406183 -0.244917288382241 0.268228482439772
1 0.191919191919192 -0.444750535659627 -0.270206400295167 0.242811762251646
1 0.212121212121212 -0.432506887052342 -0.294320616634666 0.215124784871842
1 0.232323232323232 -0.419038873584328 -0.317136264182484 0.185342441720115
1 0.252525252525253 -0.404346495255586 -0.338529669720365 0.153657113358195
1 0.272727272727273 -0.388429752066116 -0.358377160030053 0.120278669489789
1 0.292929292929293 -0.371288644015917 -0.376555061893293 0.0854344689605778
1 0.313131313131313 -0.352923171104989 -0.392939702091829 0.0493693597582192
1 0.333333333333333 -0.333333333333333 -0.407407407407407 0.0123456790123458
1 0.353535353535354 -0.312519130700949 -0.419834504621771 -0.0253567470054348
1 0.373737373737374 -0.290480563207836 -0.430097320516665 -0.063440602881538
1 0.393939393939394 -0.267217630853995 -0.438072181873835 -0.101591084060405
1 0.414141414141414 -0.242730333639424 -0.443635415475024 -0.139475896844502
1 0.434343434343434 -0.217018671564126 -0.446663348101977 -0.176745258394317
1 0.454545454545455 -0.190082644628099 -0.447032306536439 -0.213031896728366
1 0.474747474747475 -0.161922252831343 -0.444618617560154 -0.247951050723186
1 0.494949494949495 -0.13253749617386 -0.439298607954867 -0.281100470113342
1 0.515151515151515 -0.101928374655647 -0.430948604502323 -0.31206041549142
1 0.535353535353535 -0.0700948882767063 -0.419444933984267 -0.340393658308033
1 0.555555555555556 -0.037037037037037 -0.404663923182442 -0.365645480871818
1 0.575757575757576 -0.00275482093663926 -0.386481898878593 -0.387343676349436
1 0.595959595959596 0.0327517600244874 -0.364775187854465 -0.404998548765573
1 0.616161616161616 0.0694827058463425 -0.339420116891803 -0.418102913002939
1 0.636363636363636 0.107438016528926 -0.310293012772351 -0.426132094802268
1 0.656565656565657 0.146617692072238 -0.277270202277855 -0.428543930762319
1 0.676767676767677 0.187021732476278 -0.240228012190057 -0.424778768339877
1 0.696969696969697 0.228650137741047 -0.199042769290703 -0.414259465849749
1 0.717171717171717 0.271502907866544 -0.153590800361538 -0.396391392464768
1 0.737373737373737 0.31558004285277 -0.103748432184306 -0.370562428215791
1 0.757575757575758 0.360881542699724 -0.049391991540752 -0.336142963991699
1 0.777777777777778 0.407407407407407 0.00960219478737974 -0.2924859015394
1 0.797979797979798 0.455157636975819 0.0733578000183457 -0.238926653463821
1 0.818181818181818 0.504132231404958 0.141998497370398 -0.174783143227922
1 0.838383838383838 0.554331190694827 0.215647960061796 -0.0993558051526776
1 0.858585858585859 0.605754514845424 0.294429861310792 -0.0119275844170955
1 0.878787878787879 0.65840220385675 0.378467874335643 0.0882360629417985
1 0.898989898989899 0.712274257728803 0.467885672354603 0.201887170028948
1 0.919191919191919 0.767370676461586 0.562806928585931 0.329795259091281
1 0.939393939393939 0.823691460055096 0.663355316247877 0.472747341517688
1 0.95959595959596 0.881236608509336 0.769654508558702 0.63154791783905
1 0.97979797979798 0.940006121824305 0.881828178736659 0.807018977728216
1 1 1 1 1
