a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.997720E+02   0.773099E+00   0.433099E+01   0.896328E-03   0.252594E-03   0.247096E-03   0.930235E-03   0.187725E+03   0.000000E+00   0.000000E+00   0.187725E+03  -0.375450E+03
   0.997720E+02   0.192648E+01   0.433099E+01   0.896328E-03   0.252594E-03   0.247096E-03   0.930235E-03   0.187856E+03   0.000000E+00   0.000000E+00   0.187856E+03  -0.375712E+03
   0.997720E+02   0.192648E+01   0.433099E+01   0.896328E-03   0.252594E-03   0.247096E-03   0.930235E-03   0.187856E+03   0.000000E+00   0.000000E+00   0.187856E+03  -0.375712E+03
   0.100296E+03   0.186880E+01  -0.108126E+00   0.896328E-03   0.252594E-03   0.247096E-03   0.930235E-03   0.190308E+03   0.000000E+00   0.000000E+00   0.190308E+03  -0.380616E+03
   0.100182E+03   0.186880E+01  -0.108126E+00   0.896328E-03   0.163620E-03   0.247096E-03   0.930235E-03   0.190342E+03   0.000000E+00   0.000000E+00   0.190342E+03  -0.380684E+03
   0.100182E+03   0.186880E+01  -0.108126E+00   0.623787E-03   0.163620E-03   0.247096E-03   0.930235E-03   0.191383E+03   0.000000E+00   0.000000E+00   0.191383E+03  -0.382766E+03
   0.998975E+02   0.186880E+01  -0.139486E+01   0.623787E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190910E+03   0.000000E+00   0.000000E+00   0.190910E+03  -0.381820E+03
   0.998975E+02   0.186880E+01   0.327785E+01   0.360487E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190388E+03   0.000000E+00   0.000000E+00   0.190388E+03  -0.380776E+03
   0.998816E+02   0.186880E+01   0.327785E+01   0.360487E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190325E+03   0.000000E+00   0.000000E+00   0.190325E+03  -0.380650E+03
   0.102327E+03   0.131685E+01   0.327785E+01   0.360487E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190401E+03   0.000000E+00   0.000000E+00   0.190401E+03  -0.380802E+03
   0.102327E+03   0.131685E+01   0.645150E+01   0.360487E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190894E+03   0.000000E+00   0.000000E+00   0.190894E+03  -0.381788E+03
   0.102327E+03   0.131685E+01   0.645150E+01   0.331074E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190956E+03   0.000000E+00   0.000000E+00   0.190956E+03  -0.381912E+03
   0.102327E+03  -0.121232E+01   0.717078E+01   0.331074E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190094E+03   0.000000E+00   0.000000E+00   0.190094E+03  -0.380188E+03
   0.102327E+03  -0.121232E+01   0.812070E+01   0.331074E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.190051E+03   0.000000E+00   0.000000E+00   0.190051E+03  -0.380102E+03
   0.101732E+03   0.419589E+01   0.781047E+01   0.331074E-03   0.163620E-03   0.247096E-03   0.100603E-02   0.191175E+03   0.000000E+00   0.000000E+00   0.191175E+03  -0.382350E+03
   0.101732E+03   0.419589E+01   0.308665E+01   0.194112E-03   0.432694E-03   0.247096E-03   0.100603E-02   0.190231E+03   0.000000E+00   0.000000E+00   0.190231E+03  -0.380462E+03
   0.101732E+03   0.419589E+01   0.308665E+01   0.194112E-03   0.432694E-03   0.247096E-03   0.100603E-02   0.190231E+03   0.000000E+00   0.000000E+00   0.190231E+03  -0.380462E+03
   0.100919E+03   0.382037E+01   0.953230E+01   0.194112E-03   0.432694E-03   0.247096E-03   0.100603E-02   0.189530E+03   0.000000E+00   0.000000E+00   0.189530E+03  -0.379060E+03
   0.100919E+03   0.382037E+01   0.691229E-01   0.194112E-03   0.432694E-03   0.251482E-03   0.100603E-02   0.191281E+03   0.000000E+00   0.000000E+00   0.191281E+03  -0.382562E+03
   0.100919E+03   0.382037E+01   0.344731E+01   0.194112E-03   0.432694E-03   0.251482E-03   0.100603E-02   0.191381E+03   0.000000E+00   0.000000E+00   0.191381E+03  -0.382762E+03
   0.100919E+03   0.382037E+01   0.344731E+01   0.194112E-03   0.432694E-03   0.251482E-03   0.100603E-02   0.191381E+03   0.000000E+00   0.000000E+00   0.191381E+03  -0.382762E+03
   0.101102E+03   0.382037E+01   0.344731E+01   0.194112E-03   0.432694E-03   0.251482E-03   0.100603E-02   0.191340E+03   0.000000E+00   0.000000E+00   0.191340E+03  -0.382680E+03
   0.101279E+03   0.382037E+01   0.344731E+01   0.194112E-03   0.432694E-03   0.251482E-03   0.100603E-02   0.191211E+03   0.000000E+00   0.000000E+00   0.191211E+03  -0.382422E+03
   0.101279E+03   0.349924E+01   0.801211E+01   0.194112E-03   0.432694E-03   0.251482E-03   0.915902E-03   0.190629E+03   0.000000E+00   0.000000E+00   0.190629E+03  -0.381258E+03
   0.101279E+03   0.349924E+01   0.665522E+01   0.194112E-03   0.432694E-03   0.251482E-03   0.915902E-03   0.190948E+03   0.000000E+00   0.000000E+00   0.190948E+03  -0.381896E+03
   0.101279E+03   0.349924E+01   0.554438E+01   0.194112E-03   0.409997E-04   0.251482E-03   0.915902E-03   0.192403E+03   0.000000E+00   0.000000E+00   0.192403E+03  -0.384806E+03
   0.101279E+03   0.349924E+01   0.554438E+01   0.194112E-03   0.409997E-04   0.251482E-03   0.915902E-03   0.192403E+03   0.000000E+00   0.000000E+00   0.192403E+03  -0.384806E+03
   0.101279E+03   0.349924E+01   0.580280E+01   0.194112E-03   0.409997E-04   0.251482E-03   0.915902E-03   0.192343E+03   0.000000E+00   0.000000E+00   0.192343E+03  -0.384686E+03
   0.101279E+03   0.349924E+01   0.107397E+01   0.194112E-03   0.409997E-04   0.251482E-03   0.915902E-03   0.192592E+03   0.000000E+00   0.000000E+00   0.192592E+03  -0.385184E+03
   0.101279E+03   0.929120E+00   0.813081E+00   0.586356E-04   0.409997E-04   0.251482E-03   0.119197E-02   0.193386E+03   0.000000E+00   0.000000E+00   0.193386E+03  -0.386772E+03
   0.101279E+03   0.929120E+00   0.813081E+00   0.227416E-03   0.409997E-04   0.251482E-03   0.119197E-02   0.193202E+03   0.000000E+00   0.000000E+00   0.193202E+03  -0.386404E+03
   0.101279E+03   0.171846E+01   0.813081E+00   0.227416E-03   0.409997E-04   0.251482E-03   0.119197E-02   0.193283E+03   0.000000E+00   0.000000E+00   0.193283E+03  -0.386566E+03
   0.101279E+03   0.171846E+01   0.237617E+01   0.227416E-03   0.409997E-04   0.251482E-03   0.119197E-02   0.193302E+03   0.000000E+00   0.000000E+00   0.193302E+03  -0.386604E+03
   0.101279E+03   0.171846E+01   0.237617E+01   0.227416E-03   0.409997E-04   0.251482E-03   0.119197E-02   0.193302E+03   0.000000E+00   0.000000E+00   0.193302E+03  -0.386604E+03
   0.101106E+03   0.171846E+01   0.237617E+01   0.227416E-03   0.409997E-04   0.251482E-03   0.119197E-02   0.193336E+03   0.000000E+00   0.000000E+00   0.193336E+03  -0.386672E+03
   0.101423E+03   0.171846E+01   0.237617E+01   0.227416E-03   0.409997E-04   0.251482E-03   0.126181E-02   0.193154E+03   0.000000E+00   0.000000E+00   0.193154E+03  -0.386308E+03
   0.101423E+03   0.171846E+01   0.686372E+01   0.227416E-03   0.739340E-03   0.251482E-03   0.126181E-02   0.189603E+03   0.000000E+00   0.000000E+00   0.189603E+03  -0.379206E+03
   0.101423E+03   0.171846E+01   0.496126E+01   0.227416E-03   0.739340E-03   0.251482E-03   0.126181E-02   0.189757E+03   0.000000E+00   0.000000E+00   0.189757E+03  -0.379514E+03
   0.101596E+03   0.254306E+01   0.496126E+01   0.227416E-03   0.233361E-03   0.251482E-03   0.126181E-02   0.192304E+03   0.000000E+00   0.000000E+00   0.192304E+03  -0.384608E+03
   0.101596E+03   0.254306E+01   0.384185E+01   0.227416E-03   0.233361E-03   0.251482E-03   0.126181E-02   0.192365E+03   0.000000E+00   0.000000E+00   0.192365E+03  -0.384730E+03
   0.101596E+03   0.254306E+01   0.310987E+01   0.227416E-03   0.233361E-03   0.251482E-03   0.126181E-02   0.192359E+03   0.000000E+00   0.000000E+00   0.192359E+03  -0.384718E+03
   0.101596E+03   0.254306E+01   0.310987E+01   0.227416E-03   0.233361E-03   0.251482E-03   0.130337E-02   0.192322E+03   0.000000E+00   0.000000E+00   0.192322E+03  -0.384644E+03
   0.101596E+03   0.254306E+01   0.310987E+01   0.227416E-03   0.233361E-03   0.251482E-03   0.130337E-02   0.192322E+03   0.000000E+00   0.000000E+00   0.192322E+03  -0.384644E+03
   0.101596E+03   0.254306E+01   0.581821E-01   0.115533E-03   0.233361E-03   0.251482E-03   0.130337E-02   0.192104E+03   0.000000E+00   0.000000E+00   0.192104E+03  -0.384208E+03
   0.101596E+03   0.254306E+01   0.364645E+01   0.115533E-03   0.233361E-03   0.251482E-03   0.198395E-02   0.191103E+03   0.000000E+00   0.000000E+00   0.191103E+03  -0.382206E+03
   0.101596E+03   0.254306E+01  -0.188842E+01   0.115533E-03   0.233361E-03   0.251482E-03   0.198395E-02   0.190434E+03   0.000000E+00   0.000000E+00   0.190434E+03  -0.380868E+03
   0.101596E+03   0.254306E+01   0.496595E+01   0.115533E-03   0.863692E-04   0.251482E-03   0.898834E-03   0.192573E+03   0.000000E+00   0.000000E+00   0.192573E+03  -0.385146E+03
   0.103112E+03   0.254306E+01   0.157410E+02   0.115533E-03   0.584736E-03   0.251482E-03   0.898834E-03   0.186538E+03   0.000000E+00   0.000000E+00   0.186538E+03  -0.373076E+03
   0.103112E+03   0.169327E+01   0.640586E+01   0.115533E-03   0.584736E-03   0.251482E-03   0.898834E-03   0.185381E+03   0.000000E+00   0.000000E+00   0.185381E+03  -0.370762E+03
   0.103112E+03  -0.274313E+00   0.136535E+02   0.115533E-03   0.380701E-04   0.251482E-03   0.898834E-03   0.187932E+03   0.000000E+00   0.000000E+00   0.187932E+03  -0.375864E+03
   0.103112E+03   0.466194E+01   0.122413E+02   0.115533E-03   0.380701E-04   0.609572E-03   0.164763E-02   0.186999E+03   0.000000E+00   0.000000E+00   0.186999E+03  -0.373998E+03
   0.103112E+03   0.466194E+01   0.255170E+01   0.115533E-03   0.380701E-04   0.609572E-03   0.164763E-02   0.185836E+03   0.000000E+00   0.000000E+00   0.185836E+03  -0.371672E+03
   0.995762E+02   0.466194E+01   0.418951E+01   0.115533E-03   0.380701E-04   0.609572E-03   0.164763E-02   0.184698E+03   0.000000E+00   0.000000E+00   0.184698E+03  -0.369396E+03
   0.995762E+02   0.466194E+01  -0.866407E+01   0.115533E-03   0.380701E-04   0.609572E-03   0.109193E-02   0.187989E+03   0.000000E+00   0.000000E+00   0.187989E+03  -0.375978E+03
   0.995762E+02   0.466194E+01  -0.394831E+01   0.115533E-03   0.109040E-03   0.609572E-03   0.120411E-02   0.188637E+03   0.000000E+00   0.000000E+00   0.188637E+03  -0.377274E+03
   0.995762E+02   0.466194E+01  -0.117922E+02   0.115533E-03   0.109040E-03   0.609572E-03   0.120411E-02   0.186573E+03   0.000000E+00   0.000000E+00   0.186573E+03  -0.373146E+03
