a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.987191E+02   0.437573E+01   0.557288E-03   0.750571E+01   0.104703E+02   0.135064E+02   0.201353E+02   0.171639E+03
   0.988477E+02  -0.219025E+01   0.640613E-03   0.981957E+01   0.768670E+01   0.125140E+02   0.132270E+02   0.173825E+03
   0.983699E+02   0.370704E+01   0.640613E-03   0.874948E+01   0.883857E+01   0.100406E+02   0.953117E+01   0.171347E+03
   0.984420E+02  -0.289929E+01   0.397721E-03   0.874948E+01   0.673825E+01   0.144243E+02   0.130763E+02   0.171002E+03
   0.984816E+02   0.222759E+01   0.562191E-03   0.101059E+02   0.102331E+02   0.143020E+02   0.168357E+02   0.175169E+03
   0.984816E+02   0.158030E+01   0.562191E-03   0.906210E+01   0.798631E+01   0.125479E+02   0.122351E+02   0.174668E+03
   0.984816E+02   0.404237E+01   0.780362E-03   0.133969E+02   0.839065E+01   0.179402E+02   0.123342E+02   0.172019E+03
   0.988013E+02   0.187942E+00   0.514188E-03   0.136474E+02   0.890006E+01   0.159600E+02   0.178638E+02   0.172462E+03
   0.971586E+02   0.502136E+01   0.514188E-03   0.988857E+01   0.884505E+01   0.136568E+02   0.154340E+02   0.174103E+03
   0.987279E+02   0.304732E+01   0.849952E-03   0.909064E+01   0.988178E+01   0.171280E+02   0.132106E+02   0.173504E+03
   0.970016E+02  -0.116700E+01   0.551477E-03   0.107616E+02   0.995481E+01   0.156670E+02   0.208807E+02   0.173483E+03
   0.990134E+02   0.603110E+01   0.692092E-03   0.103058E+02   0.118371E+02   0.155213E+02   0.180097E+02   0.171450E+03
   0.993616E+02   0.285596E+01   0.876247E-03   0.926538E+01   0.943893E+01   0.109066E+02   0.166013E+02   0.171579E+03
   0.982857E+02   0.795686E+00   0.784416E-03   0.926538E+01   0.993424E+01   0.109066E+02   0.113958E+02   0.173660E+03
   0.977461E+02  -0.170387E+01   0.925382E-03   0.107943E+02   0.778251E+01   0.219314E+02   0.132548E+02   0.170524E+03
   0.986041E+02   0.785975E+00   0.803212E-03   0.963542E+01   0.901199E+01   0.149794E+02   0.163029E+02   0.174639E+03
   0.977818E+02  -0.284166E+01   0.550730E-03   0.893582E+01   0.921643E+01   0.166473E+02   0.971847E+01   0.172913E+03
   0.988774E+02  -0.429841E+00   0.856271E-03   0.704429E+01   0.101045E+02   0.221132E+02   0.204425E+02   0.168989E+03
   0.992924E+02   0.353003E-01   0.785188E-03   0.955431E+01   0.932262E+01   0.139126E+02   0.141898E+02   0.173881E+03
   0.973319E+02   0.235029E+01   0.552217E-03   0.148029E+02   0.103837E+02   0.232426E+02   0.243238E+02   0.167497E+03
   0.970240E+02   0.496651E+00   0.552217E-03   0.109325E+02   0.848754E+01   0.133098E+02   0.117950E+02   0.175031E+03
   0.989216E+02   0.284673E+01   0.828761E-03   0.138222E+02   0.842846E+01   0.167145E+02   0.118146E+02   0.171340E+03
   0.973978E+02   0.853718E+00   0.569486E-03   0.105277E+02   0.135878E+02   0.993658E+01   0.151167E+02   0.173084E+03
   0.955500E+02   0.261749E+01   0.108099E-02   0.106695E+02   0.119238E+02   0.215234E+02   0.150714E+02   0.166336E+03
   0.971264E+02   0.402024E+01   0.569250E-03   0.130106E+02   0.107116E+02   0.143710E+02   0.219732E+02   0.171805E+03
   0.971264E+02  -0.434303E+00   0.627532E-03   0.110269E+02   0.831544E+01   0.118423E+02   0.114632E+02   0.174278E+03
   0.972961E+02  -0.110315E+00   0.527790E-03   0.877190E+01   0.830163E+01   0.111803E+02   0.134888E+02   0.174934E+03
   0.980236E+02   0.870605E+00   0.603568E-03   0.140538E+02   0.855846E+01   0.147398E+02   0.130491E+02   0.174319E+03
   0.976927E+02   0.334354E+01   0.755310E-03   0.102782E+02   0.855846E+01   0.115261E+02   0.133140E+02   0.174459E+03
   0.985455E+02  -0.194550E+00   0.971664E-03   0.128923E+02   0.102648E+02   0.117982E+02   0.165039E+02   0.171244E+03
   0.971698E+02   0.516779E+01   0.431903E-03   0.104972E+02   0.731715E+01   0.166927E+02   0.216329E+02   0.169748E+03
   0.974365E+02  -0.232917E+01   0.418609E-03   0.899823E+01   0.140147E+02   0.146873E+02   0.132398E+02   0.172337E+03
   0.965758E+02   0.278827E+01   0.577589E-03   0.830831E+01   0.924959E+01   0.124177E+02   0.952123E+01   0.172288E+03
   0.961420E+02  -0.962126E+00   0.760495E-03   0.821228E+01   0.990265E+01   0.203533E+02   0.126695E+02   0.170959E+03
   0.982023E+02   0.318630E+01   0.833370E-03   0.147840E+02   0.104384E+02   0.208486E+02   0.136111E+02   0.170473E+03
   0.968330E+02  -0.455052E+01   0.600770E-03   0.119646E+02   0.111000E+02   0.134663E+02   0.121229E+02   0.171091E+03
   0.990359E+02  -0.140668E+01   0.654750E-03   0.936228E+01   0.103990E+02   0.140611E+02   0.204254E+02   0.173053E+03
   0.972111E+02   0.645604E+01   0.654750E-03   0.109024E+02   0.966189E+01   0.110926E+02   0.163067E+02   0.172428E+03
   0.984082E+02  -0.176831E+01   0.654750E-03   0.124187E+02   0.978277E+01   0.157678E+02   0.164069E+02   0.174420E+03
   0.976389E+02   0.153116E+01   0.697345E-03   0.692187E+01   0.798788E+01   0.160824E+02   0.159748E+02   0.174094E+03
   0.976389E+02   0.151628E+00   0.637644E-03   0.720122E+01   0.943438E+01   0.197294E+02   0.120343E+02   0.173714E+03
   0.974769E+02   0.459833E+00   0.637644E-03   0.112827E+02   0.103056E+02   0.141639E+02   0.113183E+02   0.175254E+03
   0.977974E+02  -0.315868E+01   0.636311E-03   0.128187E+02   0.167000E+02   0.112804E+02   0.213838E+02   0.167531E+03
   0.979628E+02   0.650332E+01   0.580502E-03   0.115520E+02   0.989727E+01   0.106949E+02   0.113689E+02   0.171184E+03
   0.979628E+02  -0.495483E+00   0.331119E-03   0.117424E+02   0.107835E+02   0.171706E+02   0.136538E+02   0.172384E+03
   0.973544E+02   0.168901E+01   0.874017E-03   0.856400E+01   0.122830E+02   0.143179E+02   0.122389E+02   0.173160E+03
   0.981708E+02  -0.385399E+01   0.644131E-03   0.105457E+02   0.101698E+02   0.121556E+02   0.136285E+02   0.174043E+03
   0.984609E+02   0.774525E+00   0.672664E-03   0.117807E+02   0.103959E+02   0.145498E+02   0.123317E+02   0.174963E+03
   0.976362E+02   0.842472E+00   0.348110E-03   0.564435E+01   0.998406E+01   0.224962E+02   0.187977E+02   0.167379E+03
   0.980006E+02   0.232342E+01   0.988171E-03   0.696282E+01   0.118047E+02   0.138046E+02   0.850246E+01   0.167759E+03
   0.980274E+02  -0.760942E+00   0.626951E-03   0.773152E+01   0.149810E+02   0.130143E+02   0.167875E+02   0.172727E+03
   0.980274E+02   0.991770E+00   0.626951E-03   0.789038E+01   0.137437E+02   0.198342E+02   0.184929E+02   0.172249E+03
   0.980274E+02  -0.325427E-01   0.501162E-03   0.916792E+01   0.616427E+01   0.157498E+02   0.214420E+02   0.171491E+03
   0.985467E+02   0.180938E+01   0.501162E-03   0.998976E+01   0.947264E+01   0.195119E+02   0.158910E+02   0.173790E+03
   0.969560E+02  -0.512233E+00   0.512025E-03   0.110904E+02   0.889225E+01   0.120109E+02   0.197254E+02   0.173545E+03
   0.965697E+02   0.751851E+01   0.106480E-02   0.104237E+02   0.119687E+02   0.139112E+02   0.153985E+02   0.168786E+03
   0.975928E+02   0.164072E+01   0.703304E-03   0.109833E+02   0.141849E+02   0.104769E+02   0.154654E+02   0.172637E+03
   0.970547E+02   0.418308E+01   0.677928E-03   0.928013E+01   0.105695E+02   0.159444E+02   0.145896E+02   0.174855E+03
   0.987865E+02   0.228432E+01   0.677928E-03   0.116939E+02   0.899533E+01   0.112931E+02   0.158116E+02   0.173732E+03
   0.975212E+02   0.261538E+01   0.495684E-03   0.102277E+02   0.175166E+02   0.137180E+02   0.133062E+02   0.171225E+03
   0.984062E+02  -0.504321E+00   0.419705E-03   0.138337E+02   0.132919E+02   0.101988E+02   0.158222E+02   0.169839E+03
   0.980636E+02  -0.117057E+01   0.592249E-03   0.111632E+02   0.876936E+01   0.208425E+02   0.129014E+02   0.173852E+03
   0.977153E+02   0.159866E+01   0.592249E-03   0.903391E+01   0.122009E+02   0.133893E+02   0.149285E+02   0.175642E+03
   0.977028E+02   0.988181E+00   0.399340E-03   0.113791E+02   0.798972E+01   0.159300E+02   0.135617E+02   0.174216E+03
   0.972568E+02   0.104089E+01   0.387265E-03   0.979509E+01   0.747418E+01   0.150804E+02   0.193477E+02   0.173035E+03
   0.970131E+02   0.844928E+00   0.387265E-03   0.752337E+01   0.117384E+02   0.154691E+02   0.125760E+02   0.173128E+03
   0.982602E+02   0.366745E+01   0.696236E-03   0.824240E+01   0.129864E+02   0.174068E+02   0.132427E+02   0.173387E+03
   0.971424E+02  -0.168367E+01   0.610761E-03   0.123983E+02   0.782568E+01   0.137210E+02   0.219276E+02   0.171885E+03
   0.984505E+02  -0.350646E+01   0.610761E-03   0.121660E+02   0.893840E+01   0.205065E+02   0.182928E+02   0.171609E+03
   0.972478E+02   0.117502E+01   0.672752E-03   0.933047E+01   0.136948E+02   0.195013E+02   0.142385E+02   0.173364E+03
   0.984241E+02  -0.231756E+01   0.560450E-03   0.113469E+02   0.744860E+01   0.194887E+02   0.196597E+02   0.171702E+03
   0.980760E+02   0.294945E+01   0.489071E-03   0.127077E+02   0.908246E+01   0.124157E+02   0.162081E+02   0.173890E+03
   0.981055E+02   0.178189E+01   0.539141E-03   0.951380E+01   0.833064E+01   0.156580E+02   0.178538E+02   0.175194E+03
   0.981055E+02  -0.675622E+00   0.996600E-03   0.982031E+01   0.900343E+01   0.206612E+02   0.144380E+02   0.171228E+03
   0.982691E+02   0.829353E+01   0.710107E-03   0.113879E+02   0.122744E+02   0.199173E+02   0.105676E+02   0.168233E+03
   0.979328E+02   0.490769E+01   0.584103E-03   0.127017E+02   0.801064E+01   0.190308E+02   0.156657E+02   0.172474E+03
   0.972262E+02   0.212276E+01   0.584103E-03   0.866523E+01   0.138920E+02   0.139646E+02   0.986196E+01   0.172560E+03
   0.975004E+02   0.242825E+01   0.437965E-03   0.114647E+02   0.814657E+01   0.182927E+02   0.191657E+02   0.172937E+03
   0.978896E+02  -0.594515E+01   0.618516E-03   0.118245E+02   0.775857E+01   0.146329E+02   0.164866E+02   0.171170E+03
   0.984472E+02   0.143266E+01   0.694386E-03   0.538352E+01   0.106790E+02   0.115529E+02   0.158722E+02   0.170691E+03
   0.981469E+02  -0.716502E+00   0.602118E-03   0.746121E+01   0.683873E+01   0.196081E+02   0.157233E+02   0.172642E+03
   0.981469E+02  -0.219407E+01   0.732274E-03   0.764558E+01   0.989733E+01   0.192314E+02   0.158976E+02   0.173404E+03
   0.985156E+02   0.386681E+01   0.835744E-03   0.865594E+01   0.100452E+02   0.153440E+02   0.914714E+01   0.171348E+03
   0.976725E+02   0.246822E+01   0.776428E-03   0.902009E+01   0.858333E+01   0.138118E+02   0.194121E+02   0.174099E+03
   0.984950E+02   0.178842E+01   0.943405E-03   0.857957E+01   0.105747E+02   0.133531E+02   0.105620E+02   0.171930E+03
   0.960263E+02   0.192206E+01   0.676178E-03   0.886099E+01   0.130124E+02   0.136405E+02   0.174731E+02   0.171848E+03
   0.977749E+02  -0.338929E+01   0.678798E-03   0.887288E+01   0.116615E+02   0.125595E+02   0.164530E+02   0.173821E+03
   0.975704E+02   0.211914E+01   0.577036E-03   0.109861E+02   0.854184E+01   0.146041E+02   0.107631E+02   0.174917E+03
   0.980169E+02   0.808311E+00   0.577036E-03   0.858046E+01   0.129448E+02   0.124691E+02   0.222143E+02   0.172545E+03
   0.967203E+02   0.442803E+01   0.571830E-03   0.749246E+01   0.880574E+01   0.167038E+02   0.139272E+02   0.173320E+03
   0.970642E+02   0.232804E+01   0.589894E-03   0.967739E+01   0.884874E+01   0.149445E+02   0.127965E+02   0.175709E+03
   0.970642E+02  -0.256533E+01   0.855370E-03   0.916620E+01   0.876829E+01   0.166202E+02   0.204079E+02   0.171485E+03
   0.992827E+02  -0.263702E+01   0.854523E-03   0.950452E+01   0.108279E+02   0.166485E+02   0.184528E+02   0.171821E+03
   0.986570E+02   0.743784E+01   0.654573E-03   0.867896E+01   0.129715E+02   0.134849E+02   0.162311E+02   0.170578E+03
   0.975930E+02   0.163125E+01   0.577314E-03   0.916765E+01   0.113325E+02   0.134280E+02   0.151691E+02   0.176013E+03
   0.978786E+02   0.687884E+00   0.815068E-03   0.136144E+02   0.770790E+01   0.131269E+02   0.133986E+02   0.172914E+03
   0.982862E+02   0.147390E+01   0.486265E-03   0.103153E+02   0.159495E+02   0.103490E+02   0.183348E+02   0.170158E+03
   0.978344E+02   0.367034E+01   0.486265E-03   0.105518E+02   0.996779E+01   0.125868E+02   0.162997E+02   0.174614E+03
   0.984723E+02   0.272482E+01   0.486265E-03   0.102025E+02   0.930931E+01   0.114313E+02   0.178734E+02   0.173429E+03
   0.974011E+02   0.353568E+01   0.649924E-03   0.107283E+02   0.774282E+01   0.128294E+02   0.133695E+02   0.174808E+03
   0.991093E+02  -0.437049E+01   0.566933E-03   0.978501E+01   0.712142E+01   0.162119E+02   0.181797E+02   0.170711E+03
   0.972571E+02  -0.187259E+01   0.577093E-03   0.961235E+01   0.118634E+02   0.148653E+02   0.168456E+02   0.174635E+03
   0.976089E+02  -0.277047E+01   0.793082E-03   0.665726E+01   0.815792E+01   0.178285E+02   0.161147E+02   0.171670E+03
   0.980036E+02  -0.401514E+01   0.456908E-03   0.751347E+01   0.973466E+01   0.110573E+02   0.171642E+02   0.171329E+03
   0.980036E+02  -0.787784E+00   0.639291E-03   0.712010E+01   0.946240E+01   0.145109E+02   0.115656E+02   0.174449E+03
   0.965524E+02   0.281149E+01   0.556453E-03   0.101481E+02   0.811085E+01   0.137072E+02   0.134615E+02   0.174390E+03
   0.965524E+02  -0.140921E+01   0.626597E-03   0.860807E+01   0.114203E+02   0.157810E+02   0.164028E+02   0.173548E+03
   0.983624E+02   0.534592E+01   0.899456E-03   0.809522E+01   0.103826E+02   0.129922E+02   0.187091E+02   0.171659E+03
   0.978181E+02   0.253692E+01   0.926198E-03   0.892710E+01   0.112975E+02   0.185988E+02   0.122124E+02   0.172303E+03
   0.978181E+02  -0.207371E+01   0.555539E-03   0.144351E+02   0.737311E+01   0.149064E+02   0.119634E+02   0.172311E+03
   0.977860E+02  -0.285281E+01   0.839301E-03   0.108592E+02   0.983963E+01   0.188761E+02   0.913723E+01   0.170345E+03
   0.982228E+02  -0.257921E+01   0.408256E-03   0.101691E+02   0.100308E+02   0.122419E+02   0.151972E+02   0.173206E+03
   0.990179E+02  -0.999943E+00   0.682914E-03   0.819225E+01   0.120104E+02   0.191324E+02   0.163388E+02   0.172628E+03
   0.987889E+02   0.179024E+01   0.540166E-03   0.107696E+02   0.105431E+02   0.177539E+02   0.156433E+02   0.173954E+03
   0.968782E+02   0.223873E+01   0.429406E-03   0.931968E+01   0.928629E+01   0.148452E+02   0.128256E+02   0.174594E+03
   0.967870E+02  -0.422693E+01   0.684621E-03   0.102490E+02   0.117489E+02   0.144571E+02   0.171194E+02   0.171758E+03
   0.968965E+02   0.250286E+01   0.645244E-03   0.138973E+02   0.118325E+02   0.110053E+02   0.124959E+02   0.172221E+03
   0.979486E+02  -0.930585E-01   0.645244E-03   0.801712E+01   0.124359E+02   0.131031E+02   0.183426E+02   0.174239E+03
   0.978012E+02  -0.146273E+01   0.645244E-03   0.825696E+01   0.115960E+02   0.142216E+02   0.171467E+02   0.174866E+03
   0.975676E+02  -0.843601E+00   0.435847E-03   0.103742E+02   0.838732E+01   0.172395E+02   0.155223E+02   0.174642E+03
   0.974231E+02  -0.440039E+00   0.499917E-03   0.101600E+02   0.779264E+01   0.149215E+02   0.130317E+02   0.175320E+03
   0.969519E+02  -0.115338E+01   0.728954E-03   0.880973E+01   0.138100E+02   0.142193E+02   0.123225E+02   0.172870E+03
   0.970904E+02  -0.499091E+01   0.723052E-03   0.104251E+02   0.800387E+01   0.113552E+02   0.137355E+02   0.171263E+03
   0.980118E+02  -0.218202E+01   0.558463E-03   0.804597E+01   0.104587E+02   0.134119E+02   0.144261E+02   0.175068E+03
   0.967873E+02  -0.200211E+01   0.743619E-03   0.110784E+02   0.971398E+01   0.162047E+02   0.101777E+02   0.172195E+03
   0.969570E+02   0.205487E+01   0.759536E-03   0.929223E+01   0.743713E+01   0.111422E+02   0.210488E+02   0.171686E+03
   0.966192E+02   0.153448E+01   0.629533E-03   0.910798E+01   0.985532E+01   0.113981E+02   0.133121E+02   0.174481E+03
   0.972649E+02  -0.486270E+01   0.739342E-03   0.112393E+02   0.100454E+02   0.137869E+02   0.123692E+02   0.172226E+03
   0.974394E+02  -0.480234E+01   0.746202E-03   0.775218E+01   0.115048E+02   0.181820E+02   0.141476E+02   0.171483E+03
   0.977510E+02  -0.432556E+01   0.745136E-03   0.876724E+01   0.942372E+01   0.135318E+02   0.156480E+02   0.173594E+03
   0.980012E+02   0.712604E+00   0.703244E-03   0.104967E+02   0.106530E+02   0.142634E+02   0.142733E+02   0.175866E+03
   0.980012E+02   0.133931E+00   0.703244E-03   0.756616E+01   0.590066E+01   0.127678E+02   0.146777E+02   0.172193E+03
   0.973875E+02   0.948643E+00   0.409570E-03   0.106973E+02   0.949264E+01   0.110072E+02   0.841578E+01   0.170673E+03
   0.978536E+02   0.572419E+00   0.672404E-03   0.952591E+01   0.143423E+02   0.228037E+02   0.134947E+02   0.171607E+03
   0.978536E+02  -0.211947E+01   0.966224E-03   0.879716E+01   0.101440E+02   0.146102E+02   0.134947E+02   0.172753E+03
   0.961312E+02   0.141399E+01   0.891982E-03   0.128413E+02   0.676933E+01   0.131833E+02   0.155401E+02   0.169685E+03
   0.979366E+02   0.298715E+01   0.624113E-03   0.106181E+02   0.102103E+02   0.122773E+02   0.166085E+02   0.175295E+03
   0.989653E+02  -0.224156E-01   0.624113E-03   0.750299E+01   0.111338E+02   0.135852E+02   0.154511E+02   0.173856E+03
   0.966423E+02   0.674547E+00   0.583562E-03   0.114811E+02   0.134022E+02   0.129343E+02   0.251444E+02   0.169545E+03
   0.969497E+02   0.807560E+01   0.753526E-03   0.897947E+01   0.110263E+02   0.114913E+02   0.159907E+02   0.170680E+03
   0.968006E+02   0.129561E+01   0.881542E-03   0.945678E+01   0.118823E+02   0.120824E+02   0.155155E+02   0.172749E+03
   0.971854E+02   0.265947E+00   0.479479E-03   0.847624E+01   0.903780E+01   0.109995E+02   0.164753E+02   0.174491E+03
   0.977365E+02   0.212841E+00   0.479479E-03   0.126825E+02   0.102420E+02   0.106546E+02   0.178331E+02   0.173369E+03
   0.972194E+02   0.396951E+01   0.753641E-03   0.789161E+01   0.125949E+02   0.157215E+02   0.136565E+02   0.173436E+03
   0.987293E+02  -0.356064E+01   0.599014E-03   0.867729E+01   0.886862E+01   0.141132E+02   0.137741E+02   0.173971E+03
   0.977681E+02   0.151355E+01   0.599014E-03   0.115864E+02   0.106868E+02   0.157616E+02   0.185876E+02   0.174998E+03
   0.982796E+02   0.689893E+01   0.591354E-03   0.123391E+02   0.808612E+01   0.152184E+02   0.171886E+02   0.171202E+03
   0.964904E+02   0.264980E+01   0.579318E-03   0.105495E+02   0.961768E+01   0.188795E+02   0.188492E+02   0.172914E+03
   0.980534E+02   0.177686E+01   0.579318E-03   0.119532E+02   0.136183E+02   0.175208E+02   0.127383E+02   0.173505E+03
   0.980398E+02   0.185018E+01   0.615338E-03   0.133031E+02   0.107002E+02   0.150020E+02   0.948585E+01   0.172623E+03
   0.984564E+02   0.495808E+01   0.615338E-03   0.129270E+02   0.124350E+02   0.112133E+02   0.122716E+02   0.171359E+03
   0.984564E+02   0.495808E+01   0.615338E-03   0.917577E+01   0.127125E+02   0.138374E+02   0.154270E+02   0.173317E+03
   0.979868E+02   0.102924E-01   0.539066E-03   0.869675E+01   0.555531E+01   0.174993E+02   0.137033E+02   0.171921E+03
   0.981342E+02   0.118998E+00   0.582827E-03   0.103681E+02   0.113054E+02   0.136610E+02   0.146912E+02   0.175862E+03
   0.972030E+02   0.287543E+01   0.577446E-03   0.902945E+01   0.101592E+02   0.136610E+02   0.184101E+02   0.175093E+03
   0.974850E+02  -0.345055E-01   0.515537E-03   0.761776E+01   0.102613E+02   0.163473E+02   0.120747E+02   0.174942E+03
   0.975918E+02   0.829214E+01   0.945653E-03   0.103532E+02   0.117498E+02   0.110374E+02   0.133292E+02   0.169486E+03
   0.993248E+02   0.237360E+01   0.685311E-03   0.118494E+02   0.122022E+02   0.163011E+02   0.171502E+02   0.172004E+03
   0.984355E+02  -0.536014E+01   0.618952E-03   0.120887E+02   0.875445E+01   0.163534E+02   0.100805E+02   0.170587E+03
   0.967736E+02   0.168532E+01   0.463863E-03   0.138452E+02   0.805301E+01   0.203592E+02   0.196954E+02   0.170332E+03
   0.969993E+02   0.212286E+01   0.629459E-03   0.742359E+01   0.776437E+01   0.121538E+02   0.198001E+02   0.172872E+03
   0.975232E+02   0.283366E+01   0.682530E-03   0.944059E+01   0.763161E+01   0.149935E+02   0.168431E+02   0.174969E+03
   0.975770E+02   0.540038E+01   0.545929E-03   0.971161E+01   0.112212E+02   0.149935E+02   0.112538E+02   0.173320E+03
   0.979043E+02  -0.835359E+00   0.715136E-03   0.676748E+01   0.768091E+01   0.139158E+02   0.114999E+02   0.173025E+03
   0.979091E+02  -0.568609E+01   0.756514E-03   0.905160E+01   0.640538E+01   0.189132E+02   0.104803E+02   0.168437E+03
   0.980328E+02   0.271914E+01   0.710892E-03   0.914013E+01   0.104860E+02   0.158230E+02   0.129264E+02   0.175401E+03
   0.975754E+02   0.305697E+01   0.635725E-03   0.762969E+01   0.102847E+02   0.127946E+02   0.163110E+02   0.174971E+03
   0.976557E+02   0.525203E+01   0.651330E-03   0.140812E+02   0.823881E+01   0.162979E+02   0.192286E+02   0.171509E+03
   0.976557E+02   0.176639E+01   0.651330E-03   0.104534E+02   0.103859E+02   0.150413E+02   0.133529E+02   0.176086E+03
   0.967487E+02   0.117729E+01   0.651330E-03   0.113768E+02   0.103361E+02   0.159984E+02   0.181642E+02   0.174262E+03
   0.968953E+02  -0.731422E-01   0.505707E-03   0.114604E+02   0.126374E+02   0.169033E+02   0.151602E+02   0.173841E+03
   0.976838E+02  -0.310968E+01   0.334985E-03   0.884732E+01   0.114071E+02   0.123763E+02   0.191030E+02   0.170359E+03
   0.973555E+02   0.259569E+01   0.713643E-03   0.107492E+02   0.954724E+01   0.145634E+02   0.129955E+02   0.175474E+03
   0.982961E+02   0.707013E-02   0.608147E-03   0.807984E+01   0.116636E+02   0.203629E+02   0.123981E+02   0.173526E+03
   0.982990E+02   0.225467E+00   0.608147E-03   0.116317E+02   0.926023E+01   0.173223E+02   0.162677E+02   0.175081E+03
   0.982990E+02   0.596666E+01   0.612840E-03   0.126665E+02   0.102867E+02   0.249212E+02   0.134145E+02   0.168985E+03
   0.975645E+02   0.899739E-01   0.612840E-03   0.994468E+01   0.126290E+02   0.173467E+02   0.212618E+02   0.173161E+03
   0.978865E+02   0.229006E+01   0.618587E-03   0.113292E+02   0.120313E+02   0.144342E+02   0.145190E+02   0.175314E+03
   0.979869E+02   0.196433E+01   0.475957E-03   0.841293E+01   0.791884E+01   0.117845E+02   0.174299E+02   0.174077E+03
   0.976598E+02  -0.156311E+01   0.605288E-03   0.950019E+01   0.108071E+02   0.151156E+02   0.140707E+02   0.175774E+03
   0.990657E+02   0.316769E+00   0.636580E-03   0.128099E+02   0.973981E+01   0.186424E+02   0.145191E+02   0.172914E+03
   0.971706E+02   0.943132E+00   0.609767E-03   0.111213E+02   0.125576E+02   0.165277E+02   0.183741E+02   0.174095E+03
   0.984453E+02   0.355006E+00   0.581504E-03   0.755851E+01   0.910653E+01   0.136464E+02   0.157340E+02   0.175051E+03
   0.981591E+02  -0.230331E+01   0.640159E-03   0.153760E+02   0.911871E+01   0.126206E+02   0.126822E+02   0.172325E+03
   0.974488E+02   0.560964E+01   0.447650E-03   0.123480E+02   0.112889E+02   0.126206E+02   0.160851E+02   0.171525E+03
   0.974488E+02   0.419345E+01   0.523095E-03   0.801832E+01   0.101865E+02   0.162791E+02   0.161862E+02   0.174399E+03
   0.982986E+02   0.552356E+00   0.511082E-03   0.881531E+01   0.125288E+02   0.130005E+02   0.183605E+02   0.173984E+03
   0.978980E+02  -0.178862E+01   0.735814E-03   0.125992E+02   0.792034E+01   0.154105E+02   0.189043E+02   0.173038E+03
   0.977553E+02  -0.253999E+01   0.710580E-03   0.119262E+02   0.991124E+01   0.186794E+02   0.145525E+02   0.173747E+03
   0.971010E+02   0.169284E+01   0.623250E-03   0.807912E+01   0.920752E+01   0.137011E+02   0.166458E+02   0.175406E+03
   0.977148E+02  -0.444205E+01   0.509677E-03   0.995859E+01   0.122939E+02   0.109743E+02   0.111874E+02   0.170945E+03
   0.978395E+02   0.144106E+01   0.552876E-03   0.112026E+02   0.115414E+02   0.164528E+02   0.158103E+02   0.175383E+03
   0.963781E+02   0.216152E+01   0.682634E-03   0.119418E+02   0.899106E+01   0.164894E+02   0.174246E+02   0.173205E+03
   0.981464E+02   0.379541E+01   0.801681E-03   0.890451E+01   0.936378E+01   0.188506E+02   0.149576E+02   0.173751E+03
   0.981464E+02  -0.113487E-02   0.594824E-03   0.775468E+01   0.737148E+01   0.175166E+02   0.171932E+02   0.173972E+03
   0.981342E+02   0.186934E+01   0.589303E-03   0.867279E+01   0.681639E+01   0.217231E+02   0.141095E+02   0.172496E+03
