a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.981806E+02  -0.690191E+00   0.472761E-03   0.871068E+01   0.966637E+01   0.234070E+02   0.103083E+02   0.171041E+03  -0.116437E+02   0.000000E+00   0.182685E+03  -0.365369E+03
   0.981806E+02  -0.690191E+00   0.472761E-03   0.871068E+01   0.115078E+02   0.234070E+02   0.132605E+02   0.171952E+03  -0.107332E+02   0.000000E+00   0.182685E+03  -0.365370E+03
   0.981806E+02  -0.690191E+00   0.780445E-03   0.108446E+02   0.115078E+02   0.146566E+02   0.132605E+02   0.174626E+03  -0.785972E+01   0.000000E+00   0.182486E+03  -0.364971E+03
   0.981806E+02  -0.690191E+00   0.597584E-03   0.967835E+01   0.145800E+02   0.976636E+01   0.132605E+02   0.171990E+03  -0.113334E+02   0.000000E+00   0.183323E+03  -0.366647E+03
   0.981806E+02  -0.690191E+00   0.811481E-03   0.967835E+01   0.133526E+02   0.976636E+01   0.151317E+02   0.171750E+03  -0.104562E+02   0.000000E+00   0.182206E+03  -0.364412E+03
   0.981806E+02  -0.690191E+00   0.811481E-03   0.978107E+01   0.133526E+02   0.168799E+02   0.151317E+02   0.173327E+03  -0.887935E+01   0.000000E+00   0.182206E+03  -0.364413E+03
   0.981806E+02   0.582807E+00   0.723425E-03   0.978107E+01   0.129589E+02   0.168799E+02   0.160680E+02   0.174296E+03  -0.876251E+01   0.000000E+00   0.183059E+03  -0.366117E+03
   0.975817E+02   0.582807E+00   0.723425E-03   0.978107E+01   0.124255E+02   0.170130E+02   0.160680E+02   0.174642E+03  -0.850200E+01   0.000000E+00   0.183144E+03  -0.366288E+03
   0.975817E+02   0.724172E+00   0.605758E-03   0.106049E+02   0.143361E+02   0.128714E+02   0.173399E+02   0.173797E+03  -0.989044E+01   0.000000E+00   0.183687E+03  -0.367375E+03
   0.975817E+02   0.724172E+00   0.685186E-03   0.106049E+02   0.143361E+02   0.976839E+01   0.173399E+02   0.171777E+03  -0.116212E+02   0.000000E+00   0.183398E+03  -0.366796E+03
   0.975817E+02   0.724172E+00   0.685186E-03   0.800918E+01   0.143361E+02   0.976839E+01   0.173399E+02   0.171485E+03  -0.119134E+02   0.000000E+00   0.183398E+03  -0.366797E+03
   0.975817E+02   0.724172E+00   0.685186E-03   0.927481E+01   0.153491E+02   0.130629E+02   0.191190E+02   0.172341E+03  -0.110574E+02   0.000000E+00   0.183398E+03  -0.366797E+03
   0.975817E+02   0.724172E+00   0.620415E-03   0.884432E+01   0.153491E+02   0.130629E+02   0.111076E+02   0.172683E+03  -0.109768E+02   0.000000E+00   0.183660E+03  -0.367320E+03
   0.987600E+02   0.724172E+00   0.620415E-03   0.884432E+01   0.125351E+02   0.151977E+02   0.198250E+02   0.173162E+03  -0.945549E+01   0.000000E+00   0.182617E+03  -0.365235E+03
   0.987600E+02   0.724172E+00   0.620415E-03   0.884432E+01   0.125351E+02   0.105796E+02   0.153360E+02   0.173226E+03  -0.939184E+01   0.000000E+00   0.182618E+03  -0.365236E+03
   0.987600E+02   0.724172E+00   0.620415E-03   0.884432E+01   0.749255E+01   0.110589E+02   0.139070E+02   0.173687E+03  -0.893047E+01   0.000000E+00   0.182617E+03  -0.365235E+03
   0.987600E+02   0.724172E+00   0.620415E-03   0.955524E+01   0.749255E+01   0.110589E+02   0.139070E+02   0.173772E+03  -0.884513E+01   0.000000E+00   0.182617E+03  -0.365234E+03
   0.987600E+02   0.261497E-01   0.620415E-03   0.955524E+01   0.977720E+01   0.110589E+02   0.139070E+02   0.174539E+03  -0.807594E+01   0.000000E+00   0.182615E+03  -0.365230E+03
   0.970786E+02   0.261497E-01   0.620415E-03   0.955524E+01   0.806149E+01   0.110589E+02   0.139070E+02   0.174707E+03  -0.845707E+01   0.000000E+00   0.183164E+03  -0.366328E+03
   0.970786E+02   0.261497E-01   0.534515E-03   0.138939E+02   0.748463E+01   0.136584E+02   0.154195E+02   0.173393E+03  -0.975276E+01   0.000000E+00   0.183146E+03  -0.366292E+03
   0.982782E+02   0.261497E-01   0.534515E-03   0.138939E+02   0.756471E+01   0.144467E+02   0.154195E+02   0.173510E+03  -0.965176E+01   0.000000E+00   0.183162E+03  -0.366324E+03
   0.982782E+02  -0.897498E-01   0.534515E-03   0.138939E+02   0.897949E+01   0.141863E+02   0.154195E+02   0.174152E+03  -0.899743E+01   0.000000E+00   0.183149E+03  -0.366299E+03
   0.982782E+02  -0.897498E-01   0.534515E-03   0.919276E+01   0.129414E+02   0.141863E+02   0.146059E+02   0.174831E+03  -0.831791E+01   0.000000E+00   0.183149E+03  -0.366298E+03
   0.982782E+02  -0.897498E-01   0.534515E-03   0.856695E+01   0.129414E+02   0.146503E+02   0.155607E+02   0.174620E+03  -0.852945E+01   0.000000E+00   0.183149E+03  -0.366299E+03
   0.971161E+02  -0.573682E+00   0.534515E-03   0.947970E+01   0.129414E+02   0.177347E+02   0.181390E+02   0.173534E+03  -0.948983E+01   0.000000E+00   0.183024E+03  -0.366048E+03
   0.971161E+02   0.368126E+00   0.534515E-03   0.947970E+01   0.123335E+02   0.198699E+02   0.181390E+02   0.173345E+03  -0.991171E+01   0.000000E+00   0.183257E+03  -0.366513E+03
   0.971161E+02   0.368126E+00   0.534515E-03   0.121916E+02   0.123335E+02   0.198699E+02   0.157898E+02   0.173196E+03  -0.100614E+02   0.000000E+00   0.183257E+03  -0.366515E+03
   0.971161E+02   0.368126E+00   0.776615E-03   0.121107E+02   0.951297E+01   0.198023E+02   0.134874E+02   0.173172E+03  -0.916742E+01   0.000000E+00   0.182339E+03  -0.364679E+03
   0.971161E+02   0.368126E+00   0.776615E-03   0.120535E+02   0.951297E+01   0.198023E+02   0.134874E+02   0.173199E+03  -0.914030E+01   0.000000E+00   0.182339E+03  -0.364679E+03
   0.971161E+02   0.368126E+00   0.776615E-03   0.103944E+02   0.123603E+02   0.207204E+02   0.190097E+02   0.171683E+03  -0.106560E+02   0.000000E+00   0.182339E+03  -0.364678E+03
   0.971161E+02   0.321962E+01   0.776615E-03   0.109617E+02   0.123603E+02   0.207204E+02   0.190097E+02   0.171339E+03  -0.107958E+02   0.000000E+00   0.182135E+03  -0.364270E+03
   0.971161E+02   0.417976E+01   0.776615E-03   0.109617E+02   0.123603E+02   0.207204E+02   0.122294E+02   0.171628E+03  -0.101745E+02   0.000000E+00   0.181802E+03  -0.363605E+03
   0.971161E+02   0.417976E+01   0.776615E-03   0.109617E+02   0.123603E+02   0.241348E+02   0.122294E+02   0.169953E+03  -0.118498E+02   0.000000E+00   0.181803E+03  -0.363606E+03
   0.971161E+02   0.417976E+01   0.878749E-03   0.109617E+02   0.123603E+02   0.241348E+02   0.120903E+02   0.168977E+03  -0.118984E+02   0.000000E+00   0.180875E+03  -0.361751E+03
   0.971161E+02   0.483168E+01   0.878749E-03   0.109617E+02   0.123603E+02   0.241348E+02   0.120903E+02   0.168727E+03  -0.118984E+02   0.000000E+00   0.180625E+03  -0.361251E+03
   0.971161E+02   0.483168E+01   0.878749E-03   0.109617E+02   0.130024E+02   0.198068E+02   0.120903E+02   0.170435E+03  -0.101902E+02   0.000000E+00   0.180625E+03  -0.361250E+03
   0.971161E+02   0.483168E+01   0.878749E-03   0.109617E+02   0.112859E+02   0.177642E+02   0.151284E+02   0.172329E+03  -0.829652E+01   0.000000E+00   0.180626E+03  -0.361251E+03
   0.971161E+02   0.483168E+01   0.546411E-03   0.110181E+02   0.112859E+02   0.185896E+02   0.151284E+02   0.173251E+03  -0.857701E+01   0.000000E+00   0.181828E+03  -0.363656E+03
   0.971672E+02  -0.108978E+01   0.546411E-03   0.110181E+02   0.129585E+02   0.170389E+02   0.151284E+02   0.174010E+03  -0.891241E+01   0.000000E+00   0.182922E+03  -0.365845E+03
   0.971672E+02  -0.108978E+01   0.546411E-03   0.110489E+02   0.110327E+02   0.170389E+02   0.151284E+02   0.174880E+03  -0.804232E+01   0.000000E+00   0.182922E+03  -0.365845E+03
   0.971672E+02  -0.124756E+01   0.546411E-03   0.110489E+02   0.110327E+02   0.170389E+02   0.185906E+02   0.174024E+03  -0.882319E+01   0.000000E+00   0.182847E+03  -0.365694E+03
   0.971672E+02  -0.124756E+01   0.546411E-03   0.110489E+02   0.757934E+01   0.170389E+02   0.185906E+02   0.173560E+03  -0.928723E+01   0.000000E+00   0.182847E+03  -0.365694E+03
   0.971672E+02  -0.302547E+00   0.614852E-03   0.827458E+01   0.793141E+01   0.169960E+02   0.195079E+02   0.173807E+03  -0.940377E+01   0.000000E+00   0.183211E+03  -0.366422E+03
   0.971672E+02  -0.302547E+00   0.614852E-03   0.928618E+01   0.793141E+01   0.169960E+02   0.203288E+02   0.173738E+03  -0.947251E+01   0.000000E+00   0.183211E+03  -0.366421E+03
   0.971672E+02  -0.302547E+00   0.614852E-03   0.596489E+01   0.776960E+01   0.134492E+02   0.203288E+02   0.171088E+03  -0.121223E+02   0.000000E+00   0.183210E+03  -0.366421E+03
   0.971672E+02  -0.302547E+00   0.614852E-03   0.596489E+01   0.776960E+01   0.134492E+02   0.203288E+02   0.171088E+03  -0.121223E+02   0.000000E+00   0.183210E+03  -0.366421E+03
   0.971672E+02  -0.141916E+01   0.614852E-03   0.148686E+02   0.722056E+01   0.211937E+02   0.203288E+02   0.168875E+03  -0.139209E+02   0.000000E+00   0.182796E+03  -0.365592E+03
   0.971672E+02  -0.141916E+01   0.627648E-03   0.130569E+02   0.859331E+01   0.204822E+02   0.184951E+02   0.171938E+03  -0.108333E+02   0.000000E+00   0.182771E+03  -0.365543E+03
   0.972667E+02  -0.705198E+00   0.627648E-03   0.125772E+02   0.115821E+02   0.180539E+02   0.161353E+02   0.173857E+03  -0.931640E+01   0.000000E+00   0.183173E+03  -0.366347E+03
   0.972667E+02  -0.705198E+00   0.627648E-03   0.889623E+01   0.115821E+02   0.201692E+02   0.161353E+02   0.173912E+03  -0.926143E+01   0.000000E+00   0.183173E+03  -0.366347E+03
   0.972667E+02  -0.705198E+00   0.627648E-03   0.889623E+01   0.111754E+02   0.155272E+02   0.181637E+02   0.174896E+03  -0.827744E+01   0.000000E+00   0.183173E+03  -0.366347E+03
   0.972667E+02  -0.705198E+00   0.627648E-03   0.102453E+02   0.111754E+02   0.151293E+02   0.181637E+02   0.174959E+03  -0.821503E+01   0.000000E+00   0.183174E+03  -0.366348E+03
   0.972667E+02  -0.705198E+00   0.627648E-03   0.102453E+02   0.122349E+02   0.151293E+02   0.170999E+02   0.174818E+03  -0.835624E+01   0.000000E+00   0.183174E+03  -0.366348E+03
   0.972667E+02  -0.705198E+00   0.252096E-03   0.912649E+01   0.880194E+01   0.126545E+02   0.170999E+02   0.171116E+03  -0.788523E+01   0.000000E+00   0.179001E+03  -0.358002E+03
   0.972667E+02  -0.705198E+00   0.698052E-03   0.912649E+01   0.122643E+02   0.158525E+02   0.170999E+02   0.174428E+03  -0.843624E+01   0.000000E+00   0.182864E+03  -0.365728E+03
   0.972667E+02  -0.705198E+00   0.698052E-03   0.990209E+01   0.122643E+02   0.157479E+02   0.170999E+02   0.174465E+03  -0.839936E+01   0.000000E+00   0.182864E+03  -0.365729E+03
   0.972667E+02  -0.705198E+00   0.698052E-03   0.990209E+01   0.121499E+02   0.157479E+02   0.161700E+02   0.174721E+03  -0.814328E+01   0.000000E+00   0.182864E+03  -0.365729E+03
   0.972667E+02  -0.705198E+00   0.698052E-03   0.874247E+01   0.911148E+01   0.157479E+02   0.161700E+02   0.175275E+03  -0.758970E+01   0.000000E+00   0.182865E+03  -0.365729E+03
   0.972667E+02  -0.705198E+00   0.698052E-03   0.901439E+01   0.911148E+01   0.157479E+02   0.150741E+02   0.175476E+03  -0.738875E+01   0.000000E+00   0.182865E+03  -0.365730E+03
   0.972667E+02   0.299299E+01   0.698052E-03   0.882479E+01   0.911148E+01   0.157479E+02   0.235478E+02   0.172458E+03  -0.104164E+02   0.000000E+00   0.182874E+03  -0.365749E+03
   0.972667E+02   0.299299E+01   0.698052E-03   0.882479E+01   0.911148E+01   0.157479E+02   0.241937E+02   0.172116E+03  -0.107577E+02   0.000000E+00   0.182874E+03  -0.365747E+03
   0.972667E+02   0.299299E+01   0.698052E-03   0.882479E+01   0.911148E+01   0.157479E+02   0.241937E+02   0.172116E+03  -0.107577E+02   0.000000E+00   0.182874E+03  -0.365747E+03
   0.972667E+02   0.299299E+01   0.692517E-03   0.882479E+01   0.911148E+01   0.157479E+02   0.241937E+02   0.172146E+03  -0.107577E+02   0.000000E+00   0.182904E+03  -0.365807E+03
   0.972667E+02   0.210209E+01   0.692517E-03   0.882479E+01   0.911148E+01   0.157479E+02   0.241937E+02   0.172347E+03  -0.107577E+02   0.000000E+00   0.183105E+03  -0.366209E+03
   0.972667E+02   0.210209E+01   0.728540E-03   0.127908E+02   0.911148E+01   0.157479E+02   0.143476E+02   0.174537E+03  -0.833641E+01   0.000000E+00   0.182873E+03  -0.365747E+03
   0.972667E+02   0.210209E+01   0.513846E-03   0.127908E+02   0.911148E+01   0.809909E+01   0.141964E+02   0.170848E+03  -0.123922E+02   0.000000E+00   0.183240E+03  -0.366480E+03
   0.972667E+02   0.210209E+01   0.513846E-03   0.132815E+02   0.102917E+02   0.758450E+01   0.141964E+02   0.169537E+03  -0.137028E+02   0.000000E+00   0.183240E+03  -0.366480E+03
   0.979575E+02  -0.372327E+00   0.831593E-03   0.686856E+01   0.927786E+01   0.758450E+01   0.141964E+02   0.168358E+03  -0.137566E+02   0.000000E+00   0.182115E+03  -0.364229E+03
   0.979575E+02  -0.107427E+01   0.831593E-03   0.836281E+01   0.927786E+01   0.191783E+02   0.141964E+02   0.173514E+03  -0.845868E+01   0.000000E+00   0.181973E+03  -0.363945E+03
   0.979575E+02  -0.107427E+01   0.831593E-03   0.107085E+02   0.952120E+01   0.117982E+02   0.181760E+02   0.173472E+03  -0.850094E+01   0.000000E+00   0.181973E+03  -0.363946E+03
   0.979575E+02   0.206549E+01   0.808974E-03   0.107085E+02   0.952120E+01   0.117982E+02   0.134794E+02   0.174488E+03  -0.788377E+01   0.000000E+00   0.182372E+03  -0.364744E+03
   0.970462E+02   0.206549E+01   0.443750E-03   0.107085E+02   0.112748E+02   0.117982E+02   0.134794E+02   0.174255E+03  -0.820268E+01   0.000000E+00   0.182458E+03  -0.364915E+03
   0.976708E+02   0.138209E+01   0.443750E-03   0.107085E+02   0.112748E+02   0.146091E+02   0.134794E+02   0.175211E+03  -0.770447E+01   0.000000E+00   0.182915E+03  -0.365831E+03
   0.977793E+02   0.148910E+01   0.443750E-03   0.101892E+02   0.112748E+02   0.178053E+02   0.172126E+02   0.174347E+03  -0.849545E+01   0.000000E+00   0.182842E+03  -0.365685E+03
   0.977793E+02   0.148910E+01   0.443750E-03   0.101892E+02   0.112748E+02   0.170203E+02   0.170912E+02   0.174591E+03  -0.825171E+01   0.000000E+00   0.182843E+03  -0.365685E+03
   0.977793E+02  -0.549194E+00   0.631312E-03   0.869517E+01   0.112748E+02   0.142983E+02   0.171327E+02   0.175482E+03  -0.799839E+01   0.000000E+00   0.183480E+03  -0.366961E+03
   0.977793E+02  -0.986169E+00   0.631312E-03   0.869517E+01   0.118477E+02   0.239366E+02   0.171327E+02   0.171914E+03  -0.114442E+02   0.000000E+00   0.183358E+03  -0.366716E+03
   0.977793E+02  -0.986169E+00   0.631312E-03   0.976756E+01   0.772030E+01   0.239391E+02   0.236099E+02   0.169313E+03  -0.140454E+02   0.000000E+00   0.183358E+03  -0.366717E+03
   0.977793E+02   0.248260E+01   0.631312E-03   0.976756E+01   0.108073E+02   0.179397E+02   0.236099E+02   0.172428E+03  -0.110007E+02   0.000000E+00   0.183429E+03  -0.366857E+03
   0.977793E+02   0.351451E+01   0.731286E-03   0.976756E+01   0.119803E+02   0.120484E+02   0.236099E+02   0.171432E+03  -0.112382E+02   0.000000E+00   0.182670E+03  -0.365340E+03
   0.977793E+02   0.351451E+01   0.731286E-03   0.118441E+02   0.789250E+01   0.109063E+02   0.198434E+02   0.172210E+03  -0.104596E+02   0.000000E+00   0.182670E+03  -0.365339E+03
   0.975106E+02   0.351451E+01   0.709592E-03   0.118382E+02   0.811808E+01   0.109063E+02   0.198434E+02   0.172440E+03  -0.103284E+02   0.000000E+00   0.182768E+03  -0.365537E+03
   0.975106E+02   0.351451E+01   0.709592E-03   0.960799E+01   0.832609E+01   0.109063E+02   0.161212E+02   0.174205E+03  -0.856360E+01   0.000000E+00   0.182769E+03  -0.365537E+03
   0.975106E+02   0.213676E+01   0.709592E-03   0.100108E+02   0.760229E+01   0.109063E+02   0.161212E+02   0.174126E+03  -0.901364E+01   0.000000E+00   0.183140E+03  -0.366279E+03
   0.975106E+02   0.296611E+01   0.709592E-03   0.100108E+02   0.760229E+01   0.177802E+02   0.121553E+02   0.174150E+03  -0.879951E+01   0.000000E+00   0.182950E+03  -0.365899E+03
   0.975106E+02   0.296611E+01   0.709592E-03   0.100108E+02   0.103241E+02   0.222286E+02   0.161629E+02   0.173173E+03  -0.977652E+01   0.000000E+00   0.182950E+03  -0.365899E+03
   0.975106E+02   0.296611E+01   0.709592E-03   0.618566E+01   0.117001E+02   0.192284E+02   0.161629E+02   0.171658E+03  -0.112919E+02   0.000000E+00   0.182950E+03  -0.365900E+03
   0.975106E+02   0.296611E+01   0.709592E-03   0.618566E+01   0.117001E+02   0.120257E+02   0.186267E+02   0.171629E+03  -0.113205E+02   0.000000E+00   0.182950E+03  -0.365899E+03
   0.975106E+02   0.141629E+01   0.592088E-03   0.618566E+01   0.117001E+02   0.120257E+02   0.186267E+02   0.172341E+03  -0.113205E+02   0.000000E+00   0.183662E+03  -0.367323E+03
   0.975106E+02  -0.282884E+00   0.592088E-03   0.618566E+01   0.117001E+02   0.120257E+02   0.212495E+02   0.171160E+03  -0.123824E+02   0.000000E+00   0.183542E+03  -0.367085E+03
   0.975106E+02   0.179931E+01   0.592088E-03   0.618566E+01   0.121858E+02   0.120257E+02   0.212495E+02   0.171010E+03  -0.126034E+02   0.000000E+00   0.183613E+03  -0.367227E+03
   0.975106E+02   0.179931E+01   0.592088E-03   0.618566E+01   0.893472E+01   0.109698E+02   0.235785E+02   0.169985E+03  -0.136294E+02   0.000000E+00   0.183614E+03  -0.367229E+03
   0.975106E+02   0.210841E+01   0.610119E-03   0.108811E+02   0.104265E+02   0.109698E+02   0.215343E+02   0.173138E+03  -0.104034E+02   0.000000E+00   0.183541E+03  -0.367083E+03
   0.975106E+02   0.155063E+01   0.610119E-03   0.992360E+01   0.104265E+02   0.932733E+01   0.195023E+02   0.172844E+03  -0.107860E+02   0.000000E+00   0.183630E+03  -0.367260E+03
   0.975106E+02   0.155063E+01   0.610119E-03   0.992360E+01   0.104265E+02   0.932733E+01   0.172781E+02   0.173576E+03  -0.100536E+02   0.000000E+00   0.183630E+03  -0.367259E+03
   0.975106E+02   0.155063E+01   0.610119E-03   0.746720E+01   0.761593E+01   0.932733E+01   0.172781E+02   0.172204E+03  -0.114260E+02   0.000000E+00   0.183630E+03  -0.367260E+03
   0.975106E+02   0.153308E+01   0.610119E-03   0.746720E+01   0.877382E+01   0.107944E+02   0.172781E+02   0.174099E+03  -0.953202E+01   0.000000E+00   0.183631E+03  -0.367262E+03
   0.975106E+02   0.448632E+01   0.610119E-03   0.746720E+01   0.877382E+01   0.116030E+02   0.166453E+02   0.173612E+03  -0.892350E+01   0.000000E+00   0.182536E+03  -0.365071E+03
   0.975106E+02   0.448632E+01   0.610119E-03   0.664988E+01   0.877382E+01   0.116030E+02   0.166453E+02   0.172714E+03  -0.982197E+01   0.000000E+00   0.182536E+03  -0.365072E+03
   0.978291E+02   0.448632E+01   0.610119E-03   0.664988E+01   0.123442E+02   0.119945E+02   0.166453E+02   0.172174E+03  -0.103378E+02   0.000000E+00   0.182512E+03  -0.365024E+03
   0.978291E+02   0.461197E+01   0.610119E-03   0.145645E+02   0.123442E+02   0.119945E+02   0.166453E+02   0.171625E+03  -0.108084E+02   0.000000E+00   0.182433E+03  -0.364867E+03
   0.978291E+02   0.146124E+00   0.610119E-03   0.145645E+02   0.954280E+01   0.166233E+02   0.166453E+02   0.173787E+03  -0.985729E+01   0.000000E+00   0.183644E+03  -0.367289E+03
   0.978291E+02   0.672242E+00   0.610119E-03   0.145645E+02   0.954280E+01   0.142553E+02   0.169996E+02   0.173997E+03  -0.968545E+01   0.000000E+00   0.183682E+03  -0.367365E+03
   0.978291E+02   0.672242E+00   0.610119E-03   0.144537E+02   0.954280E+01   0.135235E+02   0.169996E+02   0.174026E+03  -0.965586E+01   0.000000E+00   0.183682E+03  -0.367364E+03
   0.978291E+02   0.672242E+00   0.610119E-03   0.705775E+01   0.954280E+01   0.207790E+02   0.143649E+02   0.173639E+03  -0.100428E+02   0.000000E+00   0.183682E+03  -0.367364E+03
   0.978291E+02   0.672242E+00   0.610119E-03   0.101632E+02   0.954280E+01   0.200678E+02   0.143649E+02   0.175093E+03  -0.858951E+01   0.000000E+00   0.183683E+03  -0.367365E+03
   0.978291E+02   0.672242E+00   0.610119E-03   0.101632E+02   0.954280E+01   0.162758E+02   0.146366E+02   0.176275E+03  -0.740723E+01   0.000000E+00   0.183682E+03  -0.367364E+03
   0.978291E+02   0.744689E+00   0.610119E-03   0.101632E+02   0.981472E+01   0.177169E+02   0.146366E+02   0.175923E+03  -0.776027E+01   0.000000E+00   0.183683E+03  -0.367367E+03
   0.978291E+02   0.744689E+00   0.610119E-03   0.101632E+02   0.981472E+01   0.177169E+02   0.146366E+02   0.175923E+03  -0.776027E+01   0.000000E+00   0.183683E+03  -0.367367E+03
   0.966134E+02   0.744689E+00   0.610119E-03   0.101632E+02   0.981472E+01   0.153904E+02   0.146366E+02   0.175177E+03  -0.728135E+01   0.000000E+00   0.182458E+03  -0.364917E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.101632E+02   0.981472E+01   0.136670E+02   0.146366E+02   0.175201E+03  -0.726260E+01   0.000000E+00   0.182464E+03  -0.364927E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.101632E+02   0.114828E+02   0.136670E+02   0.146366E+02   0.174810E+03  -0.765416E+01   0.000000E+00   0.182464E+03  -0.364928E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.820841E+01   0.104774E+02   0.136670E+02   0.146366E+02   0.174843E+03  -0.762107E+01   0.000000E+00   0.182464E+03  -0.364928E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.775214E+01   0.104774E+02   0.136670E+02   0.128668E+02   0.174419E+03  -0.804479E+01   0.000000E+00   0.182464E+03  -0.364928E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.775214E+01   0.994862E+01   0.188935E+02   0.169010E+02   0.173460E+03  -0.900394E+01   0.000000E+00   0.182464E+03  -0.364928E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.775214E+01   0.139740E+02   0.188935E+02   0.169010E+02   0.171721E+03  -0.107429E+02   0.000000E+00   0.182464E+03  -0.364928E+03
   0.966134E+02   0.182203E+01   0.610119E-03   0.775214E+01   0.137705E+02   0.188935E+02   0.169010E+02   0.171856E+03  -0.106083E+02   0.000000E+00   0.182464E+03  -0.364929E+03
   0.966134E+02   0.182203E+01   0.431588E-03   0.897811E+01   0.137705E+02   0.135977E+02   0.176827E+02   0.172121E+03  -0.942143E+01   0.000000E+00   0.181542E+03  -0.363085E+03
   0.966134E+02   0.182203E+01   0.431588E-03   0.897811E+01   0.137705E+02   0.135977E+02   0.159035E+02   0.172523E+03  -0.901974E+01   0.000000E+00   0.181543E+03  -0.363085E+03
   0.966134E+02  -0.279856E+00   0.431588E-03   0.129701E+02   0.117372E+02   0.135977E+02   0.159035E+02   0.172386E+03  -0.896914E+01   0.000000E+00   0.181355E+03  -0.362710E+03
   0.973437E+02  -0.279856E+00   0.546798E-03   0.998761E+01   0.118155E+02   0.135977E+02   0.159035E+02   0.175503E+03  -0.789629E+01   0.000000E+00   0.183399E+03  -0.366799E+03
   0.987167E+02  -0.279856E+00   0.581151E-03   0.998761E+01   0.118155E+02   0.135977E+02   0.130269E+02   0.174682E+03  -0.790264E+01   0.000000E+00   0.182585E+03  -0.365169E+03
   0.987167E+02  -0.190422E+00   0.581151E-03   0.998761E+01   0.118155E+02   0.135977E+02   0.130269E+02   0.174694E+03  -0.790264E+01   0.000000E+00   0.182597E+03  -0.365193E+03
   0.987167E+02  -0.277994E+01   0.992609E-03   0.100677E+02   0.762865E+01   0.133690E+02   0.112080E+02   0.170682E+03  -0.873241E+01   0.000000E+00   0.179414E+03  -0.358829E+03
   0.987167E+02  -0.277994E+01   0.847587E-03   0.118094E+02   0.104212E+02   0.133690E+02   0.112080E+02   0.172284E+03  -0.865455E+01   0.000000E+00   0.180939E+03  -0.361877E+03
   0.987167E+02  -0.277994E+01   0.435844E-03   0.118094E+02   0.161379E+02   0.123319E+02   0.165867E+02   0.168542E+03  -0.116235E+02   0.000000E+00   0.180166E+03  -0.360331E+03
   0.987167E+02  -0.277994E+01   0.921044E-03   0.118094E+02   0.161379E+02   0.123319E+02   0.155452E+02   0.168773E+03  -0.114483E+02   0.000000E+00   0.180221E+03  -0.360443E+03
   0.987167E+02  -0.277994E+01   0.475452E-03   0.118094E+02   0.161379E+02   0.123319E+02   0.155452E+02   0.169366E+03  -0.114483E+02   0.000000E+00   0.180814E+03  -0.361629E+03
   0.987167E+02  -0.277994E+01   0.475452E-03   0.108116E+02   0.132129E+02   0.123319E+02   0.135353E+02   0.171839E+03  -0.897519E+01   0.000000E+00   0.180814E+03  -0.361628E+03
   0.987167E+02  -0.277994E+01   0.475452E-03   0.103557E+02   0.132129E+02   0.144215E+02   0.187026E+02   0.171447E+03  -0.936738E+01   0.000000E+00   0.180814E+03  -0.361629E+03
   0.987167E+02  -0.277994E+01   0.475452E-03   0.116545E+02   0.132129E+02   0.157258E+02   0.187026E+02   0.170956E+03  -0.985844E+01   0.000000E+00   0.180814E+03  -0.361629E+03
   0.987167E+02  -0.277994E+01   0.475452E-03   0.794348E+01   0.132129E+02   0.144101E+02   0.177602E+02   0.171368E+03  -0.944607E+01   0.000000E+00   0.180814E+03  -0.361628E+03
   0.987167E+02   0.980383E+00   0.475452E-03   0.963269E+01   0.799941E+01   0.144101E+02   0.177602E+02   0.173543E+03  -0.814450E+01   0.000000E+00   0.181688E+03  -0.363375E+03
   0.987167E+02   0.980383E+00   0.475452E-03   0.831060E+01   0.799941E+01   0.152801E+02   0.177602E+02   0.173237E+03  -0.845021E+01   0.000000E+00   0.181687E+03  -0.363374E+03
   0.987167E+02   0.980383E+00   0.590284E-03   0.120261E+02   0.855471E+01   0.167560E+02   0.177602E+02   0.173817E+03  -0.880719E+01   0.000000E+00   0.182624E+03  -0.365248E+03
   0.987167E+02  -0.474260E+01   0.590284E-03   0.120261E+02   0.855471E+01   0.167560E+02   0.177602E+02   0.171679E+03  -0.880719E+01   0.000000E+00   0.180486E+03  -0.360972E+03
   0.987167E+02  -0.474260E+01   0.590284E-03   0.120261E+02   0.855471E+01   0.151489E+02   0.158313E+02   0.172367E+03  -0.811915E+01   0.000000E+00   0.180486E+03  -0.360972E+03
   0.987167E+02  -0.474260E+01   0.590284E-03   0.954642E+01   0.108357E+02   0.198734E+02   0.127653E+02   0.171651E+03  -0.883523E+01   0.000000E+00   0.180486E+03  -0.360972E+03
   0.987167E+02   0.212024E+01   0.590284E-03   0.864540E+01   0.115124E+02   0.166802E+02   0.140188E+02   0.174405E+03  -0.800398E+01   0.000000E+00   0.182409E+03  -0.364818E+03
   0.987167E+02  -0.287797E+01   0.590284E-03   0.864540E+01   0.105698E+02   0.166802E+02   0.140188E+02   0.174070E+03  -0.770899E+01   0.000000E+00   0.181779E+03  -0.363558E+03
