Heures;X;Y;Z
13:58:18;882985.12;6552712.09;238.82
13:58:20;882982.44;6552714.09;238.82
13:58:23;882977.59;6552715.54;238.81
13:58:25;882973.94;6552716.30;238.81
13:58:28;882969.03;6552718.86;238.82
13:58:30;882966.02;6552720.59;238.82
13:58:33;882960.71;6552722.34;238.82
13:58:35;882957.18;6552724.14;238.82
13:58:38;882952.79;6552728.12;238.82
13:58:40;882950.12;6552730.82;238.82
13:58:43;882945.77;6552734.68;238.82
13:58:45;882942.73;6552737.20;238.81
13:58:48;882938.61;6552741.35;238.81
13:58:50;882936.02;6552744.24;238.81
13:58:53;882931.98;6552748.38;238.81
13:58:55;882929.01;6552750.87;238.81
13:58:58;882924.55;6552754.74;238.81
13:59:00;882921.97;6552757.55;238.81
13:59:01;882921.13;6552758.54;238.80
13:59:03;882918.30;6552761.78;238.80
13:59:05;882915.85;6552764.65;238.81
13:59:08;882912.14;6552768.55;238.81
13:59:10;882909.10;6552770.58;238.81
13:59:13;882904.05;6552773.38;238.81
13:59:15;882900.89;6552775.60;238.81
13:59:18;882896.69;6552779.76;238.80
13:59:20;882894.17;6552782.69;238.80
13:59:23;882889.91;6552786.40;238.80
13:59:25;882886.40;6552788.33;238.80
13:59:28;882880.78;6552791.30;238.80
13:59:30;882877.11;6552793.81;238.80
13:59:33;882871.89;6552798.43;238.81
13:59:35;882868.52;6552801.56;238.81
13:59:38;882863.29;6552806.00;238.81
13:59:40;882859.44;6552808.62;238.80
13:59:43;882853.24;6552812.33;238.80
13:59:45;882849.65;6552815.55;238.81
13:59:48;882844.75;6552820.39;238.81
13:59:50;882840.88;6552823.01;238.80
13:59:53;882834.62;6552826.92;238.80
13:59:55;882830.90;6552830.19;238.81
13:59:58;882826.04;6552835.37;238.81
14:00:00;882822.41;6552838.50;238.82
14:00:03;882816.35;6552842.83;238.81
14:00:05;882812.33;6552845.76;238.81
14:00:08;882806.74;6552850.62;238.82
14:00:10;882803.57;6552854.08;238.82
14:00:13;882798.18;6552858.65;238.81
14:00:15;882794.02;6552861.16;238.80
14:00:18;882787.84;6552865.47;238.80
14:00:20;882784.61;6552869.05;238.81
14:00:23;882779.64;6552873.66;238.80
14:00:25;882775.63;6552875.85;238.79
14:00:28;882769.59;6552879.34;238.79
14:00:30;882766.86;6552883.01;238.80
14:00:33;882764.05;6552888.68;238.80
14:00:35;882761.18;6552891.97;238.79
14:00:38;882755.55;6552896.57;238.79
14:00:40;882752.11;6552900.04;238.80
14:00:43;882747.03;6552905.09;238.80
14:00:45;882743.26;6552908.30;238.80
14:00:48;882738.30;6552913.37;238.80
14:00:50;882734.87;6552916.47;238.80
14:00:53;882729.17;6552920.53;238.80
14:00:55;882725.38;6552923.29;238.80
14:00:58;882719.67;6552927.62;238.80
14:01:00;882716.11;6552930.66;238.80
14:01:01;882714.86;6552931.80;238.79
14:01:03;882710.70;6552935.41;238.79
14:01:05;882707.51;6552938.95;238.79
14:01:08;882703.53;6552943.88;238.79
14:01:10;882699.67;6552945.93;238.79
14:01:13;882693.51;6552948.89;238.79
14:01:15;882689.78;6552951.63;238.79
14:01:18;882685.28;6552956.78;238.79
14:01:20;882682.36;6552959.96;238.79
14:01:23;882677.11;6552963.99;238.79
14:01:25;882673.55;6552966.87;238.79
14:01:28;882669.31;6552971.84;238.79
14:01:30;882665.96;6552974.52;238.78
14:01:33;882660.44;6552978.19;238.78
14:01:35;882656.84;6552980.58;238.78
14:01:38;882650.67;6552983.17;238.78
14:01:40;882646.69;6552985.66;238.78
14:01:43;882641.82;6552989.76;238.78
14:01:45;882637.83;6552991.79;238.78
14:01:48;882632.16;6552995.78;238.78
14:01:50;882629.07;6552999.03;238.78
14:01:53;882623.72;6553003.07;238.78
14:01:55;882619.90;6553005.48;238.78
14:01:58;882614.60;6553009.88;238.78
14:02:00;882611.81;6553013.16;238.78
14:02:03;882606.45;6553017.15;238.77
14:02:05;882603.16;6553020.36;238.78
14:02:08;882598.97;6553025.25;238.78
14:02:10;882595.29;6553027.50;238.77
14:02:13;882589.57;6553031.20;238.77
14:02:15;882586.01;6553034.11;238.78
14:02:18;882580.71;6553038.36;238.77
14:02:20;882576.75;6553040.55;238.77
14:02:23;882571.09;6553044.56;238.77
14:02:25;882568.07;6553048.06;238.77
14:02:28;882563.57;6553052.91;238.77
14:02:30;882559.82;6553055.50;238.77
14:02:33;882554.26;6553059.78;238.77
14:02:35;882551.13;6553063.12;238.77
14:02:38;882545.70;6553066.86;238.78
14:02:40;882541.55;6553068.96;238.77
14:02:43;882536.27;6553073.92;238.77
14:02:45;882532.98;6553077.50;238.78
14:02:48;882528.08;6553082.79;238.77
14:02:50;882524.17;6553085.72;238.77
14:02:53;882518.49;6553090.45;238.76
14:02:55;882514.75;6553093.63;238.76
14:02:58;882508.89;6553098.29;238.76
14:03:00;882505.19;6553101.50;238.76
14:03:01;882503.73;6553102.68;238.75
14:03:03;882499.00;6553105.52;238.75
14:03:05;882494.83;6553108.34;238.75
14:03:08;882488.79;6553112.66;238.76
14:03:10;882484.45;6553115.20;238.76
14:03:13;882477.75;6553118.41;238.76
14:03:15;882473.15;6553120.15;238.76
14:03:18;882466.04;6553122.67;238.76
14:03:20;882461.44;6553124.79;238.76
14:03:23;882454.56;6553127.67;238.76
14:03:25;882449.86;6553129.37;238.76
14:03:28;882443.01;6553132.25;238.76
14:03:30;882438.39;6553134.00;238.76
14:03:33;882431.32;6553136.48;238.76
14:03:35;882426.61;6553138.04;238.76
14:03:38;882419.39;6553140.40;238.75
14:03:40;882414.68;6553142.24;238.75
14:03:43;882407.73;6553145.20;238.75
14:03:45;882403.16;6553146.85;238.75
14:03:48;882395.75;6553148.42;238.75
14:03:50;882390.65;6553149.33;238.75
14:03:53;882383.10;6553150.93;238.74
14:03:55;882377.91;6553152.07;238.74
14:03:58;882370.67;6553154.49;238.74
14:04:00;882365.74;6553154.97;238.74
14:04:03;882357.84;6553154.67;238.74
14:04:05;882352.55;6553154.98;238.74
14:04:08;882344.66;6553155.71;238.75
14:04:10;882339.41;6553156.43;238.75
14:04:13;882331.62;6553157.79;238.75
14:04:15;882326.44;6553158.72;238.75
14:04:18;882318.78;6553160.27;238.74
14:04:20;882313.80;6553160.89;238.74
14:04:23;882306.01;6553160.91;238.74
14:04:25;882300.80;6553161.01;238.74
14:04:28;882293.24;6553161.08;238.74
14:04:30;882288.23;6553160.57;238.74
14:04:33;882280.83;6553159.27;238.74
14:04:35;882275.90;6553158.43;238.74
14:04:38;882268.52;6553157.69;238.74
14:04:40;882263.85;6553157.79;238.74
14:04:43;882258.11;6553155.94;238.74
14:04:45;882254.97;6553153.22;238.74
14:04:48;882249.64;6553150.48;238.74
14:04:50;882245.89;6553150.01;238.74
14:04:53;882240.54;6553148.76;238.74
14:04:55;882236.83;6553147.50;238.74
14:04:58;882231.43;6553147.72;238.74
14:05:00;882228.09;6553146.75;238.75
14:05:01;882226.70;6553145.76;238.78
14:05:03;882223.40;6553143.36;238.79
14:05:05;882219.69;6553141.96;238.79
14:05:08;882214.29;6553142.46;238.79
14:05:10;882210.78;6553141.88;238.78
14:05:13;882205.24;6553139.75;238.78
14:05:15;882201.16;6553139.60;238.78
14:05:18;882195.31;6553140.84;238.77
14:05:20;882191.45;6553141.33;238.77
14:05:23;882185.37;6553141.23;238.76
14:05:25;882181.41;6553140.99;238.76
14:05:28;882175.62;6553139.27;238.76
14:05:30;882171.50;6553138.76;238.77
14:05:33;882165.65;6553138.49;238.77
14:05:35;882161.62;6553137.14;238.77
14:05:38;882155.38;6553135.31;238.77
14:05:40;882151.06;6553135.42;238.78
14:05:43;882145.16;6553134.98;238.78
14:05:45;882141.15;6553133.11;238.77
14:05:48;882134.91;6553130.46;238.77
14:05:50;882130.59;6553129.09;238.78
14:05:53;882124.25;6553126.90;238.77
14:05:55;882120.19;6553124.60;238.77
14:05:58;882113.96;6553121.10;238.78
14:06:00;882109.57;6553119.62;238.78
14:06:03;882103.74;6553116.09;238.77
14:06:05;882099.88;6553113.36;238.77
14:06:08;882093.25;6553110.67;238.78
14:06:10;882088.98;6553109.02;238.77
14:06:13;882082.90;6553105.15;238.76
14:06:15;882078.66;6553102.64;238.76
14:06:18;882071.90;6553100.32;238.77
14:06:20;882067.63;6553098.45;238.77
14:06:23;882061.60;6553094.60;238.76
14:06:25;882057.41;6553091.84;238.76
14:06:28;882050.35;6553089.67;238.77
14:06:30;882046.02;6553088.59;238.77
14:06:33;882040.18;6553084.53;238.77
14:06:35;882036.19;6553081.73;238.76
14:06:38;882030.17;6553077.36;238.77
14:06:40;882026.02;6553074.49;238.77
14:06:43;882019.55;6553070.70;238.77
14:06:45;882015.44;6553067.83;238.76
14:06:48;882009.38;6553063.04;238.75
14:06:50;882004.82;6553060.37;238.75
14:06:53;881997.63;6553057.92;238.76
14:06:55;881993.44;6553055.71;238.76
14:06:58;881988.28;6553050.22;238.75
14:07:00;881984.21;6553046.85;238.75
14:07:01;881982.16;6553045.72;238.74
14:07:03;881977.57;6553043.40;238.74
14:07:05;881973.52;6553040.23;238.73
14:07:08;881966.84;6553035.97;238.73
14:07:10;881961.93;6553034.24;238.74
14:07:13;881955.38;6553031.41;238.73
14:07:15;881951.89;6553027.70;238.73
14:07:18;881946.56;6553021.70;238.73
14:07:20;881942.11;6553018.56;238.73
14:07:23;881935.72;6553014.14;238.73
14:07:25;881931.81;6553010.28;238.72
14:07:28;881925.08;6553005.23;238.72
14:07:30;881920.61;6553003.00;238.72
14:07:33;881915.64;6552997.47;238.71
14:07:35;881912.68;6552993.15;238.70
14:07:38;881907.02;6552987.12;238.69
14:07:40;881903.06;6552983.95;238.68
14:07:43;881899.07;6552977.44;238.66
14:07:45;881896.88;6552972.66;238.65
14:07:48;881892.71;6552965.77;238.64
14:07:50;881889.28;6552962.46;238.63
14:07:53;881884.41;6552958.77;238.62
14:07:55;881881.42;6552957.72;238.61
14:07:58;881877.64;6552954.22;238.61
14:08:00;881876.98;6552952.36;238.61
14:08:03;881876.65;6552952.45;238.62
14:08:05;881876.50;6552952.64;238.62
14:43:34;881671.57;6552822.86;235.72
14:43:37;881670.83;6552822.77;235.72
14:43:39;881669.55;6552820.94;235.72
14:43:42;881666.85;6552819.69;235.72
14:43:44;881664.00;6552819.16;235.71
14:43:47;881658.17;6552817.84;235.71
14:43:49;881654.12;6552816.63;235.71
14:43:52;881648.01;6552813.64;235.70
14:43:54;881643.81;6552810.85;235.70
14:43:57;881637.81;6552806.72;235.70
14:43:59;881633.68;6552803.86;235.70
14:44:02;881627.27;6552799.83;235.69
14:44:04;881622.96;6552797.26;235.69
14:44:07;881616.60;6552793.50;235.69
14:44:09;881612.41;6552790.94;235.69
14:44:12;881605.87;6552786.98;235.68
14:44:14;881601.51;6552784.54;235.68
14:44:17;881594.66;6552781.43;235.67
14:44:19;881590.08;6552779.65;235.67
14:44:22;881583.43;6552776.93;235.66
14:44:24;881579.03;6552774.82;235.66
14:44:27;881572.67;6552771.42;235.66
14:44:29;881568.59;6552768.98;235.66
14:44:32;881562.46;6552765.45;235.66
14:44:34;881558.44;6552763.45;235.66
14:44:37;881552.55;6552761.06;235.66
14:44:39;881548.55;6552759.68;235.66
14:44:42;881541.32;6552755.93;235.66
14:44:44;881536.41;6552753.09;235.67
14:44:47;881528.37;6552749.23;235.67
14:44:49;881522.84;6552746.77;235.67
14:44:52;881514.27;6552743.46;235.67
14:44:54;881508.63;6552741.65;235.67
14:44:57;881500.81;6552739.11;235.68
14:44:59;881496.14;6552736.78;235.68
14:45:02;881489.24;6552732.81;235.68
14:45:04;881484.49;6552730.60;235.68
14:45:07;881477.74;6552727.35;235.68
14:45:09;881473.29;6552725.21;235.68
14:45:12;881466.52;6552722.42;235.68
14:45:14;881461.87;6552720.91;235.68
14:45:17;881454.99;6552718.51;235.67
14:45:19;881450.57;6552716.94;235.67
14:45:22;881443.91;6552715.17;235.67
14:45:24;881440.04;6552714.49;235.67
14:45:27;881434.24;6552711.77;235.67
14:45:29;881430.22;6552709.66;235.67
14:45:32;881423.86;6552706.62;235.68
14:45:34;881419.55;6552704.79;235.68
14:45:35;881417.83;6552703.95;235.70
14:45:37;881413.11;6552700.83;235.70
14:45:39;881408.77;6552697.66;235.71
14:45:42;881402.09;6552693.81;235.71
14:45:44;881397.74;6552691.04;235.71
14:45:47;881391.21;6552686.31;235.71
14:45:49;881386.63;6552683.26;235.72
14:45:52;881380.01;6552678.71;235.72
14:45:54;881375.92;6552675.17;235.72
14:45:57;881369.10;6552670.43;235.72
14:45:59;881364.34;6552667.71;235.72
14:46:02;881356.92;6552663.30;235.71
14:46:04;881351.78;6552660.74;235.71
14:46:07;881344.02;6552657.79;235.71
14:46:09;881338.90;6552655.97;235.71
14:46:12;881331.41;6552652.47;235.71
14:46:14;881326.67;6552650.01;235.71
14:46:17;881319.65;6552645.95;235.71
14:46:19;881315.48;6552642.67;235.71
14:46:22;881309.38;6552637.08;235.71
14:46:24;881304.75;6552633.64;235.71
14:46:27;881297.15;6552630.24;235.71
14:46:29;881292.16;6552628.09;235.71
14:46:32;881284.56;6552624.55;235.71
14:46:34;881279.12;6552623.24;235.71
14:46:37;881271.49;6552620.92;235.71
14:46:39;881266.34;6552618.57;235.71
14:46:42;881258.36;6552616.16;235.71
14:46:44;881253.09;6552614.71;235.71
14:46:47;881245.33;6552612.08;235.71
14:46:49;881240.13;6552610.09;235.71
14:46:52;881232.34;6552607.33;235.71
14:46:54;881227.23;6552605.48;235.72
14:46:57;881219.64;6552602.50;235.72
14:46:59;881214.42;6552600.57;235.72
14:47:02;881206.48;6552598.04;235.72
14:47:04;881201.13;6552596.76;235.72
14:47:07;881193.18;6552594.80;235.72
14:47:09;881187.83;6552593.37;235.72
14:47:12;881179.72;6552591.43;235.71
14:47:14;881174.31;6552590.61;235.72
14:47:17;881166.48;6552588.92;235.71
14:47:19;881161.45;6552586.91;235.70
14:47:22;881153.79;6552583.73;235.70
14:47:24;881148.41;6552583.07;235.70
14:47:27;881140.54;6552581.68;235.70
14:47:29;881135.41;6552579.73;235.69
14:47:32;881127.67;6552576.43;235.69
14:47:34;881122.53;6552574.30;235.70
14:47:35;881120.69;6552573.47;235.71
14:47:37;881114.69;6552571.10;235.70
14:47:39;881109.34;6552569.27;235.70
14:47:42;881101.20;6552567.30;235.70
14:47:44;881096.01;6552566.11;235.70
14:47:47;881088.30;6552563.34;235.69
14:47:49;881083.16;6552561.54;235.69
14:47:52;881075.23;6552559.09;235.69
14:47:54;881069.78;6552557.97;235.69
14:47:57;881061.77;6552556.23;235.69
14:47:59;881056.49;6552554.45;235.69
14:48:02;881048.73;6552552.07;235.69
14:48:04;881043.62;6552550.57;235.69
14:48:07;881036.29;6552547.28;235.69
14:48:09;881031.11;6552545.49;235.69
14:48:12;881023.25;6552543.55;235.69
14:48:14;881017.84;6552542.46;235.69
14:48:17;881009.93;6552541.41;235.69
14:48:19;881004.74;6552539.85;235.69
14:48:22;880996.91;6552537.12;235.69
14:48:24;880991.51;6552535.56;235.69
14:48:27;880983.28;6552534.50;235.69
14:48:29;880978.16;6552533.64;235.69
14:48:32;880970.61;6552530.92;235.69
14:48:34;880965.46;6552529.03;235.69
14:48:37;880957.46;6552526.24;235.69
14:48:39;880951.94;6552525.12;235.69
14:48:42;880943.79;6552523.44;235.69
14:48:44;880938.36;6552521.85;235.68
14:48:47;880930.34;6552519.13;235.68
14:48:49;880924.79;6552517.84;235.69
14:48:52;880916.75;6552516.27;235.69
14:48:54;880911.51;6552514.06;235.68
14:48:57;880903.53;6552511.07;235.68
14:48:59;880897.97;6552509.69;235.68
14:49:02;880889.89;6552507.33;235.67
14:49:04;880884.64;6552505.04;235.67
14:49:07;880876.50;6552501.59;235.66
14:49:09;880870.88;6552499.78;235.65
14:49:12;880862.05;6552497.58;235.65
14:49:14;880856.11;6552496.55;235.64
14:49:17;880847.51;6552494.02;235.62
14:49:19;880841.52;6552492.20;235.61
14:49:22;880832.43;6552490.61;235.61
14:49:24;880826.57;6552488.66;235.61
14:49:27;880817.74;6552485.82;235.59
14:49:29;880811.89;6552483.39;235.59
14:49:32;880802.87;6552480.29;235.59
14:49:34;880796.95;6552478.44;235.59
14:49:35;880794.57;6552477.68;235.56
14:49:37;880788.16;6552475.58;235.57
14:49:39;880782.79;6552473.20;235.57
14:49:42;880774.82;6552468.57;235.57
14:49:44;880769.24;6552465.82;235.57
14:49:47;880761.18;6552461.70;235.58
14:49:49;880756.33;6552458.31;235.58
14:49:52;880748.69;6552453.36;235.58
14:49:54;880743.65;6552450.06;235.58
14:49:57;880735.85;6552445.15;235.57
14:49:59;880730.51;6552442.46;235.56
14:50:02;880722.64;6552438.78;235.56
14:50:04;880717.36;6552436.34;235.56
14:50:07;880709.62;6552432.64;235.55
14:50:09;880704.45;6552430.10;235.55
14:50:12;880696.68;6552426.92;235.55
14:50:14;880691.64;6552424.25;235.55
14:50:17;880684.18;6552420.27;235.55
14:50:19;880679.12;6552417.75;235.55
14:50:22;880671.96;6552413.58;235.54
14:50:24;880667.43;6552410.20;235.54
14:50:27;880660.64;6552405.30;235.54
14:50:29;880656.42;6552401.66;235.53
14:50:32;880650.17;6552395.64;235.53
14:50:34;880645.57;6552392.27;235.52
14:50:37;880639.22;6552387.05;235.51
14:50:39;880635.07;6552382.77;235.50
14:50:42;880628.03;6552377.33;235.48
14:50:44;880623.02;6552374.32;235.48
14:50:47;880614.96;6552369.10;235.46
14:50:49;880609.16;6552366.04;235.45
14:50:53;880598.66;6552360.96;235.43
14:50:54;880595.34;6552359.63;235.43
14:50:57;880586.18;6552357.62;235.42
14:50:59;880582.92;6552356.84;235.42
14:51:02;880580.20;6552356.50;235.42
14:51:04;880578.82;6552356.61;235.41
14:51:07;880578.00;6552358.24;235.41
14:51:09;880577.55;6552358.58;235.41
14:51:12;880575.52;6552359.50;235.41
14:51:14;880573.01;6552359.42;235.41
14:51:17;880569.35;6552358.11;235.41
14:51:19;880567.46;6552356.61;235.41
14:51:22;880564.56;6552353.47;235.40
14:51:24;880562.20;6552351.82;235.40
14:51:27;880559.14;6552349.75;235.40
14:51:29;880557.72;6552347.94;235.40
14:51:32;880556.35;6552344.35;235.40
14:51:34;880555.39;6552341.70;235.40
14:55:33;880564.18;6552338.80;235.40
14:55:35;880562.46;6552338.05;235.40
14:55:37;880560.78;6552337.93;235.40
14:55:40;880558.09;6552338.10;235.40
14:55:42;880556.02;6552338.11;235.41
14:55:45;880552.65;6552337.72;235.41
14:55:47;880550.28;6552337.16;235.41
14:55:50;880546.42;6552335.88;235.40
14:55:52;880543.91;6552334.95;235.40
14:55:55;880539.98;6552333.43;235.40
14:55:57;880537.42;6552332.42;235.39
14:56:00;880533.71;6552330.65;235.39
14:56:02;880531.21;6552329.30;235.39
14:56:05;880527.48;6552327.11;235.39
14:56:07;880525.00;6552325.63;235.39
14:56:10;880521.19;6552323.62;235.39
14:56:12;880518.74;6552322.37;235.39
14:56:15;880514.99;6552320.40;235.39
14:56:17;880512.42;6552318.99;235.38
14:56:20;880508.43;6552316.96;235.37
14:56:22;880505.72;6552315.77;235.37
14:56:25;880501.35;6552314.12;235.37
14:56:27;880498.26;6552313.18;235.37
14:56:30;880493.58;6552311.92;235.37
14:56:32;880490.48;6552310.91;235.37
14:56:35;880485.34;6552308.73;235.36
14:56:37;880481.77;6552306.90;235.35
14:56:40;880476.19;6552303.83;235.31
14:56:42;880472.10;6552301.73;235.27
14:56:45;880465.33;6552298.99;235.21
14:56:47;880459.68;6552297.18;235.16
14:56:50;880451.34;6552294.62;235.09
14:56:52;880445.32;6552294.03;235.04
14:56:55;880436.41;6552291.89;234.96
14:56:57;880432.19;6552290.56;234.92
14:57:00;880426.78;6552288.18;234.86
14:57:02;880422.55;6552286.15;234.84
14:57:05;880416.30;6552282.81;234.81
14:57:07;880412.35;6552280.04;234.80
14:57:10;880406.74;6552275.98;234.79
14:57:12;880403.12;6552273.86;234.79
14:57:15;880398.27;6552271.16;234.77
14:57:17;880394.98;6552268.96;234.75
14:57:20;880390.34;6552266.33;234.71
14:57:22;880386.37;6552264.05;234.68
14:57:25;880379.35;6552259.94;234.60
14:57:27;880374.36;6552256.70;234.57
14:57:30;880365.97;6552250.91;234.52
14:57:32;880359.64;6552246.48;234.49
14:57:33;880355.33;6552243.56;234.23
14:57:36;880346.05;6552237.42;234.21
14:57:38;880339.26;6552232.74;234.18
14:57:41;880329.36;6552224.88;234.15
14:57:43;880322.50;6552219.78;234.12
14:57:46;880311.94;6552211.97;234.06
14:57:48;880305.18;6552206.95;234.03
14:57:51;880295.39;6552199.23;233.99
14:57:53;880288.57;6552194.36;233.97
14:57:56;880278.14;6552188.16;233.94
14:57:58;880271.28;6552184.09;233.93
14:58:01;880261.29;6552177.77;233.92
14:58:03;880255.20;6552173.44;233.91
14:58:06;880246.27;6552167.21;233.90
14:58:08;880240.76;6552163.62;233.89
14:58:11;880232.30;6552158.31;233.88
14:58:13;880226.68;6552154.82;233.87
14:58:16;880219.42;6552148.82;233.86
14:58:18;880214.43;6552145.04;233.85
14:58:21;880206.16;6552140.27;233.85
14:58:23;880200.52;6552138.05;233.84
14:58:26;880191.97;6552134.44;233.83
14:58:28;880186.51;6552131.58;233.82
14:58:31;880178.26;6552127.08;233.80
14:58:33;880172.68;6552124.10;233.80
14:58:36;880164.38;6552120.29;233.78
14:58:38;880158.85;6552118.13;233.76
14:58:41;880150.40;6552114.96;233.75
14:58:43;880144.74;6552113.12;233.75
14:58:46;880136.43;6552110.64;233.75
14:58:48;880131.02;6552108.28;233.75
14:58:51;880123.38;6552104.53;233.76
14:58:53;880118.28;6552101.83;233.77
14:58:56;880110.36;6552097.36;233.77
14:58:58;880105.04;6552094.01;233.77
14:59:01;880097.08;6552088.90;233.75
14:59:03;880091.44;6552085.52;233.73
14:59:06;880083.02;6552080.46;233.71
14:59:08;880077.60;6552076.81;233.69
14:59:11;880069.93;6552070.96;233.66
14:59:13;880064.69;6552066.96;233.65
14:59:16;880057.24;6552061.20;233.63
14:59:18;880053.15;6552056.73;233.62
14:59:21;880047.50;6552049.62;233.61
14:59:23;880043.20;6552045.35;233.60
14:59:26;880036.17;6552038.95;233.59
14:59:28;880031.05;6552035.32;233.59
14:59:31;880023.42;6552030.03;233.58
14:59:33;880018.38;6552026.34;233.58
14:59:33;880017.35;6552025.61;233.57
14:59:36;880010.72;6552021.18;233.57
14:59:38;880005.68;6552017.69;233.57
09:57:26;879996.97;6552007.78;233.66
09:57:29;879992.56;6552004.45;233.66
09:57:31;879989.23;6552002.08;233.66
09:57:33;879985.50;6551999.20;233.65
09:57:36;879981.16;6551995.17;233.65
09:57:38;879977.76;6551992.13;233.65
09:57:41;879972.30;6551987.63;233.65
09:57:43;879968.55;6551984.71;233.65
09:57:46;879962.78;6551980.09;233.64
09:57:48;879959.04;6551976.83;233.64
09:57:51;879953.34;6551971.91;233.64
09:57:53;879949.44;6551968.93;233.64
09:57:56;879943.75;6551964.63;233.64
09:57:58;879940.08;6551961.57;233.64
09:58:01;879934.45;6551957.27;233.64
09:58:03;879930.88;6551954.55;233.64
09:58:06;879925.59;6551950.04;233.63
09:58:08;879922.07;6551947.01;233.63
09:58:12;879915.14;6551941.02;233.63
09:58:13;879913.44;6551939.50;233.63
09:58:16;879908.56;6551934.85;233.63
09:58:18;879905.42;6551931.41;233.63
09:58:21;879900.46;6551926.40;233.63
09:58:23;879897.15;6551922.88;233.63
09:58:26;879892.14;6551917.18;233.63
09:58:28;879888.47;6551913.62;233.62
09:58:31;879883.09;6551908.50;233.62
09:58:33;879879.71;6551904.72;233.62
09:58:36;879874.32;6551899.11;233.62
09:58:38;879870.67;6551895.45;233.62
09:58:41;879865.04;6551889.82;233.62
09:58:43;879861.35;6551886.15;233.62
09:58:46;879856.07;6551880.43;233.62
09:58:48;879852.47;6551876.60;233.63
09:58:51;879846.89;6551871.07;233.63
09:58:53;879843.24;6551867.49;233.63
09:58:56;879838.13;6551861.94;233.63
09:58:58;879834.88;6551857.93;233.63
09:59:01;879829.65;6551852.07;233.62
09:59:03;879825.96;6551848.53;233.61
09:59:06;879820.22;6551843.54;233.61
09:59:08;879816.36;6551840.26;233.60
09:59:11;879810.50;6551835.51;233.60
09:59:13;879806.50;6551832.43;233.60
09:59:16;879800.40;6551827.91;233.59
09:59:18;879796.37;6551824.90;233.59
09:59:21;879790.30;6551819.94;233.58
09:59:23;879786.24;6551816.24;233.57
09:59:26;879780.00;6551810.48;233.57
09:59:28;879775.75;6551806.72;233.57
09:59:31;879769.25;6551801.38;233.56
09:59:33;879764.72;6551798.11;233.56
09:59:34;879763.57;6551797.34;233.56
09:59:36;879757.88;6551793.79;233.56
09:59:38;879753.44;6551790.95;233.56
09:59:41;879746.92;6551786.32;233.57
09:59:43;879742.43;6551783.43;233.57
09:59:46;879735.36;6551779.62;233.57
09:59:48;879730.70;6551777.06;233.57
09:59:51;879723.76;6551772.77;233.57
09:59:53;879719.01;6551770.16;233.57
09:59:56;879711.66;6551766.10;233.57
09:59:58;879706.43;6551763.72;233.56
10:00:01;879698.61;6551760.86;233.56
10:00:03;879693.25;6551759.07;233.56
10:00:06;879685.10;6551756.55;233.56
10:00:08;879679.86;6551754.86;233.55
10:00:11;879673.92;6551752.00;233.55
10:00:13;879668.77;6551752.34;233.54
10:00:16;879657.21;6551756.48;233.54
10:00:18;879647.28;6551754.25;233.53
10:00:21;879639.91;6551746.53;233.53
10:00:23;879635.11;6551746.25;233.52
10:00:26;879626.73;6551744.76;233.51
10:00:28;879620.78;6551743.86;233.51
10:00:31;879611.98;6551742.43;233.50
10:00:33;879606.18;6551741.39;233.50
10:00:36;879597.39;6551740.96;233.50
10:00:38;879591.84;6551741.30;233.50
10:00:41;879583.32;6551741.26;233.49
10:00:43;879577.51;6551741.28;233.49
10:00:46;879568.97;6551741.43;233.49
10:00:48;879563.89;6551742.09;233.48
10:00:51;879557.14;6551743.62;233.47
10:00:53;879552.04;6551744.86;233.46
10:00:56;879544.35;6551747.68;233.44
10:00:58;879539.33;6551750.02;233.43
10:01:01;879531.98;6551753.76;233.39
10:01:03;879527.12;6551756.36;233.36
10:01:06;879519.95;6551760.70;233.31
10:01:08;879515.18;6551764.28;233.28
10:01:11;879508.15;6551769.85;233.24
10:01:13;879503.26;6551773.42;233.21
10:01:16;879496.35;6551778.82;233.19
10:01:18;879491.81;6551782.50;233.18
10:01:21;879484.37;6551787.86;233.16
10:01:23;879478.89;6551791.04;233.14
10:01:26;879470.53;6551795.38;233.12
10:01:28;879464.65;6551797.47;233.11
10:01:31;879455.27;6551799.79;233.10
10:01:33;879448.80;6551800.91;233.09
10:01:34;879446.82;6551801.23;233.03
10:01:36;879438.97;6551802.57;233.03
10:01:38;879432.62;6551803.40;233.04
10:01:41;879423.28;6551803.30;233.04
10:01:43;879417.13;6551802.96;233.04
10:01:46;879408.16;6551802.60;233.04
10:01:48;879402.34;6551802.16;233.03
10:01:51;879393.33;6551800.98;233.00
10:01:53;879387.69;6551799.93;232.98
10:01:56;879379.80;6551797.17;232.95
10:01:58;879374.14;6551795.77;232.92
10:02:01;879366.86;6551793.07;232.89
10:02:03;879361.62;6551789.56;232.86
10:02:06;879352.99;6551784.92;232.81
10:02:08;879347.31;6551783.05;232.77
10:02:11;879337.88;6551780.64;232.68
10:02:13;879331.57;6551779.64;232.63
10:02:16;879321.14;6551777.26;232.53
10:02:18;879313.79;6551775.18;232.46
10:02:21;879302.27;6551771.78;232.39
10:02:23;879294.28;6551769.91;232.35
10:02:26;879283.06;6551767.29;232.33
10:02:28;879276.01;6551765.31;232.32
10:02:31;879266.29;6551763.15;232.33
10:02:33;879261.05;6551760.87;232.34
10:02:36;879255.22;6551756.07;232.35
10:02:38;879251.70;6551752.48;232.35
