Heures;X;Y;Z
09:48:29;886019.99;6558082.34;249.24
09:48:31;886019.44;6558075.83;249.24
09:48:34;886018.77;6558066.10;249.24
09:48:36;886018.47;6558059.56;249.24
09:48:39;886017.81;6558049.81;249.23
09:48:41;886017.35;6558043.28;249.23
09:48:44;886016.16;6558033.56;249.23
09:48:46;886015.23;6558027.01;249.23
09:48:49;886013.52;6558017.34;249.22
09:48:51;886012.18;6558011.03;249.22
09:48:54;886009.93;6558001.65;249.22
09:48:56;886008.22;6557995.44;249.22
09:48:59;886005.56;6557986.28;249.22
09:49:01;886003.69;6557980.26;249.22
09:49:04;886000.54;6557971.28;249.22
09:49:06;885998.48;6557965.44;249.23
09:49:09;885995.83;6557956.50;249.23
09:49:11;885993.98;6557950.47;249.22
09:49:14;885990.64;6557941.72;249.22
09:49:16;885988.21;6557936.16;249.22
09:49:19;885985.26;6557927.49;249.22
09:49:21;885983.49;6557921.56;249.22
09:49:24;885980.67;6557912.72;249.22
09:49:26;885978.50;6557906.79;249.23
09:49:29;885974.80;6557898.02;249.23
09:49:31;885972.30;6557892.21;249.23
09:49:34;885968.21;6557883.52;249.22
09:49:36;885965.31;6557877.96;249.22
09:49:39;885961.11;6557869.43;249.22
09:49:41;885958.33;6557863.72;249.22
09:49:44;885954.21;6557855.13;249.22
09:49:46;885951.43;6557849.37;249.22
09:49:49;885947.22;6557840.67;249.22
09:49:51;885944.38;6557834.98;249.22
09:49:54;885940.12;6557826.37;249.22
09:49:56;885937.31;6557820.58;249.22
09:49:59;885933.17;6557811.89;249.23
09:50:01;885930.42;6557806.05;249.23
09:50:04;885926.22;6557797.39;249.22
09:50:06;885923.07;6557791.85;249.23
09:50:09;885918.09;6557783.72;249.23
09:50:11;885914.79;6557778.31;249.22
09:50:14;885909.89;6557770.43;249.22
09:50:16;885906.71;6557764.99;249.22
09:50:17;885904.97;6557762.04;249.22
09:50:20;885900.54;6557754.22;249.22
09:50:22;885897.62;6557748.60;249.22
09:50:25;885892.92;6557740.26;249.23
09:50:27;885889.66;6557734.88;249.23
09:50:30;885884.65;6557726.96;249.23
09:50:32;885881.79;6557721.46;249.23
09:50:35;885877.72;6557712.88;249.24
09:50:37;885874.76;6557707.19;249.23
09:50:40;885869.76;6557699.10;249.23
09:50:42;885866.13;6557693.97;249.23
09:50:45;885861.11;6557686.29;249.23
09:50:47;885858.10;6557680.84;249.23
09:50:50;885853.67;6557672.74;249.23
09:50:52;885850.76;6557667.12;249.23
09:50:55;885845.90;6557658.79;249.22
09:50:57;885842.12;6557653.45;249.22
09:51:00;885836.78;6557645.53;249.22
09:51:02;885833.46;6557640.22;249.22
09:51:05;885828.75;6557631.73;249.22
09:51:07;885825.68;6557626.08;249.22
09:51:10;885821.20;6557617.50;249.21
09:51:12;885818.27;6557611.80;249.21
09:51:15;885814.01;6557603.15;249.21
09:51:17;885811.14;6557597.32;249.21
09:51:20;885806.69;6557588.63;249.21
09:51:22;885803.44;6557582.75;249.21
09:51:25;885798.19;6557574.48;249.21
09:51:27;885794.92;6557569.10;249.21
09:51:30;885790.89;6557560.47;249.20
09:51:32;885788.53;6557554.24;249.20
09:51:35;885784.07;6557545.30;249.20
09:51:37;885780.69;6557539.72;249.20
09:51:40;885775.39;6557531.60;249.19
09:51:42;885772.01;6557526.00;249.19
09:51:45;885767.19;6557517.46;249.19
09:51:47;885764.17;6557511.83;249.19
09:51:50;885759.70;6557503.21;249.19
09:51:52;885756.37;6557497.49;249.19
09:51:55;885750.68;6557489.61;249.19
09:51:57;885746.88;6557484.54;249.19
09:52:00;885741.36;6557476.73;249.19
09:52:02;885737.98;6557471.20;249.19
09:52:05;885733.40;6557462.65;249.19
09:52:07;885730.13;6557456.90;249.19
09:52:10;885724.97;6557448.44;249.19
09:52:12;885721.59;6557442.92;249.19
09:52:15;885716.95;6557434.39;249.19
09:52:17;885713.99;6557428.57;249.18
09:52:20;885709.57;6557419.86;249.18
09:52:22;885706.80;6557413.90;249.17
09:52:25;885702.36;6557405.00;249.17
09:52:27;885699.17;6557399.26;249.17
09:52:30;885694.67;6557390.75;249.17
09:52:32;885692.04;6557384.84;249.17
09:52:35;885688.05;6557376.01;249.17
09:52:37;885685.28;6557370.17;249.17
09:52:40;885681.23;6557361.40;249.17
09:52:42;885678.62;6557355.62;249.17
09:52:45;885675.08;6557346.76;249.18
09:52:47;885672.99;6557340.54;249.18
09:52:50;885669.46;6557331.59;249.17
09:52:52;885666.83;6557325.96;249.18
09:52:55;885663.41;6557317.16;249.17
09:52:57;885661.39;6557311.12;249.17
09:53:00;885658.55;6557301.70;249.18
09:53:02;885656.43;6557295.57;249.18
09:53:05;885653.15;6557286.64;249.18
09:53:07;885651.44;6557281.15;249.18
09:53:10;885648.71;6557273.51;249.18
09:53:12;885646.84;6557268.57;249.18
09:53:15;885644.52;6557261.96;249.17
09:53:17;885643.74;6557259.39;249.17
09:53:20;885641.78;6557253.46;249.17
09:53:22;885640.73;6557249.46;249.16
09:53:25;885639.14;6557243.49;249.16
09:53:27;885637.45;6557238.54;249.16
09:53:30;885634.63;6557229.68;249.16
09:53:32;885633.08;6557223.45;249.16
09:53:35;885629.90;6557214.29;249.16
09:53:37;885627.35;6557208.73;249.17
09:53:40;885624.06;6557199.83;249.17
09:53:42;885621.89;6557193.78;249.17
09:53:45;885618.44;6557184.82;249.17
09:53:47;885616.20;6557178.92;249.17
09:53:50;885613.36;6557169.92;249.17
09:53:52;885611.64;6557163.86;249.17
09:53:55;885609.22;6557154.74;249.18
09:53:57;885607.80;6557148.58;249.18
09:54:00;885605.91;6557139.29;249.18
09:54:02;885604.81;6557133.16;249.18
09:54:05;885602.91;6557123.91;249.18
09:54:07;885601.24;6557117.84;249.18
09:54:10;885598.31;6557108.88;249.18
09:54:12;885596.35;6557102.94;249.18
09:54:15;885593.31;6557094.15;249.17
09:54:17;885591.49;6557087.48;249.18
09:54:20;885589.82;6557079.05;249.18
09:54:22;885588.96;6557072.92;249.18
09:54:25;885587.99;6557063.35;249.17
09:54:27;885587.04;6557057.07;249.17
09:54:30;885584.71;6557047.85;249.17
09:54:32;885583.00;6557041.79;249.17
09:54:35;885580.88;6557032.68;249.17
09:54:37;885579.65;6557026.33;249.17
09:54:40;885577.72;6557016.89;249.16
09:54:42;885576.54;6557010.71;249.16
09:54:45;885574.93;6557001.41;249.16
09:54:47;885574.38;6556995.12;249.16
09:54:50;885573.52;6556985.59;249.16
09:54:52;885572.43;6556979.30;249.16
09:54:55;885570.23;6556970.00;249.16
09:54:57;885568.22;6556964.09;249.16
09:55:00;885564.86;6556955.13;249.16
09:55:02;885562.35;6556949.52;249.16
09:55:05;885558.49;6556941.04;249.17
09:55:07;885556.09;6556935.71;249.16
09:55:10;885554.35;6556926.78;249.16
09:55:12;885553.56;6556920.34;249.16
09:55:15;885552.01;6556911.06;249.16
09:55:17;885550.86;6556904.86;249.16
09:55:20;885548.98;6556895.58;249.16
09:55:22;885547.73;6556889.45;249.16
09:55:25;885545.72;6556880.08;249.16
09:55:27;885543.95;6556873.92;249.16
09:55:30;885540.83;6556865.09;249.16
09:55:32;885538.74;6556859.17;249.16
09:55:35;885535.77;6556850.29;249.16
09:55:37;885533.93;6556844.26;249.16
09:55:40;885530.84;6556835.43;249.16
09:55:42;885528.75;6556829.49;249.16
09:55:45;885524.76;6556820.80;249.16
09:55:47;885521.54;6556815.28;249.16
09:55:50;885516.19;6556807.29;249.16
09:55:52;885512.31;6556802.18;249.15
09:55:55;885506.29;6556794.96;249.15
09:55:57;885502.61;6556789.76;249.15
09:56:00;885497.23;6556781.66;249.15
09:56:02;885493.51;6556776.25;249.15
09:56:05;885487.54;6556768.20;249.15
09:56:07;885483.40;6556762.98;249.15
09:56:10;885476.88;6556755.36;249.15
09:56:12;885472.60;6556750.43;249.15
09:56:15;885466.40;6556742.41;249.15
09:56:17;885461.72;6556736.71;249.14
09:56:20;885455.73;6556729.25;249.15
09:56:22;885451.08;6556724.35;249.15
09:56:25;885443.91;6556717.67;249.15
09:56:27;885439.24;6556712.82;249.15
09:56:30;885431.15;6556706.54;249.14
09:56:32;885425.17;6556704.03;249.14
09:56:35;885415.89;6556701.53;249.14
09:56:37;885409.64;6556700.39;249.14
09:56:40;885400.32;6556699.39;249.13
09:56:42;885394.17;6556699.10;249.14
09:56:45;885384.99;6556698.82;249.14
09:56:47;885378.91;6556698.72;249.14
09:56:50;885369.71;6556698.70;249.14
09:56:52;885363.65;6556698.98;249.14
09:56:55;885354.30;6556699.68;249.14
09:56:57;885348.14;6556700.41;249.14
09:57:00;885339.02;6556701.59;249.13
09:57:02;885332.80;6556702.05;249.13
09:57:05;885323.19;6556702.42;249.13
09:57:07;885316.75;6556702.67;249.13
09:57:10;885307.10;6556702.78;249.13
09:57:12;885300.74;6556702.63;249.13
09:57:15;885291.12;6556702.64;249.13
09:57:17;885284.94;6556703.12;249.14
09:57:20;885275.61;6556703.76;249.14
09:57:22;885269.18;6556704.08;249.14
09:57:25;885259.59;6556704.87;249.13
09:57:27;885253.33;6556705.71;249.13
09:57:30;885244.11;6556706.83;249.13
09:57:32;885237.77;6556707.31;249.13
09:57:35;885228.20;6556707.93;249.13
09:57:37;885221.81;6556708.32;249.13
09:57:40;885212.26;6556708.66;249.13
09:57:42;885205.93;6556708.63;249.13
09:57:45;885196.28;6556708.48;249.14
09:57:47;885189.77;6556708.69;249.14
09:57:50;885179.90;6556709.39;249.14
09:57:52;885173.30;6556709.94;249.14
09:57:55;885163.43;6556710.92;249.13
09:57:57;885156.81;6556711.48;249.13
09:58:00;885147.12;6556712.12;249.12
09:58:02;885140.70;6556712.08;249.12
09:58:05;885131.13;6556711.41;249.11
09:58:07;885124.76;6556710.62;249.11
09:58:10;885115.27;6556709.20;249.11
09:58:12;885108.96;6556708.10;249.11
09:58:15;885099.58;6556706.17;249.12
09:58:17;885092.81;6556704.58;249.12
09:58:20;885084.32;6556702.41;249.12
09:58:22;885078.19;6556700.81;249.12
09:58:25;885069.17;6556698.93;249.12
09:58:27;885063.30;6556697.65;249.12
09:58:30;885054.42;6556695.74;249.12
09:58:32;885048.53;6556694.38;249.12
09:58:35;885039.76;6556692.57;249.12
09:58:37;885033.98;6556691.49;249.12
09:58:40;885025.20;6556690.34;249.12
09:58:42;885019.33;6556690.14;249.11
09:58:45;885010.49;6556690.11;249.11
09:58:47;885005.06;6556689.65;249.12
09:58:50;884996.96;6556686.84;249.12
09:58:52;884991.85;6556684.03;249.12
09:58:55;884983.65;6556680.07;249.12
09:58:57;884977.97;6556678.09;249.12
09:59:00;884969.45;6556675.07;249.12
09:59:02;884963.65;6556673.12;249.11
09:59:05;884954.85;6556670.09;249.11
09:59:07;884948.93;6556668.00;249.11
09:59:10;884940.08;6556664.92;249.11
09:59:12;884934.14;6556662.89;249.12
09:59:15;884925.24;6556660.15;249.12
09:59:17;884919.44;6556658.47;249.12
09:59:20;884910.82;6556655.30;249.12
09:59:22;884905.09;6556652.93;249.12
09:59:25;884896.45;6556649.60;249.11
09:59:27;884890.60;6556647.45;249.11
09:59:30;884881.79;6556644.25;249.10
09:59:32;884875.99;6556642.05;249.10
09:59:35;884867.30;6556638.82;249.09
09:59:37;884861.48;6556636.70;249.08
09:59:40;884852.74;6556633.58;249.07
09:59:42;884846.75;6556631.44;249.06
09:59:45;884837.96;6556628.15;249.04
09:59:47;884832.05;6556625.95;249.03
09:59:50;884823.29;6556622.55;249.02
09:59:52;884817.48;6556620.25;249.01
09:59:55;884808.78;6556616.71;249.01
09:59:57;884802.98;6556614.28;249.01
10:00:00;884794.39;6556610.66;249.02
10:00:02;884788.77;6556608.08;249.01
10:00:05;884780.44;6556603.88;249.01
10:00:07;884774.80;6556600.95;249.01
10:00:10;884767.12;6556598.01;249.01
10:00:12;884762.33;6556596.29;249.01
10:00:15;884755.30;6556593.69;249.01
10:00:17;884751.47;6556592.08;249.01
10:00:17;884750.91;6556591.85;246.90
10:00:20;884745.84;6556589.96;246.90
10:00:22;884742.15;6556588.68;246.90
10:00:25;884736.79;6556586.95;246.89
10:00:27;884733.23;6556585.87;246.89
10:00:30;884726.69;6556584.12;246.88
10:00:32;884722.31;6556582.95;246.88
10:00:35;884715.73;6556581.19;246.87
10:00:37;884711.34;6556580.01;246.87
10:00:40;884704.76;6556578.25;246.87
10:00:42;884700.37;6556577.07;246.87
10:00:45;884693.79;6556575.31;246.87
10:00:47;884689.41;6556574.13;246.87
10:00:50;884682.80;6556572.42;246.88
10:00:52;884678.78;6556571.41;246.89
10:00:55;884673.20;6556569.51;246.89
10:00:57;884669.28;6556568.16;246.89
10:01:00;884663.62;6556566.54;246.90
10:01:02;884659.90;6556565.53;246.90
10:01:05;884654.63;6556564.02;246.91
10:01:07;884651.12;6556563.00;246.91
10:01:10;884645.86;6556561.73;246.91
10:01:12;884642.43;6556560.76;246.91
10:01:15;884637.26;6556558.96;246.90
10:01:17;884633.76;6556557.68;246.90
10:01:20;884628.56;6556555.99;246.90
10:01:22;884625.30;6556554.79;246.90
10:01:25;884620.31;6556552.82;246.90
10:01:27;884616.67;6556551.56;246.90
10:01:30;884611.55;6556551.08;246.90
10:01:32;884609.26;6556551.96;246.90
10:27:25;884586.87;6556542.43;249.11
10:27:27;884586.96;6556543.17;249.11
10:27:29;884585.71;6556544.19;249.10
10:27:32;884581.22;6556545.21;249.10
10:27:34;884577.29;6556545.19;249.10
10:27:37;884571.36;6556544.43;249.10
10:27:39;884567.24;6556543.45;249.10
10:27:42;884561.10;6556541.90;249.10
10:27:44;884556.92;6556540.76;249.10
10:27:47;884550.65;6556539.05;249.10
10:27:49;884546.56;6556538.01;249.10
10:27:52;884540.38;6556536.10;249.09
10:27:54;884536.18;6556534.81;249.09
10:27:57;884529.84;6556533.03;249.09
10:27:59;884525.54;6556531.87;249.09
10:28:02;884518.83;6556530.22;249.09
10:28:04;884514.01;6556529.09;249.09
10:28:07;884505.65;6556526.60;249.09
10:28:09;884500.04;6556524.66;249.10
10:28:12;884491.49;6556522.02;249.10
10:28:14;884485.70;6556520.44;249.10
10:28:17;884477.11;6556518.45;249.10
10:28:19;884471.78;6556516.28;249.10
10:28:22;884463.68;6556512.07;249.09
10:28:24;884458.27;6556509.35;249.09
10:28:27;884450.90;6556506.46;249.09
10:28:29;884445.99;6556504.09;249.09
10:28:32;884439.10;6556500.34;249.09
10:28:34;884434.08;6556497.77;249.09
10:28:37;884426.12;6556494.67;249.09
10:28:39;884420.90;6556493.22;249.09
10:28:42;884412.98;6556490.38;249.09
10:28:44;884407.67;6556488.73;249.09
10:28:47;884399.31;6556486.15;249.09
10:28:49;884393.89;6556484.39;249.09
10:28:52;884385.43;6556481.63;249.10
10:28:54;884379.86;6556480.34;249.10
10:28:57;884371.10;6556478.26;249.10
10:28:59;884365.19;6556476.75;249.10
10:29:02;884356.39;6556474.41;249.10
10:29:04;884350.56;6556472.95;249.10
10:29:07;884342.13;6556470.87;249.10
10:29:09;884336.69;6556469.33;249.10
10:29:12;884328.68;6556466.51;249.10
10:29:14;884322.91;6556464.59;249.10
10:29:17;884314.26;6556461.89;249.10
10:29:19;884308.56;6556459.76;249.10
10:29:22;884299.89;6556456.75;249.10
10:29:24;884294.28;6556454.70;249.10
10:29:25;884291.46;6556453.55;249.10
