IDTRANS;DIST;pk;ALTI_MOY
2727;13677,5;48270;190,7464
2728;13682,5;48265;190,7453
2729;13687,5;48260;190,7525
2730;13692,5;48255;190,7632
2732;13702,5;48245;190,7392
2733;13707,5;48240;190,7459
2734;13712,5;48235;190,7501
2735;13717,5;48230;190,7468
2737;13727,5;48220;190,7409
2738;13732,5;48215;190,7440
2739;13737,5;48210;190,7342
2741;13747,5;48200;190,7323
2742;13752,5;48195;190,7259
2743;13757,5;48190;190,7231
2744;13762,5;48185;190,7233
2746;13772,5;48175;190,7241
2747;13777,5;48170;190,7123
2748;13782,5;48165;190,7075
2750;13792,5;48155;190,7042
2751;13797,5;48150;190,7093
2753;13807,5;48140;190,6851
2754;13812,5;48135;190,6790
2755;13817,5;48130;190,6646
2757;13827,5;48120;190,6580
2758;13832,5;48115;190,6490
2760;13842,5;48105;190,6362
2761;13847,5;48100;190,6445
2763;13857,5;48090;190,6402
2764;13862,5;48085;190,6347
2766;13872,5;48075;190,6363
2767;13877,5;48070;190,6257
2769;13887,5;48060;190,6221
2770;13892,5;48055;190,6185
2772;13902,5;48045;190,6262
2774;13912,5;48035;190,6313
2775;13917,5;48030;190,6494
2776;13922,5;48025;190,6398
2778;13932,5;48015;190,6322
2779;13937,5;48010;190,6291
2781;13947,5;48000;190,6403
2782;13952,5;47995;190,6401
2783;13957,5;47990;190,6572
2785;13967,5;47980;190,6510
2786;13972,5;47975;190,6613
2787;13977,5;47970;190,6599
2788;13982,5;47965;190,6606
2790;13992,5;47955;190,6603
2791;13997,5;47950;190,6611
2792;14002,5;47945;190,6722
2793;14007,5;47940;190,6734
2794;14012,5;47935;190,6618
2796;14022,5;47925;190,6698
2797;14027,5;47920;190,6717
2798;14032,5;47915;190,6624
2799;14037,5;47910;190,6635
2800;14042,5;47905;190,6603
2802;14052,5;47895;190,6507
2803;14057,5;47890;190,6565
2804;14062,5;47885;190,6162
2805;14067,5;47880;190,6237
2806;14072,5;47875;190,6161
2808;14082,5;47865;190,6360
2809;14087,5;47860;190,6367
2810;14092,5;47855;190,6368
2811;14097,5;47850;190,6318
2812;14102,5;47845;190,6335
2814;14112,5;47835;190,6205
2815;14117,5;47830;190,6208
2816;14122,5;47825;190,6253
2818;14132,5;47815;190,6333
2819;14137,5;47810;190,6306
2820;14142,5;47805;190,6266
2821;14147,5;47800;190,6239
2823;14157,5;47790;190,6442
2824;14162,5;47785;190,6457
2825;14167,5;47780;190,6331
2826;14172,5;47775;190,6365
2827;14177,5;47770;190,6313
2829;14187,5;47760;190,6349
2830;14192,5;47755;190,6475
2831;14197,5;47750;190,6342
2832;14202,5;47745;190,6290
2834;14212,5;47735;190,6325
2835;14217,5;47730;190,6351
2836;14222,5;47725;190,6363
2838;14232,5;47715;190,6238
2839;14237,5;47710;190,6094
2840;14242,5;47705;190,6371
2841;14247,5;47700;190,6331
2842;14252,5;47695;190,6182
2844;14262,5;47685;190,6199
2845;14267,5;47680;190,6167
2846;14272,5;47675;190,6443
2847;14277,5;47670;190,6250
2848;14282,5;47665;190,6168
2849;14287,5;47660;190,6208
2850;14292,5;47655;190,6133
2852;14302,5;47645;190,6055
2853;14307,5;47640;190,6089
2854;14312,5;47635;190,6041
2855;14317,5;47630;190,5954
2857;14327,5;47620;190,5934
2858;14332,5;47615;190,5947
2859;14337,5;47610;190,5969
2860;14342,5;47605;190,5913
2862;14352,5;47595;190,6002
2863;14357,5;47590;190,5956
2864;14362,5;47585;190,5896
2865;14367,5;47580;190,5897
2866;14372,5;47575;190,5958
2867;14377,5;47570;190,5728
2869;14387,5;47560;190,5798
2870;14392,5;47555;190,5854
2871;14397,5;47550;190,5758
2872;14402,5;47545;190,5724
2873;14407,5;47540;190,5755
2875;14417,5;47530;190,5676
2876;14422,5;47525;190,5759
2877;14427,5;47520;190,5668
2878;14432,5;47515;190,5544
2880;14442,5;47505;190,5666
2881;14447,5;47500;190,5686
2882;14452,5;47495;190,5675
2883;14457,5;47490;190,5661
2884;14462,5;47485;190,5565
2885;14467,5;47480;190,5683
2887;14477,5;47470;190,5652
2888;14482,5;47465;190,5574
2889;14487,5;47460;190,5584
2890;14492,5;47455;190,5591
2892;14502,5;47445;190,5474
2893;14507,5;47440;190,5533
2894;14512,5;47435;190,5352
2896;14522,5;47425;190,5494
2897;14527,5;47420;190,5475
2898;14532,5;47415;190,5507
2899;14537,5;47410;190,5464
2901;14547,5;47400;190,5481
2902;14552,5;47395;190,5578
2903;14557,5;47390;190,5505
2905;14567,5;47380;190,5411
2906;14572,5;47375;190,5444
2907;14577,5;47370;190,5537
2908;14582,5;47365;190,5492
2910;14592,5;47355;190,5534
2911;14597,5;47350;190,5595
2912;14602,5;47345;190,5467
2914;14612,5;47335;190,5458
2915;14617,5;47330;190,5457
2916;14622,5;47325;190,5475
2917;14627,5;47320;190,5400
2919;14637,5;47310;190,5555
2920;14642,5;47305;190,5418
2921;14647,5;47300;190,5335
2923;14657,5;47290;190,5288
2924;14662,5;47285;190,5143
2925;14667,5;47280;190,5244
2927;14677,5;47270;190,5196
2928;14682,5;47265;190,5317
2929;14687,5;47260;190,5189
2931;14697,5;47250;190,5281
2932;14702,5;47245;190,5110
2933;14707,5;47240;190,5229
2935;14717,5;47230;190,5024
2936;14722,5;47225;190,4937
2938;14732,5;47215;190,5132
2939;14737,5;47210;190,4938
2940;14742,5;47205;190,4925
2942;14752,5;47195;190,4902
2943;14757,5;47190;190,4779
2944;14762,5;47185;190,4735
2946;14772,5;47175;190,4809
2947;14777,5;47170;190,4818
2949;14787,5;47160;190,4866
2950;14792,5;47155;190,4842
2951;14797,5;47150;190,4684
2953;14807,5;47140;190,4895
2954;14812,5;47135;190,4938
2956;14822,5;47125;190,4802
2957;14827,5;47120;190,4737
2958;14832,5;47115;190,4672
2960;14842,5;47105;190,4541
2961;14847,5;47100;190,4564
2962;14852,5;47095;190,4524
2964;14862,5;47085;190,4397
2965;14867,5;47080;190,4434
2966;14872,5;47075;190,4496
2968;14882,5;47065;190,4548
2969;14887,5;47060;190,4386
2970;14892,5;47055;190,4411
2971;14897,5;47050;190,4421
2972;14902,5;47045;190,4449
2974;14912,5;47035;190,4292
2975;14917,5;47030;190,4250
2976;14922,5;47025;190,4297
2977;14927,5;47020;190,4340
2979;14937,5;47010;190,4246
2980;14942,5;47005;190,4210
2981;14947,5;47000;190,4426
2982;14952,5;46995;190,4527
2983;14957,5;46990;190,4481
2984;14962,5;46985;190,4474
2986;14972,5;46975;190,4389
2987;14977,5;46970;190,4260
2988;14982,5;46965;190,4377
2989;14987,5;46960;190,4248
2990;14992,5;46955;190,4193
2991;14997,5;46950;190,4212
2992;15002,5;46945;190,4217
2993;15007,5;46940;190,4107
2995;15017,5;46930;190,4131
2996;15022,5;46925;190,4019
2997;15027,5;46920;190,4042
2998;15032,5;46915;190,4075
2999;15037,5;46910;190,4013
3000;15042,5;46905;190,4164
3001;15047,5;46900;190,4151
3003;15057,5;46890;190,4255
3004;15062,5;46885;190,4295
3005;15067,5;46880;190,4108
3006;15072,5;46875;190,4147
3007;15077,5;46870;190,4176
3008;15082,5;46865;190,3917
3009;15087,5;46860;190,4021
3010;15092,5;46855;190,3844
3011;15097,5;46850;190,3977
3012;15102,5;46845;190,3983
3013;15107,5;46840;190,3814
3014;15112,5;46835;190,3986
3015;15117,5;46830;190,4024
3016;15122,5;46825;190,3944
3018;15132,5;46815;190,3832
3019;15137,5;46810;190,3794
3020;15142,5;46805;190,3749
3021;15147,5;46800;190,3718
3022;15152,5;46795;190,3563
3023;15157,5;46790;190,3710
3024;15162,5;46785;190,3603
3026;15172,5;46775;190,3554
3027;15177,5;46770;190,3487
3028;15182,5;46765;190,3389
3029;15187,5;46760;190,3357
3030;15192,5;46755;190,3286
3032;15202,5;46745;190,3328
3033;15207,5;46740;190,3331
3034;15212,5;46735;190,3499
3036;15222,5;46725;190,3520
3037;15227,5;46720;190,3580
3038;15232,5;46715;190,3774
3039;15237,5;46710;190,3654
3040;15242,5;46705;190,3688
3042;15252,5;46695;190,3555
3043;15257,5;46690;190,3662
3044;15262,5;46685;190,3638
3045;15267,5;46680;190,3448
3046;15272,5;46675;190,3466
3047;15277,5;46670;190,3448
3048;15282,5;46665;190,3452
3050;15292,5;46655;190,3366
3051;15297,5;46650;190,3266
3052;15302,5;46645;190,3259
3053;15307,5;46640;190,3102
3054;15312,5;46635;190,3181
3056;15322,5;46625;190,3150
3057;15327,5;46620;190,3090
3058;15332,5;46615;190,3058
3060;15342,5;46605;190,2930
3061;15347,5;46600;190,2847
3062;15352,5;46595;190,2856
3064;15362,5;46585;190,2835
3065;15367,5;46580;190,2875
3066;15372,5;46575;190,2879
3068;15382,5;46565;190,2925
3069;15387,5;46560;190,2666
3070;15392,5;46555;190,2681
3072;15402,5;46545;190,2805
3073;15407,5;46540;190,2763
3075;15417,5;46530;190,2777
3076;15422,5;46525;190,2816
3077;15427,5;46520;190,2799
3079;15437,5;46510;190,2760
3080;15442,5;46505;190,2730
3081;15447,5;46500;190,2716
3083;15457,5;46490;190,2609
3084;15462,5;46485;190,2707
3085;15467,5;46480;190,2690
3086;15472,5;46475;190,2715
3088;15482,5;46465;190,2677
3089;15487,5;46460;190,2632
3090;15492,5;46455;190,2615
3091;15497,5;46450;190,2539
3093;15507,5;46440;190,2582
3094;15512,5;46435;190,2573
3095;15517,5;46430;190,2582
3097;15527,5;46420;190,2492
3098;15532,5;46415;190,2552
3099;15537,5;46410;190,2503
3100;15542,5;46405;190,2483
3102;15552,5;46395;190,2461
3103;15557,5;46390;190,2339
3104;15562,5;46385;190,2426
3106;15572,5;46375;190,2493
3107;15577,5;46370;190,2280
3108;15582,5;46365;190,2380
3110;15592,5;46355;190,2329
3111;15597,5;46350;190,2359
3112;15602,5;46345;190,2272
3113;15607,5;46340;190,2318
3114;15612,5;46335;190,2208
3116;15622,5;46325;190,2253
3117;15627,5;46320;190,2153
3118;15632,5;46315;190,2132
3119;15637,5;46310;190,1881
3121;15647,5;46300;190,1862
3122;15652,5;46295;190,1873
3123;15657,5;46290;190,1972
3125;15667,5;46280;190,1942
3126;15672,5;46275;190,2061
3127;15677,5;46270;190,1958
3129;15687,5;46260;190,1774
3130;15692,5;46255;190,1913
3131;15697,5;46250;190,1856
3133;15707,5;46240;190,1877
3134;15712,5;46235;190,1806
3135;15717,5;46230;190,1781
3137;15727,5;46220;190,1887
3138;15732,5;46215;190,1840
3139;15737,5;46210;190,1868
3141;15747,5;46200;190,1889
3142;15752,5;46195;190,1812
3143;15757,5;46190;190,1975
3145;15767,5;46180;190,1874
3146;15772,5;46175;190,1925
3147;15777,5;46170;190,1828
3149;15787,5;46160;190,1752
3150;15792,5;46155;190,1723
3151;15797,5;46150;190,1667
3153;15807,5;46140;190,1747
3154;15812,5;46135;190,1786
3155;15817,5;46130;190,1820
3157;15827,5;46120;190,1815
3158;15832,5;46115;190,1718
3159;15837,5;46110;190,1730
3161;15847,5;46100;190,1744
3162;15852,5;46095;190,1627
3163;15857,5;46090;190,1803
3164;15862,5;46085;190,1740
3166;15872,5;46075;190,1837
3167;15877,5;46070;190,1687
3168;15882,5;46065;190,1684
3170;15892,5;46055;190,1679
3171;15897,5;46050;190,1674
3172;15902,5;46045;190,1586
3174;15912,5;46035;190,1590
3175;15917,5;46030;190,1679
3176;15922,5;46025;190,1661
3178;15932,5;46015;190,1507
3179;15937,5;46010;190,1548
3180;15942,5;46005;190,1719
3181;15947,5;46000;190,1627
3183;15957,5;45990;190,1816
3184;15962,5;45985;190,1719
3185;15967,5;45980;190,1625
3186;15972,5;45975;190,1648
3187;15977,5;45970;190,1568
3189;15987,5;45960;190,1627
3190;15992,5;45955;190,1575
3191;15997,5;45950;190,1641
3192;16002,5;45945;190,1673
3193;16007,5;45940;190,1534
3194;16012,5;45935;190,1583
3195;16017,5;45930;190,1491
3197;16027,5;45920;190,1360
3198;16032,5;45915;190,1337
3199;16037,5;45910;190,1370
3200;16042,5;45905;190,1455
3201;16047,5;45900;190,1421
3202;16052,5;45895;190,1429
3203;16057,5;45890;190,1312
3204;16062,5;45885;190,1186
3205;16067,5;45880;190,1008
3206;16072,5;45875;190,1033
3208;16082,5;45865;190,0990
3209;16087,5;45860;190,0933
3210;16092,5;45855;190,0902
3211;16097,5;45850;190,0900
3212;16102,5;45845;190,0973
3213;16107,5;45840;190,1029
3214;16112,5;45835;190,1062
3215;16117,5;45830;190,1054
3216;16122,5;45825;190,1052
3217;16127,5;45820;190,1053
3218;16132,5;45815;190,1076
3219;16137,5;45810;190,0989
3220;16142,5;45805;190,0975
3221;16147,5;45800;190,0948
3222;16152,5;45795;190,1041
3223;16157,5;45790;190,0981
3224;16162,5;45785;190,1240
3225;16167,5;45780;190,0973
3226;16172,5;45775;190,1014
3227;16177,5;45770;190,1036
3228;16182,5;45765;190,1000
3229;16187,5;45760;190,0922
3230;16192,5;45755;190,0989
3231;16197,5;45750;190,1029
3232;16202,5;45745;190,0951
3233;16207,5;45740;190,1143
3234;16212,5;45735;190,1043
3235;16217,5;45730;190,1186
3236;16222,5;45725;190,1101
3237;16227,5;45720;190,1044
3238;16232,5;45715;190,1265
3239;16237,5;45710;190,1095
3240;16242,5;45705;190,1013
3241;16247,5;45700;190,1085
3242;16252,5;45695;190,1110
3243;16257,5;45690;190,1032
3244;16262,5;45685;190,1101
3245;16267,5;45680;190,1047
3246;16272,5;45675;190,0955
3247;16277,5;45670;190,0994
3249;16287,5;45660;190,1083
3250;16292,5;45655;190,1038
3251;16297,5;45650;190,0875
3252;16302,5;45645;190,1048
3253;16307,5;45640;190,0971
3254;16312,5;45635;190,0960
3255;16317,5;45630;190,0957
3256;16322,5;45625;190,0993
3257;16327,5;45620;190,0866
3258;16332,5;45615;190,0802
3259;16337,5;45610;190,0922
3260;16342,5;45605;190,0891
3261;16347,5;45600;190,0995
3262;16352,5;45595;190,0949
3264;16362,5;45585;190,0979
3265;16367,5;45580;190,0969
3266;16372,5;45575;190,0985
3267;16377,5;45570;190,1086
3268;16382,5;45565;190,1014
3269;16387,5;45560;190,0835
3270;16392,5;45555;190,0841
3271;16397,5;45550;190,1066
3272;16402,5;45545;190,0819
3273;16407,5;45540;190,0835
3274;16412,5;45535;190,0872
3275;16417,5;45530;190,0855
3276;16422,5;45525;190,0812
3278;16432,5;45515;190,0884
3279;16437,5;45510;190,0810
3280;16442,5;45505;190,0881
3281;16447,5;45500;190,0756
3282;16452,5;45495;190,0759
3283;16457,5;45490;190,0808
3284;16462,5;45485;190,0858
3285;16467,5;45480;190,0726
3286;16472,5;45475;190,0651
3287;16477,5;45470;190,0693
3288;16482,5;45465;190,0733
3289;16487,5;45460;190,0659
3290;16492,5;45455;190,0638
3291;16497,5;45450;190,0737
3292;16502,5;45445;190,0699
3293;16507,5;45440;190,0677
3294;16512,5;45435;190,0634
3295;16517,5;45430;190,0578
3296;16522,5;45425;190,0546
3297;16527,5;45420;190,0537
3298;16532,5;45415;190,0541
3299;16537,5;45410;190,0473
3300;16542,5;45405;190,0476
3301;16547,5;45400;190,0404
3302;16552,5;45395;190,0269
3304;16562,5;45385;190,0361
3305;16567,5;45380;190,0394
3306;16572,5;45375;190,0168
3307;16577,5;45370;190,0231
3309;16587,5;45360;190,0076
3310;16592,5;45355;189,9907
3311;16597,5;45350;190,0121
3313;16607,5;45340;190,0096
3314;16612,5;45335;190,0106
3315;16617,5;45330;190,0086
3317;16627,5;45320;190,0079
3318;16632,5;45315;190,0086
3319;16637,5;45310;190,0088
3321;16647,5;45300;189,9833
3322;16652,5;45295;189,9926
3323;16657,5;45290;189,9738
3325;16667,5;45280;189,9796
3326;16672,5;45275;189,9912
3327;16677,5;45270;189,9831
3329;16687,5;45260;189,9760
3330;16692,5;45255;189,9780
3331;16697,5;45250;189,9591
3333;16707,5;45240;189,9507
3334;16712,5;45235;189,9630
3335;16717,5;45230;189,9641
3337;16727,5;45220;189,9643
3338;16732,5;45215;189,9520
3339;16737,5;45210;189,9595
3341;16747,5;45200;189,9525
3342;16752,5;45195;189,9664
3343;16757,5;45190;189,9514
3345;16767,5;45180;189,9525
3346;16772,5;45175;189,9464
3348;16782,5;45165;189,9384
3349;16787,5;45160;189,9674
3350;16792,5;45155;189,9562
3351;16797,5;45150;189,9475
3353;16807,5;45140;189,9386
3354;16812,5;45135;189,9264
3355;16817,5;45130;189,9204
3357;16827,5;45120;189,9356
3358;16832,5;45115;189,9537
3359;16837,5;45110;189,9469
3360;16842,5;45105;189,9558
3362;16852,5;45095;189,9442
3363;16857,5;45090;189,9458
3365;16867,5;45080;189,9467
3366;16872,5;45075;189,9512
3367;16877,5;45070;189,9447
3369;16887,5;45060;189,9319
3370;16892,5;45055;189,9406
3372;16902,5;45045;189,9474
3373;16907,5;45040;189,9240
3374;16912,5;45035;189,9397
3376;16922,5;45025;189,9251
3377;16927,5;45020;189,9514
3379;16937,5;45010;189,9329
3380;16942,5;45005;189,9289
3382;16952,5;44995;189,9332
3383;16957,5;44990;189,9101
3384;16962,5;44985;189,9237
3386;16972,5;44975;189,9288
3387;16977,5;44970;189,9084
3389;16987,5;44960;189,9169
3390;16992,5;44955;189,9021
3392;17002,5;44945;189,9035
3393;17007,5;44940;189,9045
3394;17012,5;44935;189,8860
3396;17022,5;44925;189,8907
3397;17027,5;44920;189,8651
3399;17037,5;44910;189,8995
3400;17042,5;44905;189,8852
3402;17052,5;44895;189,8819
3403;17057,5;44890;189,8976
3404;17062,5;44885;189,8769
3406;17072,5;44875;189,8960
3407;17077,5;44870;189,8692
3408;17082,5;44865;189,8803
3410;17092,5;44855;189,8752
3411;17097,5;44850;189,8828
3412;17102,5;44845;189,8820
3413;17107,5;44840;189,8711
3414;17112,5;44835;189,8540
3416;17122,5;44825;189,8520
3417;17127,5;44820;189,8691
3418;17132,5;44815;189,8783
3419;17137,5;44810;189,8530
3420;17142,5;44805;189,8481
3421;17147,5;44800;189,8403
3423;17157,5;44790;189,8431
3424;17162,5;44785;189,8489
3425;17167,5;44780;189,8534
3427;17177,5;44770;189,8361
3428;17182,5;44765;189,8358
3429;17187,5;44760;189,8241
3431;17197,5;44750;189,8261
3432;17202,5;44745;189,8518
3433;17207,5;44740;189,8311
3434;17212,5;44735;189,8218
3436;17222,5;44725;189,8046
3437;17227,5;44720;189,8044
3439;17237,5;44710;189,7991
3440;17242,5;44705;189,8147
3441;17247,5;44700;189,8151
3443;17257,5;44690;189,8225
3444;17262,5;44685;189,7910
3445;17267,5;44680;189,8183
3447;17277,5;44670;189,8149
3448;17282,5;44665;189,8048
3450;17292,5;44655;189,8004
3451;17297,5;44650;189,8211
3452;17302,5;44645;189,8080
3454;17312,5;44635;189,8135
3455;17317,5;44630;189,8185
3456;17322,5;44625;189,8103
3457;17327,5;44620;189,8131
3459;17337,5;44610;189,8031
3460;17342,5;44605;189,8055
3461;17347,5;44600;189,8171
3463;17357,5;44590;189,8090
3464;17362,5;44585;189,7967
3465;17367,5;44580;189,7966
3467;17377,5;44570;189,8080
3468;17382,5;44565;189,7966
3469;17387,5;44560;189,7930
3471;17397,5;44550;189,7900
3472;17402,5;44545;189,7897
3473;17407,5;44540;189,8238
3474;17412,5;44535;189,7970
3475;17417,5;44530;189,7564
3476;17422,5;44525;189,7772
3478;17432,5;44515;189,7771
3479;17437,5;44510;189,7841
3480;17442,5;44505;189,7921
3481;17447,5;44500;189,7836
3482;17452,5;44495;189,7699
3483;17457,5;44490;189,7722
3484;17462,5;44485;189,7737
3485;17467,5;44480;189,7655
3486;17472,5;44475;189,8034
3487;17477,5;44470;189,7888
3488;17482,5;44465;189,7572
3489;17487,5;44460;189,7904
3490;17492,5;44455;189,7783
3491;17497,5;44450;189,7786
3492;17502,5;44445;189,7931
3493;17507,5;44440;189,7874
3494;17512,5;44435;189,7970
3495;17517,5;44430;189,7779
3496;17522,5;44425;189,7697
3497;17527,5;44420;189,7593
3498;17532,5;44415;189,7662
3500;17542,5;44405;189,7470
3501;17547,5;44400;189,7576
3502;17552,5;44395;189,7356
3503;17557,5;44390;189,7415
3504;17562,5;44385;189,7441
3505;17567,5;44380;189,7616
3506;17572,5;44375;189,7527
3507;17577,5;44370;189,7592
3508;17582,5;44365;189,7712
3510;17592,5;44355;189,7637
3511;17597,5;44350;189,7357
3512;17602,5;44345;189,7672
3513;17607,5;44340;189,7731
3515;17617,5;44330;189,7673
3516;17622,5;44325;189,7498
3517;17627,5;44320;189,7484
3519;17637,5;44310;189,7516
3520;17642,5;44305;189,7580
3521;17647,5;44300;189,7541
3522;17652,5;44295;189,7483
3524;17662,5;44285;189,7549
3525;17667,5;44280;189,7592
3526;17672,5;44275;189,7692
3527;17677,5;44270;189,7642
3528;17682,5;44265;189,7532
3529;17687,5;44260;189,7432
3531;17697,5;44250;189,7460
3532;17702,5;44245;189,7572
3533;17707,5;44240;189,7399
3534;17712,5;44235;189,7539
3535;17717,5;44230;189,7448
3536;17722,5;44225;189,7356
3538;17732,5;44215;189,7346
3539;17737,5;44210;189,7350
3540;17742,5;44205;189,7138
3541;17747,5;44200;189,7300
3542;17752,5;44195;189,7242
3543;17757,5;44190;189,7222
3545;17767,5;44180;189,7096
3546;17772,5;44175;189,7288
3547;17777,5;44170;189,7171
3548;17782,5;44165;189,7076
3550;17792,5;44155;189,6998
3551;17797,5;44150;189,7013
3552;17802,5;44145;189,6769
3553;17807,5;44140;189,6672
3554;17812,5;44135;189,6681
3556;17822,5;44125;189,6683
3557;17827,5;44120;189,6582
3558;17832,5;44115;189,6588
3559;17837,5;44110;189,6552
3560;17842,5;44105;189,6568
3562;17852,5;44095;189,6519
3563;17857,5;44090;189,6632
3564;17862,5;44085;189,6470
3566;17872,5;44075;189,6576
3567;17877,5;44070;189,6565
3568;17882,5;44065;189,6463
3570;17892,5;44055;189,6489
3571;17897,5;44050;189,6325
3572;17902,5;44045;189,6330
3573;17907,5;44040;189,6406
3574;17912,5;44035;189,6364
3576;17922,5;44025;189,6275
3577;17927,5;44020;189,6269
3578;17932,5;44015;189,6382
3579;17937,5;44010;189,6244
3581;17947,5;44000;189,6181
3582;17952,5;43995;189,6192
3583;17957,5;43990;189,6160
3584;17962,5;43985;189,6208
3585;17967,5;43980;189,5981
3587;17977,5;43970;189,6027
3588;17982,5;43965;189,5969
3589;17987,5;43960;189,5971
3590;17992,5;43955;189,5982
3592;18002,5;43945;189,5812
3593;18007,5;43940;189,5689
3594;18012,5;43935;189,5815
3595;18017,5;43930;189,5853
3596;18022,5;43925;189,5691
3598;18032,5;43915;189,5685
3599;18037,5;43910;189,5655
3600;18042,5;43905;189,5779
3602;18052,5;43895;189,5724
3603;18057,5;43890;189,5752
3605;18067,5;43880;189,5590
3606;18072,5;43875;189,5666
3608;18082,5;43865;189,5602
3609;18087,5;43860;189,5522
3611;18097,5;43850;189,5728
3612;18102,5;43845;189,5597
3613;18107,5;43840;189,5662
3615;18117,5;43830;189,5517
3616;18122,5;43825;189,5710
3617;18127,5;43820;189,5551
3619;18137,5;43810;189,5667
3620;18142,5;43805;189,5567
3622;18152,5;43795;189,5494
3623;18157,5;43790;189,5588
3624;18162,5;43785;189,5512
3626;18172,5;43775;189,5470
3627;18177,5;43770;189,5482
3628;18182,5;43765;189,5478
3630;18192,5;43755;189,5561
3631;18197,5;43750;189,5453
3632;18202,5;43745;189,5499
3633;18207,5;43740;189,5475
3635;18217,5;43730;189,5494
3636;18222,5;43725;189,5380
3637;18227,5;43720;189,5662
3639;18237,5;43710;189,5628
3640;18242,5;43705;189,5379
3641;18247,5;43700;189,5316
3643;18257,5;43690;189,5311
3644;18262,5;43685;189,5326
3645;18267,5;43680;189,5272
3647;18277,5;43670;189,5290
3648;18282,5;43665;189,5420
3649;18287,5;43660;189,5362
3651;18297,5;43650;189,5142
3652;18302,5;43645;189,5026
3653;18307,5;43640;189,4901
3655;18317,5;43630;189,4851
3656;18322,5;43625;189,4874
3658;18332,5;43615;189,4683
3659;18337,5;43610;189,4794
3661;18347,5;43600;189,4772
3662;18352,5;43595;189,4758
3663;18357,5;43590;189,4809
3665;18367,5;43580;189,4626
3666;18372,5;43575;189,4687
3668;18382,5;43565;189,4599
3669;18387,5;43560;189,4568
3670;18392,5;43555;189,4606
3672;18402,5;43545;189,4635
3673;18407,5;43540;189,4802
3675;18417,5;43530;189,4699
3676;18422,5;43525;189,4666
3677;18427,5;43520;189,4779
3679;18437,5;43510;189,4842
3680;18442,5;43505;189,4690
3682;18452,5;43495;189,4552
3683;18457,5;43490;189,4594
3685;18467,5;43480;189,4592
3686;18472,5;43475;189,4538
3687;18477,5;43470;189,4706
3689;18487,5;43460;189,4591
3690;18492,5;43455;189,4549
3692;18502,5;43445;189,4556
3693;18507,5;43440;189,4536
3695;18517,5;43430;189,4527
3696;18522,5;43425;189,4500
3697;18527,5;43420;189,4416
3699;18537,5;43410;189,4489
3700;18542,5;43405;189,4420
3702;18552,5;43395;189,4498
3703;18557,5;43390;189,4349
3704;18562,5;43385;189,4263
3706;18572,5;43375;189,4446
3707;18577,5;43370;189,4250
3708;18582,5;43365;189,4280
3710;18592,5;43355;189,4448
3711;18597,5;43350;189,4358
3712;18602,5;43345;189,4284
3714;18612,5;43335;189,4445
3715;18617,5;43330;189,4269
3716;18622,5;43325;189,4354
3718;18632,5;43315;189,4254
3719;18637,5;43310;189,4393
3720;18642,5;43305;189,4370
3722;18652,5;43295;189,4423
3723;18657,5;43290;189,4115
3724;18662,5;43285;189,4171
3726;18672,5;43275;189,3935
3727;18677,5;43270;189,4216
3728;18682,5;43265;189,4130
3730;18692,5;43255;189,4121
3731;18697,5;43250;189,4128
3732;18702,5;43245;189,3791
3734;18712,5;43235;189,3976
3735;18717,5;43230;189,3965
3736;18722,5;43225;189,3913
3738;18732,5;43215;189,4153
3739;18737,5;43210;189,4039
3741;18747,5;43200;189,3870
3742;18752,5;43195;189,3833
3743;18757,5;43190;189,3809
3745;18767,5;43180;189,3765
3746;18772,5;43175;189,3683
3748;18782,5;43165;189,3711
3749;18787,5;43160;189,3551
3750;18792,5;43155;189,3856
3752;18802,5;43145;189,3776
3753;18807,5;43140;189,3615
3754;18812,5;43135;189,3561
3756;18822,5;43125;189,3479
3757;18827,5;43120;189,3545
3758;18832,5;43115;189,3601
3760;18842,5;43105;189,3469
3761;18847,5;43100;189,3396
3763;18857,5;43090;189,3597
3764;18862,5;43085;189,3426
3766;18872,5;43075;189,3463
3767;18877,5;43070;189,3377
3769;18887,5;43060;189,3198
3770;18892,5;43055;189,3366
3772;18902,5;43045;189,3414
3773;18907,5;43040;189,3371
3774;18912,5;43035;189,3353
3776;18922,5;43025;189,3251
3777;18927,5;43020;189,3157
3779;18937,5;43010;189,3335
3780;18942,5;43005;189,3314
3782;18952,5;42995;189,3223
3783;18957,5;42990;189,3248
3785;18967,5;42980;189,3271
3786;18972,5;42975;189,3166
3788;18982,5;42965;189,3186
3789;18987,5;42960;189,3045
3791;18997,5;42950;189,3104
3792;19002,5;42945;189,3109
3793;19007,5;42940;189,3094
3795;19017,5;42930;189,3037
3796;19022,5;42925;189,2993
3798;19032,5;42915;189,2965
3799;19037,5;42910;189,2928
3801;19047,5;42900;189,2830
3802;19052,5;42895;189,2835
3804;19062,5;42885;189,2874
3805;19067,5;42880;189,2884
3807;19077,5;42870;189,2858
3808;19082,5;42865;189,2735
3810;19092,5;42855;189,2728
3811;19097,5;42850;189,2804
3813;19107,5;42840;189,2607
3814;19112,5;42835;189,2763
3816;19122,5;42825;189,2756
3817;19127,5;42820;189,2698
3819;19137,5;42810;189,2692
3820;19142,5;42805;189,2753
3821;19147,5;42800;189,2807
3823;19157,5;42790;189,2869
3824;19162,5;42785;189,2686
3826;19172,5;42775;189,2645
3827;19177,5;42770;189,2774
3829;19187,5;42760;189,2662
