a0_min        a1_min        a2_min        a3_min        a4_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100000E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181725E+03
  0.100000E+03  0.000000E+00  0.000000E+00 -0.670349E+01  0.517678E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181731E+03
  0.100000E+03  0.000000E+00  0.000000E+00 -0.164514E+02 -0.795871E+01  0.100000E-02  0.100000E-02  0.496885E-03  0.100000E-02  0.183370E+03
  0.100000E+03 -0.461308E+01 -0.654612E+01 -0.163266E+02 -0.795871E+01  0.100000E-02  0.100000E-02  0.496885E-03  0.100000E-02  0.182726E+03
  0.100000E+03 -0.461308E+01 -0.654612E+01 -0.942252E+01 -0.204817E+01  0.834965E-03  0.100000E-02  0.496885E-03  0.100000E-02  0.183982E+03
  0.100000E+03 -0.461308E+01 -0.654612E+01  0.108068E+01  0.774813E+01  0.834965E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.182744E+03
  0.100000E+03 -0.461308E+01 -0.654612E+01  0.763060E+00  0.998936E+01  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.183351E+03
  0.100000E+03 -0.461308E+01  0.485603E+00 -0.119614E+02  0.998936E+01  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.185506E+03
  0.100000E+03 -0.461308E+01  0.485603E+00 -0.328624E+01 -0.874793E+00  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.185382E+03
  0.100000E+03 -0.461308E+01  0.485603E+00 -0.236367E-01 -0.874793E+00  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.184820E+03
  0.100000E+03  0.787879E+01  0.445424E+01 -0.236367E-01 -0.430739E+01  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.184903E+03
  0.100000E+03  0.803662E+01  0.445424E+01 -0.236367E-01 -0.430739E+01  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.184764E+03
  0.100000E+03  0.803662E+01 -0.445122E+01 -0.236367E-01 -0.430739E+01  0.277901E-03  0.886075E-03  0.496885E-03  0.100000E-02  0.184770E+03
  0.100000E+03  0.271119E+01 -0.445122E+01  0.251408E+01 -0.486100E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.190219E+03
  0.100000E+03  0.271119E+01  0.554983E+00  0.251408E+01 -0.814840E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.189622E+03
  0.100000E+03  0.271119E+01  0.554983E+00  0.251408E+01 -0.297953E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.190202E+03
  0.100000E+03  0.320677E+01 -0.230514E+01  0.251408E+01 -0.364549E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.190365E+03
  0.100000E+03  0.320677E+01 -0.230514E+01 -0.187982E+01  0.417051E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.189952E+03
  0.100000E+03  0.320677E+01 -0.230514E+01 -0.187982E+01 -0.744002E+00  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.190228E+03
  0.100000E+03  0.320677E+01 -0.230514E+01 -0.187982E+01  0.155191E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.190146E+03
  0.100000E+03  0.320677E+01 -0.230514E+01 -0.369269E+01  0.155191E+01  0.277901E-03  0.472375E-03  0.496885E-03  0.100000E-02  0.189892E+03
