Km_a0          Km_a1          Km_a2          Km_a3          Km_a4          Km_a5          Km_a6          Km_a7          Km_a8          Km_a9          Km_a10         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.336000E+02   0.147631E+02   0.926180E+01   0.207149E+02   0.250395E+02   0.664350E+01  -0.189373E+01  -0.464879E+01  -0.103104E+02  -0.447630E+02  -0.164525E+02   0.186296E-02   0.185441E-01   0.101951E-01   0.110271E-02   0.281941E-02   0.300196E+03
   0.331967E+02   0.147631E+02   0.110349E+02   0.200345E+02   0.257513E+02   0.794650E+01   0.181887E+01   0.772111E+00  -0.109189E+02  -0.463772E+02  -0.144752E+02   0.530657E-02   0.122208E-01   0.133711E-01   0.307391E-01   0.888853E-02   0.296987E+03
   0.334681E+02   0.152847E+02   0.102413E+02   0.209172E+02   0.249744E+02   0.100091E+02   0.141440E+01   0.556400E+00  -0.131862E+02  -0.452009E+02  -0.140075E+02   0.107873E-01   0.118582E-01   0.306056E-01   0.357519E-01   0.758988E-02   0.293848E+03
   0.338357E+02   0.136283E+02   0.606705E+01   0.181090E+02   0.238027E+02   0.126797E+02  -0.285551E+01  -0.221987E+00  -0.131862E+02  -0.390801E+02  -0.132575E+02   0.492220E-02   0.252622E-01   0.550827E-02   0.300395E-01   0.131455E-02   0.297966E+03
   0.344235E+02   0.149873E+02   0.745995E+01   0.185787E+02   0.238027E+02   0.131726E+02  -0.871061E+00  -0.313063E+01  -0.155779E+02  -0.383984E+02  -0.120189E+02   0.163255E-02   0.145835E-01   0.132563E-03   0.458489E-02   0.156507E-01   0.301506E+03
   0.340517E+02   0.148812E+02   0.680416E+01   0.161009E+02   0.220406E+02   0.121333E+02   0.161887E+01  -0.818325E+00  -0.168031E+02  -0.430854E+02  -0.779404E+01   0.195695E-02   0.415657E-02   0.123932E-01   0.461505E-02   0.151973E-01   0.301559E+03
   0.339456E+02   0.148812E+02   0.767305E+01   0.161009E+02   0.245447E+02   0.989898E+01  -0.239873E+01  -0.357420E+01  -0.145026E+02  -0.456588E+02  -0.135413E+02   0.128541E-02   0.364332E-03   0.640902E-02   0.466116E-02   0.279807E-02   0.304755E+03
   0.342787E+02   0.146301E+02   0.721293E+01   0.195861E+02   0.249451E+02   0.140066E+02  -0.463646E+01  -0.845531E+01  -0.111323E+02  -0.379546E+02  -0.228269E+02   0.272806E-02   0.786363E-03   0.147293E-01   0.113211E-01   0.676799E-03   0.299402E+03
   0.338390E+02   0.155547E+02   0.998492E+01   0.197488E+02   0.224828E+02   0.130818E+02   0.307852E+01  -0.451193E+01  -0.134244E+02  -0.393597E+02  -0.152743E+02   0.431445E-02   0.265187E-01   0.198421E-01   0.931553E-02   0.202051E-02   0.297586E+03
   0.338858E+02   0.157691E+02   0.945839E+01   0.194173E+02   0.202755E+02   0.140316E+02   0.335315E+01  -0.563860E+01  -0.163307E+02  -0.377954E+02  -0.115273E+02   0.666727E-04   0.112454E-01   0.324365E-01   0.705170E-02   0.400028E-02   0.297180E+03
   0.331759E+02   0.164277E+02   0.114153E+02   0.128476E+02   0.172017E+02   0.167316E+02   0.507654E+01  -0.110083E+02  -0.174969E+02  -0.444534E+02  -0.174770E+02   0.720467E-02   0.681141E-02   0.541834E-02   0.379132E-02   0.118629E-01   0.296206E+03
   0.337374E+02   0.159716E+02   0.986329E+01   0.140491E+02   0.205624E+02   0.162949E+02   0.331943E+01  -0.705088E+01  -0.170254E+02  -0.406467E+02  -0.128700E+02   0.641747E-02   0.261338E-01   0.358268E-02   0.262692E-02   0.289831E-02   0.300323E+03
   0.332216E+02   0.148444E+02   0.895970E+01   0.151030E+02   0.182202E+02   0.130890E+02   0.112229E+02  -0.686561E+01  -0.192370E+02  -0.384124E+02  -0.907945E+01   0.229090E-02   0.746870E-02   0.107768E-02   0.115588E-01   0.625562E-02   0.297634E+03
   0.338267E+02   0.149731E+02   0.895970E+01   0.156697E+02   0.179358E+02   0.111050E+02   0.207112E+01  -0.404961E+01  -0.236653E+02  -0.434304E+02  -0.115564E+02   0.982564E-04   0.142701E-01   0.113496E-01   0.500709E-02   0.146752E-01   0.299854E+03
   0.337925E+02   0.157409E+02   0.866861E+01   0.159290E+02   0.164899E+02   0.129411E+02   0.121415E+01  -0.475181E+01  -0.229708E+02  -0.464599E+02  -0.146238E+02   0.327871E-02   0.166350E-01   0.280457E-01   0.227917E-01   0.111655E-01   0.296469E+03
   0.337899E+02   0.154202E+02   0.838568E+01   0.153557E+02   0.161934E+02   0.124178E+02   0.507191E+01  -0.352225E+01  -0.225175E+02  -0.477654E+02  -0.109890E+02   0.422691E-02   0.313201E-01   0.906253E-02   0.213422E-03   0.208795E-01   0.296572E+03
   0.342690E+02   0.168655E+02   0.122191E+02   0.168910E+02   0.237509E+02   0.112066E+02   0.313023E+01  -0.362350E+01  -0.199216E+02  -0.456477E+02  -0.117519E+02   0.541699E-02   0.512832E-01   0.722407E-02   0.242790E-03   0.233856E-01   0.293410E+03
   0.349039E+02   0.165012E+02   0.988178E+01   0.198886E+02   0.261117E+02   0.112066E+02  -0.360644E+01  -0.621181E+01  -0.160357E+02  -0.464594E+02  -0.190970E+02   0.383202E-02   0.118299E-01   0.369655E-03   0.808689E-02   0.414087E-01   0.299778E+03
   0.349356E+02   0.150113E+02   0.631667E+01   0.187707E+02   0.249894E+02   0.119795E+02   0.244384E+01  -0.639748E+01  -0.159714E+02  -0.396906E+02  -0.131441E+02   0.196559E-03   0.471695E-02   0.213710E-01   0.324984E-02   0.510111E-01   0.294827E+03
   0.348941E+02   0.156403E+02   0.573578E+01   0.180293E+02   0.244532E+02   0.869892E+01  -0.544792E+01  -0.910936E+01  -0.167247E+02  -0.427829E+02  -0.183209E+02   0.756828E-02   0.154942E-01   0.244126E-02   0.203236E-02   0.742556E-02   0.300982E+03
   0.348941E+02   0.140449E+02   0.643684E+01   0.173245E+02   0.255325E+02   0.109552E+02  -0.437528E+01  -0.181387E+01  -0.135010E+02  -0.466090E+02  -0.143089E+02   0.601643E-02   0.235598E-01   0.992802E-02   0.647502E-02   0.260614E-02   0.299114E+03
   0.349149E+02   0.148959E+02   0.724402E+01   0.237274E+02   0.272478E+02   0.920074E+01  -0.162833E+01   0.911390E+00  -0.130398E+02  -0.436016E+02  -0.128309E+02   0.128013E-02   0.355115E-01   0.591327E-02   0.673419E-02   0.158032E-01   0.298272E+03
   0.347506E+02   0.140042E+02   0.337865E+01   0.237274E+02   0.272478E+02   0.555126E+01  -0.908146E+01   0.350490E+01  -0.138457E+02  -0.444317E+02  -0.168152E+02   0.666965E-02   0.146039E-02   0.237942E-01   0.397973E-02   0.634984E-02   0.299228E+03
   0.346063E+02   0.135693E+02   0.556655E+01   0.248830E+02   0.273891E+02   0.613763E+00  -0.932803E+01   0.396816E+01  -0.133563E+02  -0.499197E+02  -0.171935E+02   0.309461E-02   0.346732E-02   0.392822E-02   0.144546E-01   0.541330E-02   0.302512E+03
   0.350821E+02   0.135205E+02   0.513584E+01   0.229448E+02   0.274286E+02   0.613763E+00  -0.700955E+01   0.166365E+01  -0.134933E+02  -0.509599E+02  -0.175248E+02   0.245846E-02   0.494258E-02   0.180695E-01   0.171621E-01   0.155393E-01   0.300738E+03
   0.346393E+02   0.136910E+02   0.638971E+01   0.244405E+02   0.274286E+02   0.111355E+01  -0.700955E+01   0.271072E+01  -0.118712E+02  -0.500967E+02  -0.225733E+02   0.237345E-02   0.270021E-02   0.197875E-01   0.332927E-01   0.547381E-03   0.300190E+03
   0.346393E+02   0.130567E+02   0.638436E+01   0.284189E+02   0.292656E+02   0.150302E+01  -0.510980E+01   0.986048E+01  -0.843230E+01  -0.500967E+02  -0.209818E+02   0.140717E-02   0.734738E-03   0.327209E-02   0.991697E-02   0.676577E-02   0.299903E+03
   0.345162E+02   0.113931E+02   0.374051E+01   0.261565E+02   0.301423E+02   0.701692E+00  -0.130825E+02   0.364456E+01  -0.301281E+01  -0.436157E+02  -0.196674E+02   0.225942E-03   0.547802E-03   0.815279E-02   0.353983E-02   0.591646E-02   0.300049E+03
   0.339330E+02   0.119577E+02   0.374051E+01   0.261565E+02   0.263186E+02   0.224940E+01  -0.975479E+01   0.270136E+01  -0.918464E+01  -0.418504E+02  -0.233348E+02   0.439652E-03   0.280748E-01   0.127539E-02   0.468893E-02   0.450075E-02   0.298244E+03
   0.341633E+02   0.137960E+02   0.703289E+01   0.263682E+02   0.302736E+02   0.458848E+01  -0.630586E+01   0.787308E+01  -0.832718E+01  -0.429023E+02  -0.195295E+02   0.133983E-02   0.443669E-01   0.215410E-02   0.705096E-02   0.686010E-02   0.295644E+03
   0.353098E+02   0.138673E+02   0.472349E+01   0.257638E+02   0.322676E+02   0.582982E+01  -0.112091E+02   0.672005E+01  -0.614975E+01  -0.490440E+02  -0.224471E+02   0.362460E-02   0.314649E-02   0.121265E-02   0.172116E-01   0.329171E-01   0.297249E+03
   0.353700E+02   0.138729E+02   0.585806E+01   0.256653E+02   0.324895E+02   0.209115E+00  -0.112129E+02   0.286828E+01  -0.672933E+01  -0.513605E+02  -0.211381E+02   0.383166E-02   0.438873E-02   0.827226E-02   0.702196E-02   0.352061E-02   0.302349E+03
   0.351002E+02   0.142092E+02   0.583324E+01   0.252992E+02   0.303073E+02   0.209115E+00  -0.871520E+01   0.733328E+01  -0.120997E+02  -0.541803E+02  -0.186002E+02   0.675950E-02   0.305688E-03   0.203126E-01   0.136364E-01   0.233031E-01   0.295429E+03
   0.349259E+02   0.136954E+02   0.927995E+01   0.280610E+02   0.276057E+02  -0.159099E+01  -0.570011E+01   0.733328E+01  -0.136031E+02  -0.550312E+02  -0.201070E+02   0.860172E-02   0.216346E-02   0.360896E-02   0.162524E-01   0.416977E-02   0.298154E+03
   0.349839E+02   0.135236E+02   0.653589E+01   0.288536E+02   0.296841E+02  -0.211779E+01  -0.685381E+01   0.816492E+01  -0.105099E+02  -0.510304E+02  -0.211766E+02   0.124016E-01   0.216346E-02   0.147196E-01   0.112165E-01   0.246438E-01   0.293462E+03
   0.351254E+02   0.134366E+02   0.653589E+01   0.301837E+02   0.295203E+02  -0.458736E+01  -0.769547E+01   0.122736E+02  -0.107563E+02  -0.547247E+02  -0.192873E+02   0.970380E-02   0.221701E-01   0.288390E-01   0.171893E-01   0.101394E-02   0.287429E+03
   0.358519E+02   0.137590E+02   0.661552E+01   0.250731E+02   0.296447E+02   0.221860E+01  -0.794344E+01   0.147148E+01  -0.107563E+02  -0.561469E+02  -0.212436E+02   0.376986E-02   0.342155E-01   0.110185E-02   0.701147E-03   0.101394E-02   0.298680E+03
   0.362765E+02   0.132196E+02   0.958610E+01   0.214900E+02   0.304715E+02  -0.108284E+00  -0.621780E+01  -0.696287E+01  -0.107563E+02  -0.528352E+02  -0.165144E+02   0.534929E-03   0.326750E-01   0.455528E-03   0.153732E-01   0.458711E-02   0.293610E+03
   0.362765E+02   0.131808E+02   0.958610E+01   0.235279E+02   0.297006E+02   0.487248E+00  -0.469784E+01  -0.470247E+01  -0.121967E+02  -0.541249E+02  -0.216019E+02   0.462062E-02   0.105051E-01   0.325295E-02   0.176565E-01   0.220138E-02   0.294933E+03
   0.349933E+02   0.150433E+02   0.100388E+02   0.229714E+02   0.297006E+02   0.665705E+00  -0.613868E+01  -0.762145E+00  -0.135163E+02  -0.541249E+02  -0.218423E+02   0.135503E-02   0.696553E-04   0.413370E-02   0.314975E-02   0.494664E-02   0.303235E+03
   0.351380E+02   0.139251E+02   0.100388E+02   0.245822E+02   0.260015E+02   0.433392E+01  -0.681669E+01  -0.552777E+00  -0.140693E+02  -0.492379E+02  -0.246693E+02   0.638985E-02   0.149112E-02   0.111199E-01   0.511103E-02   0.394229E-02   0.297918E+03
   0.345080E+02   0.147612E+02   0.719030E+01   0.241342E+02   0.253028E+02   0.436939E+01  -0.104836E+02  -0.122497E+01  -0.121161E+02  -0.486257E+02  -0.175834E+02   0.214631E-02   0.862738E-02   0.394389E-01   0.115031E-01   0.836471E-04   0.297349E+03
   0.349825E+02   0.146202E+02   0.959308E+01   0.264687E+02   0.261062E+02   0.497681E+01  -0.375018E+01   0.331546E+01  -0.138796E+02  -0.475560E+02  -0.192321E+02   0.293170E-02   0.186393E-02   0.613091E-01   0.664387E-02   0.836471E-04   0.297337E+03
   0.340399E+02   0.159557E+02   0.108362E+02   0.242895E+02   0.259807E+02   0.497681E+01  -0.242880E+01   0.173689E+01  -0.169296E+02  -0.475484E+02  -0.212046E+02   0.389418E-02   0.186393E-02   0.201836E-01   0.403115E-03   0.571978E-02   0.301990E+03
   0.340399E+02   0.164018E+02   0.113079E+02   0.267481E+02   0.249795E+02   0.946605E+01   0.147960E+01   0.292460E+01  -0.161050E+02  -0.435204E+02  -0.213475E+02   0.542321E-02   0.804845E-03   0.108899E-01   0.165964E-02   0.148012E-01   0.299214E+03
   0.340208E+02   0.163515E+02   0.110821E+02   0.267481E+02   0.249795E+02   0.980069E+01  -0.108993E+01   0.333630E+01  -0.152145E+02  -0.438728E+02  -0.202602E+02   0.331072E-02   0.266689E-02   0.597876E-02   0.796241E-02   0.854581E-03   0.302341E+03
   0.340208E+02   0.163515E+02   0.106008E+02   0.210006E+02   0.244053E+02   0.113630E+02   0.440006E+00  -0.192181E+00  -0.160753E+02  -0.459633E+02  -0.152367E+02   0.444801E-02   0.519259E-02   0.797386E-02   0.351494E-02   0.213399E-01   0.302611E+03
   0.345701E+02   0.165864E+02   0.115863E+02   0.229856E+02   0.271109E+02   0.113630E+02  -0.417002E+01  -0.462976E+01  -0.120213E+02  -0.424869E+02  -0.212534E+02   0.556716E-02   0.201059E-02   0.103802E-02   0.648736E-02   0.421641E-03   0.303431E+03
   0.345701E+02   0.158599E+02   0.105145E+02   0.227047E+02   0.252549E+02   0.114371E+02  -0.454461E+01  -0.393890E+01  -0.123572E+02  -0.455775E+02  -0.217468E+02   0.217508E-02   0.671944E-02   0.804776E-02   0.690962E-02   0.144344E-01   0.302767E+03
   0.345701E+02   0.172355E+02   0.121720E+02   0.204282E+02   0.257182E+02   0.114371E+02  -0.329288E+01  -0.707265E+01  -0.138918E+02  -0.447859E+02  -0.185998E+02   0.105436E-03   0.202075E-02   0.362822E-02   0.211923E-01   0.455162E-02   0.301923E+03
   0.350508E+02   0.172355E+02   0.112467E+02   0.180352E+02   0.257182E+02   0.113067E+02  -0.249527E+01  -0.848661E+01  -0.172839E+02  -0.463186E+02  -0.191422E+02   0.536415E-02   0.154790E-02   0.166656E-02   0.319904E-01   0.223905E-02   0.301019E+03
   0.350508E+02   0.158444E+02   0.982255E+01   0.183636E+02   0.229285E+02   0.143080E+02   0.136948E+01  -0.117896E+02  -0.147240E+02  -0.419484E+02  -0.224588E+02   0.284489E-03   0.977032E-02   0.265018E-02   0.638227E-02   0.241614E-02   0.299566E+03
   0.350508E+02   0.166526E+02   0.981794E+01   0.129034E+02   0.229506E+02   0.140493E+02  -0.461096E+00  -0.161873E+02  -0.162216E+02  -0.433481E+02  -0.105796E+02   0.647506E-02   0.283538E-02   0.117315E-01   0.807302E-02   0.691096E-03   0.297187E+03
   0.356913E+02   0.158454E+02   0.596661E+01   0.121204E+02   0.210409E+02   0.145756E+02   0.363925E+01  -0.126740E+02  -0.222573E+02  -0.420500E+02  -0.109670E+02   0.515362E-02   0.812086E-02   0.151076E-01   0.117128E-01   0.368935E-02   0.299715E+03
   0.359824E+02   0.164842E+02   0.447603E+01   0.107610E+02   0.204537E+02   0.157921E+02   0.163660E+01  -0.104833E+02  -0.230368E+02  -0.456754E+02  -0.826755E+01   0.158870E-02   0.291739E-01   0.279698E-03   0.237871E-01   0.617099E-02   0.298730E+03
   0.359584E+02   0.161915E+02   0.341449E+01   0.125224E+02   0.207228E+02   0.151381E+02  -0.262532E+01  -0.757101E+01  -0.231009E+02  -0.426014E+02  -0.101131E+02   0.919040E-03   0.217907E-01   0.118692E-01   0.414771E-02   0.363096E-02   0.298410E+03
   0.359414E+02   0.170546E+02   0.341449E+01   0.159488E+02   0.207967E+02   0.129979E+02  -0.295273E+01  -0.886507E+01  -0.258936E+02  -0.426014E+02  -0.124271E+02   0.176835E-02   0.223138E-01   0.564312E-02   0.262685E-02   0.176656E-02   0.297646E+03
   0.357571E+02   0.152907E+02   0.620191E+01   0.159488E+02   0.207832E+02   0.785195E+01   0.434734E+01  -0.714371E+01  -0.258936E+02  -0.460422E+02  -0.687890E+01   0.142095E-02   0.313774E-02   0.512296E-02   0.498296E-02   0.576080E-02   0.301679E+03
   0.357673E+02   0.142560E+02   0.330778E+01   0.151915E+02   0.219498E+02   0.985838E+01   0.454503E+01  -0.228061E+01  -0.254611E+02  -0.420748E+02  -0.366670E+01   0.252826E-03   0.417819E-02   0.138338E-01   0.898888E-02   0.107053E-01   0.295344E+03
   0.351392E+02   0.150958E+02   0.826673E+01   0.167151E+02   0.218508E+02   0.105671E+02   0.417373E+01  -0.503576E+01  -0.200856E+02  -0.438874E+02  -0.437429E+01   0.380617E-02   0.833313E-02   0.956058E-02   0.757655E-02   0.953470E-02   0.299621E+03
   0.348013E+02   0.147406E+02   0.523369E+01   0.195447E+02   0.213760E+02   0.116357E+02  -0.804968E+00  -0.280468E+01  -0.174792E+02  -0.426983E+02  -0.125339E+02   0.145316E-02   0.284264E-02   0.481586E-02   0.166438E-02   0.140352E-01   0.301388E+03
   0.342524E+02   0.157876E+02   0.909463E+01   0.168243E+02   0.213760E+02   0.131232E+02   0.973984E+00  -0.614949E+01  -0.170741E+02  -0.449019E+02  -0.134060E+02   0.823184E-02   0.297231E-02   0.392301E-02   0.109111E-01   0.316424E-02   0.303297E+03
   0.348581E+02   0.155202E+02   0.671366E+01   0.168243E+02   0.218491E+02   0.104010E+02   0.139876E+00  -0.810501E+01  -0.201346E+02  -0.439354E+02  -0.993811E+01   0.724556E-03   0.102248E-01   0.202688E-01   0.103717E-01   0.292310E-01   0.298166E+03
   0.348730E+02   0.150314E+02   0.744041E+01   0.171806E+02   0.223995E+02   0.117090E+02  -0.311926E+00  -0.763979E+01  -0.156869E+02  -0.450937E+02  -0.138870E+02   0.331209E-02   0.163377E-01   0.342139E-01   0.142295E-01   0.109405E-01   0.298353E+03
   0.345507E+02   0.140135E+02   0.653412E+01   0.202391E+02   0.227824E+02   0.531790E+01  -0.448685E+01  -0.447126E+01  -0.192455E+02  -0.424437E+02  -0.159351E+02   0.506352E-02   0.146100E-01   0.537465E-03   0.171900E-02   0.530137E-02   0.301030E+03
   0.345549E+02   0.149206E+02   0.601139E+01   0.162731E+02   0.220871E+02   0.116210E+02  -0.362591E+01  -0.860021E+01  -0.165605E+02  -0.440100E+02  -0.172707E+02   0.715751E-03   0.849455E-03   0.306648E-01   0.159311E-02   0.100520E-02   0.302495E+03
   0.343821E+02   0.148662E+02   0.796719E+01   0.162731E+02   0.248467E+02   0.887679E+01  -0.657591E+01  -0.776949E+01  -0.127152E+02  -0.451506E+02  -0.198124E+02   0.339489E-02   0.157998E-01   0.605684E-02   0.603724E-02   0.141762E-02   0.299881E+03
   0.336611E+02   0.136475E+02   0.564702E+01   0.208497E+02   0.246893E+02   0.583301E+01  -0.101600E+02   0.140999E+01  -0.119816E+02  -0.456648E+02  -0.225177E+02   0.123832E-02   0.175167E-02   0.463867E-02   0.195149E-01   0.145904E-01   0.299941E+03
   0.336444E+02   0.117441E+02   0.248796E+01   0.168239E+02   0.246838E+02   0.528530E+01  -0.749908E+01   0.140999E+01  -0.114036E+02  -0.456606E+02  -0.926978E+01   0.184378E-02   0.304178E-01   0.573155E-02   0.176392E-01   0.488481E-02   0.295887E+03
   0.341501E+02   0.128981E+02   0.448379E+01   0.226532E+02   0.255055E+02   0.226041E+01  -0.944011E+01   0.117723E+01  -0.125032E+02  -0.458149E+02  -0.187692E+02   0.311301E-02   0.360050E-02   0.690649E-02   0.153330E-02   0.138545E-01   0.303370E+03
   0.342743E+02   0.123233E+02   0.378094E+01   0.182619E+02   0.247708E+02   0.515843E+01  -0.572541E+01  -0.451501E+01  -0.106429E+02  -0.437676E+02  -0.156658E+02   0.142596E-02   0.325844E-02   0.934839E-02   0.172720E-01   0.477483E-02   0.302542E+03
   0.341418E+02   0.148425E+02   0.882015E+01   0.232072E+02   0.277681E+02   0.887964E+01  -0.501295E+01  -0.836551E+00  -0.101192E+02  -0.404471E+02  -0.197174E+02   0.778142E-02   0.127387E-01   0.906494E-02   0.586802E-02   0.299838E-03   0.300825E+03
   0.345475E+02   0.151302E+02   0.530069E+01   0.188981E+02   0.277681E+02   0.995989E+01  -0.603555E+01  -0.548219E+01  -0.105334E+02  -0.433586E+02  -0.208500E+02   0.451860E-02   0.135514E-01   0.989239E-02   0.163947E-01   0.777933E-02   0.300080E+03
   0.345186E+02   0.146578E+02   0.562984E+01   0.208050E+02   0.277681E+02   0.751606E+01  -0.908847E+01  -0.574051E+01  -0.976252E+01  -0.399897E+02  -0.205736E+02   0.114898E-01   0.184073E-01   0.639327E-02   0.786148E-02   0.743244E-02   0.297284E+03
   0.345186E+02   0.134529E+02   0.875479E+01   0.204264E+02   0.277282E+02   0.559885E+01  -0.299357E+01  -0.517864E+01  -0.109501E+02  -0.425249E+02  -0.171903E+02   0.758550E-02   0.328222E-01   0.118052E-01   0.142205E-01   0.904179E-02   0.294959E+03
   0.340376E+02   0.135208E+02   0.915700E+01   0.213963E+02   0.277098E+02   0.591639E+01  -0.568015E+01  -0.167741E+01  -0.828859E+01  -0.431196E+02  -0.193612E+02   0.674024E-02   0.134346E-01   0.204213E-01   0.174212E-02   0.647227E-02   0.298336E+03
   0.344061E+02   0.130097E+02   0.783346E+01   0.194188E+02   0.304634E+02   0.643939E+01  -0.627197E+01   0.243154E+01  -0.675880E+01  -0.474477E+02  -0.154663E+02   0.154485E-02   0.130400E-01   0.343268E-01   0.990331E-03   0.347264E-02   0.292674E+03
   0.345404E+02   0.132996E+02   0.716937E+01   0.229653E+02   0.304634E+02   0.209974E+01  -0.540711E+01   0.303513E+01  -0.781525E+01  -0.495111E+02  -0.213776E+02   0.666815E-02   0.542252E-02   0.162640E-02   0.875035E-02   0.162296E-01   0.299921E+03
   0.349674E+02   0.132467E+02   0.780908E+01   0.234902E+02   0.304634E+02   0.593302E+01  -0.562671E+01   0.135760E+01  -0.843396E+01  -0.425367E+02  -0.190634E+02   0.384451E-02   0.135839E-01   0.185496E-01   0.868800E-02   0.500445E-02   0.296383E+03
   0.355584E+02   0.131253E+02   0.458579E+01   0.198572E+02   0.320875E+02   0.851241E+01  -0.434312E+01   0.189097E+00  -0.755346E+01  -0.423960E+02  -0.162751E+02   0.149453E-05   0.140693E-01   0.215228E-02   0.697115E-04   0.801923E-02   0.299232E+03
   0.355345E+02   0.139294E+02   0.459201E+01   0.213678E+02   0.311938E+02   0.662152E+01  -0.434312E+01  -0.186310E+01  -0.994834E+01  -0.450661E+02  -0.157508E+02   0.441869E-02   0.413758E-02   0.169107E-02   0.697115E-04   0.924000E-02   0.301160E+03
   0.350754E+02   0.147542E+02   0.100413E+02   0.209594E+02   0.306313E+02   0.564152E+01  -0.565671E+01  -0.505140E+01  -0.882966E+01  -0.465530E+02  -0.230097E+02   0.332334E-02   0.230138E-03   0.478873E-02   0.821784E-02   0.273542E-01   0.298446E+03
   0.354635E+02   0.157262E+02   0.871605E+01   0.206193E+02   0.310995E+02   0.673449E+01  -0.565671E+01  -0.295425E+01  -0.102787E+02  -0.493601E+02  -0.212257E+02   0.183534E-02   0.230138E-03   0.805877E-02   0.254685E-01   0.251372E-01   0.298607E+03
   0.355878E+02   0.154111E+02   0.871605E+01   0.218696E+02   0.311258E+02   0.612695E+01  -0.510303E+01  -0.334010E+01  -0.119954E+02  -0.493601E+02  -0.213706E+02   0.116934E-02   0.370479E-02   0.810989E-03   0.116407E-01   0.156856E-01   0.301416E+03
   0.363190E+02   0.156186E+02   0.704907E+01   0.218696E+02   0.314157E+02   0.783639E+01  -0.740547E+01  -0.499800E+01  -0.971201E+01  -0.481231E+02  -0.195292E+02   0.418504E-05   0.312512E-02   0.979672E-04   0.241760E-01   0.588313E-02   0.302465E+03
   0.363190E+02   0.159031E+02   0.844554E+01   0.222474E+02   0.318551E+02   0.765782E+01  -0.114892E+02  -0.110255E+02  -0.814968E+01  -0.475780E+02  -0.234581E+02   0.655618E-02   0.431795E-02   0.979672E-04   0.332015E-01   0.234560E-01   0.294032E+03
   0.370441E+02   0.153887E+02   0.654020E+01   0.258787E+02   0.330707E+02   0.454838E+01  -0.142353E+02  -0.264203E+01  -0.765432E+01  -0.561054E+02  -0.247393E+02   0.415478E-02   0.270931E-01   0.136709E-01   0.313496E-02   0.287213E-02   0.297814E+03
   0.370013E+02   0.156712E+02   0.654020E+01   0.276133E+02   0.323807E+02   0.377641E+01  -0.115406E+02  -0.211302E+01  -0.134153E+02  -0.490244E+02  -0.226079E+02   0.433367E-02   0.151781E-01   0.579830E-02   0.487223E-02   0.361226E-02   0.300209E+03
   0.369475E+02   0.163596E+02   0.498677E+01   0.284163E+02   0.344108E+02   0.502677E+01  -0.123483E+02   0.218648E+01  -0.141616E+02  -0.474632E+02  -0.238800E+02   0.314393E-02   0.115672E-01   0.956049E-03   0.115967E-01   0.404420E-02   0.298564E+03
   0.368562E+02   0.169701E+02   0.498677E+01   0.274997E+02   0.342893E+02   0.570434E+01  -0.154994E+02  -0.146248E+01  -0.991000E+01  -0.466219E+02  -0.251913E+02   0.393557E-02   0.833701E-03   0.877431E-02   0.212818E-01   0.197287E-02   0.299228E+03
   0.375245E+02   0.153824E+02   0.600026E+01   0.258627E+02   0.348735E+02   0.380023E+01  -0.136689E+02  -0.606516E+01  -0.795374E+01  -0.523937E+02  -0.272343E+02   0.285976E-02   0.416856E-01   0.727755E-03   0.138494E-01   0.212585E-01   0.294278E+03
   0.368732E+02   0.151187E+02   0.600026E+01   0.228650E+02   0.345483E+02   0.490449E+01  -0.124046E+02  -0.493167E+01  -0.473321E+01  -0.501520E+02  -0.260137E+02   0.276835E-02   0.205024E-01   0.256267E-02   0.912171E-03   0.528779E-02   0.297826E+03
   0.368732E+02   0.157267E+02   0.600026E+01   0.255403E+02   0.341675E+02   0.567433E+01  -0.134719E+02  -0.567131E-02  -0.583275E+01  -0.532017E+02  -0.250103E+02   0.678876E-02   0.266418E-01   0.114296E-01   0.232996E-02   0.528779E-02   0.297135E+03
   0.369558E+02   0.149455E+02   0.315415E+01   0.259372E+02   0.335070E+02   0.428714E+01  -0.161159E+02  -0.127115E+01  -0.571682E+01  -0.495285E+02  -0.266141E+02   0.318366E-02   0.136163E-02   0.221017E-02   0.981242E-02   0.982289E-02   0.299285E+03
   0.362654E+02   0.161544E+02   0.841181E+01   0.254924E+02   0.319328E+02   0.684398E+01  -0.507762E+01   0.280874E+00  -0.126992E+02  -0.471466E+02  -0.214946E+02   0.103510E-02   0.105242E-01   0.340886E-02   0.312048E-01   0.204277E-01   0.298025E+03
   0.363657E+02   0.161544E+02   0.987400E+01   0.247717E+02   0.299156E+02   0.468596E+01  -0.730815E+01  -0.403384E+01  -0.132676E+02  -0.538417E+02  -0.229340E+02   0.391933E-02   0.323226E-02   0.523567E-02   0.790479E-02   0.354358E-01   0.301132E+03
   0.367688E+02   0.161852E+02   0.103485E+02   0.250225E+02   0.314234E+02   0.810921E+01  -0.131509E+02  -0.273446E+01  -0.116431E+02  -0.508352E+02  -0.248576E+02   0.219135E-02   0.762011E-03   0.803004E-02   0.241946E-02   0.266112E-01   0.294613E+03
   0.357970E+02   0.161143E+02   0.110665E+02   0.266126E+02   0.305167E+02   0.281993E+01  -0.109925E+02  -0.384472E+01  -0.966734E+01  -0.528878E+02  -0.207514E+02   0.377787E-02   0.124348E-02   0.538931E-02   0.666810E-02   0.717018E-02   0.300179E+03
