Km_a0         Km_a1         Km_a2         Km_a3         Km_a4         Km_a5         Km_a6         Km_a7         Km_a8         Km_a9         Km_a10        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.331226E+02  0.134838E+02  0.596133E+01  0.164814E+02  0.196051E+02  0.971530E+01 -0.292162E+00 -0.439918E+01 -0.162542E+02 -0.411058E+02 -0.128481E+02  0.791535E-02  0.416157E-02  0.535151E-02  0.749829E-02  0.810119E-03  0.303737E+03
  0.331226E+02  0.134838E+02  0.596133E+01  0.164814E+02  0.196051E+02  0.971530E+01 -0.292162E+00 -0.439918E+01 -0.162542E+02 -0.411058E+02 -0.117404E+02  0.872085E-02  0.373105E-02  0.774267E-02  0.935427E-02  0.176616E-03  0.302787E+03
  0.331226E+02  0.134838E+02  0.596133E+01  0.164814E+02  0.196051E+02  0.971530E+01  0.126176E+00 -0.439918E+01 -0.165536E+02 -0.411058E+02 -0.115641E+02  0.872085E-02  0.570240E-02  0.629072E-02  0.728366E-02  0.176616E-03  0.302679E+03
  0.331226E+02  0.134838E+02  0.562672E+01  0.164814E+02  0.196051E+02  0.971530E+01  0.138075E+01 -0.478072E+01 -0.165536E+02 -0.416617E+02 -0.115641E+02  0.100253E-01  0.477338E-02  0.538136E-02  0.624201E-02  0.176616E-03  0.300033E+03
  0.331226E+02  0.134838E+02  0.562672E+01  0.137114E+02  0.196051E+02  0.971530E+01 -0.921886E+00 -0.509848E+01 -0.165536E+02 -0.416617E+02 -0.115641E+02  0.830532E-02  0.675183E-02  0.581530E-02  0.780148E-02  0.335014E-02  0.303120E+03
  0.331226E+02  0.134838E+02  0.562672E+01  0.137114E+02  0.196051E+02  0.971530E+01 -0.921886E+00 -0.509848E+01 -0.165536E+02 -0.406589E+02 -0.115641E+02  0.791732E-02  0.102246E-01  0.523372E-02  0.117711E-01  0.335014E-02  0.302322E+03
  0.331226E+02  0.134838E+02  0.562672E+01  0.137114E+02  0.196051E+02  0.971530E+01 -0.921886E+00 -0.363529E+01 -0.165536E+02 -0.406589E+02 -0.998135E+01  0.842417E-02  0.102246E-01  0.263077E-02  0.839988E-02  0.719230E-02  0.301302E+03
  0.331226E+02  0.134838E+02  0.562672E+01  0.142252E+02  0.206860E+02  0.971530E+01 -0.921886E+00 -0.593081E+01 -0.165536E+02 -0.382994E+02 -0.998135E+01  0.781399E-02  0.120327E-01  0.329074E-02  0.893300E-02  0.663987E-02  0.301600E+03
  0.331226E+02  0.134838E+02  0.562672E+01  0.142252E+02  0.206860E+02  0.971530E+01 -0.114032E+01 -0.593081E+01 -0.165536E+02 -0.382994E+02 -0.998135E+01  0.654936E-02  0.118968E-01  0.342402E-02  0.124153E-01  0.600750E-02  0.301731E+03
  0.331226E+02  0.134838E+02  0.328360E+01  0.115805E+02  0.198917E+02  0.971530E+01 -0.119458E+01 -0.593081E+01 -0.170620E+02 -0.392479E+02 -0.998135E+01  0.697840E-02  0.108473E-01  0.340203E-02  0.115515E-01  0.303882E-02  0.300961E+03
  0.331226E+02  0.134838E+02  0.293202E+01  0.115805E+02  0.198917E+02  0.971530E+01 -0.119458E+01 -0.593081E+01 -0.170620E+02 -0.392479E+02 -0.998135E+01  0.766967E-02  0.685007E-02  0.369641E-02  0.169777E-01  0.424888E-02  0.300135E+03
  0.331226E+02  0.134838E+02  0.293202E+01  0.122231E+02  0.198917E+02  0.891754E+01 -0.312720E+01 -0.593081E+01 -0.170620E+02 -0.392479E+02 -0.998135E+01  0.766967E-02  0.579753E-02  0.444575E-02  0.149605E-01  0.367295E-02  0.299324E+03
  0.331277E+02  0.134838E+02  0.463472E+01  0.122231E+02  0.198917E+02  0.891754E+01  0.159282E+01 -0.593081E+01 -0.192752E+02 -0.423379E+02 -0.998135E+01  0.766967E-02  0.734643E-02  0.168724E-02  0.172712E-01  0.629076E-03  0.298914E+03
  0.331277E+02  0.134838E+02  0.463472E+01  0.122231E+02  0.198917E+02  0.565947E+01  0.159282E+01 -0.619070E+01 -0.192752E+02 -0.423379E+02 -0.998135E+01  0.621094E-02  0.734643E-02  0.600189E-02  0.164622E-01  0.162438E-02  0.294849E+03
  0.331277E+02  0.134838E+02  0.463472E+01  0.122731E+02  0.198917E+02  0.565947E+01  0.159282E+01 -0.619070E+01 -0.197301E+02 -0.423379E+02 -0.998135E+01  0.494727E-02  0.535280E-02  0.772038E-02  0.162783E-01  0.713863E-03  0.294693E+03
  0.331277E+02  0.134838E+02  0.463472E+01  0.122731E+02  0.198917E+02  0.565947E+01  0.159282E+01 -0.452133E+01 -0.177391E+02 -0.451918E+02 -0.880037E+01  0.959088E-02  0.535280E-02  0.823854E-02  0.176737E-01  0.220000E-02  0.294582E+03
  0.331277E+02  0.134838E+02  0.463472E+01  0.136250E+02  0.198917E+02  0.565947E+01  0.159282E+01 -0.452133E+01 -0.183037E+02 -0.451918E+02 -0.106552E+02  0.959088E-02  0.446228E-02  0.706637E-02  0.174311E-01  0.587237E-03  0.295594E+03
  0.331277E+02  0.134838E+02  0.595104E+01  0.136250E+02  0.198917E+02  0.786741E+01 -0.226570E+00 -0.319665E+01 -0.183037E+02 -0.451918E+02 -0.106552E+02  0.123592E-01  0.673866E-02  0.699693E-02  0.160302E-01  0.644669E-03  0.298322E+03
  0.331277E+02  0.134838E+02  0.595104E+01  0.136250E+02  0.198917E+02  0.786741E+01 -0.226570E+00 -0.319665E+01 -0.183037E+02 -0.451918E+02 -0.106552E+02  0.110842E-01  0.688262E-02  0.438324E-02  0.136552E-01  0.644669E-03  0.299597E+03
  0.331277E+02  0.135045E+02  0.595104E+01  0.136250E+02  0.190036E+02  0.786741E+01  0.256914E+01 -0.319665E+01 -0.174482E+02 -0.451918E+02 -0.987079E+01  0.109897E-01  0.428848E-02  0.793401E-02  0.125402E-01  0.644669E-03  0.299688E+03
  0.331277E+02  0.135045E+02  0.595104E+01  0.136250E+02  0.190036E+02  0.786741E+01  0.256914E+01 -0.365429E+01 -0.174482E+02 -0.451918E+02 -0.124724E+02  0.127548E-01  0.352296E-02  0.531548E-02  0.121095E-01  0.855765E-03  0.298347E+03
  0.331277E+02  0.135045E+02  0.595104E+01  0.136250E+02  0.190036E+02  0.786741E+01  0.256914E+01 -0.515806E+01 -0.174482E+02 -0.451918E+02 -0.124724E+02  0.100347E-01  0.159573E-02  0.583824E-02  0.105340E-01  0.217580E-02  0.299748E+03
  0.331277E+02  0.135045E+02  0.595104E+01  0.136250E+02  0.190036E+02  0.786741E+01  0.256914E+01 -0.515806E+01 -0.174482E+02 -0.451906E+02 -0.124724E+02  0.100347E-01  0.140022E-02  0.617428E-02  0.119594E-01  0.356891E-02  0.299455E+03
  0.331277E+02  0.135045E+02  0.595104E+01  0.136250E+02  0.190036E+02  0.786741E+01  0.263623E+01 -0.515806E+01 -0.174482E+02 -0.451906E+02 -0.124724E+02  0.713651E-02  0.140022E-02  0.772439E-02  0.119594E-01  0.298432E-02  0.300647E+03
  0.331277E+02  0.135045E+02  0.595104E+01  0.136250E+02  0.190036E+02  0.911893E+01  0.263623E+01 -0.564667E+01 -0.174482E+02 -0.445790E+02 -0.124724E+02  0.623814E-02  0.129781E-02  0.104394E-01  0.985269E-02  0.331843E-02  0.301069E+03
  0.331277E+02  0.135045E+02  0.642224E+01  0.136250E+02  0.191245E+02  0.911893E+01  0.263623E+01 -0.564667E+01 -0.174482E+02 -0.445790E+02 -0.121705E+02  0.840395E-02  0.292484E-02  0.104802E-01  0.421944E-02  0.209433E-02  0.301526E+03
  0.331277E+02  0.135045E+02  0.642224E+01  0.136250E+02  0.179191E+02  0.911893E+01  0.263623E+01 -0.386183E+01 -0.174482E+02 -0.418369E+02 -0.678504E+01  0.873474E-02  0.369726E-02  0.100888E-01  0.421944E-02  0.406358E-03  0.300242E+03
  0.331277E+02  0.135045E+02  0.642224E+01  0.136250E+02  0.179191E+02  0.132865E+02  0.263623E+01 -0.386183E+01 -0.174482E+02 -0.418369E+02 -0.678504E+01  0.113691E-01  0.275209E-02  0.118236E-01  0.542952E-02  0.226715E-02  0.298820E+03
  0.331277E+02  0.135045E+02  0.642224E+01  0.136250E+02  0.179191E+02  0.132865E+02  0.263623E+01 -0.229097E+01 -0.174482E+02 -0.418369E+02 -0.527254E+01  0.113691E-01  0.218161E-02  0.891540E-02  0.393932E-02  0.153249E-02  0.298834E+03
  0.331277E+02  0.135045E+02  0.757578E+01  0.139692E+02  0.179191E+02  0.132865E+02  0.334849E+01 -0.229097E+01 -0.174482E+02 -0.418369E+02 -0.527254E+01  0.119436E-01  0.385054E-02  0.113858E-01  0.335436E-02  0.451182E-02  0.297737E+03
  0.332161E+02  0.136246E+02  0.643178E+01  0.139692E+02  0.179191E+02  0.132865E+02  0.334849E+01 -0.357281E+01 -0.170942E+02 -0.390009E+02 -0.527254E+01  0.105915E-01  0.436580E-02  0.923363E-02  0.831577E-03  0.639968E-03  0.300046E+03
  0.332161E+02  0.136246E+02  0.474226E+01  0.139692E+02  0.179191E+02  0.132865E+02  0.334849E+01 -0.357281E+01 -0.170942E+02 -0.390009E+02 -0.527254E+01  0.102150E-01  0.575856E-02  0.994795E-02  0.338247E-02  0.639968E-03  0.298177E+03
  0.332161E+02  0.136246E+02  0.443909E+01  0.139692E+02  0.179191E+02  0.132865E+02 -0.767264E+00 -0.357281E+01 -0.170942E+02 -0.390009E+02 -0.123092E+02  0.845252E-02  0.815569E-02  0.121353E-01  0.338247E-02  0.121032E-02  0.300778E+03
  0.332161E+02  0.136246E+02  0.443909E+01  0.139692E+02  0.179191E+02  0.132865E+02 -0.767264E+00 -0.357281E+01 -0.170942E+02 -0.415040E+02 -0.141011E+02  0.111201E-01  0.716701E-02  0.130480E-01  0.447025E-02  0.576609E-02  0.298081E+03
  0.332161E+02  0.136246E+02  0.620671E+01  0.139692E+02  0.179191E+02  0.132865E+02 -0.767264E+00 -0.357281E+01 -0.170942E+02 -0.415040E+02 -0.136898E+02  0.999657E-02  0.524310E-02  0.110043E-01  0.458407E-02  0.611238E-02  0.299471E+03
  0.332161E+02  0.136246E+02  0.472782E+01  0.139692E+02  0.179191E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.170942E+02 -0.415040E+02 -0.136898E+02  0.999657E-02  0.358183E-02  0.803269E-02  0.586113E-02  0.677605E-02  0.299491E+03
  0.332161E+02  0.136246E+02  0.472782E+01  0.139692E+02  0.179191E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.170942E+02 -0.415040E+02 -0.136898E+02  0.104262E-01  0.512633E-02  0.917185E-02  0.842149E-02  0.677605E-02  0.298738E+03
  0.332161E+02  0.136246E+02  0.522954E+01  0.139692E+02  0.179191E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.170942E+02 -0.415040E+02 -0.143971E+02  0.106442E-01  0.346776E-02  0.902480E-02  0.727142E-02  0.677899E-02  0.298966E+03
  0.332161E+02  0.136246E+02  0.522954E+01  0.139692E+02  0.186045E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.170942E+02 -0.415040E+02 -0.143971E+02  0.959953E-02  0.243708E-02  0.896632E-02  0.824048E-02  0.359514E-02  0.299712E+03
  0.332161E+02  0.136246E+02  0.522954E+01  0.136646E+02  0.186045E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.170942E+02 -0.415040E+02 -0.143971E+02  0.819647E-02  0.816972E-03  0.865965E-02  0.107914E-01  0.359514E-02  0.300310E+03
  0.332161E+02  0.136246E+02  0.466037E+01  0.136646E+02  0.186045E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.170942E+02 -0.415040E+02 -0.143971E+02  0.568761E-02  0.438250E-02  0.521209E-02  0.107069E-01  0.456732E-02  0.300787E+03
  0.338437E+02  0.142019E+02  0.369201E+01  0.136646E+02  0.219774E+02  0.132865E+02 -0.290176E+01 -0.496107E+01 -0.155512E+02 -0.420853E+02 -0.143205E+02  0.553502E-02  0.278528E-02  0.264808E-02  0.107540E-01  0.324565E-02  0.302080E+03
  0.338437E+02  0.142019E+02  0.369201E+01  0.136646E+02  0.219774E+02  0.122463E+02 -0.561275E+01 -0.496107E+01 -0.155512E+02 -0.391630E+02 -0.143205E+02  0.573171E-02  0.350837E-02  0.190959E-02  0.120241E-01  0.143223E-02  0.302243E+03
  0.338437E+02  0.142019E+02  0.369201E+01  0.140411E+02  0.219774E+02  0.122463E+02 -0.576088E+01 -0.406269E+01 -0.155512E+02 -0.391630E+02 -0.143205E+02  0.573171E-02  0.883252E-03  0.392163E-02  0.103004E-01  0.167238E-02  0.301928E+03
  0.338437E+02  0.142019E+02  0.413365E+01  0.171764E+02  0.221264E+02  0.122463E+02 -0.250526E+01 -0.406269E+01 -0.147415E+02 -0.391630E+02 -0.166139E+02  0.307638E-02  0.283051E-03  0.522905E-02  0.958711E-02  0.701626E-03  0.304032E+03
  0.338437E+02  0.142019E+02  0.413365E+01  0.171764E+02  0.221264E+02  0.122463E+02 -0.515671E+01 -0.274721E+01 -0.160671E+02 -0.391630E+02 -0.166139E+02  0.416753E-02  0.283051E-03  0.433391E-02  0.705492E-02  0.269884E-03  0.303789E+03
  0.338437E+02  0.142019E+02  0.460767E+01  0.171764E+02  0.221264E+02  0.122317E+02 -0.279442E+01 -0.375045E+01 -0.160671E+02 -0.391630E+02 -0.143780E+02  0.410199E-02  0.283051E-03  0.374651E-02  0.705492E-02  0.269884E-03  0.304728E+03
  0.338437E+02  0.142019E+02  0.445388E+01  0.171764E+02  0.221264E+02  0.107471E+02 -0.279442E+01 -0.255132E+01 -0.160671E+02 -0.391630E+02 -0.983360E+01  0.393607E-03  0.136507E-03  0.433137E-02  0.705492E-02  0.269884E-03  0.304429E+03
  0.338437E+02  0.142019E+02  0.445388E+01  0.171764E+02  0.221264E+02  0.107471E+02 -0.146007E+01 -0.255132E+01 -0.160671E+02 -0.391630E+02 -0.907777E+01  0.304903E-02  0.238193E-02  0.685541E-02  0.255504E-02  0.207713E-02  0.303701E+03
  0.338437E+02  0.141914E+02  0.445388E+01  0.171764E+02  0.221264E+02  0.107471E+02  0.560399E+00 -0.255132E+01 -0.160671E+02 -0.391630E+02 -0.892173E+01  0.143088E-02  0.238193E-02  0.631301E-02  0.163004E-02  0.207713E-02  0.303698E+03
  0.338437E+02  0.141914E+02  0.445388E+01  0.171764E+02  0.221264E+02  0.107471E+02 -0.711473E-01 -0.255132E+01 -0.160671E+02 -0.391630E+02 -0.892173E+01  0.199934E-02  0.600622E-02  0.380118E-02  0.108025E-02  0.283653E-02  0.303701E+03
  0.338437E+02  0.141914E+02  0.445388E+01  0.171764E+02  0.221264E+02  0.107471E+02  0.174348E+01 -0.270648E+01 -0.160671E+02 -0.391630E+02 -0.124359E+02  0.199934E-02  0.663331E-02  0.544439E-02  0.157437E-02  0.549708E-02  0.302990E+03
  0.334608E+02  0.141914E+02  0.492937E+01  0.171764E+02  0.210923E+02  0.101107E+02  0.174348E+01 -0.270648E+01 -0.160671E+02 -0.391630E+02 -0.124359E+02  0.400934E-02  0.816062E-02  0.468376E-02  0.328360E-02  0.549708E-02  0.302020E+03
  0.334608E+02  0.141914E+02  0.492937E+01  0.171764E+02  0.210923E+02  0.101107E+02  0.174348E+01 -0.270648E+01 -0.160671E+02 -0.391630E+02 -0.124359E+02  0.192686E-02  0.768396E-02  0.587514E-02  0.237797E-02  0.292762E-02  0.302624E+03
  0.335683E+02  0.141914E+02  0.492937E+01  0.171764E+02  0.210923E+02  0.101107E+02  0.103208E+01 -0.270648E+01 -0.160671E+02 -0.391630E+02 -0.124359E+02  0.838100E-03  0.542405E-02  0.622678E-02  0.528743E-02  0.175469E-02  0.303042E+03
  0.335683E+02  0.141914E+02  0.644991E+01  0.171764E+02  0.210923E+02  0.130518E+02  0.103208E+01 -0.270648E+01 -0.160671E+02 -0.391630E+02 -0.124359E+02  0.261260E-02  0.807592E-02  0.707832E-02  0.439610E-02  0.175469E-02  0.304131E+03
  0.336639E+02  0.141914E+02  0.644991E+01  0.171764E+02  0.210923E+02  0.130518E+02  0.103208E+01 -0.270648E+01 -0.160671E+02 -0.398627E+02 -0.104267E+02  0.159763E-02  0.807592E-02  0.598214E-02  0.415168E-02  0.218101E-02  0.304098E+03
  0.336639E+02  0.141914E+02  0.714974E+01  0.171764E+02  0.198259E+02  0.118628E+02  0.103208E+01 -0.270648E+01 -0.159373E+02 -0.398627E+02 -0.104267E+02  0.159763E-02  0.549514E-02  0.683378E-02  0.339701E-02  0.467320E-02  0.302658E+03
  0.336639E+02  0.141914E+02  0.599658E+01  0.171764E+02  0.198259E+02  0.118191E+02  0.103208E+01 -0.270648E+01 -0.159373E+02 -0.398627E+02 -0.104267E+02  0.565442E-03  0.622647E-02  0.259518E-02  0.216042E-02  0.738157E-02  0.302807E+03
  0.336639E+02  0.141914E+02  0.599658E+01  0.171764E+02  0.198259E+02  0.109634E+02  0.103208E+01 -0.270648E+01 -0.159373E+02 -0.398627E+02 -0.104267E+02  0.103275E-02  0.612635E-02  0.218520E-02  0.216042E-02  0.808235E-02  0.301922E+03
  0.336639E+02  0.141914E+02  0.599658E+01  0.171764E+02  0.198259E+02  0.109634E+02  0.103208E+01 -0.270648E+01 -0.201338E+02 -0.398627E+02 -0.104267E+02  0.605247E-03  0.790029E-02  0.552584E-02  0.385757E-02  0.808235E-02  0.303214E+03
  0.336639E+02  0.141914E+02  0.629918E+01  0.171764E+02  0.198259E+02  0.109634E+02  0.103208E+01 -0.270648E+01 -0.201338E+02 -0.398627E+02 -0.109655E+02  0.320989E-03  0.826251E-02  0.411079E-02  0.245108E-02  0.922845E-02  0.303470E+03
  0.336639E+02  0.141914E+02  0.629918E+01  0.171764E+02  0.198259E+02  0.929539E+01  0.103208E+01 -0.270648E+01 -0.201338E+02 -0.398627E+02 -0.109655E+02  0.320989E-03  0.815969E-02  0.305481E-02  0.439183E-02  0.922845E-02  0.303409E+03
  0.336639E+02  0.141914E+02  0.629918E+01  0.171764E+02  0.191412E+02  0.929539E+01  0.103208E+01 -0.200075E+01 -0.201338E+02 -0.432656E+02 -0.122666E+02  0.782304E-03  0.912618E-02  0.305481E-02  0.246050E-02  0.910677E-02  0.304529E+03
  0.336639E+02  0.141914E+02  0.629918E+01  0.171764E+02  0.191412E+02  0.929539E+01  0.103208E+01 -0.200075E+01 -0.189490E+02 -0.432656E+02 -0.122666E+02  0.214633E-02  0.125134E-01  0.483055E-02  0.499003E-03  0.824679E-02  0.303763E+03
  0.336639E+02  0.141914E+02  0.629918E+01  0.171764E+02  0.191412E+02  0.929539E+01  0.103208E+01 -0.475955E+01 -0.165853E+02 -0.432656E+02 -0.123651E+02  0.772312E-03  0.125134E-01  0.443300E-02  0.499003E-03  0.103840E-01  0.301263E+03
  0.336639E+02  0.141914E+02  0.629918E+01  0.158173E+02  0.191412E+02  0.941794E+01  0.103208E+01 -0.475955E+01 -0.165853E+02 -0.432656E+02 -0.130470E+02  0.772312E-03  0.125134E-01  0.205930E-02  0.723809E-03  0.795358E-02  0.301941E+03
  0.334617E+02  0.141914E+02  0.629918E+01  0.158173E+02  0.191412E+02  0.941794E+01  0.103208E+01 -0.475955E+01 -0.162885E+02 -0.432656E+02 -0.110218E+02  0.227584E-02  0.118087E-01  0.202567E-02  0.723809E-03  0.557658E-02  0.302169E+03
  0.334617E+02  0.141914E+02  0.629918E+01  0.158173E+02  0.193417E+02  0.941794E+01  0.103208E+01 -0.475955E+01 -0.185352E+02 -0.432656E+02 -0.110218E+02  0.258619E-02  0.134977E-01  0.278459E-02  0.877035E-03  0.759051E-02  0.304398E+03
  0.336344E+02  0.141914E+02  0.629918E+01  0.158173E+02  0.193417E+02  0.941794E+01  0.103208E+01 -0.475955E+01 -0.185352E+02 -0.432656E+02 -0.110218E+02  0.172810E-02  0.130624E-01  0.300173E-02  0.877035E-03  0.875857E-02  0.304571E+03
  0.336344E+02  0.141914E+02  0.629918E+01  0.158173E+02  0.193417E+02  0.107248E+02  0.103208E+01 -0.475955E+01 -0.185352E+02 -0.394031E+02 -0.781590E+01  0.362289E-02  0.157620E-01  0.539146E-02  0.543006E-02  0.875857E-02  0.301835E+03
  0.335825E+02  0.141914E+02  0.629918E+01  0.168882E+02  0.193417E+02  0.107248E+02  0.103208E+01 -0.290577E+01 -0.172485E+02 -0.394031E+02 -0.781590E+01  0.362289E-02  0.131153E-01  0.494905E-02  0.395427E-02  0.123889E-01  0.300117E+03
  0.335825E+02  0.141914E+02  0.629918E+01  0.185642E+02  0.212006E+02  0.956419E+01  0.103208E+01 -0.290577E+01 -0.172485E+02 -0.394031E+02 -0.781590E+01  0.317349E-02  0.115026E-01  0.494905E-02  0.394055E-02  0.139666E-01  0.300091E+03
  0.335825E+02  0.141914E+02  0.629918E+01  0.186791E+02  0.212006E+02  0.956419E+01  0.214593E+01  0.768779E+00 -0.172485E+02 -0.394031E+02 -0.745211E+01  0.293481E-02  0.766974E-02  0.567398E-02  0.294432E-02  0.148924E-01  0.299919E+03
  0.332918E+02  0.141914E+02  0.629918E+01  0.186791E+02  0.212006E+02  0.956419E+01  0.214593E+01  0.768779E+00 -0.172485E+02 -0.391011E+02 -0.745211E+01  0.500725E-02  0.902982E-02  0.568393E-02  0.224737E-02  0.153178E-01  0.299004E+03
  0.332918E+02  0.141914E+02  0.882821E+01  0.186791E+02  0.212006E+02  0.113863E+02  0.214593E+01  0.768779E+00 -0.173950E+02 -0.391011E+02 -0.745211E+01  0.242533E-02  0.121748E-01  0.387140E-02  0.487296E-02  0.160347E-01  0.299113E+03
  0.332918E+02  0.141914E+02  0.882821E+01  0.186791E+02  0.212006E+02  0.113863E+02  0.366135E+01  0.768779E+00 -0.173950E+02 -0.403225E+02 -0.745211E+01  0.242533E-02  0.121852E-01  0.344014E-02  0.571857E-02  0.127047E-01  0.300159E+03
  0.332918E+02  0.141914E+02  0.882821E+01  0.186791E+02  0.188473E+02  0.136391E+02  0.366135E+01  0.768779E+00 -0.173950E+02 -0.401845E+02 -0.120758E+02  0.242533E-02  0.129989E-01  0.361898E-02  0.474489E-02  0.129022E-01  0.299600E+03
  0.337320E+02  0.141914E+02  0.882821E+01  0.214645E+02  0.188473E+02  0.123630E+02 -0.158625E+01  0.768779E+00 -0.173950E+02 -0.384339E+02 -0.115799E+02  0.492655E-02  0.163124E-01  0.736699E-02  0.188029E-02  0.129022E-01  0.293650E+03
  0.337320E+02  0.141914E+02  0.882821E+01  0.214645E+02  0.201425E+02  0.123630E+02  0.206352E+01 -0.143647E+01 -0.173950E+02 -0.384339E+02 -0.112116E+02  0.377006E-02  0.131439E-01  0.482887E-02  0.138521E-02  0.140850E-01  0.298823E+03
  0.337320E+02  0.141914E+02  0.882821E+01  0.189697E+02  0.201425E+02  0.123630E+02  0.296597E+01 -0.532902E+01 -0.173950E+02 -0.384339E+02 -0.130677E+02  0.377006E-02  0.146375E-01  0.513215E-02  0.206252E-02  0.110808E-01  0.300561E+03
  0.337320E+02  0.141914E+02  0.882821E+01  0.189697E+02  0.201425E+02  0.118964E+02  0.296597E+01 -0.179704E+01 -0.173950E+02 -0.384339E+02 -0.130677E+02  0.186342E-02  0.144070E-01  0.452279E-02  0.336560E-02  0.927932E-02  0.299861E+03
  0.331371E+02  0.150593E+02  0.893963E+01  0.189697E+02  0.201425E+02  0.118964E+02  0.282108E+01 -0.179704E+01 -0.173950E+02 -0.401288E+02 -0.169215E+02  0.494916E-02  0.126656E-01  0.349844E-02  0.467964E-02  0.519146E-02  0.301819E+03
  0.331371E+02  0.150593E+02  0.893963E+01  0.211854E+02  0.194008E+02  0.118964E+02  0.282108E+01 -0.179704E+01 -0.173950E+02 -0.401288E+02 -0.169215E+02  0.299619E-02  0.120043E-01  0.124457E-02  0.547240E-02  0.192571E-02  0.301525E+03
  0.331371E+02  0.150593E+02  0.890824E+01  0.211854E+02  0.194008E+02  0.118964E+02  0.282108E+01 -0.166588E+01 -0.173950E+02 -0.401288E+02 -0.169215E+02  0.216277E-02  0.120043E-01  0.124457E-02  0.957580E-02  0.192571E-02  0.301196E+03
  0.331371E+02  0.150593E+02  0.890824E+01  0.188836E+02  0.194008E+02  0.118964E+02  0.282108E+01 -0.166588E+01 -0.173950E+02 -0.386132E+02 -0.163605E+02  0.170002E-02  0.120043E-01  0.121744E-02  0.957580E-02  0.326744E-02  0.300083E+03
  0.327857E+02  0.150593E+02  0.890824E+01  0.188836E+02  0.194008E+02  0.118659E+02  0.282108E+01 -0.166588E+01 -0.173950E+02 -0.391660E+02 -0.163605E+02  0.170002E-02  0.102311E-01  0.237943E-02  0.653796E-02  0.159494E-02  0.302660E+03
  0.329519E+02  0.150593E+02  0.890824E+01  0.188836E+02  0.194008E+02  0.118659E+02  0.282108E+01 -0.166588E+01 -0.173950E+02 -0.391660E+02 -0.171602E+02  0.170002E-02  0.991546E-02  0.416640E-02  0.653796E-02  0.361846E-02  0.301374E+03
  0.329519E+02  0.150593E+02  0.890824E+01  0.188836E+02  0.206105E+02  0.118659E+02  0.282108E+01 -0.166588E+01 -0.159892E+02 -0.418101E+02 -0.171602E+02  0.170002E-02  0.108133E-01  0.416640E-02  0.632120E-02  0.404095E-02  0.302454E+03
  0.329519E+02  0.150593E+02  0.890824E+01  0.156525E+02  0.204726E+02  0.144843E+02  0.170446E+01 -0.373788E+01 -0.159892E+02 -0.418101E+02 -0.166421E+02  0.591282E-03  0.956672E-02  0.678646E-02  0.727771E-02  0.383871E-02  0.301029E+03
  0.329519E+02  0.150593E+02  0.880123E+01  0.156525E+02  0.204726E+02  0.144843E+02 -0.368243E+00 -0.373788E+01 -0.158619E+02 -0.418101E+02 -0.166421E+02  0.228407E-02  0.726594E-02  0.536264E-02  0.600118E-02  0.283195E-02  0.301973E+03
  0.329519E+02  0.150593E+02  0.880123E+01  0.156525E+02  0.204726E+02  0.141187E+02  0.745923E+00 -0.232844E+01 -0.158619E+02 -0.416114E+02 -0.168587E+02  0.228407E-02  0.923762E-02  0.667308E-02  0.392136E-02  0.432186E-02  0.301102E+03
  0.329519E+02  0.150593E+02  0.652720E+01  0.156525E+02  0.204726E+02  0.141187E+02 -0.502024E-01 -0.232844E+01 -0.158619E+02 -0.365077E+02 -0.168587E+02  0.478246E-02  0.912697E-02  0.447835E-02  0.248749E-02  0.420051E-02  0.299259E+03
  0.329519E+02  0.150593E+02  0.653284E+01  0.179956E+02  0.204726E+02  0.141187E+02 -0.115917E+01 -0.435273E+01 -0.127963E+02 -0.381424E+02 -0.178857E+02  0.276840E-02  0.941310E-02  0.154677E-02  0.263882E-02  0.600784E-02  0.300685E+03
  0.329519E+02  0.150593E+02  0.685728E+01  0.179956E+02  0.204726E+02  0.141187E+02 -0.115917E+01 -0.435273E+01 -0.127963E+02 -0.375541E+02 -0.195308E+02  0.276840E-02  0.946150E-02  0.384945E-02  0.221891E-02  0.529007E-02  0.300335E+03
  0.329519E+02  0.150593E+02  0.685728E+01  0.179956E+02  0.204726E+02  0.141187E+02 -0.387429E+01 -0.435273E+01 -0.157230E+02 -0.375541E+02 -0.195308E+02  0.276840E-02  0.772939E-02  0.350512E-02  0.111827E-02  0.366574E-02  0.302411E+03
  0.329519E+02  0.150593E+02  0.696841E+01  0.179956E+02  0.204726E+02  0.138432E+02 -0.231138E+01 -0.435273E+01 -0.157230E+02 -0.375541E+02 -0.206648E+02  0.308926E-02  0.661998E-02  0.513346E-02  0.355995E-02  0.366574E-02  0.301883E+03
  0.332598E+02  0.150593E+02  0.720109E+01  0.179956E+02  0.204726E+02  0.138432E+02  0.162976E+00 -0.524061E+01 -0.157230E+02 -0.392593E+02 -0.170374E+02  0.105294E-02  0.416919E-02  0.419915E-02  0.146614E-02  0.366574E-02  0.303906E+03
