a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.988449E+02  0.630701E+00  0.782235E+00 -0.254370E+01  0.846835E-03  0.125956E+02  0.923784E+01  0.171622E+02  0.177556E+02  0.172389E+03
  0.988449E+02  0.630701E+00 -0.254930E+00  0.400007E+01  0.846835E-03  0.122886E+02  0.898230E+01  0.182682E+02  0.177556E+02  0.172106E+03
  0.988449E+02  0.630701E+00  0.841642E+01  0.400007E+01  0.846835E-03  0.118272E+02  0.864452E+01  0.175036E+02  0.177556E+02  0.172441E+03
  0.988449E+02  0.630701E+00  0.668546E+01 -0.648629E+01  0.846835E-03  0.125132E+02  0.792900E+01  0.175036E+02  0.174460E+02  0.171637E+03
  0.988449E+02  0.630701E+00  0.121848E+02 -0.770152E+01  0.846835E-03  0.127194E+02  0.867070E+01  0.187902E+02  0.185019E+02  0.169820E+03
  0.988449E+02  0.630701E+00  0.124720E+02 -0.770152E+01  0.846835E-03  0.132735E+02  0.837148E+01  0.183169E+02  0.211884E+02  0.168386E+03
  0.988449E+02 -0.152333E+01  0.124720E+02 -0.770152E+01  0.846835E-03  0.118137E+02  0.877607E+01  0.184164E+02  0.211884E+02  0.169462E+03
  0.988449E+02 -0.569485E+00  0.399621E+01 -0.604212E+01  0.903734E-03  0.105117E+02  0.782850E+01  0.178673E+02  0.211884E+02  0.170589E+03
  0.988449E+02 -0.569485E+00 -0.411069E+01 -0.827198E+01  0.958083E-03  0.111761E+02  0.896467E+01  0.173756E+02  0.220848E+02  0.169720E+03
  0.988449E+02 -0.569485E+00 -0.210839E+01 -0.549254E+01  0.958083E-03  0.123188E+02  0.966045E+01  0.164321E+02  0.221243E+02  0.169631E+03
  0.988449E+02  0.946304E+00 -0.210839E+01 -0.335906E+00  0.930148E-03  0.133438E+02  0.884432E+01  0.137857E+02  0.220328E+02  0.169467E+03
  0.988449E+02 -0.730666E+01 -0.318712E+01 -0.160577E+01  0.930148E-03  0.120615E+02  0.889483E+01  0.154255E+02  0.217357E+02  0.167355E+03
  0.988449E+02 -0.730666E+01 -0.318712E+01  0.281494E+01  0.930148E-03  0.130277E+02  0.933048E+01  0.156717E+02  0.213965E+02  0.166484E+03
  0.100003E+03 -0.730666E+01 -0.712329E+01  0.481465E+01  0.930148E-03  0.130452E+02  0.933048E+01  0.143216E+02  0.191121E+02  0.165076E+03
  0.100003E+03 -0.730666E+01 -0.942082E-01  0.923438E+00  0.930148E-03  0.130452E+02  0.100593E+02  0.143048E+02  0.191121E+02  0.166843E+03
  0.100003E+03 -0.510150E+01  0.797192E+01  0.923438E+00  0.930148E-03  0.128711E+02  0.893951E+01  0.148480E+02  0.205679E+02  0.168227E+03
  0.100003E+03 -0.476341E+01  0.115003E+02 -0.862526E+01  0.972876E-03  0.127858E+02  0.939701E+01  0.156084E+02  0.191251E+02  0.169145E+03
  0.100003E+03 -0.476341E+01  0.115003E+02 -0.862526E+01  0.972876E-03  0.112700E+02  0.103512E+02  0.147281E+02  0.199903E+02  0.169520E+03
  0.100003E+03 -0.476341E+01  0.937257E+01 -0.163851E+02  0.860029E-03  0.117884E+02  0.969303E+01  0.145120E+02  0.184089E+02  0.171190E+03
  0.100003E+03 -0.707473E+01  0.937257E+01 -0.163851E+02  0.860029E-03  0.113975E+02  0.908771E+01  0.153826E+02  0.184089E+02  0.170823E+03
  0.100003E+03 -0.707473E+01  0.109892E+02 -0.176021E+02  0.860029E-03  0.110380E+02  0.102323E+02  0.146190E+02  0.180021E+02  0.170975E+03
  0.100003E+03 -0.707473E+01  0.109892E+02 -0.753852E+01  0.860029E-03  0.102445E+02  0.952050E+01  0.121169E+02  0.191285E+02  0.169957E+03
  0.100003E+03 -0.707473E+01  0.109892E+02 -0.753852E+01  0.125540E-02  0.102525E+02  0.905731E+01  0.121456E+02  0.195592E+02  0.165841E+03
  0.100003E+03 -0.707473E+01  0.122363E+02 -0.115461E+02  0.125540E-02  0.955536E+01  0.101326E+02  0.121456E+02  0.195592E+02  0.166001E+03
  0.100003E+03 -0.707473E+01  0.678275E+00 -0.363082E+01  0.125540E-02  0.102461E+02  0.946668E+01  0.113558E+02  0.175373E+02  0.165627E+03
  0.100255E+03 -0.707473E+01  0.377520E+00  0.143213E+01  0.125540E-02  0.107800E+02  0.902552E+01  0.107769E+02  0.175364E+02  0.164400E+03
  0.100255E+03 -0.707473E+01 -0.322471E+01 -0.106776E+01  0.125540E-02  0.117351E+02  0.102107E+02  0.135537E+02  0.175364E+02  0.164888E+03
  0.990443E+02 -0.707473E+01 -0.928305E+01 -0.448223E+01  0.125540E-02  0.152597E+02  0.113565E+02  0.131484E+02  0.175364E+02  0.162894E+03
  0.990443E+02 -0.122462E+01 -0.106912E+02 -0.337957E+01  0.125540E-02  0.147256E+02  0.887737E+01  0.154786E+02  0.151025E+02  0.165591E+03
  0.990443E+02 -0.122462E+01 -0.103434E+02 -0.219803E+01  0.125540E-02  0.137739E+02  0.956891E+01  0.185323E+02  0.151025E+02  0.165593E+03
  0.990443E+02  0.171940E+01 -0.103434E+02 -0.219803E+01  0.125540E-02  0.128617E+02  0.102500E+02  0.185323E+02  0.151025E+02  0.166062E+03
  0.978517E+02  0.258496E+01 -0.162243E+02 -0.891320E+01  0.125540E-02  0.137356E+02  0.101013E+02  0.199365E+02  0.153855E+02  0.164728E+03
  0.978517E+02  0.258496E+01 -0.221127E+02 -0.981527E+01  0.110554E-02  0.129756E+02  0.103504E+02  0.198766E+02  0.172209E+02  0.164822E+03
  0.978517E+02 -0.200443E+00 -0.222540E+02 -0.126825E+02  0.110554E-02  0.144327E+02  0.112239E+02  0.202259E+02  0.171775E+02  0.162704E+03
  0.978517E+02 -0.200443E+00 -0.222540E+02 -0.693849E+01  0.110554E-02  0.144327E+02  0.115343E+02  0.211621E+02  0.192000E+02  0.162250E+03
  0.978517E+02  0.192358E+01 -0.185422E+02 -0.693849E+01  0.110554E-02  0.141379E+02  0.948866E+01  0.187881E+02  0.209305E+02  0.164564E+03
  0.978517E+02  0.192358E+01 -0.185422E+02 -0.787935E+01  0.110554E-02  0.140170E+02  0.948866E+01  0.177157E+02  0.196804E+02  0.165508E+03
  0.978517E+02  0.192358E+01 -0.185422E+02  0.211119E+01  0.110554E-02  0.139364E+02  0.113527E+02  0.187234E+02  0.194651E+02  0.164644E+03
  0.978517E+02  0.192358E+01 -0.185422E+02  0.211119E+01  0.110554E-02  0.149812E+02  0.105343E+02  0.216475E+02  0.170107E+02  0.163721E+03
  0.978517E+02  0.472229E+00 -0.185422E+02 -0.444979E+01  0.110554E-02  0.151756E+02  0.102396E+02  0.217473E+02  0.164014E+02  0.164091E+03
  0.978517E+02  0.472229E+00 -0.167078E+02 -0.179594E+01  0.110554E-02  0.151756E+02  0.944370E+01  0.234276E+02  0.164014E+02  0.163752E+03
  0.978517E+02  0.472229E+00  0.670029E+01 -0.521628E+00  0.870200E-03  0.151756E+02  0.867557E+01  0.276366E+02  0.169478E+02  0.165509E+03
  0.978517E+02 -0.109522E+01  0.670029E+01 -0.151095E+01  0.870200E-03  0.141212E+02  0.867557E+01  0.276366E+02  0.164968E+02  0.166132E+03
  0.978517E+02 -0.109522E+01  0.670029E+01 -0.151095E+01  0.870200E-03  0.138042E+02  0.909114E+01  0.276366E+02  0.159584E+02  0.166534E+03
  0.978517E+02 -0.109522E+01  0.470845E+01 -0.791035E+00  0.373742E-03  0.123090E+02  0.895874E+01  0.276678E+02  0.151222E+02  0.167776E+03
  0.978517E+02 -0.143058E+01  0.551988E+01  0.167010E+01  0.874749E-03  0.118887E+02  0.895874E+01  0.261377E+02  0.162319E+02  0.168437E+03
  0.978517E+02 -0.143058E+01  0.551988E+01 -0.910140E+00  0.874749E-03  0.109784E+02  0.922344E+01  0.256171E+02  0.162319E+02  0.169192E+03
  0.978517E+02 -0.143058E+01 -0.381699E+01  0.458159E+01  0.874749E-03  0.102244E+02  0.963571E+01  0.255914E+02  0.129008E+02  0.169504E+03
  0.978517E+02 -0.143058E+01 -0.261628E+01  0.370616E+01  0.874749E-03  0.953556E+01  0.105804E+02  0.248031E+02  0.148831E+02  0.170165E+03
  0.978517E+02 -0.351342E+01 -0.578107E+01  0.121837E+01  0.406958E-03  0.953556E+01  0.105804E+02  0.265576E+02  0.127432E+02  0.166728E+03
  0.978517E+02 -0.310905E+01 -0.578107E+01  0.121837E+01  0.406958E-03  0.109168E+02  0.112460E+02  0.220949E+02  0.127432E+02  0.169148E+03
  0.978517E+02 -0.310905E+01  0.638664E+01 -0.161820E+02  0.406958E-03  0.890107E+01  0.954409E+01  0.220949E+02  0.147118E+02  0.168361E+03
  0.978517E+02 -0.336063E+01  0.446548E+00 -0.134909E+02  0.902391E-03  0.836292E+01  0.109246E+02  0.228343E+02  0.157255E+02  0.169799E+03
  0.978517E+02 -0.336063E+01  0.446548E+00 -0.134909E+02  0.591952E-03  0.800821E+01  0.965734E+01  0.208792E+02  0.157255E+02  0.172511E+03
  0.978517E+02 -0.336063E+01  0.446548E+00 -0.191380E+02  0.591952E-03  0.946362E+01  0.886370E+01  0.191023E+02  0.179930E+02  0.171585E+03
  0.978517E+02 -0.360575E+01  0.446548E+00 -0.191380E+02  0.591952E-03  0.948861E+01  0.982591E+01  0.203244E+02  0.176710E+02  0.171190E+03
  0.978517E+02 -0.360575E+01  0.446548E+00 -0.124686E+02  0.591952E-03  0.104554E+02  0.962089E+01  0.207366E+02  0.199923E+02  0.171703E+03
  0.981261E+02 -0.102634E+01  0.916854E+00 -0.592534E+01  0.591952E-03  0.104369E+02  0.870978E+01  0.197589E+02  0.199923E+02  0.173296E+03
  0.981261E+02 -0.102634E+01  0.916854E+00  0.152012E+01  0.591952E-03  0.117425E+02  0.910558E+01  0.201494E+02  0.182310E+02  0.173424E+03
  0.973788E+02 -0.102634E+01  0.317933E+01  0.433671E+01  0.591952E-03  0.119935E+02  0.844288E+01  0.201494E+02  0.163582E+02  0.172901E+03
  0.973788E+02 -0.102634E+01  0.190919E+01  0.433671E+01  0.591952E-03  0.118282E+02  0.873391E+01  0.201494E+02  0.151460E+02  0.173464E+03
  0.973788E+02 -0.102634E+01  0.190919E+01  0.433671E+01  0.591952E-03  0.111066E+02  0.881003E+01  0.201494E+02  0.167871E+02  0.173502E+03
  0.973788E+02 -0.102634E+01  0.661362E+01  0.944415E+01  0.591952E-03  0.977784E+01  0.108238E+02  0.201494E+02  0.167871E+02  0.171383E+03
  0.973788E+02 -0.102634E+01  0.661362E+01  0.944415E+01  0.591952E-03  0.977784E+01  0.108238E+02  0.197226E+02  0.167871E+02  0.171557E+03
  0.973788E+02  0.639793E+01 -0.158100E+01  0.156634E+02  0.591952E-03  0.962828E+01  0.101031E+02  0.172802E+02  0.174306E+02  0.173187E+03
  0.973788E+02  0.162038E+01 -0.158100E+01  0.110096E+02  0.591952E-03  0.997658E+01  0.127696E+02  0.175202E+02  0.178360E+02  0.173725E+03
  0.973788E+02  0.203292E+01  0.548384E+01  0.420923E+01  0.900612E-03  0.874544E+01  0.110629E+02  0.208827E+02  0.178630E+02  0.170848E+03
  0.973788E+02 -0.773925E+00  0.303437E+01 -0.878334E+01  0.900612E-03  0.874544E+01  0.109217E+02  0.210391E+02  0.200638E+02  0.169650E+03
  0.973788E+02 -0.773925E+00  0.303437E+01 -0.446436E+01  0.900612E-03  0.895121E+01  0.109217E+02  0.203394E+02  0.212164E+02  0.169876E+03
  0.973788E+02 -0.773925E+00 -0.521342E+01 -0.446436E+01  0.600028E-03  0.104474E+02  0.109217E+02  0.201522E+02  0.189274E+02  0.173218E+03
  0.973788E+02 -0.773925E+00 -0.521342E+01 -0.662895E+01  0.600028E-03  0.107282E+02  0.119090E+02  0.207938E+02  0.178098E+02  0.172754E+03
  0.973788E+02 -0.362374E+00 -0.521342E+01 -0.625396E+01  0.600028E-03  0.107080E+02  0.126366E+02  0.253975E+02  0.175289E+02  0.170233E+03
  0.973788E+02 -0.362374E+00 -0.653611E+01 -0.570503E+01  0.676169E-03  0.114784E+02  0.130554E+02  0.241579E+02  0.156651E+02  0.170516E+03
  0.973788E+02 -0.362374E+00  0.947184E+00  0.398500E+01  0.676169E-03  0.130138E+02  0.130554E+02  0.240540E+02  0.162396E+02  0.169987E+03
  0.973788E+02 -0.362374E+00 -0.297458E+01  0.398500E+01  0.676169E-03  0.130138E+02  0.130554E+02  0.241048E+02  0.187763E+02  0.169294E+03
  0.973788E+02  0.578772E+01 -0.297458E+01  0.922446E+01  0.676169E-03  0.125028E+02  0.132270E+02  0.236969E+02  0.164748E+02  0.169313E+03
  0.973788E+02  0.578772E+01 -0.297458E+01  0.141890E+02  0.676169E-03  0.123992E+02  0.129568E+02  0.221381E+02  0.179224E+02  0.169543E+03
  0.973788E+02  0.423639E+00 -0.297458E+01  0.954035E+01  0.676169E-03  0.123992E+02  0.134584E+02  0.225899E+02  0.184297E+02  0.169907E+03
  0.973788E+02  0.423639E+00 -0.297458E+01  0.919214E+01  0.676169E-03  0.133734E+02  0.120527E+02  0.237118E+02  0.172394E+02  0.169964E+03
  0.973788E+02  0.423639E+00 -0.713448E+01  0.509477E+01  0.676169E-03  0.154441E+02  0.122210E+02  0.225265E+02  0.128700E+02  0.169092E+03
  0.973788E+02 -0.999036E-01 -0.713448E+01  0.165354E+02  0.676169E-03  0.164569E+02  0.127538E+02  0.225265E+02  0.128700E+02  0.165499E+03
  0.973788E+02 -0.999036E-01 -0.920583E+01  0.145514E+02  0.676169E-03  0.164569E+02  0.131748E+02  0.196741E+02  0.129546E+02  0.166538E+03
  0.973788E+02 -0.999036E-01 -0.127481E+02  0.218582E+01  0.676169E-03  0.164569E+02  0.131748E+02  0.187567E+02  0.143963E+02  0.167914E+03
  0.973788E+02 -0.553595E+00 -0.127481E+02  0.548473E+01  0.676169E-03  0.176781E+02  0.152880E+02  0.203438E+02  0.134062E+02  0.164246E+03
  0.973788E+02 -0.553595E+00 -0.131164E+02 -0.489241E+00  0.676169E-03  0.173946E+02  0.154840E+02  0.194836E+02  0.117708E+02  0.164688E+03
  0.973788E+02 -0.553595E+00 -0.651718E+01 -0.858433E+01  0.546467E-03  0.168474E+02  0.143133E+02  0.205280E+02  0.106674E+02  0.166604E+03
  0.973788E+02 -0.553595E+00 -0.268004E-02 -0.171766E+01  0.662393E-03  0.168474E+02  0.139389E+02  0.217886E+02  0.146591E+02  0.168204E+03
  0.973788E+02 -0.553595E+00 -0.573595E+01  0.692093E+01  0.662393E-03  0.160769E+02  0.123727E+02  0.210520E+02  0.167122E+02  0.168929E+03
  0.973788E+02 -0.385901E+00 -0.573595E+01  0.692093E+01  0.441170E-03  0.162062E+02  0.118539E+02  0.191671E+02  0.182264E+02  0.168397E+03
  0.970256E+02 -0.385901E+00 -0.573595E+01 -0.236226E+01  0.441170E-03  0.160346E+02  0.114671E+02  0.221407E+02  0.179554E+02  0.168178E+03
  0.970256E+02 -0.175172E+01 -0.313651E+01 -0.236226E+01  0.441170E-03  0.162784E+02  0.109494E+02  0.205256E+02  0.167230E+02  0.169018E+03
  0.970256E+02  0.262359E+01 -0.313651E+01 -0.236226E+01  0.441170E-03  0.166331E+02  0.109494E+02  0.211042E+02  0.139134E+02  0.168850E+03
  0.970256E+02  0.262359E+01  0.123295E+01 -0.190586E+01  0.649798E-03  0.157309E+02  0.926796E+01  0.212998E+02  0.136197E+02  0.170387E+03
  0.970256E+02  0.262359E+01 -0.170511E+01  0.634974E+01  0.649798E-03  0.164363E+02  0.100726E+02  0.189340E+02  0.140928E+02  0.171374E+03
  0.970256E+02  0.262359E+01 -0.170511E+01  0.634974E+01  0.649798E-03  0.176799E+02  0.100726E+02  0.189340E+02  0.143719E+02  0.170335E+03
  0.970256E+02  0.262359E+01 -0.461674E+01  0.634974E+01  0.649798E-03  0.147835E+02  0.927313E+01  0.176358E+02  0.150665E+02  0.172792E+03
  0.970256E+02 -0.130316E+01 -0.461674E+01  0.537596E+01  0.649798E-03  0.145576E+02  0.927313E+01  0.176358E+02  0.126686E+02  0.171982E+03
  0.970256E+02  0.135941E+00 -0.596506E+01 -0.862412E+01  0.649798E-03  0.141769E+02  0.962556E+01  0.159373E+02  0.126686E+02  0.172844E+03
  0.970256E+02  0.135941E+00  0.252748E+01  0.291262E+01  0.649798E-03  0.134950E+02  0.882935E+01  0.132741E+02  0.144958E+02  0.173783E+03
  0.970256E+02  0.255103E+01  0.252748E+01  0.291262E+01  0.649798E-03  0.137471E+02  0.789753E+01  0.114193E+02  0.133483E+02  0.172785E+03
  0.970256E+02  0.255103E+01  0.252748E+01  0.291262E+01  0.649798E-03  0.137471E+02  0.773974E+01  0.113203E+02  0.126472E+02  0.172490E+03
  0.970256E+02  0.255103E+01  0.252748E+01 -0.346453E+01  0.649798E-03  0.122561E+02  0.659734E+01  0.107612E+02  0.127194E+02  0.171131E+03
  0.970256E+02  0.255103E+01 -0.136233E+00 -0.651332E+01  0.649798E-03  0.136752E+02  0.898906E+01  0.994236E+01  0.125131E+02  0.171188E+03
