"X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15"
0 0 0 0 0 0 0 1 -0.908059335505071 0.736857635196868 -0.509811200627796 0.257499708733808 0 0
0 0 0 0 0 0 0 1 -0.897843706116746 0.70918498092018 -0.462666315241684 0.195064832860815 0 0
0 0 0 0 0 0 0 1 -0.887628076728421 0.681825403894893 -0.416926902054056 0.136263989440347 0 0
0 0 0 0 0 0 0 1 -0.877412447340095 0.654778904121004 -0.372576969659063 0.0809972457586977 0 0
0 0 0 0 0 0 0 1 -0.86719681795177 0.628045481598513 -0.329600526650849 0.0291658126380915 0 0
0 0 0 0 0 0 0 1 -0.856981188563444 0.601625136327421 -0.287981581623566 -0.0193279555633131 0 0
0 0 0 0 0 0 0 1 -0.846765559175119 0.575517868307728 -0.247704143171364 -0.0645805609514314 0 0
0 0 0 0 0 0 0 1 -0.836549929786794 0.549723677539435 -0.208752219888392 -0.106687362096251 0 0
0 0 0 0 0 0 0 1 -0.826334300398468 0.524242564022539 -0.171109820368795 -0.145742574031832 0 0
0 0 0 0 0 0 0 1 -0.816118671010143 0.499074527757044 -0.134760953206727 -0.181839268256299 0 0
0 0 0 0 0 0 0 1 -0.805903041621818 0.474219568742947 -0.0996896269963339 -0.215069372731853 0 0
0 0 0 0 0 0 0 1 -0.795687412233492 0.449677686980248 -0.0658798503317644 -0.245523671884766 0 0
0 0 0 0 0 0 0 1 -0.785471782845167 0.425448882468948 -0.0333156318071692 -0.273291806605378 0 0
0 0 0 0 0 0 0 1 -0.775256153456842 0.401533155209047 -0.00198098001669707 -0.298462274248101 0 0
0 0 0 0 0 0 0 1 -0.765040524068517 0.377930505200546 0.0281400964455033 -0.321122428631421 0 0
0 0 0 0 0 0 0 1 -0.754824894680191 0.354640932443442 0.0570635889852842 -0.341358480037891 0 0
0 0 0 0 0 0 0 1 -0.744609265291865 0.331664436937738 0.0848054890084953 -0.359255495214136 0 0
0 0 0 0 0 0 0 1 -0.73439363590354 0.309001018683432 0.111381787920987 -0.374897397370853 0 0
0 0 0 0 0 0 0 1 -0.724178006515215 0.286650677680526 0.136808477128612 -0.388366966182811 0 0
0 0 0 0 0 0 0 1 -0.713962377126889 0.264613413929018 0.161101548037221 -0.399745837788846 0 0
0 0 0 0 0 0 0 1 -0.703746747738564 0.242889227428909 0.184276992052664 -0.40911450479187 0 0
0 0 0 0 0 0 0 1 -0.693531118350239 0.221478118180199 0.206350800580793 -0.416552316258862 0 0
0 0 0 0 0 0 0 1 -0.683315488961914 0.200380086182888 0.227338965027458 -0.422137477720873 0 0
0 0 0 0 0 0 0 1 -0.673099859573588 0.179595131436976 0.247257476798511 -0.425947051173028 0 0
0 0 0 0 0 0 0 1 -0.662884230185263 0.159123253942463 0.266122327299803 -0.428056955074518 0 0
