"Date";"t_minutes";"Q";"id_time_interval";"name_id"
2008-10-03 15:05:00;65;82.484;5;"RHONE_300"
2008-10-03 15:48:00;108;86.102;5;"RHONE_300"
2008-10-03 16:34:00;154;96.235;5;"RHONE_300"
2008-10-03 17:11:00;191;100.577;5;"RHONE_300"
2008-10-03 17:30:00;210;100.577;5;"RHONE_300"
2008-10-03 18:36:00;276;96.235;5;"RHONE_300"
2008-10-03 19:59:00;359;80.312;5;"RHONE_300"
2008-10-03 20:11:00;371;75.97;5;"RHONE_300"
2008-10-03 20:23:00;383;74.522;5;"RHONE_300"
2008-10-03 20:48:00;408;68.732;5;"RHONE_300"
2008-10-03 21:48:00;468;60.047;5;"RHONE_300"
2008-10-04 00:48:00;648;53.558;5;"RHONE_300"
2008-10-04 01:12:00;672;50.533;5;"RHONE_300"
2008-10-04 02:42:00;762;46.045;5;"RHONE_300"
2008-10-04 04:59:00;899;42.864;5;"RHONE_300"
2008-10-04 07:00:00;1020;42.864;5;"RHONE_300"
2008-10-04 08:11:00;1091;41.045;5;"RHONE_300"
2008-10-04 09:24:00;1164;41.045;5;"RHONE_300"
2008-10-04 09:48:00;1188;41.955;5;"RHONE_300"
2008-10-04 10:47:00;1247;41.955;5;"RHONE_300"
2008-10-04 11:11:00;1271;41.045;5;"RHONE_300"
2008-10-04 15:48:00;1548;41.045;5;"RHONE_300"
2008-10-04 18:12:00;1692;31.841;5;"RHONE_300"
2008-10-04 20:30:00;1830;28.181;5;"RHONE_300"
2008-10-04 23:36:00;2016;25.852;5;"RHONE_300"
2008-10-05 00:48:00;2088;25.852;5;"RHONE_300"
2008-10-05 01:12:00;2112;25.186;5;"RHONE_300"
2008-10-05 07:12:00;2472;25.186;5;"RHONE_300"
2008-10-05 07:34:00;2494;26.517;5;"RHONE_300"
2008-10-05 08:36:00;2556;33.838;5;"RHONE_300"
2008-10-05 09:24:00;2604;36.5;5;"RHONE_300"
2008-10-05 09:41:00;2621;36.955;5;"RHONE_300"
2008-10-05 10:59:00;2699;38.318;5;"RHONE_300"
2008-10-05 20:23:00;3263;38.318;5;"RHONE_300"
2008-10-05 21:00:00;3300;40.136;5;"RHONE_300"
2008-10-05 22:00:00;3360;45.591;5;"RHONE_300"
2008-10-05 22:12:00;3372;47.508;5;"RHONE_300"
2008-10-05 22:34:00;3394;52.55;5;"RHONE_300"
