"Date";"t_minutes";"Q";"id_time_interval"
2023-03-22 09:51:40;51.6666666666667;66.626;1
2023-03-22 11:35:00;155;64.762;1
2023-03-22 13:05:00;245;65.694;1
2023-03-22 14:00:00;300;68.756;1
2023-03-22 17:10:00;490;70.087;1
2023-03-23 09:48:20;1488.33333333333;70.087;1
2023-03-23 10:58:20;1558.33333333333;65.294;1
2023-03-23 13:03:20;1683.33333333333;59.199;1
2023-03-23 22:46:40;2266.66666666667;57.024;1
2023-03-24 19:43:20;3523.33333333333;55.501;1
2023-03-24 20:16:40;3556.66666666667;53.326;1
2023-03-24 20:58:20;3598.33333333333;49.411;1
2023-03-24 21:18:20;3618.33333333333;48.976;1
2023-03-24 21:38:20;3638.33333333333;48.976;1
2023-03-24 22:03:20;3663.33333333333;50.825;1
2023-03-24 22:26:40;3686.66666666667;54.849;1
2023-03-24 22:50:00;3710;57.35;1
2023-03-24 23:25:00;3745;58.111;1
2023-03-25 06:18:20;4158.33333333333;54.414;1
2023-03-25 07:01:40;4201.66666666667;51.151;1
2023-03-25 08:00:00;4260;48.976;1
2023-03-25 08:43:20;4303.33333333333;50.499;1
2023-03-25 09:28:20;4348.33333333333;53.326;1
2023-03-25 11:23:20;4463.33333333333;54.849;1
2023-03-25 12:03:20;4503.33333333333;57.676;1
2023-03-25 12:40:00;4540;58.111;1
2023-03-25 17:03:20;4803.33333333333;55.936;1
2023-03-26 14:53:20;6113.33333333333;55.936;1
2023-03-26 17:06:40;6246.66666666667;64.762;1
2023-03-26 17:33:20;6273.33333333333;66.093;1
2023-03-26 19:40:00;6400;67.957;1
2023-03-26 21:15:00;6495;74.081;1
2023-03-26 23:25:00;6625;78.607;1
2023-03-27 01:06:40;6726.66666666667;86.5;1
2023-03-27 05:38:20;6998.33333333333;88.63;1
2023-03-27 07:43:20;7123.33333333333;92.587;1
2023-03-27 13:23:20;7463.33333333333;97.761;1
2023-03-27 14:41:40;7541.66666666667;97.152;1
2023-03-27 16:05:00;7625;90.152;1
2023-03-27 17:46:40;7726.66666666667;89.543;1
2023-03-27 21:08:20;7928.33333333333;90.152;1
2023-03-27 22:06:40;7986.66666666667;92.587;1
2023-03-28 11:03:20;8763.33333333333;92.587;1
2023-03-28 11:38:20;8798.33333333333;93.196;1
2023-03-28 12:16:40;8836.66666666667;96.239;1
2023-03-28 14:08:20;8948.33333333333;111.913;1
2023-03-28 16:58:20;9118.33333333333;120.368;1
2023-03-28 19:20:00;9260;125.832;1
2023-03-28 23:53:20;9533.33333333333;126.561;1
2023-03-29 02:03:20;9663.33333333333;125.832;1
2023-03-29 02:26:40;9686.66666666667;123.464;1
2023-03-29 03:45:00;9765;112.37;1
2023-03-29 05:01:40;9841.66666666667;97.152;1
2023-03-29 05:31:40;9871.66666666667;92.587;1
2023-03-29 06:43:20;9943.33333333333;85.587;1
2023-03-29 08:18:20;10038.3333333333;74.613;1
2023-03-29 09:23:20;10103.3333333333;70.619;1
2023-03-29 09:50:00;10130;70.087;1
2023-03-29 10:11:40;10151.6666666667;70.087;1
2023-03-29 10:41:40;10181.6666666667;73.282;1
2023-03-29 11:40:00;10240;91.674;1
2023-03-29 12:03:20;10263.3333333333;98.217;1
2023-03-29 13:03:20;10323.3333333333;107.804;1
2023-03-29 14:00:00;10380;110.848;1
2023-03-29 15:13:20;10453.3333333333;112.37;1
2023-03-29 17:31:40;10591.6666666667;112.978;1
2023-03-29 21:26:40;10826.6666666667;110.848;1
2023-03-29 23:51:40;10971.6666666667;86.5;1
2023-03-30 01:53:20;11093.3333333333;73.282;1
2023-03-30 02:35:00;11135;70.619;1
2023-03-30 04:25:00;11245;67.957;1
2023-03-30 06:28:20;11368.3333333333;67.957;1
2023-03-30 06:53:20;11393.3333333333;70.087;1
2023-03-30 08:23:20;11483.3333333333;74.081;1
2023-03-31 11:13:20;13093.3333333333;74.081;1
2023-03-31 13:33:20;13233.3333333333;65.294;1
2023-03-31 18:20:00;13520;62.099;1
2023-03-31 19:05:00;13565;60.286;1
2023-03-31 20:58:20;13678.3333333333;59.199;1
2023-04-01 17:33:20;14913.3333333333;57.676;1
2023-04-01 20:23:20;15083.3333333333;58.111;1
2023-04-01 20:56:40;15116.6666666667;61.374;1
2023-04-01 21:36:40;15156.6666666667;69.288;1
2023-04-01 22:10:00;15190;74.081;1
2023-04-01 22:43:20;15223.3333333333;77.675;1
2023-04-01 23:16:40;15256.6666666667;79.406;1
2023-04-02 08:46:40;15826.6666666667;88.63;1
2023-04-02 09:35:00;15875;90.152;1
2023-04-02 11:00:00;15960;97.152;1
2023-04-02 14:06:40;16146.6666666667;102.326;1
2023-04-02 16:06:40;16266.6666666667;109.326;1
2023-04-02 17:08:20;16328.3333333333;110.848;1
2023-04-02 21:21:40;16581.6666666667;113.891;1
2023-04-03 00:41:40;16781.6666666667;114.5;1
2023-04-03 10:21:40;17361.6666666667;112.37;1
2023-04-03 18:18:20;17838.3333333333;112.978;1
2023-04-03 19:48:20;17928.3333333333;121.643;1
2023-04-03 20:23:20;17963.3333333333;124.011;1
2023-04-03 21:26:40;18026.6666666667;125.832;1
2023-04-04 04:53:20;18473.3333333333;126.561;1
2023-04-04 08:31:40;18691.6666666667;125.832;1
2023-04-04 10:01:40;18781.6666666667;119.275;1
2023-04-04 14:06:40;19026.6666666667;115.413;1
2023-04-04 14:45:00;19065;113.891;1
2023-04-04 15:36:40;19116.6666666667;109.326;1
2023-04-04 17:15:00;19215;94.109;1
2023-04-04 17:58:20;19258.3333333333;88.63;1
2023-04-04 20:06:40;19386.6666666667;77.276;1
2023-04-04 20:33:20;19413.3333333333;75.944;1
2023-04-04 21:30:00;19470;75.412;1
