a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        
   0.100540E+03   0.155137E-03   0.162658E-03   0.306852E-03   0.499514E-03   0.108620E-02   0.109838E-02   0.196470E-03   0.101403E-02   0.131043E-03   0.208510E+03
   0.100647E+03   0.155137E-03   0.162658E-03   0.306852E-03   0.499514E-03   0.108620E-02   0.109838E-02   0.273441E-03   0.346500E-03   0.131043E-03   0.209712E+03
   0.100647E+03   0.155137E-03   0.162658E-03   0.306852E-03   0.499514E-03   0.108620E-02   0.820121E-03   0.145232E-02   0.346500E-03   0.131043E-03   0.208057E+03
   0.988697E+02   0.155137E-03   0.162658E-03   0.306852E-03   0.499514E-03   0.108620E-02   0.820121E-03   0.145595E-02   0.294919E-03   0.131043E-03   0.207641E+03
   0.991927E+02   0.155137E-03   0.162658E-03   0.306852E-03   0.499514E-03   0.108620E-02   0.820121E-03   0.145595E-02   0.294919E-03   0.131043E-03   0.208381E+03
   0.991927E+02   0.327996E-03   0.162658E-03   0.306852E-03   0.499514E-03   0.877604E-03   0.820121E-03   0.145595E-02   0.334668E-03   0.131043E-03   0.208824E+03
   0.100005E+03   0.327996E-03   0.162658E-03   0.685228E-03   0.499514E-03   0.877604E-03   0.820121E-03   0.166928E-02   0.334668E-03   0.775242E-03   0.208466E+03
   0.100005E+03   0.112915E-02   0.162658E-03   0.685228E-03   0.499514E-03   0.877604E-03   0.820121E-03   0.880403E-03   0.334668E-03   0.775242E-03   0.208708E+03
   0.100005E+03   0.112915E-02   0.162658E-03   0.901684E-03   0.499514E-03   0.877604E-03   0.820121E-03   0.555975E-03   0.334668E-03   0.775242E-03   0.208980E+03
   0.100005E+03   0.112915E-02   0.886005E-03   0.901684E-03   0.499514E-03   0.149588E-02   0.820121E-03   0.555975E-03   0.634899E-05   0.775242E-03   0.207120E+03
   0.100005E+03   0.112915E-02   0.886005E-03   0.901684E-03   0.499514E-03   0.149588E-02   0.820121E-03   0.555975E-03   0.634899E-05   0.563090E-03   0.207559E+03
   0.100005E+03   0.165657E-02   0.886005E-03   0.901684E-03   0.499514E-03   0.149588E-02   0.820121E-03   0.555975E-03   0.752587E-03   0.563090E-03   0.205604E+03
   0.100067E+03   0.165657E-02   0.886005E-03   0.901684E-03   0.499514E-03   0.189704E-02   0.820121E-03   0.958201E-03   0.752587E-03   0.891784E-03   0.203426E+03
   0.100067E+03   0.122740E-02   0.626041E-03   0.901684E-03   0.499514E-03   0.189704E-02   0.820121E-03   0.958201E-03   0.120756E-02   0.146293E-03   0.204736E+03
   0.100067E+03   0.122740E-02   0.626041E-03   0.901684E-03   0.499514E-03   0.189704E-02   0.820121E-03   0.958201E-03   0.120756E-02   0.146293E-03   0.204736E+03
   0.100067E+03   0.370275E-03   0.216681E-03   0.901684E-03   0.499514E-03   0.984070E-04   0.154261E-02   0.667030E-03   0.120756E-02   0.146293E-03   0.207915E+03
   0.100067E+03   0.370275E-03   0.216681E-03   0.901684E-03   0.313771E-03   0.984070E-04   0.154261E-02   0.516707E-03   0.120756E-02   0.146293E-03   0.207678E+03
   0.100067E+03   0.370275E-03   0.216681E-03   0.986896E-03   0.165474E-02   0.984070E-04   0.546199E-03   0.150853E-02   0.687875E-03   0.146293E-03   0.207302E+03
   0.100067E+03   0.370275E-03   0.216681E-03   0.986896E-03   0.957993E-03   0.163285E-02   0.546199E-03   0.150853E-02   0.687875E-03   0.146293E-03   0.206934E+03
   0.100067E+03   0.370275E-03   0.216681E-03   0.106562E-02   0.957993E-03   0.163285E-02   0.546199E-03   0.206090E-02   0.687875E-03   0.957685E-03   0.204682E+03
   0.100719E+03   0.370275E-03   0.576746E-03   0.167122E-02   0.957993E-03   0.163285E-02   0.911900E-03   0.206090E-02   0.687875E-03   0.530607E-03   0.203762E+03
   0.995753E+02   0.370275E-03   0.576746E-03   0.462436E-03   0.957993E-03   0.163285E-02   0.911900E-03   0.206090E-02   0.687875E-03   0.530607E-03   0.205875E+03
   0.977376E+02   0.370275E-03   0.576746E-03   0.462436E-03   0.957993E-03   0.163285E-02   0.911900E-03   0.136623E-02   0.687875E-03   0.530607E-03   0.202859E+03
   0.999979E+02   0.370275E-03   0.576746E-03   0.462436E-03   0.957993E-03   0.219782E-03   0.911900E-03   0.949383E-03   0.687875E-03   0.530607E-03   0.209760E+03
   0.999979E+02   0.370275E-03   0.138052E-03   0.110659E-02   0.957993E-03   0.219782E-03   0.911900E-03   0.669154E-03   0.687875E-03   0.530607E-03   0.209611E+03
   0.999979E+02   0.154734E-04   0.954949E-03   0.110659E-02   0.114601E-02   0.114271E-02   0.911900E-03   0.931162E-03   0.687875E-03   0.530607E-03   0.206956E+03
   0.999979E+02   0.154734E-04   0.954949E-03   0.110659E-02   0.114601E-02   0.114271E-02   0.911900E-03   0.931162E-03   0.687875E-03   0.530607E-03   0.206956E+03
   0.999979E+02   0.154734E-04   0.954949E-03   0.110659E-02   0.283951E-02   0.114271E-02   0.911900E-03   0.931162E-03   0.905282E-03   0.497338E-03   0.203921E+03
   0.999979E+02   0.127436E-02   0.954949E-03   0.930228E-03   0.283951E-02   0.114271E-02   0.911900E-03   0.931162E-03   0.905282E-03   0.497338E-03   0.202784E+03
   0.987561E+02   0.832228E-03   0.954949E-03   0.930228E-03   0.461956E-02   0.114271E-02   0.119208E-02   0.793246E-03   0.119120E-02   0.497338E-03   0.200230E+03
   0.987561E+02   0.188041E-03   0.954949E-03   0.930228E-03   0.348569E-02   0.125687E-02   0.184894E-02   0.793246E-03   0.119120E-02   0.497338E-03   0.200233E+03
   0.987561E+02   0.188041E-03   0.954949E-03   0.930228E-03   0.170359E-02   0.125687E-02   0.137576E-02   0.793246E-03   0.119120E-02   0.497338E-03   0.203332E+03
   0.997034E+02   0.188041E-03   0.954949E-03   0.930228E-03   0.170359E-02   0.142778E-02   0.137576E-02   0.793246E-03   0.119120E-02   0.497338E-03   0.204201E+03
   0.100622E+03   0.553260E-03   0.954949E-03   0.930228E-03   0.170359E-02   0.142778E-02   0.137576E-02   0.793246E-03   0.119120E-02   0.497338E-03   0.204072E+03
   0.100622E+03   0.310949E-03   0.954949E-03   0.765398E-04   0.170359E-02   0.142778E-02   0.283326E-02   0.793246E-03   0.119120E-02   0.463796E-03   0.201091E+03
   0.100622E+03   0.902127E-04   0.954949E-03   0.765398E-04   0.170359E-02   0.142778E-02   0.283326E-02   0.793246E-03   0.119120E-02   0.186346E-03   0.200936E+03
   0.999266E+02   0.491732E-03   0.954949E-03   0.521225E-03   0.992858E-03   0.142778E-02   0.283326E-02   0.793246E-03   0.119120E-02   0.186346E-03   0.203841E+03
   0.100817E+03   0.491732E-03   0.173658E-02   0.521225E-03   0.992858E-03   0.142778E-02   0.283326E-02   0.793246E-03   0.119120E-02   0.186346E-03   0.201681E+03
   0.100817E+03   0.696509E-03   0.106495E-02   0.521225E-03   0.458051E-03   0.142778E-02   0.283326E-02   0.793246E-03   0.119120E-02   0.410028E-03   0.202857E+03
   0.100817E+03   0.696509E-03   0.106495E-02   0.146332E-02   0.458051E-03   0.142778E-02   0.299446E-02   0.185184E-02   0.119120E-02   0.410028E-03   0.199277E+03
   0.100425E+03   0.696509E-03   0.820272E-03   0.146332E-02   0.458051E-03   0.142778E-02   0.299446E-02   0.185184E-02   0.119120E-02   0.410028E-03   0.200016E+03
   0.100425E+03   0.696509E-03   0.820272E-03   0.146332E-02   0.458051E-03   0.699223E-03   0.151715E-02   0.185184E-02   0.119120E-02   0.410028E-03   0.203589E+03
   0.100624E+03   0.696509E-03   0.820272E-03   0.146332E-02   0.638589E-03   0.699223E-03   0.151715E-02   0.257651E-03   0.117127E-02   0.410028E-03   0.206548E+03
   0.100624E+03   0.696509E-03   0.305407E-03   0.461546E-03   0.638589E-03   0.699223E-03   0.151715E-02   0.257651E-03   0.117127E-02   0.410028E-03   0.208417E+03
   0.100624E+03   0.826113E-03   0.305407E-03   0.105296E-02   0.148177E-02   0.699223E-03   0.102764E-02   0.257651E-03   0.117127E-02   0.410028E-03   0.207419E+03
   0.100624E+03   0.826113E-03   0.305407E-03   0.105296E-02   0.148177E-02   0.102429E-02   0.102764E-02   0.257651E-03   0.117127E-02   0.410028E-03   0.206832E+03
   0.100624E+03   0.826113E-03   0.305407E-03   0.105296E-02   0.148177E-02   0.102429E-02   0.102764E-02   0.257651E-03   0.117127E-02   0.410028E-03   0.206832E+03
   0.100624E+03   0.826113E-03   0.377012E-03   0.105296E-02   0.148177E-02   0.102429E-02   0.102764E-02   0.257651E-03   0.694038E-03   0.410028E-03   0.207991E+03
   0.100624E+03   0.826113E-03   0.377012E-03   0.105296E-02   0.148177E-02   0.102429E-02   0.748107E-03   0.257651E-03   0.121929E-03   0.410028E-03   0.208987E+03
   0.100624E+03   0.826113E-03   0.377012E-03   0.105296E-02   0.148177E-02   0.102429E-02   0.748107E-03   0.257651E-03   0.104857E-02   0.410028E-03   0.207465E+03
   0.100624E+03   0.320591E-03   0.377012E-03   0.105296E-02   0.137685E-02   0.102429E-02   0.748107E-03   0.257651E-03   0.202175E-02   0.410028E-03   0.206246E+03
   0.990778E+02   0.320591E-03   0.377012E-03   0.105296E-02   0.153659E-02   0.102429E-02   0.748107E-03   0.257651E-03   0.202175E-02   0.410028E-03   0.205284E+03
   0.990778E+02   0.123614E-02   0.440533E-04   0.105296E-02   0.153659E-02   0.647162E-03   0.748107E-03   0.257651E-03   0.202175E-02   0.412813E-03   0.204078E+03
   0.990778E+02   0.123614E-02   0.440533E-04   0.105296E-02   0.123312E-02   0.647162E-03   0.748107E-03   0.257651E-03   0.202175E-02   0.412813E-03   0.204547E+03
   0.990778E+02   0.123614E-02   0.440533E-04   0.973357E-03   0.123312E-02   0.647162E-03   0.748107E-03   0.257651E-03   0.202175E-02   0.412813E-03   0.204710E+03
   0.990778E+02   0.123614E-02   0.440533E-04   0.973357E-03   0.123312E-02   0.647162E-03   0.748107E-03   0.257651E-03   0.286577E-03   0.412813E-03   0.208163E+03
   0.990778E+02   0.123614E-02   0.977201E-03   0.806660E-03   0.123312E-02   0.647162E-03   0.748107E-03   0.257651E-03   0.286577E-03   0.412813E-03   0.207781E+03
   0.993393E+02   0.123614E-02   0.103200E-02   0.171724E-02   0.123312E-02   0.647162E-03   0.203666E-03   0.257651E-03   0.286577E-03   0.412813E-03   0.205556E+03
   0.101005E+03   0.123614E-02   0.133198E-03   0.171724E-02   0.123312E-02   0.647162E-03   0.301036E-03   0.257651E-03   0.286577E-03   0.412813E-03   0.206423E+03
   0.101005E+03   0.181553E-03   0.133198E-03   0.219962E-02   0.607764E-03   0.647162E-03   0.301036E-03   0.257651E-03   0.482290E-03   0.412813E-03   0.207291E+03
   0.101005E+03   0.181553E-03   0.133198E-03   0.638584E-03   0.104872E-02   0.647162E-03   0.329871E-03   0.257651E-03   0.482290E-03   0.416257E-03   0.209476E+03
   0.100001E+03   0.181553E-03   0.133198E-03   0.638584E-03   0.104872E-02   0.647162E-03   0.506017E-03   0.385964E-04   0.482290E-03   0.416257E-03   0.211298E+03
   0.100001E+03   0.181553E-03   0.133198E-03   0.638584E-03   0.150407E-02   0.647162E-03   0.506017E-03   0.385964E-04   0.482290E-03   0.184465E-03   0.210610E+03
   0.100001E+03   0.181553E-03   0.133198E-03   0.638584E-03   0.150407E-02   0.647162E-03   0.506017E-03   0.385964E-04   0.482290E-03   0.285714E-03   0.210627E+03
   0.100001E+03   0.181553E-03   0.133198E-03   0.638584E-03   0.150407E-02   0.647162E-03   0.506017E-03   0.215987E-03   0.162994E-03   0.285714E-03   0.210986E+03
   0.100001E+03   0.181553E-03   0.250208E-02   0.638584E-03   0.904152E-03   0.647162E-03   0.714681E-03   0.215987E-03   0.162994E-03   0.285714E-03   0.208118E+03
   0.100001E+03   0.181553E-03   0.212860E-02   0.638584E-03   0.904152E-03   0.177156E-02   0.714681E-03   0.215987E-03   0.208214E-03   0.285714E-03   0.206687E+03
   0.100391E+03   0.181553E-03   0.212860E-02   0.147398E-02   0.904152E-03   0.218563E-02   0.714681E-03   0.215987E-03   0.208214E-03   0.285714E-03   0.204423E+03
   0.100391E+03   0.394224E-03   0.212860E-02   0.147398E-02   0.904152E-03   0.218563E-02   0.714681E-03   0.215987E-03   0.208214E-03   0.285714E-03   0.204537E+03
   0.100391E+03   0.394224E-03   0.235657E-02   0.683078E-04   0.904152E-03   0.145884E-02   0.417115E-03   0.215987E-03   0.208214E-03   0.285714E-03   0.205524E+03
   0.985609E+02   0.394224E-03   0.235657E-02   0.683078E-04   0.904152E-03   0.163817E-03   0.417115E-03   0.126133E-02   0.223338E-03   0.906525E-03   0.202737E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.683078E-04   0.904152E-03   0.163817E-03   0.417115E-03   0.168411E-02   0.949392E-03   0.906525E-03   0.203395E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.683078E-04   0.907471E-03   0.163817E-03   0.417115E-03   0.168411E-02   0.949392E-03   0.906525E-03   0.203392E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.181653E-03   0.907471E-03   0.163817E-03   0.417115E-03   0.168411E-02   0.949392E-03   0.125571E-02   0.202780E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.832191E-03   0.907471E-03   0.163817E-03   0.417115E-03   0.168411E-02   0.553340E-04   0.991161E-03   0.204633E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.164773E-02   0.907471E-03   0.163817E-03   0.417115E-03   0.168411E-02   0.553340E-04   0.644280E-03   0.203809E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.199527E-02   0.907471E-03   0.178561E-02   0.417115E-03   0.168411E-02   0.553340E-04   0.644280E-03   0.201806E+03
   0.991582E+02   0.394224E-03   0.158959E-02   0.140274E-02   0.120985E-02   0.502176E-03   0.417115E-03   0.204453E-02   0.553340E-04   0.212191E-04   0.204165E+03
   0.991582E+02   0.743462E-03   0.158959E-02   0.140274E-02   0.120985E-02   0.502176E-03   0.215422E-03   0.418557E-03   0.553340E-04   0.212191E-04   0.206014E+03
   0.102828E+03   0.743462E-03   0.158959E-02   0.108699E-02   0.120985E-02   0.502176E-03   0.975653E-03   0.418557E-03   0.553340E-04   0.212191E-04   0.203072E+03
   0.997031E+02   0.743462E-03   0.297838E-02   0.108699E-02   0.120985E-02   0.502176E-03   0.975653E-03   0.418557E-03   0.553340E-04   0.212191E-04   0.205399E+03
   0.100077E+03   0.743462E-03   0.297838E-02   0.108699E-02   0.836683E-03   0.502176E-03   0.482403E-03   0.418557E-03   0.742291E-05   0.212191E-04   0.206352E+03
   0.100077E+03   0.743462E-03   0.145972E-02   0.117435E-02   0.836683E-03   0.502176E-03   0.482403E-03   0.418557E-03   0.742291E-05   0.212191E-04   0.208642E+03
   0.100077E+03   0.743462E-03   0.145972E-02   0.117435E-02   0.836683E-03   0.191933E-03   0.482403E-03   0.418557E-03   0.742291E-05   0.212191E-04   0.208398E+03
   0.100077E+03   0.743462E-03   0.145972E-02   0.117435E-02   0.836683E-03   0.191933E-03   0.187106E-02   0.418557E-03   0.181007E-02   0.212191E-04   0.203408E+03
   0.100808E+03   0.743462E-03   0.145972E-02   0.167955E-02   0.836683E-03   0.191933E-03   0.187106E-02   0.418557E-03   0.181007E-02   0.212191E-04   0.202411E+03
   0.100808E+03   0.743462E-03   0.145972E-02   0.167955E-02   0.836683E-03   0.191933E-03   0.187106E-02   0.418557E-03   0.181007E-02   0.115165E-02   0.201002E+03
   0.100480E+03   0.743462E-03   0.145972E-02   0.481245E-02   0.106922E-02   0.191933E-03   0.233797E-03   0.418557E-03   0.181007E-02   0.115165E-02   0.197830E+03
   0.100480E+03   0.743462E-03   0.145972E-02   0.346354E-02   0.106922E-02   0.191933E-03   0.233797E-03   0.132461E-02   0.262587E-03   0.115165E-02   0.200506E+03
   0.101165E+03   0.126672E-02   0.145972E-02   0.923925E-03   0.106922E-02   0.191933E-03   0.233797E-03   0.288000E-04   0.262587E-03   0.132835E-02   0.203536E+03
   0.101165E+03   0.126672E-02   0.145972E-02   0.569215E-03   0.106922E-02   0.191933E-03   0.233797E-03   0.288000E-04   0.262587E-03   0.475019E-03   0.205482E+03
   0.101165E+03   0.126672E-02   0.145972E-02   0.569215E-03   0.106922E-02   0.142780E-02   0.233797E-03   0.288000E-04   0.262587E-03   0.695678E-03   0.203782E+03
   0.101165E+03   0.126672E-02   0.164378E-02   0.993272E-03   0.184548E-02   0.125775E-02   0.233797E-03   0.190537E-03   0.466171E-03   0.695678E-03   0.202129E+03
   0.101165E+03   0.126672E-02   0.164378E-02   0.993272E-03   0.184548E-02   0.125775E-02   0.233797E-03   0.674124E-03   0.959561E-03   0.695678E-03   0.200759E+03
   0.101165E+03   0.126672E-02   0.164378E-02   0.993272E-03   0.184548E-02   0.125775E-02   0.189842E-02   0.674124E-03   0.959561E-03   0.695678E-03   0.200390E+03
   0.101165E+03   0.126672E-02   0.164378E-02   0.993272E-03   0.184548E-02   0.125775E-02   0.189842E-02   0.648314E-03   0.959561E-03   0.695678E-03   0.200437E+03
   0.101165E+03   0.126672E-02   0.237489E-02   0.993272E-03   0.184548E-02   0.210139E-02   0.480361E-03   0.648314E-03   0.959561E-03   0.695678E-03   0.199126E+03
   0.101222E+03   0.126672E-02   0.237489E-02   0.993272E-03   0.149284E-02   0.210139E-02   0.480361E-03   0.648314E-03   0.959561E-03   0.695678E-03   0.199651E+03
   0.101222E+03   0.126672E-02   0.103403E-02   0.993272E-03   0.149284E-02   0.236033E-04   0.370203E-03   0.648314E-03   0.959561E-03   0.695678E-03   0.204030E+03
   0.101222E+03   0.126672E-02   0.231692E-03   0.753549E-03   0.434385E-03   0.236033E-04   0.370203E-03   0.787121E-04   0.106995E-02   0.695678E-03   0.205713E+03
   0.101487E+03   0.309881E-02   0.231692E-03   0.123094E-02   0.509445E-03   0.103293E-02   0.110225E-02   0.100325E-02   0.106995E-02   0.695678E-03   0.200960E+03
   0.101487E+03   0.125272E-02   0.231692E-03   0.123094E-02   0.509445E-03   0.140695E-02   0.110225E-02   0.505230E-03   0.186330E-02   0.695678E-03   0.202401E+03
   0.991101E+02   0.125272E-02   0.231692E-03   0.169447E-03   0.509445E-03   0.662319E-03   0.110225E-02   0.505230E-03   0.186330E-02   0.608799E-03   0.204960E+03
   0.991101E+02   0.150673E-03   0.231692E-03   0.169447E-03   0.618644E-03   0.662319E-03   0.110225E-02   0.505230E-03   0.186330E-02   0.608799E-03   0.206396E+03
   0.100228E+03   0.751039E-03   0.231692E-03   0.136843E-02   0.587353E-03   0.662319E-03   0.319014E-03   0.505230E-03   0.218101E-02   0.608799E-03   0.205653E+03
   0.100228E+03   0.751039E-03   0.231692E-03   0.136843E-02   0.587353E-03   0.107626E-02   0.319014E-03   0.505230E-03   0.182472E-02   0.608799E-03   0.205556E+03
   0.100228E+03   0.438500E-03   0.231692E-03   0.512160E-03   0.587353E-03   0.107626E-02   0.116216E-02   0.505230E-03   0.182472E-02   0.608799E-03   0.207235E+03
   0.100228E+03   0.438500E-03   0.231692E-03   0.512160E-03   0.587353E-03   0.254539E-03   0.116216E-02   0.505230E-03   0.182472E-02   0.608799E-03   0.207949E+03
   0.100228E+03   0.438500E-03   0.231692E-03   0.512160E-03   0.140594E-02   0.254539E-03   0.116216E-02   0.505230E-03   0.182472E-02   0.608799E-03   0.207001E+03
   0.100228E+03   0.438500E-03   0.231692E-03   0.512160E-03   0.147917E-02   0.254539E-03   0.116216E-02   0.505230E-03   0.127750E-03   0.497210E-04   0.210364E+03
   0.100228E+03   0.438500E-03   0.231692E-03   0.512160E-03   0.141651E-02   0.254539E-03   0.113939E-02   0.505230E-03   0.127750E-03   0.497210E-04   0.210511E+03
   0.100228E+03   0.438500E-03   0.210656E-03   0.512160E-03   0.141651E-02   0.254539E-03   0.993479E-03   0.505230E-03   0.127750E-03   0.497210E-04   0.210736E+03
   0.994990E+02   0.466615E-03   0.210656E-03   0.942458E-03   0.141651E-02   0.254539E-03   0.993479E-03   0.188889E-02   0.235465E-03   0.497210E-04   0.207183E+03
   0.994990E+02   0.466615E-03   0.210656E-03   0.427406E-03   0.141651E-02   0.254539E-03   0.993479E-03   0.188889E-02   0.235465E-03   0.368080E-03   0.207778E+03
   0.994990E+02   0.517264E-03   0.315271E-03   0.427406E-03   0.141651E-02   0.254539E-03   0.993479E-03   0.338205E-03   0.138296E-02   0.368080E-03   0.208181E+03
   0.994990E+02   0.517264E-03   0.390328E-03   0.427406E-03   0.141651E-02   0.755831E-03   0.993479E-03   0.338205E-03   0.138296E-02   0.368080E-03   0.208182E+03
   0.994990E+02   0.616250E-03   0.390328E-03   0.427406E-03   0.141651E-02   0.755831E-03   0.993479E-03   0.338205E-03   0.138296E-02   0.213317E-03   0.208083E+03
   0.994990E+02   0.616250E-03   0.390328E-03   0.427406E-03   0.141651E-02   0.126591E-02   0.993479E-03   0.338205E-03   0.193553E-02   0.663294E-03   0.205630E+03
   0.994990E+02   0.616250E-03   0.390328E-03   0.427406E-03   0.141651E-02   0.126591E-02   0.993479E-03   0.338205E-03   0.193553E-02   0.663294E-03   0.205630E+03
   0.994990E+02   0.616250E-03   0.334407E-03   0.569521E-03   0.141651E-02   0.146191E-02   0.993479E-03   0.338205E-03   0.167873E-02   0.663294E-03   0.205743E+03
   0.994990E+02   0.616250E-03   0.334407E-03   0.383736E-03   0.141651E-02   0.146191E-02   0.993479E-03   0.338205E-03   0.505147E-03   0.179794E-03   0.208834E+03
   0.994990E+02   0.616250E-03   0.334407E-03   0.383736E-03   0.142659E-02   0.113651E-02   0.233041E-03   0.338205E-03   0.505147E-03   0.179794E-03   0.209130E+03
   0.994990E+02   0.400826E-03   0.334407E-03   0.192216E-02   0.142659E-02   0.113651E-02   0.233041E-03   0.338205E-03   0.133847E-02   0.179794E-03   0.205017E+03
   0.995322E+02   0.126711E-02   0.334407E-03   0.105997E-02   0.142659E-02   0.113651E-02   0.233041E-03   0.337047E-03   0.133847E-02   0.179794E-03   0.205075E+03
   0.100570E+03   0.126711E-02   0.334407E-03   0.105997E-02   0.142659E-02   0.113651E-02   0.121917E-02   0.337047E-03   0.133847E-02   0.179794E-03   0.205084E+03
   0.989886E+02   0.126711E-02   0.334407E-03   0.675389E-03   0.142659E-02   0.863471E-04   0.121917E-02   0.337047E-03   0.133847E-02   0.179794E-03   0.205042E+03
   0.989886E+02   0.929034E-03   0.334407E-03   0.675389E-03   0.269994E-02   0.123633E-02   0.121917E-02   0.337047E-03   0.133847E-02   0.179794E-03   0.203729E+03
   0.989886E+02   0.877200E-03   0.334407E-03   0.675389E-03   0.269994E-02   0.123633E-02   0.121917E-02   0.337047E-03   0.113249E-02   0.179794E-03   0.204297E+03
   0.989886E+02   0.877200E-03   0.334407E-03   0.136466E-02   0.516111E-02   0.123633E-02   0.121917E-02   0.337047E-03   0.144902E-02   0.179794E-03   0.199910E+03
   0.989886E+02   0.877200E-03   0.334407E-03   0.136466E-02   0.692259E-02   0.242344E-02   0.121917E-02   0.337047E-03   0.113235E-02   0.396564E-02   0.191664E+03
   0.101038E+03   0.877200E-03   0.281067E-03   0.136466E-02   0.692259E-02   0.189751E-02   0.101145E-02   0.337047E-03   0.113235E-02   0.341957E-02   0.193670E+03
   0.101038E+03   0.112008E-02   0.842135E-03   0.271289E-03   0.635273E-02   0.790042E-03   0.101145E-02   0.337047E-03   0.113235E-02   0.341957E-02   0.195289E+03
   0.101038E+03   0.460674E-03   0.763678E-03   0.271289E-03   0.419898E-02   0.356712E-03   0.101145E-02   0.219167E-03   0.113235E-02   0.341957E-02   0.198466E+03
   0.100927E+03   0.460674E-03   0.763678E-03   0.271289E-03   0.475901E-04   0.317837E-03   0.981885E-03   0.219167E-03   0.113235E-02   0.197186E-02   0.203446E+03
   0.100927E+03   0.402799E-03   0.763678E-03   0.271289E-03   0.475901E-04   0.317837E-03   0.981885E-03   0.219167E-03   0.113235E-02   0.915393E-03   0.205631E+03
   0.100927E+03   0.816444E-03   0.763678E-03   0.271289E-03   0.295392E-02   0.317837E-03   0.880970E-03   0.219167E-03   0.140237E-02   0.147566E-02   0.201912E+03
   0.100927E+03   0.816444E-03   0.763678E-03   0.271289E-03   0.159806E-02   0.317837E-03   0.880970E-03   0.219167E-03   0.140237E-02   0.287421E-03   0.206098E+03
   0.100927E+03   0.840596E-03   0.763678E-03   0.271289E-03   0.157071E-02   0.317837E-03   0.880970E-03   0.153816E-03   0.844584E-03   0.111517E-03   0.207271E+03
   0.100927E+03   0.840596E-03   0.763678E-03   0.706207E-03   0.195094E-02   0.317837E-03   0.880970E-03   0.152022E-02   0.819623E-03   0.596618E-03   0.205086E+03
   0.100927E+03   0.840596E-03   0.183791E-03   0.706207E-03   0.177663E-02   0.317837E-03   0.296147E-02   0.152022E-02   0.819623E-03   0.532210E-03   0.202604E+03
   0.100927E+03   0.409419E-03   0.518948E-02   0.706207E-03   0.177663E-02   0.317837E-03   0.597626E-03   0.115248E-02   0.819623E-03   0.151645E-03   0.201010E+03
   0.100927E+03   0.409419E-03   0.163765E-02   0.706207E-03   0.177663E-02   0.547248E-03   0.393709E-03   0.115248E-02   0.819623E-03   0.151645E-03   0.204815E+03
   0.100927E+03   0.409419E-03   0.163765E-02   0.706207E-03   0.149083E-02   0.153000E-03   0.393709E-03   0.115248E-02   0.819623E-03   0.151645E-03   0.204998E+03
   0.100927E+03   0.409419E-03   0.380691E-04   0.706207E-03   0.796292E-03   0.153000E-03   0.393709E-03   0.115248E-02   0.819623E-03   0.151645E-03   0.208009E+03
   0.100927E+03   0.409419E-03   0.380691E-04   0.706207E-03   0.155360E-02   0.153000E-03   0.393709E-03   0.115248E-02   0.327857E-03   0.908188E-04   0.207719E+03
   0.100927E+03   0.218939E-03   0.380691E-04   0.706207E-03   0.159763E-02   0.153000E-03   0.393709E-03   0.115248E-02   0.327857E-03   0.908188E-04   0.207502E+03
   0.100927E+03   0.218939E-03   0.380691E-04   0.706207E-03   0.159763E-02   0.530588E-03   0.393709E-03   0.115248E-02   0.327857E-03   0.908188E-04   0.207815E+03
   0.100927E+03   0.218939E-03   0.380691E-04   0.706207E-03   0.159763E-02   0.676363E-03   0.966271E-03   0.103620E-03   0.327857E-03   0.908188E-04   0.209178E+03
   0.100927E+03   0.218939E-03   0.380691E-04   0.706207E-03   0.159763E-02   0.587495E-03   0.966271E-03   0.103620E-03   0.327857E-03   0.908188E-04   0.209285E+03
   0.100927E+03   0.218939E-03   0.380691E-04   0.706207E-03   0.159763E-02   0.706989E-04   0.966271E-03   0.103620E-03   0.327857E-03   0.908188E-04   0.208897E+03
   0.100927E+03   0.218939E-03   0.380691E-04   0.349761E-03   0.147197E-02   0.706989E-04   0.966271E-03   0.103620E-03   0.327857E-03   0.303157E-03   0.208817E+03
   0.989196E+02   0.218939E-03   0.380691E-04   0.349761E-03   0.287877E-02   0.118726E-02   0.966271E-03   0.195504E-03   0.372183E-03   0.832046E-03   0.205449E+03
   0.989196E+02   0.218939E-03   0.380691E-04   0.349761E-03   0.270595E-02   0.118726E-02   0.947276E-03   0.195504E-03   0.372183E-03   0.832046E-03   0.205690E+03
   0.989683E+02   0.218939E-03   0.770177E-03   0.349761E-03   0.270595E-02   0.446525E-03   0.133708E-02   0.695468E-03   0.372183E-03   0.111351E-05   0.206227E+03
   0.989683E+02   0.114017E-02   0.770177E-03   0.349761E-03   0.270595E-02   0.446525E-03   0.133708E-02   0.695468E-03   0.372183E-03   0.111351E-05   0.205131E+03
   0.989683E+02   0.224835E-04   0.770177E-03   0.969893E-04   0.270595E-02   0.446525E-03   0.120316E-02   0.407517E-04   0.569023E-03   0.111351E-05   0.205728E+03
