KP,Cote,ID_Cal,Date
45870,188.4548,158,13/02/11
45865,188.4334,158,13/02/11
45860,188.4385,158,13/02/11
45855,188.4481,158,13/02/11
45850,188.4417,158,13/02/11
45845,188.4346,158,13/02/11
45840,188.4423,158,13/02/11
45835,188.4359,158,13/02/11
45830,188.4403,158,13/02/11
45825,188.4467,158,13/02/11
45820,188.4348,158,13/02/11
45815,188.4273,158,13/02/11
45810,188.4375,158,13/02/11
45805,188.431,158,13/02/11
45800,188.4336,158,13/02/11
45795,188.4433,158,13/02/11
45790,188.4522,158,13/02/11
45785,188.4167,158,13/02/11
45780,188.4188,158,13/02/11
45775,188.4177,158,13/02/11
45770,188.4203,158,13/02/11
45765,188.4145,158,13/02/11
45760,188.409,158,13/02/11
45755,188.4219,158,13/02/11
45750,188.4253,158,13/02/11
45745,188.4149,158,13/02/11
45740,188.4127,158,13/02/11
45735,188.4168,158,13/02/11
45730,188.4189,158,13/02/11
45725,188.4308,158,13/02/11
45720,188.4393,158,13/02/11
45715,188.4413,158,13/02/11
45710,188.4332,158,13/02/11
45705,188.4487,158,13/02/11
45700,188.4391,158,13/02/11
45695,188.4409,158,13/02/11
45690,188.4467,158,13/02/11
45685,188.452,158,13/02/11
45680,188.4392,158,13/02/11
45675,188.4515,158,13/02/11
45670,188.4477,158,13/02/11
45665,188.4371,158,13/02/11
45660,188.4468,158,13/02/11
45655,188.4483,158,13/02/11
45650,188.4385,158,13/02/11
45645,188.4261,158,13/02/11
45640,188.4282,158,13/02/11
45635,188.4307,158,13/02/11
45630,188.4348,158,13/02/11
45625,188.4301,158,13/02/11
45620,188.4321,158,13/02/11
45615,188.4308,158,13/02/11
45610,188.4334,158,13/02/11
45605,188.4363,158,13/02/11
45600,188.4298,158,13/02/11
45595,188.437,158,13/02/11
45590,188.4283,158,13/02/11
45585,188.4252,158,13/02/11
45580,188.4382,158,13/02/11
45575,188.4383,158,13/02/11
45570,188.4363,158,13/02/11
45565,188.4291,158,13/02/11
45560,188.4382,158,13/02/11
45555,188.4384,158,13/02/11
45550,188.433,158,13/02/11
45545,188.4392,158,13/02/11
45540,188.4312,158,13/02/11
45535,188.4314,158,13/02/11
45530,188.4296,158,13/02/11
45525,188.4293,158,13/02/11
45520,188.4293,158,13/02/11
45515,188.4418,158,13/02/11
45510,188.4336,158,13/02/11
45505,188.4332,158,13/02/11
45500,188.4282,158,13/02/11
45495,188.4246,158,13/02/11
45490,188.4382,158,13/02/11
45485,188.4239,158,13/02/11
45480,188.4237,158,13/02/11
45475,188.4279,158,13/02/11
45470,188.4328,158,13/02/11
45465,188.4346,158,13/02/11
45460,188.4328,158,13/02/11
45455,188.4285,158,13/02/11
45450,188.4271,158,13/02/11
45445,188.4223,158,13/02/11
45440,188.414,158,13/02/11
45435,188.4225,158,13/02/11
45430,188.4167,158,13/02/11
45425,188.4132,158,13/02/11
45420,188.4117,158,13/02/11
45415,188.4062,158,13/02/11
45410,188.4023,158,13/02/11
45405,188.4137,158,13/02/11
45400,188.4079,158,13/02/11
45395,188.399,158,13/02/11
45390,188.3877,158,13/02/11
45385,188.3937,158,13/02/11
45380,188.3968,158,13/02/11
45375,188.3969,158,13/02/11
45370,188.3915,158,13/02/11
45365,188.3831,158,13/02/11
45360,188.3918,158,13/02/11
45355,188.3832,158,13/02/11
45350,188.382,158,13/02/11
45345,188.3771,158,13/02/11
45340,188.3794,158,13/02/11
45335,188.3749,158,13/02/11
45330,188.375,158,13/02/11
45325,188.3634,158,13/02/11
45320,188.3606,158,13/02/11
45315,188.3657,158,13/02/11
45310,188.367,158,13/02/11
45305,188.3545,158,13/02/11
45300,188.3557,158,13/02/11
45295,188.3507,158,13/02/11
45290,188.3449,158,13/02/11
45285,188.3603,158,13/02/11
45280,188.3755,158,13/02/11
45275,188.3502,158,13/02/11
45270,188.3621,158,13/02/11
45265,188.3414,158,13/02/11
45260,188.331,158,13/02/11
45255,188.3396,158,13/02/11
45250,188.3386,158,13/02/11
45245,188.3279,158,13/02/11
45240,188.3278,158,13/02/11
45235,188.3229,158,13/02/11
45230,188.3384,158,13/02/11
45225,188.3387,158,13/02/11
45220,188.3156,158,13/02/11
45215,188.305,158,13/02/11
45210,188.3095,158,13/02/11
45205,188.3055,158,13/02/11
45200,188.2933,158,13/02/11
45195,188.2947,158,13/02/11
45190,188.2912,158,13/02/11
45185,188.2996,158,13/02/11
45180,188.2993,158,13/02/11
45175,188.2901,158,13/02/11
45170,188.2948,158,13/02/11
45165,188.282,158,13/02/11
45160,188.2902,158,13/02/11
45155,188.2915,158,13/02/11
45150,188.2878,158,13/02/11
45145,188.2829,158,13/02/11
45140,188.2783,158,13/02/11
45135,188.2735,158,13/02/11
45130,188.2713,158,13/02/11
45125,188.266,158,13/02/11
45120,188.2561,158,13/02/11
45115,188.2487,158,13/02/11
45110,188.2417,158,13/02/11
45105,188.2479,158,13/02/11
45100,188.266,158,13/02/11
45095,188.2726,158,13/02/11
45090,188.2545,158,13/02/11
45085,188.257,158,13/02/11
45080,188.2549,158,13/02/11
45075,188.2407,158,13/02/11
45070,188.2346,158,13/02/11
45065,188.2341,158,13/02/11
45060,188.2231,158,13/02/11
45055,188.235,158,13/02/11
45050,188.2211,158,13/02/11
45045,188.219,158,13/02/11
45040,188.227,158,13/02/11
45035,188.2111,158,13/02/11
45030,188.2167,158,13/02/11
45025,188.2069,158,13/02/11
45020,188.2026,158,13/02/11
45015,188.1997,158,13/02/11
45010,188.2109,158,13/02/11
45005,188.2115,158,13/02/11
45000,188.2016,158,13/02/11
44995,188.2012,158,13/02/11
44990,188.2098,158,13/02/11
44985,188.2083,158,13/02/11
44980,188.1968,158,13/02/11
44975,188.1911,158,13/02/11
44970,188.1982,158,13/02/11
44965,188.1926,158,13/02/11
44960,188.2082,158,13/02/11
44955,188.197,158,13/02/11
44950,188.1963,158,13/02/11
44945,188.1884,158,13/02/11
44940,188.1907,158,13/02/11
44935,188.1859,158,13/02/11
44930,188.1838,158,13/02/11
44925,188.1861,158,13/02/11
44920,188.1917,158,13/02/11
44915,188.1865,158,13/02/11
44910,188.1853,158,13/02/11
44905,188.1722,158,13/02/11
44900,188.1748,158,13/02/11
44895,188.1779,158,13/02/11
44890,188.181,158,13/02/11
44885,188.1689,158,13/02/11
44880,188.1802,158,13/02/11
44875,188.1786,158,13/02/11
44870,188.1779,158,13/02/11
44865,188.1749,158,13/02/11
44860,188.163,158,13/02/11
44855,188.1733,158,13/02/11
44850,188.1711,158,13/02/11
44845,188.1732,158,13/02/11
44840,188.1636,158,13/02/11
44835,188.1551,158,13/02/11
44830,188.1601,158,13/02/11
44825,188.16,158,13/02/11
44820,188.1537,158,13/02/11
44815,188.1519,158,13/02/11
44810,188.1573,158,13/02/11
44805,188.154,158,13/02/11
44800,188.1484,158,13/02/11
44795,188.1509,158,13/02/11
44790,188.1606,158,13/02/11
44785,188.1542,158,13/02/11
44780,188.1422,158,13/02/11
44775,188.1462,158,13/02/11
44770,188.1445,158,13/02/11
44765,188.1368,158,13/02/11
44760,188.1515,158,13/02/11
44755,188.146,158,13/02/11
44750,188.125,158,13/02/11
44745,188.144,158,13/02/11
44740,188.137,158,13/02/11
44735,188.14,158,13/02/11
44730,188.1297,158,13/02/11
44725,188.1319,158,13/02/11
44720,188.1457,158,13/02/11
44715,188.131,158,13/02/11
44710,188.1398,158,13/02/11
44705,188.1409,158,13/02/11
44700,188.1383,158,13/02/11
44695,188.1347,158,13/02/11
44690,188.1344,158,13/02/11
44685,188.1454,158,13/02/11
44680,188.1515,158,13/02/11
44675,188.1289,158,13/02/11
44670,188.1268,158,13/02/11
44665,188.1314,158,13/02/11
44660,188.1504,158,13/02/11
44655,188.1221,158,13/02/11
44650,188.1343,158,13/02/11
44645,188.134,158,13/02/11
44640,188.1301,158,13/02/11
44635,188.1243,158,13/02/11
44630,188.1352,158,13/02/11
44625,188.1361,158,13/02/11
44620,188.1329,158,13/02/11
44615,188.1471,158,13/02/11
44610,188.1221,158,13/02/11
44605,188.1243,158,13/02/11
44600,188.1222,158,13/02/11
44595,188.1221,158,13/02/11
44590,188.1398,158,13/02/11
44585,188.1431,158,13/02/11
44580,188.1247,158,13/02/11
44575,188.1369,158,13/02/11
44570,188.133,158,13/02/11
44565,188.1608,158,13/02/11
44560,188.1395,158,13/02/11
44555,188.1292,158,13/02/11
44550,188.1463,158,13/02/11
44545,188.1222,158,13/02/11
44540,188.148,158,13/02/11
44535,188.1259,158,13/02/11
44530,188.131,158,13/02/11
44525,188.1306,158,13/02/11
44520,188.1274,158,13/02/11
44515,188.1344,158,13/02/11
44510,188.1299,158,13/02/11
44505,188.1282,158,13/02/11
44500,188.1318,158,13/02/11
44495,188.1236,158,13/02/11
44490,188.1324,158,13/02/11
44485,188.1271,158,13/02/11
44480,188.1284,158,13/02/11
44475,188.1282,158,13/02/11
44470,188.1202,158,13/02/11
44465,188.1137,158,13/02/11
44460,188.1302,158,13/02/11
44455,188.118,158,13/02/11
44450,188.1291,158,13/02/11
44445,188.1146,158,13/02/11
44440,188.1298,158,13/02/11
44435,188.1206,158,13/02/11
44430,188.1213,158,13/02/11
44425,188.1307,158,13/02/11
44420,188.1248,158,13/02/11
44415,188.136,158,13/02/11
44410,188.1438,158,13/02/11
44405,188.1269,158,13/02/11
44400,188.1173,158,13/02/11
44395,188.1258,158,13/02/11
44390,188.1323,158,13/02/11
44385,188.1308,158,13/02/11
44380,188.1302,158,13/02/11
44375,188.1317,158,13/02/11
44370,188.1401,158,13/02/11
44365,188.1297,158,13/02/11
44360,188.1335,158,13/02/11
44355,188.1287,158,13/02/11
44350,188.1388,158,13/02/11
44345,188.1304,158,13/02/11
44340,188.1347,158,13/02/11
44335,188.1248,158,13/02/11
44330,188.1239,158,13/02/11
44325,188.1256,158,13/02/11
44320,188.1309,158,13/02/11
44315,188.1287,158,13/02/11
44310,188.1259,158,13/02/11
44305,188.1326,158,13/02/11
44300,188.114,158,13/02/11
44295,188.1232,158,13/02/11
44290,188.1251,158,13/02/11
44285,188.1256,158,13/02/11
44280,188.1204,158,13/02/11
44275,188.1221,158,13/02/11
44270,188.1201,158,13/02/11
44265,188.1213,158,13/02/11
44260,188.1255,158,13/02/11
44255,188.1236,158,13/02/11
44250,188.1237,158,13/02/11
44245,188.1238,158,13/02/11
44240,188.1185,158,13/02/11
44235,188.1175,158,13/02/11
44230,188.1181,158,13/02/11
44225,188.1203,158,13/02/11
44220,188.1183,158,13/02/11
44215,188.1185,158,13/02/11
44210,188.1251,158,13/02/11
44205,188.1153,158,13/02/11
44200,188.1157,158,13/02/11
44195,188.1153,158,13/02/11
44190,188.1225,158,13/02/11
44185,188.1203,158,13/02/11
44180,188.1131,158,13/02/11
44175,188.1223,158,13/02/11
44170,188.1163,158,13/02/11
44165,188.1147,158,13/02/11
44160,188.1036,158,13/02/11
44155,188.1113,158,13/02/11
44150,188.1037,158,13/02/11
44145,188.0964,158,13/02/11
44140,188.0906,158,13/02/11
44135,188.0847,158,13/02/11
44130,188.0799,158,13/02/11
44125,188.0697,158,13/02/11
44120,188.0635,158,13/02/11
44115,188.0718,158,13/02/11
44110,188.0622,158,13/02/11
44105,188.0533,158,13/02/11
44100,188.0533,158,13/02/11
44095,188.0487,158,13/02/11
44090,188.0579,158,13/02/11
44085,188.044,158,13/02/11
44080,188.0542,158,13/02/11
44075,188.0394,158,13/02/11
44070,188.0404,158,13/02/11
44065,188.0249,158,13/02/11
44060,188.0339,158,13/02/11
44055,188.0209,158,13/02/11
44050,188.0129,158,13/02/11
44045,188.0077,158,13/02/11
44040,188.01,158,13/02/11
44035,188.0177,158,13/02/11
44030,188.0113,158,13/02/11
44025,188.0015,158,13/02/11
44020,187.9992,158,13/02/11
44015,187.9912,158,13/02/11
44010,187.986,158,13/02/11
44005,187.9882,158,13/02/11
44000,187.9714,158,13/02/11
43995,187.9771,158,13/02/11
43990,187.9683,158,13/02/11
43985,187.9588,158,13/02/11
43980,187.9513,158,13/02/11
43975,187.9601,158,13/02/11
43970,187.9754,158,13/02/11
43965,187.9851,158,13/02/11
43935,187.9288,158,13/02/11
43930,187.9127,158,13/02/11
43925,187.9242,158,13/02/11
43920,187.9369,158,13/02/11
43915,187.9156,158,13/02/11
43910,187.9087,158,13/02/11
43905,187.9073,158,13/02/11
43900,187.915,158,13/02/11
43895,187.9002,158,13/02/11
43890,187.9027,158,13/02/11
43885,187.9027,158,13/02/11
43880,187.9023,158,13/02/11
43875,187.9055,158,13/02/11
43870,187.9026,158,13/02/11
43865,187.9037,158,13/02/11
43860,187.9102,158,13/02/11
43855,187.9291,158,13/02/11
43850,187.9143,158,13/02/11
43845,187.9078,158,13/02/11
43840,187.9027,158,13/02/11
43835,187.911,158,13/02/11
43830,187.9009,158,13/02/11
43825,187.9056,158,13/02/11
43820,187.9054,158,13/02/11
43815,187.9103,158,13/02/11
43810,187.9093,158,13/02/11
43805,187.9094,158,13/02/11
43800,187.8973,158,13/02/11
43795,187.9046,158,13/02/11
43790,187.8983,158,13/02/11
43785,187.904,158,13/02/11
43780,187.9008,158,13/02/11
43775,187.9037,158,13/02/11
43770,187.8999,158,13/02/11
43765,187.9004,158,13/02/11
43760,187.9009,158,13/02/11
43755,187.8934,158,13/02/11
43750,187.9024,158,13/02/11
43745,187.9004,158,13/02/11
43740,187.8913,158,13/02/11
43735,187.8961,158,13/02/11
43730,187.8948,158,13/02/11
43725,187.8911,158,13/02/11
43720,187.9008,158,13/02/11
43715,187.8857,158,13/02/11
43710,187.8891,158,13/02/11
43705,187.887,158,13/02/11
43700,187.8904,158,13/02/11
43695,187.8902,158,13/02/11
43690,187.8871,158,13/02/11
43685,187.8861,158,13/02/11
43680,187.8864,158,13/02/11
43675,187.8821,158,13/02/11
43670,187.8906,158,13/02/11
43665,187.8716,158,13/02/11
43660,187.8759,158,13/02/11
43655,187.876,158,13/02/11
43650,187.8714,158,13/02/11
43645,187.8622,158,13/02/11
43640,187.8501,158,13/02/11
43615,187.8596,158,13/02/11
43610,187.8533,158,13/02/11
43605,187.8619,158,13/02/11
43600,187.8614,158,13/02/11
43595,187.8569,158,13/02/11
43590,187.8494,158,13/02/11
43585,187.8521,158,13/02/11
43580,187.8533,158,13/02/11
43575,187.8528,158,13/02/11
43570,187.8474,158,13/02/11
43565,187.8499,158,13/02/11
43560,187.8459,158,13/02/11
43555,187.8445,158,13/02/11
43550,187.8404,158,13/02/11
43545,187.8463,158,13/02/11
43540,187.8469,158,13/02/11
43535,187.8426,158,13/02/11
43530,187.8469,158,13/02/11
43525,187.8439,158,13/02/11
43520,187.8408,158,13/02/11
43515,187.8375,158,13/02/11
43510,187.8358,158,13/02/11
43505,187.8401,158,13/02/11
43500,187.8297,158,13/02/11
43495,187.8374,158,13/02/11
43490,187.8415,158,13/02/11
43485,187.8252,158,13/02/11
43480,187.8331,158,13/02/11
43475,187.8241,158,13/02/11
43470,187.8312,158,13/02/11
43465,187.8271,158,13/02/11
43460,187.828,158,13/02/11
43455,187.8183,158,13/02/11
43450,187.8287,158,13/02/11
43445,187.823,158,13/02/11
43440,187.817,158,13/02/11
43435,187.8217,158,13/02/11
43430,187.822,158,13/02/11
43425,187.8296,158,13/02/11
43420,187.8229,158,13/02/11
43415,187.8121,158,13/02/11
43410,187.8214,158,13/02/11
43405,187.8149,158,13/02/11
43400,187.8245,158,13/02/11
43395,187.8134,158,13/02/11
43390,187.8141,158,13/02/11
43385,187.8105,158,13/02/11
43380,187.8104,158,13/02/11
43375,187.8191,158,13/02/11
43370,187.8113,158,13/02/11
43365,187.8096,158,13/02/11
43360,187.8134,158,13/02/11
43355,187.804,158,13/02/11
43350,187.8078,158,13/02/11
43345,187.8081,158,13/02/11
43340,187.815,158,13/02/11
43335,187.8122,158,13/02/11
43330,187.8089,158,13/02/11
43325,187.8002,158,13/02/11
43320,187.8071,158,13/02/11
43315,187.8152,158,13/02/11
43310,187.8057,158,13/02/11
43305,187.8028,158,13/02/11
43300,187.7928,158,13/02/11
43295,187.7901,158,13/02/11
43290,187.8039,158,13/02/11
43285,187.7968,158,13/02/11
43280,187.7997,158,13/02/11
43275,187.7935,158,13/02/11
43270,187.7958,158,13/02/11
43265,187.7826,158,13/02/11
43260,187.7889,158,13/02/11
43255,187.7912,158,13/02/11
43250,187.7805,158,13/02/11
43245,187.7925,158,13/02/11
43240,187.7761,158,13/02/11
43235,187.7779,158,13/02/11
43230,187.7596,158,13/02/11
43225,187.7695,158,13/02/11
43220,187.7707,158,13/02/11
43215,187.7661,158,13/02/11
43210,187.7644,158,13/02/11
43205,187.7877,158,13/02/11
43200,187.7695,158,13/02/11
43195,187.766,158,13/02/11
43190,187.7647,158,13/02/11
43185,187.7706,158,13/02/11
43180,187.7593,158,13/02/11
43175,187.7655,158,13/02/11
43170,187.7575,158,13/02/11
43165,187.7613,158,13/02/11
43160,187.7502,158,13/02/11
43155,187.766,158,13/02/11
43150,187.7573,158,13/02/11
43145,187.7498,158,13/02/11
43140,187.7667,158,13/02/11
43135,187.7499,158,13/02/11
43130,187.7463,158,13/02/11
43125,187.7502,158,13/02/11
43120,187.7518,158,13/02/11
43115,187.7384,158,13/02/11
43110,187.7356,158,13/02/11
43105,187.744,158,13/02/11
43100,187.7403,158,13/02/11
43095,187.7424,158,13/02/11
43090,187.741,158,13/02/11
43085,187.7384,158,13/02/11
43080,187.7556,158,13/02/11
43075,187.7305,158,13/02/11
43070,187.7375,158,13/02/11
43065,187.7307,158,13/02/11
43060,187.7274,158,13/02/11
43055,187.7364,158,13/02/11
43050,187.7266,158,13/02/11
43045,187.7288,158,13/02/11
43040,187.7165,158,13/02/11
43035,187.7327,158,13/02/11
43030,187.731,158,13/02/11
43025,187.729,158,13/02/11
43020,187.7188,158,13/02/11
43015,187.7336,158,13/02/11
43010,187.7292,158,13/02/11
43005,187.7183,158,13/02/11
43000,187.7266,158,13/02/11
42995,187.7275,158,13/02/11
42990,187.7234,158,13/02/11
42985,187.7128,158,13/02/11
42980,187.7321,158,13/02/11
42975,187.7155,158,13/02/11
42970,187.7351,158,13/02/11
42965,187.7269,158,13/02/11
42960,187.7241,158,13/02/11
42955,187.7119,158,13/02/11
42950,187.714,158,13/02/11
42945,187.7048,158,13/02/11
42940,187.7216,158,13/02/11
42935,187.7161,158,13/02/11
42930,187.7075,158,13/02/11
42925,187.7163,158,13/02/11
42920,187.7156,158,13/02/11
42915,187.7145,158,13/02/11
42910,187.7167,158,13/02/11
42905,187.7099,158,13/02/11
42900,187.709,158,13/02/11
42895,187.7054,158,13/02/11
42890,187.7135,158,13/02/11
42885,187.7085,158,13/02/11
42880,187.7142,158,13/02/11
42875,187.7008,158,13/02/11
42870,187.7113,158,13/02/11
42865,187.6983,158,13/02/11
42860,187.6936,158,13/02/11
42855,187.6945,158,13/02/11
42850,187.7039,158,13/02/11
42845,187.7065,158,13/02/11
42840,187.688,158,13/02/11
42835,187.7081,158,13/02/11
42830,187.7055,158,13/02/11
42825,187.7024,158,13/02/11
42820,187.6959,158,13/02/11
42815,187.6961,158,13/02/11
42810,187.6901,158,13/02/11
42805,187.6945,158,13/02/11
42800,187.6965,158,13/02/11
42795,187.6925,158,13/02/11
42790,187.6906,158,13/02/11
42785,187.6854,158,13/02/11
42780,187.6902,158,13/02/11
42775,187.6955,158,13/02/11
42770,187.6919,158,13/02/11
42765,187.6879,158,13/02/11
42760,187.6906,158,13/02/11
42755,187.6986,158,13/02/11
42750,187.7014,158,13/02/11
42745,187.6928,158,13/02/11
42740,187.7049,158,13/02/11
42735,187.6979,158,13/02/11
42730,187.6954,158,13/02/11
42725,187.6979,158,13/02/11
42720,187.69,158,13/02/11
42715,187.6888,158,13/02/11
42710,187.6853,158,13/02/11
42705,187.6905,158,13/02/11
42700,187.6935,158,13/02/11
42695,187.6839,158,13/02/11
42690,187.6908,158,13/02/11
42685,187.6843,158,13/02/11
42680,187.6848,158,13/02/11
42675,187.6771,158,13/02/11
42670,187.6927,158,13/02/11
42665,187.6805,158,13/02/11
42660,187.6864,158,13/02/11
42655,187.6823,158,13/02/11
42650,187.6767,158,13/02/11
42645,187.6756,158,13/02/11
42640,187.6727,158,13/02/11
42635,187.6778,158,13/02/11
42630,187.6816,158,13/02/11
42625,187.6776,158,13/02/11
42620,187.6791,158,13/02/11
42615,187.6793,158,13/02/11
42610,187.6841,158,13/02/11
42605,187.6794,158,13/02/11
42600,187.6765,158,13/02/11
42595,187.6707,158,13/02/11
42590,187.6755,158,13/02/11
42585,187.6843,158,13/02/11
42580,187.6806,158,13/02/11
42575,187.6716,158,13/02/11
42570,187.6855,158,13/02/11
42565,187.6845,158,13/02/11
42560,187.6766,158,13/02/11
42555,187.6775,158,13/02/11
42550,187.6752,158,13/02/11
42545,187.683,158,13/02/11
42540,187.6943,158,13/02/11
42535,187.7042,158,13/02/11
42510,187.6711,158,13/02/11
42505,187.6768,158,13/02/11
42500,187.6748,158,13/02/11
42495,187.6887,158,13/02/11
42490,187.6799,158,13/02/11
42485,187.6863,158,13/02/11
42480,187.6808,158,13/02/11
42475,187.6868,158,13/02/11
42470,187.6803,158,13/02/11
42465,187.6755,158,13/02/11
42460,187.6717,158,13/02/11
42455,187.6736,158,13/02/11
42450,187.6764,158,13/02/11
42445,187.6733,158,13/02/11
42440,187.6715,158,13/02/11
42435,187.6808,158,13/02/11
42430,187.6809,158,13/02/11
42425,187.6764,158,13/02/11
42420,187.6851,158,13/02/11
42415,187.6785,158,13/02/11
42410,187.6784,158,13/02/11
42405,187.6657,158,13/02/11
42400,187.6675,158,13/02/11
42395,187.6699,158,13/02/11
42390,187.6691,158,13/02/11
42385,187.6762,158,13/02/11
42380,187.671,158,13/02/11
42375,187.6778,158,13/02/11
42370,187.6645,158,13/02/11
42365,187.6684,158,13/02/11
42360,187.6578,158,13/02/11
42355,187.6791,158,13/02/11
42350,187.6635,158,13/02/11
42345,187.6723,158,13/02/11
42340,187.664,158,13/02/11
42335,187.6617,158,13/02/11
42330,187.6706,158,13/02/11
42325,187.668,158,13/02/11
42320,187.6708,158,13/02/11
42315,187.6529,158,13/02/11
42310,187.66,158,13/02/11
42305,187.6607,158,13/02/11
42300,187.6535,158,13/02/11
42295,187.6485,158,13/02/11
42290,187.6375,158,13/02/11
42285,187.645,158,13/02/11
42280,187.646,158,13/02/11
42275,187.6393,158,13/02/11
42270,187.6406,158,13/02/11
42265,187.6418,158,13/02/11
42260,187.6397,158,13/02/11
42255,187.631,158,13/02/11
42250,187.6351,158,13/02/11
42245,187.6529,158,13/02/11
42240,187.6422,158,13/02/11
42235,187.6297,158,13/02/11
42230,187.6385,158,13/02/11
42225,187.6391,158,13/02/11
42220,187.6249,158,13/02/11
42215,187.6274,158,13/02/11
42210,187.63,158,13/02/11
42205,187.6287,158,13/02/11
42200,187.6148,158,13/02/11
42195,187.6265,158,13/02/11
42190,187.6257,158,13/02/11
42185,187.6207,158,13/02/11
42180,187.6183,158,13/02/11
42175,187.6145,158,13/02/11
42170,187.6213,158,13/02/11
42165,187.6128,158,13/02/11
42160,187.6148,158,13/02/11
42155,187.6174,158,13/02/11
42150,187.6071,158,13/02/11
42145,187.6096,158,13/02/11
42140,187.6106,158,13/02/11
42135,187.6001,158,13/02/11
42130,187.6019,158,13/02/11
42125,187.6032,158,13/02/11
42120,187.6104,158,13/02/11
42115,187.5967,158,13/02/11
42110,187.5723,158,13/02/11
42105,187.5391,158,13/02/11
42085,187.6001,158,13/02/11
42080,187.6028,158,13/02/11
42075,187.5971,158,13/02/11
42070,187.6064,158,13/02/11
42065,187.5993,158,13/02/11
42060,187.6005,158,13/02/11
42055,187.6024,158,13/02/11
42050,187.6017,158,13/02/11
42045,187.5958,158,13/02/11
42040,187.5992,158,13/02/11
42035,187.6037,158,13/02/11
42030,187.5915,158,13/02/11
42025,187.6042,158,13/02/11
42020,187.6034,158,13/02/11
42015,187.5986,158,13/02/11
42010,187.6023,158,13/02/11
42005,187.6028,158,13/02/11
42000,187.5997,158,13/02/11
41995,187.5986,158,13/02/11
41990,187.6042,158,13/02/11
41985,187.5953,158,13/02/11
41980,187.6039,158,13/02/11
41975,187.6067,158,13/02/11
41970,187.5972,158,13/02/11
41965,187.6008,158,13/02/11
41960,187.6049,158,13/02/11
41955,187.593,158,13/02/11
41950,187.5969,158,13/02/11
41945,187.5899,158,13/02/11
41940,187.5976,158,13/02/11
41935,187.5974,158,13/02/11
41930,187.6002,158,13/02/11
41925,187.5997,158,13/02/11
41920,187.5987,158,13/02/11
41915,187.587,158,13/02/11
41910,187.5988,158,13/02/11
41905,187.5937,158,13/02/11
41900,187.5967,158,13/02/11
41895,187.59,158,13/02/11
41890,187.5889,158,13/02/11
41885,187.5872,158,13/02/11
41880,187.5911,158,13/02/11
41875,187.592,158,13/02/11
41870,187.5778,158,13/02/11
41865,187.5847,158,13/02/11
41860,187.5811,158,13/02/11
41855,187.5841,158,13/02/11
41850,187.5722,158,13/02/11
41845,187.5809,158,13/02/11
41840,187.5761,158,13/02/11
41835,187.5763,158,13/02/11
41830,187.5697,158,13/02/11
41825,187.5771,158,13/02/11
41820,187.5647,158,13/02/11
41815,187.5718,158,13/02/11
41810,187.5763,158,13/02/11
41805,187.5729,158,13/02/11
41800,187.5646,158,13/02/11
41795,187.5742,158,13/02/11
41790,187.57,158,13/02/11
41785,187.5682,158,13/02/11
41780,187.5691,158,13/02/11
41775,187.5571,158,13/02/11
41770,187.5666,158,13/02/11
41765,187.5534,158,13/02/11
41760,187.5582,158,13/02/11
41755,187.5612,158,13/02/11
41750,187.5527,158,13/02/11
41745,187.5612,158,13/02/11
41740,187.5543,158,13/02/11
41735,187.5611,158,13/02/11
41730,187.5492,158,13/02/11
41725,187.5501,158,13/02/11
41720,187.5583,158,13/02/11
41715,187.5583,158,13/02/11
41710,187.5609,158,13/02/11
41705,187.5556,158,13/02/11
41700,187.5504,158,13/02/11
41695,187.5461,158,13/02/11
41690,187.546,158,13/02/11
41685,187.5557,158,13/02/11
41680,187.5436,158,13/02/11
41675,187.5573,158,13/02/11
41670,187.5563,158,13/02/11
41665,187.5457,158,13/02/11
41660,187.547,158,13/02/11
41655,187.5493,158,13/02/11
41650,187.5539,158,13/02/11
41645,187.5471,158,13/02/11
41640,187.5497,158,13/02/11
41635,187.5456,158,13/02/11
41630,187.5487,158,13/02/11
41625,187.5471,158,13/02/11
41620,187.5485,158,13/02/11
41615,187.541,158,13/02/11
41610,187.5424,158,13/02/11
41605,187.5407,158,13/02/11
41600,187.5453,158,13/02/11
41595,187.5369,158,13/02/11
41590,187.5549,158,13/02/11
41585,187.5419,158,13/02/11
41580,187.539,158,13/02/11
41575,187.539,158,13/02/11
41570,187.5483,158,13/02/11
41565,187.5322,158,13/02/11
41560,187.538,158,13/02/11
41555,187.5331,158,13/02/11
41550,187.536,158,13/02/11
41545,187.536,158,13/02/11
41540,187.5314,158,13/02/11
41535,187.5365,158,13/02/11
41530,187.5349,158,13/02/11
41525,187.5357,158,13/02/11
41520,187.5252,158,13/02/11
41515,187.5276,158,13/02/11
41510,187.5253,158,13/02/11
41505,187.5351,158,13/02/11
41500,187.5296,158,13/02/11
41495,187.5246,158,13/02/11
41490,187.5245,158,13/02/11
41485,187.5195,158,13/02/11
41480,187.532,158,13/02/11
41475,187.5352,158,13/02/11
41470,187.5249,158,13/02/11
41465,187.5309,158,13/02/11
41460,187.5222,158,13/02/11
41455,187.5176,158,13/02/11
41450,187.5197,158,13/02/11
41445,187.5245,158,13/02/11
41440,187.5127,158,13/02/11
41435,187.5179,158,13/02/11
41430,187.5158,158,13/02/11
41425,187.5158,158,13/02/11
41420,187.5118,158,13/02/11
41415,187.5188,158,13/02/11
41410,187.5188,158,13/02/11
41405,187.5036,158,13/02/11
41400,187.5132,158,13/02/11
