X,Y,Z,label,profile_id,header_val,90_Heures,90_wse,16_wse
874307.8,6535460,210.169,NA,18,24122,12:07:14,208.0825,207.270166666667
874306.4,6535458,210.435,rd,18,24122,12:07:14,208.0825,207.270166666667
874305,6535457,211.23,NA,18,24122,12:07:14,208.0825,207.270166666667
874303.6,6535455,211.795,NA,18,24122,12:07:14,208.0825,207.270166666667
874302.2,6535454,212.102,NA,18,24122,12:07:14,208.0825,207.270166666667
874300.8,6535452,212.254,NA,18,24122,12:07:14,208.0825,207.270166666667
874292.6,6535450,212.19,NA,18,24122,12:07:14,208.0825,207.270166666667
874291.2,6535449,211.929,NA,18,24122,12:07:14,208.0825,207.270166666667
874289.9,6535447,211.754,NA,18,24122,12:07:14,208.0825,207.270166666667
874288.5,6535446,211.672,NA,18,24122,12:07:14,208.0825,207.270166666667
874287.1,6535444,211.635,NA,18,24122,12:07:14,208.0825,207.270166666667
874285.7,6535443,211.585,NA,18,24122,12:07:14,208.0825,207.270166666667
874284.4,6535441,211.66,NA,18,24122,12:07:14,208.0825,207.270166666667
874283,6535440,211.493,NA,18,24122,12:07:14,208.0825,207.270166666667
874281.5,6535438,211.52,NA,18,24122,12:07:14,208.0825,207.270166666667
874280.2,6535437,211.582,NA,18,24122,12:07:14,208.0825,207.270166666667
874278.8,6535436,211.487,NA,18,24122,12:07:14,208.0825,207.270166666667
874277.4,6535434,211.451,NA,18,24122,12:07:14,208.0825,207.270166666667
874276,6535433,211.408,NA,18,24122,12:07:14,208.0825,207.270166666667
874274.7,6535431,211.331,NA,18,24122,12:07:14,208.0825,207.270166666667
874273.3,6535430,211.426,NA,18,24122,12:07:14,208.0825,207.270166666667
874271.9,6535428,211.57,NA,18,24122,12:07:14,208.0825,207.270166666667
874270.5,6535427,211.925,NA,18,24122,12:07:14,208.0825,207.270166666667
874269.1,6535425,212.153,NA,18,24122,12:07:14,208.0825,207.270166666667
874267.8,6535424,211.811,NA,18,24122,12:07:14,208.0825,207.270166666667
874266.4,6535422,211.68,NA,18,24122,12:07:14,208.0825,207.270166666667
874265,6535421,211.713,NA,18,24122,12:07:14,208.0825,207.270166666667
874263.6,6535420,211.703,NA,18,24122,12:07:14,208.0825,207.270166666667
874262.2,6535418,211.635,NA,18,24122,12:07:14,208.0825,207.270166666667
874256,6535418,211.27,NA,18,24122,12:07:14,208.0825,207.270166666667
874254.6,6535416,211.361,NA,18,24122,12:07:14,208.0825,207.270166666667
874253.2,6535415,211.604,NA,18,24122,12:07:14,208.0825,207.270166666667
874251.9,6535413,211.56,NA,18,24122,12:07:14,208.0825,207.270166666667
874250.5,6535412,211.521,NA,18,24122,12:07:14,208.0825,207.270166666667
874249.1,6535410,211.785,NA,18,24122,12:07:14,208.0825,207.270166666667
874247.8,6535409,211.732,NA,18,24122,12:07:14,208.0825,207.270166666667
874246.4,6535407,211.78,NA,18,24122,12:07:14,208.0825,207.270166666667
874245,6535406,211.768,NA,18,24122,12:07:14,208.0825,207.270166666667
874243.6,6535404,211.757,NA,18,24122,12:07:14,208.0825,207.270166666667
874242.3,6535403,211.637,NA,18,24122,12:07:14,208.0825,207.270166666667
874240.9,6535402,211.64,NA,18,24122,12:07:14,208.0825,207.270166666667
874239.6,6535400,211.445,NA,18,24122,12:07:14,208.0825,207.270166666667
874238.2,6535399,211.064,NA,18,24122,12:07:14,208.0825,207.270166666667
874236.8,6535397,210.716,NA,18,24122,12:07:14,208.0825,207.270166666667
874235.5,6535396,210.631,NA,18,24122,12:07:14,208.0825,207.270166666667
874234.1,6535394,210.527,NA,18,24122,12:07:14,208.0825,207.270166666667
874232.7,6535393,210.649,NA,18,24122,12:07:14,208.0825,207.270166666667
874231.3,6535391,210.35,NA,18,24122,12:07:14,208.0825,207.270166666667
874230,6535390,209.663,NA,18,24122,12:07:14,208.0825,207.270166666667
874228.6,6535388,209.354,NA,18,24122,12:07:14,208.0825,207.270166666667
874222,6535387,210.904,NA,18,24122,12:07:14,208.0825,207.270166666667
874220.6,6535386,210.934,NA,18,24122,12:07:14,208.0825,207.270166666667
874219.3,6535384,210.894,NA,18,24122,12:07:14,208.0825,207.270166666667
874217.9,6535383,210.861,NA,18,24122,12:07:14,208.0825,207.270166666667
874216.5,6535382,211.049,NA,18,24122,12:07:14,208.0825,207.270166666667
874215.2,6535380,211.238,NA,18,24122,12:07:14,208.0825,207.270166666667
874213.8,6535379,211.2,NA,18,24122,12:07:14,208.0825,207.270166666667
874212.4,6535377,211.163,NA,18,24122,12:07:14,208.0825,207.270166666667
874211.1,6535376,211.213,NA,18,24122,12:07:14,208.0825,207.270166666667
874209.7,6535374,211.32,NA,18,24122,12:07:14,208.0825,207.270166666667
874208.4,6535373,211.314,NA,18,24122,12:07:14,208.0825,207.270166666667
874207,6535371,211.288,NA,18,24122,12:07:14,208.0825,207.270166666667
874205.6,6535370,211.286,NA,18,24122,12:07:14,208.0825,207.270166666667
874204.3,6535368,211.408,NA,18,24122,12:07:14,208.0825,207.270166666667
874202.9,6535367,211.562,NA,18,24122,12:07:14,208.0825,207.270166666667
874201.6,6535365,211.682,NA,18,24122,12:07:14,208.0825,207.270166666667
874200.2,6535364,211.462,NA,18,24122,12:07:14,208.0825,207.270166666667
874198.8,6535362,211.249,NA,18,24122,12:07:14,208.0825,207.270166666667
874197.4,6535361,211.149,NA,18,24122,12:07:14,208.0825,207.270166666667
874196.1,6535360,211.331,NA,18,24122,12:07:14,208.0825,207.270166666667
874190.9,6535360,211.188,NA,18,24122,12:07:14,208.0825,207.270166666667
874189.5,6535358,211.148,NA,18,24122,12:07:14,208.0825,207.270166666667
874188.2,6535357,211.1,NA,18,24122,12:07:14,208.0825,207.270166666667
874186.9,6535355,210.77,NA,18,24122,12:07:14,208.0825,207.270166666667
874185.5,6535354,211,NA,18,24122,12:07:14,208.0825,207.270166666667
874184.1,6535352,210.986,NA,18,24122,12:07:14,208.0825,207.270166666667
874182.7,6535351,210.97,NA,18,24122,12:07:14,208.0825,207.270166666667
874181.4,6535349,210.523,NA,18,24122,12:07:14,208.0825,207.270166666667
874180,6535348,210.553,NA,18,24122,12:07:14,208.0825,207.270166666667
874178.7,6535346,210.725,NA,18,24122,12:07:14,208.0825,207.270166666667
874177.3,6535345,210.76,NA,18,24122,12:07:14,208.0825,207.270166666667
874175.9,6535343,210.508,NA,18,24122,12:07:14,208.0825,207.270166666667
874174.6,6535342,210.51,NA,18,24122,12:07:14,208.0825,207.270166666667
874173.2,6535340,210.724,NA,18,24122,12:07:14,208.0825,207.270166666667
874171.8,6535339,211.122,NA,18,24122,12:07:14,208.0825,207.270166666667
874170.5,6535338,211.157,NA,18,24122,12:07:14,208.0825,207.270166666667
874169.1,6535336,211.495,NA,18,24122,12:07:14,208.0825,207.270166666667
874162.3,6535334,211.57,NA,18,24122,12:07:14,208.0825,207.270166666667
874167.8,6535335,211.675,NA,18,24122,12:07:14,208.0825,207.270166666667
874160.9,6535333,211.535,NA,18,24122,12:07:14,208.0825,207.270166666667
874159.5,6535331,211.51,NA,18,24122,12:07:14,208.0825,207.270166666667
874158.2,6535330,211.539,NA,18,24122,12:07:14,208.0825,207.270166666667
874156.9,6535328,211.283,NA,18,24122,12:07:14,208.0825,207.270166666667
874155.5,6535327,211.004,NA,18,24122,12:07:14,208.0825,207.270166666667
874154.2,6535325,210.893,NA,18,24122,12:07:14,208.0825,207.270166666667
874152.8,6535324,210.839,NA,18,24122,12:07:14,208.0825,207.270166666667
874151.4,6535322,210.858,NA,18,24122,12:07:14,208.0825,207.270166666667
874150.1,6535321,210.804,NA,18,24122,12:07:14,208.0825,207.270166666667
874148.8,6535320,210.825,NA,18,24122,12:07:14,208.0825,207.270166666667
874147.4,6535318,211.029,NA,18,24122,12:07:14,208.0825,207.270166666667
874146.1,6535316,211.108,NA,18,24122,12:07:14,208.0825,207.270166666667
874144.7,6535315,211.17,NA,18,24122,12:07:14,208.0825,207.270166666667
874143.3,6535314,211.124,NA,18,24122,12:07:14,208.0825,207.270166666667
874142,6535312,210.847,NA,18,24122,12:07:14,208.0825,207.270166666667
874140.6,6535311,210.8,NA,18,24122,12:07:14,208.0825,207.270166666667
874139.3,6535309,210.688,NA,18,24122,12:07:14,208.0825,207.270166666667
874134.3,6535309,210.637,NA,18,24122,12:07:14,208.0825,207.270166666667
874133,6535308,210.593,NA,18,24122,12:07:14,208.0825,207.270166666667
874131.6,6535306,210.656,NA,18,24122,12:07:14,208.0825,207.270166666667
874130.3,6535305,210.48,NA,18,24122,12:07:14,208.0825,207.270166666667
874128.9,6535303,210.24,NA,18,24122,12:07:14,208.0825,207.270166666667
874127.6,6535302,210.106,NA,18,24122,12:07:14,208.0825,207.270166666667
874126.2,6535300,210.03,NA,18,24122,12:07:14,208.0825,207.270166666667
874124.9,6535299,210.232,NA,18,24122,12:07:14,208.0825,207.270166666667
874123.5,6535297,210.303,NA,18,24122,12:07:14,208.0825,207.270166666667
874122.2,6535296,210.52,NA,18,24122,12:07:14,208.0825,207.270166666667
874120.8,6535294,210.545,NA,18,24122,12:07:14,208.0825,207.270166666667
874119.5,6535293,210.622,NA,18,24122,12:07:14,208.0825,207.270166666667
874118.1,6535291,211.149,NA,18,24122,12:07:14,208.0825,207.270166666667
874116.8,6535290,211.602,NA,18,24122,12:07:14,208.0825,207.270166666667
874115.4,6535288,212.009,NA,18,24122,12:07:14,208.0825,207.270166666667
874114.1,6535287,212.458,NA,18,24122,12:07:14,208.0825,207.270166666667
874108.8,6535286,213.214,NA,18,24122,12:07:14,208.0825,207.270166666667
874107.5,6535285,213.013,NA,18,24122,12:07:14,208.0825,207.270166666667
874106.1,6535283,213.097,NA,18,24122,12:07:14,208.0825,207.270166666667
874104.8,6535282,213.382,NA,18,24122,12:07:14,208.0825,207.270166666667
874103.5,6535280,213.599,NA,18,24122,12:07:14,208.0825,207.270166666667
874102.1,6535279,213.54,NA,18,24122,12:07:14,208.0825,207.270166666667
874100.8,6535277,213.52,NA,18,24122,12:07:14,208.0825,207.270166666667
874099.4,6535276,213.577,NA,18,24122,12:07:14,208.0825,207.270166666667
874098.2,6535274,213.57,NA,18,24122,12:07:14,208.0825,207.270166666667
874476.6,6535485.5,212.385,NA,19,24213.5,12:07:41,207.875,207.135333333333
874475.1657,6535484.2876,212.3974,NA,19,24213.5,12:07:41,207.875,207.135333333333
874474.7642,6535483.939,212.3974,NA,19,24213.5,12:07:41,207.875,207.135333333333
874474.5955,6535483.7915,212.3976,NA,19,24213.5,12:07:41,207.875,207.135333333333
874474.4628,6535483.6738,212.3945,NA,19,24213.5,12:07:41,207.875,207.135333333333
874473.8167,6535483.0953,212.3797,NA,19,24213.5,12:07:41,207.875,207.135333333333
874472.7786,6535482.1659,212.3652,NA,19,24213.5,12:07:41,207.875,207.135333333333
874472.6523,6535482.0602,212.3633,NA,19,24213.5,12:07:41,207.875,207.135333333333
874472.5574,6535482.0001,212.3617,NA,19,24213.5,12:07:41,207.875,207.135333333333
874472.4444,6535481.9296,212.3597,NA,19,24213.5,12:07:41,207.875,207.135333333333
874471.3597,6535480.9742,212.3536,NA,19,24213.5,12:07:41,207.875,207.135333333333
874471.1923,6535480.8248,212.3527,NA,19,24213.5,12:07:41,207.875,207.135333333333
874471.0487,6535480.7004,212.3545,NA,19,24213.5,12:07:41,207.875,207.135333333333
874470.5759,6535480.2839,212.3603,NA,19,24213.5,12:07:41,207.875,207.135333333333
874469.9597,6535479.8995,212.3667,NA,19,24213.5,12:07:41,207.875,207.135333333333
874469.6727,6535479.7192,212.37,NA,19,24213.5,12:07:41,207.875,207.135333333333
874469.5604,6535479.6287,212.374,NA,19,24213.5,12:07:41,207.875,207.135333333333
874469.1048,6535479.2211,212.3968,NA,19,24213.5,12:07:41,207.875,207.135333333333
874467.9114,6535478.1534,212.4801,NA,19,24213.5,12:07:41,207.875,207.135333333333
874467.75,6535478,212.4925,NA,19,24213.5,12:07:41,207.875,207.135333333333
874467.593,6535477.8759,212.4902,NA,19,24213.5,12:07:41,207.875,207.135333333333
874466.3329,6535476.8105,212.4795,NA,19,24213.5,12:07:41,207.875,207.135333333333
874465.9444,6535476.454,212.272,NA,19,24213.5,12:07:41,207.875,207.135333333333
874465.7675,6535476.3044,212.1596,NA,19,24213.5,12:07:41,207.875,207.135333333333
874465.6583,6535476.2305,212.1278,NA,19,24213.5,12:07:41,207.875,207.135333333333
874464.6511,6535475.5722,211.6484,NA,19,24213.5,12:07:41,207.875,207.135333333333
874464.4426,6535475.4368,211.5886,NA,19,24213.5,12:07:41,207.875,207.135333333333
874464.2686,6535475.328,211.5399,NA,19,24213.5,12:07:41,207.875,207.135333333333
874463.0148,6535474.5432,211.1966,NA,19,24213.5,12:07:41,207.875,207.135333333333
874462.8252,6535474.4307,211.135,NA,19,24213.5,12:07:41,207.875,207.135333333333
874462.6937,6535474.3012,211.0916,NA,19,24213.5,12:07:41,207.875,207.135333333333
874461.5141,6535473.2854,210.6407,NA,19,24213.5,12:07:41,207.875,207.135333333333
874461.0411,6535472.8703,210.4884,NA,19,24213.5,12:07:41,207.875,207.135333333333
874460.9659,6535472.8035,210.4644,NA,19,24213.5,12:07:41,207.875,207.135333333333
874460.8686,6535472.717,210.4197,NA,19,24213.5,12:07:41,207.875,207.135333333333
874460.1509,6535472.0727,210.0884,NA,19,24213.5,12:07:41,207.875,207.135333333333
874459.1912,6535471.2141,209.6827,NA,19,24213.5,12:07:41,207.875,207.135333333333
874459.0574,6535471.0926,209.6258,NA,19,24213.5,12:07:41,207.875,207.135333333333
874458.8832,6535470.9845,209.5377,NA,19,24213.5,12:07:41,207.875,207.135333333333
874458.7868,6535470.9245,209.4885,NA,19,24213.5,12:07:41,207.875,207.135333333333
874457.25,6535470,208.9455,rg,19,24213.5,12:07:41,207.875,207.135333333333
874456.0807,6535469.2457,208.6447,NA,19,24213.5,12:07:41,207.875,207.135333333333
874455.7,6535469,208.546,NA,19,24213.5,12:07:41,207.875,207.135333333333
874454.9134,6535468.0164,208.3789,NA,19,24213.5,12:07:41,207.875,207.135333333333
874454.3874,6535467.3584,208.2669,NA,19,24213.5,12:07:41,207.875,207.135333333333
874454.1,6535467,208.209,NA,19,24213.5,12:07:41,207.875,207.135333333333
874453.4148,6535466.3808,208.1022,NA,19,24213.5,12:07:41,207.875,207.135333333333
874452.6844,6535465.7634,208.0193,NA,19,24213.5,12:07:41,207.875,207.135333333333
874452.32,6535465.3941,207.898,NA,19,24213.5,12:07:41,207.875,207.135333333333
874451.7087,6535465.0116,207.7288,NA,19,24213.5,12:07:41,207.875,207.135333333333
874450.9,6535464.5,207.483,NA,19,24213.5,12:07:41,207.875,207.135333333333
874450.2958,6535464.1712,207.4043,NA,19,24213.5,12:07:41,207.875,207.135333333333
874449.4276,6535463.7036,207.2949,NA,19,24213.5,12:07:41,207.875,207.135333333333
874448.8013,6535463.3862,207.2281,NA,19,24213.5,12:07:41,207.875,207.135333333333
874448.3098,6535463.1331,207.1721,NA,19,24213.5,12:07:41,207.875,207.135333333333
874447.5066,6535462.7174,207.0787,NA,19,24213.5,12:07:41,207.875,207.135333333333
874446.8286,6535462.3606,207.0486,NA,19,24213.5,12:07:41,207.875,207.135333333333
874446.0797,6535461.9632,207.0176,NA,19,24213.5,12:07:41,207.875,207.135333333333
874445.6451,6535461.7357,206.9973,NA,19,24213.5,12:07:41,207.875,207.135333333333
874444.8356,6535461.3166,207.0101,NA,19,24213.5,12:07:41,207.875,207.135333333333
874443.9849,6535460.8738,207.0288,NA,19,24213.5,12:07:41,207.875,207.135333333333
874443.3514,6535460.5442,206.9847,NA,19,24213.5,12:07:41,207.875,207.135333333333
874442.8609,6535460.2839,206.9516,NA,19,24213.5,12:07:41,207.875,207.135333333333
874442.1134,6535459.8873,206.9012,NA,19,24213.5,12:07:41,207.875,207.135333333333
874441.3821,6535459.4992,206.8923,NA,19,24213.5,12:07:41,207.875,207.135333333333
874440.6332,6535459.1018,206.8831,NA,19,24213.5,12:07:41,207.875,207.135333333333
874440.2513,6535458.9054,206.8707,NA,19,24213.5,12:07:41,207.875,207.135333333333
874439.3965,6535458.4457,206.7806,NA,19,24213.5,12:07:41,207.875,207.135333333333
874438.55,6535458,206.6955,NA,19,24213.5,12:07:41,207.875,207.135333333333
874437.9328,6535457.6026,206.6332,NA,19,24213.5,12:07:41,207.875,207.135333333333
874437,6535457,206.5385,NA,19,24213.5,12:07:41,207.875,207.135333333333
874436.7808,6535456.7822,206.524,NA,19,24213.5,12:07:41,207.875,207.135333333333
874436.139,6535456.2021,206.4811,NA,19,24213.5,12:07:41,207.875,207.135333333333
874435.4,6535455.5,206.432,NA,19,24213.5,12:07:41,207.875,207.135333333333
874434.8169,6535455.127,206.393,NA,19,24213.5,12:07:41,207.875,207.135333333333
874433.85,6535454.5,206.3345,NA,19,24213.5,12:07:41,207.875,207.135333333333
874433.6799,6535454.2832,206.3132,NA,19,24213.5,12:07:41,207.875,207.135333333333
874432.3701,6535452.6334,206.1347,NA,19,24213.5,12:07:41,207.875,207.135333333333
874432.162,6535452.4371,206.11,NA,19,24213.5,12:07:41,207.875,207.135333333333
874431.521,6535452.0164,206.066,NA,19,24213.5,12:07:41,207.875,207.135333333333
874430.9818,6535451.6657,206.0222,NA,19,24213.5,12:07:41,207.875,207.135333333333
874430.3653,6535451.0537,205.9605,NA,19,24213.5,12:07:41,207.875,207.135333333333
874429.7672,6535450.5756,205.9129,NA,19,24213.5,12:07:41,207.875,207.135333333333
874429.1,6535450,205.8655,NA,19,24213.5,12:07:41,207.875,207.135333333333
874428.3955,6535449.5486,205.8604,NA,19,24213.5,12:07:41,207.875,207.135333333333
874427.731,6535449.1284,205.8556,NA,19,24213.5,12:07:41,207.875,207.135333333333
874427.3258,6535448.7511,205.8428,NA,19,24213.5,12:07:41,207.875,207.135333333333
874427.0301,6535448.4799,205.8271,NA,19,24213.5,12:07:41,207.875,207.135333333333
874426,6535447.5,205.772,axe,19,24213.5,12:07:41,207.875,207.135333333333
874425.0245,6535446.8469,205.8337,NA,19,24213.5,12:07:41,207.875,207.135333333333
874424.6824,6535446.531,205.8664,NA,19,24213.5,12:07:41,207.875,207.135333333333
874423.7,6535445.5,205.975,NA,19,24213.5,12:07:41,207.875,207.135333333333
874422.6033,6535444.7667,206.095,NA,19,24213.5,12:07:41,207.875,207.135333333333
874422.0389,6535444.3836,206.128,NA,19,24213.5,12:07:41,207.875,207.135333333333
874421.45,6535444,206.1675,NA,19,24213.5,12:07:41,207.875,207.135333333333
874420.9039,6535443.3506,206.2521,NA,19,24213.5,12:07:41,207.875,207.135333333333
874420.1537,6535442.6687,206.3689,NA,19,24213.5,12:07:41,207.875,207.135333333333
874419.15,6535442,206.468,NA,19,24213.5,12:07:41,207.875,207.135333333333
874418.3084,6535440.9167,206.598,NA,19,24213.5,12:07:41,207.875,207.135333333333
874417.1445,6535440.1438,206.7279,NA,19,24213.5,12:07:41,207.875,207.135333333333
874416.7119,6535439.7313,206.751,NA,19,24213.5,12:07:41,207.875,207.135333333333
874416.2429,6535439.2277,206.7629,NA,19,24213.5,12:07:41,207.875,207.135333333333
874415.9321,6535438.8424,206.7682,NA,19,24213.5,12:07:41,207.875,207.135333333333
874414.65,6535438,206.8345,NA,19,24213.5,12:07:41,207.875,207.135333333333
874413.6239,6535436.8082,206.8444,NA,19,24213.5,12:07:41,207.875,207.135333333333
874412.4,6535436,206.8635,NA,19,24213.5,12:07:41,207.875,207.135333333333
874411.4359,6535434.7066,206.9121,NA,19,24213.5,12:07:41,207.875,207.135333333333
874410.3937,6535433.8264,206.9637,NA,19,24213.5,12:07:41,207.875,207.135333333333
874409.7455,6535432.9746,206.9671,NA,19,24213.5,12:07:41,207.875,207.135333333333
874409.4,6535432.5,206.967,NA,19,24213.5,12:07:41,207.875,207.135333333333
874408.6825,6535432.1349,206.9786,NA,19,24213.5,12:07:41,207.875,207.135333333333
874406.9867,6535431.3021,207.0132,NA,19,24213.5,12:07:41,207.875,207.135333333333
874404.2867,6535429.9762,207.0604,NA,19,24213.5,12:07:41,207.875,207.135333333333
874402.0216,6535429.0682,207.1922,NA,19,24213.5,12:07:41,207.875,207.135333333333
874400.8392,6535428.608,207.2692,NA,19,24213.5,12:07:41,207.875,207.135333333333
874399.7978,6535428.0019,207.1228,NA,19,24213.5,12:07:41,207.875,207.135333333333
874399.1361,6535427.6032,207.103,NA,19,24213.5,12:07:41,207.875,207.135333333333
874398.8285,6535427.4182,207.0939,NA,19,24213.5,12:07:41,207.875,207.135333333333
874397.7147,6535426.2895,207.1986,NA,19,24213.5,12:07:41,207.875,207.135333333333
874396.5149,6535425.6342,207.4508,NA,19,24213.5,12:07:41,207.875,207.135333333333
874395.2514,6535424.459,207.7937,NA,19,24213.5,12:07:41,207.875,207.135333333333
874394.2493,6535423.9225,208.0465,NA,19,24213.5,12:07:41,207.875,207.135333333333
874394.0265,6535423.7958,208.1073,NA,19,24213.5,12:07:41,207.875,207.135333333333
874392.8266,6535422.6404,208.2456,NA,19,24213.5,12:07:41,207.875,207.135333333333
874392.3929,6535422.4127,208.2017,NA,19,24213.5,12:07:41,207.875,207.135333333333
874391.6016,6535421.9772,208.1017,NA,19,24213.5,12:07:41,207.875,207.135333333333
874390.3991,6535420.821,208.4333,NA,19,24213.5,12:07:41,207.875,207.135333333333
874389.2471,6535420.1649,208.5813,NA,19,24213.5,12:07:41,207.875,207.135333333333
874388.1942,6535419.129,208.6951,NA,19,24213.5,12:07:41,207.875,207.135333333333
874388.0418,6535419.0078,208.7117,NA,19,24213.5,12:07:41,207.875,207.135333333333
874386.7873,6535418.3354,208.8066,NA,19,24213.5,12:07:41,207.875,207.135333333333
874385.81,6535417.2492,208.9295,NA,19,24213.5,12:07:41,207.875,207.135333333333
874385.3292,6535417.0017,208.9917,NA,19,24213.5,12:07:41,207.875,207.135333333333
874384.6303,6535416.6001,209.0856,NA,19,24213.5,12:07:41,207.875,207.135333333333
874383.851,6535415.8874,209.1009,NA,19,24213.5,12:07:41,207.875,207.135333333333
874383.5255,6535415.4743,209.0897,NA,19,24213.5,12:07:41,207.875,207.135333333333
874382.3992,6535414.8262,209.2484,NA,19,24213.5,12:07:41,207.875,207.135333333333
874381.1567,6535414.1575,209.285,NA,19,24213.5,12:07:41,207.875,207.135333333333
874379.95,6535413,209.4745,rd,19,24213.5,12:07:41,207.875,207.135333333333
874378.45,6535411.5,209.933,NA,19,24213.5,12:07:41,207.875,207.135333333333
874376.85,6535410,210.29,NA,19,24213.5,12:07:41,207.875,207.135333333333
874375.35,6535409,210.6545,NA,19,24213.5,12:07:41,207.875,207.135333333333
874373.8,6535407.5,210.849,NA,19,24213.5,12:07:41,207.875,207.135333333333
874368.85,6535406,210.902,NA,19,24213.5,12:07:41,207.875,207.135333333333
874367.3,6535405,210.567,NA,19,24213.5,12:07:41,207.875,207.135333333333
874365.8,6535403.5,210.389,NA,19,24213.5,12:07:41,207.875,207.135333333333
874364.25,6535402.5,210.5415,NA,19,24213.5,12:07:41,207.875,207.135333333333
874362.7,6535401,210.5805,NA,19,24213.5,12:07:41,207.875,207.135333333333
874361.2,6535400,210.5845,NA,19,24213.5,12:07:41,207.875,207.135333333333
874359.7,6535398.5,210.7705,NA,19,24213.5,12:07:41,207.875,207.135333333333
874358.15,6535397,210.977,NA,19,24213.5,12:07:41,207.875,207.135333333333
874356.55,6535395.5,211.2095,NA,19,24213.5,12:07:41,207.875,207.135333333333
874355.05,6535394.5,211.3345,NA,19,24213.5,12:07:41,207.875,207.135333333333
874353.5,6535393.5,211.2735,NA,19,24213.5,12:07:41,207.875,207.135333333333
874351.95,6535392,211.3055,NA,19,24213.5,12:07:41,207.875,207.135333333333
874350.45,6535391,211.116,NA,19,24213.5,12:07:41,207.875,207.135333333333
874348.9,6535389.5,211.0495,NA,19,24213.5,12:07:41,207.875,207.135333333333
874347.4,6535388.5,211.123,NA,19,24213.5,12:07:41,207.875,207.135333333333
874345.85,6535387,211.2705,NA,19,24213.5,12:07:41,207.875,207.135333333333
874344.3,6535386,211.626,NA,19,24213.5,12:07:41,207.875,207.135333333333
874342.75,6535384.5,211.776,NA,19,24213.5,12:07:41,207.875,207.135333333333
874341.25,6535383.5,211.5115,NA,19,24213.5,12:07:41,207.875,207.135333333333
874339.75,6535382,211.3005,NA,19,24213.5,12:07:41,207.875,207.135333333333
874338.15,6535380.5,211.2975,NA,19,24213.5,12:07:41,207.875,207.135333333333
874336.65,6535379.5,211.3195,NA,19,24213.5,12:07:41,207.875,207.135333333333
874335.1,6535378,211.36,NA,19,24213.5,12:07:41,207.875,207.135333333333
874331.15,6535377.5,211.1475,NA,19,24213.5,12:07:41,207.875,207.135333333333
874329.6,6535376,211.1645,NA,19,24213.5,12:07:41,207.875,207.135333333333
874328.05,6535375,211.2825,NA,19,24213.5,12:07:41,207.875,207.135333333333
874326.55,6535373.5,211.2515,NA,19,24213.5,12:07:41,207.875,207.135333333333
874325,6535372.5,211.2025,NA,19,24213.5,12:07:41,207.875,207.135333333333
874323.5,6535371,211.4425,NA,19,24213.5,12:07:41,207.875,207.135333333333
874322,6535370,211.4405,NA,19,24213.5,12:07:41,207.875,207.135333333333
874320.45,6535368.5,211.5905,NA,19,24213.5,12:07:41,207.875,207.135333333333
874318.9,6535367,211.52,NA,19,24213.5,12:07:41,207.875,207.135333333333
874317.35,6535365.5,211.5455,NA,19,24213.5,12:07:41,207.875,207.135333333333
874315.85,6535364.5,211.451,NA,19,24213.5,12:07:41,207.875,207.135333333333
874314.3,6535363.5,211.4305,NA,19,24213.5,12:07:41,207.875,207.135333333333
874312.85,6535362,211.3855,NA,19,24213.5,12:07:41,207.875,207.135333333333
874311.25,6535361,211.1845,NA,19,24213.5,12:07:41,207.875,207.135333333333
874309.75,6535359.5,211.0775,NA,19,24213.5,12:07:41,207.875,207.135333333333
874304.75,6535358.5,211.256,NA,19,24213.5,12:07:41,207.875,207.135333333333
874307.55,6535357.5,211.084,NA,19,24213.5,12:07:41,207.875,207.135333333333
874302.5,6535356.5,211.3065,NA,19,24213.5,12:07:41,207.875,207.135333333333
874300.95,6535355,211.102,NA,19,24213.5,12:07:41,207.875,207.135333333333
874299.45,6535354,210.6085,NA,19,24213.5,12:07:41,207.875,207.135333333333
874297.9,6535352.5,210.4445,NA,19,24213.5,12:07:41,207.875,207.135333333333
874293.75,6535351.5,211.237,NA,19,24213.5,12:07:41,207.875,207.135333333333
874292.2,6535350.5,211.262,NA,19,24213.5,12:07:41,207.875,207.135333333333
874290.75,6535349,211.1895,NA,19,24213.5,12:07:41,207.875,207.135333333333
874289.15,6535347.5,211.1405,NA,19,24213.5,12:07:41,207.875,207.135333333333
874287.65,6535346.5,211.1605,NA,19,24213.5,12:07:41,207.875,207.135333333333
874285.3,6535344.5,211.259,NA,19,24213.5,12:07:41,207.875,207.135333333333
874283.75,6535343.5,211.317,NA,19,24213.5,12:07:41,207.875,207.135333333333
874282.2,6535342,211.318,NA,19,24213.5,12:07:41,207.875,207.135333333333
874280.75,6535341,211.3165,NA,19,24213.5,12:07:41,207.875,207.135333333333
874279.15,6535339.5,211.354,NA,19,24213.5,12:07:41,207.875,207.135333333333
874277.7,6535338.5,211.293,NA,19,24213.5,12:07:41,207.875,207.135333333333
874276.15,6535336.5,211.297,NA,19,24213.5,12:07:41,207.875,207.135333333333
874274.6,6535335.5,211.3285,NA,19,24213.5,12:07:41,207.875,207.135333333333
874273.1,6535334,211.449,NA,19,24213.5,12:07:41,207.875,207.135333333333
874271.6,6535333,211.4925,NA,19,24213.5,12:07:41,207.875,207.135333333333
874270.05,6535331.5,211.5165,NA,19,24213.5,12:07:41,207.875,207.135333333333
874268.55,6535330.5,211.4075,NA,19,24213.5,12:07:41,207.875,207.135333333333
