X Y Z label profile_id header_val
871763.6567 6526429.5077 192.459 NA 1 37491
871762.2629 6526433.2218 190.3182 NA 1 37491
871760.8273 6526437.0472 189.2 rg 1 37491
871759.351 6526440.9812 187.1289 NA 1 37491
871757.7827 6526445.1601 187.5207 NA 1 37491
871756.2027 6526449.3705 187.2386 NA 1 37491
871754.6238 6526453.5776 186.8808 NA 1 37491
871753.042 6526457.7926 186.9348 NA 1 37491
871751.4591 6526462.0105 186.9402 NA 1 37491
871749.8781 6526466.2234 187.1863 NA 1 37491
871748.298 6526470.4339 187.3354 NA 1 37491
871746.7201 6526474.6386 186.9975 NA 1 37491
871745.1453 6526478.8348 186.52 axe 1 37491
871742.9386 6526484.7149 186.6962 NA 1 37491
871740.739 6526490.5761 187.2083 NA 1 37491
871738.5354 6526496.448 187.126 NA 1 37491
871736.339 6526502.301 187.3012 NA 1 37491
871734.1441 6526508.1496 187.4986 NA 1 37491
871732.0214 6526513.8058 189.1755 rd 1 37491
871729.8264 6526519.6549 189.694 NA 1 37491
871727.619 6526525.537 189.6641 NA 1 37491
871725.4124 6526531.4167 189.5574 NA 1 37491
871723.2086 6526537.289 189.9254 NA 1 37491
871721.0154 6526543.1333 190.3989 NA 1 37491
871718.8646 6526548.8646 191.814 NA 1 37491
871702.4449 6526411.1445 192.173 NA 2 37553
871701.5825 6526413.6613 190.7223 NA 2 37553
871701.4772 6526413.9634 190.5481 NA 2 37553
871701.4367 6526414.0865 190.4949 NA 2 37553
871700.4886 6526416.8382 189.4344 rg 2 37553
871699.1812 6526420.8458 187.5611 NA 2 37553
871697.8068 6526425.0586 187.3851 NA 2 37553
871696.6541 6526428.6706 187.6207 NA 2 37553
871696.2173 6526430.0045 187.532 NA 2 37553
871695.0027 6526433.62 187.2534 NA 2 37553
871693.977 6526436.9024 187.0509 NA 2 37553
871693.2859 6526439.0218 187.0537 NA 2 37553
871692.635 6526441.0305 187.0448 NA 2 37553
871691.5702 6526444.4205 187.0477 NA 2 37553
871690.1646 6526448.7133 187.109 NA 2 37553
871688.7666 6526452.9689 186.9124 NA 2 37553
871687.3625 6526457.2602 186.5435 NA 2 37553
871685.9597 6526461.5498 186.12 axe 2 37553
871684.511 6526466.1417 186.2932 NA 2 37553
871683.6928 6526468.7357 186.426 NA 2 37553
871683.167 6526470.455 186.5199 NA 2 37553
871681.6185 6526475.3135 186.6817 NA 2 37553
871681.1742 6526476.7224 186.7544 NA 2 37553
871680.3794 6526479.3463 186.8704 NA 2 37553
871678.7339 6526484.4571 187.0852 NA 2 37553
871678.0081 6526486.7722 187.3355 NA 2 37553
871677.3104 6526488.9818 187.6002 NA 2 37553
871675.6723 6526494.0787 187.8491 NA 2 37553
871674.8226 6526496.8688 187.9393 NA 2 37553
871674.4176 6526498.1525 187.9811 NA 2 37553
871672.9689 6526502.7448 188.0608 NA 2 37553
871672.6848 6526503.6712 188.0229 NA 2 37553
871672.391 6526504.5746 188.1103 NA 2 37553
871671.5557 6526507.2214 188.2653 NA 2 37553
871670.1722 6526511.5692 189.4762 rd 2 37553
871669.2036 6526514.2412 189.7892 NA 2 37553
871668.9385 6526514.9726 189.875 NA 2 37553
871668.6882 6526515.6629 189.9 NA 2 37553
871667.9134 6526517.7999 189.978 NA 2 37553
871667.6962 6526518.4008 190.0021 NA 2 37553
871667.4643 6526519.0388 190.0159 NA 2 37553
871666.7203 6526521.091 190.0678 NA 2 37553
871666.4543 6526521.828 190.0908 NA 2 37553
871666.2235 6526522.461 190.1476 NA 2 37553
871665.4716 6526524.5353 190.3442 NA 2 37553
871665.2234 6526525.2178 190.4071 NA 2 37553
871664.9273 6526526.0365 190.4993 NA 2 37553
871664.2365 6526527.9421 190.71 NA 2 37553
871663.9882 6526528.6272 190.7859 NA 2 37553
871663.8424 6526529.0295 190.8878 NA 2 37553
871662.7767 6526531.9716 191.633 NA 2 37553
871641.233 6526392.7813 191.887 NA 3 37616
871640.1498 6526396.6292 189.6688 rg 3 37616
871639.0113 6526400.7103 187.9934 NA 3 37616
871637.8309 6526404.957 187.2495 NA 3 37616
871636.6129 6526409.2832 187.9148 NA 3 37616
871635.3817 6526413.6623 187.6259 NA 3 37616
871634.1512 6526418.0395 187.193 NA 3 37616
871632.9168 6526422.4332 187.1524 NA 3 37616
871631.6814 6526426.8305 187.1551 NA 3 37616
871630.4512 6526431.2033 187.0318 NA 3 37616
871629.2352 6526435.504 186.4893 NA 3 37616
871628.0048 6526439.8818 186.0896 NA 3 37616
871626.7741 6526444.2647 185.72 axe 3 37616
871625.0832 6526450.2336 185.9701 NA 3 37616
871623.3954 6526456.195 186.3435 NA 3 37616
871621.7055 6526462.1625 186.3396 NA 3 37616
871620.0199 6526468.1165 186.5324 NA 3 37616
871618.3393 6526474.0468 187.0222 NA 3 37616
871616.6906 6526479.9028 188.0262 NA 3 37616
871615.0055 6526485.8564 188.397 NA 3 37616
871613.3149 6526491.8223 188.5874 NA 3 37616
871611.6236 6526497.7934 188.6383 NA 3 37616
871609.9506 6526503.673 188.2552 NA 3 37616
871608.323 6526509.3326 189.7768 rd 3 37616
871606.6887 6526515.0786 191.452 NA 3 37616
871580.0211 6526374.4181 191.601 NA 4 37678
871579.0933 6526378.3329 189.3442 rg 4 37678
871578.1033 6526382.5418 187.7805 NA 4 37678
871577.0709 6526386.945 187.3098 NA 4 37678
871576.028 6526391.3447 188.1119 NA 4 37678
871575.7062 6526392.6987 188.0232 NA 4 37678
871574.9712 6526395.8082 187.8196 NA 4 37678
871573.9149 6526400.2704 187.3492 NA 4 37678
871573.3828 6526402.5173 187.3052 NA 4 37678
871572.8542 6526404.7534 187.2612 NA 4 37678
871571.7925 6526409.2405 187.2626 NA 4 37678
871570.7377 6526413.6933 186.9545 NA 4 37678
871569.7038 6526418.0391 186.0662 NA 4 37678
871568.6471 6526422.5034 185.6356 NA 4 37678
871567.5885 6526426.9797 185.32 axe 4 37678
871566.1555 6526432.9929 185.6071 NA 4 37678
871565.3435 6526436.4042 185.7794 NA 4 37678
871564.7236 6526439.0045 185.9111 NA 4 37678
871563.2906 6526445.0198 185.9464 NA 4 37678
871562.8458 6526446.8914 186.0093 NA 4 37678
871561.8604 6526451.0242 186.148 NA 4 37678
871560.437 6526456.9953 186.784 NA 4 37678
871559.6985 6526460.1138 187.1326 NA 4 37678
871559.0252 6526462.9513 187.4516 NA 4 37678
871557.595 6526468.9572 187.7485 NA 4 37678
871556.5594 6526473.3056 187.9665 NA 4 37678
871556.1629 6526474.9649 188.0491 NA 4 37678
871555.3896 6526478.2153 188.1195 NA 4 37678
871554.7292 6526480.9818 188.1788 NA 4 37678
871554.3882 6526482.4128 187.9923 NA 4 37678
871553.6548 6526485.4785 187.5968 NA 4 37678
871553.3216 6526486.8651 187.4201 NA 4 37678
871553.0936 6526487.8141 187.7715 NA 4 37678
871551.9767 6526492.4323 189.4657 rd 4 37678
871550.6008 6526498.1857 191.271 NA 4 37678
871518.8092 6526356.0548 191.315 NA 5 37741
871518.0367 6526360.0366 189.0195 rg 5 37741
871517.1954 6526364.3733 187.5676 NA 5 37741
871516.3108 6526368.9329 187.37 NA 5 37741
871515.443 6526373.4062 188.309 NA 5 37741
871514.5607 6526377.9541 188.0133 NA 5 37741
871513.6785 6526382.5014 187.5053 NA 5 37741
871512.7915 6526387.0737 187.37 NA 5 37741
871511.9036 6526391.6505 187.37 NA 5 37741
871511.0242 6526396.1833 186.8773 NA 5 37741
871510.1724 6526400.5742 185.6432 NA 5 37741
871509.2895 6526405.125 185.1817 NA 5 37741
871508.403 6526409.6946 184.92 axe 5 37741
871507.2278 6526415.7523 185.244 NA 5 37741
871506.0518 6526421.8139 185.4787 NA 5 37741
871504.8756 6526427.8771 185.5532 NA 5 37741
871503.7009 6526433.9319 185.7636 NA 5 37741
871502.5346 6526439.9439 186.5458 NA 5 37741
871501.3598 6526445.9999 186.877 NA 5 37741
871500.1845 6526452.0579 187.1 NA 5 37741
871499.0109 6526458.1075 187.5108 NA 5 37741
871497.8347 6526464.1701 187.7193 NA 5 37741
871496.6926 6526470.0571 186.585 NA 5 37741
871495.6305 6526475.5319 189.1546 rd 5 37741
871494.5129 6526481.2927 191.09 NA 5 37741
871472.9597 6526346.5626 190.5815 NA 6 37791
871471.6522 6526351.3294 188.9098 rg 6 37791
871470.2927 6526356.3629 187.5434 NA 6 37791
871468.8996 6526361.5665 187.4417 NA 6 37791
871467.519 6526366.7056 188.1302 NA 6 37791
871467.1063 6526368.2472 188.0515 NA 6 37791
871466.1277 6526371.9004 187.8653 NA 6 37791
871464.7367 6526377.0939 187.4165 NA 6 37791
871464.0427 6526379.6891 187.3511 NA 6 37791
871463.3418 6526382.3069 187.2851 NA 6 37791
871461.9465 6526387.5226 187.2914 NA 6 37791
871460.5584 6526392.7037 186.8315 NA 6 37791
871459.1905 6526397.7791 185.827 NA 6 37791
871457.8032 6526402.9651 185.269 NA 6 37791
871456.409 6526408.1754 185 axe 6 37791
871455.379 6526413.082 185.2644 NA 6 37791
871454.799 6526415.8487 185.3756 NA 6 37791
871454.3484 6526417.9915 185.4618 NA 6 37791
871453.3177 6526422.9021 185.5391 NA 6 37791
871453.0075 6526424.3876 185.596 NA 6 37791
871452.2884 6526427.8058 185.7284 NA 6 37791
871451.2657 6526432.6765 186.3571 NA 6 37791
871450.7481 6526435.1553 186.5031 NA 6 37791
871450.2366 6526437.5804 186.6474 NA 6 37791
871449.2127 6526442.472 186.9223 NA 6 37791
871448.5007 6526445.8962 187.2381 NA 6 37791
871448.1954 6526447.3443 187.3789 NA 6 37791
871447.6708 6526449.8812 187.5596 NA 6 37791
871447.186 6526452.2026 187.7388 NA 6 37791
871446.9617 6526453.29 187.5819 NA 6 37791
871446.4419 6526455.7838 187.2431 NA 6 37791
871446.2021 6526456.9291 187.0916 NA 6 37791
871446.0465 6526457.6733 187.4099 NA 6 37791
871445.267 6526461.3738 188.9773 rd 6 37791
871444.2806 6526466.0569 190.6175 NA 6 37791
871427.1103 6526337.0704 189.848 NA 7 37841
871425.2677 6526342.6221 188.8 rg 7 37841
871423.39 6526348.3526 187.5192 NA 7 37841
871421.4884 6526354.2001 187.5134 NA 7 37841
871419.595 6526360.005 187.9514 NA 7 37841
871417.6946 6526365.8467 187.7172 NA 7 37841
871415.7949 6526371.6864 187.3277 NA 7 37841
871413.8922 6526377.5401 187.2003 NA 7 37841
871411.9895 6526383.3948 187.2129 NA 7 37841
871410.0925 6526389.2242 186.7857 NA 7 37841
871408.2087 6526394.9841 186.0107 NA 7 37841
871406.317 6526400.8052 185.3562 NA 7 37841
871404.415 6526406.6562 185.08 axe 7 37841
871403.5303 6526410.4117 185.2848 NA 7 37841
871402.6451 6526414.1691 185.4449 NA 7 37841
871401.7598 6526417.9272 185.5249 NA 7 37841
871400.8759 6526421.6797 185.6932 NA 7 37841
871399.9968 6526425.4092 186.1683 NA 7 37841
871399.1134 6526429.1608 186.4178 NA 7 37841
871398.241 6526432.886 186.7446 NA 7 37841
