a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  LogPost       
  0.101109E+03  0.925367E+00  0.506854E+01 -0.999784E+01  0.121157E-02  0.305751E-02  0.686487E-04  0.843271E-03  0.162849E-02  0.512256E-03  0.109320E-03  0.547437E-04  0.176816E+03
  0.101109E+03  0.925367E+00  0.673916E+01  0.125509E+01  0.121157E-02  0.305751E-02  0.686487E-04  0.843271E-03  0.162849E-02  0.512256E-03  0.109320E-03  0.547437E-04  0.178471E+03
  0.101109E+03  0.925367E+00  0.673916E+01 -0.164131E+01  0.121157E-02  0.305751E-02  0.686487E-04  0.843271E-03  0.162849E-02  0.512256E-03  0.109320E-03  0.547437E-04  0.178327E+03
  0.988625E+02  0.925367E+00  0.109123E+02 -0.164131E+01  0.121157E-02  0.319718E-05  0.686487E-04  0.733236E-03  0.162849E-02  0.124128E-02  0.109320E-03  0.547437E-04  0.177592E+03
  0.988625E+02  0.925367E+00  0.112650E+02  0.647484E+00  0.580084E-03  0.319718E-05  0.686487E-04  0.714235E-04  0.162849E-02  0.124128E-02  0.109320E-03  0.547437E-04  0.175296E+03
  0.988625E+02  0.925367E+00  0.112650E+02  0.647484E+00  0.580084E-03  0.319718E-05  0.686487E-04  0.714235E-04  0.162849E-02  0.124128E-02  0.109320E-03  0.547437E-04  0.175296E+03
  0.988625E+02  0.925367E+00  0.112650E+02  0.995926E+00  0.580084E-03  0.319718E-05  0.226518E-02  0.714235E-04  0.162849E-02  0.124128E-02  0.109320E-03  0.113940E-03  0.173569E+03
  0.988625E+02  0.925367E+00  0.112650E+02 -0.136914E+01  0.580084E-03  0.319718E-05  0.226518E-02  0.714235E-04  0.162849E-02  0.124128E-02  0.109320E-03  0.113940E-03  0.173108E+03
  0.988625E+02  0.925367E+00  0.100411E+02 -0.136914E+01  0.580084E-03  0.319718E-05  0.226518E-02  0.714235E-04  0.162849E-02  0.124128E-02  0.388010E-03  0.113940E-03  0.174248E+03
  0.988625E+02  0.925367E+00  0.843558E+00 -0.136914E+01  0.580084E-03  0.319718E-05  0.226518E-02  0.714235E-04  0.162849E-02  0.124128E-02  0.388010E-03  0.113940E-03  0.179234E+03
  0.988625E+02  0.925367E+00  0.843558E+00 -0.136914E+01  0.580084E-03  0.656653E-03  0.954009E-04  0.231410E-02  0.162849E-02  0.124128E-02  0.388010E-03  0.113940E-03  0.181582E+03
  0.988625E+02  0.925367E+00 -0.336499E+01 -0.136914E+01  0.580084E-03  0.656653E-03  0.954009E-04  0.231410E-02  0.162849E-02  0.124128E-02  0.388010E-03  0.113940E-03  0.181498E+03
  0.100184E+03  0.529127E+01 -0.336499E+01 -0.136914E+01  0.580084E-03  0.656653E-03  0.954009E-04  0.231410E-02  0.162849E-02  0.124128E-02  0.388010E-03  0.113940E-03  0.181081E+03
  0.100184E+03  0.529127E+01  0.428420E+01 -0.136914E+01  0.580084E-03  0.656653E-03  0.954009E-04  0.231410E-02  0.162849E-02  0.124128E-02  0.388010E-03  0.113940E-03  0.180501E+03
  0.994747E+02  0.529127E+01  0.428420E+01  0.115150E+02  0.580084E-03  0.656653E-03  0.954009E-04  0.231410E-02  0.162849E-02  0.124128E-02  0.172268E-02  0.113940E-03  0.178675E+03
  0.994747E+02  0.529127E+01  0.428420E+01  0.115150E+02  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.162849E-02  0.124128E-02  0.172268E-02  0.113940E-03  0.178884E+03
  0.994747E+02  0.529127E+01  0.113685E+02  0.115150E+02  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.162849E-02  0.124128E-02  0.172268E-02  0.113940E-03  0.177403E+03
  0.994747E+02  0.199606E+01  0.113685E+02 -0.833035E+00  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.162849E-02  0.175612E-03  0.172268E-02  0.300622E-03  0.178415E+03
  0.101862E+03  0.199606E+01  0.118940E+02 -0.833035E+00  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.162849E-02  0.175612E-03  0.172268E-02  0.300622E-03  0.177444E+03
  0.101862E+03  0.199606E+01  0.118940E+02  0.554626E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.185854E-02  0.175612E-03  0.172268E-02  0.300622E-03  0.177898E+03
  0.101862E+03  0.199606E+01  0.192674E+02  0.554626E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.185854E-02  0.175612E-03  0.172268E-02  0.300622E-03  0.177170E+03
  0.101862E+03  0.199606E+01  0.192674E+02  0.883565E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.231410E-02  0.185854E-02  0.175612E-03  0.172268E-02  0.300622E-03  0.177117E+03
  0.101862E+03  0.199606E+01  0.192674E+02  0.883565E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.575200E-03  0.185854E-02  0.175612E-03  0.172268E-02  0.300622E-03  0.178630E+03
  0.101862E+03  0.199606E+01  0.196265E+02  0.883565E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.575200E-03  0.984043E-03  0.175612E-03  0.172268E-02  0.300622E-03  0.179269E+03
  0.101862E+03  0.199606E+01  0.506257E+01  0.154402E+02  0.580084E-03  0.656653E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.175612E-03  0.172268E-02  0.300622E-03  0.181666E+03
  0.101862E+03  0.197944E+01  0.110760E+01  0.154402E+02  0.580084E-03  0.656653E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.175612E-03  0.223755E-02  0.300622E-03  0.180027E+03
  0.990744E+02  0.252293E+01  0.110760E+01  0.154402E+02  0.580084E-03  0.656653E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.142705E-02  0.223755E-02  0.300622E-03  0.180313E+03
  0.990744E+02  0.252293E+01 -0.518238E+01  0.157041E+02  0.580084E-03  0.656653E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.863360E-03  0.223755E-02  0.300622E-03  0.180609E+03
  0.991489E+02  0.508247E+01 -0.518238E+01  0.914676E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.863360E-03  0.223755E-02  0.300622E-03  0.181532E+03
  0.991489E+02  0.510444E+01 -0.518238E+01 -0.226967E+01  0.580084E-03  0.656653E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.863360E-03  0.305801E-02  0.300622E-03  0.180181E+03
  0.991489E+02  0.510444E+01 -0.211782E+01 -0.226967E+01  0.957393E-03  0.744005E-03  0.793989E-03  0.906634E-03  0.984043E-03  0.863360E-03  0.305801E-02  0.300622E-03  0.179838E+03
  0.991489E+02  0.510444E+01 -0.211782E+01  0.475215E+01  0.957393E-03  0.744005E-03  0.793989E-03  0.225816E-02  0.984043E-03  0.863360E-03  0.305801E-02  0.300622E-03  0.178273E+03
  0.991489E+02  0.336343E+01 -0.211782E+01  0.837329E+01  0.957393E-03  0.744005E-03  0.793989E-03  0.225816E-02  0.984043E-03  0.863360E-03  0.327165E-02  0.300622E-03  0.178340E+03
  0.991489E+02  0.336343E+01 -0.942536E+01  0.837329E+01  0.957393E-03  0.744005E-03  0.793989E-03  0.225816E-02  0.984043E-03  0.863360E-03  0.327165E-02  0.300622E-03  0.177331E+03
  0.991489E+02  0.336343E+01 -0.365738E+01  0.837329E+01  0.957393E-03  0.369718E-03  0.793989E-03  0.225816E-02  0.984043E-03  0.845443E-04  0.327165E-02  0.827260E-03  0.176697E+03
  0.991489E+02  0.336343E+01 -0.496809E+01  0.106204E+02  0.957393E-03  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.845443E-04  0.327165E-02  0.827260E-03  0.177445E+03
  0.986527E+02  0.336343E+01 -0.303281E+01  0.106204E+02  0.957393E-03  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.185362E-02  0.778290E-04  0.827260E-03  0.180480E+03
  0.987425E+02  0.336343E+01 -0.303281E+01  0.873424E+01  0.957393E-03  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182108E+03
  0.987425E+02  0.731713E+01 -0.295285E+01  0.410235E+01  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.181227E+03
  0.987425E+02  0.731713E+01 -0.295285E+01  0.122528E+02  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.181276E+03
  0.987425E+02  0.731713E+01 -0.295285E+01  0.513051E+01  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.181361E+03
  0.987425E+02  0.564553E+01  0.653665E+00  0.513051E+01  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.984043E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182124E+03
  0.987425E+02  0.564553E+01 -0.691927E+01  0.862429E+00  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.181654E+03
  0.987425E+02  0.564553E+01 -0.509166E+01  0.952889E+00  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182132E+03
  0.987425E+02  0.505344E+01 -0.509166E+01  0.952889E+00  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182431E+03
  0.987425E+02  0.505344E+01 -0.509166E+01  0.952889E+00  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182431E+03
  0.987425E+02  0.505344E+01 -0.320494E+01  0.952889E+00  0.105310E-02  0.369718E-03  0.793989E-03  0.274904E-03  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182636E+03
  0.987425E+02  0.505344E+01 -0.320494E+01  0.952889E+00  0.105310E-02  0.281428E-03  0.793989E-03  0.274904E-03  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.182476E+03
  0.984529E+02  0.505344E+01 -0.388892E+01  0.952889E+00  0.105310E-02  0.281428E-03  0.793989E-03  0.182712E-02  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.180567E+03
  0.984529E+02  0.505344E+01 -0.388892E+01 -0.199452E+01  0.105310E-02  0.281428E-03  0.793989E-03  0.182712E-02  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.180017E+03
  0.984529E+02  0.505344E+01 -0.628303E+01 -0.199452E+01  0.105310E-02  0.869642E-03  0.793989E-03  0.182712E-02  0.143110E-03  0.131496E-02  0.778290E-04  0.827260E-03  0.180277E+03
  0.984529E+02  0.505344E+01 -0.701609E+01  0.149510E+02  0.410692E-02  0.217256E-03  0.793989E-03  0.215647E-02  0.143110E-03  0.131496E-02  0.368868E-03  0.827260E-03  0.175521E+03
  0.984529E+02  0.505344E+01 -0.701609E+01  0.149510E+02  0.410692E-02  0.217256E-03  0.793989E-03  0.124937E-02  0.143110E-03  0.148769E-02  0.368868E-03  0.827260E-03  0.176639E+03
  0.100220E+03  0.237451E+01 -0.641103E+01  0.112586E+02  0.157118E-02  0.217256E-03  0.793989E-03  0.124937E-02  0.143110E-03  0.171626E-02  0.368868E-03  0.827260E-03  0.180739E+03
  0.100220E+03  0.237451E+01  0.330972E+01  0.112586E+02  0.157118E-02  0.217256E-03  0.151803E-02  0.124937E-02  0.143110E-03  0.171626E-02  0.368868E-03  0.827260E-03  0.180270E+03
  0.100220E+03  0.102019E+02  0.135041E+01  0.188251E+02  0.100907E-02  0.217256E-03  0.151803E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.183056E+03
  0.100220E+03  0.102019E+02  0.135041E+01  0.188251E+02  0.100907E-02  0.217256E-03  0.151803E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.183056E+03
  0.100220E+03  0.102019E+02  0.214113E+01  0.148892E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.183038E+03
  0.100220E+03  0.102019E+02  0.214113E+01  0.161669E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.183101E+03
  0.100220E+03  0.102019E+02  0.454747E+01  0.130118E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.183208E+03
  0.100220E+03  0.102019E+02  0.439149E+01  0.130118E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.183199E+03
  0.100220E+03  0.102019E+02  0.439149E+01  0.112072E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.143110E-03  0.771652E-03  0.368868E-03  0.827260E-03  0.182947E+03
  0.100220E+03  0.101011E+02  0.439149E+01  0.369504E+01  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.481405E-02  0.771652E-03  0.368868E-03  0.827260E-03  0.174862E+03
  0.100220E+03  0.101011E+02  0.439149E+01  0.953242E+01  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.481405E-02  0.771652E-03  0.368868E-03  0.827260E-03  0.176660E+03
  0.100220E+03  0.101011E+02  0.341529E+01  0.953242E+01  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.481405E-02  0.771652E-03  0.125868E-03  0.827260E-03  0.176232E+03
  0.100220E+03  0.101011E+02 -0.622387E+01  0.219916E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.389227E-02  0.771652E-03  0.125868E-03  0.827260E-03  0.174749E+03
  0.100220E+03  0.101011E+02 -0.622387E+01  0.219916E+02  0.100907E-02  0.217256E-03  0.161252E-02  0.654130E-03  0.389227E-02  0.771652E-03  0.997613E-04  0.827260E-03  0.174740E+03
  0.100220E+03  0.101011E+02 -0.622387E+01  0.219916E+02  0.100907E-02  0.217256E-03  0.636736E-03  0.654130E-03  0.389227E-02  0.771652E-03  0.997613E-04  0.827260E-03  0.175949E+03
  0.100220E+03  0.823734E+01 -0.347573E+01  0.219916E+02  0.116147E-02  0.217256E-03  0.903955E-03  0.437190E-02  0.389227E-02  0.687786E-03  0.997613E-04  0.827260E-03  0.174495E+03
  0.100220E+03  0.823734E+01  0.406612E+01  0.219916E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.282017E-02  0.149259E-02  0.687786E-03  0.997613E-04  0.827260E-03  0.180351E+03
  0.100220E+03  0.681316E+01 -0.370567E+01  0.164818E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.282017E-02  0.149259E-02  0.687786E-03  0.997613E-04  0.827260E-03  0.180431E+03
  0.100220E+03  0.681316E+01 -0.150771E+02  0.164818E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.282017E-02  0.149259E-02  0.193307E-02  0.997613E-04  0.827260E-03  0.175080E+03
  0.100220E+03  0.681316E+01 -0.150771E+02  0.159386E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.282017E-02  0.149259E-02  0.193307E-02  0.997613E-04  0.827260E-03  0.175190E+03
  0.100220E+03  0.681316E+01  0.506045E+01  0.159386E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.119622E-02  0.149259E-02  0.193307E-02  0.997613E-04  0.827260E-03  0.181492E+03
  0.100220E+03  0.422635E+01  0.506045E+01 -0.181881E+01  0.116147E-02  0.217256E-03  0.728366E-03  0.472988E-02  0.451023E-03  0.125324E-02  0.997613E-04  0.827260E-03  0.179348E+03
  0.100220E+03  0.422635E+01  0.506045E+01 -0.181881E+01  0.116147E-02  0.217256E-03  0.728366E-03  0.472988E-02  0.451023E-03  0.125324E-02  0.132847E-02  0.827260E-03  0.178152E+03
  0.100736E+03  0.422635E+01 -0.344003E+01  0.157645E+01  0.116147E-02  0.217256E-03  0.728366E-03  0.161961E-02  0.451023E-03  0.125324E-02  0.132847E-02  0.827260E-03  0.181796E+03
  0.100736E+03  0.422635E+01 -0.344003E+01  0.112045E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.161961E-02  0.451023E-03  0.125324E-02  0.132847E-02  0.827260E-03  0.181329E+03
  0.100736E+03  0.842864E+01 -0.138241E+01  0.112045E+02  0.116147E-02  0.217256E-03  0.728366E-03  0.586903E-03  0.451023E-03  0.125324E-02  0.893287E-03  0.827260E-03  0.183174E+03
  0.100736E+03  0.842864E+01 -0.138241E+01  0.995642E+01  0.116147E-02  0.217256E-03  0.728366E-03  0.586903E-03  0.128040E-02  0.125324E-02  0.893287E-03  0.827260E-03  0.181989E+03
  0.100736E+03  0.842864E+01  0.289475E+01  0.250587E+01  0.116147E-02  0.474475E-03  0.728366E-03  0.586903E-03  0.147216E-02  0.125324E-02  0.801525E-03  0.827260E-03  0.181791E+03
  0.100736E+03  0.672605E+01  0.195549E+01  0.122846E+02  0.409936E-03  0.786370E-03  0.110907E-02  0.586903E-03  0.147216E-02  0.125324E-02  0.801525E-03  0.827260E-03  0.182586E+03
  0.100736E+03  0.340894E+01  0.799195E+00  0.122846E+02  0.409936E-03  0.786370E-03  0.110907E-02  0.586903E-03  0.303895E-02  0.125324E-02  0.801525E-03  0.827260E-03  0.180222E+03
  0.100736E+03  0.340894E+01  0.136338E+02  0.122846E+02  0.409936E-03  0.940420E-03  0.110907E-02  0.586903E-03  0.303895E-02  0.125324E-02  0.801525E-03  0.220791E-03  0.179328E+03
  0.100736E+03  0.340894E+01  0.123989E+02  0.174548E+02  0.409936E-03  0.940420E-03  0.110907E-02  0.586903E-03  0.303895E-02  0.125324E-02  0.330766E-03  0.220791E-03  0.179800E+03
  0.100736E+03  0.340894E+01  0.766944E+01  0.198073E+02  0.409936E-03  0.940420E-03  0.110907E-02  0.586903E-03  0.303895E-02  0.125324E-02  0.330766E-03  0.220791E-03  0.180274E+03
  0.100736E+03  0.340894E+01  0.766944E+01  0.193721E+02  0.409936E-03  0.940420E-03  0.110907E-02  0.586903E-03  0.303895E-02  0.125324E-02  0.330766E-03  0.220791E-03  0.180393E+03
  0.100736E+03  0.340894E+01  0.254773E+01  0.193721E+02  0.409936E-03  0.940420E-03  0.110907E-02  0.586903E-03  0.303895E-02  0.125324E-02  0.330766E-03  0.220791E-03  0.180507E+03
  0.100736E+03  0.340894E+01  0.254773E+01  0.193721E+02  0.409936E-03  0.940420E-03  0.110907E-02  0.586903E-03  0.106849E-02  0.125324E-02  0.330766E-03  0.220791E-03  0.183598E+03
  0.100736E+03  0.340894E+01  0.254773E+01  0.193721E+02  0.409936E-03  0.940420E-03  0.141900E-02  0.586903E-03  0.106849E-02  0.125324E-02  0.330766E-03  0.220791E-03  0.183157E+03
  0.100736E+03  0.340894E+01  0.254773E+01  0.193721E+02  0.409936E-03  0.940420E-03  0.141900E-02  0.586903E-03  0.813289E-03  0.125324E-02  0.330766E-03  0.220791E-03  0.183592E+03
  0.100736E+03  0.340894E+01  0.254773E+01  0.193721E+02  0.409936E-03  0.999027E-03  0.141900E-02  0.586903E-03  0.813289E-03  0.104398E-02  0.330766E-03  0.220791E-03  0.183840E+03
  0.100736E+03  0.830815E+00  0.450854E+01  0.136375E+02  0.409936E-03  0.999027E-03  0.141900E-02  0.852708E-03  0.813289E-03  0.104398E-02  0.330766E-03  0.220791E-03  0.183728E+03
