a0_min         a1_min         a2_min         a3_min         a4_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100062E+03  -0.212785E+01  -0.309243E+01  -0.125025E+02  -0.275552E+01   0.904476E-03   0.243418E-03   0.261027E-03   0.165671E-02   0.186683E+03   0.000000E+00   0.000000E+00   0.186683E+03  -0.373366E+03
   0.100062E+03  -0.212785E+01  -0.939694E+01   0.305171E+01   0.120089E+01   0.904476E-03   0.243418E-03   0.261027E-03   0.165671E-02   0.184920E+03   0.000000E+00   0.000000E+00   0.184920E+03  -0.369840E+03
   0.997869E+02   0.831180E-01  -0.114573E+02   0.692062E+01   0.120089E+01   0.191120E-03   0.243418E-03   0.261027E-03   0.165671E-02   0.185813E+03   0.000000E+00   0.000000E+00   0.185813E+03  -0.371626E+03
   0.997229E+02   0.831180E-01  -0.484237E+00   0.649463E+01   0.120089E+01   0.191120E-03   0.243418E-03   0.261027E-03   0.732276E-03   0.189015E+03   0.000000E+00   0.000000E+00   0.189015E+03  -0.378030E+03
   0.997229E+02   0.335203E+01   0.116714E+01   0.649463E+01   0.120089E+01   0.191120E-03   0.243418E-03   0.261027E-03   0.732276E-03   0.190483E+03   0.000000E+00   0.000000E+00   0.190483E+03  -0.380966E+03
   0.997229E+02   0.335203E+01  -0.317010E+01  -0.142992E+01  -0.146648E+02   0.191120E-03   0.243418E-03   0.261027E-03   0.732276E-03   0.188932E+03   0.000000E+00   0.000000E+00   0.188932E+03  -0.377864E+03
   0.997229E+02   0.108593E+01  -0.968895E+01  -0.553540E+01  -0.393858E+01   0.191120E-03   0.104312E-03   0.270083E-03   0.132191E-02   0.190107E+03   0.000000E+00   0.000000E+00   0.190107E+03  -0.380214E+03
   0.997229E+02   0.108593E+01  -0.595727E+01  -0.553540E+01  -0.393858E+01   0.340377E-03   0.104312E-03   0.270083E-03   0.132191E-02   0.190528E+03   0.000000E+00   0.000000E+00   0.190528E+03  -0.381056E+03
   0.997229E+02   0.108593E+01  -0.439929E+01  -0.756577E+01   0.343006E+01   0.340377E-03   0.104312E-03   0.270083E-03   0.132191E-02   0.189295E+03   0.000000E+00   0.000000E+00   0.189295E+03  -0.378590E+03
   0.997229E+02   0.291161E+01  -0.222757E+01   0.410012E+01  -0.365755E+01   0.340377E-03   0.104312E-03   0.270083E-03   0.132191E-02   0.190686E+03   0.000000E+00   0.000000E+00   0.190686E+03  -0.381372E+03
   0.997229E+02   0.291161E+01  -0.252637E+01   0.100838E+02  -0.365755E+01   0.340377E-03   0.104312E-03   0.270083E-03   0.132191E-02   0.189387E+03   0.000000E+00   0.000000E+00   0.189387E+03  -0.378774E+03
   0.997229E+02   0.291161E+01  -0.252637E+01   0.100838E+02  -0.212741E+01   0.340377E-03   0.104312E-03   0.270083E-03   0.134980E-02   0.189404E+03   0.000000E+00   0.000000E+00   0.189404E+03  -0.378808E+03
   0.101417E+03   0.291161E+01  -0.252637E+01   0.100838E+02   0.120568E+02   0.775656E-03   0.104312E-03   0.270083E-03   0.802792E-03   0.188279E+03   0.000000E+00   0.000000E+00   0.188279E+03  -0.376558E+03
   0.100510E+03   0.494991E+01  -0.726833E+00   0.100838E+02  -0.765450E+01   0.850300E-03   0.104312E-03   0.270083E-03   0.802792E-03   0.188665E+03   0.000000E+00   0.000000E+00   0.188665E+03  -0.377330E+03
   0.100510E+03   0.209432E+01  -0.726833E+00   0.249339E+00  -0.225844E+01   0.108417E-02   0.104312E-03   0.270083E-03   0.210195E-02   0.187920E+03   0.000000E+00   0.000000E+00   0.187920E+03  -0.375840E+03
   0.101155E+03   0.209432E+01   0.288300E+01   0.249339E+00   0.629000E+01   0.108417E-02   0.104312E-03   0.270083E-03   0.210195E-02   0.188404E+03   0.000000E+00   0.000000E+00   0.188404E+03  -0.376808E+03
   0.101155E+03   0.209432E+01   0.293002E+01   0.554627E+01   0.488392E+01   0.138335E-02   0.104312E-03   0.270083E-03   0.210195E-02   0.187215E+03   0.000000E+00   0.000000E+00   0.187215E+03  -0.374430E+03
   0.101824E+03   0.209432E+01   0.100431E+02   0.870540E+01  -0.453810E+01   0.138335E-02   0.104312E-03   0.270083E-03   0.210195E-02   0.184230E+03   0.000000E+00   0.000000E+00   0.184230E+03  -0.368460E+03
   0.101824E+03   0.634474E+01   0.980720E+01   0.135178E+02  -0.272117E+01   0.138335E-02   0.104312E-03   0.643143E-03   0.922350E-03   0.185054E+03   0.000000E+00   0.000000E+00   0.185054E+03  -0.370108E+03
   0.101634E+03   0.627134E+01   0.980720E+01   0.551975E+01  -0.272117E+01   0.138335E-02   0.104312E-03   0.643143E-03   0.125795E-02   0.184677E+03   0.000000E+00   0.000000E+00   0.184677E+03  -0.369354E+03
   0.101634E+03   0.627134E+01   0.138063E+01   0.118948E+02  -0.136126E+01   0.138335E-02   0.104312E-03   0.643143E-03   0.125795E-02   0.185896E+03   0.000000E+00   0.000000E+00   0.185896E+03  -0.371792E+03
   0.102906E+03   0.627134E+01   0.181847E+01   0.822902E+01  -0.886574E+01   0.102806E-02   0.171174E-03   0.643143E-03   0.125795E-02   0.183354E+03   0.000000E+00   0.000000E+00   0.183354E+03  -0.366708E+03
   0.100520E+03   0.764390E+01   0.575212E+01   0.629053E+01   0.710237E+01   0.962049E-03   0.171174E-03   0.643143E-03   0.125795E-02   0.185857E+03   0.000000E+00   0.000000E+00   0.185857E+03  -0.371714E+03
   0.101967E+03   0.623176E+01   0.575212E+01   0.629053E+01   0.550274E+01   0.962049E-03   0.171174E-03   0.643143E-03   0.125795E-02   0.187947E+03   0.000000E+00   0.000000E+00   0.187947E+03  -0.375894E+03
   0.101251E+03   0.623176E+01  -0.712226E+01   0.152387E+02   0.408466E+01   0.962049E-03   0.171174E-03   0.643143E-03   0.125795E-02   0.184172E+03   0.000000E+00   0.000000E+00   0.184172E+03  -0.368344E+03
   0.101251E+03   0.623176E+01  -0.179185E+01   0.152387E+02   0.642742E+01   0.962049E-03   0.171174E-03   0.643143E-03   0.125795E-02   0.186670E+03   0.000000E+00   0.000000E+00   0.186670E+03  -0.373340E+03
   0.101251E+03   0.623176E+01  -0.223056E+01   0.152387E+02  -0.173757E+01   0.962049E-03   0.171174E-03   0.643143E-03   0.125795E-02   0.186308E+03   0.000000E+00   0.000000E+00   0.186308E+03  -0.372616E+03
   0.997689E+02   0.623176E+01   0.232724E+01   0.385922E+01  -0.173757E+01   0.962049E-03   0.258261E-03   0.643143E-03   0.125795E-02   0.185001E+03   0.000000E+00   0.000000E+00   0.185001E+03  -0.370002E+03
   0.997689E+02  -0.172240E+01  -0.101131E+02  -0.357946E+01  -0.864271E+01   0.611614E-03   0.432293E-04   0.643143E-03   0.125795E-02   0.185025E+03   0.000000E+00   0.000000E+00   0.185025E+03  -0.370050E+03
   0.101774E+03   0.757417E+01  -0.626512E+01  -0.821226E+01   0.243789E+01   0.611614E-03   0.432293E-04   0.820400E-03   0.125795E-02   0.181961E+03   0.000000E+00   0.000000E+00   0.181961E+03  -0.363922E+03
   0.101774E+03   0.757417E+01  -0.626512E+01   0.879889E+01   0.663825E+01   0.611614E-03   0.432293E-04   0.820400E-03   0.125795E-02   0.184411E+03   0.000000E+00   0.000000E+00   0.184411E+03  -0.368822E+03
   0.101774E+03   0.757417E+01   0.626024E+01   0.105658E+02   0.757557E+01   0.611614E-03   0.432293E-04   0.820400E-03   0.125795E-02   0.188736E+03   0.000000E+00   0.000000E+00   0.188736E+03  -0.377472E+03
   0.101774E+03   0.757417E+01   0.722452E+01   0.105658E+02   0.646795E+01   0.611614E-03   0.432293E-04   0.820400E-03   0.989111E-03   0.188717E+03   0.000000E+00   0.000000E+00   0.188717E+03  -0.377434E+03
   0.101774E+03   0.603571E+01   0.722452E+01   0.105658E+02   0.909138E+01   0.552618E-03   0.432293E-04   0.820400E-03   0.989111E-03   0.189245E+03   0.000000E+00   0.000000E+00   0.189245E+03  -0.378490E+03
   0.102021E+03   0.603571E+01   0.854952E+01   0.105658E+02   0.909138E+01   0.552618E-03   0.432293E-04   0.820400E-03   0.989111E-03   0.189202E+03   0.000000E+00   0.000000E+00   0.189202E+03  -0.378404E+03
   0.102229E+03   0.603571E+01   0.854952E+01   0.988516E+01   0.935577E+01   0.128408E-03   0.432293E-04   0.273673E-03   0.989111E-03   0.193483E+03   0.000000E+00   0.000000E+00   0.193483E+03  -0.386966E+03
   0.102229E+03   0.343327E+01   0.854952E+01   0.148640E+02   0.114779E+02   0.128408E-03   0.432293E-04   0.273673E-03   0.989111E-03   0.192270E+03   0.000000E+00   0.000000E+00   0.192270E+03  -0.384540E+03
   0.102229E+03   0.109602E+02   0.854952E+01   0.149451E+02   0.149325E+02   0.128408E-03   0.432293E-04   0.177095E-03   0.134817E-02   0.190907E+03   0.000000E+00   0.000000E+00   0.190907E+03  -0.381814E+03
   0.102229E+03   0.109602E+02   0.636910E+01   0.140146E+02   0.159017E+02   0.128408E-03   0.432293E-04   0.177095E-03   0.134817E-02   0.189547E+03   0.000000E+00   0.000000E+00   0.189547E+03  -0.379094E+03
   0.102229E+03   0.107194E+02   0.486308E+01   0.140146E+02   0.485720E+01   0.128408E-03   0.432293E-04   0.177095E-03   0.134817E-02   0.188832E+03   0.000000E+00   0.000000E+00   0.188832E+03  -0.377664E+03
   0.102229E+03   0.107194E+02   0.487304E+01   0.255403E+02   0.153347E+02   0.128408E-03   0.432293E-04   0.177095E-03   0.985539E-03   0.189740E+03   0.000000E+00   0.000000E+00   0.189740E+03  -0.379480E+03
   0.100808E+03   0.107194E+02   0.460201E-01   0.166422E+02   0.254654E+01   0.667278E-03   0.432293E-04   0.177095E-03   0.985539E-03   0.185195E+03   0.000000E+00   0.000000E+00   0.185195E+03  -0.370390E+03
   0.100808E+03   0.107194E+02   0.562594E+01   0.166422E+02   0.324087E+01   0.667278E-03   0.432293E-04   0.177095E-03   0.776948E-03   0.187173E+03   0.000000E+00   0.000000E+00   0.187173E+03  -0.374346E+03
   0.100808E+03   0.107194E+02   0.880171E+01   0.139240E+02   0.324087E+01   0.667278E-03   0.432293E-04   0.452931E-03   0.776948E-03   0.186577E+03   0.000000E+00   0.000000E+00   0.186577E+03  -0.373154E+03
   0.100808E+03   0.107194E+02   0.880171E+01   0.139240E+02   0.324087E+01   0.667278E-03   0.432293E-04   0.452931E-03   0.776948E-03   0.186577E+03   0.000000E+00   0.000000E+00   0.186577E+03  -0.373154E+03
   0.100808E+03   0.107194E+02   0.880171E+01   0.175298E+02  -0.144982E+01   0.667278E-03   0.597460E-03   0.610727E-03   0.776948E-03   0.184799E+03   0.000000E+00   0.000000E+00   0.184799E+03  -0.369598E+03
   0.103220E+03   0.982934E+01   0.880171E+01   0.246502E+02  -0.109475E+02   0.667278E-03   0.597460E-03   0.610727E-03   0.776948E-03   0.181295E+03   0.000000E+00   0.000000E+00   0.181295E+03  -0.362590E+03
   0.101921E+03   0.982934E+01   0.815827E+01   0.246502E+02  -0.800145E+01   0.667278E-03   0.597460E-03   0.610727E-03   0.776948E-03   0.183495E+03   0.000000E+00   0.000000E+00   0.183495E+03  -0.366990E+03
   0.101921E+03   0.110582E+02   0.129593E+02   0.204190E+02   0.684931E+01   0.667278E-03   0.597460E-03   0.610727E-03   0.776948E-03   0.186406E+03   0.000000E+00   0.000000E+00   0.186406E+03  -0.372812E+03
   0.101921E+03   0.110582E+02   0.850830E+01   0.214109E+02   0.684931E+01   0.667278E-03   0.597460E-03   0.610727E-03   0.776948E-03   0.186086E+03   0.000000E+00   0.000000E+00   0.186086E+03  -0.372172E+03
   0.101921E+03   0.105851E+02   0.850830E+01   0.263592E+02   0.684931E+01   0.667278E-03   0.597460E-03   0.421213E-03   0.776948E-03   0.186698E+03   0.000000E+00   0.000000E+00   0.186698E+03  -0.373396E+03
   0.101921E+03   0.105851E+02   0.961743E+01   0.273720E+02   0.162593E+02   0.667278E-03   0.597460E-03   0.421213E-03   0.776948E-03   0.186899E+03   0.000000E+00   0.000000E+00   0.186899E+03  -0.373798E+03
   0.101921E+03   0.105851E+02   0.118563E+02   0.207335E+02   0.162593E+02   0.667278E-03   0.220829E-04   0.421213E-03   0.776948E-03   0.189477E+03   0.000000E+00   0.000000E+00   0.189477E+03  -0.378954E+03
   0.101921E+03   0.990291E+01   0.118563E+02   0.153943E+02   0.108545E+02   0.667278E-03   0.220829E-04   0.421213E-03   0.776948E-03   0.189871E+03   0.000000E+00   0.000000E+00   0.189871E+03  -0.379742E+03
   0.101921E+03   0.990291E+01   0.118563E+02   0.144585E+02   0.138675E+02   0.667278E-03   0.220829E-04   0.421213E-03   0.776948E-03   0.189829E+03   0.000000E+00   0.000000E+00   0.189829E+03  -0.379658E+03
   0.101921E+03   0.824455E+01   0.141125E+02   0.127553E+02   0.138675E+02   0.667278E-03   0.220829E-04   0.421213E-03   0.776948E-03   0.189920E+03   0.000000E+00   0.000000E+00   0.189920E+03  -0.379840E+03
   0.101921E+03   0.824455E+01   0.141125E+02   0.169229E+02   0.138675E+02   0.119846E-02   0.220829E-04   0.107844E-02   0.776948E-03   0.183406E+03   0.000000E+00   0.000000E+00   0.183406E+03  -0.366812E+03
   0.102569E+03   0.973985E+01   0.102180E+02   0.123901E+02   0.137155E+02   0.119846E-02   0.220829E-04   0.107844E-02   0.110325E-02   0.184760E+03   0.000000E+00   0.000000E+00   0.184760E+03  -0.369520E+03
   0.102569E+03   0.402551E+01   0.812431E+01   0.123901E+02   0.162547E+02   0.119846E-02   0.220829E-04   0.136411E-02   0.110325E-02   0.182866E+03   0.000000E+00   0.000000E+00   0.182866E+03  -0.365732E+03
   0.101100E+03   0.402551E+01   0.136493E+02   0.726585E+01   0.162547E+02   0.119846E-02   0.220829E-04   0.138157E-02   0.110325E-02   0.179361E+03   0.000000E+00   0.000000E+00   0.179361E+03  -0.358722E+03
   0.101348E+03   0.402551E+01   0.136493E+02   0.726585E+01   0.162547E+02   0.119846E-02   0.220829E-04   0.801427E-03   0.110325E-02   0.183707E+03   0.000000E+00   0.000000E+00   0.183707E+03  -0.367414E+03
   0.101749E+03   0.444886E+01   0.963742E+01   0.901540E+01   0.585758E+01   0.119846E-02   0.220829E-04   0.236793E-03   0.110325E-02   0.190008E+03   0.000000E+00   0.000000E+00   0.190008E+03  -0.380016E+03
   0.101749E+03   0.444886E+01   0.572677E+01   0.901540E+01   0.128346E+02   0.544368E-03   0.220829E-04   0.236793E-03   0.110325E-02   0.192970E+03   0.000000E+00   0.000000E+00   0.192970E+03  -0.385940E+03
   0.101749E+03   0.444886E+01   0.475337E+01   0.668031E+01   0.128346E+02   0.544368E-03   0.220829E-04   0.236793E-03   0.139437E-02   0.192458E+03   0.000000E+00   0.000000E+00   0.192458E+03  -0.384916E+03
   0.101749E+03   0.444886E+01   0.851670E+01   0.133301E+02  -0.368407E+01   0.740034E-03   0.220829E-04   0.236793E-03   0.139437E-02   0.189317E+03   0.000000E+00   0.000000E+00   0.189317E+03  -0.378634E+03
   0.101749E+03   0.444886E+01   0.107024E+02   0.758071E+01   0.106498E+02   0.740034E-03   0.220829E-04   0.236793E-03   0.139437E-02   0.191470E+03   0.000000E+00   0.000000E+00   0.191470E+03  -0.382940E+03
   0.101749E+03   0.394683E+01   0.107024E+02   0.543882E+01   0.106498E+02   0.740034E-03   0.220829E-04   0.236793E-03   0.139437E-02   0.191392E+03   0.000000E+00   0.000000E+00   0.191392E+03  -0.382784E+03
   0.101749E+03   0.545394E+01   0.107024E+02   0.543882E+01   0.106498E+02   0.740034E-03   0.220829E-04   0.236793E-03   0.141236E-02   0.190927E+03   0.000000E+00   0.000000E+00   0.190927E+03  -0.381854E+03
   0.101749E+03   0.120243E+01   0.594207E+01  -0.477036E+01   0.106498E+02   0.338460E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.192444E+03   0.000000E+00   0.000000E+00   0.192444E+03  -0.384888E+03
   0.101749E+03   0.120243E+01   0.594207E+01  -0.477036E+01   0.116270E+02   0.476894E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.192000E+03   0.000000E+00   0.000000E+00   0.192000E+03  -0.384000E+03
   0.101749E+03   0.237198E+01   0.520371E+01   0.104687E+02   0.116270E+02   0.476894E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.192002E+03   0.000000E+00   0.000000E+00   0.192002E+03  -0.384004E+03
   0.101749E+03   0.237198E+01   0.520371E+01   0.100478E+02   0.209288E+02   0.476894E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.190558E+03   0.000000E+00   0.000000E+00   0.190558E+03  -0.381116E+03
   0.101682E+03   0.249843E+01   0.520371E+01  -0.301084E+01  -0.148212E+00   0.476894E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.191495E+03   0.000000E+00   0.000000E+00   0.191495E+03  -0.382990E+03
   0.101682E+03   0.249843E+01   0.459812E+01  -0.301084E+01   0.403844E+01   0.476894E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.191944E+03   0.000000E+00   0.000000E+00   0.191944E+03  -0.383888E+03
   0.101682E+03   0.249843E+01   0.404748E+01   0.111227E+02   0.618827E+01   0.476894E-03   0.230827E-04   0.236793E-03   0.141236E-02   0.191849E+03   0.000000E+00   0.000000E+00   0.191849E+03  -0.383698E+03
   0.101682E+03   0.319229E+01   0.404748E+01  -0.920466E+00   0.326472E+00   0.476894E-03   0.230827E-04   0.236793E-03   0.166090E-02   0.191285E+03   0.000000E+00   0.000000E+00   0.191285E+03  -0.382570E+03
   0.101682E+03   0.319229E+01   0.238915E+01  -0.920466E+00   0.132317E+02   0.476894E-03   0.230827E-04   0.236793E-03   0.166090E-02   0.191064E+03   0.000000E+00   0.000000E+00   0.191064E+03  -0.382128E+03
   0.101682E+03   0.258814E+01   0.238915E+01  -0.920466E+00   0.113269E+02   0.645399E-03   0.230827E-04   0.236793E-03   0.146470E-02   0.191359E+03   0.000000E+00   0.000000E+00   0.191359E+03  -0.382718E+03
   0.101682E+03   0.258814E+01   0.238915E+01  -0.289926E+01   0.720358E+01   0.645399E-03   0.230827E-04   0.236793E-03   0.146470E-02   0.191198E+03   0.000000E+00   0.000000E+00   0.191198E+03  -0.382396E+03
   0.101682E+03  -0.821617E+00  -0.213526E+01  -0.190344E+02   0.303496E+01   0.627462E-03   0.230827E-04   0.309477E-03   0.146470E-02   0.188794E+03   0.000000E+00   0.000000E+00   0.188794E+03  -0.377588E+03
   0.100524E+03  -0.420422E+00  -0.213526E+01   0.309288E+00  -0.953639E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.949837E-03   0.190369E+03   0.000000E+00   0.000000E+00   0.190369E+03  -0.380738E+03
   0.100524E+03   0.499244E+01  -0.213526E+01   0.833395E+01  -0.673423E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.109384E-02   0.190522E+03   0.000000E+00   0.000000E+00   0.190522E+03  -0.381044E+03
   0.100524E+03   0.579507E+01  -0.159352E+01   0.500388E+00   0.506406E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.109384E-02   0.189533E+03   0.000000E+00   0.000000E+00   0.189533E+03  -0.379066E+03
   0.100524E+03   0.619950E+01   0.219609E+01   0.833536E+01   0.506406E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.109384E-02   0.191040E+03   0.000000E+00   0.000000E+00   0.191040E+03  -0.382080E+03
   0.100653E+03   0.619950E+01   0.450501E+01   0.461763E+01   0.506406E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.109384E-02   0.190644E+03   0.000000E+00   0.000000E+00   0.190644E+03  -0.381288E+03
   0.100653E+03   0.619950E+01   0.530161E+01   0.924961E+01   0.849135E+00   0.542129E-03   0.230827E-04   0.309477E-03   0.108943E-02   0.190800E+03   0.000000E+00   0.000000E+00   0.190800E+03  -0.381600E+03
   0.100653E+03   0.619950E+01  -0.122953E+01   0.142947E+01  -0.465340E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.108943E-02   0.189808E+03   0.000000E+00   0.000000E+00   0.189808E+03  -0.379616E+03
   0.100653E+03   0.619950E+01  -0.345861E+01   0.203850E+01   0.321265E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.108943E-02   0.189182E+03   0.000000E+00   0.000000E+00   0.189182E+03  -0.378364E+03
   0.100653E+03   0.619950E+01   0.147708E+01   0.486073E+00  -0.747856E+01   0.542129E-03   0.230827E-04   0.309477E-03   0.108943E-02   0.189163E+03   0.000000E+00   0.000000E+00   0.189163E+03  -0.378326E+03
   0.100653E+03   0.619950E+01   0.545909E+00   0.486073E+00   0.365574E+01   0.544385E-03   0.230827E-04   0.309477E-03   0.789767E-03   0.189005E+03   0.000000E+00   0.000000E+00   0.189005E+03  -0.378010E+03
   0.100653E+03   0.552512E+01   0.545909E+00   0.284804E+01  -0.105298E+02   0.544385E-03   0.230827E-04   0.309477E-03   0.789767E-03   0.189093E+03   0.000000E+00   0.000000E+00   0.189093E+03  -0.378186E+03
   0.100653E+03   0.132221E+01  -0.406709E+01  -0.392890E+01  -0.106055E+02   0.432128E-03   0.230827E-04   0.309477E-03   0.789767E-03   0.190949E+03   0.000000E+00   0.000000E+00   0.190949E+03  -0.381898E+03
   0.100653E+03   0.132221E+01  -0.406709E+01  -0.344281E+01  -0.106055E+02   0.432128E-03   0.230827E-04   0.309477E-03   0.789767E-03   0.190940E+03   0.000000E+00   0.000000E+00   0.190940E+03  -0.381880E+03
   0.100653E+03   0.132221E+01  -0.176303E+01  -0.389557E+01  -0.126373E+00   0.432128E-03   0.230827E-04   0.309477E-03   0.789767E-03   0.191646E+03   0.000000E+00   0.000000E+00   0.191646E+03  -0.383292E+03
   0.100889E+03   0.132221E+01  -0.497076E+01  -0.142240E+01  -0.126373E+00   0.432128E-03   0.230827E-04   0.309477E-03   0.789767E-03   0.190829E+03   0.000000E+00   0.000000E+00   0.190829E+03  -0.381658E+03
   0.100889E+03   0.357035E+01   0.426289E+01  -0.142240E+01   0.142157E+01   0.110641E-03   0.805786E-04   0.309477E-03   0.130417E-02   0.191997E+03   0.000000E+00   0.000000E+00   0.191997E+03  -0.383994E+03
   0.100889E+03  -0.131926E+01  -0.182839E+01  -0.552952E+01  -0.336028E+01   0.110641E-03   0.805786E-04   0.451540E-03   0.130417E-02   0.191117E+03   0.000000E+00   0.000000E+00   0.191117E+03  -0.382234E+03
   0.100889E+03  -0.131926E+01  -0.152951E+01  -0.989970E+01  -0.336028E+01   0.110641E-03   0.805786E-04   0.452152E-03   0.130417E-02   0.190993E+03   0.000000E+00   0.000000E+00   0.190993E+03  -0.381986E+03
   0.100889E+03  -0.131926E+01  -0.152951E+01  -0.121124E+02  -0.270003E+01   0.110641E-03   0.805786E-04   0.454663E-03   0.852467E-03   0.190475E+03   0.000000E+00   0.000000E+00   0.190475E+03  -0.380950E+03
   0.100889E+03  -0.131926E+01  -0.369506E+01  -0.117972E+02  -0.317893E+01   0.110641E-03   0.805786E-04   0.454663E-03   0.852467E-03   0.190543E+03   0.000000E+00   0.000000E+00   0.190543E+03  -0.381086E+03
   0.100425E+03  -0.131926E+01  -0.537703E+01   0.185816E+01  -0.317893E+01   0.110641E-03   0.162591E-03   0.454663E-03   0.852467E-03   0.189016E+03   0.000000E+00   0.000000E+00   0.189016E+03  -0.378032E+03
   0.100425E+03   0.199648E+01  -0.213895E+01   0.113013E+02  -0.317893E+01   0.110641E-03   0.162591E-03   0.454663E-03   0.852467E-03   0.189477E+03   0.000000E+00   0.000000E+00   0.189477E+03  -0.378954E+03
   0.100425E+03   0.199648E+01  -0.270821E+01   0.199450E+01  -0.341547E+01   0.110641E-03   0.162591E-03   0.454663E-03   0.852467E-03   0.191355E+03   0.000000E+00   0.000000E+00   0.191355E+03  -0.382710E+03
   0.100425E+03   0.453555E+01  -0.229088E+01   0.199450E+01   0.879332E+01   0.110641E-03   0.162591E-03   0.209620E-03   0.852467E-03   0.190884E+03   0.000000E+00   0.000000E+00   0.190884E+03  -0.381768E+03
   0.100425E+03   0.453555E+01  -0.229088E+01   0.451443E+01   0.879332E+01   0.252970E-03   0.162591E-03   0.209620E-03   0.160432E-02   0.190473E+03   0.000000E+00   0.000000E+00   0.190473E+03  -0.380946E+03
   0.100425E+03   0.422535E+01  -0.573847E+00   0.451443E+01   0.879332E+01   0.425234E-03   0.162591E-03   0.209620E-03   0.160432E-02   0.190582E+03   0.000000E+00   0.000000E+00   0.190582E+03  -0.381164E+03
   0.100425E+03   0.422535E+01   0.795882E+00   0.990952E+01   0.740832E+01   0.425234E-03   0.162591E-03   0.209620E-03   0.180949E-02   0.190127E+03   0.000000E+00   0.000000E+00   0.190127E+03  -0.380254E+03
   0.100425E+03   0.422535E+01   0.795882E+00   0.990952E+01   0.120271E+02   0.730570E-03   0.162591E-03   0.209620E-03   0.180949E-02   0.188173E+03   0.000000E+00   0.000000E+00   0.188173E+03  -0.376346E+03
   0.100425E+03   0.422535E+01  -0.134281E+01   0.670849E+01  -0.458088E+01   0.730570E-03   0.162591E-03   0.405542E-03   0.204851E-02   0.187961E+03   0.000000E+00   0.000000E+00   0.187961E+03  -0.375922E+03
   0.100425E+03   0.423273E+01  -0.134281E+01   0.670849E+01  -0.458088E+01   0.730570E-03   0.162591E-03   0.405542E-03   0.204851E-02   0.187961E+03   0.000000E+00   0.000000E+00   0.187961E+03  -0.375922E+03
   0.100425E+03   0.423273E+01  -0.134281E+01   0.841523E+00  -0.121735E+02   0.730570E-03   0.162591E-03   0.479907E-03   0.204851E-02   0.186681E+03   0.000000E+00   0.000000E+00   0.186681E+03  -0.373362E+03
   0.100425E+03   0.423273E+01  -0.134281E+01   0.260013E+01  -0.162153E+02   0.730570E-03   0.162591E-03   0.906725E-03   0.204851E-02   0.183407E+03   0.000000E+00   0.000000E+00   0.183407E+03  -0.366814E+03
   0.100425E+03   0.423273E+01  -0.497137E+01   0.408966E+01   0.113764E+02   0.730570E-03   0.162591E-03   0.906725E-03   0.125343E-02   0.185486E+03   0.000000E+00   0.000000E+00   0.185486E+03  -0.370972E+03
   0.100425E+03   0.423273E+01  -0.497137E+01   0.275643E+01  -0.127045E+01   0.730570E-03   0.162591E-03   0.906725E-03   0.125343E-02   0.186875E+03   0.000000E+00   0.000000E+00   0.186875E+03  -0.373750E+03
   0.100083E+03   0.423273E+01  -0.456943E+01   0.543409E+01  -0.127045E+01   0.298610E-03   0.360983E-03   0.646632E-04   0.125343E-02   0.190673E+03   0.000000E+00   0.000000E+00   0.190673E+03  -0.381346E+03
   0.101146E+03   0.374751E+01   0.881801E+01   0.149522E+01   0.134778E+02   0.298610E-03   0.360983E-03   0.646632E-04   0.110640E-02   0.191826E+03   0.000000E+00   0.000000E+00   0.191826E+03  -0.383652E+03
   0.101146E+03   0.374751E+01   0.133488E+02   0.149522E+01   0.122222E+02   0.298610E-03   0.360983E-03   0.770195E-04   0.110640E-02   0.189848E+03   0.000000E+00   0.000000E+00   0.189848E+03  -0.379696E+03
   0.101146E+03   0.374751E+01   0.834745E+01   0.526726E+01  -0.958941E+00   0.298610E-03   0.360983E-03   0.770195E-04   0.110640E-02   0.191549E+03   0.000000E+00   0.000000E+00   0.191549E+03  -0.383098E+03
   0.101146E+03   0.951740E-01   0.751818E+01  -0.469860E+01  -0.958941E+00   0.259802E-03   0.360983E-03   0.770195E-04   0.167560E-02   0.190101E+03   0.000000E+00   0.000000E+00   0.190101E+03  -0.380202E+03
   0.101730E+03   0.310867E+00   0.911017E-01  -0.276783E+01  -0.548790E+00   0.259802E-03   0.360983E-03   0.770195E-04   0.167560E-02   0.191036E+03   0.000000E+00   0.000000E+00   0.191036E+03  -0.382072E+03
