x(m)	h1(mm)
0.504	95.7923933139996
0.604	95.1267938968893
0.704	94.8392411686648
0.804	94.5246756434415
0.904	94.7944066629989
1.004	94.4532430732229
1.104	94.3712765098882
1.204	94.7168851639976
1.304	94.7692482960013
1.404	94.8751534884437
1.504	95.1141604661109
1.604	95.1566359164442
1.704	94.8291125565555
1.804	94.277334557444
1.904	94.1723890719986
2.004	94.2882872885561
2.104	93.9514157027783
2.204	93.5301905904426
2.304	93.4003073246669
2.404	92.9648774536661
2.504	93.7127089718888
2.604	94.5673343488883
2.704	94.257414947888
2.804	94.7277488538882
2.904	95.0498690546685
3.004	94.9174084481124
3.104	95.5308731138871
3.204	95.1964183793328
3.304	95.0359851245545
3.404	95.5126157682209
3.504	95.1679659194442
3.604	94.4806658626655
3.704	94.9380976822219
3.804	94.1305323081099
3.904	94.2392164432211
4.004	94.2104499328876
4.104	93.6148822734443
4.204	94.5042382488878
4.304	94.2027454143329
4.404	93.641749342221
4.504	94.6967231349988
4.604	94.2149331136659
4.704	94.1954367156659
4.804	95.2640390520003
4.904	94.6554853579979
5.004	93.5109982722213
5.104	94.4230581135546
5.204	94.1905584333315
5.304	93.212352890556
5.404	93.7217848130007
5.504	94.8947707261104
5.604	93.8461269857779
5.704	94.4913162239975
5.804	95.2470498914456
5.904	94.6656862798886
6.004	94.7848250390002
6.104	95.8700938762212
6.204	94.5093132436655
6.304	93.766602707111
6.404	94.1744162546636
6.504	94.8117707617771
6.604	93.6789481157775
6.704	93.9305717215558
6.804	95.1451996126647
6.904	93.7783530141091
7.004	93.6493827611108
7.104	94.7846959804439
7.204	94.8349125122215
7.304	94.9260691364454
7.404	95.7623395439993
7.504	95.5817184301093
7.604	95.3550486687781
7.704	95.5638746785563
7.804	95.1398312513332
7.904	94.8772435877781
8.004	94.9676392784434
8.104	94.6912511823323
8.204	94.5629979025546
8.304	94.9441358892217
8.404	94.6295243106666
8.504	94.2252871053327
8.604	94.1938874148884
8.704	94.4138250261117
8.804	94.4385472986665
8.904	94.3254128677776
9.004	94.571947661999
9.104	94.6375333897772
9.204	94.9309006424441
9.304	95.3661403785558
9.404	95.2306528072214
9.504	94.9644999291103
9.604	95.2370600761106
9.704	94.9705752864434
9.804	94.6406020791073
9.904	94.9963920726647
10.004	95.6106283433331
10.104	95.0198095629999
10.204	95.414823104666
10.304	95.9095252024435
10.404	95.7652079337789
10.504	96.0308091574432
10.604	96.7378180378899
10.704	95.8877069582206
10.804	95.3060356572212
10.904	95.5221176922229
11.004	95.9988238828897
11.104	95.2980885399982
11.204	95.005289729888
11.304	95.5955110489994
11.404	94.9876099065546
11.504	95.1312545715549
11.604	96.0963570209996
11.704	95.6470889243336
11.804	95.1768269536654
11.904	95.9326181964417
12.004	95.6319304686668
12.104	95.1528997847753
12.204	95.3882691834455
12.304	95.2845032199984
12.404	95.0188627586656
12.504	95.3664279377768
12.604	95.2344296868875
12.704	94.8505173245549
12.804	94.9868517361106
12.904	95.036632618556
13.004	95.4412814727774
13.104	95.2936016573333
13.204	95.3492475593326
13.304	95.7156873816672
13.404	95.7429910711107
13.504	95.7140352978877
13.604	95.8247698934451
13.704	95.7155577660008
13.804	95.2601220483331
13.904	94.8490828151112
14.004	95.7439906133332
14.104	95.8801596937779
14.204	95.1418120010002
14.304	95.6604752518888
14.404	95.4512425957788
14.504	95.1713021223331
14.604	95.8804266796644
14.704	96.7071356107776
14.804	96.4505503955535
14.904	96.7225910341101
15.004	97.0822512905556
15.104	96.9716418367765
15.204	96.7305030199994
15.304	96.7704716682219
15.404	97.3601236927756
15.504	97.1497042243341
15.604	96.649195903223
15.704	96.8899848843329
15.804	96.8008483310008
15.904	96.4574970581119
16.004	96.8966885190003
16.104	97.0936345510007
16.204	96.4893578036663
16.304	96.6685453160012
16.404	96.7829749827774
16.504	96.3081644620009
