a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.100000E+03   0.592983E+02   0.419148E-03   0.117888E+02   0.118671E+02   0.120553E-02   0.201050E+02   0.624574E+02
   0.100000E+03   0.599643E+02   0.419148E-03   0.110133E+02   0.933025E+01   0.712806E-03   0.206488E+02   0.638597E+02
   0.100000E+03   0.599643E+02   0.419148E-03   0.110133E+02   0.933025E+01   0.712806E-03   0.241444E+02   0.621479E+02
   0.100000E+03   0.599643E+02   0.419148E-03   0.110133E+02   0.865100E+01   0.712806E-03   0.241444E+02   0.620211E+02
   0.100000E+03   0.607621E+02   0.419148E-03   0.110133E+02   0.594416E+01   0.712806E-03   0.212523E+02   0.599351E+02
   0.100000E+03   0.601430E+02   0.419148E-03   0.110491E+02   0.611190E+01   0.712806E-03   0.162080E+02   0.626185E+02
   0.100000E+03   0.601430E+02   0.419148E-03   0.102437E+02   0.611190E+01   0.712806E-03   0.170034E+02   0.626420E+02
   0.100000E+03   0.601430E+02   0.339043E-03   0.102437E+02   0.716119E+01   0.193003E-03   0.139919E+02   0.658023E+02
   0.100000E+03   0.595215E+02   0.339043E-03   0.606830E+01   0.716119E+01   0.193003E-03   0.139919E+02   0.636947E+02
   0.100000E+03   0.601699E+02   0.339043E-03   0.817319E+01   0.660195E+01   0.193003E-03   0.139919E+02   0.648099E+02
   0.100000E+03   0.601699E+02   0.339043E-03   0.817319E+01   0.660195E+01   0.193003E-03   0.132004E+02   0.647244E+02
   0.100000E+03   0.601699E+02   0.339043E-03   0.104931E+02   0.723345E+01   0.193003E-03   0.149884E+02   0.657840E+02
   0.100000E+03   0.601699E+02   0.339043E-03   0.108788E+02   0.874022E+01   0.193003E-03   0.147144E+02   0.665974E+02
   0.100000E+03   0.606951E+02   0.339043E-03   0.108788E+02   0.793656E+01   0.193003E-03   0.147144E+02   0.654052E+02
   0.100000E+03   0.589117E+02   0.339043E-03   0.108788E+02   0.978874E+01   0.193003E-03   0.147144E+02   0.671688E+02
   0.100000E+03   0.589117E+02   0.339043E-03   0.133148E+02   0.981264E+01   0.193003E-03   0.123834E+02   0.657474E+02
   0.100000E+03   0.589117E+02   0.438358E-03   0.727969E+01   0.820105E+01   0.193003E-03   0.123834E+02   0.655029E+02
   0.100000E+03   0.589117E+02   0.527505E-03   0.877134E+01   0.820105E+01   0.193003E-03   0.123834E+02   0.656203E+02
   0.100000E+03   0.589117E+02   0.527505E-03   0.877134E+01   0.805257E+01   0.193003E-03   0.125376E+02   0.655888E+02
   0.100000E+03   0.589117E+02   0.527505E-03   0.877134E+01   0.115159E+02   0.193003E-03   0.125376E+02   0.655685E+02
   0.100000E+03   0.589117E+02   0.527505E-03   0.812945E+01   0.115159E+02   0.193003E-03   0.107785E+02   0.645110E+02
   0.100000E+03   0.589117E+02   0.527505E-03   0.119656E+02   0.115159E+02   0.193003E-03   0.160202E+02   0.651729E+02
   0.100000E+03   0.589117E+02   0.441073E-03   0.119656E+02   0.115159E+02   0.193003E-03   0.162134E+02   0.658619E+02
   0.100000E+03   0.589117E+02   0.441073E-03   0.103195E+02   0.115159E+02   0.459187E-03   0.172674E+02   0.654818E+02
   0.100000E+03   0.605275E+02   0.441073E-03   0.103195E+02   0.859615E+01   0.390969E-03   0.172674E+02   0.653308E+02
   0.100000E+03   0.602393E+02   0.441073E-03   0.107934E+02   0.908434E+01   0.120699E-03   0.172674E+02   0.661596E+02
   0.100000E+03   0.602393E+02   0.336541E-03   0.107934E+02   0.895491E+01   0.120699E-03   0.172674E+02   0.662180E+02
   0.100000E+03   0.603489E+02   0.336541E-03   0.107934E+02   0.868791E+01   0.525773E-03   0.172674E+02   0.650814E+02
   0.100000E+03   0.585140E+02   0.336541E-03   0.918324E+01   0.876055E+01   0.823765E-03   0.172674E+02   0.649245E+02
   0.100000E+03   0.585140E+02   0.336541E-03   0.918324E+01   0.876055E+01   0.234574E-03   0.164425E+02   0.665956E+02
   0.100000E+03   0.585140E+02   0.336541E-03   0.918324E+01   0.876055E+01   0.234574E-03   0.144177E+02   0.668128E+02
   0.100000E+03   0.585140E+02   0.336541E-03   0.918324E+01   0.876055E+01   0.234574E-03   0.157888E+02   0.667087E+02
   0.100000E+03   0.598893E+02   0.336541E-03   0.918324E+01   0.102227E+02   0.234574E-03   0.157888E+02   0.669254E+02
   0.100000E+03   0.598893E+02   0.336541E-03   0.918324E+01   0.108071E+02   0.234574E-03   0.166273E+02   0.666490E+02
   0.100000E+03   0.606974E+02   0.336541E-03   0.918324E+01   0.108071E+02   0.234574E-03   0.166273E+02   0.654903E+02
   0.100000E+03   0.607329E+02   0.336541E-03   0.982479E+01   0.108071E+02   0.323479E-03   0.174016E+02   0.650325E+02
   0.100000E+03   0.601252E+02   0.336541E-03   0.649082E+01   0.100686E+02   0.404047E-03   0.160387E+02   0.643138E+02
   0.100000E+03   0.601252E+02   0.336541E-03   0.672037E+01   0.100686E+02   0.404047E-03   0.165398E+02   0.645454E+02
   0.100000E+03   0.601252E+02   0.336541E-03   0.672037E+01   0.100686E+02   0.504334E-03   0.165398E+02   0.642783E+02
   0.100000E+03   0.601252E+02   0.336541E-03   0.680027E+01   0.100686E+02   0.504334E-03   0.162589E+02   0.644375E+02
   0.100000E+03   0.573915E+02   0.336541E-03   0.680027E+01   0.100686E+02   0.277453E-03   0.162589E+02   0.629252E+02
   0.100000E+03   0.573915E+02   0.336541E-03   0.711900E+01   0.119845E+02   0.283368E-03   0.162589E+02   0.626961E+02
   0.100000E+03   0.573915E+02   0.787096E-03   0.711900E+01   0.629912E+01   0.283368E-03   0.173839E+02   0.593944E+02
   0.100000E+03   0.573915E+02   0.787096E-03   0.770707E+01   0.107428E+02   0.119950E-03   0.173839E+02   0.622484E+02
   0.100000E+03   0.573915E+02   0.760513E-03   0.988162E+01   0.107428E+02   0.119950E-03   0.173839E+02   0.630563E+02
   0.100000E+03   0.585903E+02   0.760513E-03   0.115519E+02   0.107539E+02   0.119950E-03   0.176031E+02   0.630277E+02
   0.100000E+03   0.591676E+02   0.760513E-03   0.115519E+02   0.107539E+02   0.668395E-03   0.107170E+02   0.612283E+02
   0.100000E+03   0.582484E+02   0.760513E-03   0.115519E+02   0.100655E+02   0.636632E-03   0.107170E+02   0.612874E+02
   0.100000E+03   0.582484E+02   0.636456E-03   0.115519E+02   0.100655E+02   0.864516E-03   0.142535E+02   0.629836E+02
   0.100000E+03   0.595912E+02   0.636456E-03   0.112464E+02   0.107619E+02   0.864516E-03   0.144699E+02   0.631611E+02
   0.100000E+03   0.598522E+02   0.208953E-03   0.112464E+02   0.107619E+02   0.450533E-03   0.186318E+02   0.612568E+02
   0.100000E+03   0.585139E+02   0.208953E-03   0.112464E+02   0.107619E+02   0.450533E-03   0.147067E+02   0.615780E+02
   0.100000E+03   0.585139E+02   0.208953E-03   0.114504E+02   0.855010E+01   0.725672E-03   0.147067E+02   0.608071E+02
   0.100000E+03   0.585139E+02   0.208953E-03   0.790946E+01   0.875601E+01   0.725672E-03   0.162654E+02   0.606032E+02
   0.100000E+03   0.585139E+02   0.208953E-03   0.859543E+01   0.875601E+01   0.725672E-03   0.162654E+02   0.609212E+02
   0.100000E+03   0.585139E+02   0.208953E-03   0.998788E+01   0.875601E+01   0.192729E-02   0.172705E+02   0.587138E+02
   0.100000E+03   0.585139E+02   0.208953E-03   0.998788E+01   0.900144E+01   0.192729E-02   0.170450E+02   0.588257E+02
   0.100000E+03   0.585139E+02   0.736517E-03   0.998788E+01   0.900144E+01   0.114590E-02   0.183930E+02   0.612228E+02
   0.100000E+03   0.573601E+02   0.786950E-03   0.998788E+01   0.115701E+02   0.132545E-02   0.175991E+02   0.598911E+02
   0.100000E+03   0.602354E+02   0.786950E-03   0.117038E+02   0.115701E+02   0.132545E-02   0.174032E+02   0.598552E+02
   0.100000E+03   0.602354E+02   0.786950E-03   0.111491E+02   0.130321E+02   0.132545E-02   0.160984E+02   0.596270E+02
   0.100000E+03   0.607112E+02   0.786950E-03   0.111491E+02   0.125515E+02   0.132545E-02   0.160984E+02   0.597515E+02
   0.100000E+03   0.607112E+02   0.812318E-03   0.111501E+02   0.125515E+02   0.132545E-02   0.160984E+02   0.595378E+02
   0.100000E+03   0.589832E+02   0.812318E-03   0.118430E+02   0.125515E+02   0.700998E-03   0.147266E+02   0.609035E+02
   0.100000E+03   0.586483E+02   0.812318E-03   0.675921E+01   0.126581E+02   0.606361E-03   0.147266E+02   0.600370E+02
   0.100000E+03   0.586483E+02   0.759823E-03   0.673046E+01   0.115454E+02   0.606361E-03   0.148034E+02   0.609967E+02
   0.100000E+03   0.612944E+02   0.865082E-03   0.673046E+01   0.944638E+01   0.606361E-03   0.148034E+02   0.600979E+02
   0.100000E+03   0.612944E+02   0.865082E-03   0.673046E+01   0.103808E+02   0.606361E-03   0.166553E+02   0.597740E+02
   0.100000E+03   0.602589E+02   0.865082E-03   0.853288E+01   0.916166E+01   0.568098E-03   0.199453E+02   0.605900E+02
   0.100000E+03   0.589021E+02   0.627798E-03   0.853288E+01   0.916166E+01   0.568098E-03   0.196010E+02   0.630111E+02
   0.100000E+03   0.580923E+02   0.627798E-03   0.944774E+01   0.828920E+01   0.558896E-03   0.196010E+02   0.626958E+02
   0.100000E+03   0.580923E+02   0.627798E-03   0.944774E+01   0.828920E+01   0.558896E-03   0.994444E+01   0.621571E+02
   0.100000E+03   0.580923E+02   0.627798E-03   0.944774E+01   0.605033E+01   0.558896E-03   0.994444E+01   0.597561E+02
   0.100000E+03   0.598751E+02   0.573295E-03   0.944774E+01   0.681708E+01   0.122924E-02   0.146196E+02   0.619869E+02
   0.100000E+03   0.577495E+02   0.496034E-03   0.979345E+01   0.115729E+02   0.122310E-02   0.146196E+02   0.630627E+02
   0.100000E+03   0.577495E+02   0.496034E-03   0.979345E+01   0.831463E+01   0.587550E-03   0.153230E+02   0.645351E+02
   0.100000E+03   0.577495E+02   0.496034E-03   0.979345E+01   0.585768E+01   0.587550E-03   0.115883E+02   0.611882E+02
   0.100000E+03   0.577495E+02   0.496034E-03   0.102949E+02   0.790366E+01   0.587550E-03   0.190828E+02   0.633265E+02
   0.100000E+03   0.577974E+02   0.496034E-03   0.685886E+01   0.638326E+01   0.105639E-02   0.151103E+02   0.603280E+02
   0.100000E+03   0.598027E+02   0.496034E-03   0.928365E+01   0.638326E+01   0.937547E-03   0.151103E+02   0.626199E+02
   0.100000E+03   0.598027E+02   0.496034E-03   0.613739E+01   0.791816E+01   0.771713E-03   0.151103E+02   0.621039E+02
   0.100000E+03   0.598027E+02   0.496034E-03   0.613739E+01   0.791816E+01   0.518450E-04   0.151103E+02   0.631589E+02
   0.100000E+03   0.598027E+02   0.496034E-03   0.704886E+01   0.912704E+01   0.518450E-04   0.180007E+02   0.643153E+02
   0.100000E+03   0.598027E+02   0.496034E-03   0.704886E+01   0.924946E+01   0.518450E-04   0.137894E+02   0.649239E+02
   0.100000E+03   0.593738E+02   0.496034E-03   0.713206E+01   0.140008E+02   0.518450E-04   0.172753E+02   0.629602E+02
   0.100000E+03   0.589374E+02   0.496034E-03   0.131716E+02   0.140008E+02   0.518450E-04   0.172753E+02   0.627914E+02
   0.100000E+03   0.589374E+02   0.482230E-03   0.131716E+02   0.140008E+02   0.518450E-04   0.137334E+02   0.632918E+02
