X1_obs         X2_obs         X3_obs         X4_obs         X1_true        X2_true        X3_true        X4_true        Y1_obs         Y2_obs         Y3_obs         Y1_unbiased    Y2_unbiased    Y3_unbiased    Y1_sim         Y2_sim         Y3_sim         Y1_res         Y2_res         Y3_res         Y1_stdres      Y2_stdres      Y3_stdres      
   0.100000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.100000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.112546E+00  -0.999900E+04  -0.999900E+04   0.112546E+00  -0.999900E+04  -0.999900E+04   0.112503E+00   0.120000E+00  -0.100000E+10   0.430044E-04  -0.999900E+04  -0.999900E+04   0.421789E-01  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.100000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.111933E+00  -0.999900E+04  -0.999900E+04   0.111933E+00  -0.999900E+04  -0.999900E+04   0.111906E+00   0.120000E+00  -0.100000E+10   0.263375E-04  -0.999900E+04  -0.999900E+04   0.258319E-01  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.100000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.111046E+00  -0.999900E+04  -0.999900E+04   0.111046E+00  -0.999900E+04  -0.999900E+04   0.110896E+00   0.120000E+00  -0.100000E+10   0.150077E-03  -0.999900E+04  -0.999900E+04   0.147196E+00  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.100000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.108083E+00  -0.999900E+04  -0.999900E+04   0.108083E+00  -0.999900E+04  -0.999900E+04   0.108880E+00   0.120000E+00  -0.100000E+10  -0.797086E-03  -0.999900E+04  -0.999900E+04  -0.781785E+00  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.100000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.106061E+00  -0.999900E+04  -0.999900E+04   0.106061E+00  -0.999900E+04  -0.999900E+04   0.106873E+00   0.120000E+00  -0.100000E+10  -0.812134E-03  -0.999900E+04  -0.999900E+04  -0.796544E+00  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.100000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.104516E+00  -0.999900E+04  -0.999900E+04   0.104516E+00  -0.999900E+04  -0.999900E+04   0.104875E+00   0.120000E+00  -0.100000E+10  -0.358846E-03  -0.999900E+04  -0.999900E+04  -0.351958E+00  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.100000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.102142E+00  -0.999900E+04  -0.999900E+04   0.102142E+00  -0.999900E+04  -0.999900E+04   0.102887E+00   0.120000E+00  -0.100000E+10  -0.744543E-03  -0.999900E+04  -0.999900E+04  -0.730250E+00  -0.999900E+04  -0.999900E+04
   0.100000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.100000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.100660E+00  -0.999900E+04  -0.999900E+04   0.100660E+00  -0.999900E+04  -0.999900E+04   0.100909E+00   0.120000E+00  -0.100000E+10  -0.249135E-03  -0.999900E+04  -0.999900E+04  -0.244353E+00  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.200000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.782550E-01  -0.999900E+04  -0.999900E+04   0.782550E-01  -0.999900E+04  -0.999900E+04   0.785422E-01   0.600000E-01  -0.100000E+10  -0.287209E-03  -0.999900E+04  -0.999900E+04  -0.405121E+00  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.200000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.776414E-01  -0.999900E+04  -0.999900E+04   0.776414E-01  -0.999900E+04  -0.999900E+04   0.779044E-01   0.600000E-01  -0.100000E+10  -0.262980E-03  -0.999900E+04  -0.999900E+04  -0.370944E+00  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.200000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.766031E-01  -0.999900E+04  -0.999900E+04   0.766031E-01  -0.999900E+04  -0.999900E+04   0.768201E-01   0.600000E-01  -0.100000E+10  -0.217012E-03  -0.999900E+04  -0.999900E+04  -0.306105E+00  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.200000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.738700E-01  -0.999900E+04  -0.999900E+04   0.738700E-01  -0.999900E+04  -0.999900E+04   0.746378E-01   0.600000E-01  -0.100000E+10  -0.767739E-03  -0.999900E+04  -0.999900E+04  -0.108293E+01  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.200000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.716777E-01  -0.999900E+04  -0.999900E+04   0.716777E-01  -0.999900E+04  -0.999900E+04   0.724335E-01   0.600000E-01  -0.100000E+10  -0.755862E-03  -0.999900E+04  -0.999900E+04  -0.106618E+01  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.200000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.698072E-01  -0.999900E+04  -0.999900E+04   0.698072E-01  -0.999900E+04  -0.999900E+04   0.702023E-01   0.600000E-01  -0.100000E+10  -0.395066E-03  -0.999900E+04  -0.999900E+04  -0.557257E+00  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.200000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.672428E-01  -0.999900E+04  -0.999900E+04   0.672428E-01  -0.999900E+04  -0.999900E+04   0.679373E-01   0.600000E-01  -0.100000E+10  -0.694485E-03  -0.999900E+04  -0.999900E+04  -0.979600E+00  -0.999900E+04  -0.999900E+04
   0.200000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.200000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.650094E-01  -0.999900E+04  -0.999900E+04   0.650094E-01  -0.999900E+04  -0.999900E+04   0.656300E-01   0.600000E-01  -0.100000E+10  -0.620541E-03  -0.999900E+04  -0.999900E+04  -0.875299E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.300000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.572459E-01  -0.999900E+04  -0.999900E+04   0.572459E-01  -0.999900E+04  -0.999900E+04   0.575857E-01   0.300000E-01  -0.100000E+10  -0.339843E-03  -0.999900E+04  -0.999900E+04  -0.532720E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.300000E+01   0.100000E+01   0.650000E+00   0.342000E+04   0.566323E-01  -0.999900E+04  -0.999900E+04   0.566323E-01  -0.999900E+04  -0.999900E+04   0.569715E-01   0.300000E-01  -0.100000E+10  -0.339258E-03  -0.999900E+04  -0.999900E+04  -0.531803E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.165000E+01   0.342000E+04   0.560822E-01  -0.999900E+04  -0.999900E+04   0.560822E-01  -0.999900E+04  -0.999900E+04   0.559304E-01   0.300000E-01  -0.100000E+10   0.151761E-03  -0.999900E+04  -0.999900E+04   0.237892E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.365000E+01   0.342000E+04   0.539269E-01  -0.999900E+04  -0.999900E+04   0.539269E-01  -0.999900E+04  -0.999900E+04   0.538477E-01   0.300000E-01  -0.100000E+10   0.791076E-04  -0.999900E+04  -0.999900E+04   0.124005E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.565000E+01   0.342000E+04   0.515902E-01  -0.999900E+04  -0.999900E+04   0.515902E-01  -0.999900E+04  -0.999900E+04   0.517643E-01   0.300000E-01  -0.100000E+10  -0.174064E-03  -0.999900E+04  -0.999900E+04  -0.272853E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.765000E+01   0.342000E+04   0.499854E-01  -0.999900E+04  -0.999900E+04   0.499854E-01  -0.999900E+04  -0.999900E+04   0.496798E-01   0.300000E-01  -0.100000E+10   0.305557E-03  -0.999900E+04  -0.999900E+04   0.478975E+00  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.300000E+01   0.100000E+01   0.965000E+01   0.342000E+04   0.476209E-01  -0.999900E+04  -0.999900E+04   0.476209E-01  -0.999900E+04  -0.999900E+04   0.475940E-01   0.300000E-01  -0.100000E+10   0.268468E-04  -0.999900E+04  -0.999900E+04   0.420836E-01  -0.999900E+04  -0.999900E+04
   0.300000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.300000E+01   0.100000E+01   0.116500E+02   0.342000E+04   0.456141E-01  -0.999900E+04  -0.999900E+04   0.456141E-01  -0.999900E+04  -0.999900E+04   0.455065E-01   0.300000E-01  -0.100000E+10   0.107558E-03  -0.999900E+04  -0.999900E+04   0.168601E+00  -0.999900E+04  -0.999900E+04
   0.400000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.400000E+01   0.100000E+01   0.600000E-01   0.342000E+04   0.435692E-01  -0.999900E+04  -0.999900E+04   0.435692E-01  -0.999900E+04  -0.999900E+04   0.426827E-01   0.140000E-01  -0.100000E+10   0.886505E-03  -0.999900E+04  -0.999900E+04   0.142242E+01  -0.999900E+04  -0.999900E+04
