a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100000E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204644E+03
  0.100000E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204644E+03
  0.100518E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204640E+03
  0.100518E+03  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204640E+03
  0.100518E+03 -0.100623E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.140658E-02  0.203512E+03
  0.100518E+03  0.412990E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.140658E-02  0.203730E+03
  0.100518E+03 -0.117614E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.124155E-02  0.203927E+03
  0.100518E+03  0.127931E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.124155E-02  0.204349E+03
  0.100518E+03  0.127931E+01  0.100000E-02  0.100000E-02  0.886075E-03  0.124155E-02  0.205158E+03
  0.100518E+03 -0.664153E+00  0.100000E-02  0.100000E-02  0.727263E-03  0.124155E-02  0.206149E+03
  0.100518E+03 -0.664153E+00  0.100000E-02  0.100000E-02  0.727263E-03  0.124155E-02  0.206149E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.100000E-02  0.727263E-03  0.124155E-02  0.205108E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.207696E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.207696E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.207696E+03
  0.100518E+03  0.636757E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.207696E+03
  0.100518E+03  0.293497E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208956E+03
  0.100518E+03  0.309279E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208933E+03
  0.100518E+03  0.309279E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208933E+03
  0.100518E+03  0.309279E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208933E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208895E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208895E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208895E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208895E+03
  0.100518E+03  0.579942E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208895E+03
  0.100518E+03 -0.117703E+00  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208734E+03
  0.100518E+03  0.371960E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208809E+03
  0.100518E+03 -0.149309E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208221E+03
  0.100518E+03 -0.349982E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.207010E+03
  0.100518E+03 -0.349982E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.207010E+03
  0.100518E+03  0.548974E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208172E+03
  0.100518E+03  0.548974E+01  0.100000E-02  0.585912E-03  0.727263E-03  0.124155E-02  0.208172E+03
  0.100518E+03  0.573115E+01  0.100000E-02  0.861212E-03  0.727263E-03  0.124155E-02  0.206278E+03
  0.100518E+03  0.650919E+01  0.100000E-02  0.861212E-03  0.600717E-03  0.124155E-02  0.206525E+03
  0.100518E+03  0.385521E+01  0.100000E-02  0.861212E-03  0.845505E-03  0.124155E-02  0.206138E+03
  0.100518E+03  0.385521E+01  0.100000E-02  0.861212E-03  0.845505E-03  0.124155E-02  0.206138E+03
  0.100518E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.845505E-03  0.124155E-02  0.207558E+03
  0.100518E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.845505E-03  0.124155E-02  0.207558E+03
  0.100518E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.845505E-03  0.124155E-02  0.207558E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.845505E-03  0.124155E-02  0.207534E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.684039E-03  0.124155E-02  0.208636E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.684039E-03  0.124155E-02  0.208636E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.684039E-03  0.124155E-02  0.208636E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.861212E-03  0.684039E-03  0.129083E-02  0.208501E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.632923E-03  0.684039E-03  0.129083E-02  0.209969E+03
  0.100340E+03  0.385521E+01  0.683459E-03  0.705705E-03  0.684039E-03  0.129083E-02  0.209501E+03
  0.994961E+02  0.385521E+01  0.683459E-03  0.705705E-03  0.684039E-03  0.129083E-02  0.208524E+03
