Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Km_SU2_Ai_a0   Km_SU2_Ai_a1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.406792E+02  -0.776966E+00   0.446823E+01   0.425160E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.442498E-02   0.109924E-02   0.296049E-01   0.727494E-02  -0.872223E+03   0.141803E+02   0.000000E+00  -0.886403E+03   0.177281E+04
   0.406792E+02  -0.776966E+00   0.446823E+01   0.425160E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.376035E-02   0.187101E-02   0.266826E-01   0.621293E-02  -0.871835E+03   0.145680E+02   0.000000E+00  -0.886403E+03   0.177281E+04
   0.406792E+02  -0.776966E+00   0.441138E+01   0.425160E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.588868E-02   0.309036E-02   0.262214E-01   0.557582E-02  -0.872227E+03   0.143431E+02   0.000000E+00  -0.886570E+03   0.177314E+04
   0.406792E+02  -0.128910E+01   0.441138E+01   0.420625E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.614987E-02   0.339552E-02   0.260947E-01   0.625177E-02  -0.872409E+03   0.142315E+02   0.000000E+00  -0.886640E+03   0.177328E+04
   0.406792E+02  -0.128910E+01   0.441138E+01   0.420625E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116178E+00   0.495404E-02   0.393727E-02   0.269724E-01   0.538507E-02  -0.873116E+03   0.142958E+02   0.000000E+00  -0.887412E+03   0.177482E+04
   0.406792E+02  -0.144853E+01   0.552278E+01   0.534985E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116178E+00   0.565654E-02   0.330515E-02   0.304578E-01   0.571084E-02  -0.872103E+03   0.139076E+02   0.000000E+00  -0.886011E+03   0.177202E+04
   0.406792E+02  -0.144853E+01   0.552278E+01   0.381532E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116205E+00   0.720619E-02   0.461724E-02   0.301121E-01   0.812612E-02  -0.872573E+03   0.134145E+02   0.000000E+00  -0.885988E+03   0.177198E+04
   0.406792E+02  -0.144853E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117105E+00   0.101596E-01   0.458752E-02   0.286447E-01   0.707640E-02  -0.854331E+03   0.133739E+02   0.000000E+00  -0.867705E+03   0.173541E+04
   0.406792E+02  -0.144853E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117105E+00   0.106150E-01   0.515454E-02   0.263848E-01   0.768950E-02  -0.854269E+03   0.134363E+02   0.000000E+00  -0.867705E+03   0.173541E+04
   0.406792E+02  -0.144853E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117406E+00   0.142174E-01   0.438100E-02   0.263848E-01   0.872830E-02  -0.848726E+03   0.130495E+02   0.000000E+00  -0.861776E+03   0.172355E+04
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117488E+00   0.178420E-01   0.321298E-02   0.275640E-01   0.872830E-02  -0.847114E+03   0.126860E+02   0.000000E+00  -0.859800E+03   0.171960E+04
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.886781E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117880E+00   0.168478E-01   0.444599E-02   0.258444E-01   0.872830E-02  -0.839903E+03   0.128340E+02   0.000000E+00  -0.852737E+03   0.170547E+04
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.886781E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.118852E+00   0.153419E-01   0.504748E-02   0.236634E-01   0.570489E-02  -0.820746E+03   0.134449E+02   0.000000E+00  -0.834191E+03   0.166838E+04
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.886781E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.118852E+00   0.133565E-01   0.615051E-02   0.246198E-01   0.652380E-02  -0.820835E+03   0.133556E+02   0.000000E+00  -0.834191E+03   0.166838E+04
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.109303E+02   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120497E+00   0.825707E-02   0.592942E-02   0.219164E-01   0.545907E-02  -0.789392E+03   0.142645E+02   0.000000E+00  -0.803656E+03   0.160731E+04
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.116837E+02   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120549E+00   0.947079E-02   0.589365E-02   0.232053E-01   0.108963E-01  -0.790193E+03   0.134741E+02   0.000000E+00  -0.803667E+03   0.160733E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.323180E+01   0.118679E+02   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120549E+00   0.926595E-02   0.190878E-02   0.232053E-01   0.963788E-02  -0.791081E+03   0.140189E+02   0.000000E+00  -0.805100E+03   0.161020E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.323180E+01   0.118679E+02   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120586E+00   0.122618E-01   0.530568E-02   0.247034E-01   0.742129E-02  -0.790977E+03   0.134515E+02   0.000000E+00  -0.804428E+03   0.160886E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.111381E+02   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.121608E+00   0.131768E-01   0.401266E-02   0.238655E-01   0.783804E-02  -0.770368E+03   0.135314E+02   0.000000E+00  -0.783899E+03   0.156780E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.984136E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.121608E+00   0.135725E-01   0.125632E-02   0.224461E-01   0.902343E-02  -0.767160E+03   0.137908E+02   0.000000E+00  -0.780951E+03   0.156190E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.984136E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122078E+00   0.135725E-01   0.125632E-02   0.218750E-01   0.109972E-01  -0.759151E+03   0.136506E+02   0.000000E+00  -0.772802E+03   0.154560E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.984136E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.986689E-02   0.136623E-02   0.213243E-01   0.100792E-01  -0.749932E+03   0.141570E+02   0.000000E+00  -0.764089E+03   0.152818E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.984136E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.106868E-01   0.136623E-02   0.237042E-01   0.141971E-01  -0.750664E+03   0.134252E+02   0.000000E+00  -0.764089E+03   0.152818E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.970544E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.127796E-01   0.136623E-02   0.217323E-01   0.139191E-01  -0.750687E+03   0.134410E+02   0.000000E+00  -0.764128E+03   0.152826E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.938818E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.127796E-01   0.180594E-04   0.271142E-01   0.127267E-01  -0.751124E+03   0.131568E+02   0.000000E+00  -0.764281E+03   0.152856E+04
   0.406792E+02  -0.150163E+01   0.552278E+01   0.400391E+01   0.938818E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.115025E-01   0.180594E-04   0.246654E-01   0.146938E-01  -0.750949E+03   0.133327E+02   0.000000E+00  -0.764282E+03   0.152856E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.938818E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.107171E-01   0.180594E-04   0.243000E-01   0.151689E-01  -0.751239E+03   0.134003E+02   0.000000E+00  -0.764639E+03   0.152928E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.938818E+01   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.122587E+00   0.112557E-01   0.832565E-03   0.253644E-01   0.152801E-01  -0.751492E+03   0.131474E+02   0.000000E+00  -0.764639E+03   0.152928E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.938818E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.123892E+00   0.106543E-01   0.104774E-02   0.242341E-01   0.163427E-01  -0.730335E+03   0.131928E+02   0.000000E+00  -0.743528E+03   0.148706E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.938818E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.123892E+00   0.605147E-02   0.267574E-03   0.212891E-01   0.193768E-01  -0.729806E+03   0.137222E+02   0.000000E+00  -0.743528E+03   0.148706E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.938818E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.123892E+00   0.369657E-02   0.267574E-03   0.178624E-01   0.187494E-01  -0.729165E+03   0.143631E+02   0.000000E+00  -0.743528E+03   0.148706E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.123892E+00   0.597213E-02   0.335883E-02   0.172834E-01   0.172876E-01  -0.730895E+03   0.140305E+02   0.000000E+00  -0.744925E+03   0.148985E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.123892E+00   0.673439E-02   0.335883E-02   0.156435E-01   0.162492E-01  -0.730704E+03   0.142221E+02   0.000000E+00  -0.744926E+03   0.148985E+04
   0.406116E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.123892E+00   0.673439E-02   0.335883E-02   0.139347E-01   0.130101E-01  -0.730209E+03   0.147169E+02   0.000000E+00  -0.744926E+03   0.148985E+04
   0.402113E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.126786E+00   0.556428E-02   0.306405E-02   0.131249E-01   0.130101E-01  -0.685656E+03   0.149443E+02   0.000000E+00  -0.700600E+03   0.140120E+04
   0.406771E+02  -0.150163E+01   0.552278E+01   0.576879E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.616661E+01   0.126786E+00   0.496442E-02   0.271787E-02   0.145545E-01   0.136978E-01  -0.684340E+03   0.148272E+02   0.000000E+00  -0.699167E+03   0.139833E+04
   0.406771E+02  -0.150163E+01   0.552278E+01   0.431197E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132720E+02   0.100873E+02  -0.616661E+01   0.127643E+00   0.714212E-02   0.155677E-02   0.134750E-01   0.109257E-01  -0.670373E+03   0.151107E+02   0.000000E+00  -0.685484E+03   0.137097E+04
   0.406771E+02  -0.150163E+01   0.552278E+01   0.431197E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132720E+02   0.100873E+02  -0.616661E+01   0.128507E+00   0.646468E-02   0.228928E-02   0.139632E-01   0.708688E-02  -0.657315E+03   0.154403E+02   0.000000E+00  -0.672755E+03   0.134551E+04
   0.406771E+02  -0.150163E+01   0.538771E+01   0.431197E+01   0.832760E+01   0.340086E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132720E+02   0.100873E+02  -0.616661E+01   0.128507E+00   0.815127E-02   0.228928E-02   0.121683E-01   0.975032E-02  -0.657513E+03   0.151848E+02   0.000000E+00  -0.672698E+03   0.134540E+04
