a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100244E+03   0.467526E+01   0.781849E-03   0.636234E-03   0.295638E-03   0.914819E-04   0.590658E-04   0.707482E-03   0.170420E-03   0.615873E-03   0.185086E+03   0.000000E+00   0.000000E+00   0.185086E+03  -0.370172E+03
   0.100244E+03   0.428800E+01   0.781849E-03   0.636234E-03   0.295638E-03   0.914819E-04   0.590658E-04   0.707482E-03   0.130934E-03   0.615873E-03   0.185163E+03   0.000000E+00   0.000000E+00   0.185163E+03  -0.370326E+03
   0.100244E+03   0.428800E+01   0.781849E-03   0.636234E-03   0.295638E-03   0.914819E-04   0.590658E-04   0.707482E-03   0.130934E-03   0.136332E-02   0.183594E+03   0.000000E+00   0.000000E+00   0.183594E+03  -0.367188E+03
   0.100244E+03   0.428800E+01   0.781849E-03   0.636234E-03   0.295638E-03   0.914819E-04   0.590658E-04   0.707482E-03   0.130934E-03   0.136332E-02   0.183594E+03   0.000000E+00   0.000000E+00   0.183594E+03  -0.367188E+03
   0.101137E+03  -0.135468E+01   0.781849E-03   0.636234E-03   0.308060E-03   0.363541E-02   0.590658E-04   0.707482E-03   0.319073E-04   0.136332E-02   0.178395E+03   0.000000E+00   0.000000E+00   0.178395E+03  -0.356790E+03
   0.101137E+03   0.502311E+01   0.781849E-03   0.497128E-03   0.308060E-03   0.363541E-02   0.590658E-04   0.707482E-03   0.319073E-04   0.136332E-02   0.178546E+03   0.000000E+00   0.000000E+00   0.178546E+03  -0.357092E+03
   0.101137E+03  -0.149721E+01   0.781849E-03   0.497128E-03   0.584079E-03   0.205385E-02   0.538308E-03   0.707482E-03   0.319073E-04   0.136332E-02   0.181701E+03   0.000000E+00   0.000000E+00   0.181701E+03  -0.363402E+03
   0.101137E+03   0.212565E+01   0.683499E-03   0.497128E-03   0.584079E-03   0.128246E-02   0.538308E-03   0.707482E-03   0.319073E-04   0.136332E-02   0.183891E+03   0.000000E+00   0.000000E+00   0.183891E+03  -0.367782E+03
   0.101137E+03   0.212565E+01   0.683499E-03   0.497128E-03   0.584079E-03   0.128246E-02   0.538308E-03   0.707482E-03   0.571543E-03   0.136332E-02   0.184156E+03   0.000000E+00   0.000000E+00   0.184156E+03  -0.368312E+03
   0.101137E+03   0.212565E+01   0.683499E-03   0.497128E-03   0.584079E-03   0.164893E-03   0.538308E-03   0.707482E-03   0.571543E-03   0.136332E-02   0.183564E+03   0.000000E+00   0.000000E+00   0.183564E+03  -0.367128E+03
   0.101137E+03   0.727564E+00   0.136491E-03   0.522233E-03   0.584079E-03   0.164893E-03   0.538308E-03   0.707482E-03   0.571543E-03   0.481476E-03   0.185217E+03   0.000000E+00   0.000000E+00   0.185217E+03  -0.370434E+03
   0.101137E+03   0.727564E+00   0.136491E-03   0.522233E-03   0.584079E-03   0.352496E-03   0.538308E-03   0.147735E-02   0.673935E-03   0.481476E-03   0.184974E+03   0.000000E+00   0.000000E+00   0.184974E+03  -0.369948E+03
   0.101137E+03   0.727564E+00   0.107851E-02   0.522233E-03   0.584079E-03   0.352496E-03   0.538308E-03   0.179817E-02   0.673935E-03   0.481476E-03   0.183545E+03   0.000000E+00   0.000000E+00   0.183545E+03  -0.367090E+03
   0.101137E+03   0.727564E+00   0.107851E-02   0.522233E-03   0.584079E-03   0.352496E-03   0.538308E-03   0.179817E-02   0.673935E-03   0.481476E-03   0.183545E+03   0.000000E+00   0.000000E+00   0.183545E+03  -0.367090E+03
   0.101137E+03   0.844632E+01   0.588880E-03   0.522233E-03   0.187701E-03   0.352496E-03   0.538308E-03   0.219480E-02   0.869329E-03   0.481476E-03   0.182280E+03   0.000000E+00   0.000000E+00   0.182280E+03  -0.364560E+03
   0.100594E+03  -0.247718E+00   0.588880E-03   0.127480E-02   0.600438E-03   0.352496E-03   0.538308E-03   0.219480E-02   0.869329E-03   0.596889E-03   0.182070E+03   0.000000E+00   0.000000E+00   0.182070E+03  -0.364140E+03
   0.100594E+03  -0.181177E+00   0.588880E-03   0.647421E-03   0.600438E-03   0.352496E-03   0.432165E-03   0.219480E-02   0.538034E-03   0.596889E-03   0.184110E+03   0.000000E+00   0.000000E+00   0.184110E+03  -0.368220E+03
   0.100594E+03   0.599851E+01   0.588880E-03   0.647421E-03   0.567407E-03   0.352496E-03   0.432165E-03   0.219480E-02   0.179311E-05   0.596889E-03   0.183399E+03   0.000000E+00   0.000000E+00   0.183399E+03  -0.366798E+03
   0.100594E+03  -0.473874E-01   0.588880E-03   0.172908E-02   0.567407E-03   0.770474E-03   0.432165E-03   0.219480E-02   0.179311E-05   0.596889E-03   0.182359E+03   0.000000E+00   0.000000E+00   0.182359E+03  -0.364718E+03
   0.100594E+03  -0.508707E+01   0.588880E-03   0.184385E-02   0.567407E-03   0.283099E-03   0.514711E-03   0.342841E-03   0.179311E-05   0.123271E-02   0.177917E+03   0.000000E+00   0.000000E+00   0.177917E+03  -0.355834E+03
   0.101706E+03  -0.115341E+01   0.588880E-03   0.184385E-02   0.476860E-03   0.283099E-03   0.514711E-03   0.227342E-02   0.179311E-05   0.123271E-02   0.177136E+03   0.000000E+00   0.000000E+00   0.177136E+03  -0.354272E+03
   0.100562E+03  -0.115341E+01   0.588880E-03   0.225707E-02   0.476860E-03   0.161243E-02   0.514711E-03   0.227342E-02   0.765032E-03   0.874855E-03   0.178426E+03   0.000000E+00   0.000000E+00   0.178426E+03  -0.356852E+03
   0.100904E+03   0.997423E+01   0.588880E-03   0.128065E-02   0.476860E-03   0.161243E-02   0.514711E-03   0.227342E-02   0.765032E-03   0.874855E-03   0.178768E+03   0.000000E+00   0.000000E+00   0.178768E+03  -0.357536E+03
   0.100904E+03   0.580167E+01   0.588880E-03   0.128065E-02   0.476860E-03   0.161243E-02   0.514711E-03   0.227342E-02   0.765032E-03   0.680942E-03   0.181166E+03   0.000000E+00   0.000000E+00   0.181166E+03  -0.362332E+03
   0.100904E+03   0.618436E+01   0.588880E-03   0.128065E-02   0.476860E-03   0.697536E-03   0.514711E-03   0.227342E-02   0.765032E-03   0.680942E-03   0.182523E+03   0.000000E+00   0.000000E+00   0.182523E+03  -0.365046E+03
   0.100904E+03   0.618436E+01   0.588880E-03   0.128065E-02   0.476860E-03   0.697536E-03   0.474041E-03   0.227342E-02   0.765032E-03   0.680942E-03   0.182534E+03   0.000000E+00   0.000000E+00   0.182534E+03  -0.365068E+03
   0.100904E+03   0.618436E+01   0.349956E-03   0.858998E-03   0.476860E-03   0.697536E-03   0.474041E-03   0.227342E-02   0.426614E-03   0.680942E-03   0.183839E+03   0.000000E+00   0.000000E+00   0.183839E+03  -0.367678E+03
   0.100904E+03   0.618436E+01   0.568791E-03   0.858998E-03   0.476860E-03   0.697536E-03   0.474041E-03   0.105169E-02   0.426614E-03   0.680942E-03   0.185245E+03   0.000000E+00   0.000000E+00   0.185245E+03  -0.370490E+03
   0.997144E+02   0.618436E+01   0.568791E-03   0.175495E-03   0.667460E-04   0.697536E-03   0.474041E-03   0.105169E-02   0.389374E-03   0.680942E-03   0.185803E+03   0.000000E+00   0.000000E+00   0.185803E+03  -0.371606E+03
   0.100233E+03   0.618436E+01   0.568791E-03   0.175495E-03   0.956052E-03   0.697536E-03   0.474041E-03   0.114193E-02   0.389374E-03   0.680942E-03   0.185499E+03   0.000000E+00   0.000000E+00   0.185499E+03  -0.370998E+03
   0.100233E+03   0.273967E+01   0.568791E-03   0.175495E-03   0.657340E-03   0.697536E-03   0.474041E-03   0.114193E-02   0.389374E-03   0.680942E-03   0.187432E+03   0.000000E+00   0.000000E+00   0.187432E+03  -0.374864E+03
   0.100233E+03   0.273967E+01   0.568791E-03   0.175495E-03   0.539100E-03   0.697536E-03   0.474041E-03   0.100798E-02   0.389374E-03   0.698424E-04   0.188101E+03   0.000000E+00   0.000000E+00   0.188101E+03  -0.376202E+03
   0.100233E+03   0.336317E+01   0.568791E-03   0.175495E-03   0.539100E-03   0.419072E-03   0.555301E-03   0.426072E-03   0.389374E-03   0.698424E-04   0.187480E+03   0.000000E+00   0.000000E+00   0.187480E+03  -0.374960E+03
   0.100233E+03  -0.523016E+00   0.568791E-03   0.175495E-03   0.539100E-03   0.419072E-03   0.555301E-03   0.133168E-03   0.389374E-03   0.698424E-04   0.186220E+03   0.000000E+00   0.000000E+00   0.186220E+03  -0.372440E+03
   0.100233E+03  -0.523016E+00   0.568791E-03   0.175495E-03   0.539100E-03   0.419072E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.392997E-03   0.186100E+03   0.000000E+00   0.000000E+00   0.186100E+03  -0.372200E+03
   0.100233E+03  -0.523016E+00   0.568791E-03   0.175495E-03   0.539100E-03   0.716943E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.392997E-03   0.186358E+03   0.000000E+00   0.000000E+00   0.186358E+03  -0.372716E+03
   0.100233E+03  -0.763864E+00   0.568791E-03   0.175495E-03   0.598552E-03   0.716943E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.186377E+03   0.000000E+00   0.000000E+00   0.186377E+03  -0.372754E+03
   0.100233E+03  -0.233337E-01   0.700554E-03   0.175495E-03   0.598552E-03   0.716943E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.186436E+03   0.000000E+00   0.000000E+00   0.186436E+03  -0.372872E+03
   0.995077E+02  -0.233337E-01   0.700554E-03   0.179128E-03   0.534872E-03   0.716943E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.186368E+03   0.000000E+00   0.000000E+00   0.186368E+03  -0.372736E+03
   0.995077E+02  -0.233337E-01   0.700554E-03   0.179128E-03   0.534872E-03   0.896377E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.186238E+03   0.000000E+00   0.000000E+00   0.186238E+03  -0.372476E+03
   0.995077E+02   0.561453E+00   0.700554E-03   0.498670E-03   0.534872E-03   0.896377E-03   0.555301E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.186412E+03   0.000000E+00   0.000000E+00   0.186412E+03  -0.372824E+03
   0.995077E+02   0.328685E+01   0.700554E-03   0.498670E-03   0.133018E-02   0.134774E-02   0.555301E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.183722E+03   0.000000E+00   0.000000E+00   0.183722E+03  -0.367444E+03
   0.995077E+02   0.112257E+01   0.700554E-03   0.498670E-03   0.133018E-02   0.238819E-02   0.771757E-03   0.133168E-03   0.256893E-03   0.719876E-04   0.182529E+03   0.000000E+00   0.000000E+00   0.182529E+03  -0.365058E+03
   0.988589E+02   0.112257E+01   0.700554E-03   0.498670E-03   0.133018E-02   0.238819E-02   0.771757E-03   0.104245E-02   0.256893E-03   0.719876E-04   0.182235E+03   0.000000E+00   0.000000E+00   0.182235E+03  -0.364470E+03
   0.988589E+02   0.112257E+01   0.372234E-03   0.498670E-03   0.133018E-02   0.238819E-02   0.771757E-03   0.104245E-02   0.256893E-03   0.719876E-04   0.182458E+03   0.000000E+00   0.000000E+00   0.182458E+03  -0.364916E+03
   0.997547E+02   0.112257E+01   0.372234E-03   0.286518E-03   0.133018E-02   0.303932E-02   0.771757E-03   0.104245E-02   0.256893E-03   0.719876E-04   0.183147E+03   0.000000E+00   0.000000E+00   0.183147E+03  -0.366294E+03
   0.997547E+02   0.112257E+01   0.372234E-03   0.286518E-03   0.133018E-02   0.303932E-02   0.771757E-03   0.104245E-02   0.256893E-03   0.719876E-04   0.183147E+03   0.000000E+00   0.000000E+00   0.183147E+03  -0.366294E+03
   0.100477E+03   0.222607E+01   0.372234E-03   0.615212E-03   0.133018E-02   0.120131E-02   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.186093E+03   0.000000E+00   0.000000E+00   0.186093E+03  -0.372186E+03
   0.100477E+03   0.222607E+01   0.827203E-03   0.615212E-03   0.133018E-02   0.120131E-02   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.185332E+03   0.000000E+00   0.000000E+00   0.185332E+03  -0.370664E+03
   0.100612E+03   0.222607E+01   0.827203E-03   0.615212E-03   0.133018E-02   0.120131E-02   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.185199E+03   0.000000E+00   0.000000E+00   0.185199E+03  -0.370398E+03
   0.100115E+03   0.222607E+01   0.245030E-04   0.324042E-03   0.133018E-02   0.688901E-03   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.187118E+03   0.000000E+00   0.000000E+00   0.187118E+03  -0.374236E+03
   0.100115E+03   0.222607E+01   0.245030E-04   0.324042E-03   0.133018E-02   0.503316E-03   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.187068E+03   0.000000E+00   0.000000E+00   0.187068E+03  -0.374136E+03
   0.100115E+03   0.243647E+01   0.111069E-02   0.324042E-03   0.433412E-03   0.172779E-02   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.185684E+03   0.000000E+00   0.000000E+00   0.185684E+03  -0.371368E+03
   0.100115E+03   0.243647E+01   0.546322E-03   0.324042E-03   0.433412E-03   0.172779E-02   0.294905E-03   0.753602E-03   0.256893E-03   0.719876E-04   0.186883E+03   0.000000E+00   0.000000E+00   0.186883E+03  -0.373766E+03
   0.100257E+03   0.243647E+01   0.546322E-03   0.286211E-03   0.116206E-02   0.172779E-02   0.119645E-02   0.753602E-03   0.656965E-03   0.617023E-03   0.184056E+03   0.000000E+00   0.000000E+00   0.184056E+03  -0.368112E+03
   0.100511E+03   0.243647E+01   0.546322E-03   0.286211E-03   0.116206E-02   0.120053E-02   0.233184E-03   0.753602E-03   0.656965E-03   0.617023E-03   0.185972E+03   0.000000E+00   0.000000E+00   0.185972E+03  -0.371944E+03
   0.100116E+03  -0.221099E+00   0.546322E-03   0.286211E-03   0.116206E-02   0.120053E-02   0.233184E-03   0.868163E-03   0.656965E-03   0.617023E-03   0.185375E+03   0.000000E+00   0.000000E+00   0.185375E+03  -0.370750E+03
   0.100116E+03  -0.221099E+00   0.546322E-03   0.286211E-03   0.116206E-02   0.122715E-02   0.233184E-03   0.287522E-02   0.656965E-03   0.617023E-03   0.182159E+03   0.000000E+00   0.000000E+00   0.182159E+03  -0.364318E+03
   0.100116E+03  -0.221099E+00   0.546322E-03   0.286211E-03   0.116206E-02   0.122715E-02   0.233184E-03   0.287522E-02   0.671356E-03   0.187281E-04   0.182664E+03   0.000000E+00   0.000000E+00   0.182664E+03  -0.365328E+03
   0.100424E+03  -0.130429E+01   0.112606E-02   0.286211E-03   0.264811E-03   0.108422E-02   0.233184E-03   0.534323E-02   0.671356E-03   0.187281E-04   0.178968E+03   0.000000E+00   0.000000E+00   0.178968E+03  -0.357936E+03
   0.100424E+03  -0.130429E+01   0.112606E-02   0.126915E-02   0.594594E-03   0.140768E-02   0.233184E-03   0.534323E-02   0.671356E-03   0.187281E-04   0.177556E+03   0.000000E+00   0.000000E+00   0.177556E+03  -0.355112E+03
   0.100424E+03   0.673269E+01   0.112606E-02   0.126915E-02   0.594594E-03   0.140768E-02   0.233184E-03   0.664160E-02   0.671356E-03   0.139046E-02   0.175170E+03   0.000000E+00   0.000000E+00   0.175170E+03  -0.350340E+03
   0.100424E+03   0.524044E+01   0.134347E-02   0.123588E-02   0.594594E-03   0.140768E-02   0.134401E-02   0.664160E-02   0.671356E-03   0.139046E-02   0.173655E+03   0.000000E+00   0.000000E+00   0.173655E+03  -0.347310E+03
   0.100424E+03   0.524044E+01   0.134347E-02   0.123588E-02   0.594594E-03   0.140768E-02   0.100839E-02   0.238339E-02   0.671356E-03   0.410720E-03   0.179733E+03   0.000000E+00   0.000000E+00   0.179733E+03  -0.359466E+03
   0.100424E+03   0.580080E+01   0.120555E-02   0.152180E-02   0.594594E-03   0.717801E-03   0.292629E-03   0.238339E-02   0.671356E-03   0.148515E-02   0.179447E+03   0.000000E+00   0.000000E+00   0.179447E+03  -0.358894E+03
   0.100630E+03   0.711452E+01   0.120555E-02   0.152180E-02   0.594594E-03   0.717801E-03   0.292629E-03   0.238339E-02   0.671356E-03   0.148515E-02   0.179019E+03   0.000000E+00   0.000000E+00   0.179019E+03  -0.358038E+03
   0.100630E+03   0.446548E+01   0.120555E-02   0.972873E-03   0.553363E-03   0.717801E-03   0.562940E-03   0.791179E-03   0.671356E-03   0.114020E-02   0.183628E+03   0.000000E+00   0.000000E+00   0.183628E+03  -0.367256E+03
   0.100630E+03   0.558600E+01   0.120555E-02   0.338521E-03   0.553363E-03   0.717801E-03   0.562940E-03   0.203914E-02   0.671356E-03   0.655484E-05   0.183251E+03   0.000000E+00   0.000000E+00   0.183251E+03  -0.366502E+03
   0.100630E+03   0.558600E+01   0.963238E-03   0.338521E-03   0.553363E-03   0.717801E-03   0.562940E-03   0.166893E-02   0.671356E-03   0.695276E-03   0.184917E+03   0.000000E+00   0.000000E+00   0.184917E+03  -0.369834E+03
   0.100563E+03   0.571246E+01   0.743727E-04   0.338521E-03   0.553363E-03   0.717801E-03   0.562940E-03   0.166893E-02   0.671356E-03   0.695276E-03   0.185736E+03   0.000000E+00   0.000000E+00   0.185736E+03  -0.371472E+03
   0.100563E+03  -0.325116E-01   0.743727E-04   0.338521E-03   0.553363E-03   0.690138E-03   0.562940E-03   0.166893E-02   0.671356E-03   0.695276E-03   0.185256E+03   0.000000E+00   0.000000E+00   0.185256E+03  -0.370512E+03
   0.100563E+03  -0.325116E-01   0.546570E-03   0.338521E-03   0.107512E-02   0.690138E-03   0.562940E-03   0.166893E-02   0.671356E-03   0.695276E-03   0.184788E+03   0.000000E+00   0.000000E+00   0.184788E+03  -0.369576E+03
   0.100563E+03   0.562359E+01   0.546570E-03   0.338521E-03   0.107512E-02   0.155332E-03   0.562940E-03   0.166893E-02   0.671356E-03   0.695276E-03   0.183846E+03   0.000000E+00   0.000000E+00   0.183846E+03  -0.367692E+03
   0.101010E+03   0.562359E+01   0.546570E-03   0.338521E-03   0.107512E-02   0.155332E-03   0.562940E-03   0.166893E-02   0.197826E-02   0.695276E-03   0.181168E+03   0.000000E+00   0.000000E+00   0.181168E+03  -0.362336E+03
   0.100657E+03   0.326754E+01   0.326357E-03   0.338521E-03   0.107512E-02   0.155332E-03   0.693505E-03   0.166893E-02   0.197826E-02   0.695276E-03   0.181691E+03   0.000000E+00   0.000000E+00   0.181691E+03  -0.363382E+03
   0.100657E+03   0.326754E+01   0.326357E-03   0.338521E-03   0.107512E-02   0.155332E-03   0.693505E-03   0.166893E-02   0.197826E-02   0.695276E-03   0.181691E+03   0.000000E+00   0.000000E+00   0.181691E+03  -0.363382E+03
   0.100657E+03   0.326754E+01   0.326357E-03   0.338521E-03   0.107512E-02   0.155332E-03   0.693505E-03   0.166893E-02   0.197826E-02   0.675346E-03   0.181729E+03   0.000000E+00   0.000000E+00   0.181729E+03  -0.363458E+03
   0.100657E+03   0.861621E+00   0.326357E-03   0.338521E-03   0.125566E-02   0.155332E-03   0.693505E-03   0.166893E-02   0.197826E-02   0.675346E-03   0.180827E+03   0.000000E+00   0.000000E+00   0.180827E+03  -0.361654E+03
   0.994202E+02   0.121719E+01   0.326357E-03   0.155076E-04   0.849965E-03   0.155332E-03   0.693505E-03   0.166893E-02   0.197826E-02   0.675346E-03   0.181087E+03   0.000000E+00   0.000000E+00   0.181087E+03  -0.362174E+03
   0.994202E+02   0.121719E+01   0.326357E-03   0.547784E-03   0.849965E-03   0.516515E-03   0.297004E-03   0.166893E-02   0.197826E-02   0.675346E-03   0.182207E+03   0.000000E+00   0.000000E+00   0.182207E+03  -0.364414E+03
   0.994202E+02   0.121719E+01   0.326357E-03   0.547784E-03   0.849965E-03   0.516515E-03   0.297004E-03   0.166893E-02   0.197826E-02   0.675346E-03   0.182207E+03   0.000000E+00   0.000000E+00   0.182207E+03  -0.364414E+03
   0.994202E+02   0.540952E+00   0.326357E-03   0.547784E-03   0.849965E-03   0.516515E-03   0.297004E-03   0.166893E-02   0.197826E-02   0.675346E-03   0.182041E+03   0.000000E+00   0.000000E+00   0.182041E+03  -0.364082E+03
   0.994202E+02   0.530060E+00   0.326357E-03   0.547784E-03   0.849965E-03   0.623407E-03   0.297004E-03   0.373442E-03   0.197826E-02   0.675346E-03   0.183485E+03   0.000000E+00   0.000000E+00   0.183485E+03  -0.366970E+03
   0.994202E+02  -0.263492E+01   0.326357E-03   0.547784E-03   0.849965E-03   0.623407E-03   0.297004E-03   0.373442E-03   0.197826E-02   0.675346E-03   0.181796E+03   0.000000E+00   0.000000E+00   0.181796E+03  -0.363592E+03
   0.994202E+02  -0.263492E+01   0.326357E-03   0.547784E-03   0.849965E-03   0.201655E-02   0.297004E-03   0.373442E-03   0.197826E-02   0.169823E-03   0.180569E+03   0.000000E+00   0.000000E+00   0.180569E+03  -0.361138E+03
   0.994202E+02   0.330533E+01   0.326357E-03   0.547784E-03   0.214882E-03   0.201655E-02   0.115409E-02   0.146406E-02   0.111908E-02   0.169823E-03   0.182257E+03   0.000000E+00   0.000000E+00   0.182257E+03  -0.364514E+03
   0.994202E+02   0.237416E+01   0.326357E-03   0.547784E-03   0.214882E-03   0.201999E-02   0.115409E-02   0.259437E-02   0.318872E-04   0.169823E-03   0.181910E+03   0.000000E+00   0.000000E+00   0.181910E+03  -0.363820E+03
   0.994202E+02   0.237416E+01   0.110903E-02   0.547784E-03   0.214882E-03   0.201999E-02   0.115409E-02   0.259437E-02   0.318872E-04   0.169823E-03   0.180780E+03   0.000000E+00   0.000000E+00   0.180780E+03  -0.361560E+03
   0.992769E+02   0.553801E+01   0.110903E-02   0.547784E-03   0.214882E-03   0.201999E-02   0.115409E-02   0.259437E-02   0.318872E-04   0.169823E-03   0.179411E+03   0.000000E+00   0.000000E+00   0.179411E+03  -0.358822E+03
   0.995991E+02   0.553801E+01   0.110903E-02   0.547784E-03   0.214882E-03   0.201999E-02   0.115409E-02   0.259437E-02   0.318872E-04   0.169823E-03   0.179531E+03   0.000000E+00   0.000000E+00   0.179531E+03  -0.359062E+03
   0.996747E+02   0.553801E+01   0.786493E-03   0.547784E-03   0.214882E-03   0.201999E-02   0.983841E-03   0.259437E-02   0.318872E-04   0.560237E-03   0.180599E+03   0.000000E+00   0.000000E+00   0.180599E+03  -0.361198E+03
   0.996747E+02   0.553801E+01   0.786493E-03   0.547784E-03   0.214882E-03   0.201999E-02   0.118873E-02   0.259437E-02   0.942463E-03   0.560237E-03   0.179856E+03   0.000000E+00   0.000000E+00   0.179856E+03  -0.359712E+03
   0.996747E+02   0.444913E+01   0.857476E-03   0.547784E-03   0.849946E-03   0.201999E-02   0.118873E-02   0.149092E-03   0.436580E-04   0.560237E-03   0.181062E+03   0.000000E+00   0.000000E+00   0.181062E+03  -0.362124E+03
   0.996747E+02   0.134124E+01   0.857476E-03   0.112841E-03   0.849946E-03   0.752003E-03   0.118873E-02   0.149092E-03   0.526040E-03   0.560237E-03   0.184442E+03   0.000000E+00   0.000000E+00   0.184442E+03  -0.368884E+03
   0.996747E+02   0.327651E+01   0.857476E-03   0.112841E-03   0.390124E-03   0.752003E-03   0.118873E-02   0.149092E-03   0.922897E-03   0.560237E-03   0.183758E+03   0.000000E+00   0.000000E+00   0.183758E+03  -0.367516E+03
   0.999736E+02   0.327651E+01   0.857476E-03   0.112841E-03   0.390124E-03   0.752003E-03   0.118873E-02   0.149092E-03   0.922897E-03   0.560237E-03   0.183724E+03   0.000000E+00   0.000000E+00   0.183724E+03  -0.367448E+03
   0.999736E+02  -0.270046E+01   0.857476E-03   0.112841E-03   0.231856E-02   0.752003E-03   0.118873E-02   0.149092E-03   0.133271E-02   0.291021E-03   0.179346E+03   0.000000E+00   0.000000E+00   0.179346E+03  -0.358692E+03
   0.100176E+03  -0.270046E+01   0.857476E-03   0.112841E-03   0.135730E-02   0.752003E-03   0.118873E-02   0.149092E-03   0.133271E-02   0.291021E-03   0.180961E+03   0.000000E+00   0.000000E+00   0.180961E+03  -0.361922E+03
   0.100176E+03  -0.270046E+01   0.857476E-03   0.112841E-03   0.135730E-02   0.752003E-03   0.118873E-02   0.368092E-03   0.977941E-03   0.291021E-03   0.182358E+03   0.000000E+00   0.000000E+00   0.182358E+03  -0.364716E+03
   0.100176E+03  -0.270046E+01   0.857476E-03   0.264957E-03   0.135730E-02   0.505433E-03   0.118873E-02   0.368092E-03   0.977941E-03   0.291021E-03   0.182474E+03   0.000000E+00   0.000000E+00   0.182474E+03  -0.364948E+03
   0.100176E+03  -0.270046E+01   0.186943E-02   0.264957E-03   0.141313E-02   0.505433E-03   0.118873E-02   0.368092E-03   0.977941E-03   0.291021E-03   0.180334E+03   0.000000E+00   0.000000E+00   0.180334E+03  -0.360668E+03
   0.100176E+03  -0.198825E+01   0.186943E-02   0.264957E-03   0.592989E-03   0.505433E-03   0.162027E-02   0.368092E-03   0.977941E-03   0.104287E-02   0.179795E+03   0.000000E+00   0.000000E+00   0.179795E+03  -0.359590E+03
   0.100176E+03  -0.618517E+00   0.428303E-02   0.264957E-03   0.592989E-03   0.505433E-03   0.162027E-02   0.368092E-03   0.158744E-02   0.104287E-02   0.176097E+03   0.000000E+00   0.000000E+00   0.176097E+03  -0.352194E+03
   0.100176E+03  -0.618517E+00   0.428303E-02   0.264957E-03   0.592989E-03   0.505433E-03   0.352572E-03   0.368092E-03   0.158744E-02   0.104287E-02   0.177896E+03   0.000000E+00   0.000000E+00   0.177896E+03  -0.355792E+03
   0.100176E+03  -0.618517E+00   0.428303E-02   0.131030E-02   0.611660E-03   0.127187E-02   0.352572E-03   0.663172E-03   0.820458E-03   0.104287E-02   0.177443E+03   0.000000E+00   0.000000E+00   0.177443E+03  -0.354886E+03
   0.100176E+03   0.556999E+01   0.470581E-02   0.203636E-02   0.611660E-03   0.160366E-02   0.352572E-03   0.663172E-03   0.485815E-04   0.104287E-02   0.175108E+03   0.000000E+00   0.000000E+00   0.175108E+03  -0.350216E+03
   0.100176E+03   0.556999E+01   0.151002E-02   0.203636E-02   0.611660E-03   0.160366E-02   0.352572E-03   0.663172E-03   0.485815E-04   0.104287E-02   0.179147E+03   0.000000E+00   0.000000E+00   0.179147E+03  -0.358294E+03
   0.100176E+03   0.236386E+00   0.595263E-03   0.203636E-02   0.611660E-03   0.160366E-02   0.465917E-03   0.663172E-03   0.485815E-04   0.104287E-02   0.182057E+03   0.000000E+00   0.000000E+00   0.182057E+03  -0.364114E+03
   0.996470E+02   0.236386E+00   0.595263E-03   0.203636E-02   0.133448E-02   0.160366E-02   0.465917E-03   0.663172E-03   0.485815E-04   0.148816E-03   0.182103E+03   0.000000E+00   0.000000E+00   0.182103E+03  -0.364206E+03
   0.996470E+02   0.486010E+01   0.595263E-03   0.160004E-03   0.172064E-02   0.160366E-02   0.465917E-03   0.663172E-03   0.485815E-04   0.148816E-03   0.183031E+03   0.000000E+00   0.000000E+00   0.183031E+03  -0.366062E+03
   0.996470E+02   0.486010E+01   0.127360E-02   0.935500E-03   0.294604E-03   0.649533E-03   0.378278E-03   0.107378E-02   0.485815E-04   0.295323E-03   0.184911E+03   0.000000E+00   0.000000E+00   0.184911E+03  -0.369822E+03
   0.996470E+02   0.339704E+01   0.151853E-02   0.935500E-03   0.113081E-03   0.130564E-02   0.326362E-03   0.107378E-02   0.485815E-04   0.644561E-03   0.183299E+03   0.000000E+00   0.000000E+00   0.183299E+03  -0.366598E+03
   0.996470E+02   0.339704E+01   0.820582E-03   0.935500E-03   0.113081E-03   0.130564E-02   0.326362E-03   0.107378E-02   0.188354E-02   0.644561E-03   0.182086E+03   0.000000E+00   0.000000E+00   0.182086E+03  -0.364172E+03
