a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  LogPost       
  0.100077E+03 -0.106745E+01  0.405698E-03  0.419484E-03  0.609188E-03  0.114418E-02  0.561810E-03  0.123546E-02  0.798495E-03  0.271599E-03  0.185778E+03
  0.100077E+03 -0.106745E+01  0.405698E-03  0.419484E-03  0.609188E-03  0.114418E-02  0.561810E-03  0.123546E-02  0.798495E-03  0.308854E-03  0.185753E+03
  0.100077E+03 -0.106745E+01  0.405698E-03  0.419484E-03  0.609188E-03  0.469972E-03  0.561810E-03  0.123546E-02  0.798495E-03  0.308854E-03  0.186071E+03
  0.100077E+03 -0.562283E+00  0.405698E-03  0.419484E-03  0.609188E-03  0.469972E-03  0.561810E-03  0.123546E-02  0.798495E-03  0.308854E-03  0.186391E+03
  0.100077E+03 -0.562283E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.561810E-03  0.123546E-02  0.798495E-03  0.308854E-03  0.184785E+03
  0.100077E+03 -0.562283E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.561810E-03  0.123546E-02  0.798495E-03  0.308854E-03  0.184785E+03
  0.100077E+03 -0.562283E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.191334E-02  0.123546E-02  0.798495E-03  0.308854E-03  0.182489E+03
  0.100077E+03 -0.562283E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.191334E-02  0.123546E-02  0.798495E-03  0.308854E-03  0.182489E+03
  0.100077E+03 -0.135003E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.191334E-02  0.123546E-02  0.798495E-03  0.308854E-03  0.182663E+03
  0.100077E+03 -0.135003E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.191334E-02  0.123546E-02  0.798495E-03  0.308854E-03  0.182663E+03
  0.100077E+03 -0.883577E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.191334E-02  0.123546E-02  0.132513E-02  0.308854E-03  0.181258E+03
  0.100077E+03 -0.883577E+00  0.405698E-03  0.123994E-02  0.609188E-03  0.469972E-03  0.191334E-02  0.123546E-02  0.132513E-02  0.308854E-03  0.181258E+03
  0.100077E+03 -0.883577E+00  0.405698E-03  0.479297E-03  0.609188E-03  0.143761E-02  0.191334E-02  0.123546E-02  0.132513E-02  0.308854E-03  0.181989E+03
  0.100077E+03  0.265458E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.191334E-02  0.123546E-02  0.382043E-03  0.308854E-03  0.184210E+03
  0.100077E+03  0.265458E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.191334E-02  0.123546E-02  0.235889E-02  0.348835E-03  0.180584E+03
  0.100077E+03  0.284600E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.191334E-02  0.123546E-02  0.235889E-02  0.348835E-03  0.180554E+03
  0.100077E+03  0.284600E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.191334E-02  0.123546E-02  0.235889E-02  0.348835E-03  0.180554E+03
  0.100077E+03  0.284600E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.203908E-02  0.123546E-02  0.235889E-02  0.348835E-03  0.180343E+03
  0.100077E+03  0.284600E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.248774E-03  0.399666E-03  0.235889E-02  0.348835E-03  0.183203E+03
  0.100077E+03 -0.411225E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.143761E-02  0.248774E-03  0.522451E-03  0.334456E-02  0.348835E-03  0.179206E+03
  0.100077E+03 -0.411225E+01  0.405698E-03  0.479297E-03  0.654089E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.334456E-02  0.348835E-03  0.180006E+03
  0.100077E+03 -0.411225E+01  0.405698E-03  0.524527E-03  0.654089E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.334456E-02  0.348835E-03  0.179986E+03
  0.100077E+03  0.969453E+00  0.405698E-03  0.524527E-03  0.654089E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.334456E-02  0.348835E-03  0.183306E+03
  0.100077E+03  0.969453E+00  0.405698E-03  0.524527E-03  0.654089E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.334456E-02  0.348835E-03  0.183306E+03
  0.100077E+03  0.969453E+00  0.405698E-03  0.524527E-03  0.654089E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.337851E-02  0.348835E-03  0.183268E+03
  0.100077E+03  0.969453E+00  0.405698E-03  0.171129E-04  0.654089E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.337851E-02  0.149242E-03  0.183330E+03
  0.100077E+03  0.969453E+00  0.405698E-03  0.171129E-04  0.574628E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.337851E-02  0.149242E-03  0.183397E+03
  0.100077E+03  0.679836E+00  0.405698E-03  0.171129E-04  0.574628E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.337851E-02  0.149242E-03  0.183328E+03
  0.100077E+03  0.679836E+00  0.405698E-03  0.171129E-04  0.574628E-03  0.596678E-03  0.248774E-03  0.522451E-03  0.407694E-02  0.149242E-03  0.182615E+03
  0.100077E+03  0.679836E+00  0.405698E-03  0.171129E-04  0.574628E-03  0.596678E-03  0.248774E-03  0.123158E-02  0.352733E-02  0.149242E-03  0.182477E+03
  0.100077E+03  0.185626E+01  0.405698E-03  0.171129E-04  0.574628E-03  0.596678E-03  0.248774E-03  0.123158E-02  0.352733E-02  0.149242E-03  0.182729E+03
  0.994177E+02  0.185626E+01  0.405698E-03  0.171129E-04  0.574628E-03  0.893088E-03  0.248774E-03  0.123158E-02  0.352733E-02  0.149242E-03  0.181858E+03
  0.994177E+02  0.185626E+01  0.405698E-03  0.171129E-04  0.574628E-03  0.893088E-03  0.248774E-03  0.123158E-02  0.262023E-02  0.149242E-03  0.182957E+03
  0.997286E+02  0.185626E+01  0.405698E-03  0.171129E-04  0.574628E-03  0.893088E-03  0.551305E-03  0.123158E-02  0.262023E-02  0.149242E-03  0.183503E+03
  0.997286E+02  0.290951E+01  0.405698E-03  0.171129E-04  0.780349E-03  0.893088E-03  0.551305E-03  0.123158E-02  0.417304E-03  0.149242E-03  0.187046E+03
  0.997286E+02  0.290951E+01  0.405698E-03  0.668749E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.123158E-02  0.417304E-03  0.149242E-03  0.186833E+03
  0.997286E+02  0.950197E+00  0.405698E-03  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.123158E-02  0.417304E-03  0.149242E-03  0.187177E+03
  0.997286E+02  0.950197E+00  0.405698E-03  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.123158E-02  0.417304E-03  0.149242E-03  0.187177E+03
  0.997286E+02  0.950197E+00  0.405698E-03  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.162694E-02  0.417304E-03  0.149242E-03  0.186463E+03
  0.997286E+02  0.950197E+00  0.442733E-04  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.162694E-02  0.417304E-03  0.149242E-03  0.186295E+03
  0.997286E+02  0.222797E+01  0.442733E-04  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.162694E-02  0.417304E-03  0.149242E-03  0.186379E+03
  0.997286E+02  0.222797E+01  0.442733E-04  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.162694E-02  0.417304E-03  0.149242E-03  0.186379E+03
  0.997286E+02  0.222797E+01  0.442733E-04  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.162694E-02  0.417304E-03  0.149242E-03  0.186379E+03
  0.997286E+02  0.222797E+01  0.442733E-04  0.162847E-03  0.780349E-03  0.893088E-03  0.551305E-03  0.162694E-02  0.417304E-03  0.149242E-03  0.186379E+03
  0.997286E+02 -0.375581E+00  0.442733E-04  0.162847E-03  0.780349E-03  0.190571E-03  0.551305E-03  0.162694E-02  0.366921E-03  0.149242E-03  0.184809E+03
  0.997286E+02  0.398936E+01  0.442733E-04  0.390307E-03  0.780349E-03  0.439442E-02  0.551305E-03  0.162694E-02  0.366921E-03  0.149242E-03  0.181184E+03
  0.997286E+02  0.398936E+01  0.267110E-02  0.390307E-03  0.780349E-03  0.439442E-02  0.551305E-03  0.162694E-02  0.366921E-03  0.149242E-03  0.177625E+03
  0.997286E+02  0.398936E+01  0.267110E-02  0.390307E-03  0.638836E-03  0.135687E-02  0.551305E-03  0.162694E-02  0.366921E-03  0.149242E-03  0.181745E+03
  0.992912E+02  0.398936E+01  0.267110E-02  0.390307E-03  0.638836E-03  0.135687E-02  0.551305E-03  0.162694E-02  0.366921E-03  0.149242E-03  0.181474E+03
  0.992912E+02  0.398936E+01  0.267110E-02  0.390307E-03  0.638836E-03  0.135687E-02  0.551305E-03  0.162694E-02  0.366921E-03  0.149242E-03  0.181474E+03
  0.992912E+02  0.398936E+01  0.267110E-02  0.390307E-03  0.615340E-03  0.135687E-02  0.551305E-03  0.854650E-03  0.366921E-03  0.262816E-03  0.182847E+03
  0.992912E+02  0.398936E+01  0.179289E-02  0.390307E-03  0.615340E-03  0.135687E-02  0.551305E-03  0.854650E-03  0.366921E-03  0.262816E-03  0.184189E+03
  0.992912E+02  0.753592E+00  0.327381E-03  0.655408E-03  0.615340E-03  0.159737E-02  0.551305E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.186069E+03
  0.992912E+02  0.753592E+00  0.327381E-03  0.655408E-03  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.186035E+03
  0.992912E+02  0.753592E+00  0.327381E-03  0.145255E-04  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.186136E+03
  0.992912E+02  0.517350E+01  0.327381E-03  0.145255E-04  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.184578E+03
  0.992912E+02  0.517350E+01  0.327381E-03  0.113528E-02  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.184089E+03
  0.992912E+02  0.517350E+01  0.327381E-03  0.113528E-02  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.184089E+03
  0.992912E+02  0.517350E+01  0.327381E-03  0.113528E-02  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.184089E+03
  0.992912E+02  0.517350E+01  0.327381E-03  0.113528E-02  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.184089E+03
  0.992912E+02  0.285891E+01  0.327381E-03  0.113528E-02  0.615340E-03  0.159737E-02  0.375716E-03  0.854650E-03  0.283056E-03  0.262816E-03  0.185196E+03
  0.992912E+02  0.285891E+01  0.327381E-03  0.113528E-02  0.615340E-03  0.159737E-02  0.110304E-02  0.208336E-02  0.283056E-03  0.520658E-03  0.181944E+03
  0.992912E+02  0.285891E+01  0.171635E-02  0.113528E-02  0.615340E-03  0.159737E-02  0.110304E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.179629E+03
  0.992912E+02  0.285891E+01  0.109729E-02  0.113528E-02  0.615340E-03  0.159737E-02  0.110304E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.180847E+03
  0.992912E+02  0.285891E+01  0.109729E-02  0.113528E-02  0.615340E-03  0.159737E-02  0.110304E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.180847E+03
  0.992912E+02  0.430683E+01  0.705619E-03  0.113528E-02  0.615340E-03  0.713172E-03  0.480925E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.177723E+03
  0.992912E+02  0.430683E+01  0.153500E-02  0.113528E-02  0.615340E-03  0.713172E-03  0.608528E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.175317E+03
  0.992912E+02  0.430683E+01  0.100992E-02  0.113528E-02  0.807095E-03  0.713172E-03  0.599352E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.176034E+03
  0.992912E+02  0.274061E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.105581E-02  0.599352E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.176526E+03
  0.992912E+02  0.681993E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.105581E-02  0.599352E-02  0.216508E-02  0.283056E-03  0.520658E-03  0.174486E+03
  0.992912E+02  0.681993E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.105581E-02  0.599352E-02  0.216508E-02  0.283056E-03  0.674707E-03  0.174316E+03
  0.992912E+02  0.681993E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.509988E-03  0.599352E-02  0.216508E-02  0.283056E-03  0.674707E-03  0.174797E+03
  0.992912E+02  0.681993E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.509988E-03  0.599352E-02  0.169432E-02  0.283056E-03  0.674707E-03  0.175535E+03
  0.992912E+02  0.252045E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.509988E-03  0.700193E-02  0.169432E-02  0.283056E-03  0.674707E-03  0.176714E+03
  0.992912E+02  0.252045E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.331929E-03  0.825513E-03  0.261736E-02  0.283056E-03  0.674707E-03  0.181708E+03
  0.992912E+02  0.252045E+01  0.100992E-02  0.458906E-03  0.108780E-02  0.331929E-03  0.825513E-03  0.261736E-02  0.283056E-03  0.674707E-03  0.181708E+03
