a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.985954E+02   0.766802E-03   0.138414E+02   0.948596E+01   0.180154E+02   0.135304E+02   0.172829E+03
   0.973242E+02   0.658535E-03   0.789174E+01   0.153676E+02   0.175330E+02   0.133381E+02   0.172319E+03
   0.979945E+02   0.735998E-03   0.124186E+02   0.110273E+02   0.122284E+02   0.179625E+02   0.173831E+03
   0.972659E+02   0.554441E-03   0.932367E+01   0.970018E+01   0.198668E+02   0.178839E+02   0.174351E+03
   0.972659E+02   0.845944E-03   0.781290E+01   0.106709E+02   0.152963E+02   0.129332E+02   0.173710E+03
   0.972624E+02   0.833587E-03   0.130741E+02   0.903520E+01   0.110362E+02   0.188890E+02   0.171658E+03
   0.972327E+02   0.714837E-03   0.108671E+02   0.912293E+01   0.129652E+02   0.106308E+02   0.174192E+03
   0.987050E+02   0.723844E-03   0.129584E+02   0.115647E+02   0.985877E+01   0.151461E+02   0.171924E+03
   0.974360E+02   0.786571E-03   0.909278E+01   0.953099E+01   0.179057E+02   0.137609E+02   0.174646E+03
   0.975134E+02   0.506028E-03   0.102859E+02   0.734615E+01   0.100746E+02   0.137609E+02   0.173641E+03
   0.987063E+02   0.539747E-03   0.834642E+01   0.801193E+01   0.177891E+02   0.151952E+02   0.173972E+03
   0.986090E+02   0.757650E-03   0.106854E+02   0.122064E+02   0.145791E+02   0.151227E+02   0.174333E+03
   0.982966E+02   0.595546E-03   0.951672E+01   0.911676E+01   0.151394E+02   0.144795E+02   0.176071E+03
   0.978639E+02   0.541637E-03   0.109699E+02   0.137007E+02   0.151394E+02   0.126456E+02   0.174338E+03
   0.971309E+02   0.833424E-03   0.104310E+02   0.118422E+02   0.166424E+02   0.163998E+02   0.173472E+03
   0.972728E+02   0.562434E-03   0.983374E+01   0.100116E+02   0.160008E+02   0.161338E+02   0.175920E+03
   0.995088E+02   0.562434E-03   0.112487E+02   0.918077E+01   0.105872E+02   0.128411E+02   0.171267E+03
   0.959251E+02   0.853659E-03   0.811227E+01   0.159212E+02   0.176431E+02   0.166508E+02   0.167736E+03
   0.974413E+02   0.467733E-03   0.844291E+01   0.106695E+02   0.123350E+02   0.191783E+02   0.174266E+03
   0.974413E+02   0.610036E-03   0.113103E+02   0.117147E+02   0.155125E+02   0.143801E+02   0.175467E+03
   0.974413E+02   0.509593E-03   0.695795E+01   0.887600E+01   0.139419E+02   0.174932E+02   0.174353E+03
   0.982489E+02   0.509593E-03   0.747388E+01   0.101692E+02   0.128643E+02   0.165575E+02   0.174629E+03
   0.982489E+02   0.509593E-03   0.938335E+01   0.145502E+02   0.155185E+02   0.148172E+02   0.173622E+03
   0.977119E+02   0.633528E-03   0.786586E+01   0.743063E+01   0.200102E+02   0.125725E+02   0.173494E+03
   0.981193E+02   0.712558E-03   0.118251E+02   0.804425E+01   0.161627E+02   0.128627E+02   0.174683E+03
   0.967836E+02   0.530577E-03   0.118251E+02   0.111253E+02   0.177436E+02   0.193592E+02   0.172979E+03
   0.982752E+02   0.541810E-03   0.116586E+02   0.122012E+02   0.153667E+02   0.139069E+02   0.174765E+03
   0.980492E+02   0.541810E-03   0.134190E+02   0.895729E+01   0.132690E+02   0.120387E+02   0.174315E+03
   0.977697E+02   0.484005E-03   0.909590E+01   0.893624E+01   0.189238E+02   0.168827E+02   0.174746E+03
   0.971193E+02   0.381709E-03   0.714807E+01   0.769293E+01   0.131535E+02   0.137996E+02   0.172792E+03
   0.971193E+02   0.724977E-03   0.719302E+01   0.877851E+01   0.145421E+02   0.160980E+02   0.174217E+03
   0.984505E+02   0.577039E-03   0.977396E+01   0.121832E+02   0.150303E+02   0.185614E+02   0.174370E+03
   0.968970E+02   0.829553E-03   0.996601E+01   0.114203E+02   0.168195E+02   0.148913E+02   0.173621E+03
   0.968970E+02   0.775925E-03   0.745504E+01   0.899629E+01   0.150717E+02   0.158822E+02   0.173820E+03
   0.978906E+02   0.880382E-03   0.100746E+02   0.708632E+01   0.887064E+01   0.132677E+02   0.170239E+03
   0.975246E+02   0.655164E-03   0.116984E+02   0.785840E+01   0.161556E+02   0.935732E+01   0.172782E+03
   0.975246E+02   0.535273E-03   0.112978E+02   0.962739E+01   0.217949E+02   0.123618E+02   0.173597E+03
   0.970477E+02   0.535273E-03   0.108102E+02   0.997368E+01   0.181692E+02   0.101299E+02   0.173505E+03
   0.990576E+02   0.582422E-03   0.100335E+02   0.705688E+01   0.160010E+02   0.118509E+02   0.172774E+03
   0.975630E+02   0.693396E-03   0.923005E+01   0.705688E+01   0.148241E+02   0.189930E+02   0.173916E+03
   0.988252E+02   0.693396E-03   0.796805E+01   0.106586E+02   0.195170E+02   0.109219E+02   0.172539E+03
   0.978508E+02   0.693396E-03   0.726369E+01   0.105616E+02   0.134992E+02   0.116161E+02   0.174414E+03
   0.981996E+02   0.631688E-03   0.821743E+01   0.986521E+01   0.197888E+02   0.139045E+02   0.174632E+03
