Km_a0         Km_a1         Km_a2         Km_a3         Km_a4         Km_a5         Km_a6         Km_a7         Km_a8         Km_a9         Km_a10        Km_a11        Km_a12        Km_a13        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.339036E+02  0.116679E+02  0.607666E+01  0.146660E+02  0.244759E+02  0.990764E+01  0.235956E+00 -0.764087E+01 -0.928973E+01 -0.389478E+02 -0.704464E+01 -0.332208E+01 -0.435955E+01  0.519866E+01  0.129873E-02  0.365128E-02  0.187678E-01  0.129539E-02  0.237840E-02  0.270489E+03
  0.341966E+02  0.116679E+02  0.607666E+01  0.141181E+02  0.267387E+02  0.990764E+01  0.128760E+01 -0.764087E+01 -0.928973E+01 -0.388203E+02 -0.704464E+01 -0.332208E+01 -0.238850E+01  0.519866E+01  0.134201E-03  0.365128E-02  0.128254E-01  0.117915E-03  0.237840E-02  0.269768E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.141181E+02  0.267387E+02  0.847468E+01  0.128760E+01 -0.764087E+01 -0.928973E+01 -0.388203E+02 -0.704464E+01 -0.332208E+01 -0.196237E+01  0.519866E+01  0.134201E-03  0.130571E-02  0.120024E-01  0.117915E-03  0.412750E-02  0.270570E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.141181E+02  0.267387E+02  0.847468E+01 -0.305894E+01 -0.764087E+01 -0.928973E+01 -0.388203E+02 -0.982655E+01 -0.111279E+00 -0.196237E+01  0.519866E+01  0.134201E-03  0.981503E-02  0.120024E-01  0.371329E-03  0.873657E-02  0.269195E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.847468E+01 -0.305894E+01 -0.764087E+01 -0.811395E+01 -0.388203E+02 -0.119964E+02 -0.111279E+00 -0.196237E+01  0.519866E+01  0.444378E-02  0.178922E-01  0.186591E-01  0.371329E-03  0.475192E-02  0.268064E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.671289E+01 -0.305894E+01 -0.764087E+01 -0.109745E+02 -0.388203E+02 -0.120823E+02 -0.459744E+01 -0.196237E+01  0.519866E+01  0.444378E-02  0.959845E-02  0.168442E-01  0.556959E-03  0.218460E-02  0.267666E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.671289E+01 -0.305894E+01 -0.764087E+01 -0.109745E+02 -0.388203E+02 -0.120823E+02 -0.198318E+01 -0.142800E+01  0.519866E+01  0.324192E-02  0.125059E-02  0.270309E-01  0.172075E-03  0.931184E-02  0.268390E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.671289E+01  0.137271E+01 -0.687679E+01 -0.109745E+02 -0.388203E+02 -0.120823E+02 -0.224407E+01  0.906242E-01  0.519866E+01  0.735547E-03  0.125059E-02  0.199945E-01  0.172075E-03  0.263536E-02  0.268873E+03
  0.341966E+02  0.122173E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.610885E+01 -0.184858E+01 -0.687679E+01 -0.102710E+02 -0.388203E+02 -0.120823E+02  0.325486E+00 -0.127894E+01  0.519866E+01  0.735547E-03  0.125059E-02  0.147520E-01  0.141914E-02  0.434245E-02  0.269849E+03
  0.341966E+02  0.124008E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.610885E+01 -0.184858E+01 -0.687679E+01 -0.102710E+02 -0.388203E+02 -0.732444E+01  0.247058E+01 -0.127894E+01  0.660440E+01  0.735547E-03  0.917071E-02  0.194696E-01  0.254900E-02  0.506845E-02  0.266237E+03
  0.341966E+02  0.124008E+02  0.607666E+01  0.140865E+02  0.267387E+02  0.557382E+01 -0.218126E+01 -0.687679E+01 -0.102710E+02 -0.388203E+02 -0.688775E+01  0.254707E+01 -0.127894E+01  0.660440E+01  0.735547E-03  0.104075E-01  0.115323E-01  0.254900E-02  0.506845E-02  0.266464E+03
  0.341966E+02  0.124008E+02  0.607666E+01  0.140865E+02  0.249777E+02  0.557382E+01 -0.218126E+01 -0.687679E+01 -0.102710E+02 -0.350648E+02 -0.103677E+02  0.254707E+01 -0.127894E+01  0.927468E+01  0.735547E-03  0.128037E-01  0.150073E-01  0.128227E-02  0.169830E-01  0.263614E+03
  0.337270E+02  0.124008E+02  0.607666E+01  0.153738E+02  0.249777E+02  0.701911E+01 -0.218126E+01 -0.687679E+01 -0.102710E+02 -0.343867E+02 -0.103677E+02  0.254707E+01 -0.127894E+01  0.927468E+01  0.230247E-02  0.217392E-01  0.150073E-01  0.147792E-01  0.131596E-01  0.265157E+03
  0.337270E+02  0.124008E+02  0.632362E+01  0.153738E+02  0.247053E+02  0.701911E+01 -0.218126E+01 -0.687679E+01 -0.114864E+02 -0.343867E+02 -0.966925E+01  0.254707E+01 -0.805178E+00  0.101936E+02  0.230247E-02  0.152815E-01  0.113309E-01  0.110941E-01  0.153888E-01  0.265557E+03
  0.337270E+02  0.124693E+02  0.632362E+01  0.153738E+02  0.247053E+02  0.701911E+01 -0.177664E+01 -0.687679E+01 -0.953235E+01 -0.343867E+02 -0.966925E+01  0.254707E+01 -0.227169E+01  0.101936E+02  0.230247E-02  0.107020E-01  0.897290E-02  0.256060E-02  0.148742E-01  0.266969E+03
  0.337270E+02  0.124693E+02  0.632362E+01  0.159230E+02  0.247053E+02  0.701911E+01 -0.422065E+01 -0.687679E+01 -0.953235E+01 -0.358270E+02 -0.168973E+02  0.254707E+01 -0.227169E+01  0.101936E+02  0.230247E-02  0.901613E-02  0.679406E-02  0.527895E-02  0.148742E-01  0.268143E+03
  0.337856E+02  0.125293E+02  0.745691E+01  0.159230E+02  0.247053E+02  0.701911E+01 -0.422065E+01 -0.687679E+01 -0.953235E+01 -0.358270E+02 -0.137532E+02  0.144772E+01 -0.227169E+01  0.101936E+02  0.230247E-02  0.585545E-02  0.328224E-02  0.550388E-02  0.140316E-01  0.269170E+03
  0.332147E+02  0.125293E+02  0.745691E+01  0.159230E+02  0.247053E+02  0.649694E+01 -0.422065E+01 -0.505957E+01 -0.953235E+01 -0.358270E+02 -0.137532E+02  0.153901E+00 -0.227169E+01  0.101936E+02  0.418260E-02  0.324203E-02  0.410473E-02  0.548543E-02  0.142146E-01  0.269986E+03
  0.332147E+02  0.116182E+02  0.642070E+01  0.159230E+02  0.247053E+02  0.649694E+01 -0.422065E+01 -0.505957E+01 -0.863224E+01 -0.358270E+02 -0.137532E+02 -0.276637E+01 -0.225836E+01  0.101936E+02  0.418260E-02  0.324203E-02  0.410473E-02  0.318576E-02  0.142146E-01  0.271576E+03
  0.332147E+02  0.116182E+02  0.642070E+01  0.160355E+02  0.247053E+02  0.649694E+01 -0.422065E+01 -0.505957E+01 -0.120973E+02 -0.347240E+02 -0.140374E+02 -0.276637E+01 -0.225836E+01  0.101936E+02  0.328878E-02  0.530402E-02  0.109038E-02  0.406577E-02  0.986430E-02  0.271777E+03
  0.332147E+02  0.116182E+02  0.642070E+01  0.160355E+02  0.247053E+02  0.649694E+01 -0.422065E+01 -0.505957E+01 -0.120973E+02 -0.367665E+02 -0.961581E+01 -0.276637E+01 -0.252271E+01  0.101936E+02  0.328878E-02  0.530402E-02  0.109038E-02  0.406577E-02  0.106753E-01  0.272058E+03
  0.332147E+02  0.116182E+02  0.642070E+01  0.160355E+02  0.247053E+02  0.649694E+01 -0.271070E+01 -0.505957E+01 -0.115942E+02 -0.367665E+02 -0.961581E+01 -0.552138E+01 -0.252271E+01  0.101936E+02  0.328878E-02  0.422880E-02  0.109038E-02  0.632670E-02  0.107937E-01  0.273749E+03
  0.332147E+02  0.116182E+02  0.642070E+01  0.160355E+02  0.247053E+02  0.649694E+01 -0.517278E+01 -0.505957E+01 -0.115942E+02 -0.373445E+02 -0.961581E+01 -0.552138E+01 -0.467191E+01  0.635272E+01  0.209234E-03  0.179035E-02  0.109038E-02  0.160969E-01  0.967698E-02  0.270774E+03
  0.329520E+02  0.116182E+02  0.642070E+01  0.195712E+02  0.247053E+02  0.649694E+01 -0.308467E+01 -0.221406E+01 -0.115942E+02 -0.373445E+02 -0.961581E+01 -0.552138E+01 -0.467191E+01  0.635272E+01  0.209234E-03  0.179035E-02  0.109038E-02  0.174931E-01  0.967698E-02  0.273543E+03
  0.329520E+02  0.115287E+02  0.642070E+01  0.195712E+02  0.247053E+02  0.649694E+01 -0.308467E+01 -0.221406E+01 -0.115942E+02 -0.373445E+02 -0.961581E+01 -0.552138E+01 -0.826557E+01  0.635272E+01  0.209234E-03  0.179035E-02  0.825062E-03  0.161942E-01  0.967698E-02  0.273157E+03
  0.329520E+02  0.115287E+02  0.642070E+01  0.198998E+02  0.247053E+02  0.649694E+01 -0.427323E+01 -0.221406E+01 -0.115942E+02 -0.388296E+02 -0.961581E+01 -0.372637E+01 -0.808929E+01  0.705596E+01  0.402854E-03  0.179035E-02  0.433413E-02  0.161942E-01  0.177140E-01  0.271668E+03
  0.335434E+02  0.115287E+02  0.653925E+01  0.198998E+02  0.255998E+02  0.649694E+01 -0.427323E+01  0.779967E+00 -0.115942E+02 -0.422324E+02 -0.961581E+01 -0.178087E+01 -0.706887E+01  0.820835E+01  0.137904E-02  0.179035E-02  0.433413E-02  0.197958E-01  0.229957E-01  0.269161E+03
  0.335434E+02  0.115287E+02  0.653925E+01  0.198998E+02  0.236123E+02  0.649694E+01 -0.427323E+01  0.779967E+00 -0.115942E+02 -0.422324E+02 -0.961581E+01 -0.178087E+01 -0.706887E+01  0.820835E+01  0.662648E-03  0.311939E-04  0.433413E-02  0.120003E-01  0.221673E-01  0.271167E+03
  0.335434E+02  0.115287E+02  0.653925E+01  0.198998E+02  0.236123E+02  0.649694E+01 -0.427323E+01  0.194452E+00 -0.109312E+02 -0.422324E+02 -0.944556E+01 -0.178087E+01 -0.706887E+01  0.777750E+01  0.935796E-04  0.261336E-02  0.535156E-02  0.356634E-02  0.221673E-01  0.271359E+03
  0.330004E+02  0.115287E+02  0.653925E+01  0.198998E+02  0.226699E+02  0.649694E+01  0.435706E+00  0.235999E+01 -0.109312E+02 -0.410213E+02 -0.475060E+01 -0.178087E+01 -0.706887E+01  0.224016E+01  0.231034E-02  0.344813E-02  0.535156E-02  0.375072E-02  0.273389E-01  0.266655E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.198998E+02  0.259781E+02  0.649694E+01  0.435706E+00  0.235999E+01 -0.900246E+01 -0.386680E+02 -0.773871E+01 -0.178087E+01 -0.781966E+01  0.224016E+01  0.231034E-02  0.344813E-02  0.535156E-02  0.375072E-02  0.272484E-01  0.268387E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.213871E+02  0.259781E+02  0.649694E+01 -0.139673E+01  0.262415E+01 -0.825765E+01 -0.405913E+02 -0.128458E+02 -0.178087E+01 -0.754825E+01  0.580609E+01  0.302139E-02  0.344813E-02  0.926326E-02  0.882217E-03  0.304407E-01  0.268367E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.208974E+02  0.254924E+02  0.649694E+01 -0.139673E+01  0.262415E+01 -0.825765E+01 -0.405913E+02 -0.128458E+02 -0.178087E+01 -0.452202E+01  0.455064E+01  0.302139E-02  0.664211E-02  0.104327E-01  0.882217E-03  0.274188E-01  0.269649E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.208974E+02  0.254924E+02  0.649694E+01 -0.340684E+00  0.328331E+01 -0.825765E+01 -0.405913E+02 -0.128458E+02  0.319006E+01 -0.452202E+01  0.455064E+01  0.302139E-02  0.603739E-02  0.104327E-01  0.882217E-03  0.251275E-01  0.267021E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.208974E+02  0.254924E+02  0.649694E+01 -0.340684E+00  0.434520E+01 -0.825765E+01 -0.382997E+02 -0.116773E+02  0.319006E+01 -0.354330E+01  0.455064E+01  0.302139E-02  0.603739E-02  0.104327E-01  0.882217E-03  0.229594E-01  0.268301E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.208974E+02  0.254924E+02  0.649694E+01 -0.157619E+01  0.320804E+01 -0.825765E+01 -0.382997E+02 -0.110226E+02  0.319006E+01 -0.354330E+01  0.455064E+01  0.302139E-02  0.227307E-02  0.165712E-01  0.882217E-03  0.163354E-01  0.268333E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.187874E+02  0.254924E+02  0.649694E+01 -0.157619E+01  0.320804E+01 -0.825765E+01 -0.405820E+02 -0.124261E+02  0.319006E+01 -0.509278E+01  0.455064E+01  0.820841E-03  0.106011E-01  0.150634E-01  0.882217E-03  0.163354E-01  0.268651E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.188640E+02  0.227225E+02  0.649694E+01 -0.157619E+01 -0.161046E+01 -0.825765E+01 -0.405820E+02 -0.124261E+02  0.319006E+01 -0.509278E+01  0.663278E+01  0.820841E-03  0.626574E-02  0.150634E-01  0.882217E-03  0.106593E-01  0.267948E+03
  0.330004E+02  0.115218E+02  0.653925E+01  0.175896E+02  0.227225E+02  0.933379E+01 -0.157619E+01 -0.161046E+01 -0.825765E+01 -0.405820E+02 -0.892635E+01  0.107014E+00 -0.509278E+01  0.663278E+01  0.928191E-02  0.626574E-02  0.214628E-01  0.882217E-03  0.173227E-01  0.266449E+03
  0.330004E+02  0.112916E+02  0.637882E+01  0.175896E+02  0.227225E+02  0.933379E+01 -0.157619E+01  0.333245E+01 -0.130079E+02 -0.405820E+02 -0.884503E+01 -0.258339E+01 -0.509278E+01  0.663278E+01  0.583088E-02  0.587779E-02  0.214628E-01  0.529870E-05  0.167528E-01  0.265673E+03
  0.330004E+02  0.112916E+02  0.637882E+01  0.175896E+02  0.227225E+02  0.933379E+01 -0.157619E+01  0.333245E+01 -0.130079E+02 -0.401142E+02 -0.884503E+01 -0.258339E+01 -0.509278E+01  0.663278E+01  0.519246E-02  0.587779E-02  0.203939E-01  0.529870E-05  0.167528E-01  0.266026E+03
  0.329224E+02  0.112916E+02  0.637882E+01  0.197953E+02  0.197895E+02  0.942544E+01 -0.157619E+01  0.347547E+01 -0.130079E+02 -0.401142E+02 -0.884503E+01 -0.160605E+01 -0.286360E+01  0.663278E+01  0.519246E-02  0.439972E-02  0.179142E-01  0.529870E-05  0.272557E-01  0.267570E+03
  0.329224E+02  0.112916E+02  0.637882E+01  0.197953E+02  0.197895E+02  0.738448E+01 -0.208483E+01 -0.682195E+00 -0.158201E+02 -0.401142E+02 -0.884503E+01 -0.276068E+01 -0.323395E+01  0.663278E+01  0.519246E-02  0.392765E-02  0.204196E-01  0.529870E-05  0.325723E-01  0.267630E+03
  0.329224E+02  0.112916E+02  0.637882E+01  0.159921E+02  0.197895E+02  0.738448E+01  0.585181E+00 -0.682195E+00 -0.158201E+02 -0.401142E+02 -0.884503E+01 -0.276068E+01 -0.323395E+01  0.185183E+01  0.519246E-02  0.392765E-02  0.144513E-01  0.529870E-05  0.263979E-01  0.267289E+03
  0.329224E+02  0.112916E+02  0.476582E+01  0.159921E+02  0.197895E+02  0.926781E+01  0.585181E+00 -0.494092E+00 -0.167223E+02 -0.401142E+02 -0.295135E+01 -0.276068E+01 -0.323395E+01  0.185183E+01  0.540477E-02  0.392765E-02  0.165391E-01  0.744565E-02  0.263979E-01  0.266073E+03
  0.329224E+02  0.112916E+02  0.476582E+01  0.171311E+02  0.175325E+02  0.801966E+01  0.585181E+00 -0.494092E+00 -0.167223E+02 -0.401142E+02 -0.100261E+02 -0.276068E+01 -0.323395E+01  0.185183E+01  0.540477E-02  0.392765E-02  0.271782E-01  0.125843E-01  0.246626E-01  0.264515E+03
  0.326215E+02  0.107242E+02  0.476582E+01  0.165622E+02  0.175325E+02  0.867149E+01 -0.252071E+00 -0.494092E+00 -0.167223E+02 -0.401142E+02 -0.100261E+02 -0.276068E+01 -0.323395E+01  0.615869E+01  0.686795E-02  0.142071E-02  0.217579E-01  0.127006E-01  0.205537E-01  0.265783E+03
  0.326215E+02  0.107242E+02  0.476582E+01  0.165622E+02  0.152253E+02  0.721731E+01 -0.252071E+00 -0.494092E+00 -0.167223E+02 -0.401142E+02 -0.100261E+02  0.287207E+00 -0.323395E+01  0.615869E+01  0.686795E-02  0.142071E-02  0.147885E-01  0.127006E-01  0.205537E-01  0.267720E+03
  0.326215E+02  0.107242E+02  0.476582E+01  0.165622E+02  0.131028E+02  0.721731E+01 -0.252071E+00 -0.494092E+00 -0.193121E+02 -0.411496E+02 -0.100261E+02  0.287207E+00 -0.323395E+01  0.720467E+01  0.245953E-03  0.142071E-02  0.191983E-01  0.197614E-01  0.205537E-01  0.265627E+03
  0.326215E+02  0.107242E+02  0.476582E+01  0.165622E+02  0.136565E+02  0.721731E+01 -0.252071E+00 -0.494092E+00 -0.193121E+02 -0.392041E+02 -0.326981E+01  0.287207E+00 -0.323395E+01  0.720467E+01  0.117185E-03  0.142071E-02  0.191983E-01  0.183609E-01  0.194998E-01  0.266849E+03
  0.326215E+02  0.107242E+02  0.476582E+01  0.165622E+02  0.136565E+02  0.721731E+01  0.214192E+01 -0.494092E+00 -0.193121E+02 -0.392041E+02 -0.326981E+01  0.287207E+00 -0.443619E+01  0.720467E+01  0.117185E-03  0.359404E-02  0.189642E-01  0.213393E-01  0.158960E-01  0.266667E+03
  0.318751E+02  0.107242E+02  0.476582E+01  0.128081E+02  0.136565E+02  0.827667E+01  0.214192E+01 -0.494092E+00 -0.184507E+02 -0.392041E+02 -0.170223E+01 -0.458799E+00 -0.443619E+01  0.720467E+01  0.117185E-03  0.463054E-02  0.212352E-01  0.250099E-01  0.163356E-01  0.266832E+03
  0.318751E+02  0.107242E+02  0.514796E+01  0.128081E+02  0.135070E+02  0.827667E+01  0.214192E+01 -0.494092E+00 -0.184507E+02 -0.392041E+02 -0.170223E+01 -0.458799E+00 -0.443619E+01  0.720467E+01  0.226352E-02  0.129763E-02  0.216515E-01  0.275272E-01  0.163356E-01  0.266326E+03
  0.318751E+02  0.107242E+02  0.514796E+01  0.128081E+02  0.135070E+02  0.827667E+01  0.214192E+01 -0.494092E+00 -0.184507E+02 -0.415603E+02 -0.170223E+01 -0.458799E+00 -0.443619E+01  0.720467E+01  0.185596E-02  0.129763E-02  0.174740E-01  0.275272E-01  0.312917E-01  0.264120E+03
  0.318751E+02  0.107242E+02  0.514796E+01  0.136401E+02  0.135070E+02  0.827667E+01  0.214192E+01 -0.287700E+00 -0.199410E+02 -0.415603E+02 -0.170223E+01 -0.325803E+01 -0.347754E+01  0.720467E+01  0.689332E-03  0.129763E-02  0.171004E-01  0.319138E-01  0.358173E-01  0.261505E+03
  0.318751E+02  0.107242E+02  0.514796E+01  0.136401E+02  0.135070E+02  0.827667E+01  0.160408E+00 -0.287700E+00 -0.199410E+02 -0.415603E+02 -0.170223E+01 -0.325803E+01 -0.347754E+01  0.934401E+01  0.689332E-03  0.564664E-02  0.164560E-01  0.214605E-01  0.329816E-01  0.262443E+03
  0.318751E+02  0.107242E+02  0.514796E+01  0.136401E+02  0.135070E+02  0.827667E+01  0.160408E+00 -0.287700E+00 -0.199410E+02 -0.397678E+02 -0.170223E+01 -0.325803E+01 -0.347754E+01  0.934401E+01  0.689332E-03  0.114840E-01  0.236815E-01  0.238951E-01  0.243633E-01  0.263909E+03
  0.318751E+02  0.103876E+02  0.514796E+01  0.136401E+02  0.135070E+02  0.460071E+01  0.160408E+00 -0.287700E+00 -0.199410E+02 -0.397678E+02 -0.170223E+01 -0.505529E+00 -0.364098E+01  0.161817E+02  0.689332E-03  0.664534E-02  0.245603E-01  0.240298E-01  0.359190E-01  0.263790E+03
  0.318751E+02  0.103876E+02  0.514796E+01  0.136401E+02  0.135070E+02  0.460071E+01  0.160408E+00 -0.287700E+00 -0.191576E+02 -0.379272E+02 -0.170223E+01  0.285002E+01 -0.364098E+01  0.161807E+02  0.992946E-03  0.664534E-02  0.293757E-01  0.120936E-01  0.436447E-01  0.264213E+03
  0.318751E+02  0.103876E+02  0.514796E+01  0.136401E+02  0.135070E+02  0.460071E+01 -0.172658E+01  0.273857E+00 -0.191576E+02 -0.379272E+02 -0.170223E+01  0.285002E+01 -0.364098E+01  0.161807E+02  0.992946E-03  0.664534E-02  0.293757E-01  0.120936E-01  0.529516E-01  0.262527E+03
  0.317007E+02  0.103876E+02  0.514796E+01  0.136401E+02  0.123500E+02  0.460071E+01 -0.172658E+01  0.273857E+00 -0.191576E+02 -0.379272E+02 -0.170223E+01  0.285002E+01 -0.364098E+01  0.172204E+02  0.992946E-03  0.614823E-02  0.150340E-01  0.935817E-02  0.519205E-01  0.263364E+03
  0.319153E+02  0.103876E+02  0.514796E+01  0.136401E+02  0.123500E+02  0.460071E+01 -0.172658E+01  0.273857E+00 -0.180038E+02 -0.355230E+02 -0.252253E+01  0.285002E+01 -0.364098E+01  0.172204E+02  0.992946E-03  0.158508E-01  0.144596E-01  0.935817E-02  0.559565E-01  0.259685E+03
  0.319153E+02  0.793035E+01  0.409310E+01  0.136401E+02  0.123500E+02  0.460071E+01 -0.172658E+01  0.273857E+00 -0.180038E+02 -0.355230E+02 -0.433880E+01  0.285002E+01 -0.364098E+01  0.172204E+02  0.240985E-03  0.210303E-01  0.617805E-02  0.159029E-03  0.559565E-01  0.260859E+03
  0.319153E+02  0.793035E+01  0.409310E+01  0.136401E+02  0.123500E+02  0.361577E+01 -0.138243E+01  0.273857E+00 -0.180038E+02 -0.355230E+02 -0.433880E+01 -0.166689E+01 -0.364098E+01  0.172204E+02  0.240985E-03  0.199288E-01  0.617805E-02  0.109852E-01  0.583643E-01  0.263027E+03
  0.314795E+02  0.793035E+01  0.409310E+01  0.136401E+02  0.120090E+02  0.333818E+01  0.339431E+01  0.273857E+00 -0.178361E+02 -0.340202E+02 -0.433880E+01 -0.152422E+01 -0.364098E+01  0.172204E+02  0.240985E-03  0.215498E-01  0.617805E-02  0.173270E-01  0.572868E-01  0.262618E+03
  0.314795E+02  0.793035E+01  0.365958E+01  0.136401E+02  0.120090E+02  0.333818E+01  0.337684E+01 -0.127406E+01 -0.178361E+02 -0.318915E+02  0.786567E+00 -0.152422E+01 -0.364098E+01  0.179694E+02  0.417339E-02  0.215498E-01  0.489464E-02  0.171594E-01  0.572868E-01  0.263750E+03
  0.314795E+02  0.793035E+01  0.365958E+01  0.136401E+02  0.120090E+02  0.402397E+01  0.337684E+01 -0.127406E+01 -0.178361E+02 -0.318915E+02  0.786567E+00 -0.152422E+01 -0.364098E+01  0.179694E+02  0.343193E-02  0.229372E-01  0.164669E-02  0.226886E-01  0.534728E-01  0.263747E+03
  0.315490E+02  0.793035E+01  0.513462E+01  0.136401E+02  0.120090E+02  0.220951E+01  0.337684E+01 -0.127406E+01 -0.178361E+02 -0.318915E+02  0.236041E+00  0.193717E+01 -0.364098E+01  0.163086E+02  0.128646E-02  0.192874E-01  0.479318E-02  0.226886E-01  0.468816E-01  0.262691E+03
  0.315490E+02  0.935721E+01  0.513462E+01  0.136401E+02  0.120090E+02  0.220951E+01  0.337684E+01 -0.127406E+01 -0.178361E+02 -0.319902E+02  0.236041E+00  0.193717E+01 -0.364098E+01  0.186899E+02  0.242892E-02  0.112166E-01  0.976466E-02  0.236807E-01  0.468816E-01  0.259928E+03
  0.315490E+02  0.854855E+01  0.513462E+01  0.141636E+02  0.120090E+02  0.219205E+01  0.304609E+01 -0.119686E+01 -0.178361E+02 -0.319902E+02 -0.613152E+01  0.193717E+01 -0.364098E+01  0.186899E+02  0.242892E-02  0.121651E-01  0.116404E-01  0.149962E-01  0.467037E-01  0.262643E+03
  0.315490E+02  0.854855E+01  0.513462E+01  0.128623E+02  0.120090E+02  0.219205E+01  0.304609E+01 -0.119686E+01 -0.178361E+02 -0.372352E+02  0.453789E+00  0.193717E+01 -0.364098E+01  0.186899E+02  0.242892E-02  0.985600E-02  0.116404E-01  0.150408E-01  0.467037E-01  0.262674E+03
  0.315490E+02  0.854855E+01  0.513462E+01  0.128623E+02  0.118012E+02  0.240803E+01 -0.377778E+00 -0.119686E+01 -0.178361E+02 -0.365242E+02  0.101235E+01  0.193717E+01 -0.364098E+01  0.186899E+02  0.242892E-02  0.861056E-02  0.102428E-01  0.177384E-01  0.467037E-01  0.264222E+03
  0.315490E+02  0.854855E+01  0.513462E+01  0.128623E+02  0.118012E+02  0.240803E+01 -0.377778E+00 -0.119686E+01 -0.178361E+02 -0.309525E+02  0.101235E+01  0.193717E+01 -0.551529E+01  0.186899E+02  0.131784E-02  0.861056E-02  0.695553E-02  0.167033E-01  0.448603E-01  0.260980E+03
  0.315490E+02  0.854855E+01  0.513462E+01  0.128623E+02  0.141730E+02  0.240803E+01 -0.377778E+00 -0.119686E+01 -0.178361E+02 -0.316211E+02 -0.483721E+01  0.193717E+01 -0.551529E+01  0.186899E+02  0.131784E-02  0.939435E-02  0.695553E-02  0.153128E-01  0.475995E-01  0.265227E+03
  0.316574E+02  0.854855E+01  0.525788E+01  0.144252E+02  0.141563E+02  0.240803E+01  0.112213E+01 -0.119686E+01 -0.178361E+02 -0.326677E+02 -0.483721E+01  0.118937E+01 -0.565063E+01  0.153571E+02  0.189323E-02  0.131628E-02  0.365009E-03  0.843928E-02  0.502492E-01  0.267903E+03
  0.316574E+02  0.854855E+01  0.525788E+01  0.144252E+02  0.141563E+02  0.240803E+01  0.112213E+01 -0.208687E+01 -0.179245E+02 -0.326677E+02 -0.373671E+01  0.118937E+01 -0.565063E+01  0.153571E+02  0.189323E-02  0.712978E-03  0.365009E-03  0.102082E-01  0.526501E-01  0.267774E+03
  0.316574E+02  0.833754E+01  0.600580E+01  0.144252E+02  0.141563E+02  0.240803E+01  0.220396E+01 -0.208687E+01 -0.179245E+02 -0.342730E+02 -0.373671E+01  0.118937E+01 -0.565063E+01  0.153571E+02  0.192709E-03  0.168183E-02  0.290195E-02  0.510872E-02  0.526501E-01  0.267024E+03
  0.316574E+02  0.975394E+01  0.600580E+01  0.144252E+02  0.141563E+02  0.406681E+01  0.220396E+01 -0.208687E+01 -0.199228E+02 -0.344287E+02 -0.373671E+01  0.118937E+01 -0.565063E+01  0.153571E+02  0.192709E-03  0.293060E-02  0.287319E-02  0.509807E-02  0.526501E-01  0.267292E+03
  0.316574E+02  0.975394E+01  0.600580E+01  0.120540E+02  0.141563E+02  0.406681E+01  0.872742E+00 -0.394876E+01 -0.199228E+02 -0.344287E+02 -0.955015E+01  0.118937E+01 -0.565063E+01  0.153571E+02  0.266536E-02  0.408595E-02  0.287319E-02  0.186921E-02  0.480507E-01  0.267706E+03
  0.316574E+02  0.975394E+01  0.600580E+01  0.120540E+02  0.141563E+02  0.406681E+01  0.260859E+01 -0.394876E+01 -0.199228E+02 -0.344287E+02 -0.955015E+01  0.118937E+01 -0.565063E+01  0.142310E+02  0.280722E-02  0.683125E-02  0.260244E-02  0.186921E-02  0.389267E-01  0.267718E+03
  0.316574E+02  0.975394E+01  0.600580E+01  0.120540E+02  0.141563E+02  0.406681E+01  0.260859E+01 -0.525464E+01 -0.199228E+02 -0.344287E+02 -0.760221E+01  0.118937E+01 -0.565063E+01  0.142310E+02  0.830282E-03  0.201027E-02  0.260244E-02  0.706121E-02  0.320796E-01  0.269543E+03
  0.316574E+02  0.975394E+01  0.600580E+01  0.110572E+02  0.141563E+02  0.406681E+01  0.260859E+01 -0.525464E+01 -0.199228E+02 -0.344287E+02 -0.760221E+01  0.118937E+01 -0.565063E+01  0.140010E+02  0.830282E-03  0.201027E-02  0.260244E-02  0.212096E-02  0.283374E-01  0.270381E+03
  0.316574E+02  0.975394E+01  0.600580E+01  0.110572E+02  0.141563E+02  0.406681E+01  0.260859E+01 -0.525464E+01 -0.199228E+02 -0.344287E+02 -0.760221E+01  0.118937E+01 -0.565063E+01  0.154022E+02  0.830282E-03  0.201027E-02  0.767059E-02  0.475022E-03  0.328034E-01  0.269731E+03
