a0_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.985781E+02  0.922272E-04  0.121272E+02  0.920879E+01  0.203487E+02  0.138259E+02  0.383565E+02
  0.985781E+02  0.922272E-04  0.121272E+02  0.932534E+01  0.209559E+02  0.138259E+02  0.381035E+02
  0.985781E+02  0.922272E-04  0.111238E+02  0.100746E+02  0.209559E+02  0.148482E+02  0.385064E+02
  0.973855E+02  0.200422E-03  0.103152E+02  0.915124E+01  0.209559E+02  0.162901E+02  0.371968E+02
  0.973855E+02  0.200422E-03  0.105227E+02  0.721408E+01  0.209559E+02  0.150756E+02  0.363220E+02
  0.973855E+02  0.505646E-04  0.968670E+01  0.748805E+01  0.208900E+02  0.170946E+02  0.364497E+02
  0.973855E+02  0.505646E-04  0.931387E+01  0.741756E+01  0.213007E+02  0.170946E+02  0.361930E+02
  0.973855E+02  0.505646E-04  0.957001E+01  0.738570E+01  0.223195E+02  0.169817E+02  0.357209E+02
  0.973855E+02  0.505646E-04  0.100610E+02  0.850158E+01  0.228318E+02  0.180116E+02  0.358329E+02
  0.973855E+02  0.505646E-04  0.103530E+02  0.901195E+01  0.228318E+02  0.180116E+02  0.359256E+02
  0.973855E+02  0.505646E-04  0.101676E+02  0.908782E+01  0.212148E+02  0.180116E+02  0.367452E+02
  0.973855E+02  0.505646E-04  0.925351E+01  0.882447E+01  0.197631E+02  0.193654E+02  0.368686E+02
  0.985619E+02  0.505646E-04  0.805433E+01  0.101507E+02  0.169346E+02  0.212387E+02  0.379449E+02
  0.985619E+02  0.505646E-04  0.805433E+01  0.902385E+01  0.137363E+02  0.218991E+02  0.379214E+02
  0.992206E+02  0.505646E-04  0.729497E+01  0.109717E+02  0.145246E+02  0.234663E+02  0.366580E+02
  0.992206E+02  0.505646E-04  0.729497E+01  0.114732E+02  0.142252E+02  0.229905E+02  0.367278E+02
  0.992206E+02  0.505646E-04  0.748934E+01  0.111786E+02  0.143250E+02  0.223812E+02  0.373134E+02
  0.992206E+02  0.505646E-04  0.760520E+01  0.857582E+01  0.156875E+02  0.223812E+02  0.374417E+02
  0.101226E+03  0.505646E-04  0.760520E+01  0.964511E+01  0.171543E+02  0.223812E+02  0.359328E+02
  0.984816E+02  0.505646E-04  0.734632E+01  0.964511E+01  0.160021E+02  0.265902E+02  0.347990E+02
  0.984816E+02  0.505646E-04  0.713080E+01  0.104774E+02  0.158167E+02  0.233427E+02  0.363058E+02
  0.984816E+02  0.505646E-04  0.692299E+01  0.997418E+01  0.158167E+02  0.240641E+02  0.357722E+02
  0.984816E+02  0.505646E-04  0.765994E+01  0.965721E+01  0.164400E+02  0.240641E+02  0.363817E+02
  0.984816E+02  0.505646E-04  0.795431E+01  0.873464E+01  0.181490E+02  0.241946E+02  0.359469E+02
  0.984816E+02  0.505646E-04  0.782191E+01  0.875543E+01  0.173128E+02  0.232111E+02  0.366298E+02
  0.980624E+02  0.142772E-03  0.812955E+01  0.930654E+01  0.166824E+02  0.210031E+02  0.377151E+02
  0.980624E+02  0.815316E-03  0.812955E+01  0.105603E+02  0.179177E+02  0.205193E+02  0.357872E+02
  0.980624E+02  0.815316E-03  0.792764E+01  0.116245E+02  0.169447E+02  0.235485E+02  0.341438E+02
  0.980624E+02  0.440154E-03  0.840685E+01  0.980999E+01  0.159556E+02  0.235485E+02  0.362149E+02
  0.980624E+02  0.440154E-03  0.840685E+01  0.980999E+01  0.151823E+02  0.237736E+02  0.361926E+02
  0.970676E+02  0.440154E-03  0.771801E+01  0.107547E+02  0.143940E+02  0.237736E+02  0.345488E+02
  0.970676E+02  0.179799E-03  0.732241E+01  0.104438E+02  0.136222E+02  0.207970E+02  0.359894E+02
  0.970676E+02  0.179799E-03  0.732241E+01  0.881915E+01  0.137056E+02  0.178616E+02  0.370985E+02
  0.970676E+02  0.179799E-03  0.870369E+01  0.948474E+01  0.137056E+02  0.161264E+02  0.384062E+02
  0.102905E+03  0.179799E-03  0.102247E+02  0.730970E+01  0.115412E+02  0.151466E+02  0.344780E+02
  0.102905E+03  0.179799E-03  0.101270E+02  0.730970E+01  0.108808E+02  0.151466E+02  0.341212E+02
  0.102905E+03  0.902352E-03  0.104604E+02  0.725624E+01  0.113839E+02  0.155659E+02  0.341427E+02
  0.102905E+03  0.260647E-04  0.117063E+02  0.809866E+01  0.149523E+02  0.148301E+02  0.351822E+02
  0.100857E+03  0.260647E-04  0.117063E+02  0.846431E+01  0.149523E+02  0.122568E+02  0.388679E+02
  0.100857E+03  0.260647E-04  0.117063E+02  0.767068E+01  0.131755E+02  0.145244E+02  0.386784E+02
  0.100857E+03  0.260647E-04  0.117063E+02  0.767068E+01  0.155980E+02  0.145244E+02  0.387008E+02
  0.100857E+03  0.260647E-04  0.814499E+01  0.865209E+01  0.155980E+02  0.140937E+02  0.393386E+02
  0.100857E+03  0.617289E-04  0.814499E+01  0.918440E+01  0.155980E+02  0.135598E+02  0.394010E+02
  0.975999E+02  0.120640E-03  0.763372E+01  0.918440E+01  0.155980E+02  0.120482E+02  0.384271E+02
  0.975999E+02  0.120640E-03  0.698193E+01  0.918440E+01  0.167293E+02  0.130385E+02  0.378904E+02
  0.975999E+02  0.120640E-03  0.668545E+01  0.104900E+02  0.167293E+02  0.134290E+02  0.375125E+02
  0.975999E+02  0.376149E-04  0.610578E+01  0.107728E+02  0.172574E+02  0.134290E+02  0.364266E+02
  0.101061E+03  0.376149E-04  0.684815E+01  0.952423E+01  0.156451E+02  0.134290E+02  0.380716E+02
  0.996173E+02  0.376149E-04  0.757234E+01  0.989951E+01  0.145877E+02  0.144566E+02  0.400487E+02
  0.996173E+02  0.286672E-03  0.960578E+01  0.946287E+01  0.145877E+02  0.153362E+02  0.404076E+02
  0.996173E+02  0.286672E-03  0.997876E+01  0.105569E+02  0.145877E+02  0.140576E+02  0.403222E+02
  0.996173E+02  0.286672E-03  0.110844E+02  0.922812E+01  0.145877E+02  0.179767E+02  0.395724E+02
  0.996173E+02  0.286672E-03  0.104250E+02  0.989372E+01  0.145877E+02  0.179767E+02  0.397541E+02
  0.996173E+02  0.286672E-03  0.118719E+02  0.894629E+01  0.168493E+02  0.161986E+02  0.393614E+02
